osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,ref,junction,access
1077295698,trunk,50,True,False,37.704,Paul Kerese väljak,"LINESTRING (28.1917461 59.3769601, 28.1916588 59.3769252, 28.1915844 59.3768833, 28.191525 59.3768356, 28.1914823 59.3767834, 28.1914575 59.3767283, 28.1914513 59.3766719)",2,1,circular,
55481548,trunk,,True,False,24.863,Paul Kerese väljak,"LINESTRING (28.1922733 59.3773014, 28.1921796 59.3772586, 28.192091 59.3772126, 28.1919648 59.3771426)",1,,,
759336699,trunk,,False,True,22.362,Tuleviku,"LINESTRING (28.1922733 59.3773014, 28.1923453 59.3773299, 28.1924149 59.3773555, 28.1924894 59.3773805, 28.1926055 59.3774086)",2,,,
775220725,secondary,,True,False,23.595,Aleksander Puškini,"LINESTRING (28.1922733 59.3773014, 28.192178 59.3774293, 28.1921202 59.3774987)",2,,,
"[291753435, 893932270, 4481062, 893932271]","['residential', 'trunk']",,False,False,250.377,Tuleviku,"LINESTRING (28.1967924 59.3781305, 28.1966343 59.3780991, 28.1960002 59.3779889, 28.1958868 59.3779692, 28.1957485 59.3779462, 28.1955382 59.3779106, 28.1940101 59.3776517, 28.1933063 59.3775325, 28.1926055 59.3774086)","['2', '3']",,,yes
34425164,residential,,False,False,33.041,Viru,"LINESTRING (28.1967924 59.3781305, 28.1969113 59.3781545, 28.1973419 59.3782301)",2,,,
"[27565587, 34425166, 211050687]",residential,50,False,"[False, True]",253.75599999999997,"['Vestervalli', 'Koidula']","LINESTRING (28.1967924 59.3781305, 28.1968636 59.3780683, 28.1968934 59.3780329, 28.1973026 59.377541, 28.1981749 59.3765582, 28.1982156 59.3765413, 28.1982708 59.3765335, 28.1983291 59.3765339, 28.1986255 59.3765876, 28.1992017 59.3766959)",1,,,
688473977,residential,50,False,False,157.68899999999996,Vestervalli,"LINESTRING (28.1967924 59.3781305, 28.1967263 59.3782011, 28.1966593 59.3783863, 28.196585 59.3785113, 28.1965278 59.3785942, 28.1964648 59.3787664, 28.1963867 59.3790265, 28.1963318 59.3792495, 28.1962763 59.3794564, 28.1962614 59.3795172)",2,,,
30827015,trunk,50,True,False,59.565999999999995,Tallinna mnt,"LINESTRING (28.1914589 59.37663, 28.1915091 59.3765444, 28.1916021 59.3764688, 28.1917312 59.3764084, 28.1918871 59.3763676, 28.1920587 59.3763494, 28.1922336 59.3763551)",2,1,circular,
34425167,trunk,50,True,False,27.0,Paul Kerese väljak,"LINESTRING (28.1914589 59.37663, 28.191354 59.3764216, 28.1913329 59.3763961)",1,,,
55481544,residential,50,False,False,292.288,Hariduse,"LINESTRING (28.1910159 59.3808298, 28.1907925 59.3808091, 28.1895399 59.3807394, 28.1886268 59.3806886, 28.1880071 59.3806541, 28.1870657 59.3806017, 28.1860933 59.3806032, 28.1858812 59.3806094)",2,,,
245954327,tertiary,50,False,True,91.56700000000001,Hariduse,"LINESTRING (28.1910159 59.3808298, 28.1913043 59.3808331, 28.1926299 59.3808763)",,91,,
775220722,secondary,50,False,True,97.03600000000002,Aleksander Puškini,"LINESTRING (28.1910159 59.3808298, 28.1910236 59.3807295, 28.1910796 59.3802631, 28.1911055 59.3800479, 28.1911227 59.3799702, 28.191124 59.379959)",4,91,,
27564919,residential,30,False,False,200.71599999999998,Rahvavälja,"LINESTRING (28.1858812 59.3806094, 28.185879 59.3804865, 28.1858738 59.3801864, 28.1858716 59.3800586, 28.1858672 59.3798045, 28.1858619 59.379495, 28.1858602 59.3793953, 28.1857798 59.3790341, 28.1857751 59.3789778, 28.1859062 59.3788203)",,,,
55481544,residential,50,False,False,27.121,Hariduse,"LINESTRING (28.1858812 59.3806094, 28.1857044 59.3806145, 28.1854031 59.3806233)",2,,,
55481544,residential,50,False,True,292.288,Hariduse,"LINESTRING (28.1858812 59.3806094, 28.1860933 59.3806032, 28.1870657 59.3806017, 28.1880071 59.3806541, 28.1886268 59.3806886, 28.1895399 59.3807394, 28.1907925 59.3808091, 28.1910159 59.3808298)",2,,,
27564919,residential,30,False,True,200.71600000000004,Rahvavälja,"LINESTRING (28.1859062 59.3788203, 28.1857751 59.3789778, 28.1857798 59.3790341, 28.1858602 59.3793953, 28.1858619 59.379495, 28.1858672 59.3798045, 28.1858716 59.3800586, 28.1858738 59.3801864, 28.185879 59.3804865, 28.1858812 59.3806094)",,,,
44107155,residential,30,False,False,88.157,Fama,"LINESTRING (28.1859062 59.3788203, 28.1861535 59.3788731, 28.1864652 59.3789306, 28.1865575 59.3789476, 28.1867577 59.3789593, 28.1871898 59.3789519, 28.1872985 59.3789488, 28.1874143 59.3789455)",,,,
1077786036,residential,30,False,False,82.749,Rahvavälja,"LINESTRING (28.1859062 59.3788203, 28.1861089 59.3786212, 28.1861411 59.3785855, 28.1861732 59.3785123, 28.1861855 59.3783758, 28.1861439 59.3782431, 28.1860475 59.3781178)",,,,
44149399,residential,50,False,True,193.659,Energia,"LINESTRING (28.1870225 59.3751417, 28.186921 59.3752678, 28.1864407 59.375791, 28.1862049 59.3760586, 28.1856327 59.3767327)",,,,
"[894224720, 894224727]",trunk,50,False,False,170.012,Paul Kerese,"LINESTRING (28.1870225 59.3751417, 28.1871445 59.37517, 28.1872831 59.3752007, 28.1886439 59.3755161, 28.1895594 59.3757242, 28.1897591 59.3757696)","['2', '3']",,,
894224720,trunk,50,False,True,59.446000000000005,Paul Kerese,"LINESTRING (28.1870225 59.3751417, 28.1865434 59.3750301, 28.1862376 59.3749588, 28.1860671 59.3749205)",2,,,
55481544,residential,50,False,True,27.121,Hariduse,"LINESTRING (28.1854031 59.3806233, 28.1857044 59.3806145, 28.1858812 59.3806094)",2,,,
4481068,residential,50,False,False,126.806,Linda,"LINESTRING (28.1906544 59.3747414, 28.1907091 59.3746895, 28.1909574 59.3744062, 28.1911424 59.374195, 28.1915743 59.3737019)",,,,
4481068,residential,50,False,True,125.07300000000001,Linda,"LINESTRING (28.1906544 59.3747414, 28.1904983 59.374922, 28.1904511 59.3749762, 28.1898593 59.3756553, 28.1898403 59.3756772, 28.1897591 59.3757696)",,,,
"[221930290, 481333847]",residential,,False,"[False, True]",197.50500000000002,Kosmonaudi,"LINESTRING (28.1906544 59.3747414, 28.1908166 59.3747762, 28.190989 59.3748133, 28.1930725 59.3752612, 28.1932027 59.375283, 28.1933897 59.3753242, 28.1937595 59.3754057, 28.1938682 59.3754297)",,,,
27565521,residential,50,False,False,146.68800000000002,Vabaduse,"LINESTRING (28.1926299 59.3808763, 28.1926412 59.3808106, 28.1926797 59.380604, 28.1927181 59.3803977, 28.1927218 59.3803795, 28.1927992 59.3798529, 28.1928324 59.3796282, 28.1928358 59.3796051, 28.1928422 59.3795616)",2,,,
245954327,tertiary,50,False,False,91.56700000000001,Hariduse,"LINESTRING (28.1926299 59.3808763, 28.1913043 59.3808331, 28.1910159 59.3808298)",,91,,
245954327,tertiary,50,False,True,197.055,Hariduse,"LINESTRING (28.1926299 59.3808763, 28.1931985 59.3808917, 28.1941469 59.3809174, 28.194291 59.3809203, 28.1950476 59.380941, 28.1959175 59.3809623, 28.1961049 59.3809649)",,91,,
27565521,residential,50,False,False,189.67600000000002,Vabaduse,"LINESTRING (28.1928422 59.3795616, 28.1928485 59.3795173, 28.1928519 59.3794933, 28.1929508 59.3787921, 28.192953 59.3787766, 28.1930036 59.3784176, 28.1930097 59.3783742, 28.193039 59.3781667, 28.1930695 59.37795, 28.1930822 59.3778602)",2,,,
27565521,residential,50,False,True,146.688,Vabaduse,"LINESTRING (28.1928422 59.3795616, 28.1928358 59.3796051, 28.1928324 59.3796282, 28.1927992 59.3798529, 28.1927218 59.3803795, 28.1927181 59.3803977, 28.1926797 59.380604, 28.1926412 59.3808106, 28.1926299 59.3808763)",2,,,
44107154,residential,50,False,False,94.106,Lavretsovi,"LINESTRING (28.1928422 59.3795616, 28.1926755 59.3795558, 28.1921391 59.3795404, 28.1918418 59.3795319, 28.1917041 59.3795279, 28.1914528 59.3795207, 28.1912541 59.3795201, 28.191183 59.3795188)",2,,,
44107154,residential,50,False,True,194.22400000000002,Lavretsovi,"LINESTRING (28.1928422 59.3795616, 28.1929924 59.3795663, 28.1935856 59.3795838, 28.1941864 59.3795905, 28.1946247 59.3795769, 28.1950622 59.3795541, 28.195353 59.3795349, 28.1959621 59.379507, 28.1962614 59.3795172)",2,,,
44107154,residential,50,False,False,194.224,Lavretsovi,"LINESTRING (28.1962614 59.3795172, 28.1959621 59.379507, 28.195353 59.3795349, 28.1950622 59.3795541, 28.1946247 59.3795769, 28.1941864 59.3795905, 28.1935856 59.3795838, 28.1929924 59.3795663, 28.1928422 59.3795616)",2,,,
688473977,residential,50,False,False,97.07400000000001,Vestervalli,"LINESTRING (28.1962614 59.3795172, 28.1962485 59.3795768, 28.1961856 59.3799696, 28.1961531 59.3802932, 28.1961436 59.380388)",2,,,
688473977,residential,50,False,True,157.689,Vestervalli,"LINESTRING (28.1962614 59.3795172, 28.1962763 59.3794564, 28.1963318 59.3792495, 28.1963867 59.3790265, 28.1964648 59.3787664, 28.1965278 59.3785942, 28.196585 59.3785113, 28.1966593 59.3783863, 28.1967263 59.3782011, 28.1967924 59.3781305)",2,,,
756619413,residential,,False,True,24.032,Rüütli,"LINESTRING (28.1962614 59.3795172, 28.196402 59.3795487, 28.1966707 59.3795655)",2,,,
775220722,secondary,50,False,False,49.062,Aleksander Puškini,"LINESTRING (28.191183 59.3795188, 28.191124 59.379959)",4,91,,
44107154,residential,50,False,True,94.106,Lavretsovi,"LINESTRING (28.191183 59.3795188, 28.1912541 59.3795201, 28.1914528 59.3795207, 28.1917041 59.3795279, 28.1918418 59.3795319, 28.1921391 59.3795404, 28.1926755 59.3795558, 28.1928422 59.3795616)",2,,,
775220722,secondary,50,False,True,44.759,Aleksander Puškini,"LINESTRING (28.191183 59.3795188, 28.1911878 59.3794486, 28.1912295 59.379117)",4,91,,
27565521,residential,50,False,True,189.67599999999996,Vabaduse,"LINESTRING (28.1930822 59.3778602, 28.1930695 59.37795, 28.193039 59.3781667, 28.1930097 59.3783742, 28.1930036 59.3784176, 28.192953 59.3787766, 28.1929508 59.3787921, 28.1928519 59.3794933, 28.1928485 59.3795173, 28.1928422 59.3795616)",2,,,
27565583,residential,,False,False,81.061,Suur,"LINESTRING (28.1999083 59.3796359, 28.1998504 59.3789075)",2,,,
27565583,residential,,False,True,62.1,Suur,"LINESTRING (28.1999083 59.3796359, 28.1999137 59.3796844, 28.199926 59.3798362, 28.1999388 59.3799693, 28.1999447 59.3800572, 28.1999491 59.3801207, 28.1999507 59.3801484, 28.1999525 59.3801939)",2,,,
"[35936129, 756619413]",residential,,False,False,52.735,Rüütli,"LINESTRING (28.1999083 59.3796359, 28.1998078 59.3796387, 28.1991623 59.3796548, 28.1989783 59.3796588)",2,,,
27565583,residential,,False,False,58.4,Suur,"LINESTRING (28.1998148 59.3807132, 28.1998383 59.380668, 28.1998711 59.3806051, 28.199893 59.3805067, 28.1999067 59.3804434, 28.199922 59.3803651, 28.1999444 59.3802627, 28.1999525 59.3801939)",2,,,
34200127,residential,,False,False,64.979,Kraavi,"LINESTRING (28.1998148 59.3807132, 28.2006664 59.3807966, 28.2009412 59.3808243)",,,,
34200127,residential,,False,True,30.293,Kraavi,"LINESTRING (28.1998148 59.3807132, 28.1997037 59.3807044, 28.199289 59.3806634)",,,,
27565587,residential,,False,True,49.023,Koidula,"LINESTRING (28.2000112 59.3768519, 28.1999142 59.3768332, 28.1992017 59.3766959)",,,,
1072236474,living_street,,False,True,26.509999999999998,Suur,"LINESTRING (28.2000112 59.3768519, 28.1999862 59.3768914, 28.1999074 59.3770355, 28.1998699 59.3770788)",2,,,
27565583,residential,,False,True,63.463,Suur,"LINESTRING (28.1997872 59.3783377, 28.1997936 59.3784044, 28.1998175 59.3786476, 28.1998504 59.3789075)",2,,,
34425164,residential,,False,True,57.339999999999996,Viru,"LINESTRING (28.1997872 59.3783377, 28.1996983 59.3783409, 28.1992248 59.3783602, 28.198935 59.3783646, 28.1987774 59.3783569)",2,,,
1072236474,living_street,,False,False,63.219,Suur,"LINESTRING (28.1997872 59.3783377, 28.1997798 59.378294, 28.1997607 59.3780192, 28.1997213 59.3777703)",2,,,
34200124,residential,,False,False,309.22,Suur-Aguli,"LINESTRING (28.1882067 59.3723622, 28.1879891 59.3726124, 28.1875998 59.3730805, 28.1872056 59.3735545, 28.1871555 59.3736148, 28.1867101 59.3741502, 28.1861457 59.3748219, 28.1860671 59.3749205)",,,,
34200124,residential,,False,True,309.22,Suur-Aguli,"LINESTRING (28.1860671 59.3749205, 28.1861457 59.3748219, 28.1867101 59.3741502, 28.1871555 59.3736148, 28.1872056 59.3735545, 28.1875998 59.3730805, 28.1879891 59.3726124, 28.1882067 59.3723622)",,,,
894224720,trunk,50,False,False,59.446,Paul Kerese,"LINESTRING (28.1860671 59.3749205, 28.1862376 59.3749588, 28.1865434 59.3750301, 28.1870225 59.3751417)",2,,,
775220722,secondary,50,False,False,44.759,Aleksander Puškini,"LINESTRING (28.1912295 59.379117, 28.1911878 59.3794486, 28.191183 59.3795188)",4,91,,
1077786037,secondary,50,False,True,47.083,Aleksander Puškini,"LINESTRING (28.1912295 59.379117, 28.1912678 59.378722, 28.1912763 59.3786944)",4,91,,
"[1185962915, 1185962900, 44107155]",residential,30,False,True,218.07599999999996,Fama,"LINESTRING (28.1912295 59.379117, 28.1910226 59.3791136, 28.1906032 59.379099, 28.1902456 59.3790908, 28.1898657 59.3790821, 28.1891998 59.3790669, 28.1887826 59.379025, 28.1883199 59.3789505, 28.1881164 59.3789407, 28.1879644 59.3789334, 28.1878028 59.378937, 28.1874143 59.3789455)",,,,
34200127,residential,,False,False,180.78799999999998,Kraavi,"LINESTRING (28.1961436 59.380388, 28.1962978 59.3804029, 28.196526 59.3804223, 28.1969269 59.3804531, 28.1974852 59.3805031, 28.197769 59.380527, 28.1980684 59.3805556, 28.1982249 59.3805697, 28.1986068 59.3806035, 28.1991224 59.3806543, 28.199289 59.3806634)",,,,
688473977,residential,50,False,False,64.185,Vestervalli,"LINESTRING (28.1961436 59.380388, 28.1961385 59.3804646, 28.1961049 59.3809649)",2,,,
688473977,residential,50,False,True,97.07400000000001,Vestervalli,"LINESTRING (28.1961436 59.380388, 28.1961531 59.3802932, 28.1961856 59.3799696, 28.1962485 59.3795768, 28.1962614 59.3795172)",2,,,
34200127,residential,,False,False,30.293,Kraavi,"LINESTRING (28.199289 59.3806634, 28.1997037 59.3807044, 28.1998148 59.3807132)",,,,
34200127,residential,,False,True,180.788,Kraavi,"LINESTRING (28.199289 59.3806634, 28.1991224 59.3806543, 28.1986068 59.3806035, 28.1982249 59.3805697, 28.1980684 59.3805556, 28.197769 59.380527, 28.1974852 59.3805031, 28.1969269 59.3804531, 28.196526 59.3804223, 28.1962978 59.3804029, 28.1961436 59.380388)",,,,
34425164,residential,,False,False,57.34,Viru,"LINESTRING (28.1987774 59.3783569, 28.198935 59.3783646, 28.1992248 59.3783602, 28.1996983 59.3783409, 28.1997872 59.3783377)",2,,,
34425164,residential,,False,True,82.58500000000001,Viru,"LINESTRING (28.1987774 59.3783569, 28.1986186 59.3783471, 28.1982781 59.3783255, 28.1977891 59.3782814, 28.1973419 59.3782301)",2,,,
146661938,living_street,,False,False,61.627,,"LINESTRING (28.1987774 59.3783569, 28.1987723 59.37832, 28.1987933 59.3782217, 28.1988269 59.3781102, 28.1988342 59.3780517, 28.1988398 59.3780004, 28.1988407 59.377871, 28.1988459 59.3778049)",,,,
759336699,trunk,,False,False,22.362,Tuleviku,"LINESTRING (28.1926055 59.3774086, 28.1924894 59.3773805, 28.1924149 59.3773555, 28.1923453 59.3773299, 28.1922733 59.3773014)",2,,,
775220727,secondary_link,,True,False,30.604,,"LINESTRING (28.1926055 59.3774086, 28.1924915 59.3774062, 28.1924078 59.3774114, 28.1923134 59.3774235, 28.192249 59.3774427, 28.1921846 59.3774661, 28.1921202 59.3774987)",1,,,
"[4481062, 291753435, 893932270, 893932271]","['residential', 'trunk']",,False,True,250.377,Tuleviku,"LINESTRING (28.1926055 59.3774086, 28.1933063 59.3775325, 28.1940101 59.3776517, 28.1955382 59.3779106, 28.1957485 59.3779462, 28.1958868 59.3779692, 28.1960002 59.3779889, 28.1966343 59.3780991, 28.1967924 59.3781305)","['2', '3']",,,yes
"[44107155, 1185962900, 1185962915]",residential,30,False,False,218.076,Fama,"LINESTRING (28.1874143 59.3789455, 28.1878028 59.378937, 28.1879644 59.3789334, 28.1881164 59.3789407, 28.1883199 59.3789505, 28.1887826 59.379025, 28.1891998 59.3790669, 28.1898657 59.3790821, 28.1902456 59.3790908, 28.1906032 59.379099, 28.1910226 59.3791136, 28.1912295 59.379117)",,,,
44107155,residential,30,False,True,88.15699999999998,Fama,"LINESTRING (28.1874143 59.3789455, 28.1872985 59.3789488, 28.1871898 59.3789519, 28.1867577 59.3789593, 28.1865575 59.3789476, 28.1864652 59.3789306, 28.1861535 59.3788731, 28.1859062 59.3788203)",,,,
334000979,residential,30,False,False,136.111,Fama põik,"LINESTRING (28.1874143 59.3789455, 28.1879532 59.3788068, 28.1884569 59.3786934, 28.1889018 59.3785908, 28.1892804 59.3785035, 28.1895915 59.3784279)",,,,
245954327,tertiary,50,False,False,197.055,Hariduse,"LINESTRING (28.1961049 59.3809649, 28.1959175 59.3809623, 28.1950476 59.380941, 28.194291 59.3809203, 28.1941469 59.3809174, 28.1931985 59.3808917, 28.1926299 59.3808763)",,91,,
688473977,residential,50,False,True,64.185,Vestervalli,"LINESTRING (28.1961049 59.3809649, 28.1961385 59.3804646, 28.1961436 59.380388)",2,,,
821440441,residential,,False,True,31.065,Hariduse,"LINESTRING (28.1961049 59.3809649, 28.1962771 59.3809529, 28.1966503 59.3809701)",,,,
4481068,residential,50,False,False,97.594,Linda,"LINESTRING (28.1915743 59.3737019, 28.1920831 59.3731399, 28.1922812 59.3729016)",,,,
4481068,residential,50,False,True,126.806,Linda,"LINESTRING (28.1915743 59.3737019, 28.1911424 59.374195, 28.1909574 59.3744062, 28.1907091 59.3746895, 28.1906544 59.3747414)",,,,
42092895,residential,,False,False,198.506,Lembitu,"LINESTRING (28.1915743 59.3737019, 28.1917424 59.373737, 28.1922515 59.3738432, 28.1927492 59.3739471, 28.1928028 59.3739582, 28.1938437 59.3741754, 28.1943099 59.3742727, 28.1946843 59.3743571, 28.1948128 59.3743837)",,,,
4481070,tertiary,50,False,False,79.408,Aleksander Puškini,"LINESTRING (28.1948128 59.3743837, 28.1948247 59.374371, 28.1949606 59.3742263, 28.1952836 59.373919, 28.1954342 59.373786, 28.1954717 59.3737537)",2,,,
4481070,tertiary,50,False,True,128.03,Aleksander Puškini,"LINESTRING (28.1948128 59.3743837, 28.1943729 59.374873, 28.1939196 59.3753771, 28.1938682 59.3754297)",2,,,
42092895,residential,,False,True,198.50600000000003,Lembitu,"LINESTRING (28.1948128 59.3743837, 28.1946843 59.3743571, 28.1943099 59.3742727, 28.1938437 59.3741754, 28.1928028 59.3739582, 28.1927492 59.3739471, 28.1922515 59.3738432, 28.1917424 59.373737, 28.1915743 59.3737019)",,,,
55480842,trunk,50,False,False,90.46799999999999,Peetri plats,"LINESTRING (28.194403 59.3761519, 28.194473 59.3761376, 28.1945504 59.3761255, 28.1947861 59.3761007, 28.1950429 59.3760811, 28.1953453 59.3760616, 28.1959779 59.37603)",3,1,,
893916684,trunk,,True,False,97.409,Peetri plats,"LINESTRING (28.194403 59.3761519, 28.1943678 59.376167, 28.194332 59.3761838, 28.1942924 59.3761992, 28.1942691 59.3762059, 28.1941333 59.3762447, 28.1936316 59.376368, 28.193244 59.3764639, 28.1930775 59.376513, 28.1930052 59.3765451, 28.192927 59.3765891)",1,1,,
34200127,residential,,False,True,64.979,Kraavi,"LINESTRING (28.2009412 59.3808243, 28.2006664 59.3807966, 28.1998148 59.3807132)",,,,
27565583,residential,,False,True,81.061,Suur,"LINESTRING (28.1998504 59.3789075, 28.1999083 59.3796359)",2,,,
27565583,residential,,False,False,63.46300000000001,Suur,"LINESTRING (28.1998504 59.3789075, 28.1998175 59.3786476, 28.1997936 59.3784044, 28.1997872 59.3783377)",2,,,
1077295700,trunk,50,True,False,17.972,Paul Kerese,"LINESTRING (28.1922336 59.3763551, 28.1923842 59.3763805, 28.1925184 59.3764236)",2,1,circular,
894224729,trunk,50,True,False,15.704999999999998,Paul Kerese,"LINESTRING (28.1925184 59.3764236, 28.1926175 59.3764396, 28.1927012 59.3764477, 28.1927893 59.3764487)",2,1,,
1077295701,trunk,50,True,False,44.73199999999999,Paul Kerese väljak,"LINESTRING (28.1925184 59.3764236, 28.1926408 59.3764908, 28.1927227 59.3765725, 28.1927577 59.3766625, 28.1927432 59.3767539, 28.1927189 59.3767871)",2,1,circular,
27565587,residential,,False,False,49.023,Koidula,"LINESTRING (28.1992017 59.3766959, 28.1999142 59.3768332, 28.2000112 59.3768519)",,,,
"[27565587, 34425166, 211050687]",residential,50,False,"[False, True]",253.756,"['Vestervalli', 'Koidula']","LINESTRING (28.1992017 59.3766959, 28.1986255 59.3765876, 28.1983291 59.3765339, 28.1982708 59.3765335, 28.1982156 59.3765413, 28.1981749 59.3765582, 28.1973026 59.377541, 28.1968934 59.3780329, 28.1968636 59.3780683, 28.1967924 59.3781305)",1,,,
146661938,living_street,,False,True,26.127,,"LINESTRING (28.1992017 59.3766959, 28.1991694 59.3767397, 28.1990392 59.3769158)",,,,
223476869,trunk,50,True,False,51.243,Paul Kerese,"LINESTRING (28.1914342 59.3761426, 28.1916134 59.3761905, 28.1918721 59.3762546, 28.1921231 59.3763133, 28.1921921 59.3763348, 28.1922336 59.3763551)",2,,,
34425167,trunk,50,True,False,47.62200000000001,Paul Kerese väljak,"LINESTRING (28.1913329 59.3763961, 28.1911911 59.376238, 28.1911144 59.3761556, 28.1910718 59.3761196, 28.1910183 59.3760864, 28.1909162 59.3760279)",1,,,
208217158,trunk_link,50,True,False,32.376000000000005,,"LINESTRING (28.1913329 59.3763961, 28.1913105 59.3763154, 28.1912992 59.3762637, 28.1912982 59.3762324, 28.1913043 59.3762004, 28.1913212 59.3761746, 28.1913586 59.3761572, 28.1914342 59.3761426)",1,,,
4481070,tertiary,50,False,False,128.03,Aleksander Puškini,"LINESTRING (28.1938682 59.3754297, 28.1939196 59.3753771, 28.1943729 59.374873, 28.1948128 59.3743837)",2,,,
4481070,tertiary,50,False,True,90.107,Aleksander Puškini,"LINESTRING (28.1938682 59.3754297, 28.1935284 59.3758145, 28.1932603 59.3761182, 28.1932187 59.3761694)",2,,,
"[221930290, 481333847]",residential,,False,"[False, True]",197.505,Kosmonaudi,"LINESTRING (28.1938682 59.3754297, 28.1937595 59.3754057, 28.1933897 59.3753242, 28.1932027 59.375283, 28.1930725 59.3752612, 28.190989 59.3748133, 28.1908166 59.3747762, 28.1906544 59.3747414)",,,,
44149399,residential,50,False,False,193.65900000000002,Energia,"LINESTRING (28.1856327 59.3767327, 28.1862049 59.3760586, 28.1864407 59.375791, 28.186921 59.3752678, 28.1870225 59.3751417)",,,,
44149399,residential,50,False,True,53.059999999999995,Energia,"LINESTRING (28.1856327 59.3767327, 28.1854411 59.3769584, 28.1853942 59.3770136, 28.1853859 59.3770234, 28.1852654 59.3771048, 28.1851962 59.3771515)",,,,
749432847,residential,,False,False,73.315,,"LINESTRING (28.1890458 59.3778513, 28.1890849 59.3778442, 28.1895915 59.3784279)",,,,
146661938,living_street,,False,False,26.127,,"LINESTRING (28.1990392 59.3769158, 28.1991694 59.3767397, 28.1992017 59.3766959)",,,,
146661938,living_street,,False,True,100.566,,"LINESTRING (28.1990392 59.3769158, 28.1989703 59.3770091, 28.1989198 59.3770868, 28.1989068 59.3771068, 28.1989029 59.3771129, 28.1988628 59.3771919, 28.1988482 59.37729, 28.1988414 59.3773354, 28.1988322 59.3774203, 28.1988297 59.3774435, 28.1988293 59.3775923, 28.1988293 59.3776015, 28.1988292 59.3776394, 28.1988459 59.3778049)",,,,
229139960,living_street,,False,True,208.984,,"LINESTRING (28.1990392 59.3769158, 28.1984768 59.3768072, 28.1984228 59.3767968, 28.198374 59.3768513, 28.1980499 59.3772135, 28.197904 59.3773765, 28.1976984 59.3776063, 28.1974943 59.3778343, 28.1974861 59.3778554, 28.1974196 59.3780268, 28.1973555 59.3782057, 28.1973419 59.3782301)",,,,
734428220,living_street,,False,False,50.456,,"LINESTRING (28.1990392 59.3769158, 28.1997274 59.377044, 28.1998699 59.3770788)",1,,,
773583389,residential,,False,True,32.714,,"LINESTRING (28.1905478 59.3799384, 28.1909289 59.3799528, 28.191124 59.379959)",,,,
1077786037,secondary,50,False,True,4.672,Aleksander Puškini,"LINESTRING (28.1914041 59.3782789, 28.1914362 59.3782402)",4,91,,
