osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes,access,junction
201747656,Minneriya - Hingurakgoda Road,primary,60,False,False,40.299,B287,"LINESTRING (80.9511663 8.0409529, 80.9515174 8.0410553)",,,
201747656,Minneriya - Hingurakgoda Road,primary,60,False,True,8.4,B287,"LINESTRING (80.9511663 8.0409529, 80.9510942 8.0409282)",,,
219384976,,residential,30,False,False,74.043,,"LINESTRING (80.9511663 8.0409529, 80.9509456 8.0415819)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,False,2.059,B155,"LINESTRING (80.952909 8.0459415, 80.9528952 8.045954)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,True,81.39,B155,"LINESTRING (80.952909 8.0459415, 80.9530145 8.0458041, 80.9532371 8.04529)",,,
219384973,Post Office Road,residential,30,False,False,576.773,,"LINESTRING (80.952909 8.0459415, 80.9524986 8.044891, 80.9523653 8.0445022, 80.9511197 8.0430678, 80.9505728 8.0424078, 80.9509456 8.0415819)",,,
201747656,Minneriya - Hingurakgoda Road,primary,60,False,False,50.914,B287,"LINESTRING (80.9515174 8.0410553, 80.9519598 8.0411886)",,,
201747656,Minneriya - Hingurakgoda Road,primary,60,False,True,40.299,B287,"LINESTRING (80.9515174 8.0410553, 80.9511663 8.0409529)",,,
219384975,,residential,30,False,True,79.545,,"LINESTRING (80.9515174 8.0410553, 80.9513828 8.0415102, 80.9513109 8.0417408)",,,
219384977,,residential,30,False,False,128.43,,"LINESTRING (80.9523109 8.0392315, 80.9531182 8.0394891, 80.9534132 8.0396074)",,,
219384977,,residential,30,False,True,128.43,,"LINESTRING (80.9534132 8.0396074, 80.9531182 8.0394891, 80.9523109 8.0392315)",,,
362102435,Polonnaruwa - Hingurakgoda Road,secondary,50,False,False,35.97,B552,"LINESTRING (80.9534132 8.0396074, 80.9533556 8.0396791, 80.953314 8.0397892, 80.9533086 8.0399034)",,,
362102435,Polonnaruwa - Hingurakgoda Road,secondary,50,False,True,199.96900000000002,B552,"LINESTRING (80.9534132 8.0396074, 80.9535516 8.0394537, 80.9538075 8.0391638, 80.9540315 8.0389554, 80.9540959 8.0388611, 80.9541495 8.0387456, 80.9542568 8.0385158, 80.9543467 8.0383379, 80.9544848 8.0381785)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,False,370.77099999999996,B155,"LINESTRING (80.9532987 8.0419684, 80.9533824 8.0433301, 80.9533139 8.0449692, 80.9532371 8.04529)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,True,31.857,B155,"LINESTRING (80.9532987 8.0419684, 80.953285 8.0417785, 80.9532866 8.0416824)",,,
219384976,,residential,30,False,True,230.81699999999998,,"LINESTRING (80.9532987 8.0419684, 80.9528393 8.0421529, 80.9525308 8.0421582, 80.9518737 8.0419643, 80.9514096 8.0417837, 80.9513109 8.0417408)",,,
219384976,,residential,30,False,True,43.93,,"LINESTRING (80.9513109 8.0417408, 80.9509456 8.0415819)",,,
219384975,,residential,30,False,False,79.545,,"LINESTRING (80.9513109 8.0417408, 80.9513828 8.0415102, 80.9515174 8.0410553)",,,
219384976,,residential,30,False,False,230.817,,"LINESTRING (80.9513109 8.0417408, 80.9514096 8.0417837, 80.9518737 8.0419643, 80.9525308 8.0421582, 80.9528393 8.0421529, 80.9532987 8.0419684)",,,
219384976,,residential,30,False,False,43.93,,"LINESTRING (80.9509456 8.0415819, 80.9513109 8.0417408)",,,
219384976,,residential,30,False,True,74.043,,"LINESTRING (80.9509456 8.0415819, 80.9511663 8.0409529)",,,
219384973,Post Office Road,residential,30,False,True,576.773,,"LINESTRING (80.9509456 8.0415819, 80.9505728 8.0424078, 80.9511197 8.0430678, 80.9523653 8.0445022, 80.9524986 8.044891, 80.952909 8.0459415)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,False,81.39,B155,"LINESTRING (80.9532371 8.04529, 80.9530145 8.0458041, 80.952909 8.0459415)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,True,370.77099999999996,B155,"LINESTRING (80.9532371 8.04529, 80.9533139 8.0449692, 80.9533824 8.0433301, 80.9532987 8.0419684)",,,
219489991,Dencil Kobbekaduwa Road,residential,30,False,False,135.145,,"LINESTRING (80.9532371 8.04529, 80.9536815 8.0454408, 80.9540015 8.0455274, 80.9544206 8.0456028)",,,
219489991,Dencil Kobbekaduwa Road,residential,30,False,False,30.89,,"LINESTRING (80.9544206 8.0456028, 80.9546983 8.0456424)",,,
219489991,Dencil Kobbekaduwa Road,residential,30,False,True,135.145,,"LINESTRING (80.9544206 8.0456028, 80.9540015 8.0455274, 80.9536815 8.0454408, 80.9532371 8.04529)",,,
219489991,Dencil Kobbekaduwa Road,residential,30,False,True,30.89,,"LINESTRING (80.9546983 8.0456424, 80.9544206 8.0456028)",,,
219489991,Dencil Kobbekaduwa Road,residential,30,False,False,75.334,,"LINESTRING (80.9546983 8.0456424, 80.9550816 8.0457064, 80.9553769 8.0457176)",,,
219489991,Dencil Kobbekaduwa Road,residential,30,False,True,75.334,,"LINESTRING (80.9553769 8.0457176, 80.9550816 8.0457064, 80.9546983 8.0456424)",,,
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,True,2.059,B155,"LINESTRING (80.9528952 8.045954, 80.952909 8.0459415)",,,
201747656,Minneriya - Hingurakgoda Road,primary,60,False,True,12.382,B287,"LINESTRING (80.9503728 8.0407091, 80.9502653 8.0406764)",,,
201747656,Minneriya - Hingurakgoda Road,primary,60,False,False,83.084,B287,"LINESTRING (80.9503728 8.0407091, 80.9507411 8.040823, 80.9507699 8.0408329, 80.9510942 8.0409282)",,,
362102435,Polonnaruwa - Hingurakgoda Road,secondary,50,False,True,68.267,B552,"LINESTRING (80.9532879 8.0415306, 80.9533051 8.0409169)",,,
406161154,,secondary,50,True,False,10.074,,"LINESTRING (80.9532879 8.0415306, 80.9532652 8.0415334, 80.9532444 8.0415428, 80.9532272 8.0415578, 80.9532153 8.0415771)",,,roundabout
201747656,Minneriya - Hingurakgoda Road,primary,60,False,True,59.811,B287,"LINESTRING (80.9532153 8.0415771, 80.9526978 8.0414135)",,,
406161154,,secondary,50,True,False,16.598,,"LINESTRING (80.9532153 8.0415771, 80.9532096 8.0416014, 80.953212 8.0416261, 80.9532224 8.0416488, 80.9532396 8.0416669, 80.9532618 8.0416785, 80.9532866 8.0416824)",,,roundabout
406161154,,secondary,50,True,False,14.599,,"LINESTRING (80.9533614 8.0416209, 80.9533618 8.0415946, 80.9533532 8.0415698, 80.9533366 8.0415494, 80.9533139 8.0415357, 80.9532879 8.0415306)",,,roundabout
216878064,Hingurakgoda - Medirigiriya Road,secondary,50,False,False,31.857,B155,"LINESTRING (80.9532866 8.0416824, 80.953285 8.0417785, 80.9532987 8.0419684)",,,
406161154,,secondary,50,True,False,11.558,,"LINESTRING (80.9532866 8.0416824, 80.9533074 8.0416794, 80.9533266 8.041671, 80.9533427 8.0416577, 80.9533546 8.0416406, 80.9533614 8.0416209)",,,roundabout
362102435,Polonnaruwa - Hingurakgoda Road,secondary,50,False,True,84.529,B552,"LINESTRING (80.9568316 8.0377748, 80.9571336 8.0370759)",,,
362102435,Polonnaruwa - Hingurakgoda Road,secondary,50,False,False,275.413,B552,"LINESTRING (80.9568316 8.0377748, 80.9567365 8.0379434, 80.9566892 8.0379959, 80.9566319 8.0380337, 80.9564978 8.0380682, 80.9561531 8.0380962, 80.9548375 8.0380949, 80.9546202 8.0381201, 80.9544848 8.0381785)",,,
