osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,junction,bridge
46885493,Malmgatan,residential,40,False,True,115.504,"LINESTRING (16.2122084 58.9937371, 16.2120567 58.9933331, 16.211884 58.9927626, 16.211867 58.9927135)",,,,
"[1238287033, 1199632618]",Fredsgatan,"['residential', 'living_street']","['40', 'walk']",False,False,119.15400000000001,"LINESTRING (16.2122084 58.9937371, 16.2107095 58.9938843, 16.2106043 58.9938922, 16.2103014 58.9939151, 16.210209 58.993922, 16.2101618 58.9939277)",,,,
44363314,Djulögatan,residential,40,False,False,152.74,"LINESTRING (16.211867 58.9927135, 16.2130681 58.9926029, 16.2132115 58.9925897, 16.2137043 58.9925405, 16.2138694 58.9925241, 16.2140794 58.9925031, 16.2144918 58.9924726)",8,,,
46885493,Malmgatan,residential,40,False,False,115.50400000000002,"LINESTRING (16.211867 58.9927135, 16.211884 58.9927626, 16.2120567 58.9933331, 16.2122084 58.9937371)",,,,
46885493,Malmgatan,residential,40,False,True,89.297,"LINESTRING (16.211867 58.9927135, 16.2116866 58.9921408, 16.2116173 58.9919208)",,,,
"[1199632617, 1238287037]",Djulögatan,"['residential', 'living_street']","['40', 'walk']",False,True,154.932,"LINESTRING (16.211867 58.9927135, 16.2116819 58.9927217, 16.2107274 58.9928095, 16.2099062 58.992897, 16.2095687 58.9929278, 16.2094205 58.9929466, 16.209207 58.9929613)",9.8,,,
199197350,Hantverkaregatan,residential,,False,False,67.914,"LINESTRING (16.2071115 58.9948191, 16.2069424 58.9942826, 16.2069258 58.9942159)",,,,
748806358,,unclassified,40,False,True,158.30500000000004,"LINESTRING (16.2112224 58.9947134, 16.2111297 58.9947448, 16.2109647 58.9948031, 16.2101429 58.9950946, 16.2099758 58.9952158, 16.2094585 58.9955415, 16.2094343 58.9955627, 16.2093636 58.9956268, 16.2093568 58.9957084)",,,,
"[963849674, 963778165]",Vasavägen,"['secondary', 'living_street']","['30', 'walk']",False,False,106.41300000000001,"LINESTRING (16.2112224 58.9947134, 16.21041 58.9941085, 16.2102437 58.9939874, 16.2101618 58.9939277)",6.5,,,
963778165,Vasavägen,secondary,30,False,True,34.342999999999996,"LINESTRING (16.2112224 58.9947134, 16.2113019 58.9947725, 16.2115543 58.9949706)",6.5,,,
963778163,Vasavägen,primary,40,True,False,13.719999999999999,"LINESTRING (16.2117487 58.9953263, 16.2117207 58.9953173, 16.211696 58.9953052, 16.2116756 58.9952897, 16.2116565 58.9952579, 16.2116567 58.9952393, 16.2116643 58.9952215)",4.0,57,roundabout,
963778164,Fabriksgatan,tertiary,40,True,False,64.762,"LINESTRING (16.2117487 58.9953263, 16.2115794 58.9953488, 16.2112371 58.9954746, 16.210748 58.9955867)",,,,
199197350,Hantverkaregatan,residential,,False,True,67.914,"LINESTRING (16.2069258 58.9942159, 16.2069424 58.9942826, 16.2071115 58.9948191)",,,,
"[1199632618, 748806357, 1237631655]",Fredsgatan,"['residential', 'living_street']","['40', 'walk']",False,"[False, True]",188.23700000000002,"LINESTRING (16.2069258 58.9942159, 16.2070119 58.9942177, 16.2083177 58.9940968, 16.2090656 58.9940237, 16.2095453 58.9939773, 16.2098252 58.9939529, 16.2099759 58.9939429, 16.2101618 58.9939277)",,,,
1234451738,Cpl Katrineholm C,residential,40,True,False,3.502,"LINESTRING (16.203444 58.9916041, 16.2034707 58.9916067, 16.2035009 58.9916147)",7,,roundabout,
1244122966,Cpl Katrineholm C,residential,40,True,False,3.686,"LINESTRING (16.2032395 58.9916725, 16.2032492 58.9916557, 16.2032651 58.9916424)",7,,roundabout,
106547353,Cpl Katrineholm C,residential,40,True,False,14.045000000000002,"LINESTRING (16.2035797 58.9916884, 16.2035766 58.9917058, 16.203552 58.9917374, 16.203506 58.9917619, 16.2034778 58.9917705, 16.203433 58.9917764)",7,,roundabout,
1234009624,,residential,40,True,False,9.858,"LINESTRING (16.201038 58.9936739, 16.2010467 58.9936567, 16.2010808 58.9936259, 16.2011331 58.9936029)",,,roundabout,
1232679065,,tertiary,40,True,False,8.265,"LINESTRING (16.2095124 58.9958069, 16.2095835 58.9958132, 16.2096462 58.9958316)",10,,roundabout,
1232679062,,tertiary,40,True,False,20.683,"LINESTRING (16.2097184 58.9959321, 16.2096941 58.9959671, 16.2096481 58.9959958, 16.2095858 58.9960146, 16.2095149 58.9960213, 16.2094788 58.9960197, 16.2094438 58.996015)",9,,roundabout,
214849957,,tertiary,40,True,False,16.544,"LINESTRING (16.2094438 58.996015, 16.2093811 58.9959966, 16.2093344 58.9959682, 16.2093094 58.9959333, 16.2093089 58.9958961)",10,,roundabout,
1232679061,Fabriksgatan,tertiary,40,True,False,91.911,"LINESTRING (16.2094438 58.996015, 16.2081534 58.9961162, 16.207858 58.9961414)",,,,
748806358,,unclassified,40,False,False,158.305,"LINESTRING (16.2093568 58.9957084, 16.2093636 58.9956268, 16.2094343 58.9955627, 16.2094585 58.9955415, 16.2099758 58.9952158, 16.2101429 58.9950946, 16.2109647 58.9948031, 16.2111297 58.9947448, 16.2112224 58.9947134)",,,,
1238287064,,unclassified,40,True,False,14.128,"LINESTRING (16.2093568 58.9957084, 16.2094376 58.9957563, 16.2095124 58.9958069)",,,,
8190153,Skolgatan,residential,40,False,True,98.057,"LINESTRING (16.2013948 58.997973, 16.2015408 58.9984548, 16.2016265 58.9987287, 16.2016626 58.998844)",,,,
1223482275,Storgatan,tertiary,40,False,False,174.10599999999997,"LINESTRING (16.2013948 58.997973, 16.201598 58.9979564, 16.2020041 58.9979233, 16.202668 58.997869, 16.2029285 58.9978477, 16.2033873 58.9978082, 16.2040563 58.9977505, 16.2041891 58.9977393, 16.2043958 58.9977234)",10,,,
335262459,Storgatan,residential,40,False,True,16.408,"LINESTRING (16.2118916 58.9970195, 16.2119029 58.9970873, 16.2119164 58.9971665)",,,,
448936472,Storgatan,tertiary,40,False,True,32.702,"LINESTRING (16.2118916 58.9970195, 16.2121494 58.9969702, 16.2124302 58.996922)",11,,,
1223482279,Storgatan,tertiary,40,False,False,67.266,"LINESTRING (16.2118916 58.9970195, 16.2111839 58.9971443, 16.2110142 58.9971699, 16.2107746 58.9972059)",10.4,,,
1232679067,Vasavägen,primary,40,True,False,3.839,"LINESTRING (16.2116643 58.9952215, 16.2116978 58.9951916)",4.0,57,roundabout,
1238287058,Trädgårdsgatan,tertiary,40,True,False,28.638999999999996,"LINESTRING (16.2110548 58.995753, 16.2109441 58.9957405, 16.2108222 58.9957093, 16.2107697 58.9956442, 16.210748 58.9955867)",8.4,,,
"[1238287048, 1238287049, 1238287059, 1238287047]",Trädgårdsgatan,tertiary,40,False,True,185.13500000000002,"LINESTRING (16.2110548 58.995753, 16.2110953 58.995764, 16.2112735 58.9958004, 16.2114978 58.9958328, 16.2115336 58.9958357, 16.2117421 58.9958528, 16.2119875 58.9958653, 16.2120228 58.9958671, 16.2123581 58.9958695, 16.2126131 58.995858, 16.2128251 58.995843, 16.2130563 58.9958238, 16.2140249 58.9957286, 16.2142258 58.9957032)","['8.4', '10']",,,
1232679063,,tertiary,40,True,False,12.425999999999998,"LINESTRING (16.2096462 58.9958316, 16.2096719 58.9958447, 16.2097065 58.9958748, 16.2097179 58.9958949, 16.2097184 58.9959321)",10,,roundabout,
1234451812,Fabriksgatan,tertiary,40,True,False,69.57000000000001,"LINESTRING (16.2096462 58.9958316, 16.2096962 58.9958342, 16.2098526 58.9958104, 16.210489 58.9956234, 16.210748 58.9955867)",,,,
1232679065,,tertiary,40,True,False,10.350000000000001,"LINESTRING (16.2093538 58.9958457, 16.2093792 58.9958324, 16.209427 58.9958171, 16.2094764 58.9958087, 16.2095124 58.9958069)",10,,roundabout,
1238287065,,unclassified,40,True,False,15.364,"LINESTRING (16.2093538 58.9958457, 16.2093405 58.9957731, 16.2093568 58.9957084)",,,,
1232679065,,tertiary,40,True,False,6.212999999999999,"LINESTRING (16.2093089 58.9958961, 16.2093181 58.9958781, 16.2093538 58.9958457)",10,,roundabout,
1232679059,Fabriksgatan,tertiary_link,40,False,False,5.982,"LINESTRING (16.2078425 58.9960882, 16.207858 58.9961414)",,,,
1232679057,Fabriksgatan,tertiary,40,True,False,87.38699999999999,"LINESTRING (16.2078425 58.9960882, 16.2081413 58.9960634, 16.2086053 58.9960198, 16.2090284 58.9959639, 16.2092166 58.9959334, 16.2093089 58.9958961)",,,,
1232679059,Fabriksgatan,tertiary_link,40,False,True,5.982,"LINESTRING (16.207858 58.9961414, 16.2078425 58.9960882)",,,,
1233296406,Fabriksgatan,tertiary,40,True,False,124.469,"LINESTRING (16.207858 58.9961414, 16.2070603 58.9962118, 16.2057142 58.9963247)",,,,
1233296407,Fabriksgatan,tertiary_link,40,False,True,7.111,"LINESTRING (16.2056908 58.9962619, 16.2057142 58.9963247)",,,,
1248123741,Fabriksgatan,tertiary,40,True,False,124.745,"LINESTRING (16.2056908 58.9962619, 16.2078425 58.9960882)",,,,
1233296407,Fabriksgatan,tertiary_link,40,False,False,7.111,"LINESTRING (16.2057142 58.9963247, 16.2056908 58.9962619)",,,,
479773875,Fabriksgatan,tertiary,40,True,False,268.256,"LINESTRING (16.2057142 58.9963247, 16.205512 58.9963409, 16.2052353 58.9963675, 16.2035301 58.9965267, 16.2026495 58.9965991, 16.20251 58.9965977, 16.2024054 58.9965846, 16.2023223 58.9965694, 16.2022458 58.9965459, 16.2021761 58.9965107, 16.2021209 58.9964612, 16.2020619 58.9963893, 16.2019671 58.9960909, 16.2020083 58.9959894)",,,,
1234009622,,residential,40,True,False,7.882,"LINESTRING (16.2012998 58.9935949, 16.2013595 58.9936124, 16.201404 58.9936395)",,,roundabout,
1233074412,,residential,40,True,False,11.84,"LINESTRING (16.201404 58.9936395, 16.2014257 58.9936685, 16.2014311 58.9936905, 16.2014283 58.9937082, 16.2014052 58.9937416)",,,roundabout,
1234009633,Djulögatan,residential,40,True,False,25.991,"LINESTRING (16.201404 58.9936395, 16.2016103 58.9936418, 16.2018567 58.9936304)",,,,
1234009628,,residential,40,True,False,2.091,"LINESTRING (16.2014052 58.9937416, 16.2013837 58.9937568)",,,roundabout,
1234009636,Kungsgatan,residential,40,True,False,35.266,"LINESTRING (16.2013837 58.9937568, 16.2014013 58.9938686, 16.2013766 58.9940732)",,,,
1237631661,,residential,40,True,False,11.713000000000001,"LINESTRING (16.2013837 58.9937568, 16.2013332 58.9937793, 16.2012832 58.9937895, 16.2012343 58.9937932, 16.2011999 58.9937918)",,,roundabout,
1234009626,,residential,40,True,False,5.916,"LINESTRING (16.2011999 58.9937918, 16.2011352 58.9937798, 16.2011068 58.9937697)",,,roundabout,
106532075,Köpmangatan,living_street,walk,False,True,120.496,"LINESTRING (16.2040801 58.9958013, 16.2037482 58.9958311, 16.2022096 58.9959693, 16.2020083 58.9959894)",,,,
"[1234451736, 1238287117]",Djulögatan,"['residential', 'living_street']","['40', 'walk']",False,False,146.024,"LINESTRING (16.2065412 58.9931831, 16.2064319 58.9931932, 16.2058971 58.9932419, 16.2054264 58.9932848, 16.2043464 58.9933883, 16.2042068 58.9934017, 16.2040332 58.9934183)",,,,
1238287046,Hantverkaregatan,residential,40,True,False,116.938,"LINESTRING (16.2065412 58.9931831, 16.2067011 58.9936248, 16.2069258 58.9942159)",,,,
733106130,Linnévägen,residential,40,False,False,101.30300000000001,"LINESTRING (16.2024267 58.9918214, 16.2013705 58.9919104, 16.2013244 58.9919149, 16.2008722 58.9919589, 16.2008261 58.9919634, 16.2006844 58.9919771)",6.2,,,
733106130,Linnévägen,residential,40,False,True,20.722,"LINESTRING (16.2024267 58.9918214, 16.2025171 58.9918139, 16.2027838 58.9917916)",6.2,,,
1234009607,,tertiary,40,True,False,2.8019999999999996,"LINESTRING (16.2016339 58.9947422, 16.2016207 58.9947499, 16.2016011 58.9947609)",,,roundabout,
1234009612,,tertiary,40,True,False,2.848,"LINESTRING (16.201484 58.9947741, 16.2014384 58.9947639)",,,roundabout,
1234451739,Cpl Katrineholm C,residential,40,True,False,11.503,"LINESTRING (16.2033134 58.9917629, 16.2032659 58.9917387, 16.2032472 58.9917187, 16.2032367 58.9916942, 16.2032395 58.9916725)",7,,roundabout,
1238287092,Linnévägen,residential,40,True,False,30.512999999999998,"LINESTRING (16.2033134 58.9917629, 16.2031557 58.9917685, 16.2027838 58.9917916)",6.2,,,
733106130,Linnévägen,residential,40,False,False,20.722,"LINESTRING (16.2027838 58.9917916, 16.2025171 58.9918139, 16.2024267 58.9918214)",6.2,,,
1238287091,Linnévägen,residential,40,True,False,29.299,"LINESTRING (16.2027838 58.9917916, 16.2029355 58.9917576, 16.2031375 58.9916994, 16.2032395 58.9916725)",6.2,,,
1232679068,Vasavägen,primary,40,True,False,3.592,"LINESTRING (16.2118091 58.995335, 16.2117487 58.9953263)",4.0,57,roundabout,
47586856,Fredsgatan,residential,40,True,False,286.61,"LINESTRING (16.2020043 58.9946642, 16.2027104 58.9946044, 16.2031333 58.9945671, 16.2035189 58.9945331, 16.2039315 58.9944966, 16.2043928 58.9944559, 16.2044105 58.9944543, 16.2046318 58.9944363, 16.2063797 58.9942681, 16.2066859 58.9942258, 16.2068457 58.9942093, 16.2069258 58.9942159)",,,,
1234009614,Fredsgatan,residential,40,True,False,22.93,"LINESTRING (16.2020043 58.9946642, 16.2018205 58.9947046, 16.2017394 58.9947229, 16.2016339 58.9947422)",,,,
1229256620,Vasavägen,secondary,40,True,False,25.962,"LINESTRING (16.2116978 58.9951916, 16.2116544 58.9951024, 16.2115543 58.9949706)",,,,
1232679066,Vasavägen,primary,40,True,False,9.739,"LINESTRING (16.2116978 58.9951916, 16.2117477 58.9951718, 16.2117797 58.9951655, 16.2118149 58.9951627, 16.211852 58.9951639)",4.0,57,roundabout,
1232679069,Vasavägen,primary,40,True,False,10.654,"LINESTRING (16.211852 58.9951639, 16.2118877 58.9951694, 16.2119207 58.9951789, 16.21195 58.9951929, 16.2119694 58.9952073, 16.2119835 58.9952249)",4.0,57,roundabout,
963778165,Vasavägen,secondary,30,False,False,34.342999999999996,"LINESTRING (16.2115543 58.9949706, 16.2113019 58.9947725, 16.2112224 58.9947134)",6.5,,,
1229256619,Vasavägen,secondary,40,True,False,27.573000000000004,"LINESTRING (16.2115543 58.9949706, 16.2117412 58.9950731, 16.211811 58.9951261, 16.211852 58.9951639)",,,,
1238287086,Linnévägen,residential,40,True,False,21.421,"LINESTRING (16.2038851 58.9915773, 16.2036983 58.9916475, 16.2035797 58.9916884)",7,,,
1234009634,Kungsgatan,residential,,True,False,19.758,"LINESTRING (16.2011331 58.9936029, 16.2011634 58.9934259)",,,,
1234009623,,residential,40,True,False,9.871,"LINESTRING (16.2011331 58.9936029, 16.2011643 58.9935953, 16.2012101 58.99359, 16.2012664 58.9935903, 16.2012998 58.9935949)",,,roundabout,
1234009635,Vingåkersvägen,residential,40,True,False,22.398,"LINESTRING (16.2011068 58.9937697, 16.2007242 58.9937281)",,,,
1234009625,,residential,40,True,False,11.844000000000001,"LINESTRING (16.2011068 58.9937697, 16.2010623 58.9937427, 16.2010475 58.9937266, 16.2010371 58.9937024, 16.201038 58.9936739)",,,roundabout,
1234009610,,tertiary,40,True,False,9.099,"LINESTRING (16.2014352 58.9946454, 16.2014905 58.9946334, 16.2015399 58.9946333, 16.2015863 58.9946421)",,,roundabout,
1234009619,Kungsgatan,residential,40,True,False,19.414,"LINESTRING (16.2014352 58.9946454, 16.2014583 58.9945867, 16.2014987 58.9944739)",,,,
1234009609,,tertiary,40,True,False,5.664,"LINESTRING (16.2015863 58.9946421, 16.2016238 58.9946587, 16.2016477 58.994681)",,,roundabout,
1234009608,,tertiary,40,True,False,7.048,"LINESTRING (16.2016477 58.994681, 16.2016536 58.9946935, 16.2016522 58.9947187, 16.2016339 58.9947422)",,,roundabout,
1234009618,Fredsgatan,residential,40,True,False,20.512,"LINESTRING (16.2016477 58.994681, 16.2018065 58.9946723, 16.2020043 58.9946642)",,,,
1234009621,Kungsgatan,tertiary,40,True,False,24.875,"LINESTRING (16.2016011 58.9947609, 16.201633 58.994984)",,,,
1234009613,,tertiary,40,True,False,7.041,"LINESTRING (16.2016011 58.9947609, 16.2015459 58.9947743, 16.201484 58.9947741)",,,roundabout,
1234009620,Fredsgatan,tertiary,40,True,False,29.688,"LINESTRING (16.2014384 58.9947639, 16.2009201 58.9947647)",,,,
1233074410,,tertiary,40,True,False,11.187000000000001,"LINESTRING (16.2014384 58.9947639, 16.2014027 58.994746, 16.2013786 58.9947166, 16.2013811 58.9946736)",,,roundabout,
90144564,Gersnäsgatan,residential,40,False,False,101.005,"LINESTRING (16.2046331 58.9986235, 16.2043958 58.9977234)",,,,
90144564,Gersnäsgatan,residential,40,False,True,87.743,"LINESTRING (16.2046331 58.9986235, 16.2048292 58.9994061)",,,,
278364044,Kyrkogatan,residential,40,False,True,171.884,"LINESTRING (16.2046331 58.9986235, 16.2016626 58.998844)",,,,
278364044,Kyrkogatan,residential,40,False,False,168.353,"LINESTRING (16.2046331 58.9986235, 16.2054936 58.9985675, 16.2064016 58.9985027, 16.2074375 58.9984238, 16.2075448 58.9984161)",,,,
90144564,Gersnäsgatan,residential,40,False,False,87.743,"LINESTRING (16.2048292 58.9994061, 16.2046331 58.9986235)",,,,
1094763713,Bondegatan,residential,40,False,False,170.338,"LINESTRING (16.2048292 58.9994061, 16.2018873 58.9996315)",,,,
90144564,Gersnäsgatan,residential,40,False,True,91.853,"LINESTRING (16.2048292 58.9994061, 16.2048423 58.9994554, 16.205066 59.0002231)",,,,
1094763713,Bondegatan,residential,40,False,True,170.30800000000002,"LINESTRING (16.2048292 58.9994061, 16.2059088 58.9993072, 16.207649 58.9991653, 16.2077628 58.9991557)",,,,
90144564,Gersnäsgatan,residential,40,False,False,91.853,"LINESTRING (16.205066 59.0002231, 16.2048423 58.9994554, 16.2048292 58.9994061)",,,,
1223482238,Stensättersgatan,residential,40,False,True,170.386,"LINESTRING (16.205066 59.0002231, 16.206616 59.0001077, 16.2069678 59.0000772, 16.2074778 59.0000431, 16.2078846 59.0000418, 16.2080157 59.0000391)",,,,
8190151,Bryggaregatan,residential,40,False,True,98.414,"LINESTRING (16.211322 58.9997775, 16.2111627 58.9989582, 16.2111499 58.9988969)",,,,
1223482238,Stensättersgatan,residential,40,False,False,191.604,"LINESTRING (16.211322 58.9997775, 16.2112595 58.9997828, 16.2108906 58.9998143, 16.2101492 58.9998774, 16.2097143 58.9999144, 16.2093891 58.9999414, 16.2089747 58.9999746, 16.2086242 59.0000027, 16.2080157 59.0000391)",,,,
1223482238,Stensättersgatan,residential,40,False,True,131.648,"LINESTRING (16.211322 58.9997775, 16.2116409 58.9997431, 16.2123873 58.9996857, 16.2135916 58.9995911)",,,,
8190151,Bryggaregatan,residential,40,False,False,98.414,"LINESTRING (16.2111499 58.9988969, 16.2111627 58.9989582, 16.211322 58.9997775)",,,,
8190151,Bryggaregatan,residential,40,False,True,189.256,"LINESTRING (16.2111499 58.9988969, 16.2110178 58.9983264, 16.2109279 58.9979122, 16.2107746 58.9972059)",,,,
1094763713,Bondegatan,residential,40,False,False,126.474,"LINESTRING (16.2111499 58.9988969, 16.2100785 58.9989792, 16.2089657 58.9990646)",,,,
1094763713,Bondegatan,residential,40,False,True,126.888,"LINESTRING (16.2111499 58.9988969, 16.2123089 58.9988085, 16.2133415 58.9987296)",,,,
90144564,Gersnäsgatan,residential,40,False,True,101.005,"LINESTRING (16.2043958 58.9977234, 16.2046331 58.9986235)",,,,
"[1223482275, 1223482276]",Storgatan,tertiary,40,False,False,167.499,"LINESTRING (16.2043958 58.9977234, 16.2047954 58.9976927, 16.2060049 58.9976005, 16.2070812 58.9975279, 16.207292 58.9975147)","['5.5', '10']",,,
1223482275,Storgatan,tertiary,40,False,True,174.10599999999997,"LINESTRING (16.2043958 58.9977234, 16.2041891 58.9977393, 16.2040563 58.9977505, 16.2033873 58.9978082, 16.2029285 58.9978477, 16.202668 58.997869, 16.2020041 58.9979233, 16.201598 58.9979564, 16.2013948 58.997973)",10,,,
278364073,Nyängsgatan,residential,40,False,True,27.056,"LINESTRING (16.2135916 58.9995911, 16.2135372 58.9993494)",,,,
1223482238,Stensättersgatan,residential,40,False,False,131.648,"LINESTRING (16.2135916 58.9995911, 16.2123873 58.9996857, 16.2116409 58.9997431, 16.211322 58.9997775)",,,,
278364073,Nyängsgatan,residential,40,False,False,69.825,"LINESTRING (16.2133415 58.9987296, 16.213364 58.9987935, 16.2135372 58.9993494)",,,,
1094763713,Bondegatan,residential,40,False,False,126.888,"LINESTRING (16.2133415 58.9987296, 16.2123089 58.9988085, 16.2111499 58.9988969)",,,,
1223482238,Stensättersgatan,residential,40,False,False,170.386,"LINESTRING (16.2080157 59.0000391, 16.2078846 59.0000418, 16.2074778 59.0000431, 16.2069678 59.0000772, 16.206616 59.0001077, 16.205066 59.0002231)",,,,
1223482238,Stensättersgatan,residential,40,False,True,191.60399999999998,"LINESTRING (16.2080157 59.0000391, 16.2086242 59.0000027, 16.2089747 58.9999746, 16.2093891 58.9999414, 16.2097143 58.9999144, 16.2101492 58.9998774, 16.2108906 58.9998143, 16.2112595 58.9997828, 16.211322 58.9997775)",,,,
1223482266,Bievägen,tertiary,40,False,True,99.293,"LINESTRING (16.2080157 59.0000391, 16.2077879 58.9992433, 16.2077827 58.9992253, 16.2077628 58.9991557)",6.6,,,
1094763713,Bondegatan,residential,40,False,True,69.632,"LINESTRING (16.2077628 58.9991557, 16.2089657 58.9990646)",,,,
1094763713,Bondegatan,residential,40,False,False,170.308,"LINESTRING (16.2077628 58.9991557, 16.207649 58.9991653, 16.2059088 58.9993072, 16.2048292 58.9994061)",,,,
1223482266,Bievägen,tertiary,40,False,False,99.293,"LINESTRING (16.2077628 58.9991557, 16.2077827 58.9992253, 16.2077879 58.9992433, 16.2080157 59.0000391)",6.6,,,
1223482266,Bievägen,tertiary,40,False,True,83.247,"LINESTRING (16.2077628 58.9991557, 16.2077322 58.9991023, 16.2076823 58.9988978, 16.2075448 58.9984161)",6.6,,,
8190153,Skolgatan,residential,40,False,True,88.507,"LINESTRING (16.2016626 58.998844, 16.2018873 58.9996315)",,,,
278364044,Kyrkogatan,residential,40,False,False,171.884,"LINESTRING (16.2016626 58.998844, 16.2046331 58.9986235)",,,,
8190153,Skolgatan,residential,40,False,False,98.057,"LINESTRING (16.2016626 58.998844, 16.2016265 58.9987287, 16.2015408 58.9984548, 16.2013948 58.997973)",,,,
8190153,Skolgatan,residential,40,False,False,88.507,"LINESTRING (16.2018873 58.9996315, 16.2016626 58.998844)",,,,
1094763713,Bondegatan,residential,40,False,True,170.338,"LINESTRING (16.2018873 58.9996315, 16.2048292 58.9994061)",,,,
1094763713,Bondegatan,residential,40,False,False,84.45100000000001,"LINESTRING (16.2018873 58.9996315, 16.2014407 58.9996639, 16.2006499 58.9997215, 16.2005315 58.9997301, 16.2004386 58.9997557)",,,,
1223482271,Vasavägen,primary_link,40,True,False,25.56,"LINESTRING (16.2137904 58.9966685, 16.2137504 58.996725, 16.2136854 58.9967664, 16.2136337 58.9967886, 16.2136023 58.9968021, 16.2135017 58.9968338)",5.4,,,
1223482281,Stockholmsvägen,primary,40,True,False,15.773,"LINESTRING (16.2137904 58.9966685, 16.2139957 58.9966835, 16.2140622 58.9966909)",4.0,57,,
278364073,Nyängsgatan,residential,40,False,False,27.056,"LINESTRING (16.2135372 58.9993494, 16.2135916 58.9995911)",,,,
