osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,width
"[420500358, 316645951]",tertiary,"['50', '30']",,False,False,91.88000000000001,"LINESTRING (12.3515803 55.8685123, 12.3513892 55.8684592, 12.3511961 55.8684241, 12.350952 55.8683987, 12.350361 55.8683657, 12.3501476 55.868355)",2,Kollerødvej,
113392965,residential,,,False,True,18.216,"LINESTRING (12.3528827 55.8692414, 12.3530028 55.869279, 12.3531214 55.8693345)",,M D Madsensvej,
115252117,unclassified,50,,False,False,54.479,"LINESTRING (12.3528827 55.8692414, 12.3528366 55.8691781, 12.3524568 55.8689782, 12.3522863 55.8688911)",2,Lilledal,
"[316645955, 316649412]",unclassified,50,,False,True,119.48299999999999,"LINESTRING (12.3528827 55.8692414, 12.35287 55.8693164, 12.3528272 55.8695692, 12.3528249 55.8695827, 12.3528808 55.8696702, 12.3529952 55.8697827, 12.3534229 55.8701816, 12.353457 55.8702209)",,Lilledal,
26290847,residential,,,False,True,263.692,"LINESTRING (12.3515214 55.8734895, 12.3485603 55.8717972)",,Linde Alle,
26290945,residential,,,False,False,97.698,"LINESTRING (12.3515214 55.8734895, 12.352366 55.8742294)",,Egealle,
26290869,residential,50,,False,False,121.326,"LINESTRING (12.3515214 55.8734895, 12.3508933 55.8739629, 12.35036 55.8743647)",,Rønnealle,
26290869,residential,50,,False,True,128.535,"LINESTRING (12.3515214 55.8734895, 12.3520001 55.873136, 12.3527679 55.8725691)",,Rønnealle,
34235268,unclassified,50,,False,False,59.625,"LINESTRING (12.3549546 55.8715083, 12.3548522 55.8714592, 12.3542686 55.8711352)",,Lilledal,
"[26290869, 598589663]",residential,50,,False,False,71.203,"LINESTRING (12.3549546 55.8715083, 12.354887 55.871555, 12.3548018 55.8716138, 12.3546977 55.8716519, 12.3545815 55.8716945, 12.3544653 55.8717371, 12.3544139 55.8717559, 12.3540492 55.8718897)",,Rønnealle,
761682907,unclassified,50,,False,True,36.502,"LINESTRING (12.3549546 55.8715083, 12.3550691 55.8715496, 12.3553596 55.8716317, 12.3553866 55.8716387, 12.3554718 55.8716609)",2,Allerød Stationsvej,
26290869,residential,50,,False,False,101.266,"LINESTRING (12.35036 55.8743647, 12.3501189 55.8745471, 12.3499145 55.8746681, 12.3498482 55.8746986, 12.3496889 55.8747721, 12.3495379 55.8748178, 12.3493638 55.8748614, 12.34923 55.8748964, 12.3491178 55.8749196)",,Rønnealle,
26290869,residential,50,,False,True,121.326,"LINESTRING (12.35036 55.8743647, 12.3508933 55.8739629, 12.3515214 55.8734895)",,Rønnealle,
26290932,residential,,,False,False,327.797,"LINESTRING (12.35036 55.8743647, 12.349883 55.8741397, 12.3495878 55.8739517, 12.3493682 55.8737638, 12.3485998 55.8729834, 12.3485071 55.8728591, 12.3483784 55.872497, 12.3483629 55.8723672, 12.3483557 55.872307, 12.3483823 55.8720983, 12.3484479 55.871873, 12.3484787 55.8718415, 12.3485603 55.8717972)",,Pilealle,
26290847,residential,,,False,False,263.692,"LINESTRING (12.3485603 55.8717972, 12.3515214 55.8734895)",,Linde Alle,
26290847,residential,,,False,True,11.151,"LINESTRING (12.3485603 55.8717972, 12.3484346 55.8717259)",,Linde Alle,
26290932,residential,,,False,True,327.79699999999997,"LINESTRING (12.3485603 55.8717972, 12.3484787 55.8718415, 12.3484479 55.871873, 12.3483823 55.8720983, 12.3483557 55.872307, 12.3483629 55.8723672, 12.3483784 55.872497, 12.3485071 55.8728591, 12.3485998 55.8729834, 12.3493682 55.8737638, 12.3495878 55.8739517, 12.349883 55.8741397, 12.35036 55.8743647)",,Pilealle,
26290847,residential,,,False,False,11.151,"LINESTRING (12.3484346 55.8717259, 12.3485603 55.8717972)",,Linde Alle,
26290847,residential,,,False,True,7.136,"LINESTRING (12.3484346 55.8717259, 12.3483573 55.8716786)",,Linde Alle,
26290941,residential,,,False,False,89.91,"LINESTRING (12.3484346 55.8717259, 12.348539 55.8716869, 12.349192 55.8716133, 12.3495092 55.8716013, 12.3498398 55.8716171)",,Kirsebæralle,
26290945,residential,,,False,True,97.698,"LINESTRING (12.352366 55.8742294, 12.3515214 55.8734895)",,Egealle,
26290945,residential,,,False,False,70.494,"LINESTRING (12.352366 55.8742294, 12.3526234 55.8744036, 12.3531684 55.8746733)",,Egealle,
26290967,residential,,,False,True,121.01700000000001,"LINESTRING (12.352366 55.8742294, 12.3518748 55.8743926, 12.3511189 55.8749307, 12.351243 55.8749758)",,Bøgealle,
34403391,residential,,,False,True,107.111,"LINESTRING (12.3531684 55.8746733, 12.3537947 55.8737764)",,Kastaniealle,
26290945,residential,,,False,True,70.494,"LINESTRING (12.3531684 55.8746733, 12.3526234 55.8744036, 12.352366 55.8742294)",,Egealle,
34403391,residential,,,False,False,107.111,"LINESTRING (12.3537947 55.8737764, 12.3531684 55.8746733)",,Kastaniealle,
34403391,residential,,,False,True,186.238,"LINESTRING (12.3537947 55.8737764, 12.3542431 55.8732599, 12.3542297 55.8731969, 12.3541668 55.8731421, 12.3527679 55.8725691)",,Kastaniealle,
39846298,residential,,,False,False,79.757,"LINESTRING (12.3537947 55.8737764, 12.3529814 55.8736025, 12.3531066 55.8734715, 12.3532315 55.8734322)",,Hasselvej,
26290869,residential,50,,False,False,128.535,"LINESTRING (12.3527679 55.8725691, 12.3520001 55.873136, 12.3515214 55.8734895)",,Rønnealle,
26290869,residential,50,,False,True,111.13,"LINESTRING (12.3527679 55.8725691, 12.353288 55.8721951, 12.3535616 55.8720873, 12.3540189 55.8719027, 12.3540492 55.8718897)",,Rønnealle,
34403391,residential,,,False,False,186.238,"LINESTRING (12.3527679 55.8725691, 12.3541668 55.8731421, 12.3542297 55.8731969, 12.3542431 55.8732599, 12.3537947 55.8737764)",,Kastaniealle,
"[316649396, 26290941]",residential,,,False,True,142.787,"LINESTRING (12.3527679 55.8725691, 12.3514363 55.8720195, 12.3511995 55.8719227, 12.3509091 55.8718206)",,Kirsebæralle,
26432593,residential,50,,False,False,122.411,"LINESTRING (12.3566432 55.8677473, 12.3569099 55.8680692, 12.3569886 55.8681639, 12.3571377 55.8683432, 12.3572735 55.8685064, 12.3574096 55.8686701, 12.3575154 55.8687278)",,Prins Valdemars Alle,
700328506,unclassified,50,,False,True,92.318,"LINESTRING (12.3566432 55.8677473, 12.3565435 55.8677615, 12.3562027 55.86781, 12.3555813 55.8678984, 12.355334 55.8679336, 12.3552974 55.8679388, 12.3552189 55.8679649)",1,Frederiksborgvej,
"[939349184, 26432442]",residential,50,,False,False,140.959,"LINESTRING (12.3566432 55.8677473, 12.3574392 55.8676221, 12.3576533 55.8675884, 12.3577389 55.8675713, 12.3579842 55.8675223, 12.3582281 55.8674644, 12.35831 55.867445, 12.35834 55.8674364, 12.3585325 55.8673872, 12.3587607 55.8673173)",2,Allerødvej,
26432573,residential,,,False,False,76.034,"LINESTRING (12.3587607 55.8673173, 12.3593946 55.8679013)",,Vandværksvej,
26432442,residential,50,,False,False,79.45700000000001,"LINESTRING (12.3587607 55.8673173, 12.3589761 55.8672049, 12.3590274 55.8671744, 12.3591699 55.8670897, 12.3593697 55.8669347, 12.3595652 55.8667677)",2,Allerødvej,
"[939349184, 26432442]",residential,50,,False,True,140.95899999999997,"LINESTRING (12.3587607 55.8673173, 12.3585325 55.8673872, 12.35834 55.8674364, 12.35831 55.867445, 12.3582281 55.8674644, 12.3579842 55.8675223, 12.3577389 55.8675713, 12.3576533 55.8675884, 12.3574392 55.8676221, 12.3566432 55.8677473)",2,Allerødvej,
26432589,residential,,,False,False,16.657,"LINESTRING (12.3598224 55.8665797, 12.3600378 55.8666682)",,Allerød Have,
316645953,residential,50,,False,True,26.354,"LINESTRING (12.3598224 55.8665797, 12.3595652 55.8667677)",2,Allerødvej,
316645953,residential,50,,False,False,39.16,"LINESTRING (12.3598224 55.8665797, 12.3600424 55.8664583, 12.3602819 55.86634)",2,Allerødvej,
316645953,residential,50,,False,True,39.16,"LINESTRING (12.3602819 55.86634, 12.3600424 55.8664583, 12.3598224 55.8665797)",2,Allerødvej,
26432573,residential,,,False,True,76.034,"LINESTRING (12.3593946 55.8679013, 12.3587607 55.8673173)",,Vandværksvej,
316645953,residential,50,,False,False,26.354,"LINESTRING (12.3595652 55.8667677, 12.3598224 55.8665797)",2,Allerødvej,
26432442,residential,50,,False,True,79.457,"LINESTRING (12.3595652 55.8667677, 12.3593697 55.8669347, 12.3591699 55.8670897, 12.3590274 55.8671744, 12.3589761 55.8672049, 12.3587607 55.8673173)",2,Allerødvej,
26432584,residential,,,False,False,20.915,"LINESTRING (12.3598211 55.8668117, 12.3600378 55.8666682)",,Allerød Have,
26432584,residential,,,False,True,20.915,"LINESTRING (12.3600378 55.8666682, 12.3598211 55.8668117)",,Allerød Have,
26432589,residential,,,False,True,16.657,"LINESTRING (12.3600378 55.8666682, 12.3598224 55.8665797)",,Allerød Have,
26432584,residential,,,False,False,199.081,"LINESTRING (12.3600378 55.8666682, 12.3603958 55.8664646, 12.360766 55.8666641, 12.3610339 55.8666368, 12.3613264 55.8674295, 12.361036 55.8676244)",,Allerød Have,
26432584,residential,,,False,True,199.08100000000002,"LINESTRING (12.361036 55.8676244, 12.3613264 55.8674295, 12.3610339 55.8666368, 12.360766 55.8666641, 12.3603958 55.8664646, 12.3600378 55.8666682)",,Allerød Have,
26432593,residential,50,,False,False,91.307,"LINESTRING (12.3575154 55.8687278, 12.3575368 55.8687382, 12.3576866 55.8688106, 12.3579707 55.8689903, 12.3582482 55.8691658, 12.3585752 55.8692863)",,Prins Valdemars Alle,
26432593,residential,50,,False,True,122.411,"LINESTRING (12.3575154 55.8687278, 12.3574096 55.8686701, 12.3572735 55.8685064, 12.3571377 55.8683432, 12.3569886 55.8681639, 12.3569099 55.8680692, 12.3566432 55.8677473)",,Prins Valdemars Alle,
62757825,residential,,,False,False,69.89,"LINESTRING (12.3575154 55.8687278, 12.3572456 55.8689928, 12.3571508 55.8690859, 12.3569605 55.8692738)",,Prins Valdemars Alle,
26432597,residential,,,False,False,73.222,"LINESTRING (12.3530752 55.8678305, 12.3529736 55.8675622, 12.353115 55.867539, 12.3531626 55.8676709, 12.3530752 55.8678305)",,Grønnehegn,
26432597,residential,,,False,True,73.22200000000001,"LINESTRING (12.3530752 55.8678305, 12.3531626 55.8676709, 12.353115 55.867539, 12.3529736 55.8675622, 12.3530752 55.8678305)",,Grønnehegn,
26432597,residential,,,False,True,84.798,"LINESTRING (12.3530752 55.8678305, 12.3530549 55.8681154, 12.3531121 55.8684863, 12.3531842 55.8685834)",,Grønnehegn,
26432604,residential,,,False,False,38.612,"LINESTRING (12.3593802 55.8692992, 12.3594367 55.8692953, 12.3595601 55.8692757, 12.3599584 55.8691794)",,Gammel Amtsvej,
26432604,residential,,,False,False,62.525,"LINESTRING (12.3604983 55.8690357, 12.3607489 55.8689699, 12.3612744 55.8688383, 12.3614227 55.8688256)",,Gammel Amtsvej,
26432604,residential,,,False,True,37.284000000000006,"LINESTRING (12.3604983 55.8690357, 12.3602709 55.8690944, 12.3599584 55.8691794)",,Gammel Amtsvej,
718074506,residential,,,False,True,40.076,"LINESTRING (12.3604983 55.8690357, 12.3607606 55.869311, 12.3608073 55.8693515)",,Gammel Amtsvej,
26432604,residential,,,False,True,62.525,"LINESTRING (12.3614227 55.8688256, 12.3612744 55.8688383, 12.3607489 55.8689699, 12.3604983 55.8690357)",,Gammel Amtsvej,
26432620,residential,,,False,False,252.78499999999997,"LINESTRING (12.353457 55.8702209, 12.3533351 55.8702328, 12.3531066 55.8702313, 12.3529455 55.8702472, 12.3527581 55.8702806, 12.3526059 55.8703305, 12.3524639 55.870398, 12.3520129 55.8707524, 12.3512126 55.87154, 12.3509091 55.8718206)",,Irisvej,
"[316645955, 316649412]",unclassified,50,,False,False,119.48299999999998,"LINESTRING (12.353457 55.8702209, 12.3534229 55.8701816, 12.3529952 55.8697827, 12.3528808 55.8696702, 12.3528249 55.8695827, 12.3528272 55.8695692, 12.35287 55.8693164, 12.3528827 55.8692414)",,Lilledal,
316649412,unclassified,50,,False,True,55.301,"LINESTRING (12.353457 55.8702209, 12.3535138 55.8702762, 12.3536567 55.8704469, 12.3537294 55.8706116, 12.3537612 55.8706847)",,Lilledal,
"[316649396, 26290941]",residential,,,False,False,142.787,"LINESTRING (12.3509091 55.8718206, 12.3511995 55.8719227, 12.3514363 55.8720195, 12.3527679 55.8725691)",,Kirsebæralle,
26290941,residential,,,False,True,70.886,"LINESTRING (12.3509091 55.8718206, 12.3505839 55.871729, 12.350256 55.8716636, 12.3498398 55.8716171)",,Kirsebæralle,
26432620,residential,,,False,True,252.785,"LINESTRING (12.3509091 55.8718206, 12.3512126 55.87154, 12.3520129 55.8707524, 12.3524639 55.870398, 12.3526059 55.8703305, 12.3527581 55.8702806, 12.3529455 55.8702472, 12.3531066 55.8702313, 12.3533351 55.8702328, 12.353457 55.8702209)",,Irisvej,
26432629,residential,,,False,False,88.94,"LINESTRING (12.3549121 55.8725261, 12.3546369 55.8723382, 12.3540492 55.8718897)",,Lundevej,
26290941,residential,,,False,False,70.886,"LINESTRING (12.3498398 55.8716171, 12.350256 55.8716636, 12.3505839 55.871729, 12.3509091 55.8718206)",,Kirsebæralle,
26290941,residential,,,False,True,89.91000000000001,"LINESTRING (12.3498398 55.8716171, 12.3495092 55.8716013, 12.349192 55.8716133, 12.348539 55.8716869, 12.3484346 55.8717259)",,Kirsebæralle,
26432636,residential,,,False,False,166.42600000000002,"LINESTRING (12.3498398 55.8716171, 12.3499792 55.8712118, 12.3500215 55.8710888, 12.3500736 55.8710074, 12.3502597 55.8708395, 12.3503023 55.8707734, 12.3503174 55.8706996, 12.35029 55.8706386, 12.3502181 55.8705584, 12.3497912 55.870267)",,Svinget,
316665274,tertiary,50,,False,False,66.922,"LINESTRING (12.3497912 55.870267, 12.3505136 55.8698221)",2,Frederiksborgvej,
316665274,tertiary,50,,False,True,6.055,"LINESTRING (12.3497912 55.870267, 12.3497173 55.8703023)",2,Frederiksborgvej,
26432636,residential,,,False,True,166.426,"LINESTRING (12.3497912 55.870267, 12.3502181 55.8705584, 12.35029 55.8706386, 12.3503174 55.8706996, 12.3503023 55.8707734, 12.3502597 55.8708395, 12.3500736 55.8710074, 12.3500215 55.8710888, 12.3499792 55.8712118, 12.3498398 55.8716171)",,Svinget,
38693322,residential,,,False,True,81.196,"LINESTRING (12.3599482 55.8746016, 12.3610575 55.8742196)",,Horsemosevej,
416539731,residential,,,False,False,27.488,"LINESTRING (12.3599482 55.8746016, 12.360256 55.8747785)",1,Tokkekøbvej,
416539731,residential,,,False,True,79.233,"LINESTRING (12.3599482 55.8746016, 12.3597568 55.8745224, 12.359022 55.8741856, 12.358955 55.8741577)",1,Tokkekøbvej,
316665265,residential,,,False,False,8.236,"LINESTRING (12.3607681 55.8751357, 12.3608414 55.8751973)",,Tokkekøbvej,
33730886,residential,,,False,True,279.952,"LINESTRING (12.3607681 55.8751357, 12.3630231 55.8744234, 12.3635339 55.8742671, 12.3630573 55.8735777)",,Skovbrinken,
416539731,residential,,,False,True,50.974,"LINESTRING (12.3607681 55.8751357, 12.3605821 55.8750094, 12.360256 55.8747785)",1,Tokkekøbvej,
26432686,residential,,,False,False,273.91499999999996,"LINESTRING (12.3579421 55.8736651, 12.3566264 55.8739376, 12.3560492 55.874047, 12.3559139 55.8740623, 12.3554733 55.874079, 12.3553554 55.8740985, 12.3552896 55.874134, 12.3552623 55.8741925, 12.3552888 55.8747095, 12.3553174 55.8750208)",,Bakkevej,
416539731,residential,,,False,False,83.68599999999999,"LINESTRING (12.3579421 55.8736651, 12.357984 55.8736921, 12.3581358 55.8737729, 12.358955 55.8741577)",1,Tokkekøbvej,
416539731,residential,,,False,True,43.864,"LINESTRING (12.3579421 55.8736651, 12.3577967 55.8734735, 12.3577439 55.8733483, 12.3577357 55.8732909)",1,Tokkekøbvej,
26432678,residential,,,False,False,142.68,"LINESTRING (12.3601054 55.8730147, 12.3589044 55.8719227)",,Birkevej,
155287219,residential,,,False,True,107.091,"LINESTRING (12.3601054 55.8730147, 12.359492 55.8731981, 12.3585953 55.8734727)",,Hvidehusvej,
316665266,residential,,,False,False,160.439,"LINESTRING (12.3601054 55.8730147, 12.3612182 55.8726741, 12.3613397 55.8726527, 12.3615905 55.8726086, 12.3619157 55.8725822, 12.3622186 55.8725947, 12.3624814 55.8726516)",,Hvidehusvej,
33730886,residential,,,False,False,109.814,"LINESTRING (12.3624814 55.8726516, 12.3627562 55.872934, 12.3627991 55.8729997, 12.3630573 55.8735777)",,Skovbrinken,
316665266,residential,,,False,True,160.439,"LINESTRING (12.3624814 55.8726516, 12.3622186 55.8725947, 12.3619157 55.8725822, 12.3615905 55.8726086, 12.3613397 55.8726527, 12.3612182 55.8726741, 12.3601054 55.8730147)",,Hvidehusvej,
316665268,residential,,,False,False,208.158,"LINESTRING (12.3624814 55.8726516, 12.3632608 55.8724218, 12.36295 55.8720672, 12.361888 55.8715777, 12.36162 55.8717268)",,Hvidehusvej,
26432672,residential,,,False,False,87.481,"LINESTRING (12.3630573 55.8735777, 12.3624167 55.8737738, 12.3619327 55.8735118)",,Skovbrinken,
33730886,residential,,,False,False,279.952,"LINESTRING (12.3630573 55.8735777, 12.3635339 55.8742671, 12.3630231 55.8744234, 12.3607681 55.8751357)",,Skovbrinken,
33730886,residential,,,False,True,109.814,"LINESTRING (12.3630573 55.8735777, 12.3627991 55.8729997, 12.3627562 55.872934, 12.3624814 55.8726516)",,Skovbrinken,
26432672,residential,,,False,True,87.481,"LINESTRING (12.3619327 55.8735118, 12.3624167 55.8737738, 12.3630573 55.8735777)",,Skovbrinken,
26432676,residential,,,False,False,61.150999999999996,"LINESTRING (12.3605163 55.8713263, 12.3604086 55.871366, 12.3602332 55.8714306, 12.359697 55.8716282)",,Tjørnevej,
26432678,residential,,,False,True,142.68,"LINESTRING (12.3589044 55.8719227, 12.3601054 55.8730147)",,Birkevej,
26432676,residential,,,False,False,94.37400000000001,"LINESTRING (12.3589044 55.8719227, 12.3577926 55.872325, 12.3576223 55.872372)",,Tjørnevej,
26432676,residential,,,False,True,59.313,"LINESTRING (12.3589044 55.8719227, 12.3591951 55.8718108, 12.3594385 55.8717215, 12.359697 55.8716282)",,Tjørnevej,
26432678,residential,,,False,False,100.369,"LINESTRING (12.3589044 55.8719227, 12.3584614 55.8715708, 12.3580671 55.8712708, 12.3580192 55.8712488, 12.357978 55.8712374, 12.3579163 55.8712204)",,Birkevej,
26432678,residential,,,False,True,3.4,"LINESTRING (12.3578674 55.8712069, 12.3579163 55.8712204)",,Birkevej,
"[111121440, 801778185, 801778186]",tertiary,50,,True,False,145.11499999999998,"LINESTRING (12.3578674 55.8712069, 12.3578936 55.871179, 12.3580125 55.8710523, 12.3580676 55.8709774, 12.3581365 55.8708728, 12.3581759 55.870824, 12.3582559 55.8707444, 12.3586869 55.8702912, 12.3588539 55.8701312, 12.3588709 55.870117, 12.3589107 55.8700437)",1,Banevang,
26432676,residential,,,False,True,94.37400000000001,"LINESTRING (12.3576223 55.872372, 12.3577926 55.872325, 12.3589044 55.8719227)",,Tjørnevej,
"[416539731, 1044138067]",residential,,,False,False,102.435,"LINESTRING (12.3576223 55.872372, 12.3576299 55.872445, 12.3576421 55.8725612, 12.3576495 55.8726833, 12.3577082 55.8730971, 12.3577357 55.8732909)",1,Tokkekøbvej,
1044138067,residential,,,False,True,26.809,"LINESTRING (12.3576223 55.872372, 12.3575144 55.8722022, 12.3574704 55.8721466)",,Tokkekøbvej,
26432676,residential,,,False,False,59.313,"LINESTRING (12.359697 55.8716282, 12.3594385 55.8717215, 12.3591951 55.8718108, 12.3589044 55.8719227)",,Tjørnevej,
26432676,residential,,,False,True,61.150999999999996,"LINESTRING (12.359697 55.8716282, 12.3602332 55.8714306, 12.3604086 55.871366, 12.3605163 55.8713263)",,Tjørnevej,
26432681,residential,,,False,False,111.224,"LINESTRING (12.359697 55.8716282, 12.3596299 55.8715642, 12.359519 55.8714583, 12.3594649 55.8714068, 12.3593615 55.8712531, 12.3592354 55.871025, 12.3590693 55.870862, 12.3589381 55.8707284)",,Tjørnevej,
26432681,residential,,,False,True,111.224,"LINESTRING (12.3589381 55.8707284, 12.3590693 55.870862, 12.3592354 55.871025, 12.3593615 55.8712531, 12.3594649 55.8714068, 12.359519 55.8714583, 12.3596299 55.8715642, 12.359697 55.8716282)",,Tjørnevej,
316665265,residential,,,False,True,8.236,"LINESTRING (12.3608414 55.8751973, 12.3607681 55.8751357)",,Tokkekøbvej,
26432705,residential,,,False,False,193.427,"LINESTRING (12.358955 55.8741577, 12.3577322 55.8745171, 12.3569596 55.8747468, 12.356763 55.8748027, 12.3562106 55.8749673)",,Sandholmvej,
416539731,residential,,,False,False,79.233,"LINESTRING (12.358955 55.8741577, 12.359022 55.8741856, 12.3597568 55.8745224, 12.3599482 55.8746016)",1,Tokkekøbvej,
416539731,residential,,,False,True,83.68599999999999,"LINESTRING (12.358955 55.8741577, 12.3581358 55.8737729, 12.357984 55.8736921, 12.3579421 55.8736651)",1,Tokkekøbvej,
26432686,residential,,,False,True,273.915,"LINESTRING (12.3553174 55.8750208, 12.3552888 55.8747095, 12.3552623 55.8741925, 12.3552896 55.874134, 12.3553554 55.8740985, 12.3554733 55.874079, 12.3559139 55.8740623, 12.3560492 55.874047, 12.3566264 55.8739376, 12.3579421 55.8736651)",,Bakkevej,
26432705,residential,,,False,True,56.88,"LINESTRING (12.3553174 55.8750208, 12.3558696 55.8750281, 12.3560342 55.8750089, 12.3562106 55.8749673)",,Sandholmvej,
131199494,residential,,,False,True,73.214,"LINESTRING (12.3553174 55.8750208, 12.354304 55.8749824, 12.3541551 55.8749528)",,Bakkevej,
416539731,residential,,,False,True,27.488,"LINESTRING (12.360256 55.8747785, 12.3599482 55.8746016)",1,Tokkekøbvej,
416539731,residential,,,False,False,50.974,"LINESTRING (12.360256 55.8747785, 12.3605821 55.8750094, 12.3607681 55.8751357)",1,Tokkekøbvej,
537228326,tertiary,50,,False,True,11.761,"LINESTRING (12.3480434 55.8709337, 12.3478812 55.8709876)",2,Frederiksborgvej,
316665259,tertiary,50,,False,False,126.028,"LINESTRING (12.3480434 55.8709337, 12.348576 55.8707446, 12.3493172 55.8704852, 12.3495157 55.8703987, 12.3497173 55.8703023)",2,Frederiksborgvej,
29076560,residential,,,False,False,107.364,"LINESTRING (12.3482618 55.8689845, 12.3497359 55.8694827)",,Æblehaven,
396993560,residential,,,False,False,3.852,"LINESTRING (12.3482618 55.8689845, 12.3482914 55.8689541)",,Æblehaven,
396993560,residential,,,False,True,4.627,"LINESTRING (12.3482618 55.8689845, 12.3482262 55.869021)",,Æblehaven,
29076560,residential,,,False,True,107.364,"LINESTRING (12.3497359 55.8694827, 12.3482618 55.8689845)",,Æblehaven,
298475650,residential,,,False,True,17.925,"LINESTRING (12.3497359 55.8694827, 12.3498208 55.8693287)",,Kollerødvej,
29076560,residential,,,False,False,61.730999999999995,"LINESTRING (12.3497359 55.8694827, 12.3501522 55.869632, 12.3505136 55.8698221)",,Æblehaven,
29076568,residential,,,False,True,85.636,"LINESTRING (12.3499701 55.869115, 12.3499452 55.8688937, 12.3499338 55.8686272, 12.3499843 55.8683468)",,Kollerødvej,
420500358,tertiary,30,,False,False,10.229,"LINESTRING (12.3501476 55.868355, 12.3499843 55.8683468)",2,Kollerødvej,
"[420500358, 316645951]",tertiary,"['30', '50']",,False,True,91.88,"LINESTRING (12.3501476 55.868355, 12.350361 55.8683657, 12.350952 55.8683987, 12.3511961 55.8684241, 12.3513892 55.8684592, 12.3515803 55.8685123)",2,Kollerødvej,
"[420500358, 537225461, 420500365]",tertiary,"['50', '30']",,False,True,94.28,"LINESTRING (12.3484786 55.8682753, 12.3494407 55.8683204, 12.3495999 55.8683279, 12.3496815 55.8683316, 12.3499843 55.8683468)",2,Kollerødvej,
31457364,residential,,,False,False,142.253,"LINESTRING (12.3521404 55.8673348, 12.3522083 55.8678887, 12.3521717 55.8679927, 12.3520915 55.8680946, 12.351915 55.8682388, 12.3516404 55.8684632, 12.3515803 55.8685123)",,Femvej,
26290847,residential,,,False,False,7.136,"LINESTRING (12.3483573 55.8716786, 12.3484346 55.8717259)",,Linde Alle,
316649460,tertiary,50,,False,True,46.621,"LINESTRING (12.3538274 55.86837, 12.3531842 55.8685834)",2,Frederiksborgvej,
