osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,width
"[598589697, 598589700, 598589704, 598589673, 598589678, 598589687]",unclassified,50,,True,False,143.65000000000003,"LINESTRING (12.3555596 55.8716249, 12.3557401 55.8714703, 12.3559578 55.8712319, 12.3562799 55.8708793, 12.3562954 55.8708623, 12.3563241 55.870824, 12.3563491 55.8707937, 12.356363 55.8707767, 12.3564375 55.8706875, 12.3564997 55.8706196, 12.35665 55.8704891)",2,Allerød Stationsvej,
761682908,unclassified,50,roundabout,True,False,7.743,"LINESTRING (12.3555596 55.8716249, 12.3555842 55.8716265, 12.3556073 55.8716317, 12.3556271 55.8716401, 12.3556424 55.8716511, 12.355652 55.8716639)",,,
761682907,unclassified,50,,False,False,36.501999999999995,"LINESTRING (12.3554718 55.8716609, 12.3553866 55.8716387, 12.3553596 55.8716317, 12.3550691 55.8715496, 12.3549546 55.8715083)",2,Allerød Stationsvej,
761682908,unclassified,50,roundabout,True,False,7.214,"LINESTRING (12.3554718 55.8716609, 12.3554818 55.8716492, 12.3554966 55.8716392, 12.3555153 55.8716316, 12.3555367 55.8716267, 12.3555596 55.8716249)",,,
26432678,residential,,,False,False,3.4,"LINESTRING (12.3579163 55.8712204, 12.3578674 55.8712069)",,Birkevej,
"[801778193, 801778194, 801778196, 11562645]",tertiary,50,,True,False,82.958,"LINESTRING (12.3579163 55.8712204, 12.3577868 55.8713534, 12.357752 55.8713843, 12.3576752 55.8714277, 12.3576333 55.871461, 12.3574425 55.8716411, 12.3573707 55.8717201, 12.3573285 55.8717726, 12.3573173 55.8717867, 12.3572563 55.8718643)","['1', '2']",Banevang,
26432678,residential,,,False,True,100.369,"LINESTRING (12.3579163 55.8712204, 12.357978 55.8712374, 12.3580192 55.8712488, 12.3580671 55.8712708, 12.3584614 55.8715708, 12.3589044 55.8719227)",,Birkevej,
26290869,residential,50,,False,True,101.26599999999999,"LINESTRING (12.3491178 55.8749196, 12.34923 55.8748964, 12.3493638 55.8748614, 12.3495379 55.8748178, 12.3496889 55.8747721, 12.3498482 55.8746986, 12.3499145 55.8746681, 12.3501189 55.8745471, 12.35036 55.8743647)",,Rønnealle,
39846329,residential,,,False,False,39.92,"LINESTRING (12.3491178 55.8749196, 12.3490942 55.8748809, 12.3489051 55.874581)",,Kirkevænget,
537228326,tertiary,50,,False,False,11.761,"LINESTRING (12.3478812 55.8709876, 12.3480434 55.8709337)",2,Frederiksborgvej,
997351133,tertiary,50,,True,False,40.334,"LINESTRING (12.3478812 55.8709876, 12.3478562 55.870926, 12.3478328 55.8708821, 12.3477414 55.8706336)",2,Gammel Lyngevej,
