osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,access,junction,maxspeed
92652489,Γένοβας,residential,True,False,37.712,,,"LINESTRING (26.1345791 38.3741066, 26.1347486 38.3740137, 26.134935 38.3739138)",,,
92444119,ΛΑΔΗΣ,residential,False,False,57.615,2,,"LINESTRING (26.1371412 38.3710122, 26.1370203 38.3715216)",,,
304405106,Κανάρη,primary,False,False,43.223,2,ΕΟ75,"LINESTRING (26.1371412 38.3710122, 26.1366554 38.3709345)",,,
304405106,Κανάρη,primary,False,True,39.594,2,ΕΟ75,"LINESTRING (26.1371412 38.3710122, 26.1375857 38.3710853)",,,
345700664,ΧΙΟΝΗΣ,primary,True,False,24.088,,ΕΟ75,"LINESTRING (26.1332906 38.3725852, 26.1331699 38.3725589, 26.1330854 38.3725389, 26.1330264 38.3725221)",,,
92444119,ΛΑΔΗΣ,residential,False,False,33.969,2,,"LINESTRING (26.1370203 38.3715216, 26.1369357 38.3718198)",,,
92444119,ΛΑΔΗΣ,residential,False,True,57.615,2,,"LINESTRING (26.1370203 38.3715216, 26.1371412 38.3710122)",,,
333315373,Αγίου Ελευθερίου,residential,False,True,78.499,,,"LINESTRING (26.136461 38.3760569, 26.1355739 38.3761783)",,,
118708467,Καλουτά,primary,False,True,46.16,2,ΕΟ75,"LINESTRING (26.136461 38.3760569, 26.1365428 38.3761515, 26.1366004 38.3762629, 26.136613 38.3762948, 26.1366581 38.3764083, 26.1366688 38.3764354)",,,50
333315815,Καραολή και Δημητρίου,primary,False,False,233.855,2,ΕΟ75,"LINESTRING (26.136461 38.3760569, 26.1351299 38.3747053, 26.1348216 38.3743922)",,,50
299052882,Αρχέμου,residential,True,False,31.431,,,"LINESTRING (26.1368781 38.3707063, 26.1366369 38.3704962)",,,
333450275,Βενιζέλου,tertiary,True,False,31.968000000000004,,,"LINESTRING (26.1368781 38.3707063, 26.1367761 38.3708188, 26.1366554 38.3709345)",,,
333067087,Αγ.Αποστόλων,residential,True,False,14.415,,,"LINESTRING (26.1343081 38.3735914, 26.1342082 38.3736947)",,,
92443508,,primary,True,False,17.169999999999998,,ΕΟ75,"LINESTRING (26.1343081 38.3735914, 26.1342795 38.3736127, 26.1342437 38.3736255, 26.1342046 38.3736293, 26.134166 38.373623, 26.134132 38.3736075)",yes,roundabout,
345700660,ΔΗΜΟΚΡΑΤΙΑΣ,primary,True,False,54.653,2,,"LINESTRING (26.1340376 38.3724895, 26.1335587 38.3728067)",,,
92443503,,primary_link,True,False,66.24600000000001,,ΕΟ75,"LINESTRING (26.1340376 38.3724895, 26.1338284 38.3725316, 26.1337104 38.3725515, 26.1335615 38.3725726, 26.1334556 38.3725841, 26.1332906 38.3725852)",,,
92443512,Κανάρη,primary,True,False,7.294,,ΕΟ75,"LINESTRING (26.1361262 38.3708827, 26.1362008 38.3709124)",,,
92443525,Φιστέλ.Ντε.Κουλάνς,tertiary,True,False,61.881,,,"LINESTRING (26.1361262 38.3708827, 26.1366369 38.3704962)",,,
304405103,ΔΗΜΟΚΡΑΤΙΑΣ,primary,True,False,61.93,2,,"LINESTRING (26.1345901 38.3721394, 26.1340376 38.3724895)",,,
"[92655477, 92443495]",ΜΑΡΤΥΡΩΝ,primary,True,False,153.899,1,ΕΟ75,"LINESTRING (26.1345901 38.3721394, 26.1345955 38.3722288, 26.1345928 38.3722719, 26.1345848 38.3723139, 26.13457 38.3723675, 26.1345499 38.3724222, 26.1344989 38.3725326, 26.1344158 38.3727198, 26.1342328 38.3731609, 26.1342251 38.3731862, 26.1342222 38.3732227, 26.1342228 38.3732634, 26.1342388 38.3733212, 26.1343018 38.3734684)",,,
166482981,ΛΑΔΗΣ,residential,False,False,29.011,2,,"LINESTRING (26.1368917 38.3722403, 26.137109 38.3724379)",,,
333918592,Παγκαλάκη,residential,False,True,19.128,,,"LINESTRING (26.1368917 38.3722403, 26.1367067 38.3723328)",,,
166482981,ΛΑΔΗΣ,residential,False,True,47.624,2,,"LINESTRING (26.1368917 38.3722403, 26.1368622 38.3720952, 26.1369357 38.3718198)",,,
92444119,ΛΑΔΗΣ,residential,False,True,33.969,2,,"LINESTRING (26.1369357 38.3718198, 26.1370203 38.3715216)",,,
166482980,ΛΑΔΗΣ,residential,True,False,37.544,1,,"LINESTRING (26.1369357 38.3718198, 26.1373549 38.3718972)",,,
166482981,ΛΑΔΗΣ,residential,False,False,47.624,2,,"LINESTRING (26.1369357 38.3718198, 26.1368622 38.3720952, 26.1368917 38.3722403)",,,
92447386,Κ.Μονομάχου,secondary,True,False,21.241,1,,"LINESTRING (26.1325854 38.3735311, 26.1324035 38.3736582)",,,
92447386,Κ.Μονομάχου,secondary,True,False,117.334,1,,"LINESTRING (26.1335587 38.3728067, 26.1333851 38.3729127, 26.1332886 38.3729716, 26.1330163 38.3731577, 26.1328442 38.3733135, 26.1325854 38.3735311)",,,
92653524,ΧΙΟΝΗΣ,primary,True,False,35.159,,ΕΟ75,"LINESTRING (26.1335587 38.3728067, 26.1334649 38.3726735, 26.1334381 38.3726504, 26.1334019 38.3726325, 26.1332906 38.3725852)",,,
92447386,Κ.Μονομάχου,secondary,True,False,113.50200000000001,1,,"LINESTRING (26.1314535 38.373918, 26.1312 38.373938, 26.1309949 38.3739506, 26.1308178 38.3739612, 26.1306591 38.3739707, 26.1302898 38.3740215, 26.1301956 38.3740915)",,,
333272487,Δ.Συναδινού,residential,False,True,51.022000000000006,,,"LINESTRING (26.1314535 38.373918, 26.1314669 38.3741038, 26.1314736 38.3743765)",,,
"[92443512, 92653521]","['Κανάρη', 'Πολυτεχνείου']",primary,True,False,21.877999999999997,,ΕΟ75,"LINESTRING (26.1355915 38.3705947, 26.1356411 38.3705894, 26.1356857 38.3705918, 26.1357286 38.3705964, 26.1357608 38.3706038, 26.1357953 38.3706233, 26.1358261 38.3706391)",,,
796448461,Απλωταριάς,residential,True,False,23.796,,,"LINESTRING (26.1355915 38.3705947, 26.1356315 38.3705526, 26.135638 38.3705357, 26.1356384 38.3705196, 26.135634 38.3703919)",,,
92443512,Κανάρη,primary,True,False,37.68300000000001,,ΕΟ75,"LINESTRING (26.1358261 38.3706391, 26.1359615 38.3707577, 26.1361262 38.3708827)",,,
92652492,ΚΑΡΠΑΣΙΑΣ,residential,True,False,325.83,1,,"LINESTRING (26.134935 38.3739138, 26.1346441 38.3736394, 26.1345921 38.3735843, 26.1345544 38.3735411, 26.1345271 38.3734925, 26.1345163 38.3734641, 26.1345069 38.3734305, 26.134511 38.3734063, 26.1345177 38.373379, 26.1345485 38.3733243, 26.134912 38.3727229, 26.1350059 38.3725947, 26.1351024 38.3724443, 26.1351467 38.3723833, 26.1352097 38.3723139, 26.1353868 38.3721619, 26.1355772 38.3719869, 26.1357126 38.3718713, 26.135777 38.3718303, 26.1358534 38.3717851, 26.1360023 38.3717073, 26.136115 38.3716568, 26.136241 38.3716053)",,,
333433381,Αμμοχώστου,residential,False,True,353.452,,,"LINESTRING (26.134935 38.3739138, 26.1353445 38.3743153, 26.1354893 38.3745255, 26.1356006 38.3747327, 26.1356395 38.3747768, 26.1357039 38.3748273, 26.1358125 38.3748767, 26.135944 38.3749177, 26.136125 38.3750197, 26.1363996 38.3751745, 26.1366812 38.3753448, 26.1370272 38.3756076, 26.1372176 38.3757948, 26.13751 38.3760723, 26.1376018 38.3762271)",,,
333922685,Γένοβας,residential,False,False,63.952,,,"LINESTRING (26.134935 38.3739138, 26.1351238 38.3738199, 26.135206 38.3737836, 26.1353253 38.3737541, 26.1355908 38.3736615)",,,
333419936,Ομήρου,tertiary,True,False,41.718,,,"LINESTRING (26.1377588 38.3689092, 26.1382215 38.3690049)",,,
118849071,Ροδοκανάκη,tertiary,True,False,41.535000000000004,,,"LINESTRING (26.1377588 38.3689092, 26.1377152 38.3690135, 26.137683 38.3691113, 26.1376535 38.3692333, 26.1376442 38.3692712)",,,
299286856,Ροίδου,tertiary,False,False,14.612,,,"LINESTRING (26.1378198 38.3703064, 26.1376548 38.3703295)",,,
304405107,Αιγαίου,primary,False,True,77.557,2,ΕΟ75,"LINESTRING (26.1378198 38.3703064, 26.1380238 38.3696275)",,,
304405107,Αιγαίου,primary,False,False,88.986,2,ΕΟ75,"LINESTRING (26.1378198 38.3703064, 26.1378097 38.3703337, 26.1375857 38.3710853)",,,
304405105,Αιγαίου,residential,False,True,92.494,,,"LINESTRING (26.1373549 38.3718972, 26.1375857 38.3710853)",,,
"[304405105, 166482981]","['Αιγαίου', 'ΛΑΔΗΣ']",residential,False,"[False, True]",65.172,2,,"LINESTRING (26.1373549 38.3718972, 26.1372243 38.3723328, 26.137109 38.3724379)",,,
1121225474,Καραολή και Δημητρίου,primary,False,False,3.849,2,ΕΟ75,"LINESTRING (26.1348216 38.3743922, 26.1347987 38.3743626)",,,60
333314457,Αρχιεπισκόπου Μακαρίου,secondary,False,True,110.503,2,,"LINESTRING (26.1348216 38.3743922, 26.1348791 38.3745476, 26.1348993 38.3746223, 26.134914 38.3746938, 26.1350401 38.3753698)",,,
333315815,Καραολή και Δημητρίου,primary,False,True,233.855,2,ΕΟ75,"LINESTRING (26.1348216 38.3743922, 26.1351299 38.3747053, 26.136461 38.3760569)",,,50
288091649,Γλύπτη,residential,False,True,39.502,,,"LINESTRING (26.1320524 38.3699712, 26.132499 38.3699112)",,,
288091772,Γλύπτη,residential,True,False,66.02,,,"LINESTRING (26.1320524 38.3699712, 26.1317196 38.3700276, 26.1314649 38.3700708, 26.1313121 38.3700963)",,,40
288091649,Γλύπτη,residential,False,False,39.502,,,"LINESTRING (26.132499 38.3699112, 26.1320524 38.3699712)",,,
288091570,Αγία Μαρίνα Εγγρεμού,residential,True,False,137.81799999999998,,,"LINESTRING (26.132499 38.3699112, 26.1325405 38.3699509, 26.1326386 38.3700719, 26.1327995 38.3702433, 26.132983 38.3704998, 26.1332593 38.3708047, 26.1334051 38.370922)",,,
288091772,Γλύπτη,residential,True,False,19.934,,,"LINESTRING (26.1313121 38.3700963, 26.1310895 38.3701373)",,,40
299052994,Βαρδαλάχου,residential,True,False,24.242,,,"LINESTRING (26.1310895 38.3701373, 26.1309748 38.3699387)",,,
288091772,Γλύπτη,residential,True,False,85.729,,,"LINESTRING (26.1310895 38.3701373, 26.1309245 38.370172, 26.1305785 38.3702561, 26.1301487 38.3703614)",,,40
288092153,Παρθενίου.Γ,residential,False,False,27.708,,,"LINESTRING (26.1301487 38.3703614, 26.1302734 38.3705906)",,,
288091772,Γλύπτη,residential,True,False,68.25999999999999,,,"LINESTRING (26.1301487 38.3703614, 26.1299461 38.3704305, 26.129875 38.3704673, 26.1298174 38.3704883, 26.1296967 38.3705462, 26.1294848 38.3706797)",,,40
288097660,,residential,True,False,55.737,,,"LINESTRING (26.128029 38.3722174, 26.1279874 38.3723373, 26.1279499 38.3723998, 26.1278419 38.3724881, 26.1277695 38.3725523, 26.1277346 38.3726043, 26.1277241 38.3726446)",,,
288092148,Ζαννάρα,residential,True,False,64.45,,,"LINESTRING (26.1299636 38.3713981, 26.1293252 38.3716904)",,,
299135150,Ψαρρών,residential,True,False,104.305,,,"LINESTRING (26.1299636 38.3713981, 26.1302509 38.3717688, 26.130409 38.3722576)",,,
288092148,Ζαννάρα,residential,True,False,62.338,,,"LINESTRING (26.1305671 38.3710974, 26.1299636 38.3713981)",,,
333458613,,residential,False,False,35.635,,,"LINESTRING (26.1305671 38.3710974, 26.1309223 38.3709388)",,,
288092153,Παρθενίου.Γ,residential,False,True,61.907,,,"LINESTRING (26.1305671 38.3710974, 26.1303847 38.3707943, 26.1302734 38.3705906)",,,
"[333457675, 299135148]","['Παρθενίου.Γ', 'Κρεατσούλη.Κ']",residential,True,False,115.40700000000001,,,"LINESTRING (26.1305671 38.3710974, 26.130929 38.3717401, 26.1309479 38.3717537, 26.1309727 38.3717584, 26.1309982 38.3717558, 26.1313175 38.3716418)",,,
288092148,Ζαννάρα,residential,True,False,24.619,,,"LINESTRING (26.1282885 38.3721332, 26.1282194 38.3721659, 26.1281571 38.3721869, 26.128029 38.3722174)",,,
288092149,Παρίου.Αθ,residential,True,False,35.629000000000005,,,"LINESTRING (26.1282885 38.3721332, 26.1283918 38.3719803, 26.1285031 38.3718615)",,,
288092153,Παρθενίου.Γ,residential,False,True,27.708,,,"LINESTRING (26.1302734 38.3705906, 26.1301487 38.3703614)",,,
288092153,Παρθενίου.Γ,residential,False,False,61.907,,,"LINESTRING (26.1302734 38.3705906, 26.1303847 38.3707943, 26.1305671 38.3710974)",,,
288092322,,residential,False,False,32.172,,,"LINESTRING (26.1312938 38.3707853, 26.1316572 38.3707349)",,,
333458613,,residential,False,True,36.609,,,"LINESTRING (26.1312938 38.3707853, 26.1309223 38.3709388)",,,
288092193,,residential,True,False,89.68700000000001,,,"LINESTRING (26.1312938 38.3707853, 26.131306 38.37073, 26.131192 38.3704357, 26.131192 38.3703958, 26.1312202 38.3703663, 26.1313717 38.370318, 26.1313932 38.3702822, 26.1313918 38.3702475, 26.1313121 38.3700963)",,,
288092322,,residential,False,True,32.172,,,"LINESTRING (26.1316572 38.3707349, 26.1312938 38.3707853)",,,
288092641,Πατρώνα.Αν,residential,True,False,80.626,,,"LINESTRING (26.1316572 38.3707349, 26.1317298 38.3710118, 26.1317913 38.3711439, 26.1319329 38.3714245)",,,
288092373,Κυρίλου Τρεχάκη,residential,False,True,54.358,,,"LINESTRING (26.1324862 38.3714492, 26.1327504 38.371892)",,,
288092383,Κυρίλου Τρεχάκη,residential,True,False,131.103,,,"LINESTRING (26.1324862 38.3714492, 26.1319898 38.3706371, 26.1316572 38.3707349)",,,
332919943,Σγούτα,residential,True,False,9.882,,,"LINESTRING (26.1343101 38.3705777, 26.1342667 38.3704956)",,,
332919944,Βλαταρίας,residential,True,False,16.586,,,"LINESTRING (26.1342667 38.3704956, 26.1344357 38.3704271)",,,
299052890,Σγούτα,residential,True,False,63.531,,,"LINESTRING (26.1342667 38.3704956, 26.1341465 38.3701634, 26.1340848 38.3699426)",,,
288092940,Ι. Βλαχογίαννη,residential,True,False,16.77,,,"LINESTRING (26.1347886 38.370341, 26.1347357 38.370196)",,,
332919944,Βλαταρίας,residential,True,False,21.261,,,"LINESTRING (26.1347886 38.370341, 26.1349766 38.3704628)",,,
288093805,Βλαταρίας,residential,True,False,49.291,,,"LINESTRING (26.1349766 38.3704628, 26.1355162 38.3703304)",,,
332919944,Βλαταρίας,residential,True,False,34.541,,,"LINESTRING (26.1349766 38.3704628, 26.1351107 38.3707551)",,,
92653521,Πολυτεχνείου,primary,True,False,45.552,,ΕΟ75,"LINESTRING (26.1351107 38.3707551, 26.1355915 38.3705947)",,,
288092720,Πετροκόκκινου,residential,True,False,16.537,,,"LINESTRING (26.1339345 38.3707889, 26.1338984 38.3706429)",,,
299052889,Πετροκόκκινου,residential,True,False,61.629,,,"LINESTRING (26.1338984 38.3706429, 26.1338005 38.370094)",,,
332919942,Κοντολέοντος,residential,True,False,36.616,,,"LINESTRING (26.1338984 38.3706429, 26.1343101 38.3705777)",,,
288091570,Αγία Μαρίνα Εγγρεμού,residential,True,False,50.289,,,"LINESTRING (26.1334051 38.370922, 26.1337599 38.3712786)",,,
288092837,Κορεσίου,residential,True,False,48.467,,,"LINESTRING (26.1334051 38.370922, 26.1339345 38.3707889)",,,
288092877,Αγίων Αναργύρων,residential,True,False,40.584,,,"LINESTRING (26.1344845 38.3697555, 26.1340848 38.3699426)",,,
288093321,Καλοπλύτου,residential,True,False,62.24,,,"LINESTRING (26.1344845 38.3697555, 26.1339427 38.369391)",,,
288092877,Αγίων Αναργύρων,residential,True,False,116.233,,,"LINESTRING (26.1338005 38.370094, 26.1334518 38.3700024, 26.1331209 38.3699361, 26.1329818 38.3699175, 26.132499 38.3699112)",,,
288093321,Καλοπλύτου,residential,True,False,16.857,,,"LINESTRING (26.1345991 38.3698776, 26.1344845 38.3697555)",,,
288093321,Καλοπλύτου,residential,True,False,5.791,,,"LINESTRING (26.1339427 38.369391, 26.1338909 38.3693584)",,,
332919941,Ρηγίνου,residential,False,False,72.43299999999999,,,"LINESTRING (26.1339427 38.369391, 26.1337589 38.3695452, 26.1337485 38.3695502, 26.1337317 38.3695533, 26.133718 38.3695537, 26.1336309 38.3695222, 26.1335783 38.3695086, 26.1332292 38.3694194)",,,
288092943,Αντωνίου Μπουρνιά,residential,False,True,16.012,,,"LINESTRING (26.1333895 38.36911, 26.1333908 38.368966)",,,
288093321,Καλοπλύτου,residential,True,False,13.195,,,"LINESTRING (26.1333895 38.36911, 26.1332386 38.3691008)",,,
288092943,Αντωνίου Μπουρνιά,residential,False,False,30.428,,,"LINESTRING (26.1333452 38.3686947, 26.1333908 38.368966)",,,
288093780,Πασπάτη,tertiary,True,False,30.552,,,"LINESTRING (26.1333452 38.3686947, 26.1336932 38.3686623)",,,
288093388,Ριζαρείου,residential,False,False,9.549,,,"LINESTRING (26.1315214 38.3690273, 26.1315395 38.369112)",,,
288093780,Πασπάτη,tertiary,True,False,74.797,,,"LINESTRING (26.1315214 38.3690273, 26.1320203 38.3688875, 26.1323306 38.3688038)",,,
288096954,,tertiary,False,True,45.352000000000004,,,"LINESTRING (26.1315214 38.3690273, 26.1314986 38.3688265, 26.1315067 38.3687361, 26.1315107 38.3686205)",,,
288093321,Καλοπλύτου,residential,True,False,24.234,,,"LINESTRING (26.1332386 38.3691008, 26.132965 38.3690623)",,,
299052913,Διονυσίου Χίου,residential,False,False,35.506,,,"LINESTRING (26.1332386 38.3691008, 26.1332218 38.3692685, 26.1332224 38.3693433, 26.1332292 38.3694194)",,,
288093321,Καλοπλύτου,residential,True,False,3.989,,,"LINESTRING (26.1315395 38.369112, 26.1315483 38.3691472)",,,
288093388,Ριζαρείου,residential,False,True,9.549,,,"LINESTRING (26.1315395 38.369112, 26.1315214 38.3690273)",,,
299052902,Νικηφόρου του Χίου,tertiary,True,False,64.059,,,"LINESTRING (26.1315483 38.3691472, 26.1317225 38.3694297, 26.1318727 38.3696641)",,,
288093825,,residential,False,True,7.732000000000001,,,"LINESTRING (26.1355162 38.3703304, 26.1355474 38.3703327, 26.135575 38.3703341, 26.1356046 38.3703322)",,,
288093912,,residential,True,False,32.04,,,"LINESTRING (26.1355162 38.3703304, 26.1353954 38.3702017, 26.1353623 38.370076)",,,
288093780,Πασπάτη,tertiary,True,False,51.447,,,"LINESTRING (26.1323306 38.3688038, 26.132914 38.3687342)",,,
978414070,,residential,False,False,74.407,,,"LINESTRING (26.1323306 38.3688038, 26.1319605 38.3687071, 26.1316547 38.368643, 26.1315107 38.3686205)",,,
333419936,Ομήρου,tertiary,True,False,48.228,,,"LINESTRING (26.137233 38.3687744, 26.1377588 38.3689092)",,,
333419937,Βενιζέλου,tertiary,True,False,74.621,,,"LINESTRING (26.137233 38.3687744, 26.1372846 38.3686504, 26.1373953 38.3684558, 26.1374898 38.3682997, 26.137585 38.3681641)",,,
299052907,Αγελάστου,residential,True,False,56.232,,,"LINESTRING (26.1353623 38.370076, 26.1347357 38.370196)",,,
"[288093912, 623091457]",,residential,True,False,45.701,,,"LINESTRING (26.1353623 38.370076, 26.1353667 38.3698982, 26.1352179 38.3698825, 26.1350726 38.3698637)",,,
332919946,Αγελάστου,residential,False,False,31.391,,,"LINESTRING (26.1347357 38.370196, 26.1343853 38.370261)",,,
288092940,Ι. Βλαχογίαννη,residential,True,False,37.385999999999996,,,"LINESTRING (26.1347357 38.370196, 26.134695 38.3700801, 26.1345991 38.3698776)",,,
288095227,11ης Νοεμβρίου,residential,True,False,100.12400000000001,,,"LINESTRING (26.1366639 38.3700726, 26.1362783 38.3701435, 26.1362139 38.3701553, 26.13619 38.3701603, 26.1356821 38.3702534, 26.1356797 38.3702843, 26.1356703 38.3703006, 26.1356551 38.3703114, 26.1356324 38.3703223, 26.1356046 38.3703322)",,,
333451371,Αφών.Ράλλη.,residential,True,False,50.995,,,"LINESTRING (26.1366639 38.3700726, 26.136637 38.3699689, 26.1366123 38.3698736, 26.1365814 38.3697542, 26.1365498 38.3696228)",,,
1065345640,Απλωταριάς,residential,False,False,7.116,2,,"LINESTRING (26.1356046 38.3703322, 26.135634 38.3703919)",,,
288093825,,residential,False,False,7.732,,,"LINESTRING (26.1356046 38.3703322, 26.135575 38.3703341, 26.1355474 38.3703327, 26.1355162 38.3703304)",,,
288095228,Βενιζέλου,tertiary,True,False,44.983000000000004,,,"LINESTRING (26.1370822 38.3695981, 26.1370634 38.3695498, 26.1370621 38.3694289, 26.1370781 38.3691961)",,,
333443263,Αργέντη Ευστρατίου,residential,True,False,44.149,,,"LINESTRING (26.1370781 38.3691961, 26.136767 38.3691992, 26.1365725 38.3692129)",,,
333443264,Βενιζέλου,tertiary,True,False,48.872,,,"LINESTRING (26.1370781 38.3691961, 26.1371251 38.3690251, 26.137233 38.3687744)",,,
288095731,Νεοφ.Βάμβα,primary,True,False,34.278,,ΕΟ75,"LINESTRING (26.1379607 38.368255, 26.137585 38.3681641)",,,
118849071,Ροδοκανάκη,tertiary,True,False,74.845,,,"LINESTRING (26.1379607 38.368255, 26.1378574 38.3685782, 26.1377588 38.3689092)",,,
288096954,,tertiary,False,True,11.016,,,"LINESTRING (26.1315107 38.3686205, 26.1315429 38.3685247)",,,
288096954,,tertiary,False,False,45.352000000000004,,,"LINESTRING (26.1315107 38.3686205, 26.1315067 38.3687361, 26.1314986 38.3688265, 26.1315214 38.3690273)",,,
978414070,,residential,False,True,74.407,,,"LINESTRING (26.1315107 38.3686205, 26.1316547 38.368643, 26.1319605 38.3687071, 26.1323306 38.3688038)",,,
299135146,Ερμοφάντου,residential,True,False,42.455,,,"LINESTRING (26.1322731 38.3724227, 26.1324209 38.3727865)",,,
288097938,Αγ.Ιακώβου,secondary,True,False,45.742000000000004,,,"LINESTRING (26.1322731 38.3724227, 26.1324083 38.3723947, 26.1327758 38.3723051)",,,
"[345700664, 92653521]","['ΧΙΟΝΗΣ', 'Πολυτεχνείου']",primary,True,False,33.179,,ΕΟ75,"LINESTRING (26.1327758 38.3723051, 26.1327534 38.3722599, 26.1327369 38.3721885, 26.1327209 38.3720928, 26.1327225 38.372012)",,,
288097659,Ιουστινιάνη,secondary,False,False,6.321,,,"LINESTRING (26.1277241 38.3726446, 26.1277965 38.3726477)",,,
288097659,Ιουστινιάνη,secondary,False,True,6.321,,,"LINESTRING (26.1277965 38.3726477, 26.1277241 38.3726446)",,,
299135142,Ανθεστηρίων,residential,True,False,37.186,,,"LINESTRING (26.1277965 38.3726477, 26.1278314 38.372981)",,,
288097912,Ιουστινιάνη,secondary,True,False,153.647,,,"LINESTRING (26.1277965 38.3726477, 26.1284188 38.3726803, 26.1286495 38.3726572, 26.128852 38.3725972, 26.129198 38.3724921, 26.1294005 38.3724259, 26.1294944 38.3724006)",,,
288097912,Ιουστινιάνη,secondary,True,False,64.89,,,"LINESTRING (26.1294944 38.3724006, 26.1299383 38.3723754, 26.1300603 38.3723502, 26.1302253 38.3723091)",,,
288097912,Ιουστινιάνη,secondary,True,False,75.742,,,"LINESTRING (26.130409 38.3722576, 26.1305565 38.372224, 26.1305941 38.3722271, 26.1306289 38.372244, 26.130704 38.372306, 26.1307615 38.3723672, 26.1307843 38.3723819, 26.1308145 38.3723861, 26.130913 38.3723567, 26.1309647 38.3723525, 26.1310002 38.3723583, 26.1310223 38.3723746, 26.131094 38.3724746)",,,
288097912,Ιουστινιάνη,secondary,True,False,28.584000000000003,,,"LINESTRING (26.131094 38.3724746, 26.1311969 38.372643, 26.1312316 38.3726548, 26.1312834 38.3726572)",,,
299135152,Ελληνίου,residential,False,False,65.294,,,"LINESTRING (26.131094 38.3724746, 26.1304901 38.3727071, 26.130419 38.3727286)",,,
