osmid,oneway,ref,name,highway,reversed,length,bridge,geometry,lanes,maxspeed
753906994,False,,Αδριανού,residential,True,94.461,,"LINESTRING (23.9589947 38.1534016, 23.9590151 38.1534051, 23.959045 38.1534101, 23.9590772 38.1534165, 23.9591096 38.1534248, 23.959132 38.1534308, 23.9599991 38.1537119)",,
25457408,False,,Σπηλαίου Πανός,residential,False,73.904,,"LINESTRING (23.9595201 38.1542595, 23.9599991 38.1537119)",,
25457408,False,,Σπηλαίου Πανός,residential,True,70.486,,"LINESTRING (23.9595201 38.1542595, 23.9591256 38.1548123)",,
25457464,False,,Ιοκάστης,residential,False,89.765,,"LINESTRING (23.9595201 38.1542595, 23.9589263 38.1540388, 23.9586137 38.1538834)",,
25457464,False,,Ιοκάστης,residential,False,28.048,,"LINESTRING (23.9586137 38.1538834, 23.9583442 38.1537466)",,
25457432,False,,Κασσάνδρας,residential,False,63.489999999999995,,"LINESTRING (23.9586137 38.1538834, 23.9586665 38.1537854, 23.95872 38.1536985, 23.9587568 38.1536471, 23.9587916 38.1536036, 23.9588368 38.1535541, 23.9588841 38.1535066, 23.9589947 38.1534016)",,
25457432,False,,Κασσάνδρας,residential,True,98.025,,"LINESTRING (23.9586137 38.1538834, 23.958476 38.1542681, 23.958344 38.1547387)",,
25457464,False,,Ιοκάστης,residential,True,89.765,,"LINESTRING (23.9586137 38.1538834, 23.9589263 38.1540388, 23.9595201 38.1542595)",,
25457464,False,,Ιοκάστης,residential,True,28.048,,"LINESTRING (23.9583442 38.1537466, 23.9586137 38.1538834)",,
25457408,False,,Σπηλαίου Πανός,residential,False,60.355,,"LINESTRING (23.9583546 38.1560433, 23.9586277 38.1555448)",,
25457408,False,,Σπηλαίου Πανός,residential,True,7.931,,"LINESTRING (23.9583546 38.1560433, 23.9583187 38.1561088)",,
"[25457473, 1007585058]",False,,"['Αρριανού', 'Μεθοδίου']",residential,"[False, True]",182.07600000000005,,"LINESTRING (23.9583546 38.1560433, 23.9572288 38.1556186, 23.9571347 38.1555874, 23.9570686 38.1555718, 23.9570045 38.155561, 23.9569552 38.1555579, 23.9568685 38.1555658, 23.9568306 38.15557, 23.9568745 38.1558659, 23.9568797 38.1558996)",,
25457508,False,,Μεθοδίου,residential,True,9.184,,"LINESTRING (23.9568797 38.1558996, 23.9568971 38.1559606, 23.9568999 38.1559741, 23.9569002 38.1559805)",,
"[25457473, 1007585058]",False,,"['Μεθοδίου', 'Αρριανού']",residential,"[False, True]",182.076,,"LINESTRING (23.9568797 38.1558996, 23.9568745 38.1558659, 23.9568306 38.15557, 23.9568685 38.1555658, 23.9569552 38.1555579, 23.9570045 38.155561, 23.9570686 38.1555718, 23.9571347 38.1555874, 23.9572288 38.1556186, 23.9583546 38.1560433)",,
25457508,False,,Μεθοδίου,residential,False,94.347,,"LINESTRING (23.9566038 38.1567828, 23.9566149 38.1567006, 23.9566941 38.1563655, 23.9567498 38.1561978, 23.9567705 38.1561402, 23.9567779 38.1561252, 23.9567854 38.1561119, 23.9568007 38.1560902, 23.9568174 38.1560704, 23.956834 38.1560523, 23.9568526 38.1560358, 23.9568718 38.1560202, 23.9568807 38.1560121, 23.9568893 38.1560034, 23.9568929 38.1559988, 23.9568967 38.1559932, 23.9568991 38.1559872, 23.9569002 38.1559805)",,
1007581197,False,,Κυρίλλου,residential,True,78.04400000000001,,"LINESTRING (23.9566038 38.1567828, 23.9570224 38.1568886, 23.9570484 38.1568995, 23.9570702 38.1569117, 23.9571106 38.1569376, 23.9573821 38.1571044)",,
25457508,False,,Μεθοδίου,residential,False,9.184,,"LINESTRING (23.9569002 38.1559805, 23.9568999 38.1559741, 23.9568971 38.1559606, 23.9568797 38.1558996)",,
25457508,False,,Μεθοδίου,residential,True,94.34700000000001,,"LINESTRING (23.9569002 38.1559805, 23.9568991 38.1559872, 23.9568967 38.1559932, 23.9568929 38.1559988, 23.9568893 38.1560034, 23.9568807 38.1560121, 23.9568718 38.1560202, 23.9568526 38.1560358, 23.956834 38.1560523, 23.9568174 38.1560704, 23.9568007 38.1560902, 23.9567854 38.1561119, 23.9567779 38.1561252, 23.9567705 38.1561402, 23.9567498 38.1561978, 23.9566941 38.1563655, 23.9566149 38.1567006, 23.9566038 38.1567828)",,
1007585059,False,,Μεθοδίου,residential,False,15.777000000000001,,"LINESTRING (23.9569002 38.1559805, 23.9570081 38.1559541, 23.957073 38.1559397)",,
1007585059,False,,Μεθοδίου,residential,True,15.777000000000001,,"LINESTRING (23.957073 38.1559397, 23.9570081 38.1559541, 23.9569002 38.1559805)",,
25457831,False,,Μιλτιάδου,residential,False,88.976,,"LINESTRING (23.9650358 38.1551264, 23.9658495 38.1556069)",,
25457831,False,,Μιλτιάδου,residential,True,46.277,,"LINESTRING (23.9650358 38.1551264, 23.9645922 38.1548994)",,
25457851,False,,Αγίου Αθανασίου,residential,False,73.537,,"LINESTRING (23.9650358 38.1551264, 23.9650378 38.1550246, 23.9650226 38.154959, 23.9649628 38.1548189, 23.9649452 38.1547343, 23.9649532 38.154624, 23.9649609 38.1545519, 23.9649758 38.1544763)",,
25457831,False,,Μιλτιάδου,residential,False,99.582,,"LINESTRING (23.9658495 38.1556069, 23.9667936 38.1561078)",,
25457831,False,,Μιλτιάδου,residential,True,88.976,,"LINESTRING (23.9658495 38.1556069, 23.9650358 38.1551264)",,
1007307817,False,,Νικολάου Πλαστήρα,residential,True,62.026,,"LINESTRING (23.9658495 38.1556069, 23.9662878 38.1551683)",,
25457831,False,,Μιλτιάδου,residential,True,99.582,,"LINESTRING (23.9667936 38.1561078, 23.9658495 38.1556069)",,
179138863,False,,Μιλτιάδου,residential,False,57.727,,"LINESTRING (23.9667936 38.1561078, 23.9673565 38.1563791)",,
1007304816,False,,Αράχθου,residential,True,136.498,,"LINESTRING (23.9667936 38.1561078, 23.9668719 38.1559083, 23.9669251 38.1557818, 23.9669544 38.1557191, 23.9670013 38.1556263, 23.9670515 38.155536, 23.9671302 38.1554008, 23.9671777 38.1553225, 23.9673985 38.154979)",,
1007304815,False,,Μαιάνδρου,residential,True,61.635,,"LINESTRING (23.9656883 38.1531013, 23.9650572 38.1528544)",,
25457851,False,,Αγίου Αθανασίου,residential,False,67.736,,"LINESTRING (23.9656883 38.1531013, 23.9659385 38.1527177, 23.9660441 38.1525602)",,
25457851,False,,Αγίου Αθανασίου,residential,True,88.04599999999999,,"LINESTRING (23.9656883 38.1531013, 23.9655733 38.1532852, 23.9654699 38.1534481, 23.9652382 38.1538096)",,
25457894,False,,Οινουσών,residential,True,57.321,,"LINESTRING (23.9660441 38.1525602, 23.9654587 38.1523282)",,
25457851,False,,Αγίου Αθανασίου,residential,False,67.18299999999999,,"LINESTRING (23.9660441 38.1525602, 23.966115 38.1524561, 23.966167 38.1523769, 23.9663901 38.1520208)",,
25457851,False,,Αγίου Αθανασίου,residential,True,67.736,,"LINESTRING (23.9660441 38.1525602, 23.9659385 38.1527177, 23.9656883 38.1531013)",,
25457851,False,,Αγίου Αθανασίου,residential,False,66.263,,"LINESTRING (23.9663901 38.1520208, 23.9667262 38.1514867)",,
25457897,False,,Κύπρου,residential,True,57.588,,"LINESTRING (23.9663901 38.1520208, 23.9658002 38.1517905)",,
25457851,False,,Αγίου Αθανασίου,residential,True,67.18299999999999,,"LINESTRING (23.9663901 38.1520208, 23.966167 38.1523769, 23.966115 38.1524561, 23.9660441 38.1525602)",,
25457851,False,,Αγίου Αθανασίου,residential,True,66.263,,"LINESTRING (23.9667262 38.1514867, 23.9663901 38.1520208)",,
25457904,False,,Ιερέα Μαυρόπουλου,residential,True,120.025,,"LINESTRING (23.9667262 38.1514867, 23.9654979 38.1510049)",,
25457851,False,,Αγίου Αθανασίου,residential,False,61.689,,"LINESTRING (23.9667262 38.1514867, 23.9668423 38.1512962, 23.9669269 38.1511529, 23.9669867 38.1510513, 23.9670042 38.1510138, 23.9670152 38.1509813)",,
25457851,False,,Αγίου Αθανασίου,residential,False,97.18,,"LINESTRING (23.9670152 38.1509813, 23.9670618 38.150819, 23.9670905 38.1507316, 23.9671212 38.1506417, 23.9671595 38.1505374, 23.9672247 38.1503404, 23.9672967 38.150136)",,
25457851,False,,Αγίου Αθανασίου,residential,True,61.68899999999999,,"LINESTRING (23.9670152 38.1509813, 23.9670042 38.1510138, 23.9669867 38.1510513, 23.9669269 38.1511529, 23.9668423 38.1512962, 23.9667262 38.1514867)",,
288951903,False,,Προύσης,residential,True,116.842,,"LINESTRING (23.9670152 38.1509813, 23.9669443 38.1509644, 23.9667992 38.1509123, 23.9665155 38.1508109, 23.9660429 38.1506388, 23.9657998 38.1505461)",,
25457851,False,,Αγίου Αθανασίου,residential,True,97.18,,"LINESTRING (23.9672967 38.150136, 23.9672247 38.1503404, 23.9671595 38.1505374, 23.9671212 38.1506417, 23.9670905 38.1507316, 23.9670618 38.150819, 23.9670152 38.1509813)",,
25457871,False,,Μιλήτου,residential,False,70.906,,"LINESTRING (23.9641148 38.1531654, 23.9647716 38.1535394)",,
25457871,False,,Μιλήτου,residential,True,7.983,,"LINESTRING (23.9641148 38.1531654, 23.9640416 38.1531225)",,
25457874,False,,Χρυσοστόμου Σμύρνης,residential,False,67.684,,"LINESTRING (23.9641148 38.1531654, 23.9644783 38.152628)",,
25457871,False,,Μιλήτου,residential,False,50.668,,"LINESTRING (23.9647716 38.1535394, 23.9652382 38.1538096)",,
25457871,False,,Μιλήτου,residential,True,70.906,,"LINESTRING (23.9647716 38.1535394, 23.9641148 38.1531654)",,
25457889,False,,Σωκίων,residential,True,80.158,,"LINESTRING (23.9647716 38.1535394, 23.9650572 38.1528544)",,
25457874,False,,Χρυσοστόμου Σμύρνης,residential,False,38.385,,"LINESTRING (23.9652923 38.1513099, 23.9654979 38.1510049)",,
25457874,False,,Χρυσοστόμου Σμύρνης,residential,True,28.041,,"LINESTRING (23.9652923 38.1513099, 23.9651428 38.151533)",,
25457875,False,,Παγκόσμιας Φιλίας,residential,True,114.977,,"LINESTRING (23.9652923 38.1513099, 23.9641429 38.1508077)",,
25457874,False,,Χρυσοστόμου Σμύρνης,residential,False,101.168,,"LINESTRING (23.9657998 38.1505461, 23.9658101 38.150526, 23.9658366 38.150481, 23.9658779 38.1504182, 23.9660042 38.150228, 23.9660505 38.1501486, 23.966297 38.1497249)",,
25457874,False,,Χρυσοστόμου Σμύρνης,residential,True,57.444,,"LINESTRING (23.9657998 38.1505461, 23.9657559 38.150616, 23.9654979 38.1510049)",,
288951903,False,,Προύσης,residential,False,116.842,,"LINESTRING (23.9657998 38.1505461, 23.9660429 38.1506388, 23.9665155 38.1508109, 23.9667992 38.1509123, 23.9669443 38.1509644, 23.9670152 38.1509813)",,
25457877,False,,,residential,False,122.314,,"LINESTRING (23.9638102 38.1512164, 23.9649849 38.1518136)",,
684526369,False,ΕΟ83,Μαραθώνος,secondary,False,94.135,,"LINESTRING (23.9638102 38.1512164, 23.963726 38.1513087, 23.9634288 38.1516343, 23.9631845 38.1519053)",2,40
"[940866936, 940866937]",False,ΕΟ83,Μαραθώνος,secondary,True,54.063,,"LINESTRING (23.9638102 38.1512164, 23.9640485 38.1509485, 23.9640962 38.150883, 23.9641429 38.1508077)",,30
25457874,False,,Χρυσοστόμου Σμύρνης,residential,False,34.12,,"LINESTRING (23.9649849 38.1518136, 23.9651428 38.151533)",,
