osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,access,width,est_width,bridge,tunnel
143724342,False,Silver Street,living_street,20 mph,False,93.61500000000001,2,"LINESTRING (0.1177909 52.2024003, 0.117684 52.2023819, 0.1174635 52.2023439, 0.1171278 52.2022895, 0.1164591 52.2021947)",,5.9,,,
"[3993051, 42038439]",True,Corn Exchange Street,unclassified,20 mph,False,208.183,"['1', '2']","LINESTRING (0.1216765 52.2030956, 0.1213765 52.2032758, 0.1209874 52.2034928, 0.1207674 52.2036176, 0.1206436 52.2037208, 0.1206113 52.2037471, 0.1203542 52.2039692, 0.12033 52.2039881, 0.1200343 52.20422, 0.1196756 52.2045013)",,,,,
55217185,True,Downing Street,residential,20 mph,False,51.905,,"LINESTRING (0.1216765 52.2030956, 0.1217768 52.2031177, 0.1218564 52.203139, 0.1222234 52.2032352, 0.1223794 52.2032751)",,,,,
3986777,False,King Street,residential,20 mph,False,95.39800000000001,,"LINESTRING (0.1221249 52.2073659, 0.1221518 52.2073581, 0.1224662 52.20735, 0.122843 52.2073462, 0.1229343 52.2073455, 0.123116 52.207344, 0.1231834 52.2073462, 0.1232251 52.2073475, 0.1233045 52.2073519, 0.1235208 52.2073604)",,,,,
"[100328270, 3992966]",True,Malcolm Street,residential,20 mph,False,137.854,,"LINESTRING (0.1221249 52.2073659, 0.1220942 52.2073877, 0.1220748 52.207421, 0.1220622 52.2075012, 0.1220731 52.2076562, 0.1220726 52.207671, 0.1220709 52.207723, 0.1219884 52.2085946)",,,,,
3986774,False,Jesus Lane,residential,20 mph,True,128.424,,"LINESTRING (0.1238043 52.208289, 0.1233045 52.2083903, 0.1231862 52.2084142, 0.1231066 52.2084274, 0.1226132 52.2085086, 0.1223231 52.2085497, 0.1222769 52.2085563, 0.1219884 52.2085946)",,,,,
53142667,False,Jesus Lane,residential,20 mph,False,147.913,,"LINESTRING (0.1238043 52.208289, 0.1245223 52.2081423, 0.1250303 52.2080688, 0.1254702 52.2080068, 0.1258986 52.2079439)",,,,,
"[3993113, 53245471]",False,Manor Street,residential,20 mph,True,105.11000000000003,,"LINESTRING (0.1238043 52.208289, 0.1236931 52.2079464, 0.1236725 52.2078835, 0.1236632 52.2078549, 0.1236611 52.2078471, 0.1236246 52.207737, 0.1236151 52.2077096, 0.1236016 52.2076706, 0.1235591 52.2075479, 0.1235251 52.207402, 0.1235208 52.2073604)",,,,,
3986774,False,Jesus Lane,residential,20 mph,False,128.424,,"LINESTRING (0.1219884 52.2085946, 0.1222769 52.2085563, 0.1223231 52.2085497, 0.1226132 52.2085086, 0.1231066 52.2084274, 0.1231862 52.2084142, 0.1233045 52.2083903, 0.1238043 52.208289)",,,,,
53580498,False,Jesus Lane,residential,20 mph,True,116.09900000000002,,"LINESTRING (0.1219884 52.2085946, 0.121782 52.2086124, 0.1214689 52.2086304, 0.1213021 52.2086247, 0.1211162 52.2086049, 0.1209199 52.2085544, 0.1207418 52.2084898, 0.1204006 52.2083557)",,,,,
3992990,False,Park Street,residential,20 mph,True,83.78,,"LINESTRING (0.1204006 52.2083557, 0.1199771 52.208776, 0.1199712 52.2087822, 0.1199025 52.208861, 0.1198475 52.2089312, 0.1197975 52.2090106)",,,,,
3993126,False,Jesus Lane,residential,20 mph,False,97.329,,"LINESTRING (0.1204006 52.2083557, 0.1202266 52.2082608, 0.1199779 52.2081219, 0.119604 52.2079074, 0.1195204 52.2078499, 0.1194381 52.2077907, 0.1193978 52.2077675, 0.1193645 52.2077552)",,,,,
53580498,False,Jesus Lane,residential,20 mph,False,116.09899999999999,,"LINESTRING (0.1204006 52.2083557, 0.1207418 52.2084898, 0.1209199 52.2085544, 0.1211162 52.2086049, 0.1213021 52.2086247, 0.1214689 52.2086304, 0.121782 52.2086124, 0.1219884 52.2085946)",,,,,
3992990,False,Park Street,residential,20 mph,False,83.78,,"LINESTRING (0.1197975 52.2090106, 0.1198475 52.2089312, 0.1199025 52.208861, 0.1199712 52.2087822, 0.1199771 52.208776, 0.1204006 52.2083557)",,,,,
27421491,False,Park Street,residential,20 mph,False,83.25799999999998,,"LINESTRING (0.1197975 52.2090106, 0.1196972 52.2091662, 0.1196338 52.2092843, 0.1195945 52.2094041, 0.1195691 52.2095259, 0.1195581 52.2096355, 0.1195696 52.2097029, 0.1195829 52.2097365)",,,,,
3993126,False,Jesus Lane,residential,20 mph,True,97.329,,"LINESTRING (0.1193645 52.2077552, 0.1193978 52.2077675, 0.1194381 52.2077907, 0.1195204 52.2078499, 0.119604 52.2079074, 0.1199779 52.2081219, 0.1202266 52.2082608, 0.1204006 52.2083557)",,,,,
9042753,True,Bridge Street,living_street,20 mph,False,94.901,,"LINESTRING (0.1193645 52.2077552, 0.119318 52.207757, 0.1192791 52.2077757, 0.1191787 52.207846, 0.1187347 52.2082477, 0.1186437 52.2083301, 0.1185677 52.2083815, 0.1185074 52.2084108)",,,,,
"[913667434, 3986788, 866842581, 947874751]",True,Emmanuel Street,residential,20 mph,False,145.941,,"LINESTRING (0.1244424 52.2050273, 0.1243853 52.2049936, 0.124118 52.2047659, 0.123969 52.204646, 0.1238375 52.2045402, 0.1236624 52.2044087, 0.1232958 52.2041912, 0.123043 52.2040389)",destination,,,,
"[3986787, 847851244]",False,Drummer Street,residential,20 mph,True,78.70400000000001,,"LINESTRING (0.1244424 52.2050273, 0.1245021 52.2050384, 0.1245792 52.2050326, 0.1251076 52.2048945, 0.1253438 52.204841, 0.1255267 52.2048127)",destination,,,,
3986744,False,Regent Street,unclassified,20 mph,True,3.741,2,"LINESTRING (0.1247735 52.2021675, 0.1247474 52.2021971)",,,,,
3986762,False,Emmanuel Road,residential,20 mph,True,56.947,,"LINESTRING (0.1255267 52.2048127, 0.1256673 52.2049064, 0.1259752 52.2052418)",,,,,
"[3986787, 847851244]",False,Drummer Street,residential,20 mph,False,78.70400000000001,,"LINESTRING (0.1255267 52.2048127, 0.1253438 52.204841, 0.1251076 52.2048945, 0.1245792 52.2050326, 0.1245021 52.2050384, 0.1244424 52.2050273)",destination,,,,
3993043,True,Bene't Street,living_street,20 mph,False,112.36300000000001,,"LINESTRING (0.1189897 52.2042471, 0.1189145 52.2041761, 0.1185396 52.2040517, 0.1184746 52.2040301, 0.1182794 52.2039653, 0.1181598 52.2039298, 0.1179767 52.2038746, 0.1178788 52.203845, 0.1175459 52.203796)",,6,,,
"[908373409, 55216749]",False,Peas Hill,living_street,20 mph,True,38.717,,"LINESTRING (0.1189897 52.2042471, 0.1189256 52.204381, 0.1188337 52.2045819)",,14.4,,,
3993063,False,Free School Lane,unclassified,20 mph,False,14.44,,"LINESTRING (0.1194365 52.2024566, 0.1193276 52.2025308, 0.1192841 52.2025447)",,,2,,
3993065,True,Pembroke Street,residential,20 mph,False,92.32400000000001,,"LINESTRING (0.1194365 52.2024566, 0.1195775 52.2025594, 0.1196037 52.2025724, 0.1197369 52.2026383, 0.1199456 52.2026867, 0.1204075 52.2027835, 0.1205333 52.2028144, 0.1206122 52.2028319)",,,,,
3986744,False,Regent Street,unclassified,20 mph,False,3.741,2,"LINESTRING (0.1247474 52.2021971, 0.1247735 52.2021675)",,,,,
27421491,False,Park Street,residential,20 mph,True,83.25800000000001,,"LINESTRING (0.1195829 52.2097365, 0.1195696 52.2097029, 0.1195581 52.2096355, 0.1195691 52.2095259, 0.1195945 52.2094041, 0.1196338 52.2092843, 0.1196972 52.2091662, 0.1197975 52.2090106)",,,,,
3993048,False,King's Parade,living_street,20 mph,True,146.02200000000002,2,"LINESTRING (0.1177971 52.2050995, 0.1176627 52.2045699, 0.1176368 52.2044024, 0.1176307 52.2043654, 0.1176132 52.2042588, 0.1175971 52.2041212, 0.1175592 52.2038803, 0.1175459 52.203796)",,,,,
"[908373409, 55216749]",False,Peas Hill,living_street,20 mph,False,38.717,,"LINESTRING (0.1188337 52.2045819, 0.1189256 52.204381, 0.1189897 52.2042471)",,14.4,,,
147495405,False,Downing Place,residential,20 mph,True,159.164,,"LINESTRING (0.1238636 52.2021729, 0.1232136 52.2025928, 0.1223794 52.2032751)",,,,,
3993048,False,King's Parade,living_street,20 mph,False,146.02200000000002,2,"LINESTRING (0.1175459 52.203796, 0.1175592 52.2038803, 0.1175971 52.2041212, 0.1176132 52.2042588, 0.1176307 52.2043654, 0.1176368 52.2044024, 0.1176627 52.2045699, 0.1177971 52.2050995)",,,,,
3993069,False,Trumpington Street,living_street,20 mph,False,156.786,2,"LINESTRING (0.1175459 52.203796, 0.1175361 52.2035403, 0.1175278 52.2033377, 0.1175433 52.2032378, 0.1175928 52.2030566, 0.1176083 52.202999, 0.1176232 52.2029438, 0.1176407 52.2028792, 0.1176615 52.2028028, 0.1177909 52.2024003)",,,,,
24448524,False,Trumpington Street,residential,20 mph,False,16.911,,"LINESTRING (0.117852 52.2022529, 0.1177909 52.2024003)",,7.9,,,
24448524,False,Trumpington Street,residential,20 mph,True,39.736999999999995,,"LINESTRING (0.117852 52.2022529, 0.1179223 52.2021222, 0.1180646 52.2019205)",,7.9,,,
40801389,False,Botolph Lane,unclassified,20 mph,True,103.103,1,"LINESTRING (0.117852 52.2022529, 0.1189066 52.2024371, 0.1192841 52.2025447)",,2.27,,,
365877271,False,Free School Lane,unclassified,20 mph,True,154.313,,"LINESTRING (0.1184586 52.2038147, 0.118542 52.2037522, 0.1185872 52.2035714, 0.1186517 52.2034538, 0.1187102 52.2033414, 0.1189874 52.2030665, 0.1190851 52.2029103, 0.1191528 52.2026791, 0.1191935 52.2026376, 0.119221 52.2026083, 0.1192666 52.2025597, 0.1192841 52.2025447)",,,,,
"[762083761, 13488289, 143724342, 143469263]",False,Silver Street,"['residential', 'living_street']",20 mph,"[False, True]",199.85300000000004,2,"LINESTRING (0.1164591 52.2021947, 0.1162917 52.2021706, 0.1158118 52.2021, 0.115748 52.2020837, 0.1155271 52.2019779, 0.1154988 52.2019621, 0.1152649 52.2018496, 0.1151286 52.201781, 0.1149835 52.2016898, 0.1148984 52.2016182, 0.1147512 52.2014353, 0.1146345 52.2013276, 0.1145338 52.2012832, 0.1144601 52.2012513, 0.1143025 52.2011633, 0.1142357 52.2011341)",,5.9,,yes,
143724342,False,Silver Street,living_street,20 mph,True,93.61500000000001,2,"LINESTRING (0.1164591 52.2021947, 0.1171278 52.2022895, 0.1174635 52.2023439, 0.117684 52.2023819, 0.1177909 52.2024003)",,5.9,,,
"[148215570, 148215554]",False,"['Kings Lane', 'Queens Lane']",residential,20 mph,False,159.97899999999998,2,"LINESTRING (0.1164591 52.2021947, 0.1164461 52.2022341, 0.1164076 52.2023506, 0.1163907 52.202405, 0.1163604 52.2025024, 0.1163401 52.2025695, 0.1162431 52.2028912, 0.1162394 52.2029278, 0.1162303 52.2030153, 0.116191 52.2033938, 0.1162181 52.2034398, 0.1165008 52.2034771)",,,,,
"[13488289, 762083761, 143724342, 143469263]",False,Silver Street,"['residential', 'living_street']",20 mph,"[False, True]",199.853,2,"LINESTRING (0.1142357 52.2011341, 0.1143025 52.2011633, 0.1144601 52.2012513, 0.1145338 52.2012832, 0.1146345 52.2013276, 0.1147512 52.2014353, 0.1148984 52.2016182, 0.1149835 52.2016898, 0.1151286 52.201781, 0.1152649 52.2018496, 0.1154988 52.2019621, 0.1155271 52.2019779, 0.115748 52.2020837, 0.1158118 52.2021, 0.1162917 52.2021706, 0.1164591 52.2021947)",,5.9,,yes,
3993100,False,Trumpington Street,residential,20 mph,False,63.847,,"LINESTRING (0.1185281 52.2014215, 0.1181756 52.2018004, 0.1180646 52.2019205)",,11.1,,,
157556181,False,Tennis Court Terrace,residential,,True,65.937,,"LINESTRING (0.1213005 52.2014503, 0.1204036 52.2012279)",,,,,
3993098,False,Tennis Court Road,residential,20 mph,True,161.67000000000002,,"LINESTRING (0.1213005 52.2014503, 0.121269 52.2014887, 0.121203 52.2016684, 0.1211749 52.2017819, 0.1210816 52.2021245, 0.1210669 52.2021586, 0.121044 52.2022116, 0.1208564 52.202498, 0.1206122 52.2028319)",,,,,
157556181,False,Tennis Court Terrace,residential,,False,65.937,,"LINESTRING (0.1204036 52.2012279, 0.1213005 52.2014503)",,,,,
3993115,False,Belmont Place,residential,,False,69.389,,"LINESTRING (0.1257248 52.2073366, 0.1257033 52.2073842, 0.1257035 52.2074695, 0.1257515 52.2075731, 0.1257721 52.2076167, 0.1258986 52.2079439)",,,,,
53142666,False,King Street,residential,20 mph,True,151.22,,"LINESTRING (0.1257248 52.2073366, 0.1256798 52.2073291, 0.1252914 52.2073152, 0.1252335 52.2073133, 0.1251772 52.2073147, 0.1250629 52.2073203, 0.1249085 52.2073331, 0.1245283 52.207366, 0.1244729 52.2073705, 0.1242011 52.2073877, 0.1240337 52.2073966, 0.1239329 52.2073977, 0.1237666 52.2073866, 0.1235208 52.2073604)",,,,,
3993115,False,Belmont Place,residential,,True,69.389,,"LINESTRING (0.1258986 52.2079439, 0.1257721 52.2076167, 0.1257515 52.2075731, 0.1257035 52.2074695, 0.1257033 52.2073842, 0.1257248 52.2073366)",,,,,
53142667,False,Jesus Lane,residential,20 mph,True,147.913,,"LINESTRING (0.1258986 52.2079439, 0.1254702 52.2080068, 0.1250303 52.2080688, 0.1245223 52.2081423, 0.1238043 52.208289)",,,,,
3993063,False,Free School Lane,unclassified,20 mph,True,14.44,,"LINESTRING (0.1192841 52.2025447, 0.1193276 52.2025308, 0.1194365 52.2024566)",,,2,,
40801389,False,Botolph Lane,unclassified,20 mph,False,103.103,1,"LINESTRING (0.1192841 52.2025447, 0.1189066 52.2024371, 0.117852 52.2022529)",,2.27,,,
365877271,False,Free School Lane,unclassified,20 mph,False,154.313,,"LINESTRING (0.1192841 52.2025447, 0.1192666 52.2025597, 0.119221 52.2026083, 0.1191935 52.2026376, 0.1191528 52.2026791, 0.1190851 52.2029103, 0.1189874 52.2030665, 0.1187102 52.2033414, 0.1186517 52.2034538, 0.1185872 52.2035714, 0.118542 52.2037522, 0.1184586 52.2038147)",,,,,
"[27110491, 41189619]",False,St Tibb's Row,"['unclassified', 'residential']",,False,73.45,,"LINESTRING (0.1217557 52.2038052, 0.1218861 52.2037244, 0.122214 52.203481, 0.1224015 52.2032803)",,,,,yes
3993059,True,Wheeler Street,living_street,20 mph,False,54.809000000000005,,"LINESTRING (0.1196756 52.2045013, 0.1196102 52.2044738, 0.1194558 52.2043989, 0.119235 52.2043216, 0.1189897 52.2042471)",,4.8,,,
147493262,False,Guildhall Street,living_street,20 mph,True,52.521,,"LINESTRING (0.1196756 52.2045013, 0.1197728 52.2045671, 0.1198128 52.204611, 0.1198196 52.2046591, 0.1196604 52.2048915, 0.1196396 52.2049219)",,4,,,
104019045,True,Round Church Street,residential,20 mph,False,113.465,,"LINESTRING (0.118477 52.2084563, 0.1184852 52.2084759, 0.1185229 52.2084947, 0.1185893 52.2085192, 0.1187079 52.2085768, 0.118861 52.2086583, 0.1189186 52.208689, 0.1191629 52.2088351, 0.1192667 52.2088856, 0.1195559 52.2090074, 0.1196202 52.2090245, 0.1196853 52.2090272, 0.1197975 52.2090106)",,,,,
"[4604368, 148815860, 3992999]",False,Bridge Street,living_street,20 mph,"[False, True]",104.0,,"LINESTRING (0.118477 52.2084563, 0.1184369 52.208485, 0.1183031 52.2085947, 0.1181431 52.2087333, 0.1180104 52.2088378, 0.117893 52.2089445, 0.1178509 52.2089857, 0.1177837 52.2090387, 0.1177265 52.2090798, 0.1175556 52.2092007)",no,,,,
169507718,False,Bridge Street,residential,20 mph,False,5.588,,"LINESTRING (0.118477 52.2084563, 0.1184813 52.2084364, 0.1185074 52.2084108)",,,,,
"[27110491, 41189619]",False,St Tibb's Row,"['residential', 'unclassified']",,True,73.45,,"LINESTRING (0.1224015 52.2032803, 0.122214 52.203481, 0.1218861 52.2037244, 0.1217557 52.2038052)",,,,,yes
55217185,True,Downing Street,residential,20 mph,False,80.118,,"LINESTRING (0.1224015 52.2032803, 0.1233011 52.203491, 0.1233518 52.2035074, 0.1234909 52.2035497)",,,,,
147493262,False,Guildhall Street,living_street,20 mph,False,52.521,,"LINESTRING (0.1196396 52.2049219, 0.1196604 52.2048915, 0.1198196 52.2046591, 0.1198128 52.204611, 0.1197728 52.2045671, 0.1196756 52.2045013)",,4,,,
"[148215554, 148215570]",False,"['Kings Lane', 'Queens Lane']",residential,20 mph,True,159.97899999999998,2,"LINESTRING (0.1165008 52.2034771, 0.1162181 52.2034398, 0.116191 52.2033938, 0.1162303 52.2030153, 0.1162394 52.2029278, 0.1162431 52.2028912, 0.1163401 52.2025695, 0.1163604 52.2025024, 0.1163907 52.202405, 0.1164076 52.2023506, 0.1164461 52.2022341, 0.1164591 52.2021947)",,,,,
3986762,False,Emmanuel Road,residential,20 mph,False,56.947,,"LINESTRING (0.1259752 52.2052418, 0.1256673 52.2049064, 0.1255267 52.2048127)",,,,,
