osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed,ref
816740884,2,Charles Street,residential,9.1,False,True,172.14600000000002,"LINESTRING (-71.425804 42.200469, -71.4262026 42.2004729, -71.4263119 42.2004744, -71.42663 42.200478, -71.426917 42.200495, -71.427338 42.200498, -71.427891 42.200531)",,
8759106,2,Church Place,residential,7.6,False,False,83.114,"LINESTRING (-71.429443 42.203907, -71.42847 42.203709)",,
8759244,2,Washington Street,primary,15.2,False,True,51.892,"LINESTRING (-71.4291916 42.2014902, -71.4290277 42.2019408)",30 mph,MA 16;MA 126
"[8758816, 1164898907]",2,Church Street,tertiary,10.7,False,False,273.923,"LINESTRING (-71.4291916 42.2014902, -71.4289782 42.2014628, -71.428511 42.20143, -71.4276209 42.2013746, -71.427563 42.201371, -71.426737 42.201338, -71.425877 42.201307)",,
"[1164898906, 8759228]",2,Washington Street,primary,15.2,False,"[False, True]",77.995,"LINESTRING (-71.4291916 42.2014902, -71.4293589 42.2009529, -71.429406 42.200807)",30 mph,MA 16;MA 126
8758723,2,Hampshire Street,residential,9.1,False,False,152.911,"LINESTRING (-71.42519 42.203304, -71.424953 42.203304, -71.424698 42.203294, -71.423976 42.203276, -71.423577 42.203267, -71.423335 42.2032561)",,
8759158,2,Grove Street,residential,10.7,False,True,136.17,"LINESTRING (-71.42519 42.203304, -71.42522 42.202324, -71.42523 42.2021861, -71.4252377 42.20208)",,
8758711,2,Exchange Street,residential,10.7,False,True,32.147,"LINESTRING (-71.428747 42.199017, -71.429109 42.199125)",,
8759224,2,Mechanic Street,residential,9.1,False,True,213.455,"LINESTRING (-71.428747 42.199017, -71.4295786 42.1971989)",,
8758711,2,Exchange Street,residential,10.7,False,False,136.93200000000002,"LINESTRING (-71.428747 42.199017, -71.428179 42.198872, -71.4276725 42.1987454, -71.427595 42.198726, -71.4271762 42.1986142)",,
8759207,2,Elm Street,residential,12.2,False,False,145.056,"LINESTRING (-71.4289341 42.2021616, -71.4287308 42.2021399, -71.4286803 42.2021374, -71.4283519 42.2021283, -71.4279851 42.2021164, -71.427871 42.202115, -71.427176 42.202107)",,
8759244,2,Washington Street,primary,15.2,False,False,25.747,"LINESTRING (-71.4289341 42.2021616, -71.4290063 42.202002, -71.4290277 42.2019408)",30 mph,MA 16;MA 126
"[92017464, 8759244]",2,Washington Street,primary,15.2,False,"[False, True]",176.30900000000003,"LINESTRING (-71.4289341 42.2021616, -71.428852 42.2023865, -71.428655 42.203059, -71.428616 42.203225, -71.428542 42.203481, -71.42847 42.203709)",30 mph,MA 16;MA 126
8759224,2,Mechanic Street,residential,9.1,False,False,91.78399999999999,"LINESTRING (-71.4302355 42.1957847, -71.4302038 42.1958521, -71.429869 42.1965642)",,
"[175113169, 8759180]",1,Charles Street,residential,9.1,True,False,56.593999999999994,"LINESTRING (-71.429406 42.200807, -71.429262 42.20076, -71.4288855 42.2006927, -71.4287463 42.2006705)",,
"[1164898906, 8759228]",2,Washington Street,primary,15.2,False,"[False, True]",77.995,"LINESTRING (-71.429406 42.200807, -71.4293589 42.2009529, -71.4291916 42.2014902)",30 mph,MA 16;MA 126
8759228,2,Washington Street,primary,15.2,False,True,136.50600000000003,"LINESTRING (-71.429406 42.200807, -71.429469 42.200669, -71.4294951 42.2005939, -71.4295234 42.2005127, -71.4295539 42.200425, -71.4295839 42.2003388, -71.429652 42.200143, -71.4297277 42.1999655, -71.429785 42.199831, -71.429882 42.199632)",30 mph,MA 16;MA 126
8758668,2,Railroad Street,tertiary,10.7,False,False,147.52100000000002,"LINESTRING (-71.425206 42.200113, -71.42478 42.200618, -71.424657 42.200772, -71.424279 42.201248)",,
8759197,2,Railroad Street,residential,10.7,False,True,215.56,"LINESTRING (-71.425206 42.200113, -71.42555 42.199688, -71.4255698 42.1996641, -71.425917 42.199244, -71.426573 42.19846)",,
"[1164916477, 521564526]",2,Central Street,secondary,15.2,False,False,51.37,"LINESTRING (-71.425206 42.200113, -71.4248693 42.2001523, -71.4248004 42.2001604, -71.42459 42.200185)",,
521564526,2,Central Street,secondary,15.2,False,True,43.269,"LINESTRING (-71.425206 42.200113, -71.4252967 42.2001034, -71.425726 42.200058)",,
8758701,2,Vine Street,residential,9.1,False,True,135.401,"LINESTRING (-71.423232 42.19914, -71.423435 42.199031, -71.423612 42.198953, -71.423729 42.198915, -71.423856 42.198904, -71.424072 42.198899, -71.424787 42.198915)",,
8759262,2,Norfolk Street,secondary,11.6,False,False,243.928,"LINESTRING (-71.423232 42.19914, -71.422918 42.198821, -71.422788 42.198693, -71.422657 42.198617, -71.422551 42.198559, -71.422406 42.198516, -71.422285 42.19849, -71.422106 42.198476, -71.4220017 42.1984741, -71.421884 42.198472, -71.421608 42.198479, -71.42123 42.198475, -71.420911 42.198475, -71.420655 42.198464)",,
8759262,2,Norfolk Street,secondary,11.6,False,True,137.894,"LINESTRING (-71.423232 42.19914, -71.423445 42.199395, -71.423498 42.199478, -71.423537 42.199547, -71.423575 42.19964, -71.423653 42.199828, -71.423691 42.199958, -71.423735 42.200102, -71.423744 42.200301)",,
8758746,2,Irving Place,residential,10.7,False,False,151.852,"LINESTRING (-71.427176 42.202107, -71.427189 42.202595, -71.427222 42.203213, -71.427222 42.203391, -71.427218 42.203472)",,
8759207,2,Elm Street,residential,12.2,False,False,159.689,"LINESTRING (-71.427176 42.202107, -71.426758 42.202101, -71.425958 42.202089, -71.4253295 42.2020811, -71.4252377 42.20208)",,
8759207,2,Elm Street,residential,12.2,False,True,145.056,"LINESTRING (-71.427176 42.202107, -71.427871 42.202115, -71.4279851 42.2021164, -71.4283519 42.2021283, -71.4286803 42.2021374, -71.4287308 42.2021399, -71.4289341 42.2021616)",,
521564526,2,Central Street,secondary,15.2,False,False,25.977,"LINESTRING (-71.426038 42.200024, -71.425726 42.200058)",,
8759166,2,Union Street,residential,10.7,False,True,182.67500000000004,"LINESTRING (-71.426038 42.200024, -71.4261078 42.1999364, -71.426575 42.19935, -71.426904 42.198936, -71.427138 42.1986611, -71.4271762 42.1986142)",,
521564526,2,Central Street,secondary,15.2,False,True,147.62400000000002,"LINESTRING (-71.426038 42.200024, -71.4262869 42.1999968, -71.426916 42.199928, -71.427809 42.199821)",,
521564525,2,Central Street,secondary,15.2,False,False,45.432,"LINESTRING (-71.4207754 42.2008757, -71.4202357 42.2009599)",,
8759237,2,Franklin Street,tertiary,9.1,False,True,269.703,"LINESTRING (-71.4207754 42.2008757, -71.420512 42.199914, -71.420224 42.198714, -71.4201859 42.1984904)",,
1164916477,2,Central Street,secondary,15.2,False,True,117.41499999999999,"LINESTRING (-71.4207754 42.2008757, -71.421477 42.200733, -71.422151 42.200599)",,
8759217,2,Maeder Row,residential,9.1,False,False,79.237,"LINESTRING (-71.427809 42.199821, -71.427891 42.200531)",,
521564526,2,Central Street,secondary,15.2,False,False,147.624,"LINESTRING (-71.427809 42.199821, -71.426916 42.199928, -71.4262869 42.1999968, -71.426038 42.200024)",,
521564526,2,Central Street,secondary,15.2,False,True,93.266,"LINESTRING (-71.427809 42.199821, -71.4282316 42.1997668, -71.428308 42.199757, -71.4285168 42.1997357, -71.42872 42.199715, -71.428928 42.199694)",,
813081425,2,Exchange Street,residential,10.7,False,False,25.819,"LINESTRING (-71.426102 42.198314, -71.425816 42.198219)",,
8758739,2,Front Street,residential,10.7,False,False,98.87299999999999,"LINESTRING (-71.426102 42.198314, -71.425797 42.198649, -71.425447 42.199059)",,
"[813081426, 1049825558, 1049825559]",2,Exchange Street,residential,10.7,False,True,42.084,"LINESTRING (-71.426102 42.198314, -71.4262692 42.1983592, -71.4264211 42.1984096, -71.426573 42.19846)",,
1164898907,2,Church Street,tertiary,10.7,False,True,49.369,"LINESTRING (-71.425278 42.201292, -71.425877 42.201307)",,
8759158,2,Grove Street,residential,10.7,False,False,87.68599999999999,"LINESTRING (-71.425278 42.201292, -71.4252726 42.2013628, -71.4252407 42.2020175, -71.4252377 42.20208)",,
1164898907,2,Church Street,tertiary,10.7,False,False,82.43700000000001,"LINESTRING (-71.425278 42.201292, -71.42472 42.20127, -71.424279 42.201248)",,
8759244,2,Washington Street,primary,15.2,False,False,51.892,"LINESTRING (-71.4290277 42.2019408, -71.4291916 42.2014902)",30 mph,MA 16;MA 126
8759244,2,Washington Street,primary,15.2,False,True,25.747,"LINESTRING (-71.4290277 42.2019408, -71.4290063 42.202002, -71.4289341 42.2021616)",30 mph,MA 16;MA 126
8758711,2,Exchange Street,residential,10.7,False,False,52.571,"LINESTRING (-71.4271762 42.1986142, -71.4269275 42.1985469, -71.426845 42.198526, -71.4267076 42.1984927, -71.426573 42.19846)",,
8758711,2,Exchange Street,residential,10.7,False,True,136.932,"LINESTRING (-71.4271762 42.1986142, -71.427595 42.198726, -71.4276725 42.1987454, -71.428179 42.198872, -71.428747 42.199017)",,
8759166,2,Union Street,residential,10.7,False,False,182.675,"LINESTRING (-71.4271762 42.1986142, -71.427138 42.1986611, -71.426904 42.198936, -71.426575 42.19935, -71.4261078 42.1999364, -71.426038 42.200024)",,
8759166,2,Union Street,residential,10.7,False,True,236.785,"LINESTRING (-71.4271762 42.1986142, -71.4272105 42.1985635, -71.4272883 42.1984483, -71.4274 42.198294, -71.427745 42.197805, -71.428257 42.197079, -71.42852 42.196732)",,
8759191,2,Regency Drive,residential,9.1,False,False,167.002,"LINESTRING (-71.4218775 42.1998167, -71.4223009 42.1997432, -71.422139 42.1993349, -71.4217839 42.1993382, -71.4217847 42.1994245, -71.4218345 42.1997705, -71.42185 42.199795, -71.4218775 42.1998167)",,
8759191,2,Regency Drive,residential,9.1,False,True,167.002,"LINESTRING (-71.4218775 42.1998167, -71.42185 42.199795, -71.4218345 42.1997705, -71.4217847 42.1994245, -71.4217839 42.1993382, -71.422139 42.1993349, -71.4223009 42.1997432, -71.4218775 42.1998167)",,
8759191,2,Regency Drive,residential,9.1,False,False,89.87800000000001,"LINESTRING (-71.4218775 42.1998167, -71.421946 42.200013, -71.422016 42.200242, -71.422151 42.200599)",,
8759138,2,School Street,residential,9.5,False,False,101.489,"LINESTRING (-71.4295786 42.1971989, -71.42852 42.196732)",,
8759224,2,Mechanic Street,residential,9.1,False,False,213.455,"LINESTRING (-71.4295786 42.1971989, -71.428747 42.199017)",,
8759224,2,Mechanic Street,residential,9.1,False,True,74.52,"LINESTRING (-71.4295786 42.1971989, -71.429869 42.1965642)",,
8759224,2,Mechanic Street,residential,9.1,False,False,74.52,"LINESTRING (-71.429869 42.1965642, -71.4295786 42.1971989)",,
8759224,2,Mechanic Street,residential,9.1,False,True,91.78399999999999,"LINESTRING (-71.429869 42.1965642, -71.4302038 42.1958521, -71.4302355 42.1957847)",,
8759166,2,Union Street,residential,10.7,False,False,112.502,"LINESTRING (-71.4292174 42.1958622, -71.428977 42.196151, -71.428826 42.1963433, -71.428798 42.196379, -71.428793 42.196385, -71.42852 42.196732)",,
180645555,2,Franklin Street,tertiary,9.1,False,True,38.754,"LINESTRING (-71.420655 42.198464, -71.4201859 42.1984904)",,
8759262,2,Norfolk Street,secondary,11.6,False,False,46.452000000000005,"LINESTRING (-71.420655 42.198464, -71.420514 42.198446, -71.420389 42.19841, -71.420282 42.198363, -71.420152 42.198291)",,
8759262,2,Norfolk Street,secondary,11.6,False,True,243.92799999999997,"LINESTRING (-71.420655 42.198464, -71.420911 42.198475, -71.42123 42.198475, -71.421608 42.198479, -71.421884 42.198472, -71.4220017 42.1984741, -71.422106 42.198476, -71.422285 42.19849, -71.422406 42.198516, -71.422551 42.198559, -71.422657 42.198617, -71.422788 42.198693, -71.422918 42.198821, -71.423232 42.19914)",,
8759136,2,Winthrop Street,residential,10.7,False,True,23.859,"LINESTRING (-71.42459 42.200185, -71.424625 42.199972)",,
1164916477,2,Central Street,secondary,15.2,False,False,70.872,"LINESTRING (-71.42459 42.200185, -71.423744 42.200301)",,
"[1164916477, 521564526]",2,Central Street,secondary,15.2,False,True,51.370000000000005,"LINESTRING (-71.42459 42.200185, -71.4248004 42.2001604, -71.4248693 42.2001523, -71.425206 42.200113)",,
8759136,2,Winthrop Street,residential,10.7,False,False,23.859,"LINESTRING (-71.424625 42.199972, -71.42459 42.200185)",,
8758739,2,Front Street,residential,10.7,False,True,122.43799999999999,"LINESTRING (-71.424625 42.199972, -71.424767 42.199845, -71.4249 42.199734, -71.425324 42.199234, -71.4254226 42.1990937, -71.425447 42.199059)",,
8759136,2,Winthrop Street,residential,10.7,False,True,118.291,"LINESTRING (-71.424625 42.199972, -71.424685 42.199597, -71.424736 42.199234, -71.424787 42.198915)",,
8758668,2,Railroad Street,tertiary,10.7,False,False,99.64,"LINESTRING (-71.424279 42.201248, -71.424106 42.201489, -71.423655 42.202015)",,
8758668,2,Railroad Street,tertiary,10.7,False,True,147.52100000000002,"LINESTRING (-71.424279 42.201248, -71.424657 42.200772, -71.42478 42.200618, -71.425206 42.200113)",,
1164898907,2,Church Street,tertiary,10.7,False,False,57.572,"LINESTRING (-71.424279 42.201248, -71.4240115 42.2012378, -71.4239409 42.2012273, -71.423583 42.201206)",,
1164898907,2,Church Street,tertiary,10.7,False,True,82.43700000000001,"LINESTRING (-71.424279 42.201248, -71.42472 42.20127, -71.425278 42.201292)",,
8759138,2,School Street,residential,9.5,False,True,101.489,"LINESTRING (-71.42852 42.196732, -71.4295786 42.1971989)",,
8759166,2,Union Street,residential,10.7,False,False,236.78500000000003,"LINESTRING (-71.42852 42.196732, -71.428257 42.197079, -71.427745 42.197805, -71.4274 42.198294, -71.4272883 42.1984483, -71.4272105 42.1985635, -71.4271762 42.1986142)",,
8759166,2,Union Street,residential,10.7,False,True,112.502,"LINESTRING (-71.42852 42.196732, -71.428793 42.196385, -71.428798 42.196379, -71.428826 42.1963433, -71.428977 42.196151, -71.4292174 42.1958622)",,
521564526,2,Central Street,secondary,15.2,False,True,25.977,"LINESTRING (-71.425726 42.200058, -71.426038 42.200024)",,
8759218,2,Fruit Street,residential,9.1,False,False,46.15,"LINESTRING (-71.425726 42.200058, -71.4257562 42.2002174, -71.425804 42.200469)",,
521564526,2,Central Street,secondary,15.2,False,False,43.269,"LINESTRING (-71.425726 42.200058, -71.4252967 42.2001034, -71.425206 42.200113)",,
8759106,2,Church Place,residential,7.6,False,True,83.114,"LINESTRING (-71.42847 42.203709, -71.429443 42.203907)",,
"[92017464, 8759244]",2,Washington Street,primary,15.2,False,"[False, True]",176.30900000000003,"LINESTRING (-71.42847 42.203709, -71.428542 42.203481, -71.428616 42.203225, -71.428655 42.203059, -71.428852 42.2023865, -71.4289341 42.2021616)",30 mph,MA 16;MA 126
8759158,2,Grove Street,residential,10.7,False,False,136.17,"LINESTRING (-71.4252377 42.20208, -71.42523 42.2021861, -71.42522 42.202324, -71.42519 42.203304)",,
8759158,2,Grove Street,residential,10.7,False,True,87.68599999999999,"LINESTRING (-71.4252377 42.20208, -71.4252407 42.2020175, -71.4252726 42.2013628, -71.425278 42.201292)",,
8759207,2,Elm Street,residential,12.2,False,False,130.678,"LINESTRING (-71.4252377 42.20208, -71.424299 42.202055, -71.423964 42.202046, -71.423793 42.202032, -71.423655 42.202015)",,
8759207,2,Elm Street,residential,12.2,False,True,159.68900000000002,"LINESTRING (-71.4252377 42.20208, -71.4253295 42.2020811, -71.425958 42.202089, -71.426758 42.202101, -71.427176 42.202107)",,
8759237,2,Franklin Street,tertiary,9.1,False,False,22.347,"LINESTRING (-71.420152 42.198291, -71.4201859 42.1984904)",,
8759262,2,Norfolk Street,secondary,11.6,False,True,46.452000000000005,"LINESTRING (-71.420152 42.198291, -71.420282 42.198363, -71.420389 42.19841, -71.420514 42.198446, -71.420655 42.198464)",,
8758668,2,Railroad Street,tertiary,10.7,False,False,112.287,"LINESTRING (-71.423655 42.202015, -71.423521 42.202156, -71.4234 42.20228, -71.42335 42.202346, -71.423311 42.202429, -71.423255 42.202591, -71.423227 42.202723, -71.423188 42.202848, -71.423149 42.202935)",,
8758668,2,Railroad Street,tertiary,10.7,False,True,99.64,"LINESTRING (-71.423655 42.202015, -71.424106 42.201489, -71.424279 42.201248)",,
8759207,2,Elm Street,residential,12.2,False,True,130.678,"LINESTRING (-71.423655 42.202015, -71.423793 42.202032, -71.423964 42.202046, -71.424299 42.202055, -71.4252377 42.20208)",,
8759236,2,Norfolk Street,residential,11.6,False,True,101.521,"LINESTRING (-71.423583 42.201206, -71.423671 42.200734, -71.423729 42.200434, -71.423744 42.200301)",,
521564527,2,Church Street,tertiary,10.7,False,False,277.124,"LINESTRING (-71.423583 42.201206, -71.423165 42.201186, -71.422678 42.201149, -71.422117 42.201109, -71.4220718 42.2011057, -71.421812 42.201087, -71.4215989 42.2010724, -71.4215757 42.2010708, -71.420994 42.201031, -71.4205678 42.200991, -71.4202357 42.2009599)",,
1164898907,2,Church Street,tertiary,10.7,False,True,57.572,"LINESTRING (-71.423583 42.201206, -71.4239409 42.2012273, -71.4240115 42.2012378, -71.424279 42.201248)",,
8758711,2,Exchange Street,residential,10.7,False,False,32.147,"LINESTRING (-71.429109 42.199125, -71.428747 42.199017)",,
8758711,2,Exchange Street,residential,10.7,False,True,79.709,"LINESTRING (-71.429109 42.199125, -71.4294684 42.1992318, -71.4295537 42.1992572, -71.430007 42.199392)",,
8759228,2,Washington Street,primary,15.2,False,False,28.604,"LINESTRING (-71.430007 42.199392, -71.429882 42.199632)",30 mph,MA 16;MA 126
8758711,2,Exchange Street,residential,10.7,False,False,79.709,"LINESTRING (-71.430007 42.199392, -71.4295537 42.1992572, -71.4294684 42.1992318, -71.429109 42.199125)",,
8759217,2,Maeder Row,residential,9.1,False,True,79.237,"LINESTRING (-71.427891 42.200531, -71.427809 42.199821)",,
816740884,2,Charles Street,residential,9.1,False,False,172.14600000000002,"LINESTRING (-71.427891 42.200531, -71.427338 42.200498, -71.426917 42.200495, -71.42663 42.200478, -71.4263119 42.2004744, -71.4262026 42.2004729, -71.425804 42.200469)",,
816740884,2,Charles Street,residential,9.1,False,True,72.146,"LINESTRING (-71.427891 42.200531, -71.427997 42.200551, -71.4287463 42.2006705)",,
8758731,2,Smith Row,residential,7.6,True,False,65.12299999999999,"LINESTRING (-71.428928 42.199694, -71.4289509 42.199556, -71.429109 42.199125)",,
521564526,2,Central Street,secondary,15.2,False,False,93.26599999999999,"LINESTRING (-71.428928 42.199694, -71.42872 42.199715, -71.4285168 42.1997357, -71.428308 42.199757, -71.4282316 42.1997668, -71.427809 42.199821)",,
521564526,2,Central Street,secondary,15.2,False,True,78.935,"LINESTRING (-71.428928 42.199694, -71.428991 42.199687, -71.42913 42.199672, -71.4291866 42.1996685, -71.429326 42.19966, -71.4293563 42.199659, -71.429567 42.199652, -71.429882 42.199632)",,
8758701,2,Vine Street,residential,9.1,False,False,56.784,"LINESTRING (-71.425447 42.199059, -71.425317 42.199021, -71.425185 42.198988, -71.425013 42.198962, -71.424787 42.198915)",,
8758739,2,Front Street,residential,10.7,False,False,122.43800000000002,"LINESTRING (-71.425447 42.199059, -71.4254226 42.1990937, -71.425324 42.199234, -71.4249 42.199734, -71.424767 42.199845, -71.424625 42.199972)",,
8758739,2,Front Street,residential,10.7,False,True,98.87299999999999,"LINESTRING (-71.425447 42.199059, -71.425797 42.198649, -71.426102 42.198314)",,
813081425,2,Exchange Street,residential,10.7,False,True,25.819,"LINESTRING (-71.425816 42.198219, -71.426102 42.198314)",,
813081425,2,Exchange Street,residential,10.7,False,False,76.98400000000001,"LINESTRING (-71.425816 42.198219, -71.425373 42.19809, -71.424954 42.197952)",,
8759191,2,Regency Drive,residential,9.1,False,True,89.878,"LINESTRING (-71.422151 42.200599, -71.422016 42.200242, -71.421946 42.200013, -71.4218775 42.1998167)",,
1164916477,2,Central Street,secondary,15.2,False,False,117.41499999999999,"LINESTRING (-71.422151 42.200599, -71.421477 42.200733, -71.4207754 42.2008757)",,
1164916477,2,Central Street,secondary,15.2,False,True,135.353,"LINESTRING (-71.422151 42.200599, -71.422805 42.200468, -71.423744 42.200301)",,
8758746,2,Irving Place,residential,10.7,False,True,151.852,"LINESTRING (-71.427218 42.203472, -71.427222 42.203391, -71.427222 42.203213, -71.427189 42.202595, -71.427176 42.202107)",,
180645590,2,Linden Street,residential,10.7,False,False,31.827,"LINESTRING (-71.423335 42.2032561, -71.4229533 42.2032116)",,
8758723,2,Hampshire Street,residential,9.1,False,True,152.91099999999997,"LINESTRING (-71.423335 42.2032561, -71.423577 42.203267, -71.423976 42.203276, -71.424698 42.203294, -71.424953 42.203304, -71.42519 42.203304)",,
175819643,2,Linden Street,residential,10.7,False,False,38.92,"LINESTRING (-71.423335 42.2032561, -71.423258 42.203148, -71.423149 42.202935)",,
8759233,2,Shea Drive,residential,15.2,False,True,154.84900000000002,"LINESTRING (-71.4237872 42.1965044, -71.423833 42.196295, -71.4238483 42.1962569, -71.4238725 42.1962171, -71.4239094 42.1961795, -71.4239573 42.1961453, -71.4240198 42.1961145, -71.42409 42.1960931, -71.4241485 42.1960833, -71.424217 42.1960808, -71.424285 42.1960874, -71.4243433 42.1961022, -71.4243895 42.1961178, -71.424445 42.1961449, -71.424495 42.1961728, -71.4245566 42.196193, -71.4246256 42.1962065, -71.4246877 42.1962131, -71.4252434 42.1962672)",25 mph,
8759136,2,Winthrop Street,residential,10.7,False,False,107.962,"LINESTRING (-71.424954 42.197952, -71.424892 42.198326, -71.424787 42.198915)",,
8759136,2,Winthrop Street,residential,10.7,False,True,188.865,"LINESTRING (-71.424954 42.197952, -71.42506 42.197326, -71.425161 42.196803, -71.4251789 42.1966945, -71.4252434 42.1962672)",,
813081425,2,Exchange Street,residential,10.7,False,True,76.98400000000001,"LINESTRING (-71.424954 42.197952, -71.425373 42.19809, -71.425816 42.198219)",,
1164916477,2,Central Street,secondary,15.2,False,True,70.872,"LINESTRING (-71.423744 42.200301, -71.42459 42.200185)",,
8759236,2,Norfolk Street,residential,11.6,False,False,101.521,"LINESTRING (-71.423744 42.200301, -71.423729 42.200434, -71.423671 42.200734, -71.423583 42.201206)",,
8759262,2,Norfolk Street,secondary,11.6,False,False,137.89399999999998,"LINESTRING (-71.423744 42.200301, -71.423735 42.200102, -71.423691 42.199958, -71.423653 42.199828, -71.423575 42.19964, -71.423537 42.199547, -71.423498 42.199478, -71.423445 42.199395, -71.423232 42.19914)",,
1164916477,2,Central Street,secondary,15.2,False,False,135.353,"LINESTRING (-71.423744 42.200301, -71.422805 42.200468, -71.422151 42.200599)",,
1164898907,2,Church Street,tertiary,10.7,False,False,49.369,"LINESTRING (-71.425877 42.201307, -71.425278 42.201292)",,
8759218,2,Fruit Street,residential,9.1,False,True,93.37599999999999,"LINESTRING (-71.425877 42.201307, -71.425833 42.200816, -71.4258204 42.2006658, -71.425804 42.200469)",,
"[8758816, 1164898907]",2,Church Street,tertiary,10.7,False,True,273.923,"LINESTRING (-71.425877 42.201307, -71.426737 42.201338, -71.427563 42.201371, -71.4276209 42.2013746, -71.428511 42.20143, -71.4289782 42.2014628, -71.4291916 42.2014902)",,
8758701,2,Vine Street,residential,9.1,False,False,135.401,"LINESTRING (-71.424787 42.198915, -71.424072 42.198899, -71.423856 42.198904, -71.423729 42.198915, -71.423612 42.198953, -71.423435 42.199031, -71.423232 42.19914)",,
8758701,2,Vine Street,residential,9.1,False,True,56.784,"LINESTRING (-71.424787 42.198915, -71.425013 42.198962, -71.425185 42.198988, -71.425317 42.199021, -71.425447 42.199059)",,
8759136,2,Winthrop Street,residential,10.7,False,False,118.291,"LINESTRING (-71.424787 42.198915, -71.424736 42.199234, -71.424685 42.199597, -71.424625 42.199972)",,
8759136,2,Winthrop Street,residential,10.7,False,True,107.962,"LINESTRING (-71.424787 42.198915, -71.424892 42.198326, -71.424954 42.197952)",,
521564525,2,Central Street,secondary,15.2,False,True,45.432,"LINESTRING (-71.4202357 42.2009599, -71.4207754 42.2008757)",,
521564527,2,Church Street,tertiary,10.7,False,True,277.124,"LINESTRING (-71.4202357 42.2009599, -71.4205678 42.200991, -71.420994 42.201031, -71.4215757 42.2010708, -71.4215989 42.2010724, -71.421812 42.201087, -71.4220718 42.2011057, -71.422117 42.201109, -71.422678 42.201149, -71.423165 42.201186, -71.423583 42.201206)",,
8759228,2,Washington Street,primary,15.2,False,True,28.604,"LINESTRING (-71.429882 42.199632, -71.430007 42.199392)",30 mph,MA 16;MA 126
8759228,2,Washington Street,primary,15.2,False,False,136.50600000000003,"LINESTRING (-71.429882 42.199632, -71.429785 42.199831, -71.4297277 42.1999655, -71.429652 42.200143, -71.4295839 42.2003388, -71.4295539 42.200425, -71.4295234 42.2005127, -71.4294951 42.2005939, -71.429469 42.200669, -71.429406 42.200807)",30 mph,MA 16;MA 126
521564526,2,Central Street,secondary,15.2,False,False,78.935,"LINESTRING (-71.429882 42.199632, -71.429567 42.199652, -71.4293563 42.199659, -71.429326 42.19966, -71.4291866 42.1996685, -71.42913 42.199672, -71.428991 42.199687, -71.428928 42.199694)",,
8759237,2,Franklin Street,tertiary,9.1,False,True,22.347,"LINESTRING (-71.4201859 42.1984904, -71.420152 42.198291)",,
180645555,2,Franklin Street,tertiary,9.1,False,False,38.754,"LINESTRING (-71.4201859 42.1984904, -71.420655 42.198464)",,
8759237,2,Franklin Street,tertiary,9.1,False,False,269.703,"LINESTRING (-71.4201859 42.1984904, -71.420224 42.198714, -71.420512 42.199914, -71.4207754 42.2008757)",,
