osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge
"[223159968, 69489636, 69489670]",86th Street,primary,False,"[False, True]",146.114,,"LINESTRING (-93.7365154 41.624459, -93.7365155 41.6243278, -93.7365159 41.6239028, -93.7365172 41.6237018, -93.7365151 41.6235523, -93.73652 41.623145)",,yes
249462843,86th Street,primary,True,False,151.389,,"LINESTRING (-93.7365154 41.624459, -93.736472 41.6253931, -93.7364708 41.6257191, -93.7364704 41.6258199)",2,
168946022,84th Street,residential,False,True,57.543000000000006,,"LINESTRING (-93.7328518 41.6248946, -93.7329464 41.6249574, -93.733002 41.6251032, -93.7329976 41.6253745)",,
16002967,Colby Parkway,residential,False,False,292.021,,"LINESTRING (-93.7329571 41.6258216, -93.7342635 41.6258195, -93.7356265 41.6258174, -93.7363431 41.6258184, -93.7364704 41.6258199)",,
168946022,84th Street,residential,False,False,49.941,,"LINESTRING (-93.7329571 41.6258216, -93.7329644 41.6256886, -93.7329947 41.6255549, -93.7329976 41.6253745)",,
168946153,Wilden Drive,residential,False,True,49.289,,"LINESTRING (-93.7324046 41.6253744, -93.7329976 41.6253745)",,
168946153,Wilden Drive,residential,False,False,49.289,,"LINESTRING (-93.7329976 41.6253745, -93.7324046 41.6253744)",,
168946022,84th Street,residential,False,False,57.543,,"LINESTRING (-93.7329976 41.6253745, -93.733002 41.6251032, -93.7329464 41.6249574, -93.7328518 41.6248946)",,
168946022,84th Street,residential,False,True,49.941,,"LINESTRING (-93.7329976 41.6253745, -93.7329947 41.6255549, -93.7329644 41.6256886, -93.7329571 41.6258216)",,
249462837,86th Street,primary,True,False,17.191,,"LINESTRING (-93.7366586 41.6292953, -93.7366599 41.6291407)",2,
43195983,Douglas Avenue,primary,True,False,519.911,45 mph,"LINESTRING (-93.7366586 41.6292953, -93.7367806 41.6292967, -93.7388223 41.6293202, -93.7388532 41.6293206, -93.7390178 41.6293225, -93.7390967 41.6293231, -93.7409755 41.6293469, -93.7422998 41.6293534, -93.7429134 41.6293584)",,
31774826,Douglas Avenue,primary,True,False,14.271,45 mph,"LINESTRING (-93.7366599 41.6291407, -93.7364882 41.6291398)",,
249462837,86th Street,primary,True,False,520.8800000000001,,"LINESTRING (-93.7366599 41.6291407, -93.7366585 41.6290816, -93.7366254 41.627646, -93.7366246 41.6275474, -93.7366233 41.6274058, -93.7366137 41.6259143, -93.736613 41.6258215, -93.7366116 41.6257196, -93.7366069 41.625428, -93.7365154 41.624459)",2,
43195983,Douglas Avenue,primary,True,False,234.48600000000002,45 mph,"LINESTRING (-93.7336656 41.6293017, -93.7340138 41.6292968, -93.7349743 41.6292959, -93.7363051 41.6292945, -93.7363377 41.6292945, -93.7364868 41.6292944)",,
525247479,,primary_link,True,False,58.92399999999999,,"LINESTRING (-93.7336656 41.6293017, -93.733758 41.6292781, -93.7338888 41.6292752, -93.7340407 41.6292738, -93.7341445 41.6292681, -93.7341965 41.6292479, -93.7342215 41.6292019, -93.7342195 41.6291646, -93.734216 41.6291277)",,
702573540,86th Street,primary,False,False,1.557,,"LINESTRING (-93.7365414 41.6317841, -93.7365413 41.6317981)",,
702573540,86th Street,primary,False,True,86.777,,"LINESTRING (-93.7365414 41.6317841, -93.7365439 41.631309, -93.7365455 41.6310037)",,
