osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,tunnel
"[437451818, 4643269]",2,Noliktavas iela,living_street,20,False,True,116.10800000000002,"LINESTRING (24.1033593 56.9526968, 24.1034224 56.9526108, 24.1036301 56.952326, 24.1036943 56.9522373, 24.1039782 56.9518451, 24.1040078 56.9518043, 24.104002 56.9517202)",,
4689238,,1991. gada barikāžu laukums,living_street,,True,False,42.218999999999994,"LINESTRING (24.10958 56.9517685, 24.1095777 56.9517519, 24.1095629 56.9516461, 24.1095437 56.9515369, 24.1095208 56.9513902)",,
176679868,4,Zigfrīda Annas Meierovica bulvāris,tertiary,50,False,True,65.119,"LINESTRING (24.10958 56.9517685, 24.1099612 56.951563, 24.110319 56.951344)",,
"[177370073, 131285083]",4,Zigfrīda Annas Meierovica bulvāris,tertiary,50,False,False,314.942,"LINESTRING (24.10958 56.9517685, 24.1094856 56.9518122, 24.1093963 56.9518467, 24.1092403 56.9519045, 24.1090426 56.9519584, 24.1088422 56.9519922, 24.1086919 56.952009, 24.1085401 56.9520155, 24.1083396 56.9520213, 24.1080652 56.9520374, 24.107761 56.9520692, 24.1074403 56.9521331, 24.1073632 56.9521504, 24.10712 56.9522246, 24.1070216 56.9522603, 24.1069596 56.9522869, 24.1068994 56.9523133, 24.1066553 56.9524442, 24.1064704 56.9525651, 24.1064011 56.9526206, 24.1063198 56.9526858, 24.1061712 56.952809, 24.1056844 56.9532112, 24.1056281 56.9532514, 24.105552 56.9533058)",,
176679868,4,Zigfrīda Annas Meierovica bulvāris,tertiary,50,False,False,65.119,"LINESTRING (24.110319 56.951344, 24.1099612 56.951563, 24.10958 56.9517685)",,
4689238,,1991. gada barikāžu laukums,living_street,,True,False,48.675,"LINESTRING (24.1095208 56.9513902, 24.1100654 56.9513587, 24.11028 56.9513463, 24.110319 56.951344)",,
4689239,,Smilšu iela,living_street,,False,False,47.45,"LINESTRING (24.1095208 56.9513902, 24.1094214 56.9513549, 24.1093329 56.9513183, 24.1091169 56.9512227, 24.1090357 56.9511867, 24.1089037 56.9511283)",,
4689239,,Smilšu iela,living_street,,False,True,70.806,"LINESTRING (24.1071479 56.9504745, 24.1081209 56.9508265)",,
29974720,,Mazā Smilšu iela,living_street,,True,False,77.778,"LINESTRING (24.1071479 56.9504745, 24.1084129 56.9503591)",,
906335252,,Smilšu iela,living_street,,False,False,40.946,"LINESTRING (24.1071479 56.9504745, 24.1069546 56.9504331, 24.1065274 56.9503295)",,
4717134,,Herdera laukums,living_street,,False,False,37.699999999999996,"LINESTRING (24.1041488 56.9493693, 24.1040375 56.9492492, 24.1038684 56.9490667)",,
26561178,2,Bīskapa gāte,living_street,,False,True,33.837,"LINESTRING (24.1033687 56.9487538, 24.1029969 56.9489807)",,
4717134,,Herdera laukums,living_street,,False,True,46.589,"LINESTRING (24.1033687 56.9487538, 24.1035265 56.9488144, 24.1038684 56.9490667)",,
168527680,,Palasta iela,living_street,,False,False,27.967999999999996,"LINESTRING (24.1033687 56.9487538, 24.1034975 56.9487345, 24.1037205 56.9486036)",,
210207084,,Bīskapa gāte,living_street,,False,False,32.322,"LINESTRING (24.1033687 56.9487538, 24.1032141 56.948682, 24.1029681 56.9485621)",,
"[29974576, 312928100]",,Jauniela,living_street,,False,False,60.391000000000005,"LINESTRING (24.1047481 56.9478576, 24.1043249 56.9476497, 24.1041824 56.947593, 24.1040254 56.947699)",,
29974576,,Jauniela,living_street,,False,True,22.491,"LINESTRING (24.1047481 56.9478576, 24.1048737 56.9479349, 24.1049697 56.9480189)",,
168527680,,Palasta iela,living_street,,False,True,78.42099999999999,"LINESTRING (24.1047481 56.9478576, 24.1044256 56.9480943, 24.1039769 56.9484237)",,
43945940,3,11. novembra krastmala,primary,50,True,False,87.281,"LINESTRING (24.10671 56.9455118, 24.1065191 56.9456246, 24.1057673 56.9460656, 24.1057359 56.9460893)",,
43945943,3,11. novembra krastmala,primary,50,True,False,42.956,"LINESTRING (24.1064624 56.9451433, 24.1067948 56.9450327, 24.1070845 56.94496)",,
997903515,1,11. novembra krastmala,primary,50,True,False,54.785,"LINESTRING (24.1057359 56.9460893, 24.1051184 56.9464489)",,
41596615,2,11. novembra krastmala,primary,50,True,False,20.861,"LINESTRING (24.1057359 56.9460893, 24.1056937 56.9461479, 24.1056635 56.9461767, 24.1055562 56.946247)",,
"[522866708, 23443885]",1,11. novembra krastmala,secondary,50,True,False,78.116,"LINESTRING (24.1057359 56.9460893, 24.1055341 56.9461519, 24.1054523 56.9461948, 24.105355 56.9462487, 24.1052696 56.9462897, 24.1050647 56.94638, 24.1049452 56.9464038, 24.1048183 56.9464085, 24.104694 56.9463937, 24.1046546 56.946382)",,
447745781,2,Grēcinieku iela,living_street,,False,False,11.291,"LINESTRING (24.1105906 56.9470175, 24.1107708 56.947043)",,
447745781,2,Grēcinieku iela,living_street,,False,True,44.254,"LINESTRING (24.1105906 56.9470175, 24.1098616 56.9470349)",,
4950966,,Mārstaļu iela,living_street,,False,False,138.639,"LINESTRING (24.1105906 56.9470175, 24.1105818 56.9469658, 24.1104739 56.9468402, 24.1102321 56.9465982, 24.1100562 56.9464495, 24.1098731 56.946317, 24.109336 56.9459918)",,
997941809,2,11. novembra krastmala,primary,50,True,False,33.529,"LINESTRING (24.1050014 56.9465721, 24.1046311 56.946796)",,
81142352,1,Kaļķu iela,residential,,True,False,226.10299999999998,"LINESTRING (24.1050014 56.9465721, 24.104952 56.9466345, 24.1049622 56.946706, 24.1050082 56.9467498, 24.1050495 56.9467708, 24.105429 56.9469637, 24.1060269 56.9472892, 24.1060367 56.9473436, 24.1059822 56.9473715, 24.1058941 56.9473523, 24.1053172 56.9470364, 24.1048575 56.9467972, 24.1047243 56.9467778, 24.1046311 56.946796)",,
447745781,2,Grēcinieku iela,living_street,,False,True,11.291,"LINESTRING (24.1107708 56.947043, 24.1105906 56.9470175)",,
"[4717137, 4853299, 29974604]",,"['Amatu iela', 'Šķūņu iela', 'Zirgu iela']",living_street,,True,False,250.02800000000002,"LINESTRING (24.1082841 56.950088, 24.1077149 56.9500035, 24.1074684 56.9499466, 24.1071491 56.9498653, 24.1069426 56.9498052, 24.1067668 56.9497358, 24.1064217 56.9495464, 24.1067409 56.9493749, 24.1071291 56.9491781, 24.1076841 56.9494891, 24.1078469 56.949551)",,
29974703,,Meistaru iela,living_street,,False,False,31.250999999999998,"LINESTRING (24.1082841 56.950088, 24.1083751 56.9503151, 24.1084129 56.9503591)",,
29974645,2,Grēcinieku iela,living_street,,False,False,137.357,"LINESTRING (24.1062019 56.9464595, 24.1070486 56.9466416, 24.1071351 56.9466611, 24.1071442 56.9466631, 24.1072432 56.9466866, 24.1082995 56.9469252)",,
29974645,2,Grēcinieku iela,living_street,,False,True,45.777,"LINESTRING (24.1062019 56.9464595, 24.1060413 56.9464151, 24.1059009 56.9463674, 24.1055562 56.946247)",,
4854765,,Peldu iela,living_street,,False,False,138.929,"LINESTRING (24.1068709 56.9458108, 24.1073815 56.9459596, 24.1080209 56.9461511, 24.1083964 56.9462889, 24.1088262 56.9464578)",,
"[121267224, 121267225, 4854764]",,Ūdensvada iela,living_street,,True,False,82.853,"LINESTRING (24.1068709 56.9458108, 24.1063083 56.9463281, 24.1062474 56.9464037, 24.1062019 56.9464595)",,building_passage
39887829,,Kungu iela,living_street,,False,False,60.34,"LINESTRING (24.1088262 56.9464578, 24.109336 56.9459918)",,
39887829,,Kungu iela,living_street,,False,True,61.004,"LINESTRING (24.1088262 56.9464578, 24.1082995 56.9469252)",,
4854765,,Peldu iela,living_street,,False,True,138.929,"LINESTRING (24.1088262 56.9464578, 24.1083964 56.9462889, 24.1080209 56.9461511, 24.1073815 56.9459596, 24.1068709 56.9458108)",,
29974581,2,Pils iela,living_street,,False,True,29.394,"LINESTRING (24.1020334 56.9503098, 24.1024749 56.9502007)",,
38917036,,Pils iela,living_street,,False,False,48.292,"LINESTRING (24.1020334 56.9503098, 24.1018701 56.9505976, 24.1017876 56.9507228)",,
135346983,,Poļu gāte,living_street,,False,True,75.795,"LINESTRING (24.1020334 56.9503098, 24.1018953 56.9502594, 24.101026 56.9499909, 24.1009528 56.9499677)",,
4950960,,Poļu gāte,residential,50,False,False,30.695999999999998,"LINESTRING (24.1005117 56.9498323, 24.100684 56.9498856, 24.1009528 56.9499677)",,
"[169689480, 172640998]","['3', '2']",11. novembra krastmala,primary,50,True,False,209.91799999999998,"LINESTRING (24.1005117 56.9498323, 24.0997314 56.9505731, 24.0995394 56.9507672, 24.0993935 56.9509508, 24.0992162 56.9512117, 24.0990776 56.9514546, 24.0990362 56.9515316)",,
39887829,,Kungu iela,living_street,,False,True,60.34,"LINESTRING (24.109336 56.9459918, 24.1088262 56.9464578)",,
"[303613532, 4950966]",,Mārstaļu iela,living_street,,False,False,149.34300000000002,"LINESTRING (24.109336 56.9459918, 24.1085947 56.945637, 24.1085548 56.9456179, 24.1080824 56.9454415, 24.1079128 56.9453681, 24.1078391 56.9453343, 24.107764 56.9452898, 24.1075711 56.9451747, 24.1074747 56.9451186)",,
4950966,,Mārstaļu iela,living_street,,False,True,138.63899999999998,"LINESTRING (24.109336 56.9459918, 24.1098731 56.946317, 24.1100562 56.9464495, 24.1102321 56.9465982, 24.1104739 56.9468402, 24.1105818 56.9469658, 24.1105906 56.9470175)",,
1105364645,,Kungu iela,living_street,,False,False,91.773,"LINESTRING (24.109336 56.9459918, 24.1100345 56.9455415, 24.1103133 56.9453617)",,
"[33544012, 829683508]",,Tirgoņu iela,living_street,,False,True,81.702,"LINESTRING (24.106978 56.9479857, 24.1068921 56.9480473, 24.1066179 56.9481933, 24.1065778 56.948246, 24.1065578 56.9483109, 24.1065136 56.9486355)",,
39887829,,Kungu iela,living_street,,False,False,94.424,"LINESTRING (24.106978 56.9479857, 24.1074289 56.9476531, 24.1074544 56.947632, 24.1077092 56.947421, 24.1078682 56.9472894)",,
157821006,,Kaļķu iela,living_street,,False,True,44.846000000000004,"LINESTRING (24.106978 56.9479857, 24.1071218 56.9480077, 24.1075906 56.9482032)",,
39887829,,Kungu iela,living_street,,False,False,61.004,"LINESTRING (24.1082995 56.9469252, 24.1088262 56.9464578)",,
29974645,2,Grēcinieku iela,living_street,,False,True,137.357,"LINESTRING (24.1082995 56.9469252, 24.1072432 56.9466866, 24.1071442 56.9466631, 24.1071351 56.9466611, 24.1070486 56.9466416, 24.1062019 56.9464595)",,
39887829,,Kungu iela,living_street,,False,True,48.211,"LINESTRING (24.1082995 56.9469252, 24.1079917 56.9471849, 24.1078682 56.9472894)",,
447745781,2,Grēcinieku iela,living_street,,False,False,96.68299999999999,"LINESTRING (24.1082995 56.9469252, 24.1085437 56.9469813, 24.1087468 56.9470075, 24.1090638 56.9470357, 24.109323 56.9470481, 24.109546 56.9470426, 24.1098616 56.9470349)",,
85385175,,Vecpilsētas iela,living_street,,False,False,44.757000000000005,"LINESTRING (24.1127147 56.9461181, 24.1128707 56.9460891, 24.1132585 56.9459504, 24.1132762 56.9459457, 24.1133568 56.9459242)",,
"[239337330, 85385175]",,Vecpilsētas iela,living_street,,False,"[False, True]",122.971,"LINESTRING (24.1127147 56.9461181, 24.1124689 56.9461669, 24.112355 56.9462126, 24.1121731 56.9462856, 24.1115328 56.9465425, 24.1116789 56.9468621)",,
"[1175051753, 85385178]",,Kalēju iela,living_street,20,False,True,171.80200000000002,"LINESTRING (24.1127147 56.9461181, 24.1123565 56.9459073, 24.1121866 56.9458206, 24.1120214 56.9457364, 24.111643 56.9456182, 24.1109294 56.9454915, 24.1103133 56.9453617)",,
44954755,,Jēkaba iela,living_street,20,False,False,21.15,"LINESTRING (24.1053678 56.9500731, 24.1053705 56.9498829)",,
906335251,,Smilšu iela,living_street,,False,True,75.88,"LINESTRING (24.1053678 56.9500731, 24.1065274 56.9503295)",,
"[44889707, 85548620]",,Jēkaba iela,living_street,20,False,True,78.783,"LINESTRING (24.1053678 56.9500731, 24.1053897 56.9505237, 24.1053958 56.9505526, 24.1053799 56.9507811)",,
43945938,2,11. novembra krastmala,secondary,50,True,False,41.021,"LINESTRING (24.1060395 56.9454312, 24.1064624 56.9451433)",,
"[10699032, 997941811]",2,,secondary_link,50,True,False,78.781,"LINESTRING (24.1060395 56.9454312, 24.1063451 56.945268, 24.1064691 56.9452449, 24.1065699 56.9452437, 24.1066487 56.945254, 24.1067419 56.9452874, 24.1067743 56.9453083, 24.1068016 56.945372, 24.1067964 56.9454168, 24.10671 56.9455118)",,
23704094,,Vaļņu iela,living_street,,False,False,42.842,"LINESTRING (24.1109939 56.9499458, 24.1108259 56.950048, 24.1107814 56.9500768, 24.1107498 56.9500972, 24.1105396 56.9502407)",,
23704094,,Vaļņu iela,living_street,,False,False,8.803,"LINESTRING (24.1089904 56.9510648, 24.1089037 56.9511283)",,
23704094,,Vaļņu iela,living_street,,False,True,131.299,"LINESTRING (24.1089904 56.9510648, 24.1092324 56.9509384, 24.1095224 56.950787, 24.1096362 56.9507276, 24.1098897 56.9505988, 24.1102297 56.9504261, 24.1103976 56.9503257, 24.1105396 56.9502407)",,
23704094,,Vaļņu iela,living_street,,False,True,8.803,"LINESTRING (24.1089037 56.9511283, 24.1089904 56.9510648)",,
4689239,,Smilšu iela,living_street,,False,False,58.138999999999996,"LINESTRING (24.1089037 56.9511283, 24.1086349 56.9510205, 24.1081209 56.9508265)",,
4689239,,Smilšu iela,living_street,,False,True,47.449999999999996,"LINESTRING (24.1089037 56.9511283, 24.1090357 56.9511867, 24.1091169 56.9512227, 24.1093329 56.9513183, 24.1094214 56.9513549, 24.1095208 56.9513902)",,
23373325,,Zirgu iela,living_street,,False,False,138.985,"LINESTRING (24.1105396 56.9502407, 24.1101477 56.9501591, 24.1098058 56.9500959, 24.1094326 56.950035, 24.1092879 56.9500214, 24.1091405 56.9500176, 24.109091 56.9500153, 24.1090329 56.9499998, 24.1084079 56.9500124, 24.1083203 56.9500142)",,
23704094,,Vaļņu iela,living_street,,False,False,131.299,"LINESTRING (24.1105396 56.9502407, 24.1103976 56.9503257, 24.1102297 56.9504261, 24.1098897 56.9505988, 24.1096362 56.9507276, 24.1095224 56.950787, 24.1092324 56.9509384, 24.1089904 56.9510648)",,
23704094,,Vaļņu iela,living_street,,False,True,42.842,"LINESTRING (24.1105396 56.9502407, 24.1107498 56.9500972, 24.1107814 56.9500768, 24.1108259 56.950048, 24.1109939 56.9499458)",,
81142348,1,,secondary_link,50,True,False,133.34199999999998,"LINESTRING (24.1030985 56.9472552, 24.1032579 56.9471959, 24.1040005 56.9467878, 24.1042271 56.9466862, 24.1043788 56.9466106, 24.104438 56.9465904, 24.1045197 56.9465876, 24.1045851 56.9466023, 24.1046208 56.9466281, 24.1046342 56.9466627, 24.1046016 56.9467178)",,
368427256,1,11. novembra krastmala,secondary,50,True,False,45.019,"LINESTRING (24.1030985 56.9472552, 24.1031772 56.9471925, 24.1035883 56.9469519)",,
"[82533225, 522848930, 303613531, 997941812]","['4', '3']",11. novembra krastmala,secondary,50,True,False,108.94200000000001,"LINESTRING (24.10493 56.9462008, 24.1050158 56.9461493, 24.1052994 56.9459372, 24.1054279 56.9458412, 24.1055009 56.9457905, 24.1059063 56.945511, 24.1060395 56.9454312)",,
43945941,3,11. novembra krastmala,primary,50,True,False,42.053,"LINESTRING (24.1072016 56.9452451, 24.10671 56.9455118)",,
23443872,1,,primary_link,50,True,False,51.132999999999996,"LINESTRING (24.1072016 56.9452451, 24.1070156 56.9452428, 24.1069351 56.9452123, 24.1069028 56.9451953, 24.1068655 56.9451463, 24.1068914 56.9450804, 24.1070845 56.94496)",,
29974703,,Meistaru iela,living_street,,False,True,31.250999999999998,"LINESTRING (24.1084129 56.9503591, 24.1083751 56.9503151, 24.1082841 56.950088)",,
44948959,,Meistaru iela,living_street,,True,False,85.93,"LINESTRING (24.1084129 56.9503591, 24.1085192 56.950489, 24.1087731 56.9507993, 24.1089904 56.9510648)",,
"[1163813785, 26281858]",,Mazā Jauniela,living_street,,False,False,81.432,"LINESTRING (24.1060439 56.947588, 24.1059326 56.9476466, 24.1057663 56.9477337, 24.105663 56.9477718, 24.1055277 56.9478429, 24.1053201 56.9479144, 24.1052526 56.9479345, 24.1049697 56.9480189)",destination,
29974576,,Jauniela,living_street,,False,False,22.491,"LINESTRING (24.1049697 56.9480189, 24.1048737 56.9479349, 24.1047481 56.9478576)",,
"[29974576, 942908020]",,Jauniela,living_street,,False,True,91.543,"LINESTRING (24.1049697 56.9480189, 24.1051043 56.948148, 24.1051803 56.9482421, 24.1053311 56.9484357, 24.1056336 56.9486543, 24.1057305 56.9487243)",,
"[1163813785, 26281858]",,Mazā Jauniela,living_street,,False,True,81.432,"LINESTRING (24.1049697 56.9480189, 24.1052526 56.9479345, 24.1053201 56.9479144, 24.1055277 56.9478429, 24.105663 56.9477718, 24.1057663 56.9477337, 24.1059326 56.9476466, 24.1060439 56.947588)",destination,
26413472,2,Miesnieku iela,living_street,,False,False,40.631,"LINESTRING (24.1028794 56.9495962, 24.1023774 56.9493542)",,
26413472,2,Miesnieku iela,living_street,,False,True,66.555,"LINESTRING (24.1028794 56.9495962, 24.1032679 56.9497925, 24.1033003 56.9498092, 24.1033324 56.9498258, 24.1036585 56.9500172)",,
"[209231865, 26561180]",1,"['Mazā Muzeja iela', 'Mūku iela']",living_street,,True,False,66.875,"LINESTRING (24.1028794 56.9495962, 24.1031695 56.9494102, 24.1031425 56.9493972, 24.1026633 56.9491835)",,
368427250,2,11. novembra krastmala,primary,50,True,False,58.343,"LINESTRING (24.1046311 56.946796, 24.1039645 56.9471743)",,
172640989,2,11. novembra krastmala,primary,50,True,False,17.509,"LINESTRING (24.1035509 56.9474338, 24.1033379 56.9475401)",,
26561151,1,Jauniela,living_street,,True,False,44.027,"LINESTRING (24.1035509 56.9474338, 24.1035773 56.9475334, 24.1036938 56.9475803, 24.1040254 56.947699)",,
81142346,,11. novembra krastmala,living_street,,True,False,115.423,"LINESTRING (24.1040254 56.947699, 24.1036701 56.9479891, 24.1035125 56.9481198, 24.1033061 56.9482909, 24.1029681 56.9485621)",,
"[29974576, 312928100]",,Jauniela,living_street,,False,True,60.391,"LINESTRING (24.1040254 56.947699, 24.1041824 56.947593, 24.1043249 56.9476497, 24.1047481 56.9478576)",,
312928099,,Bīskapa gāte,residential,,False,False,25.06,"LINESTRING (24.1029681 56.9485621, 24.102651 56.9484176)",,
210207084,,Bīskapa gāte,living_street,,False,True,32.322,"LINESTRING (24.1029681 56.9485621, 24.1032141 56.948682, 24.1033687 56.9487538)",,
172640998,2,11. novembra krastmala,primary,50,True,False,189.671,"LINESTRING (24.1020517 56.9483477, 24.100862 56.9494862, 24.1005831 56.9497635, 24.1005117 56.9498323)",,
312928099,,Bīskapa gāte,residential,,False,False,17.727,"LINESTRING (24.102651 56.9484176, 24.1024232 56.9483177)",,
312928099,,Bīskapa gāte,residential,,False,True,25.06,"LINESTRING (24.102651 56.9484176, 24.1029681 56.9485621)",,
26561164,1,11. novembra krastmala,residential,,True,False,91.246,"LINESTRING (24.102651 56.9484176, 24.1023832 56.9486595, 24.1020081 56.9489984, 24.1018743 56.9491204)",,
4950960,,Poļu gāte,residential,50,False,True,30.695999999999998,"LINESTRING (24.1009528 56.9499677, 24.100684 56.9498856, 24.1005117 56.9498323)",,
135346983,,Poļu gāte,living_street,,False,False,75.795,"LINESTRING (24.1009528 56.9499677, 24.101026 56.9499909, 24.1018953 56.9502594, 24.1020334 56.9503098)",,
26413472,2,Miesnieku iela,living_street,,False,True,40.631,"LINESTRING (24.1023774 56.9493542, 24.1028794 56.9495962)",,
26561178,2,Bīskapa gāte,living_street,,False,False,25.708,"LINESTRING (24.1023774 56.9493542, 24.1026633 56.9491835)",,
"[26413472, 81142345]",2,Miesnieku iela,"['residential', 'living_street']",,False,False,40.085,"LINESTRING (24.1023774 56.9493542, 24.1023034 56.9493198, 24.1020066 56.9491817, 24.1018743 56.9491204)",,
26561178,2,Bīskapa gāte,living_street,,False,True,25.708,"LINESTRING (24.1026633 56.9491835, 24.1023774 56.9493542)",,
26561178,2,Bīskapa gāte,living_street,,False,False,30.296,"LINESTRING (24.1026633 56.9491835, 24.1026914 56.9491671, 24.1029969 56.9489807)",,
29974581,2,Pils iela,living_street,,False,False,29.394,"LINESTRING (24.1024749 56.9502007, 24.1020334 56.9503098)",,
26561228,,Anglikāņu iela,living_street,,False,False,78.4,"LINESTRING (24.1024749 56.9502007, 24.1022444 56.9500211, 24.1021464 56.9499646, 24.1020307 56.949921, 24.1015077 56.9497523)",,
29974581,2,Pils iela,living_street,,False,True,74.621,"LINESTRING (24.1024749 56.9502007, 24.102721 56.9501614, 24.1036585 56.9500172)",,
26561228,,Anglikāņu iela,living_street,,False,True,78.4,"LINESTRING (24.1015077 56.9497523, 24.1020307 56.949921, 24.1021464 56.9499646, 24.1022444 56.9500211, 24.1024749 56.9502007)",,
29974581,2,Pils iela,living_street,,False,False,5.214,"LINESTRING (24.103741 56.950004, 24.1036585 56.9500172)",,
"[38917036, 44954751]",,"['Pils laukums', 'Pils iela']",living_street,,False,False,108.358,"LINESTRING (24.1017876 56.9507228, 24.1016441 56.950847, 24.101201 56.9513364, 24.1010374 56.9515043, 24.1009584 56.9515853)",no,
38917036,,Pils iela,living_street,,False,True,48.292,"LINESTRING (24.1017876 56.9507228, 24.1018701 56.9505976, 24.1020334 56.9503098)",,
