osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed,ref,bridge,junction
6479795,residential,False,False,106.064,"LINESTRING (-121.7823512 47.4944157, -121.7822943 47.4944718, -121.7819492 47.4948121, -121.781593 47.4951634, -121.7815533 47.4952026)",Janet Avenue North,,,,,
6482222,residential,False,False,121.067,"LINESTRING (-121.7823512 47.4944157, -121.7810925 47.4938243, -121.7810282 47.4937941)",East 2nd Street,,,,,
6482222,residential,False,True,132.312,"LINESTRING (-121.7823512 47.4944157, -121.7832121 47.4948237, -121.7837192 47.495064, -121.783793 47.495099)",East 2nd Street,,,,,
6487851,residential,False,True,121.531,"LINESTRING (-121.7815533 47.4952026, -121.7802184 47.4945853)",East 3rd Street,,,,,
6479795,residential,False,True,106.06400000000001,"LINESTRING (-121.7815533 47.4952026, -121.781593 47.4951634, -121.7819492 47.4948121, -121.7822943 47.4944718, -121.7823512 47.4944157)",Janet Avenue North,,,,,
6487851,residential,False,False,133.433,"LINESTRING (-121.7815533 47.4952026, -121.7824118 47.4956122, -121.7830041 47.4958948)",East 3rd Street,,,,,
6482222,residential,False,True,121.067,"LINESTRING (-121.7810282 47.4937941, -121.7810925 47.4938243, -121.7823512 47.4944157)",East 2nd Street,,,,,
6504518,residential,False,False,106.96499999999999,"LINESTRING (-121.7810282 47.4937941, -121.780974 47.4938471, -121.7808639 47.4939547, -121.7806177 47.4941952, -121.7802718 47.4945331, -121.7802184 47.4945853)",Downing Avenue North,,,,,
6504518,residential,False,True,90.89099999999999,"LINESTRING (-121.7810282 47.4937941, -121.7811044 47.493736, -121.7815074 47.4934288, -121.7817244 47.4932403, -121.7817579 47.4932112, -121.781807 47.4931691)",Downing Avenue North,,,,,
6487851,residential,False,False,121.531,"LINESTRING (-121.7802184 47.4945853, -121.7815533 47.4952026)",East 3rd Street,,,,,
6487851,residential,False,True,32.563,"LINESTRING (-121.7802184 47.4945853, -121.7800987 47.4945286, -121.7798634 47.4944173)",East 3rd Street,,,,,
6504518,residential,False,True,106.96499999999999,"LINESTRING (-121.7802184 47.4945853, -121.7802718 47.4945331, -121.7806177 47.4941952, -121.7808639 47.4939547, -121.780974 47.4938471, -121.7810282 47.4937941)",Downing Avenue North,,,,,
6427310,residential,False,False,84.719,"LINESTRING (-121.7855251 47.4936208, -121.7855674 47.4936159, -121.7856005 47.4936029, -121.7856371 47.4935803, -121.7856816 47.4935432, -121.7859009 47.4933386, -121.7862249 47.4930364)",Cedar Avenue South,,,,,
6344092,primary,False,True,77.432,"LINESTRING (-121.784744 47.4975758, -121.7853329 47.4970043)",Bendigo Boulevard North,,30 mph,WA 202,,
283923689,primary_link,True,False,32.574,"LINESTRING (-121.784744 47.4975758, -121.7846293 47.4976609, -121.7845711 47.4976995, -121.7845132 47.4977298, -121.7844618 47.4977459, -121.7844105 47.4977507)",,,,,,
1066252233,primary,False,False,23.217000000000002,"LINESTRING (-121.784744 47.4975758, -121.7846954 47.497652, -121.7846862 47.4976926, -121.7846828 47.4977293, -121.7846868 47.4977772)",Bendigo Boulevard North,,30 mph,WA 202,,
6378151,residential,False,False,136.173,"LINESTRING (-121.782844 47.4926545, -121.7839189 47.4926611, -121.7841288 47.4926632, -121.7846563 47.4926686)",East Park Street,,,,,
1203393780,residential,True,False,42.176,"LINESTRING (-121.782844 47.4926545, -121.7827183 47.492654, -121.7826168 47.4926743, -121.7824966 47.4927132, -121.7824259 47.4927287, -121.782308 47.4927504)",East Park Street,,,,,
6487851,residential,False,False,114.239,"LINESTRING (-121.7798634 47.4944173, -121.7798479 47.4940993, -121.7798158 47.4940485, -121.779746 47.4940376, -121.7796656 47.4940413, -121.7796119 47.4940594, -121.7795529 47.4941174, -121.77951 47.4941681, -121.7794832 47.4942116, -121.7795044 47.4942473, -121.7798634 47.4944173)",East 3rd Street,,,,,
6487851,residential,False,True,114.239,"LINESTRING (-121.7798634 47.4944173, -121.7795044 47.4942473, -121.7794832 47.4942116, -121.77951 47.4941681, -121.7795529 47.4941174, -121.7796119 47.4940594, -121.7796656 47.4940413, -121.779746 47.4940376, -121.7798158 47.4940485, -121.7798479 47.4940993, -121.7798634 47.4944173)",East 3rd Street,,,,,
6487851,residential,False,False,32.563,"LINESTRING (-121.7798634 47.4944173, -121.7800987 47.4945286, -121.7802184 47.4945853)",East 3rd Street,,,,,
264394740,residential,False,True,63.147,"LINESTRING (-121.7846343 47.4932363, -121.7846563 47.4926686)",Ballarat Avenue South,,,,,
6440620,residential,False,True,126.482,"LINESTRING (-121.7847864 47.4993151, -121.785704 47.4983614)",Sydney Avenue North,,,,,
6344103,primary,False,False,36.336,"LINESTRING (-121.7853055 47.4981762, -121.785704 47.4983614)",Bendigo Boulevard North,,30 mph,WA 202,,
6338481,residential,False,True,146.561,"LINESTRING (-121.7853055 47.4981762, -121.784924 47.4985845, -121.7845797 47.4990033, -121.7845331 47.4990236, -121.784289 47.4987509)",,,,,,
1202431376,primary,False,True,29.938,"LINESTRING (-121.7853055 47.4981762, -121.7850905 47.4980745, -121.784978 47.4980228)",Bendigo Boulevard North,,30 mph,WA 202,,
6338471,residential,False,False,96.093,"LINESTRING (-121.784978 47.4980228, -121.784289 47.4987509)",,,,,,
706940753,primary,False,True,21.746,"LINESTRING (-121.784978 47.4980228, -121.7847465 47.4979054)",Bendigo Boulevard North,,30 mph,WA 202,,
1202431376,primary,False,False,29.938,"LINESTRING (-121.784978 47.4980228, -121.7850905 47.4980745, -121.7853055 47.4981762)",Bendigo Boulevard North,,30 mph,WA 202,,
1066252234,primary_link,True,False,10.801,"LINESTRING (-121.7844105 47.4977507, -121.7845305 47.4978042)",,,,,,
6491314,residential,False,True,99.233,"LINESTRING (-121.7844105 47.4977507, -121.7839178 47.4975194, -121.7833278 47.4972395)",West 4th Street,,,,,
283923686,primary,False,False,14.993,"LINESTRING (-121.7846868 47.4977772, -121.7846995 47.4978173, -121.7847198 47.4978638, -121.7847465 47.4979054)",Bendigo Boulevard North,,30 mph,WA 202,,
1066252233,primary,False,True,23.217,"LINESTRING (-121.7846868 47.4977772, -121.7846828 47.4977293, -121.7846862 47.4976926, -121.7846954 47.497652, -121.784744 47.4975758)",Bendigo Boulevard North,,30 mph,WA 202,,
283923688,primary_link,True,False,12.12,"LINESTRING (-121.7845305 47.4978042, -121.7846868 47.4977772)",,,,,,
1066252234,primary_link,True,False,19.747,"LINESTRING (-121.7845305 47.4978042, -121.7847465 47.4979054)",,,,,,
6367218,residential,False,True,173.69799999999998,"LINESTRING (-121.7831212 47.4934995, -121.7833193 47.4932902, -121.7834117 47.4932807, -121.7834936 47.4932925, -121.7836387 47.4933566, -121.7838226 47.4934466, -121.7839608 47.4935142, -121.7842554 47.4936583, -121.7843612 47.4937099, -121.7846294 47.4938405, -121.7849305 47.4939872)",East McClellan Street,,,,,
308168744,secondary,False,False,143.765,"LINESTRING (-121.7831212 47.4934995, -121.7833944 47.4936603, -121.7836478 47.4938094, -121.7837612 47.4938761, -121.7837835 47.4938892, -121.7839833 47.4940069, -121.7842296 47.4941518, -121.7844701 47.4942883, -121.784564 47.4943486)",East North Bend Way,2,25 mph,,,
308168744,secondary,False,True,41.03,"LINESTRING (-121.7831212 47.4934995, -121.7828973 47.4933655, -121.7827143 47.4932534)",East North Bend Way,2,25 mph,,,
239498777,residential,False,False,9.634,"LINESTRING (-121.7796319 47.4914886, -121.7795275 47.4915389)",Southeast Orchard Drive,,,,,
"[6427416, 6453140]",residential,False,True,224.20499999999998,"LINESTRING (-121.7860755 47.4918518, -121.7866869 47.4912333, -121.7870603 47.4908556, -121.7877614 47.4911359, -121.7879756 47.4913613)","['Main Avenue South', 'Stow Avenue South']",,,,,
621874280,residential,False,False,114.46900000000001,"LINESTRING (-121.7860755 47.4918518, -121.7860828 47.4919173, -121.7860921 47.4922538, -121.7860174 47.4925334, -121.7859684 47.4926428, -121.7859042 47.4927424, -121.7858084 47.4928436)",Healy Avenue South,,,,,
308168744,secondary,False,False,41.03,"LINESTRING (-121.7827143 47.4932534, -121.7828973 47.4933655, -121.7831212 47.4934995)",East North Bend Way,2,25 mph,,,
760856551,secondary,True,False,42.69200000000001,"LINESTRING (-121.7827143 47.4932534, -121.7826404 47.4931837, -121.7825631 47.4931339, -121.7825114 47.4930955, -121.7824764 47.4930602, -121.7824029 47.4929383)",East North Bend Way,2,25 mph,,,
6504518,residential,False,False,90.891,"LINESTRING (-121.781807 47.4931691, -121.7817579 47.4932112, -121.7817244 47.4932403, -121.7815074 47.4934288, -121.7811044 47.493736, -121.7810282 47.4937941)",Downing Avenue North,,,,,
760856555,residential,True,False,32.285,"LINESTRING (-121.781807 47.4931691, -121.7819172 47.4931033, -121.7819718 47.4930771, -121.7820546 47.493048, -121.7821703 47.4930211)",Downing Avenue North,,,,,
760856557,secondary,True,False,6.397,"LINESTRING (-121.7819993 47.4928444, -121.7819934 47.4928729, -121.781996 47.4929016)",,,,,,roundabout
"[962269241, 308168746, 962269242]",secondary,True,False,174.316,"LINESTRING (-121.7821835 47.4927345, -121.7819973 47.4926805, -121.7819234 47.4926578, -121.781789 47.4926103, -121.7816708 47.4925596, -121.7815862 47.4925172, -121.7811429 47.4922682, -121.7810212 47.4922029, -121.7806015 47.4919955, -121.7802845 47.491845)",East North Bend Way,"['1', '2']",25 mph,,,
760856557,secondary,True,False,19.587,"LINESTRING (-121.7821835 47.4927345, -121.7821206 47.492746, -121.7820658 47.4927698, -121.7820241 47.4928036, -121.7819993 47.4928444)",,,,,,roundabout
760856557,secondary,True,False,4.886,"LINESTRING (-121.7824029 47.4929383, -121.7824205 47.492896)",,,,,,roundabout
760856552,secondary,True,False,45.225,"LINESTRING (-121.7822235 47.4930229, -121.7823046 47.4930669, -121.7823933 47.4931118, -121.7824776 47.4931496, -121.7825568 47.4931967, -121.7826296 47.4932331, -121.7827143 47.4932534)",East North Bend Way,2,25 mph,,,
760856557,secondary,True,False,17.218,"LINESTRING (-121.7822235 47.4930229, -121.7822686 47.4930173, -121.7823109 47.4930054, -121.7823485 47.4929877, -121.7823796 47.492965, -121.7824029 47.4929383)",,,,,,roundabout
760856557,secondary,True,False,4.002,"LINESTRING (-121.7821703 47.4930211, -121.7822235 47.4930229)",,,,,,roundabout
760856556,residential,True,False,32.978,"LINESTRING (-121.781996 47.4929016, -121.7819479 47.4929762, -121.7819032 47.4930318, -121.7818651 47.4930835, -121.781807 47.4931691)",Downing Avenue North,,,,,
760856557,secondary,True,False,19.845,"LINESTRING (-121.781996 47.4929016, -121.7820108 47.4929359, -121.7820376 47.4929666, -121.7820747 47.4929921, -121.7821199 47.4930106, -121.7821703 47.4930211)",,,,,,roundabout
760856557,secondary,True,False,19.347,"LINESTRING (-121.7824205 47.492896, -121.7824187 47.4928525, -121.7823978 47.4928114, -121.7823597 47.4927763, -121.782308 47.4927504)",,,,,,roundabout
1203393779,residential,True,False,42.53399999999999,"LINESTRING (-121.7824205 47.492896, -121.7824675 47.4928435, -121.7825066 47.4928058, -121.7825545 47.4927729, -121.7826598 47.4927231, -121.7827441 47.4926919, -121.782844 47.4926545)",East Park Street,,,,,
37584899,primary,False,True,37.022,"LINESTRING (-121.7894 47.4999077, -121.7891301 47.4997798, -121.7889922 47.4997209)",Bendigo Boulevard North,,,WA 202,,
777974075,residential,False,False,29.272,"LINESTRING (-121.7894 47.4999077, -121.7894507 47.4998218, -121.7895015 47.4997754, -121.7895561 47.4997462, -121.7896486 47.4997249)",Northwest 8th Street,,,,,
6483734,residential,False,True,49.315,"LINESTRING (-121.7896486 47.4997249, -121.789527 47.4997226, -121.7895145 47.4997226, -121.7889922 47.4997209)",Northwest 8th Street,,25 mph,,,
777974075,residential,False,True,29.272,"LINESTRING (-121.7896486 47.4997249, -121.7895561 47.4997462, -121.7895015 47.4997754, -121.7894507 47.4998218, -121.7894 47.4999077)",Northwest 8th Street,,,,,
962269242,secondary,True,False,25.218,"LINESTRING (-121.7798743 47.4916443, -121.7797629 47.4915858, -121.7796319 47.4914886)",East North Bend Way,1,25 mph,,,
962269242,secondary,True,False,38.056,"LINESTRING (-121.7802845 47.491845, -121.7800207 47.4917136, -121.779939 47.4916737, -121.7798743 47.4916443)",East North Bend Way,1,25 mph,,,
"[1203393777, 1203393778]",secondary_link,True,False,46.627,"LINESTRING (-121.7802845 47.491845, -121.7801519 47.4917406, -121.7801264 47.4917188, -121.780113 47.4916953, -121.7801077 47.4916672, -121.7801052 47.4916261, -121.7800438 47.4916401, -121.7799771 47.4916477, -121.7799253 47.4916491, -121.7798743 47.4916443)",,,,,,
