osmid,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,access,junction,ref
545391298,Lead Avenue Southwest,tertiary,,False,False,109.225,"LINESTRING (-106.653357 35.0817564, -106.6534454 35.0817679, -106.6543481 35.0818852, -106.6544536 35.0818989, -106.6545425 35.0819104)",,,,
545391298,Lead Avenue Southwest,tertiary,,False,True,110.01199999999999,"LINESTRING (-106.653357 35.0817564, -106.6532807 35.0817465, -106.6531432 35.0817286, -106.6529475 35.0817032, -106.6527526 35.0816778, -106.6522627 35.0816141, -106.652163 35.0816011)",,,,
706094889,5th Street Southwest,tertiary,unposted,False,False,110.858,"LINESTRING (-106.653357 35.0817564, -106.6533747 35.0816683, -106.6534548 35.0812735, -106.6534591 35.081249, -106.65348 35.0811479, -106.6535405 35.080845, -106.653555 35.0807727)",,,,
545391298,Lead Avenue Southwest,tertiary,,False,True,109.225,"LINESTRING (-106.6545425 35.0819104, -106.6544536 35.0818989, -106.6543481 35.0818852, -106.6534454 35.0817679, -106.653357 35.0817564)",,,,
587577655,6th Street Southwest,tertiary,unposted,False,False,108.433,"LINESTRING (-106.6545425 35.0819104, -106.6545265 35.0819946, -106.6544785 35.0822583, -106.6544557 35.0823869, -106.6544328 35.0825069, -106.6543998 35.0826894, -106.6543957 35.0827082, -106.6543782 35.0828063, -106.654366 35.0828748)",,,,
"[714524891, 545391299]",6th Street Southwest,tertiary,unposted,False,True,111.087,"LINESTRING (-106.6545425 35.0819104, -106.6545575 35.081833, -106.6546182 35.0815319, -106.6546363 35.0814412, -106.6546381 35.0814299, -106.6546418 35.0814139, -106.6546615 35.0813152, -106.6547244 35.0809976, -106.6547397 35.0809245)",,,,
516540395,Gold Avenue Southwest,tertiary,25 mph,False,True,110.21900000000001,"LINESTRING (-106.648247 35.0830774, -106.6483274 35.0831097, -106.6493334 35.0832462, -106.649434 35.0832599)",,,,
516540396,1st Street Southwest,tertiary,25 mph,False,False,113.76599999999999,"LINESTRING (-106.648247 35.0830774, -106.648226 35.0831822, -106.648078 35.0839916, -106.64806 35.084089)",,,,
"[104749579, 516540398]",1st Street Southwest,tertiary,25 mph,False,True,106.99099999999999,"LINESTRING (-106.648247 35.0830774, -106.6482589 35.0830152, -106.6483086 35.0827511, -106.6483288 35.0826423, -106.6483481 35.0825465, -106.6483649 35.0824569, -106.6483935 35.0823252, -106.648434 35.0821275)",,,,
14418512,2nd Street Southwest,secondary,,False,True,111.611,"LINESTRING (-106.649434 35.0832599, -106.6494209 35.0833259, -106.6493408 35.0837361, -106.6492975 35.0839572, -106.649253 35.0841813, -106.64924 35.084251)",,,,
516540394,2nd Street Southwest,secondary,,False,True,110.658,"LINESTRING (-106.649434 35.0832599, -106.6494486 35.083171, -106.6494599 35.0831076, -106.6495125 35.0828016, -106.6495216 35.0827488, -106.6495313 35.0827, -106.6496058 35.082327, -106.649616 35.082276)",,,,
516540395,Gold Avenue Southwest,tertiary,25 mph,False,False,110.21900000000001,"LINESTRING (-106.649434 35.0832599, -106.6493334 35.0832462, -106.6483274 35.0831097, -106.648247 35.0830774)",,,,
543946730,Gold Avenue Southwest,tertiary,25 mph,False,True,108.793,"LINESTRING (-106.649434 35.0832599, -106.649528 35.0832718, -106.6496362 35.0832856, -106.6496789 35.083291, -106.6502742 35.0833665, -106.6505268 35.0833986, -106.6506155 35.0834098)",,,,
14424565,3rd Street Southwest,tertiary,,False,True,112.01200000000001,"LINESTRING (-106.6506155 35.0834098, -106.650603 35.0834709, -106.6505205 35.0838949, -106.650439 35.0843256, -106.650425 35.084405)",,,,
543946730,Gold Avenue Southwest,tertiary,25 mph,False,False,108.79299999999999,"LINESTRING (-106.6506155 35.0834098, -106.6505268 35.0833986, -106.6502742 35.0833665, -106.6496789 35.083291, -106.6496362 35.0832856, -106.649528 35.0832718, -106.649434 35.0832599)",,,,
543946731,3rd Street Southwest,tertiary,,False,False,111.662,"LINESTRING (-106.6506155 35.0834098, -106.6506319 35.083321, -106.6506923 35.0830051, -106.6507079 35.0829221, -106.6507114 35.0829035, -106.6507882 35.0824954, -106.650803 35.0824174)",,,,
545391301,Gold Avenue Southwest,tertiary,25 mph,False,True,108.831,"LINESTRING (-106.6506155 35.0834098, -106.6507011 35.0834209, -106.6511635 35.0834804, -106.6516141 35.0835384, -106.6517238 35.0835526, -106.651797 35.083562)",,,,
14409939,4th Street Southwest,tertiary,30 mph,False,False,111.67999999999999,"LINESTRING (-106.651797 35.083562, -106.6518141 35.083473, -106.6518933 35.0830645, -106.6519159 35.0829467, -106.6519736 35.0826484, -106.651989 35.08257)",,,,
14409939,4th Street Southwest,tertiary,30 mph,False,True,111.55000000000001,"LINESTRING (-106.651797 35.083562, -106.6517852 35.0836274, -106.6517103 35.0840446, -106.651632 35.0844755, -106.6516186 35.0845545)",,,,
545391301,Gold Avenue Southwest,tertiary,25 mph,False,False,108.83099999999999,"LINESTRING (-106.651797 35.083562, -106.6517238 35.0835526, -106.6516141 35.0835384, -106.6511635 35.0834804, -106.6507011 35.0834209, -106.6506155 35.0834098)",,,,
545391301,Gold Avenue Southwest,tertiary,25 mph,False,True,110.06099999999999,"LINESTRING (-106.651797 35.083562, -106.6518931 35.0835737, -106.6529093 35.0836984, -106.6529932 35.0837087)",,,,
14415628,5th Street Southwest,tertiary,25 mph,False,False,113.006,"LINESTRING (-106.6529932 35.0837087, -106.6529793 35.0837805, -106.6528997 35.0842024, -106.6528184 35.0846308, -106.652803 35.084713)",,,,
14415628,5th Street Southwest,tertiary,25 mph,False,True,110.79199999999999,"LINESTRING (-106.6529932 35.0837087, -106.6530093 35.0836258, -106.653075 35.0832928, -106.6530911 35.083211, -106.6531176 35.0830731, -106.65317 35.0828016, -106.653186 35.0827249)",,,,
545391301,Gold Avenue Southwest,tertiary,25 mph,False,False,110.06099999999999,"LINESTRING (-106.6529932 35.0837087, -106.6529093 35.0836984, -106.6518931 35.0835737, -106.651797 35.083562)",,,,
545391301,Gold Avenue Southwest,tertiary,25 mph,False,True,107.76899999999999,"LINESTRING (-106.6529932 35.0837087, -106.6530971 35.0837217, -106.654087 35.0838455, -106.654164 35.083855)",,,,
14409304,6th Street Southwest,tertiary,20 mph,False,True,113.452,"LINESTRING (-106.654164 35.083855, -106.6541487 35.0839374, -106.6540736 35.0843478, -106.6539916 35.084795, -106.653979 35.084864)",,,,
183102368,Gold Avenue Southwest,residential,25 mph,False,True,111.25,"LINESTRING (-106.654164 35.083855, -106.6542599 35.0838678, -106.6552819 35.0840047, -106.6553706 35.0840165)",,,,
221632373,6th Street Southwest,tertiary,unposted,False,False,110.53299999999999,"LINESTRING (-106.654164 35.083855, -106.654178 35.0837868, -106.6542438 35.0834681, -106.6542637 35.0833718, -106.6542722 35.0833307, -106.6542779 35.0833032, -106.6543504 35.0829498, -106.654366 35.0828748)",,,,
545391301,Gold Avenue Southwest,tertiary,25 mph,False,False,107.769,"LINESTRING (-106.654164 35.083855, -106.654087 35.0838455, -106.6530971 35.0837217, -106.6529932 35.0837087)",,,,
14414920,7th Street Southwest,residential,unposted,False,False,110.67,"LINESTRING (-106.6553706 35.0840165, -106.6553884 35.0839294, -106.6554738 35.0835285, -106.6555722 35.083035)",,,,
14414920,7th Street Southwest,residential,unposted,False,True,113.634,"LINESTRING (-106.6553706 35.0840165, -106.6553563 35.0840914, -106.6553359 35.0842084, -106.6553044 35.0843857, -106.6552847 35.0845007, -106.6552073 35.0849355, -106.655191 35.0850278)",,,,
183102368,Gold Avenue Southwest,residential,25 mph,False,False,111.24999999999999,"LINESTRING (-106.6553706 35.0840165, -106.6552819 35.0840047, -106.6542599 35.0838678, -106.654164 35.083855)",,,,
14409304,6th Street Southwest,tertiary,20 mph,False,False,113.452,"LINESTRING (-106.653979 35.084864, -106.6539916 35.084795, -106.6540736 35.0843478, -106.6541487 35.0839374, -106.654164 35.083855)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,False,108.315,"LINESTRING (-106.653979 35.084864, -106.6538893 35.0848525, -106.652899 35.0847253, -106.652803 35.084713)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,True,111.774,"LINESTRING (-106.653979 35.084864, -106.6540618 35.0848752, -106.6550893 35.0850141, -106.655191 35.0850278)",,,,
552496566,6th Street Northwest,secondary,30 mph,False,True,112.381,"LINESTRING (-106.653979 35.084864, -106.6539633 35.084948, -106.6539152 35.0852071, -106.6538846 35.0853723, -106.6538667 35.085468, -106.6538411 35.085606, -106.6538087 35.0857996, -106.6537986 35.0858638)",,,,
221632373,6th Street Southwest,tertiary,unposted,False,True,110.53299999999999,"LINESTRING (-106.654366 35.0828748, -106.6543504 35.0829498, -106.6542779 35.0833032, -106.6542722 35.0833307, -106.6542637 35.0833718, -106.6542438 35.0834681, -106.654178 35.0837868, -106.654164 35.083855)",,,,
543946735,Silver Avenue Southwest,residential,18 mph,False,False,108.65899999999999,"LINESTRING (-106.654366 35.0828748, -106.6542967 35.0828659, -106.6536404 35.082782, -106.6532743 35.0827352, -106.653186 35.0827249)",,,,
587577655,6th Street Southwest,tertiary,unposted,False,True,108.433,"LINESTRING (-106.654366 35.0828748, -106.6543782 35.0828063, -106.6543957 35.0827082, -106.6543998 35.0826894, -106.6544328 35.0825069, -106.6544557 35.0823869, -106.6544785 35.0822583, -106.6545265 35.0819946, -106.6545425 35.0819104)",,,,
706094888,Silver Avenue Southwest,residential,18 mph,False,False,111.19200000000001,"LINESTRING (-106.654366 35.0828748, -106.6544629 35.0828877, -106.655455 35.0830194, -106.6555722 35.083035)",,,,
"[545391299, 714524891]",6th Street Southwest,tertiary,unposted,False,False,111.08699999999999,"LINESTRING (-106.6547397 35.0809245, -106.6547244 35.0809976, -106.6546615 35.0813152, -106.6546418 35.0814139, -106.6546381 35.0814299, -106.6546363 35.0814412, -106.6546182 35.0815319, -106.6545575 35.081833, -106.6545425 35.0819104)",,,,
545397377,Coal Avenue Southwest,tertiary,25 mph,False,True,109.12599999999999,"LINESTRING (-106.6547397 35.0809245, -106.654829 35.0809363, -106.6559239 35.0810795)",,,,
545397378,6th Street Southwest,residential,unposted,False,False,109.27199999999999,"LINESTRING (-106.6547397 35.0809245, -106.6547556 35.0808421, -106.6548361 35.0804428, -106.6549291 35.0799541)",,,,
572493520,Coal Avenue Southwest,tertiary,25 mph,False,True,109.116,"LINESTRING (-106.6547397 35.0809245, -106.6546612 35.0809145, -106.6536401 35.0807836, -106.653555 35.0807727)",,,,
545397378,6th Street Southwest,residential,unposted,False,True,109.272,"LINESTRING (-106.6549291 35.0799541, -106.6548361 35.0804428, -106.6547556 35.0808421, -106.6547397 35.0809245)",,,,
714552122,Iron Avenue Southwest,residential,unposted,False,False,78.979,"LINESTRING (-106.6549291 35.0799541, -106.6555751 35.0800331, -106.6557875 35.0800591)",,,,
"[714552122, 14423404]",Iron Avenue Southwest,residential,unposted,False,True,109.722,"LINESTRING (-106.6549291 35.0799541, -106.654444 35.0798908, -106.6541664 35.0798575, -106.653737 35.079806)",,,,
14409939,4th Street Southwest,tertiary,30 mph,False,False,111.55000000000001,"LINESTRING (-106.6516186 35.0845545, -106.651632 35.0844755, -106.6517103 35.0840446, -106.6517852 35.0836274, -106.651797 35.083562)",,,,
104448918,4th Street Northwest,residential,25 mph,False,True,113.784,"LINESTRING (-106.6516186 35.0845545, -106.6515992 35.0846482, -106.6515134 35.0850735, -106.6514312 35.0854785, -106.651414 35.085564)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,False,109.873,"LINESTRING (-106.6516186 35.0845545, -106.6515151 35.0845417, -106.6505252 35.0844177, -106.650425 35.084405)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,True,109.202,"LINESTRING (-106.6516186 35.0845545, -106.6516839 35.0845634, -106.6526926 35.0846982, -106.652803 35.084713)",,,,
14409939,4th Street Southwest,tertiary,30 mph,False,True,111.68,"LINESTRING (-106.651989 35.08257, -106.6519736 35.0826484, -106.6519159 35.0829467, -106.6518933 35.0830645, -106.6518141 35.083473, -106.651797 35.083562)",,,,
543946732,Silver Avenue Southwest,residential,18 mph,False,True,109.246,"LINESTRING (-106.651989 35.08257, -106.6519157 35.0825607, -106.6517665 35.0825417, -106.6511662 35.0824652, -106.6510276 35.0824462, -106.6509224 35.0824328, -106.650803 35.0824174)",,,,
583994244,4th Street Southwest,tertiary,30 mph,False,False,108.895,"LINESTRING (-106.651989 35.08257, -106.6520013 35.0825014, -106.6520762 35.0820833, -106.6521488 35.08168, -106.652163 35.0816011)",,,,
"[702021973, 583994245, 702021974]",Silver Avenue Southwest,residential,18 mph,False,False,110.274,"LINESTRING (-106.651989 35.08257, -106.6520824 35.0825821, -106.6520912 35.0825832, -106.6524237 35.0826262, -106.6524627 35.0826314, -106.6530878 35.0827128, -106.653186 35.0827249)",yes,,,
545391297,4th Street Southwest,tertiary,30 mph,False,False,108.886,"LINESTRING (-106.652353 35.0806121, -106.6523674 35.0805411, -106.6524504 35.0801347, -106.6525513 35.0796464)",,,,
545391297,4th Street Southwest,tertiary,30 mph,False,True,111.32300000000001,"LINESTRING (-106.652353 35.0806121, -106.6523375 35.0806917, -106.6523206 35.0807818, -106.6522852 35.0809683, -106.6522593 35.0811023, -106.6522349 35.0812277, -106.6521793 35.0815154, -106.652163 35.0816011)",,,,
572493520,Coal Avenue Southwest,tertiary,25 mph,False,False,110.82600000000001,"LINESTRING (-106.652353 35.0806121, -106.6524556 35.0806258, -106.6528847 35.0806831, -106.6534657 35.0807608, -106.653555 35.0807727)",,,,
572493520,Coal Avenue Southwest,tertiary,25 mph,False,True,108.989,"LINESTRING (-106.652353 35.0806121, -106.6522813 35.0806031, -106.6519034 35.0805558, -106.6516816 35.0805281, -106.651267 35.0804764, -106.651169 35.0804641)",,,,
14423404,Iron Avenue Southwest,residential,unposted,False,False,109.34599999999999,"LINESTRING (-106.6525513 35.0796464, -106.6526714 35.0796618, -106.6530302 35.0797078, -106.6531779 35.0797283, -106.6534292 35.0797632, -106.653554 35.0797805, -106.653737 35.079806)",,,,
545391297,4th Street Southwest,tertiary,30 mph,False,True,108.88600000000001,"LINESTRING (-106.6525513 35.0796464, -106.6524504 35.0801347, -106.6523674 35.0805411, -106.652353 35.0806121)",,,,
14424565,3rd Street Southwest,tertiary,,False,False,112.012,"LINESTRING (-106.650425 35.084405, -106.650439 35.0843256, -106.6505205 35.0838949, -106.650603 35.0834709, -106.6506155 35.0834098)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,False,109.17699999999998,"LINESTRING (-106.650425 35.084405, -106.6503182 35.0843904, -106.6497179 35.0843131, -106.6493286 35.0842625, -106.64924 35.084251)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,True,109.873,"LINESTRING (-106.650425 35.084405, -106.6505252 35.0844177, -106.6515151 35.0845417, -106.6516186 35.0845545)",,,,
906933498,3rd Street Northwest,tertiary,,False,True,114.374,"LINESTRING (-106.650425 35.084405, -106.650409 35.0844789, -106.6503151 35.0849159, -106.6502881 35.0850409, -106.6502258 35.0853306, -106.650207 35.085418)",,,,
183521470,Copper Avenue Northwest,tertiary,,False,False,111.018,"LINESTRING (-106.650207 35.085418, -106.6503227 35.085432, -106.651026 35.0855171, -106.6513309 35.0855539, -106.651414 35.085564)",,,,
183521470,Copper Avenue Northwest,tertiary,,False,True,108.35099999999998,"LINESTRING (-106.650207 35.085418, -106.6501383 35.0854091, -106.6491331 35.0852782, -106.649031 35.0852649)",,,,
906933498,3rd Street Northwest,tertiary,,False,False,114.374,"LINESTRING (-106.650207 35.085418, -106.6502258 35.0853306, -106.6502881 35.0850409, -106.6503151 35.0849159, -106.650409 35.0844789, -106.650425 35.084405)",,,,
906933498,3rd Street Northwest,tertiary,,False,True,125.404,"LINESTRING (-106.650207 35.085418, -106.6501964 35.0854782, -106.6500253 35.0864477, -106.65001 35.0865342)",,,,
302268963,Tijeras Avenue Northwest,secondary,,True,False,108.58,"LINESTRING (-106.65001 35.0865342, -106.649919 35.0865271, -106.6489258 35.0864499, -106.648822 35.086442)",,,,
516540390,3rd Street Northwest,secondary,,False,True,171.088,"LINESTRING (-106.65001 35.0865342, -106.649999 35.086616, -106.6498941 35.0873951, -106.649746 35.0879644, -106.6497231 35.0880529)",,,,
906933498,3rd Street Northwest,tertiary,,False,False,125.404,"LINESTRING (-106.65001 35.0865342, -106.6500253 35.0864477, -106.6501964 35.0854782, -106.650207 35.085418)",,,,
14414747,Marquette Avenue Northwest,tertiary,,True,False,111.095,"LINESTRING (-106.6497231 35.0880529, -106.6498597 35.08807, -106.650016 35.0880896, -106.6501827 35.0881105, -106.6503443 35.0881311, -106.65093 35.0882042)",,,,
516540390,3rd Street Northwest,secondary,,False,False,171.08800000000002,"LINESTRING (-106.6497231 35.0880529, -106.649746 35.0879644, -106.6498941 35.0873951, -106.649999 35.086616, -106.65001 35.0865342)",,,,
14414747,Marquette Avenue Northwest,tertiary,,True,False,107.779,"LINESTRING (-106.6485556 35.0878891, -106.6486473 35.087902, -106.6490845 35.0879633, -106.649637 35.0880408, -106.6497231 35.0880529)",,,,
"[491467352, 703241793, 491467351]",2nd Street Northwest,secondary,25 mph,False,False,137.088,"LINESTRING (-106.6485556 35.0878891, -106.64857 35.0878056, -106.6486576 35.0873386, -106.6486761 35.0872332, -106.648702 35.0870923, -106.64878 35.08667)",building_passage,,,
14418512,2nd Street Southwest,secondary,,False,False,111.611,"LINESTRING (-106.64924 35.084251, -106.649253 35.0841813, -106.6492975 35.0839572, -106.6493408 35.0837361, -106.6494209 35.0833259, -106.649434 35.0832599)",,,,
48469001,2nd Street Northwest,secondary,25 mph,False,False,114.334,"LINESTRING (-106.64924 35.084251, -106.649225 35.0843205, -106.6492055 35.0844143, -106.649133 35.0847576, -106.6490498 35.0851712, -106.649031 35.0852649)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,True,109.17699999999999,"LINESTRING (-106.64924 35.084251, -106.6493286 35.0842625, -106.6497179 35.0843131, -106.6503182 35.0843904, -106.650425 35.084405)",,,,
547150784,Central Avenue Northwest,primary,25 mph,False,True,108.87100000000001,"LINESTRING (-106.64924 35.084251, -106.6491471 35.0842383, -106.6481916 35.0841077, -106.64806 35.084089)",,,,
14415628,5th Street Southwest,tertiary,25 mph,False,True,113.006,"LINESTRING (-106.652803 35.084713, -106.6528184 35.0846308, -106.6528997 35.0842024, -106.6529793 35.0837805, -106.6529932 35.0837087)",,,,
14420357,5th Street Northwest,secondary,25 mph,False,False,112.769,"LINESTRING (-106.652803 35.084713, -106.6527892 35.084783, -106.6527023 35.0852271, -106.652674 35.0853621, -106.6526184 35.08563, -106.6526019 35.0857137)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,False,109.202,"LINESTRING (-106.652803 35.084713, -106.6526926 35.0846982, -106.6516839 35.0845634, -106.6516186 35.0845545)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,True,108.315,"LINESTRING (-106.652803 35.084713, -106.652899 35.0847253, -106.6538893 35.0848525, -106.653979 35.084864)",,,,
14414920,7th Street Southwest,residential,unposted,False,False,113.63399999999999,"LINESTRING (-106.655191 35.0850278, -106.6552073 35.0849355, -106.6552847 35.0845007, -106.6553044 35.0843857, -106.6553359 35.0842084, -106.6553563 35.0840914, -106.6553706 35.0840165)",,,,
14419561,7th Street Northwest,residential,unposted,False,False,111.49000000000001,"LINESTRING (-106.655191 35.0850278, -106.655177 35.0850963, -106.6550888 35.0855312, -106.6549955 35.0860176)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,False,111.774,"LINESTRING (-106.655191 35.0850278, -106.6550893 35.0850141, -106.6540618 35.0848752, -106.653979 35.084864)",,,,
293800382,Central Avenue Northwest,primary,25 mph,False,True,84.401,"LINESTRING (-106.655191 35.0850278, -106.6552564 35.0850359, -106.655826 35.0851065, -106.6561081 35.0851415)",,,,
14412565,Coal Avenue Southwest,tertiary,25 mph,False,False,108.90199999999999,"LINESTRING (-106.649988 35.0803056, -106.6500755 35.0803173, -106.6510958 35.0804543, -106.651169 35.0804641)",,,,
543970517,2nd Street Southwest,secondary,,False,True,110.888,"LINESTRING (-106.649988 35.0803056, -106.6499696 35.0803936, -106.6498843 35.0808035, -106.6498002 35.0812143, -106.649785 35.0812889)",,,,
14412565,Coal Avenue Southwest,tertiary,25 mph,False,True,108.90199999999999,"LINESTRING (-106.651169 35.0804641, -106.6510958 35.0804543, -106.6500755 35.0803173, -106.649988 35.0803056)",,,,
572493520,Coal Avenue Southwest,tertiary,25 mph,False,False,108.989,"LINESTRING (-106.651169 35.0804641, -106.651267 35.0804764, -106.6516816 35.0805281, -106.6519034 35.0805558, -106.6522813 35.0806031, -106.652353 35.0806121)",,,,
572493523,3rd Street Southwest,tertiary,,False,True,110.521,"LINESTRING (-106.651169 35.0804641, -106.6511549 35.0805376, -106.6510748 35.0809599, -106.6509963 35.0813575, -106.650979 35.0814458)",,,,
191521703,5th Street Southwest,tertiary,unposted,False,False,108.761,"LINESTRING (-106.653555 35.0807727, -106.6535701 35.0806927, -106.6536462 35.0802916, -106.6536694 35.0801687, -106.653737 35.079806)",,,,
572493520,Coal Avenue Southwest,tertiary,25 mph,False,False,109.116,"LINESTRING (-106.653555 35.0807727, -106.6536401 35.0807836, -106.6546612 35.0809145, -106.6547397 35.0809245)",,,,
572493520,Coal Avenue Southwest,tertiary,25 mph,False,True,110.826,"LINESTRING (-106.653555 35.0807727, -106.6534657 35.0807608, -106.6528847 35.0806831, -106.6524556 35.0806258, -106.652353 35.0806121)",,,,
706094889,5th Street Southwest,tertiary,unposted,False,True,110.858,"LINESTRING (-106.653555 35.0807727, -106.6535405 35.080845, -106.65348 35.0811479, -106.6534591 35.081249, -106.6534548 35.0812735, -106.6533747 35.0816683, -106.653357 35.0817564)",,,,
172283966,7th Street Southwest,residential,unposted,False,False,110.251,"LINESTRING (-106.6559239 35.0810795, -106.6559442 35.0809712, -106.6560182 35.0805946, -106.6560184 35.0805879, -106.6561197 35.0801011)",,,,
545397377,Coal Avenue Southwest,tertiary,25 mph,False,False,109.12599999999999,"LINESTRING (-106.6559239 35.0810795, -106.654829 35.0809363, -106.6547397 35.0809245)",,,,
183521470,Copper Avenue Northwest,tertiary,,False,True,110.16000000000001,"LINESTRING (-106.6537986 35.0858638, -106.6537185 35.0858538, -106.6535997 35.0858389, -106.6534161 35.0858159, -106.6527107 35.0857275, -106.6526019 35.0857137)",,,,
192575639,6th Street Northwest,secondary,30 mph,False,True,151.42000000000002,"LINESTRING (-106.6537986 35.0858638, -106.6537851 35.0859319, -106.6536995 35.0863861, -106.6536557 35.0866168, -106.6536419 35.0866898, -106.65356 35.0871258, -106.6535446 35.0872096)",,,,
552496565,Copper Avenue Northwest,tertiary,,False,False,110.241,"LINESTRING (-106.6537986 35.0858638, -106.6538844 35.0858749, -106.6549955 35.0860176)",,,,
552496566,6th Street Northwest,secondary,30 mph,False,False,112.38099999999999,"LINESTRING (-106.6537986 35.0858638, -106.6538087 35.0857996, -106.6538411 35.085606, -106.6538667 35.085468, -106.6538846 35.0853723, -106.6539152 35.0852071, -106.6539633 35.084948, -106.653979 35.084864)",,,,
48360490,Tijeras Avenue Northwest,tertiary,,True,False,110.843,"LINESTRING (-106.6535446 35.0872096, -106.653445 35.0871847, -106.6533433 35.0871505, -106.6531518 35.0871043, -106.6525003 35.0869469, -106.6523803 35.0869178)",,,,
192575639,6th Street Northwest,secondary,30 mph,False,False,151.42,"LINESTRING (-106.6535446 35.0872096, -106.65356 35.0871258, -106.6536419 35.0866898, -106.6536557 35.0866168, -106.6536995 35.0863861, -106.6537851 35.0859319, -106.6537986 35.0858638)",,,,
192575639,6th Street Northwest,secondary,30 mph,False,True,141.18,"LINESTRING (-106.6535446 35.0872096, -106.653528 35.0872893, -106.6535062 35.087429, -106.6534973 35.0874796, -106.6534681 35.0876462, -106.6534107 35.0879741, -106.6533753 35.0881487, -106.6533456 35.0883215, -106.6533254 35.0883864, -106.6533016 35.0884628)",,,,
247947380,Tijeras Avenue Northwest,tertiary,25 mph,False,True,63.49500000000001,"LINESTRING (-106.6535446 35.0872096, -106.6536441 35.0872348, -106.6540037 35.08732, -106.6541472 35.0873539, -106.6542164 35.0873623)",,,,
48360498,Marquette Avenue Northwest,tertiary,25 mph,True,False,80.084,"LINESTRING (-106.6533016 35.0884628, -106.6534039 35.0884968, -106.653591 35.0884982, -106.6540659 35.0885156, -106.6541719 35.0885021)",,,,
192575639,6th Street Northwest,secondary,30 mph,False,False,141.18,"LINESTRING (-106.6533016 35.0884628, -106.6533254 35.0883864, -106.6533456 35.0883215, -106.6533753 35.0881487, -106.6534107 35.0879741, -106.6534681 35.0876462, -106.6534973 35.0874796, -106.6535062 35.087429, -106.653528 35.0872893, -106.6535446 35.0872096)",,,,
