osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,tunnel
20609687,South Lewis Street,secondary,False,False,119.20299999999999,"LINESTRING (-79.0743807 38.1473045, -79.0743901 38.1473286, -79.0743975 38.1473533, -79.0744051 38.1473805, -79.0744119 38.1474091, -79.0744224 38.14747, -79.0744651 38.147775, -79.0744676 38.147793, -79.074498 38.1480172, -79.0745096 38.1481085, -79.0745364 38.148317, -79.0745363 38.1483683)",2,25 mph,,,
1208171333,South Lewis Street,secondary,False,True,12.074,"LINESTRING (-79.0743807 38.1473045, -79.0743716 38.1472915, -79.0743143 38.1472093)",2,25 mph,,,
108547135,West Beverley Street,primary,True,False,88.797,"LINESTRING (-79.0746877 38.1493312, -79.0741144 38.1493756, -79.0736774 38.1494117)",,,VA 252;VA 254,,
915338048,North Lewis Street,tertiary,False,False,114.262,"LINESTRING (-79.0746877 38.1493312, -79.0746945 38.1493839, -79.0747268 38.1496892, -79.0748226 38.1503532)",,,,,
915338050,South Lewis Street,secondary,False,True,108.00300000000001,"LINESTRING (-79.0746877 38.1493312, -79.0746809 38.1492841, -79.0746513 38.1490744, -79.0746297 38.1489112, -79.0746171 38.1488403, -79.0746057 38.1487984, -79.0745907 38.1487472, -79.074577 38.148692, -79.07457 38.1486618, -79.0745383 38.148439, -79.0745363 38.1483683)",2,25 mph,,,
108547185,East Beverley Street,primary,True,False,92.027,"LINESTRING (-79.0726018 38.1494957, -79.0715554 38.149584)",,,VA 254,,
51318727,South Augusta Street,primary,False,False,111.987,"LINESTRING (-79.0726018 38.1494957, -79.0725185 38.1489845, -79.0724686 38.1486588, -79.072462 38.1484952)",2,,US 11 BUS;US 250,,
1062636129,North Augusta Street,primary,False,False,115.499,"LINESTRING (-79.0726018 38.1494957, -79.0726885 38.1500132, -79.0727744 38.1505255)",2,,US 11 BUS;US 250,,
20609787,North Augusta Street,primary,False,False,43.933,"LINESTRING (-79.0727744 38.1505255, -79.0728285 38.1509183)",2,,US 11 BUS;US 250,,
20612393,West Frederick Street,primary,True,False,22.495,"LINESTRING (-79.0727744 38.1505255, -79.0730275 38.1504893)",,,VA 252;VA 254,,
1062636129,North Augusta Street,primary,False,True,115.499,"LINESTRING (-79.0727744 38.1505255, -79.0726885 38.1500132, -79.0726018 38.1494957)",2,,US 11 BUS;US 250,,
20609787,North Augusta Street,primary,False,False,112.93100000000001,"LINESTRING (-79.073044 38.1524826, -79.0730519 38.15254, -79.0730703 38.1526738, -79.0731508 38.1532578, -79.0731831 38.1534923)",2,,US 11 BUS;US 250,,
20609787,North Augusta Street,primary,False,True,174.96,"LINESTRING (-79.073044 38.1524826, -79.0728409 38.1510082, -79.0728285 38.1509183)",2,,US 11 BUS;US 250,,
20610383,Academy Street,residential,False,False,93.703,"LINESTRING (-79.073044 38.1524826, -79.0728696 38.152498, -79.071979 38.1525762)",,,,,
20609787,North Augusta Street,primary,False,True,112.931,"LINESTRING (-79.0731831 38.1534923, -79.0731508 38.1532578, -79.0730703 38.1526738, -79.0730519 38.15254, -79.073044 38.1524826)",2,,US 11 BUS;US 250,,
20610860,Prospect Street,residential,False,False,93.555,"LINESTRING (-79.0731831 38.1534923, -79.0726211 38.1535461, -79.072121 38.153594)",,,,,
20609795,North Market Street,tertiary,False,False,117.619,"LINESTRING (-79.0704865 38.1496603, -79.0704948 38.1497989, -79.0704994 38.1498756, -79.0705418 38.1501454, -79.0705521 38.1502109, -79.0705737 38.1503596, -79.0706251 38.150712)",,,,,
20609821,South Market Street,tertiary,True,False,144.43800000000002,"LINESTRING (-79.0704865 38.1496603, -79.0704179 38.1491556, -79.070401 38.149031, -79.0703692 38.1487822, -79.070332 38.148492, -79.07032 38.148368)",,,,,
20610801,East Beverley Street,secondary,True,False,177.786,"LINESTRING (-79.0704865 38.1496603, -79.0699911 38.1497118, -79.0685971 38.1498164, -79.0684765 38.1498607)",,,VA 254,,
20609795,North Market Street,tertiary,False,True,117.619,"LINESTRING (-79.0706251 38.150712, -79.0705737 38.1503596, -79.0705521 38.1502109, -79.0705418 38.1501454, -79.0704994 38.1498756, -79.0704948 38.1497989, -79.0704865 38.1496603)",,,,,
20609937,East Frederick Street,secondary,True,False,94.388,"LINESTRING (-79.0706251 38.150712, -79.0714427 38.1506452, -79.0716984 38.1506218)",,,VA 254,,
722964659,,tertiary,False,False,40.546,"LINESTRING (-79.0706251 38.150712, -79.0706637 38.1508583, -79.0706743 38.1509332, -79.070694 38.1510722)",,,,,
20610860,Prospect Street,residential,False,True,94.063,"LINESTRING (-79.0710533 38.1536973, -79.071606 38.1536437, -79.072121 38.153594)",,,,,
"[849516945, 20610383]","['North Market Street', 'Academy Street']",residential,False,True,206.757,"LINESTRING (-79.0710533 38.1536973, -79.0709321 38.152671, -79.0715893 38.1526104, -79.071979 38.1525762)",,,,,
836984746,West Johnson Street,tertiary,False,False,52.727,"LINESTRING (-79.0768078 38.1481466, -79.0762077 38.1481928)",2,25 mph,,,
1207498148,West Johnson Street,tertiary,False,True,34.628,"LINESTRING (-79.0768078 38.1481466, -79.0772015 38.1481131)",2,25 mph,,,
20609832,South St. Clair Street,residential,False,True,119.901,"LINESTRING (-79.0768078 38.1481466, -79.0767951 38.1480955, -79.0767807 38.1480116, -79.0767621 38.147864, -79.0767484 38.147758, -79.0766718 38.147235, -79.0766693 38.1472008, -79.0766601 38.1471253, -79.076654 38.1470754)",2,25 mph,,,
1207222592,South St. Clair Street,residential,False,False,114.59899999999999,"LINESTRING (-79.0768078 38.1481466, -79.0768202 38.1481947, -79.0768218 38.1482044, -79.0769698 38.1491199, -79.0769776 38.1491684)",2,25 mph,,,
20611746,North Saint Clair Street,residential,False,False,109.485,"LINESTRING (-79.0769776 38.1491684, -79.0771279 38.1501459)",,,,,
108547208,West Beverley Street,primary,True,False,54.622,"LINESTRING (-79.0769776 38.1491684, -79.0763553 38.149211)",2,25 mph,VA 254,,
1207222592,South St. Clair Street,residential,False,True,114.59899999999999,"LINESTRING (-79.0769776 38.1491684, -79.0769698 38.1491199, -79.0768218 38.1482044, -79.0768202 38.1481947, -79.0768078 38.1481466)",2,25 mph,,,
20612069,Stuart Street,residential,False,True,18.09,"LINESTRING (-79.077731 38.1460285, -79.0775754 38.1461357)",2,25 mph,,,
"[1207222586, 1207222590]",Fayette Street,residential,False,False,106.77000000000001,"LINESTRING (-79.077731 38.1460285, -79.0777427 38.1460418, -79.0777546 38.1460579, -79.0777637 38.1460724, -79.0777723 38.1460919, -79.0777794 38.1461112, -79.0777839 38.1461268, -79.0777872 38.1461434, -79.0779022 38.1469742)",2,25 mph,,,
20609933,Fayette Street,residential,False,False,119.534,"LINESTRING (-79.0779022 38.1469742, -79.0780411 38.1479874, -79.0780487 38.148043)",2,25 mph,,,
20611079,Federal Street,residential,False,True,51.778999999999996,"LINESTRING (-79.0779022 38.1469742, -79.0778364 38.1469667, -79.0778218 38.1469681, -79.0777513 38.1469747, -79.0774894 38.147003, -79.077315 38.1470188)",2,25 mph,,,
"[1207222586, 1207222590]",Fayette Street,residential,False,True,106.77,"LINESTRING (-79.0779022 38.1469742, -79.0777872 38.1461434, -79.0777839 38.1461268, -79.0777794 38.1461112, -79.0777723 38.1460919, -79.0777637 38.1460724, -79.0777546 38.1460579, -79.0777427 38.1460418, -79.077731 38.1460285)",2,25 mph,,,
20609933,Fayette Street,residential,False,True,119.534,"LINESTRING (-79.0780487 38.148043, -79.0780411 38.1479874, -79.0779022 38.1469742)",2,25 mph,,,
1207222588,Fayette Street,residential,False,False,116.283,"LINESTRING (-79.0780487 38.148043, -79.0780573 38.1481057, -79.0781848 38.1490328, -79.0781917 38.1490827)",2,25 mph,,,
1207498147,West Johnson Street,tertiary,False,False,55.283,"LINESTRING (-79.0780487 38.148043, -79.0779769 38.148049, -79.0777439 38.1480695, -79.0774202 38.1480967)",2,25 mph,,,
108547208,West Beverley Street,primary,True,False,53.193,"LINESTRING (-79.0781917 38.1490827, -79.0775858 38.1491252)",2,25 mph,VA 254,,
1207222588,Fayette Street,residential,False,True,116.283,"LINESTRING (-79.0781917 38.1490827, -79.0781848 38.1490328, -79.0780573 38.1481057, -79.0780487 38.148043)",2,25 mph,,,
20612069,Stuart Street,residential,False,False,18.09,"LINESTRING (-79.0775754 38.1461357, -79.077731 38.1460285)",2,25 mph,,,
20612069,Stuart Street,residential,False,True,45.784,"LINESTRING (-79.0775754 38.1461357, -79.0774037 38.1462616, -79.0773023 38.146344, -79.0772505 38.1463877, -79.0772073 38.146428)",2,25 mph,,,
"[1207214979, 20609934]",Fayette Street,residential,False,False,94.635,"LINESTRING (-79.0775754 38.1461357, -79.0775519 38.1461037, -79.0774366 38.1459471, -79.0772602 38.1457075, -79.0770342 38.1453987)",2,25 mph,,,
"[1207214979, 20609934]",Fayette Street,residential,False,True,94.63499999999999,"LINESTRING (-79.0770342 38.1453987, -79.0772602 38.1457075, -79.0774366 38.1459471, -79.0775519 38.1461037, -79.0775754 38.1461357)",2,25 mph,,,
837254001,East Frederick Street,primary,True,False,94.696,"LINESTRING (-79.0716984 38.1506218, -79.0727744 38.1505255)",,,VA 252;VA 254,,
108547126,North New Street,primary,True,False,218.70100000000002,"LINESTRING (-79.0716984 38.1506218, -79.0718351 38.1515785, -79.07184 38.1516129, -79.0718541 38.1517206, -79.071979 38.1525762)",2,,US 11 BUS;US 250,,
20609937,East Frederick Street,secondary,True,False,174.084,"LINESTRING (-79.0686439 38.1508659, -79.0694166 38.1508059, -79.0706251 38.150712)",,,VA 254,,
20610398,North Coalter Street,secondary,False,True,31.72,"LINESTRING (-79.0686439 38.1508659, -79.0686404 38.1507959, -79.0686114 38.1505819)",,,VA 254,,
915359611,North Coalter Street,tertiary,False,False,44.933,"LINESTRING (-79.0686439 38.1508659, -79.0686414 38.1509389, -79.0686273 38.1510163, -79.0685861 38.1512671)",,,,,
20609984,Gooch Street,residential,False,False,54.343,"LINESTRING (-79.0744226 38.1451491, -79.074314 38.1456303)",,,,,
20611032,Clifford Street,residential,False,True,49.834,"LINESTRING (-79.0744226 38.1451491, -79.0748497 38.1452063, -79.074984 38.145226)",,,,,
20609984,Gooch Street,residential,False,True,54.343,"LINESTRING (-79.074314 38.1456303, -79.0744226 38.1451491)",,,,,
20608485,Sears Hill Road,residential,False,False,74.919,"LINESTRING (-79.074314 38.1456303, -79.0746088 38.1455092, -79.074716 38.145451, -79.0747607 38.1454214, -79.0749086 38.1453093, -79.074984 38.145226)",,,,,
20608485,Sears Hill Road,residential,False,True,125.97599999999998,"LINESTRING (-79.074314 38.1456303, -79.0740406 38.1457508, -79.073907 38.145817, -79.073741 38.145906, -79.073615 38.145987, -79.073564 38.146022, -79.073152 38.146294)",,,,,
1207498147,West Johnson Street,tertiary,False,False,19.211,"LINESTRING (-79.0774202 38.1480967, -79.0772015 38.1481131)",2,25 mph,,,
20612748,South Madison Street,residential,False,False,115.277,"LINESTRING (-79.0774202 38.1480967, -79.0774291 38.1481523, -79.0775777 38.1490752, -79.0775858 38.1491252)",2,25 mph,,,
1207498147,West Johnson Street,tertiary,False,True,55.282999999999994,"LINESTRING (-79.0774202 38.1480967, -79.0777439 38.1480695, -79.0779769 38.148049, -79.0780487 38.148043)",2,25 mph,,,
1207498147,West Johnson Street,tertiary,False,True,19.211,"LINESTRING (-79.0772015 38.1481131, -79.0774202 38.1480967)",2,25 mph,,,
1207498148,West Johnson Street,tertiary,False,False,34.628,"LINESTRING (-79.0772015 38.1481131, -79.0768078 38.1481466)",2,25 mph,,,
"[20612992, 1207222591]",Madison Place,residential,False,True,120.46999999999998,"LINESTRING (-79.0772015 38.1481131, -79.0771946 38.1480581, -79.0771334 38.1475734, -79.077091 38.1472441, -79.0770897 38.1472261, -79.0770908 38.1472023, -79.0770939 38.1471767, -79.077098 38.1471518, -79.0771026 38.147132, -79.0771112 38.1470979, -79.077119 38.1470705, -79.0771302 38.1470372)",2,25 mph,,,
836984746,West Johnson Street,tertiary,False,True,52.727,"LINESTRING (-79.0762077 38.1481928, -79.0768078 38.1481466)",2,25 mph,,,
20610639,South Washington Street,residential,False,True,118.91199999999999,"LINESTRING (-79.0762077 38.1481928, -79.0762013 38.1481503, -79.0762005 38.1481448, -79.0760565 38.1471803, -79.0760552 38.1471715, -79.0760491 38.1471307)",2,25 mph,,,
836984746,West Johnson Street,tertiary,False,False,54.027,"LINESTRING (-79.0762077 38.1481928, -79.0761496 38.1481975, -79.0756489 38.1482411, -79.0755936 38.1482461)",2,25 mph,,,
836984744,Church Street,residential,True,False,112.48300000000002,"LINESTRING (-79.0755936 38.1482461, -79.0756034 38.1482918, -79.075641 38.1485673, -79.075731 38.149183, -79.0757336 38.1492036, -79.0757391 38.1492511)",2,25 mph,,,
836984746,West Johnson Street,tertiary,False,True,54.027,"LINESTRING (-79.0755936 38.1482461, -79.0756489 38.1482411, -79.0761496 38.1481975, -79.0762077 38.1481928)",2,25 mph,,,
1185533397,Church Street,residential,False,True,117.781,"LINESTRING (-79.0755936 38.1482461, -79.075584 38.1481987, -79.0755831 38.1481916, -79.0755597 38.1480321, -79.0754432 38.1472301, -79.075438 38.147194)",2,25 mph,,,
"[1207498149, 1207498150, 1207498151, 1207498152, 1207498153]",West Johnson Street,tertiary,False,False,93.56400000000001,"LINESTRING (-79.0755936 38.1482461, -79.0755395 38.1482512, -79.0750746 38.1482985, -79.0750544 38.1483006, -79.074998 38.1483065, -79.0748449 38.1483233, -79.0746982 38.1483394, -79.074608 38.1483494, -79.0745363 38.1483683)",2,25 mph,,,
20609687,South Lewis Street,secondary,False,True,119.203,"LINESTRING (-79.0745363 38.1483683, -79.0745364 38.148317, -79.0745096 38.1481085, -79.074498 38.1480172, -79.0744676 38.147793, -79.0744651 38.147775, -79.0744224 38.14747, -79.0744119 38.1474091, -79.0744051 38.1473805, -79.0743975 38.1473533, -79.0743901 38.1473286, -79.0743807 38.1473045)",2,25 mph,,,
837254002,West Johnson Street,secondary,False,False,85.12599999999999,"LINESTRING (-79.0745363 38.1483683, -79.0744678 38.1483867, -79.0736512 38.1484549, -79.0735713 38.1484548)",,,VA 252,,
915338050,South Lewis Street,secondary,False,False,108.003,"LINESTRING (-79.0745363 38.1483683, -79.0745383 38.148439, -79.07457 38.1486618, -79.074577 38.148692, -79.0745907 38.1487472, -79.0746057 38.1487984, -79.0746171 38.1488403, -79.0746297 38.1489112, -79.0746513 38.1490744, -79.0746809 38.1492841, -79.0746877 38.1493312)",2,25 mph,,,
"[1207498149, 1207498150, 1207498151, 1207498152, 1207498153]",West Johnson Street,tertiary,False,True,93.56400000000001,"LINESTRING (-79.0745363 38.1483683, -79.074608 38.1483494, -79.0746982 38.1483394, -79.0748449 38.1483233, -79.074998 38.1483065, -79.0750544 38.1483006, -79.0750746 38.1482985, -79.0755395 38.1482512, -79.0755936 38.1482461)",2,25 mph,,,
837254002,West Johnson Street,secondary,False,True,85.12599999999999,"LINESTRING (-79.0735713 38.1484548, -79.0736512 38.1484549, -79.0744678 38.1483867, -79.0745363 38.1483683)",,,VA 252,,
837254003,West Johnson Street,tertiary,False,False,58.687000000000005,"LINESTRING (-79.0735713 38.1484548, -79.0734802 38.1484552, -79.0734321 38.1484578, -79.0729004 38.1484665)",,,,,
915356288,West Johnson Street,tertiary,False,False,38.469,"LINESTRING (-79.0729004 38.1484665, -79.072462 38.1484952)",,,,,
20610864,Byers Street,unclassified,False,False,213.293,"LINESTRING (-79.0729004 38.1484665, -79.0728805 38.1483176, -79.072838 38.147956, -79.072838 38.147948, -79.072839 38.147941, -79.072843 38.147926, -79.072846 38.147918, -79.072859 38.147898, -79.072877 38.147881, -79.072884 38.147876, -79.072908 38.147863, -79.0736402 38.1475479, -79.0737189 38.1474868, -79.0737428 38.1474681, -79.073766 38.14745, -79.073796 38.147425, -79.073807 38.147417, -79.073819 38.14741, -79.0743143 38.1472093)",,25 mph,,,
837254003,West Johnson Street,tertiary,False,True,58.687000000000005,"LINESTRING (-79.0729004 38.1484665, -79.0734321 38.1484578, -79.0734802 38.1484552, -79.0735713 38.1484548)",,,,,
20611658,East Johnson Street,primary,False,False,91.716,"LINESTRING (-79.072462 38.1484952, -79.0714178 38.1485727)",2,,US 11 BUS;US 250,,
915356288,West Johnson Street,tertiary,False,True,38.469,"LINESTRING (-79.072462 38.1484952, -79.0729004 38.1484665)",,,,,
"[108547121, 20610490]","['South Augusta Street', 'Middlebrook Avenue']",tertiary,True,False,258.771,"LINESTRING (-79.072462 38.1484952, -79.072444 38.148342, -79.0723661 38.1478595, -79.0723695 38.1478225, -79.0723847 38.1477977, -79.0723975 38.1477848, -79.072412 38.147774, -79.072433 38.14776, -79.072602 38.147653, -79.072706 38.147591, -79.072755 38.147565, -79.0728831 38.147511, -79.072992 38.147465, -79.073287 38.147346, -79.0735631 38.1472299, -79.0735751 38.1472248, -79.073677 38.147182, -79.073973 38.147064, -79.0741627 38.1469871)",,,,,
51318727,South Augusta Street,primary,False,True,111.987,"LINESTRING (-79.072462 38.1484952, -79.0724686 38.1486588, -79.0725185 38.1489845, -79.0726018 38.1494957)",2,,US 11 BUS;US 250,,
20610068,Institute Street,residential,False,False,113.898,"LINESTRING (-79.07705 38.151737, -79.0771624 38.1523271, -79.077243 38.15275)",,,,,
"[20610561, 20610068]","['Institute Street', 'Baldwin Street']",residential,False,True,138.839,"LINESTRING (-79.07705 38.151737, -79.077012 38.151327, -79.077015 38.151315, -79.07702 38.151305, -79.077028 38.151295, -79.077039 38.151287, -79.077051 38.151281, -79.077058 38.151279, -79.0774693 38.1512421, -79.0780349 38.1511854)",,,,,
20612766,Osage Place,residential,False,True,93.05799999999999,"LINESTRING (-79.07705 38.151737, -79.0775556 38.1516983, -79.0781023 38.1516176)",,,,,
20610068,Institute Street,residential,False,True,113.898,"LINESTRING (-79.077243 38.15275, -79.0771624 38.1523271, -79.07705 38.151737)",,,,,
20613091,Locust Street,residential,False,False,88.92099999999999,"LINESTRING (-79.077243 38.15275, -79.0777003 38.1527219, -79.0782519 38.1526544)",,,,,
"[20610177, 1207498146]",Church Street,residential,False,True,108.74700000000001,"LINESTRING (-79.075438 38.147194, -79.0754334 38.1471609, -79.0753962 38.1469046, -79.075334 38.1464754, -79.0753268 38.1464257, -79.0753207 38.146384, -79.0753154 38.1463528, -79.0753123 38.1463392, -79.0753082 38.1463239, -79.0753034 38.1463112, -79.0752985 38.1462995, -79.0752912 38.1462843, -79.0752829 38.1462694, -79.0752741 38.146256, -79.0752663 38.1462442, -79.0752561 38.1462311)",2,25 mph,,,
1185533397,Church Street,residential,False,False,117.78100000000002,"LINESTRING (-79.075438 38.147194, -79.0754432 38.1472301, -79.0755597 38.1480321, -79.0755831 38.1481916, -79.075584 38.1481987, -79.0755936 38.1482461)",2,25 mph,,,
1185533398,Federal Street,unclassified,True,False,93.411,"LINESTRING (-79.075438 38.147194, -79.0753864 38.1472096, -79.0749147 38.1472527, -79.0747355 38.1472695, -79.0747189 38.147271, -79.0745834 38.1472844, -79.0745394 38.1472888, -79.0744595 38.1472969, -79.0744353 38.1472995, -79.0743807 38.1473045)",1,25 mph,,,
1207222583,Federal Street,residential,False,True,54.025000000000006,"LINESTRING (-79.075438 38.147194, -79.0754946 38.1471783, -79.0755141 38.1471767, -79.0759931 38.1471355, -79.0760491 38.1471307)",2,25 mph,,,
108547208,West Beverley Street,primary,True,False,92.37,"LINESTRING (-79.0757391 38.1492511, -79.0747494 38.1493265, -79.0746877 38.1493312)",2,25 mph,VA 254,,
20610355,State Street,residential,False,True,100.19800000000001,"LINESTRING (-79.0683569 38.147835, -79.0689076 38.147762, -79.0693935 38.1475025)",,,,,
915356292,South Coalter Street,secondary,False,False,69.366,"LINESTRING (-79.0683569 38.147835, -79.068357 38.147901, -79.068339 38.148001, -79.068331 38.148067, -79.068325 38.148134, -79.068323 38.148167, -79.068322 38.148268, -79.068336 38.148457)",,,VA 254,,
915356292,South Coalter Street,secondary,False,True,62.102000000000004,"LINESTRING (-79.0683569 38.147835, -79.0683795 38.1476907, -79.0684079 38.1475949, -79.0685265 38.1472943)",,,VA 254,,
"[849516945, 20610383]","['North Market Street', 'Academy Street']",residential,False,False,206.757,"LINESTRING (-79.071979 38.1525762, -79.0715893 38.1526104, -79.0709321 38.152671, -79.0710533 38.1536973)",,,,,
20610383,Academy Street,residential,False,True,93.703,"LINESTRING (-79.071979 38.1525762, -79.0728696 38.152498, -79.073044 38.1524826)",,,,,
108547126,North New Street,primary,True,False,113.85399999999998,"LINESTRING (-79.071979 38.1525762, -79.072028 38.152934, -79.0720692 38.1532262, -79.072121 38.153594)",2,,US 11 BUS;US 250,,
20610398,North Coalter Street,secondary,False,False,81.247,"LINESTRING (-79.0684765 38.1498607, -79.0684834 38.1499996, -79.0685314 38.1502538, -79.0685489 38.1503268, -79.06859 38.1504479, -79.0686114 38.1505819)",,,VA 254,,
51102566,South Coalter Street,secondary,False,True,156.601,"LINESTRING (-79.0684765 38.1498607, -79.0684746 38.149759, -79.068433 38.149386, -79.0683801 38.1489498, -79.068349 38.148622, -79.068336 38.148457)",,,VA 254,,
108547216,East Beverley Street,tertiary,False,False,165.791,"LINESTRING (-79.0684765 38.1498607, -79.0683603 38.1498558, -79.067849 38.149911, -79.067621 38.149943, -79.067562 38.149956, -79.067505 38.149973, -79.067451 38.149995, -79.067384 38.150032, -79.067273 38.150125, -79.066901 38.1505)",,,,,
20610398,North Coalter Street,secondary,False,False,31.72,"LINESTRING (-79.0686114 38.1505819, -79.0686404 38.1507959, -79.0686439 38.1508659)",,,VA 254,,
20610398,North Coalter Street,secondary,False,True,81.24699999999999,"LINESTRING (-79.0686114 38.1505819, -79.06859 38.1504479, -79.0685489 38.1503268, -79.0685314 38.1502538, -79.0684834 38.1499996, -79.0684765 38.1498607)",,,VA 254,,
