osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,lanes,tunnel
754104989,Main Street,tertiary,False,True,108.333,"LINESTRING (-82.2956521 38.4101492, -82.2955819 38.4101245, -82.294742 38.4096104, -82.2946621 38.4095625)",25 mph,,,,
795358681,Water Street,residential,False,True,132.04500000000002,"LINESTRING (-82.2956521 38.4101492, -82.2955776 38.4102048, -82.2954568 38.4103008, -82.2953084 38.4104418, -82.295161 38.4105901, -82.2950608 38.4106876, -82.2950267 38.4107208, -82.2948584 38.4109157, -82.294837 38.4109605, -82.2947696 38.4111013)",,,,,
15516885,Lewis Avenue,residential,False,False,199.463,"LINESTRING (-82.291195 38.411622, -82.2913717 38.4098616, -82.2913744 38.4098337)",,,,,
15521250,Campbell Street,residential,False,False,98.299,"LINESTRING (-82.291195 38.411622, -82.2914145 38.411746, -82.2916829 38.4119046, -82.2918978 38.4120323, -82.2920952 38.4121547)",,,,,
15521250,Campbell Street,residential,False,True,124.02,"LINESTRING (-82.291195 38.411622, -82.2905962 38.4112574, -82.290066 38.4109428)",,,,,
15516885,Lewis Avenue,residential,False,True,199.463,"LINESTRING (-82.2913744 38.4098337, -82.2913717 38.4098616, -82.291195 38.411622)",,,,,
15521665,Kuhn Street,residential,False,False,57.638,"LINESTRING (-82.2913744 38.4098337, -82.2916207 38.4098507, -82.2919074 38.4098771, -82.2920301 38.4098981)",,,,,
15521665,Kuhn Street,residential,False,True,103.63799999999999,"LINESTRING (-82.2913744 38.4098337, -82.290774 38.409797, -82.2902399 38.4097544, -82.29019 38.409749)",,,,,
795358681,Water Street,residential,False,False,132.04500000000002,"LINESTRING (-82.2947696 38.4111013, -82.294837 38.4109605, -82.2948584 38.4109157, -82.2950267 38.4107208, -82.2950608 38.4106876, -82.295161 38.4105901, -82.2953084 38.4104418, -82.2954568 38.4103008, -82.2955776 38.4102048, -82.2956521 38.4101492)",,,,,
15517017,Water Street,residential,False,False,55.846000000000004,"LINESTRING (-82.2960752 38.4097148, -82.2962755 38.4095098, -82.2964671 38.4093174)",,,,,
15517017,Water Street,residential,False,True,60.8,"LINESTRING (-82.2960752 38.4097148, -82.2958408 38.4099421, -82.2957201 38.4100691, -82.2956521 38.4101492)",,,,,
15518193,Brady Street,residential,False,False,108.18299999999999,"LINESTRING (-82.2960752 38.4097148, -82.296013 38.4096795, -82.2957596 38.4095258, -82.2953388 38.4092611, -82.295174 38.4091625, -82.295099 38.4091138)",,,,,
"[15517017, 15520831]","['McClung Avenue', 'Water Street']",residential,False,False,307.06100000000004,"LINESTRING (-82.2964671 38.4093174, -82.296577 38.4092071, -82.2966713 38.4091098, -82.2968 38.4089937, -82.2968832 38.408951, -82.2969459 38.4089313, -82.2970064 38.4089173, -82.2970873 38.4089062, -82.2976859 38.4088658, -82.2978835 38.4088493, -82.2979343 38.4088453, -82.2979895 38.4088031, -82.2980247 38.4087623, -82.298045 38.408715, -82.2980883 38.4081977, -82.298107 38.408008, -82.298136 38.407717, -82.298151 38.4075654, -82.2981631 38.4074436)",,CR 31/1,,,
15517017,Water Street,residential,False,True,55.846000000000004,"LINESTRING (-82.2964671 38.4093174, -82.2962755 38.4095098, -82.2960752 38.4097148)",,,,,
15520854,Slaughter Street,residential,False,False,108.13900000000001,"LINESTRING (-82.2964671 38.4093174, -82.2964084 38.4092799, -82.2963999 38.4092744, -82.2963184 38.4092221, -82.2962159 38.4091561, -82.2960482 38.4090504, -82.2959357 38.4089819, -82.2958824 38.4089495, -82.2958673 38.4089403, -82.2958307 38.408918, -82.2955833 38.4087673, -82.2955698 38.4087591, -82.2954949 38.408713)",,,,,
15517037,Nash Street,residential,False,True,40.254,"LINESTRING (-82.2918131 38.4076474, -82.2920459 38.40766, -82.2922734 38.4076778)",,,,,
15517125,Park Avenue,residential,False,False,133.184,"LINESTRING (-82.290066 38.4109428, -82.29019 38.409749)",,,,,
"[15518464, 15517125]","['Park Avenue', 'Chesapeake Avenue']",residential,False,"[False, True]",180.27200000000002,"LINESTRING (-82.290066 38.4109428, -82.2900315 38.4111171, -82.2899191 38.4113018, -82.2899045 38.4113614, -82.2899073 38.4114169, -82.2899493 38.4114676, -82.2900234 38.4115199, -82.2903152 38.4116729, -82.2904931 38.4117606, -82.2907035 38.4118706, -82.2908766 38.4119728, -82.2910538 38.4120835)",,,,,
15521250,Campbell Street,residential,False,False,124.02,"LINESTRING (-82.290066 38.4109428, -82.2905962 38.4112574, -82.291195 38.411622)",,,,,
15517125,Park Avenue,residential,False,True,133.184,"LINESTRING (-82.29019 38.409749, -82.290066 38.4109428)",,,,,
15517125,Park Avenue,residential,False,False,139.126,"LINESTRING (-82.29019 38.409749, -82.2903217 38.4085728, -82.290328 38.4085025)",,,,,
15521665,Kuhn Street,residential,False,False,103.638,"LINESTRING (-82.29019 38.409749, -82.2902399 38.4097544, -82.290774 38.409797, -82.2913744 38.4098337)",,,,,
15518861,Main Street,tertiary,False,False,14.037,"LINESTRING (-82.290328 38.4085025, -82.2904891 38.4085021)",25 mph,,,,
15517125,Park Avenue,residential,False,True,139.126,"LINESTRING (-82.290328 38.4085025, -82.2903217 38.4085728, -82.29019 38.409749)",,,,,
15518861,Main Street,tertiary,False,True,82.025,"LINESTRING (-82.290328 38.4085025, -82.2899797 38.4084923, -82.2896829 38.408486, -82.2893871 38.408479)",25 mph,,,,
15518861,Main Street,tertiary,False,True,14.344,"LINESTRING (-82.2932467 38.4087249, -82.293091 38.408683)",25 mph,,,,
15517416,Mohawk Drive,residential,False,False,178.12199999999999,"LINESTRING (-82.2932467 38.4087249, -82.2932653 38.4086756, -82.2933176 38.4085561, -82.2934288 38.4083844, -82.2935366 38.4082777, -82.2937066 38.408094, -82.2938657 38.4079176, -82.2939416 38.4078142, -82.2939549 38.4077289, -82.2939564 38.4076525, -82.2939479 38.4075522, -82.2939354 38.4074273, -82.2939223 38.4072825)",20 mph,,,,
15518861,Main Street,tertiary,False,False,83.777,"LINESTRING (-82.2932467 38.4087249, -82.2934315 38.4088016, -82.2936328 38.4089235, -82.2938618 38.4090622, -82.2940238 38.4091651)",25 mph,,,,
15517416,Mohawk Drive,residential,False,True,178.122,"LINESTRING (-82.2939223 38.4072825, -82.2939354 38.4074273, -82.2939479 38.4075522, -82.2939564 38.4076525, -82.2939549 38.4077289, -82.2939416 38.4078142, -82.2938657 38.4079176, -82.2937066 38.408094, -82.2935366 38.4082777, -82.2934288 38.4083844, -82.2933176 38.4085561, -82.2932653 38.4086756, -82.2932467 38.4087249)",20 mph,,,,
15517461,Huntington Avenue,residential,False,False,98.215,"LINESTRING (-82.299417 38.406911, -82.2994959 38.4060299)",,,,,
15522323,Collins Court,residential,False,False,40.772,"LINESTRING (-82.299417 38.406911, -82.299884 38.406934)",,,,,
"[15517461, 142669711]","['Merritt Street', 'Huntington Avenue']",residential,False,"[False, True]",143.004,"LINESTRING (-82.299417 38.406911, -82.2993404 38.4072564, -82.2993001 38.4073005, -82.2992063 38.4072911, -82.2987637 38.4071954, -82.2982689 38.4070906, -82.2982138 38.4070756)",,,,,
15517461,Huntington Avenue,residential,False,True,98.215,"LINESTRING (-82.2994959 38.4060299, -82.299417 38.406911)",,,,,
15517942,Maple Street,residential,False,True,36.871,"LINESTRING (-82.2994959 38.4060299, -82.299917 38.4060625)",,,,,
15517942,Maple Street,residential,False,False,101.79,"LINESTRING (-82.2994959 38.4060299, -82.2989327 38.4059837, -82.2983916 38.4059421, -82.2983336 38.4059383)",,,,,
754104987,Lee Street,residential,False,True,128.044,"LINESTRING (-82.295715 38.405701, -82.297132 38.406006)",,,,,
"[15519965, 15517541]",Merritt Street,residential,False,True,234.966,"LINESTRING (-82.295715 38.405701, -82.2956956 38.4057531, -82.2955665 38.4061004, -82.2954307 38.4064429, -82.295419 38.4064724, -82.2970256 38.4068255)",,,,,
754104987,Lee Street,residential,False,False,47.519000000000005,"LINESTRING (-82.295715 38.405701, -82.2953093 38.405614, -82.2952632 38.4056041, -82.295189 38.4055882)",,,,,
15518861,Main Street,tertiary,False,False,14.344,"LINESTRING (-82.293091 38.408683, -82.2932467 38.4087249)",25 mph,,,,
"[15517037, 15517573]","['Newton Avenue', 'Nash Street']",residential,False,False,206.584,"LINESTRING (-82.293091 38.408683, -82.2931129 38.4086277, -82.293419 38.407762, -82.2922734 38.4076778)",,,,,
15518861,Main Street,tertiary,False,True,76.783,"LINESTRING (-82.293091 38.408683, -82.292917 38.408641, -82.292703 38.4086, -82.2922282 38.4085513)",25 mph,,,,
15517624,Cemetery Street,residential,False,False,1.178,"LINESTRING (-82.2920301 38.4098981, -82.2920429 38.4099015)",,,,,
15520951,Stowasser Avenue,residential,False,False,150.782,"LINESTRING (-82.2920301 38.4098981, -82.2920474 38.4097929, -82.2920595 38.4096527, -82.2920738 38.4095403, -82.292086 38.4094362, -82.2920953 38.4093724, -82.2921104 38.409268, -82.2921281 38.4091634, -82.2922193 38.4086232, -82.2922282 38.4085513)",,,,,
15521665,Kuhn Street,residential,False,True,57.638,"LINESTRING (-82.2920301 38.4098981, -82.2919074 38.4098771, -82.2916207 38.4098507, -82.2913744 38.4098337)",,,,,
15517624,Cemetery Street,residential,False,True,160.33900000000003,"LINESTRING (-82.2918071 38.4113303, -82.2918222 38.4112224, -82.2918349 38.4111274, -82.2918514 38.4110122, -82.2918878 38.4107574, -82.2919097 38.4106509, -82.2919667 38.4103165, -82.2919798 38.410205, -82.2919922 38.4101004, -82.2920216 38.4099532, -82.2920327 38.4099257, -82.2920429 38.4099015)",,,,,
15517651,Kelly Drive,residential,False,False,57.29,"LINESTRING (-82.3002728 38.4128657, -82.299637 38.4129971)",,,,2,
15517651,Kelly Drive,residential,False,True,57.29,"LINESTRING (-82.299637 38.4129971, -82.3002728 38.4128657)",,,,2,
15518394,Marion Drive,residential,False,False,102.081,"LINESTRING (-82.299637 38.4129971, -82.3000473 38.413857)",,,,2,
"[15518394, 764311382]",Marion Drive,residential,False,True,32.665,"LINESTRING (-82.299637 38.4129971, -82.2995288 38.4127708, -82.2995055 38.412722)",,,,2,
15517913,Huddleston Avenue,residential,False,False,30.144,"LINESTRING (-82.290537 38.406627, -82.290528 38.406898)",,,,,
15517913,Huddleston Avenue,residential,False,True,30.144,"LINESTRING (-82.290528 38.406898, -82.290537 38.406627)",,,,,
15517913,Huddleston Avenue,residential,False,False,178.402,"LINESTRING (-82.290528 38.406898, -82.2904891 38.4084405, -82.2904891 38.4085021)",,,,,
15518224,Nelson Court,residential,False,False,211.795,"LINESTRING (-82.290528 38.406898, -82.29108 38.40693, -82.291163 38.406918, -82.291238 38.406885, -82.291409 38.406834, -82.291533 38.406817, -82.291664 38.406804, -82.292929 38.40684)",,,,,
15518861,Main Street,tertiary,False,True,14.037,"LINESTRING (-82.2904891 38.4085021, -82.290328 38.4085025)",25 mph,,,,
15517913,Huddleston Avenue,residential,False,True,178.402,"LINESTRING (-82.2904891 38.4085021, -82.2904891 38.4084405, -82.290528 38.406898)",,,,,
15518861,Main Street,tertiary,False,False,151.68200000000002,"LINESTRING (-82.2904891 38.4085021, -82.2905918 38.4085048, -82.2909514 38.4085098, -82.2911355 38.4085135, -82.2914296 38.4085194, -82.2914807 38.4085204, -82.2917388 38.408526, -82.291945 38.4085304, -82.2922282 38.4085513)",25 mph,,,,
15517942,Maple Street,residential,False,False,36.871,"LINESTRING (-82.299917 38.4060625, -82.2994959 38.4060299)",,,,,
15517942,Maple Street,residential,False,False,103.786,"LINESTRING (-82.2983336 38.4059383, -82.2982794 38.405934, -82.2977471 38.4058923, -82.2972067 38.4058531, -82.297148 38.4058489)",,,,,
15517942,Maple Street,residential,False,True,101.79,"LINESTRING (-82.2983336 38.4059383, -82.2983916 38.4059421, -82.2989327 38.4059837, -82.2994959 38.4060299)",,,,,
15520831,McClung Avenue,residential,False,True,126.892,"LINESTRING (-82.2983336 38.4059383, -82.2982183 38.4070327, -82.2982138 38.4070756)",,CR 31/1,,,
15520578,Union Avenue,residential,False,True,17.524,"LINESTRING (-82.297148 38.4058489, -82.297132 38.406006)",,,,,
15517942,Maple Street,residential,False,True,103.786,"LINESTRING (-82.297148 38.4058489, -82.2972067 38.4058531, -82.2977471 38.4058923, -82.2982794 38.405934, -82.2983336 38.4059383)",,,,,
15520578,Union Avenue,residential,False,False,77.981,"LINESTRING (-82.297148 38.4058489, -82.2971752 38.4055763, -82.2972203 38.4052088, -82.2972275 38.4051504)",,,,,
15518005,Central Avenue,residential,False,False,30.789,"LINESTRING (-82.2918783 38.4123733, -82.2920952 38.4121547)",,,,,
15518005,Central Avenue,residential,False,False,42.074,"LINESTRING (-82.2920952 38.4121547, -82.2923841 38.4118515)",,,,,
15518005,Central Avenue,residential,False,True,30.789,"LINESTRING (-82.2920952 38.4121547, -82.2918783 38.4123733)",,,,,
15521250,Campbell Street,residential,False,True,98.299,"LINESTRING (-82.2920952 38.4121547, -82.2918978 38.4120323, -82.2916829 38.4119046, -82.2914145 38.411746, -82.291195 38.411622)",,,,,
15518005,Central Avenue,residential,False,True,42.074,"LINESTRING (-82.2923841 38.4118515, -82.2920952 38.4121547)",,,,,
15518006,Central Avenue,tertiary,False,False,62.759,"LINESTRING (-82.2946621 38.4095625, -82.2947168 38.4095082, -82.2949704 38.4092467, -82.295099 38.4091138)",25 mph,,,,
15518861,Main Street,tertiary,False,True,71.03399999999999,"LINESTRING (-82.2946621 38.4095625, -82.2945932 38.4095199, -82.2943149 38.4093466, -82.2940834 38.4092032, -82.2940238 38.4091651)",25 mph,,,,
"[15521666, 754104988]","['Central Avenue', 'Kuhn Street']",residential,False,True,323.29699999999997,"LINESTRING (-82.2946621 38.4095625, -82.2946112 38.4096162, -82.2945105 38.409693, -82.2944165 38.4097777, -82.2942498 38.4099472, -82.2940142 38.4101799, -82.2937384 38.4104643, -82.2934694 38.4107396, -82.2934308 38.4107112, -82.2933553 38.4106635, -82.2930868 38.4105105, -82.2929158 38.4104018, -82.2927992 38.4103204, -82.2924391 38.4100726, -82.292182 38.4099492, -82.2920429 38.4099015)",,,,,
754104989,Main Street,tertiary,False,False,108.333,"LINESTRING (-82.2946621 38.4095625, -82.294742 38.4096104, -82.2955819 38.4101245, -82.2956521 38.4101492)",25 mph,,,,
15518006,Central Avenue,tertiary,False,False,56.358,"LINESTRING (-82.295099 38.4091138, -82.2952111 38.4090018, -82.2952667 38.4089451, -82.2954949 38.408713)",25 mph,,,,
15518006,Central Avenue,tertiary,False,True,62.759,"LINESTRING (-82.295099 38.4091138, -82.2949704 38.4092467, -82.2947168 38.4095082, -82.2946621 38.4095625)",25 mph,,,,
15518193,Brady Street,residential,False,False,71.532,"LINESTRING (-82.295099 38.4091138, -82.295036 38.4090729, -82.2949962 38.409052, -82.2947461 38.4088921, -82.2946992 38.4088621, -82.2944604 38.4087098)",,,,,
15518193,Brady Street,residential,False,True,108.18299999999999,"LINESTRING (-82.295099 38.4091138, -82.295174 38.4091625, -82.2953388 38.4092611, -82.2957596 38.4095258, -82.296013 38.4096795, -82.2960752 38.4097148)",,,,,
15518006,Central Avenue,tertiary,False,False,137.20799999999997,"LINESTRING (-82.2954949 38.408713, -82.2956014 38.4086036, -82.2958879 38.4083112, -82.2959066 38.4082886, -82.2959182 38.4082646, -82.2959246 38.4082391, -82.2959229 38.4082141, -82.2959115 38.4081889, -82.2958912 38.4081663, -82.2957868 38.4080992, -82.2957458 38.4080743, -82.2955486 38.4079523, -82.2955112 38.4079245, -82.2954669 38.4078885, -82.2954331 38.4078541, -82.2954019 38.4078126, -82.2953774 38.4077726)",25 mph,,,,
15518006,Central Avenue,tertiary,False,True,56.358,"LINESTRING (-82.2954949 38.408713, -82.2952667 38.4089451, -82.2952111 38.4090018, -82.295099 38.4091138)",25 mph,,,,
15520854,Slaughter Street,residential,False,False,72.007,"LINESTRING (-82.2954949 38.408713, -82.2954308 38.4086735, -82.295111 38.408478, -82.2948916 38.4083391, -82.2948452 38.4083129)",,,,,
15520854,Slaughter Street,residential,False,True,108.139,"LINESTRING (-82.2954949 38.408713, -82.2955698 38.4087591, -82.2955833 38.4087673, -82.2958307 38.408918, -82.2958673 38.4089403, -82.2958824 38.4089495, -82.2959357 38.4089819, -82.2960482 38.4090504, -82.2962159 38.4091561, -82.2963184 38.4092221, -82.2963999 38.4092744, -82.2964084 38.4092799, -82.2964671 38.4093174)",,,,,
15518006,Central Avenue,tertiary,False,False,81.569,"LINESTRING (-82.2953774 38.4077726, -82.2953668 38.4077545, -82.2953308 38.4076707, -82.2953073 38.4076121, -82.2952228 38.4074043, -82.2951866 38.407315, -82.2950869 38.4070754)",25 mph,,,,
15518006,Central Avenue,tertiary,False,True,137.208,"LINESTRING (-82.2953774 38.4077726, -82.2954019 38.4078126, -82.2954331 38.4078541, -82.2954669 38.4078885, -82.2955112 38.4079245, -82.2955486 38.4079523, -82.2957458 38.4080743, -82.2957868 38.4080992, -82.2958912 38.4081663, -82.2959115 38.4081889, -82.2959229 38.4082141, -82.2959246 38.4082391, -82.2959182 38.4082646, -82.2959066 38.4082886, -82.2958879 38.4083112, -82.2956014 38.4086036, -82.2954949 38.408713)",25 mph,,,,
15519361,Musgrave Court,residential,True,False,75.894,"LINESTRING (-82.2953774 38.4077726, -82.2952835 38.4078676, -82.29507 38.4080861, -82.2948452 38.4083129)",,,,,
754104986,Central Avenue,tertiary,False,False,78.05,"LINESTRING (-82.2949617 38.4062669, -82.2949724 38.406217, -82.2950502 38.4059842, -82.2951005 38.4058408, -82.2951467 38.4057068, -82.2951667 38.4056506, -82.295189 38.4055882)",,,,,
"[685122922, 791409813, 15518006, 791409814, 754104986]",Central Avenue,tertiary,False,True,67.68499999999999,"LINESTRING (-82.2949617 38.4062669, -82.2949579 38.4062963, -82.2949509 38.4063505, -82.2949449 38.4064188, -82.2949422 38.4064756, -82.2949413 38.4065029, -82.2949442 38.4065565, -82.2949458 38.4065897, -82.2949509 38.4066405, -82.2949643 38.4067167, -82.2949858 38.406804, -82.2949947 38.4068346, -82.2950052 38.4068707)",25 mph,,,,yes
15522785,Lee Street,residential,False,False,177.89,"LINESTRING (-82.295189 38.4055882, -82.2951173 38.4055723, -82.2950909 38.4055664, -82.2946996 38.4054796, -82.2932243 38.4051535)",,,,,
754104986,Central Avenue,tertiary,False,True,78.05000000000001,"LINESTRING (-82.295189 38.4055882, -82.2951667 38.4056506, -82.2951467 38.4057068, -82.2951005 38.4058408, -82.2950502 38.4059842, -82.2949724 38.406217, -82.2949617 38.4062669)",,,,,
754104987,Lee Street,residential,False,True,47.519000000000005,"LINESTRING (-82.295189 38.4055882, -82.2952632 38.4056041, -82.2953093 38.405614, -82.295715 38.405701)",,,,,
15518861,Main Street,tertiary,False,False,38.711,"LINESTRING (-82.2889429 38.408474, -82.2892112 38.4084789, -82.2893871 38.408479)",25 mph,,,,
15518159,North 1st Street,residential,False,False,57.725,"LINESTRING (-82.2998366 38.4074518, -82.299884 38.406934)",,,,,
15518159,North 1st Street,residential,False,True,57.725,"LINESTRING (-82.299884 38.406934, -82.2998366 38.4074518)",,,,,
15522323,Collins Court,residential,False,True,40.772,"LINESTRING (-82.299884 38.406934, -82.299417 38.406911)",,,,,
15518193,Brady Street,residential,False,True,71.53200000000001,"LINESTRING (-82.2944604 38.4087098, -82.2946992 38.4088621, -82.2947461 38.4088921, -82.2949962 38.409052, -82.295036 38.4090729, -82.295099 38.4091138)",,,,,
15519361,Musgrave Court,residential,True,False,63.328,"LINESTRING (-82.2944604 38.4087098, -82.2943763 38.4087972, -82.2940709 38.4091136, -82.2940238 38.4091651)",,,,,
15518215,Patterson Road,residential,False,False,85.813,"LINESTRING (-82.292689 38.405048, -82.292646 38.405819)",,,,,
15522785,Lee Street,residential,False,True,48.102000000000004,"LINESTRING (-82.292689 38.405048, -82.292961 38.405105, -82.2932243 38.4051535)",,,,,
15518215,Patterson Road,residential,False,True,85.813,"LINESTRING (-82.292646 38.405819, -82.292689 38.405048)",,,,,
15518224,Nelson Court,residential,False,True,211.79500000000002,"LINESTRING (-82.292929 38.40684, -82.291664 38.406804, -82.291533 38.406817, -82.291409 38.406834, -82.291238 38.406885, -82.291163 38.406918, -82.29108 38.40693, -82.290528 38.406898)",,,,,
15522785,Lee Street,residential,False,False,48.102000000000004,"LINESTRING (-82.2932243 38.4051535, -82.292961 38.405105, -82.292689 38.405048)",,,,,
15522785,Lee Street,residential,False,True,177.89,"LINESTRING (-82.2932243 38.4051535, -82.2946996 38.4054796, -82.2950909 38.4055664, -82.2951173 38.4055723, -82.295189 38.4055882)",,,,,
646772948,College Avenue,residential,True,False,203.761,"LINESTRING (-82.2932243 38.4051535, -82.2932249 38.4051882, -82.2932269 38.4052396, -82.2932351 38.4052814, -82.2932551 38.4053279, -82.2932826 38.4053726, -82.2933188 38.405412, -82.2934006 38.4054824, -82.2935046 38.4055633, -82.2936139 38.4056406, -82.2937097 38.4057052, -82.2937976 38.4057562, -82.293931 38.4058276, -82.2940698 38.4058944, -82.2943843 38.4060315, -82.2948249 38.4062165, -82.2948926 38.4062454, -82.2949013 38.4062481, -82.2949617 38.4062669)",,,,,
15518352,Mc Conkey Avenue,residential,False,False,143.824,"LINESTRING (-82.2893871 38.408479, -82.2893883 38.4084198, -82.289464 38.407187)",,,,,
15518861,Main Street,tertiary,False,False,82.025,"LINESTRING (-82.2893871 38.408479, -82.2896829 38.408486, -82.2899797 38.4084923, -82.290328 38.4085025)",25 mph,,,,
15518861,Main Street,tertiary,False,True,38.711,"LINESTRING (-82.2893871 38.408479, -82.2892112 38.4084789, -82.2889429 38.408474)",25 mph,,,,
15518352,Mc Conkey Avenue,residential,False,True,143.824,"LINESTRING (-82.289464 38.407187, -82.2893883 38.4084198, -82.2893871 38.408479)",,,,,
15522672,West Lane,residential,False,False,41.935,"LINESTRING (-82.2995055 38.412722, -82.2999552 38.4125876)",,CR 60/80,,,
15522672,West Lane,residential,False,True,84.434,"LINESTRING (-82.2995055 38.412722, -82.2988222 38.412923, -82.298596 38.412984)",,CR 60/80,,,
"[15518394, 764311382]",Marion Drive,residential,False,False,32.665,"LINESTRING (-82.2995055 38.412722, -82.2995288 38.4127708, -82.299637 38.4129971)",,,,2,
15518394,Marion Drive,residential,False,True,102.081,"LINESTRING (-82.3000473 38.413857, -82.299637 38.4129971)",,,,2,
"[15518464, 15517125]","['Park Avenue', 'Chesapeake Avenue']",residential,False,"[False, True]",180.272,"LINESTRING (-82.2910538 38.4120835, -82.2908766 38.4119728, -82.2907035 38.4118706, -82.2904931 38.4117606, -82.2903152 38.4116729, -82.2900234 38.4115199, -82.2899493 38.4114676, -82.2899073 38.4114169, -82.2899045 38.4113614, -82.2899191 38.4113018, -82.2900315 38.4111171, -82.290066 38.4109428)",,,,,
15518592,Farmdale Court,residential,False,True,94.719,"LINESTRING (-82.299374 38.4121825, -82.298584 38.4124151, -82.298354 38.412477)",,,,,
15518861,Main Street,tertiary,False,False,71.034,"LINESTRING (-82.2940238 38.4091651, -82.2940834 38.4092032, -82.2943149 38.4093466, -82.2945932 38.4095199, -82.2946621 38.4095625)",25 mph,,,,
15518861,Main Street,tertiary,False,True,83.77700000000002,"LINESTRING (-82.2940238 38.4091651, -82.2938618 38.4090622, -82.2936328 38.4089235, -82.2934315 38.4088016, -82.2932467 38.4087249)",25 mph,,,,
15519965,Merritt Street,residential,False,False,107.21600000000001,"LINESTRING (-82.2982138 38.4070756, -82.2976211 38.4069432, -82.2970256 38.4068255)",,,,,
15520831,McClung Avenue,residential,False,False,126.892,"LINESTRING (-82.2982138 38.4070756, -82.2982183 38.4070327, -82.2983336 38.4059383)",,CR 31/1,,,
15520831,McClung Avenue,residential,False,True,41.16,"LINESTRING (-82.2982138 38.4070756, -82.2981938 38.4072238, -82.2981904 38.4072591, -82.2981631 38.4074436)",,CR 31/1,,,
