osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,access,bridge
"[406090136, 340308818]",False,"['4', '2']",primary,True,177.785,"LINESTRING (-71.8822363 41.8441811, -71.8824009 41.844252, -71.8830762 41.844543, -71.8831876 41.844591, -71.8833272 41.8446512, -71.883924 41.8449083, -71.8840965 41.8449785)",CT 101,Hartford Pike,,
"[406090138, 1180350236]",False,"['5', '6']",primary,False,153.97699999999998,"LINESTRING (-71.8822363 41.8441811, -71.8820033 41.8440871, -71.8817679 41.8439765, -71.8814088 41.8438078, -71.881244 41.8437303, -71.8811799 41.8437002, -71.8808886 41.8435634, -71.8806552 41.8434537)",CT 101,Hartford Pike,,
"[1150098220, 1150098221, 756868977, 406090135, 406090139]",False,"['4', '3', '5']",primary,True,204.707,"LINESTRING (-71.8743423 41.839984, -71.8748786 41.8403044, -71.8753394 41.8405796, -71.8753933 41.8406125, -71.8754642 41.8406557, -71.8756624 41.8407689, -71.8758188 41.8408555, -71.8761215 41.8410311, -71.876283 41.8411234)",CT 101,Hartford Pike,,
"[406090136, 340308818]",False,"['4', '2']",primary,False,177.78499999999997,"LINESTRING (-71.8840965 41.8449785, -71.883924 41.8449083, -71.8833272 41.8446512, -71.8831876 41.844591, -71.8830762 41.844543, -71.8824009 41.844252, -71.8822363 41.8441811)",CT 101,Hartford Pike,,
406090145,False,3,secondary,False,58.401,"LINESTRING (-71.8766961 41.8413593, -71.876821 41.8418762)",CT 12,Putnam Pike,,
406090132,False,5,primary,True,43.118,"LINESTRING (-71.8766961 41.8413593, -71.8764747 41.8412328, -71.8764403 41.8412131, -71.876283 41.8411234)",CT 101,Hartford Pike,,
406090137,False,6,primary,True,56.793,"LINESTRING (-71.8766961 41.8413593, -71.8769204 41.8414948, -71.877131 41.841622, -71.8772286 41.841681)",CT 101,Hartford Pike,,
406090146,False,3,secondary,True,50.4,"LINESTRING (-71.8766961 41.8413593, -71.876647 41.8411574, -71.8765877 41.8409133)",CT 12,North Main Street,,
"[102999313, 102999451, 44877463]",True,2,motorway,False,736.531,"LINESTRING (-71.8779388 41.8399022, -71.8779847 41.8399698, -71.878033 41.840044, -71.878085 41.8401265, -71.8781418 41.8402192, -71.8782044 41.8403239, -71.8782365 41.8403796, -71.8782756 41.8404504, -71.8783136 41.8405224, -71.8783577 41.8406099, -71.8784 41.840698, -71.8784405 41.8407862, -71.878479 41.840874, -71.8785155 41.8409607, -71.8785499 41.8410461, -71.8785772 41.8411185, -71.8786035 41.841193, -71.8786334 41.8412842, -71.8786616 41.8413761, -71.8786879 41.8414677, -71.8787122 41.8415577, -71.8787379 41.8416591, -71.8787604 41.8417547, -71.8787796 41.8418423, -71.8787953 41.8419211, -71.8788096 41.8420018, -71.878821 41.8420744, -71.8788321 41.8421564, -71.8788703 41.8424804, -71.8789018 41.8427474, -71.8793327 41.8463993)",I 395,,,yes
"[598114817, 1180350238]",True,"['1', '3']",motorway_link,False,254.66499999999996,"LINESTRING (-71.8779388 41.8399022, -71.877944 41.8399439, -71.8779502 41.8399758, -71.8779579 41.8400065, -71.8779668 41.8400362, -71.8779768 41.8400651, -71.8779875 41.8400932, -71.8780362 41.8402091, -71.8780547 41.840257, -71.8780801 41.8403302, -71.878096 41.8403792, -71.8781092 41.8404236, -71.8781218 41.8404718, -71.8781313 41.8405133, -71.8781401 41.8405578, -71.8781479 41.8406054, -71.878153 41.8406433, -71.8781587 41.8406969, -71.878162 41.8407396, -71.8781644 41.8407845, -71.8781659 41.8408312, -71.8781665 41.8408949, -71.8781658 41.8409596, -71.8781639 41.8410248, -71.8781609 41.8410897, -71.8781571 41.8411537, -71.8781512 41.8412311, -71.8781446 41.8413047, -71.878136 41.8413858, -71.8781287 41.8414458, -71.8781202 41.8415069, -71.8780506 41.8419536, -71.8780368 41.8420472, -71.8780189 41.8421679)",,,,
17173065,False,,residential,True,86.804,"LINESTRING (-71.8788551 41.8460136, -71.87847 41.8461416, -71.8781552 41.8462572, -71.8778948 41.8463237)",,Town Farm Road No. 1,,
"[44879057, 102999378, 102999334]",True,2,motorway,False,699.1349999999999,"LINESTRING (-71.8795732 41.8460248, -71.8794931 41.8454098, -71.879324 41.8441233, -71.8791712 41.8428733, -71.8791375 41.8426053, -71.8791029 41.842353, -71.8790697 41.8421258, -71.8790396 41.8419342, -71.8790282 41.8418677, -71.8790188 41.8418172, -71.8790056 41.8417511, -71.8789905 41.8416821, -71.8789736 41.8416101, -71.8789587 41.8415505, -71.8789383 41.8414735, -71.8789205 41.8414101, -71.8789014 41.841345, -71.8788809 41.8412784, -71.878859 41.8412102, -71.8788357 41.8411406, -71.878811 41.8410701, -71.8787856 41.8410002, -71.8787593 41.8409308, -71.8787322 41.8408621, -71.8787042 41.840794, -71.8786827 41.8407433, -71.8786532 41.8406764, -71.8786306 41.8406266, -71.8785837 41.8405283, -71.8785514 41.8404637, -71.8785266 41.8404157, -71.8784753 41.8403211, -71.8784402 41.8402591, -71.8783965 41.840184, -71.8783537 41.8401121, -71.8783119 41.8400434, -71.8782714 41.8399784, -71.8782324 41.8399173, -71.8781951 41.8398604)",I 395,,,yes
"[1180350232, 182612067]",True,"['1', '3']",motorway_link,False,310.7559999999999,"LINESTRING (-71.8795732 41.8460248, -71.8795839 41.8459878, -71.8795921 41.8459559, -71.8795992 41.8459247, -71.8796053 41.8458942, -71.8796104 41.8458642, -71.8796145 41.8458346, -71.8796185 41.8457982, -71.8796213 41.845762, -71.8796229 41.845726, -71.8796241 41.8456677, -71.8796256 41.8456303, -71.8796288 41.8455771, -71.8796331 41.8455234, -71.8796429 41.8454248, -71.8796666 41.8452159, -71.8796819 41.8450591, -71.8797472 41.844304, -71.8797515 41.8442599, -71.8797553 41.8442279, -71.8797614 41.8441866, -71.8797684 41.8441467, -71.8797764 41.8441081, -71.879783 41.8440798, -71.8797927 41.8440429, -71.8798034 41.8440068, -71.8798151 41.8439714, -71.8798311 41.8439277, -71.8798523 41.8438759, -71.8798757 41.8438241, -71.8798934 41.8437895, -71.8799181 41.843746, -71.8799451 41.8437028, -71.879974 41.84366, -71.8800103 41.8436098, -71.88006 41.8435454, -71.8801209 41.8434711, -71.8801992 41.8433792, -71.8802494 41.8433202)",,,,
822078526,True,,motorway_link,False,12.044,"LINESTRING (-71.8802494 41.8433202, -71.8803272 41.8432287)",,,yes,
619030507,True,2,primary,False,37.588,"LINESTRING (-71.8802494 41.8433202, -71.8804747 41.8434261, -71.880492 41.8434335, -71.8805122 41.8434406, -71.8805288 41.843445, -71.8805488 41.8434488, -71.8805693 41.8434513, -71.8805907 41.8434528, -71.8806173 41.8434535, -71.8806552 41.8434537)",CT 101,Hartford Pike,,
1180350233,False,2,residential,False,11.899,"LINESTRING (-71.8826215 41.8420037, -71.8827611 41.8419785)",,Killingly Commons Drive,yes,
238810834,True,,residential,False,252.11199999999997,"LINESTRING (-71.8826215 41.8420037, -71.8828181 41.8426674, -71.8827993 41.8428007, -71.882724 41.84302, -71.8824517 41.843813, -71.8822783 41.8440157, -71.8822646 41.8440698, -71.8822363 41.8441811)",,Killingly Commons Drive,yes,
"[1180350234, 1180350235, 866728903]",False,"['3', '2']",residential,True,247.609,"LINESTRING (-71.8826215 41.8420037, -71.8825467 41.8420175, -71.8823001 41.842063, -71.8821919 41.8420825, -71.8819681 41.8421216, -71.8817369 41.8421596, -71.8816846 41.8421688, -71.8816338 41.8421788, -71.8815844 41.8421897, -71.881544 41.8421999, -71.8815042 41.8422112, -71.8814808 41.8422188, -71.881465 41.8422239, -71.8814261 41.8422381, -71.8814029 41.8422475, -71.8813843 41.8422554, -71.8813723 41.8422605, -71.8813199 41.8422838, -71.8813075 41.8422893, -71.8812534 41.8423149, -71.8812078 41.8423383, -71.8811628 41.8423631, -71.8811176 41.8423902, -71.8810714 41.8424201, -71.8810314 41.842448, -71.8810063 41.8424671, -71.8809879 41.8424819, -71.8809698 41.8424973, -71.8809457 41.8425191, -71.8809274 41.8425366, -71.8809022 41.8425619, -71.8808758 41.8425897, -71.8808476 41.8426204, -71.8808012 41.8426729, -71.8807807 41.8426966, -71.8807385 41.8427455, -71.8803914 41.8431532, -71.8803697 41.8431787, -71.8803272 41.8432287)",,Killingly Commons Drive,yes,
1180350233,False,2,residential,True,11.899,"LINESTRING (-71.8827611 41.8419785, -71.8826215 41.8420037)",,Killingly Commons Drive,yes,
"[238810834, 238810830]",True,,residential,False,676.1319999999998,"LINESTRING (-71.8827611 41.8419785, -71.8826308 41.8414922, -71.882385 41.8407453, -71.8823672 41.8406868, -71.8821271 41.8398749, -71.8820566 41.8396679, -71.8819779 41.8392719, -71.8819448 41.8390242, -71.8818492 41.839128, -71.8818599 41.8392959, -71.8819389 41.8396999, -71.8819775 41.8398374, -71.8822377 41.8407083, -71.8822546 41.8407656, -71.8824746 41.8415227, -71.8826215 41.8420037)",,Killingly Commons Drive,yes,
309939515,True,1,primary_link,False,40.21300000000001,"LINESTRING (-71.8765877 41.8409133, -71.8765444 41.8410423, -71.8765182 41.8410803, -71.8764731 41.8411066, -71.8764601 41.84111, -71.8764455 41.8411139, -71.8764174 41.8411165, -71.876283 41.8411234)",,,,
406090146,False,3,secondary,False,50.4,"LINESTRING (-71.8765877 41.8409133, -71.876647 41.8411574, -71.8766961 41.8413593)",CT 12,North Main Street,,
406090132,False,5,primary,False,43.118,"LINESTRING (-71.876283 41.8411234, -71.8764403 41.8412131, -71.8764747 41.8412328, -71.8766961 41.8413593)",CT 101,Hartford Pike,,
"[1150098220, 1150098221, 756868977, 406090135, 406090139]",False,"['4', '5', '3']",primary,False,204.707,"LINESTRING (-71.876283 41.8411234, -71.8761215 41.8410311, -71.8758188 41.8408555, -71.8756624 41.8407689, -71.8754642 41.8406557, -71.8753933 41.8406125, -71.8753394 41.8405796, -71.8748786 41.8403044, -71.8743423 41.839984)",CT 101,Hartford Pike,,
406090145,False,3,secondary,True,58.401,"LINESTRING (-71.876821 41.8418762, -71.8766961 41.8413593)",CT 12,Putnam Pike,,
17178089,False,,secondary,False,503.1360000000001,"LINESTRING (-71.876821 41.8418762, -71.8769024 41.8421918, -71.8769388 41.8423139, -71.8769526 41.8423696, -71.8769666 41.8424438, -71.8770188 41.8427728, -71.8770506 41.8429732, -71.8772084 41.843968, -71.8772376 41.8441115, -71.8772704 41.8442558, -71.8773433 41.844545, -71.8775368 41.845239, -71.8775775 41.8453824, -71.8776206 41.8455234, -71.8776662 41.8456601, -71.8777181 41.8457967, -71.8778306 41.8461024, -71.8778948 41.8463237)",CT 12,Putnam Pike,,
309939522,True,1,primary_link,False,45.45,"LINESTRING (-71.876821 41.8418762, -71.8768905 41.8417599, -71.8769253 41.8417264, -71.8769701 41.8417004, -71.8770222 41.8416834, -71.8770783 41.8416766, -71.8772286 41.841681)",,,,
406090134,False,4,primary,True,84.958,"LINESTRING (-71.8772286 41.841681, -71.8774276 41.8417997, -71.8778104 41.842039, -71.8780189 41.8421679)",CT 101,Hartford Pike,,
406090137,False,6,primary,False,56.793000000000006,"LINESTRING (-71.8772286 41.841681, -71.877131 41.841622, -71.8769204 41.8414948, -71.8766961 41.8413593)",CT 101,Hartford Pike,,
"[406090138, 1180350236]",False,"['5', '6']",primary,True,153.977,"LINESTRING (-71.8806552 41.8434537, -71.8808886 41.8435634, -71.8811799 41.8437002, -71.881244 41.8437303, -71.8814088 41.8438078, -71.8817679 41.8439765, -71.8820033 41.8440871, -71.8822363 41.8441811)",CT 101,Hartford Pike,,
"[866728904, 619030506]",True,3,primary,False,38.541,"LINESTRING (-71.8806552 41.8434537, -71.8806473 41.8434267, -71.8806424 41.8434124, -71.8806369 41.8433998, -71.8806303 41.8433885, -71.880622 41.8433781, -71.8806115 41.8433683, -71.8805983 41.8433587, -71.8805854 41.8433509, -71.8805714 41.8433438, -71.8805615 41.8433388, -71.8804356 41.8432796, -71.8803272 41.8432287)",CT 101,Hartford Pike,,
822078527,True,3,primary,False,52.972999999999985,"LINESTRING (-71.8803272 41.8432287, -71.8799603 41.8430564, -71.8799426 41.8430489, -71.879925 41.8430428, -71.8799033 41.8430369, -71.879882 41.8430329, -71.8798612 41.8430304, -71.879837 41.8430291, -71.8798139 41.8430294, -71.8797884 41.843031, -71.8797618 41.8430339)",CT 101,Hartford Pike,,
"[1180350234, 1180350235, 866728903]",False,"['3', '2']",residential,False,247.60899999999998,"LINESTRING (-71.8803272 41.8432287, -71.8803697 41.8431787, -71.8803914 41.8431532, -71.8807385 41.8427455, -71.8807807 41.8426966, -71.8808012 41.8426729, -71.8808476 41.8426204, -71.8808758 41.8425897, -71.8809022 41.8425619, -71.8809274 41.8425366, -71.8809457 41.8425191, -71.8809698 41.8424973, -71.8809879 41.8424819, -71.8810063 41.8424671, -71.8810314 41.842448, -71.8810714 41.8424201, -71.8811176 41.8423902, -71.8811628 41.8423631, -71.8812078 41.8423383, -71.8812534 41.8423149, -71.8813075 41.8422893, -71.8813199 41.8422838, -71.8813723 41.8422605, -71.8813843 41.8422554, -71.8814029 41.8422475, -71.8814261 41.8422381, -71.881465 41.8422239, -71.8814808 41.8422188, -71.8815042 41.8422112, -71.881544 41.8421999, -71.8815844 41.8421897, -71.8816338 41.8421788, -71.8816846 41.8421688, -71.8817369 41.8421596, -71.8819681 41.8421216, -71.8821919 41.8420825, -71.8823001 41.842063, -71.8825467 41.8420175, -71.8826215 41.8420037)",,Killingly Commons Drive,yes,
17174137,False,,residential,False,120.57399999999997,"LINESTRING (-71.8806786 41.8450001, -71.8803355 41.8451814, -71.8802985 41.845197, -71.8802725 41.8452039, -71.880248 41.845207, -71.8802237 41.8452056, -71.8801902 41.8452003, -71.8801775 41.8451957, -71.8801663 41.8451916, -71.8801429 41.8451772, -71.8801241 41.845161, -71.8801094 41.8451386, -71.8801013 41.8451201, -71.8800936 41.8450943, -71.8800926 41.845075, -71.8800962 41.8450569, -71.8801048 41.8450387, -71.8801211 41.8450152, -71.8801521 41.8449883, -71.8801795 41.8449732, -71.8802029 41.8449652, -71.880237 41.8449588, -71.8802603 41.8449565, -71.8802883 41.8449569, -71.8806786 41.8450001)",,Town Farm Road,,
17174137,False,,residential,True,120.57400000000004,"LINESTRING (-71.8806786 41.8450001, -71.8802883 41.8449569, -71.8802603 41.8449565, -71.880237 41.8449588, -71.8802029 41.8449652, -71.8801795 41.8449732, -71.8801521 41.8449883, -71.8801211 41.8450152, -71.8801048 41.8450387, -71.8800962 41.8450569, -71.8800926 41.845075, -71.8800936 41.8450943, -71.8801013 41.8451201, -71.8801094 41.8451386, -71.8801241 41.845161, -71.8801429 41.8451772, -71.8801663 41.8451916, -71.8801775 41.8451957, -71.8801902 41.8452003, -71.8802237 41.8452056, -71.880248 41.845207, -71.8802725 41.8452039, -71.8802985 41.845197, -71.8803355 41.8451814, -71.8806786 41.8450001)",,Town Farm Road,,
17174137,False,,residential,True,159.773,"LINESTRING (-71.8806786 41.8450001, -71.8808836 41.8448924, -71.8811574 41.8447629, -71.8813835 41.844657, -71.8815748 41.8445776, -71.8818114 41.8444794, -71.8818784 41.8444516, -71.8820882 41.8443474, -71.8822363 41.8441811)",,Town Farm Road,,
