osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,junction,name
"[165337369, 23214914]",True,,,motorway_link,,False,54.63199999999999,"LINESTRING (-122.4351308 47.2436568, -122.43512 47.2435821, -122.435116 47.243528, -122.4351185 47.2434947, -122.4351243 47.2434595, -122.4351396 47.2434201, -122.4351643 47.2433848, -122.4352037 47.2433442, -122.4352512 47.2433036, -122.4353173 47.2432693, -122.4353889 47.2432404)",yes,spui,
23349353,True,2,,motorway_link,,False,53.134,"LINESTRING (-122.4351308 47.2436568, -122.4350338 47.2435551, -122.434983 47.2435042, -122.4349373 47.2434693, -122.4348783 47.2434292, -122.4347897 47.2433792, -122.4347268 47.24335, -122.4346479 47.243319)",yes,spui,
613092603,True,2,WA 509,trunk,,False,9.263,"LINESTRING (-122.4353889 47.2432404, -122.4355102 47.2432278)",,,
"[1191272664, 1060951409, 181990584, 12173222]",True,2,,motorway_link,,False,319.22800000000007,"LINESTRING (-122.4354853 47.2472939, -122.4357187 47.2478127, -122.4358195 47.2480272, -122.4361623 47.2487254, -122.43621 47.248828, -122.4362791 47.2489495, -122.4363379 47.2490283, -122.4364002 47.2490892, -122.4364593 47.2491388, -122.4365236 47.2491808, -122.4365926 47.2492183, -122.4366729 47.2492554, -122.4367772 47.249291, -122.4368867 47.2493204, -122.4369832 47.2493371, -122.4370894 47.2493471, -122.4372091 47.2493493, -122.4372382 47.2493475, -122.4373158 47.2493427, -122.4374362 47.2493265, -122.4375103 47.2493153, -122.4375376 47.2493093, -122.4376901 47.2492758)",yes,,
12189656,False,,,residential,20 mph,False,103.124,"LINESTRING (-122.4343885 47.2411699, -122.4345027 47.2411578, -122.4350694 47.241098, -122.4353332 47.2410701, -122.4356165 47.2410403, -122.4356455 47.2410372, -122.4357383 47.2410274)",,,South 23rd Street
"[349601712, 12184224]",False,,,residential,20 mph,"[False, True]",215.83199999999997,"LINESTRING (-122.4343885 47.2411699, -122.4344154 47.2412812, -122.4346391 47.2421889, -122.4347188 47.2421813, -122.4352227 47.2421334, -122.4353022 47.2421259, -122.4353613 47.2421203, -122.4358577 47.2420732, -122.4358671 47.2420723, -122.4359635 47.2420631)",,,"['A Street', 'South 22nd Street']"
12191682,False,,,tertiary,,True,232.88,"LINESTRING (-122.4406047 47.2489655, -122.4405808 47.2488636, -122.4404912 47.2484696, -122.4404087 47.2481105, -122.4401546 47.2469994, -122.440131 47.246896)",,,Market Street
62152892,False,4,,tertiary,,False,53.644999999999996,"LINESTRING (-122.4406047 47.2489655, -122.4407199 47.248953, -122.4413066 47.2488898)",,,South 15th Street
62152892,False,4,,tertiary,,True,56.949000000000005,"LINESTRING (-122.4406047 47.2489655, -122.4404569 47.2489809, -122.4402715 47.2490003, -122.4400006 47.2490292, -122.4398592 47.2490443)",,,South 15th Street
62152900,False,,,secondary,25 mph,False,24.239,"LINESTRING (-122.439906 47.2427007, -122.4402249 47.2426753)",,,South 21st Street
12228232,False,,,residential,20 mph,True,231.861,"LINESTRING (-122.439906 47.2427007, -122.4399289 47.2428004, -122.4403607 47.2446814, -122.440379 47.244761)",,,South Court D Street
62152900,False,,,secondary,25 mph,True,50.147,"LINESTRING (-122.439906 47.2427007, -122.4394289 47.242751, -122.4392496 47.24277)",,,South 21st Street
1094371084,False,,,living_street,20 mph,False,222.991,"LINESTRING (-122.4410848 47.2446548, -122.4410687 47.2445694, -122.4410631 47.2445444, -122.44102 47.244355, -122.440649 47.2427213, -122.440638 47.2426725)",,,South Fawcett Avenue
1154202795,True,,,secondary,,False,38.594,"LINESTRING (-122.4410848 47.2446548, -122.440944 47.2446705, -122.4408954 47.2446743, -122.4406372 47.2447024, -122.44061 47.2447373)",,,South 19th Street
1209250861,False,,,secondary,,True,17.07,"LINESTRING (-122.441814 47.244607, -122.4415907 47.2446312)",,,South 19th Street
32720318,False,,,residential,20 mph,True,231.897,"LINESTRING (-122.441814 47.244607, -122.4418349 47.2447029, -122.4422458 47.2465867, -122.442264 47.24667)",,,Court E
971400587,False,,,residential,20 mph,False,155.014,"LINESTRING (-122.441814 47.244607, -122.4417973 47.2445282, -122.4415219 47.2432271)",,,Court E
1209250861,False,,,secondary,,False,57.201,"LINESTRING (-122.441814 47.244607, -122.4424258 47.2445433, -122.442563 47.244529)",,,South 19th Street
1145006503,False,,,secondary,,True,116.018,"LINESTRING (-122.442563 47.244529, -122.4425864 47.244631, -122.442799 47.24556)",,,Tacoma Avenue South
1209250860,False,,,secondary,,False,56.415,"LINESTRING (-122.442563 47.244529, -122.442731 47.2445116, -122.4433018 47.2444525)",,,South 19th Street
1209250861,False,,,secondary,,True,57.201,"LINESTRING (-122.442563 47.244529, -122.4424258 47.2445433, -122.441814 47.244607)",,,South 19th Street
1209250864,False,,,secondary,,False,231.671,"LINESTRING (-122.442563 47.244529, -122.4425451 47.2444501, -122.4424038 47.2438256, -122.4421178 47.2425618, -122.442097 47.2424697)",,,Tacoma Avenue South
1209250860,False,,,secondary,,False,53.702,"LINESTRING (-122.444037 47.244375, -122.44474 47.244301)",,,South 19th Street
914908839,False,,,residential,20 mph,False,231.903,"LINESTRING (-122.444037 47.244375, -122.4440193 47.2442967, -122.4439077 47.2438054, -122.4438907 47.2437305, -122.4438192 47.2434142, -122.4437476 47.2430986, -122.4435913 47.2424083, -122.44357 47.2423137)",,,South G Street
914908839,False,,,residential,20 mph,True,116.105,"LINESTRING (-122.444037 47.244375, -122.4440603 47.2444779, -122.4442521 47.2453237, -122.444271 47.245407)",,,South G Street
1209250860,False,,,secondary,,True,56.163000000000004,"LINESTRING (-122.444037 47.244375, -122.443316 47.244451, -122.4433018 47.2444525)",,,South 19th Street
1209250860,False,,,secondary,,True,53.702,"LINESTRING (-122.44474 47.244301, -122.444037 47.244375)",,,South 19th Street
223435487,False,,,residential,20 mph,False,231.538,"LINESTRING (-122.44474 47.244301, -122.4447221 47.2442215, -122.4442976 47.2423387, -122.444276 47.2422427)",,,Court G
12213382,False,,,residential,20 mph,False,56.47,"LINESTRING (-122.4432662 47.2476184, -122.443425 47.2476015, -122.4440053 47.2475398)",,,South 16th Street
1145006503,False,,,secondary,,False,115.827,"LINESTRING (-122.4432662 47.2476184, -122.4432484 47.2475411, -122.4430538 47.2466847, -122.4430325 47.2465889)",,,Tacoma Avenue South
1145006503,False,,,secondary,,True,116.684,"LINESTRING (-122.4432662 47.2476184, -122.4434786 47.2485564, -122.4435018 47.2486555)",,,Tacoma Avenue South
12213382,False,,,residential,20 mph,False,55.896,"LINESTRING (-122.4440053 47.2475398, -122.4445977 47.2474779, -122.4447372 47.2474634)",,,South 16th Street
12213382,False,,,residential,20 mph,True,56.47,"LINESTRING (-122.4440053 47.2475398, -122.443425 47.2476015, -122.4432662 47.2476184)",,,South 16th Street
608517874,False,,,residential,20 mph,False,115.601,"LINESTRING (-122.4440053 47.2475398, -122.4439872 47.2474625, -122.4439683 47.2473787, -122.443792 47.246605, -122.4437712 47.2465124)",,,Court F
608517874,False,,,residential,20 mph,True,116.65899999999999,"LINESTRING (-122.4440053 47.2475398, -122.4440264 47.2476337, -122.44422 47.2484846, -122.4442416 47.2485766)",,,Court F
12213382,False,,,residential,20 mph,True,55.896,"LINESTRING (-122.4447372 47.2474634, -122.4445977 47.2474779, -122.4440053 47.2475398)",,,South 16th Street
914908839,False,,,residential,20 mph,False,115.821,"LINESTRING (-122.4447372 47.2474634, -122.444719 47.2473844, -122.4445242 47.2465274, -122.444503 47.246434)",,,South G Street
5022359,True,2,,motorway_link,,False,472.451,"LINESTRING (-122.4344415 47.2431128, -122.4347013 47.2436758, -122.4347945 47.2439335, -122.43487 47.244211, -122.434925 47.244472, -122.435036 47.245037, -122.4353981 47.2469316, -122.4354356 47.2471092, -122.4354853 47.2472939)",,,
124272520,True,1,I 705,motorway,,False,395.27200000000005,"LINESTRING (-122.4344415 47.2431128, -122.4345524 47.2434155, -122.4347539 47.2444281, -122.4348173 47.244864, -122.4349033 47.245328, -122.4349791 47.245759, -122.4351341 47.246634)",,,
62152892,False,4,,tertiary,,False,50.069,"LINESTRING (-122.4392039 47.2491142, -122.4393469 47.2490989, -122.4396678 47.2490647, -122.4398592 47.2490443)",,,South 15th Street
62152892,False,4,,tertiary,,True,55.429,"LINESTRING (-122.4392039 47.2491142, -122.4390169 47.2491341, -122.438608 47.2491777, -122.4385453 47.2491843, -122.4384785 47.2491918)",,,South 15th Street
12228232,False,,,residential,20 mph,False,232.73899999999998,"LINESTRING (-122.4413066 47.2488898, -122.4412834 47.248788, -122.4411916 47.2483706, -122.4410478 47.2477219, -122.4409578 47.2473154, -122.4409387 47.2472293, -122.4408691 47.246916, -122.440848 47.24682)",,,South Court D Street
62152892,False,4,,tertiary,,False,55.54,"LINESTRING (-122.4413066 47.2488898, -122.4419107 47.2488253, -122.4420335 47.2488123)",,,South 15th Street
62152892,False,4,,tertiary,,True,53.644999999999996,"LINESTRING (-122.4413066 47.2488898, -122.4407199 47.248953, -122.4406047 47.2489655)",,,South 15th Street
12232270,False,,,living_street,20 mph,False,232.71099999999998,"LINESTRING (-122.4420335 47.2488123, -122.4420106 47.248714, -122.4418587 47.2480451, -122.4417015 47.2473548, -122.4415841 47.2468369, -122.441563 47.246744)",,,South Fawcett Avenue
62152892,False,4,,tertiary,,False,52.486999999999995,"LINESTRING (-122.4420335 47.2488123, -122.4421491 47.2487999, -122.4427204 47.2487389)",,,South 15th Street
62152892,False,4,,tertiary,,True,55.54,"LINESTRING (-122.4420335 47.2488123, -122.4419107 47.2488253, -122.4413066 47.2488898)",,,South 15th Street
12232270,False,,,living_street,20 mph,False,227.29500000000002,"LINESTRING (-122.441563 47.246744, -122.4415439 47.24666, -122.4411283 47.2448317, -122.4411218 47.244804, -122.4411028 47.2447239)",,,South Fawcett Avenue
12232270,False,,,living_street,20 mph,True,232.711,"LINESTRING (-122.441563 47.246744, -122.4415841 47.2468369, -122.4417015 47.2473548, -122.4418587 47.2480451, -122.4420106 47.248714, -122.4420335 47.2488123)",,,South Fawcett Avenue
12235036,False,,,residential,20 mph,False,53.55,"LINESTRING (-122.441563 47.246744, -122.4416829 47.2467313, -122.442264 47.24667)",,,South 17th Street
12235036,False,,,residential,20 mph,True,54.629000000000005,"LINESTRING (-122.441563 47.246744, -122.4414273 47.2467584, -122.440848 47.24682)",,,South 17th Street
"[634028668, 695856814]",False,,,residential,20 mph,False,203.839,"LINESTRING (-122.439399 47.246973, -122.4393802 47.2468894, -122.4393761 47.2468707, -122.4393142 47.2466059, -122.4392819 47.2464635, -122.439231 47.246242, -122.4390016 47.2452708, -122.4389697 47.2452289, -122.4389288 47.245203, -122.4388998 47.2451883)",,,Court C
"[32506429, 634028669, 695856814]",False,,,residential,20 mph,True,232.92999999999998,"LINESTRING (-122.439399 47.246973, -122.43942 47.2470691, -122.4394946 47.2474065, -122.4395697 47.2477428, -122.4396552 47.2481446, -122.4396715 47.2481997, -122.4397009 47.2483345, -122.4398358 47.2489401, -122.4398592 47.2490443)",,,Court C
1188762949,False,,,tertiary,25 mph,False,55.913,"LINESTRING (-122.439399 47.246973, -122.4394973 47.2469627, -122.4399805 47.2469118, -122.440131 47.246896)",,,South 17th Street
1188762949,False,,,tertiary,25 mph,True,52.047,"LINESTRING (-122.439399 47.246973, -122.439337 47.2469799, -122.438841 47.2470348, -122.4387185 47.2470485)",,,South 17th Street
12235036,False,,,residential,20 mph,False,58.706,"LINESTRING (-122.442264 47.24667, -122.4428821 47.2466047, -122.4430325 47.2465889)",,,South 17th Street
12235036,False,,,residential,20 mph,True,53.55,"LINESTRING (-122.442264 47.24667, -122.4416829 47.2467313, -122.441563 47.246744)",,,South 17th Street
32720318,False,,,residential,20 mph,False,231.897,"LINESTRING (-122.442264 47.24667, -122.4422458 47.2465867, -122.4418349 47.2447029, -122.441814 47.244607)",,,Court E
32720318,False,,,residential,20 mph,True,232.618,"LINESTRING (-122.442264 47.24667, -122.442285 47.2467656, -122.4424108 47.2473355, -122.4426977 47.2486379, -122.4427204 47.2487389)",,,Court E
12235036,False,,,residential,20 mph,False,56.405,"LINESTRING (-122.4430325 47.2465889, -122.4431864 47.2465729, -122.4437712 47.2465124)",,,South 17th Street
12235036,False,,,residential,20 mph,True,58.706,"LINESTRING (-122.4430325 47.2465889, -122.4428821 47.2466047, -122.442264 47.24667)",,,South 17th Street
1145006503,False,,,secondary,,False,115.758,"LINESTRING (-122.4430325 47.2465889, -122.4430134 47.2465069, -122.442799 47.24556)",,,Tacoma Avenue South
1145006503,False,,,secondary,,True,115.827,"LINESTRING (-122.4430325 47.2465889, -122.4430538 47.2466847, -122.4432484 47.2475411, -122.4432662 47.2476184)",,,Tacoma Avenue South
12235036,False,,,residential,20 mph,False,55.923,"LINESTRING (-122.4437712 47.2465124, -122.4443686 47.2464484, -122.444503 47.246434)",,,South 17th Street
12235036,False,,,residential,20 mph,True,56.405,"LINESTRING (-122.4437712 47.2465124, -122.4431864 47.2465729, -122.4430325 47.2465889)",,,South 17th Street
608517874,False,,,residential,20 mph,False,115.88199999999999,"LINESTRING (-122.4437712 47.2465124, -122.4437521 47.2464295, -122.4435577 47.2455775, -122.4435365 47.2454825)",,,Court F
608517874,False,,,residential,20 mph,True,115.601,"LINESTRING (-122.4437712 47.2465124, -122.443792 47.246605, -122.4439683 47.2473787, -122.4439872 47.2474625, -122.4440053 47.2475398)",,,Court F
12235036,False,,,residential,20 mph,True,55.923,"LINESTRING (-122.444503 47.246434, -122.4443686 47.2464484, -122.4437712 47.2465124)",,,South 17th Street
914908839,False,,,residential,20 mph,False,115.53299999999999,"LINESTRING (-122.444503 47.246434, -122.4444852 47.2463552, -122.444292 47.2455001, -122.444271 47.245407)",,,South G Street
914908839,False,,,residential,20 mph,True,115.821,"LINESTRING (-122.444503 47.246434, -122.4445242 47.2465274, -122.444719 47.2473844, -122.4447372 47.2474634)",,,South G Street
91368000,False,,,unclassified,20 mph,False,19.512,"LINESTRING (-122.4363499 47.2493927, -122.4360925 47.2494089)",,,East 15th Street
"[634028669, 32506429, 695856814]",False,,,residential,20 mph,False,232.93,"LINESTRING (-122.4398592 47.2490443, -122.4398358 47.2489401, -122.4397009 47.2483345, -122.4396715 47.2481997, -122.4396552 47.2481446, -122.4395697 47.2477428, -122.4394946 47.2474065, -122.43942 47.2470691, -122.439399 47.246973)",,,Court C
62152892,False,4,,tertiary,,False,56.949,"LINESTRING (-122.4398592 47.2490443, -122.4400006 47.2490292, -122.4402715 47.2490003, -122.4404569 47.2489809, -122.4406047 47.2489655)",,,South 15th Street
62152892,False,4,,tertiary,,True,50.069,"LINESTRING (-122.4398592 47.2490443, -122.4396678 47.2490647, -122.4393469 47.2490989, -122.4392039 47.2491142)",,,South 15th Street
32720318,False,,,residential,20 mph,False,232.618,"LINESTRING (-122.4427204 47.2487389, -122.4426977 47.2486379, -122.4424108 47.2473355, -122.442285 47.2467656, -122.442264 47.24667)",,,Court E
62152892,False,4,,tertiary,,False,59.706,"LINESTRING (-122.4427204 47.2487389, -122.4433355 47.2486732, -122.4435018 47.2486555)",,,South 15th Street
62152892,False,4,,tertiary,,True,52.486999999999995,"LINESTRING (-122.4427204 47.2487389, -122.4421491 47.2487999, -122.4420335 47.2488123)",,,South 15th Street
608517874,False,,,residential,20 mph,True,50.589,"LINESTRING (-122.4431983 47.244003, -122.4432837 47.244373, -122.4433018 47.2444525)",,,Court F
62152892,False,4,,tertiary,,True,56.525999999999996,"LINESTRING (-122.4442416 47.2485766, -122.4440825 47.2485935, -122.44366 47.2486385, -122.4435018 47.2486555)",,,South 15th Street
608517874,False,,,residential,20 mph,False,116.65899999999999,"LINESTRING (-122.4442416 47.2485766, -122.44422 47.2484846, -122.4440264 47.2476337, -122.4440053 47.2475398)",,,Court F
608517874,False,,,residential,20 mph,True,114.88,"LINESTRING (-122.4442416 47.2485766, -122.4442616 47.248667, -122.4444565 47.2495207, -122.4444742 47.2495976)",,,Court F
12235880,False,,,residential,20 mph,True,55.769,"LINESTRING (-122.4444742 47.2495976, -122.4439795 47.2496501, -122.4438917 47.2496594, -122.4437442 47.2496751)",,,South 14th Street
608517874,False,,,residential,20 mph,False,114.88,"LINESTRING (-122.4444742 47.2495976, -122.4444565 47.2495207, -122.4442616 47.248667, -122.4442416 47.2485766)",,,Court F
223435487,False,,,residential,20 mph,True,231.538,"LINESTRING (-122.444276 47.2422427, -122.4442976 47.2423387, -122.4447221 47.2442215, -122.44474 47.244301)",,,Court G
1099895433,False,,,residential,20 mph,True,53.877,"LINESTRING (-122.444276 47.2422427, -122.4436907 47.2423016, -122.44357 47.2423137)",,,South 21st Street
12235880,False,,,residential,20 mph,False,55.769,"LINESTRING (-122.4437442 47.2496751, -122.4438917 47.2496594, -122.4439795 47.2496501, -122.4444742 47.2495976)",,,South 14th Street
1145006503,False,,,secondary,,False,114.84100000000001,"LINESTRING (-122.4437442 47.2496751, -122.4437076 47.2495224, -122.4436729 47.2493767, -122.443523 47.2487482, -122.4435018 47.2486555)",,,Tacoma Avenue South
23215237,True,,,motorway_link,,False,78.163,"LINESTRING (-122.433698 47.2434246, -122.4339735 47.2434433, -122.4340472 47.2434513, -122.4341195 47.2434633, -122.4341776 47.2434778, -122.4342462 47.2435054, -122.43429 47.2435325, -122.4343429 47.2435751, -122.4343774 47.2436195, -122.4344242 47.2436946, -122.434471 47.2437787)",yes,spui,
613092606,True,4,WA 509,trunk,,False,44.594,"LINESTRING (-122.433698 47.2434246, -122.4342026 47.2433707, -122.4342814 47.2433616)",yes,,
62152892,False,4,,tertiary,,False,56.525999999999996,"LINESTRING (-122.4435018 47.2486555, -122.44366 47.2486385, -122.4440825 47.2485935, -122.4442416 47.2485766)",,,South 15th Street
62152892,False,4,,tertiary,,True,59.706,"LINESTRING (-122.4435018 47.2486555, -122.4433355 47.2486732, -122.4427204 47.2487389)",,,South 15th Street
1145006503,False,,,secondary,,False,116.684,"LINESTRING (-122.4435018 47.2486555, -122.4434786 47.2485564, -122.4432662 47.2476184)",,,Tacoma Avenue South
1145006503,False,,,secondary,,True,114.84100000000001,"LINESTRING (-122.4435018 47.2486555, -122.443523 47.2487482, -122.4436729 47.2493767, -122.4437076 47.2495224, -122.4437442 47.2496751)",,,Tacoma Avenue South
12244292,False,,,residential,20 mph,False,56.333,"LINESTRING (-122.442799 47.24556, -122.4429583 47.2455433, -122.4435365 47.2454825)",,,South 18th Street
1145006503,False,,,secondary,,False,116.018,"LINESTRING (-122.442799 47.24556, -122.4425864 47.244631, -122.442563 47.244529)",,,Tacoma Avenue South
1145006503,False,,,secondary,,True,115.758,"LINESTRING (-122.442799 47.24556, -122.4430134 47.2465069, -122.4430325 47.2465889)",,,Tacoma Avenue South
914908839,False,,,residential,20 mph,True,231.903,"LINESTRING (-122.44357 47.2423137, -122.4435913 47.2424083, -122.4437476 47.2430986, -122.4438192 47.2434142, -122.4438907 47.2437305, -122.4439077 47.2438054, -122.4440193 47.2442967, -122.444037 47.244375)",,,South G Street
1099895433,False,,,residential,20 mph,False,53.877,"LINESTRING (-122.44357 47.2423137, -122.4436907 47.2423016, -122.444276 47.2422427)",,,South 21st Street
1099895433,False,,,residential,20 mph,True,27.848999999999997,"LINESTRING (-122.44357 47.2423137, -122.4434469 47.2423267, -122.4432055 47.2423523)",,,South 21st Street
62152892,False,4,,tertiary,,False,60.238,"LINESTRING (-122.4376901 47.2492758, -122.4378663 47.249257, -122.4383617 47.2492037, -122.4384398 47.2491957, -122.4384785 47.2491918)",,,South 15th Street
62152893,True,,,unclassified,20 mph,False,110.58599999999998,"LINESTRING (-122.4376901 47.2492758, -122.4375241 47.2492549, -122.4374646 47.2492474, -122.4373936 47.2492445, -122.4373116 47.2492483, -122.437206 47.249258, -122.4371319 47.2492601, -122.4370527 47.2492544, -122.4369534 47.2492325, -122.4368998 47.2492198, -122.4368354 47.2492107, -122.436771 47.2492052, -122.4366879 47.2492088, -122.4366182 47.2492234, -122.436535 47.2492507, -122.4364599 47.2492926, -122.4363916 47.2493481, -122.4363499 47.2493927)",,,East 15th Street
687454673,False,4,,primary,,False,186.09699999999998,"LINESTRING (-122.4376901 47.2492758, -122.4376662 47.2491764, -122.4374345 47.2482111, -122.4373057 47.2476227)",,,Pacific Avenue
12244292,False,,,residential,20 mph,True,56.07599999999999,"LINESTRING (-122.444271 47.245407, -122.4441376 47.2454207, -122.443551 47.245481, -122.4435365 47.2454825)",,,South 18th Street
914908839,False,,,residential,20 mph,False,116.10499999999999,"LINESTRING (-122.444271 47.245407, -122.4442521 47.2453237, -122.4440603 47.2444779, -122.444037 47.244375)",,,South G Street
914908839,False,,,residential,20 mph,True,115.53299999999999,"LINESTRING (-122.444271 47.245407, -122.444292 47.2455001, -122.4444852 47.2463552, -122.444503 47.246434)",,,South G Street
62152892,False,4,,tertiary,,False,55.428999999999995,"LINESTRING (-122.4384785 47.2491918, -122.4385453 47.2491843, -122.438608 47.2491777, -122.4390169 47.2491341, -122.4392039 47.2491142)",,,South 15th Street
62152892,False,4,,tertiary,,True,60.238,"LINESTRING (-122.4384785 47.2491918, -122.4384398 47.2491957, -122.4383617 47.2492037, -122.4378663 47.249257, -122.4376901 47.2492758)",,,South 15th Street
"[1160321632, 1160321629, 52869013]",True,1,,residential,20 mph,False,44.202,"LINESTRING (-122.4384785 47.2491918, -122.4384895 47.2490765, -122.4384908 47.2490563, -122.4384758 47.2489669, -122.4384438 47.2487965)",,,Commerce Street
62152896,False,,,tertiary,25 mph,True,228.359,"LINESTRING (-122.4373057 47.2476227, -122.4371468 47.2476548, -122.4371129 47.2476616, -122.4370624 47.2476771, -122.4370203 47.2476968, -122.4369874 47.2477181, -122.4369566 47.2477438, -122.4369305 47.247778, -122.4369115 47.2478122, -122.4367275 47.2481738, -122.4365993 47.2484136, -122.4365183 47.2485354, -122.4363395 47.2487762, -122.4362367 47.2489151, -122.4361796 47.2490063, -122.4361442 47.2490777, -122.436117 47.2491496, -122.4360983 47.2492232, -122.4360897 47.2492923, -122.4360891 47.2493435, -122.4360925 47.2494089)",,,South Hood Street
687421219,True,,,primary,,False,48.559,"LINESTRING (-122.4373057 47.2476227, -122.4373001 47.2474442, -122.4372919 47.2471861)",,,Pacific Avenue
687454673,False,4,,primary,,True,186.097,"LINESTRING (-122.4373057 47.2476227, -122.4374345 47.2482111, -122.4376662 47.2491764, -122.4376901 47.2492758)",,,Pacific Avenue
383507285,False,,,unclassified,20 mph,False,40.777,"LINESTRING (-122.4388011 47.2474109, -122.4387744 47.2472923, -122.438742 47.2471529, -122.4387185 47.2470485)",,,South Broadway Street
349601727,True,,,primary,,False,12.636,"LINESTRING (-122.4361984 47.243157, -122.436221 47.2432696)",,,Pacific Avenue
684704704,True,,,trunk,,False,14.213999999999999,"LINESTRING (-122.4361984 47.243157, -122.43629 47.2431164, -122.4363578 47.243089)",,,South 21st Street
12189656,False,,,residential,20 mph,True,103.124,"LINESTRING (-122.4357383 47.2410274, -122.4356455 47.2410372, -122.4356165 47.2410403, -122.4353332 47.2410701, -122.4350694 47.241098, -122.4345027 47.2411578, -122.4343885 47.2411699)",,,South 23rd Street
349601725,True,,,primary,,False,116.413,"LINESTRING (-122.4357383 47.2410274, -122.4357547 47.2411041, -122.4358092 47.2413534, -122.4359635 47.2420631)",,,Pacific Avenue
"[12184224, 349601712]",False,,,residential,20 mph,"[False, True]",215.832,"LINESTRING (-122.4359635 47.2420631, -122.4358671 47.2420723, -122.4358577 47.2420732, -122.4353613 47.2421203, -122.4353022 47.2421259, -122.4352227 47.2421334, -122.4347188 47.2421813, -122.4346391 47.2421889, -122.4344154 47.2412812, -122.4343885 47.2411699)",,,"['A Street', 'South 22nd Street']"
349601726,True,,,primary,,False,110.285,"LINESTRING (-122.4359635 47.2420631, -122.436092 47.2426563, -122.4361476 47.2429249, -122.4361522 47.2429466, -122.4361737 47.2430446)",,,Pacific Avenue
91368000,False,,,unclassified,20 mph,True,19.512,"LINESTRING (-122.4360925 47.2494089, -122.4363499 47.2493927)",,,East 15th Street
