osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref,junction,access
628139099,True,3,Grant Street,secondary,35 mph,False,17.554,"LINESTRING (-104.9817219 39.8705161, -104.9817277 39.8703583)",,,,
16964691,True,2,Thornton Parkway,secondary,35 mph,False,140.961,"LINESTRING (-104.9817219 39.8705161, -104.9820226 39.8704491, -104.9821816 39.8704005, -104.9823086 39.8703565, -104.982429 39.8703049, -104.9825523 39.8702479, -104.9827094 39.8701642, -104.9829118 39.870053, -104.9830235 39.8699871, -104.9831483 39.869904)",,,,
628139094,True,4,Thornton Parkway,secondary,35 mph,False,11.77,"LINESTRING (-104.9815889 39.8705441, -104.9817219 39.8705161)",,,,
746556162,True,2,Grant Street,secondary,35 mph,False,46.317,"LINESTRING (-104.9815889 39.8705441, -104.981584 39.870752, -104.9815815 39.8709606)",,,,
606589398,True,3,North Valley Highway,motorway,55 mph,False,137.627,"LINESTRING (-104.987703 39.8729488, -104.98771 39.8717111)",,I 25,,
449123833,True,1,,secondary_link,,False,272.34499999999997,"LINESTRING (-104.981768 39.871871, -104.9818052 39.8716934, -104.9818246 39.8714933, -104.9818559 39.8713562, -104.9818535 39.8710468, -104.9818559 39.8708282, -104.981897 39.8706967, -104.9819766 39.870604, -104.9820829 39.8705244, -104.9822373 39.8704651, -104.9824039 39.8704021, -104.9824959 39.8703594, -104.9825994 39.8703113, -104.9827322 39.8702224, -104.9829591 39.8700945, -104.9831483 39.869904)",,,,
"[628139091, 746556163]",True,"['3', '2']",Grant Street,secondary,35 mph,False,150.925,"LINESTRING (-104.981768 39.871871, -104.9817196 39.8715517, -104.981712 39.871474, -104.9817219 39.8705161)",,,,
755459008,False,,Civic Center Drive,unclassified,,True,237.58299999999997,"LINESTRING (-104.9855354 39.8705322, -104.9855342 39.8704344, -104.9855374 39.8702419, -104.9855436 39.8700776, -104.9855438 39.8698766, -104.9855445 39.8697374, -104.9855248 39.8696661, -104.9854908 39.869601, -104.9854594 39.8695522, -104.9854149 39.869494, -104.9853608 39.8694474, -104.985236 39.869374, -104.985097 39.869318, -104.9850494 39.8692997, -104.984887 39.869243, -104.984489 39.869115, -104.9843192 39.8690351, -104.9842007 39.8689708)",,,,
266959385,True,,,residential,25 mph,False,20.921,"LINESTRING (-104.9799119 39.8726571, -104.9799496 39.87262, -104.9799697 39.8725756, -104.9799702 39.8725286, -104.9799509 39.8724839)",,,roundabout,
449123797,True,,East 97th Avenue,residential,25 mph,False,27.466,"LINESTRING (-104.9799119 39.8726571, -104.979996 39.8726421, -104.980087 39.8726302, -104.9800964 39.8726299, -104.9801354 39.8726287, -104.9802293 39.872619)",,,,
266959385,True,,,residential,25 mph,False,15.599,"LINESTRING (-104.9799509 39.8724839, -104.9799139 39.8724464, -104.9798632 39.87242, -104.9798051 39.8724078)",,,roundabout,
266959385,True,,,residential,25 mph,False,5.318,"LINESTRING (-104.9796082 39.8725012, -104.9795967 39.8725482)",,,roundabout,
266959385,True,,,residential,25 mph,False,21.293000000000003,"LINESTRING (-104.9795967 39.8725482, -104.9796058 39.8725956, -104.9796347 39.872638, -104.9796801 39.8726709, -104.9797369 39.8726905)",,,roundabout,
449123800,True,,East 97th Avenue,residential,25 mph,False,30.875999999999998,"LINESTRING (-104.9795967 39.8725482, -104.9795731 39.8725914, -104.9795327 39.8726283, -104.9794868 39.8726518, -104.9794069 39.8726784, -104.979324 39.8727151)",,,,
266959385,True,,,residential,25 mph,False,15.976,"LINESTRING (-104.9797369 39.8726905, -104.9797991 39.8726948, -104.9798596 39.8726832, -104.9799119 39.8726571)",,,roundabout,
427701024,True,3,Thornton Parkway,secondary,40 mph,False,53.06,"LINESTRING (-104.9799922 39.8705274, -104.9793728 39.8705687)",,,,
427701106,True,1,,secondary_link,,False,58.775,"LINESTRING (-104.9799922 39.8705274, -104.9798324 39.8706167, -104.9796806 39.8706336, -104.9795021 39.8706538, -104.9794332 39.8706764, -104.9793713 39.870718)",,,,
427701107,True,1,,secondary_link,,False,77.798,"LINESTRING (-104.9808934 39.8706197, -104.9811947 39.8706356, -104.9813397 39.8706882, -104.9814595 39.870748, -104.9815359 39.8708366, -104.9815815 39.8709606)",,,,
746556160,True,4,Thornton Parkway,secondary,35 mph,False,59.974,"LINESTRING (-104.9808934 39.8706197, -104.9812154 39.8705921, -104.9814197 39.8705684, -104.9815889 39.8705441)",,,,
"[628143080, 130920314, 1074752180]",True,"['4', '3', '5']",Grant Street,secondary,35 mph,False,172.49399999999997,"LINESTRING (-104.9815815 39.8709606, -104.981575 39.871503, -104.981577 39.8715433, -104.9815806 39.8716168, -104.9815835 39.871674, -104.9815844 39.8716926, -104.981593 39.871865, -104.9816105 39.8719575, -104.981628 39.87205, -104.981699 39.872264, -104.9817439 39.8723633, -104.9817608 39.8724005, -104.9818011 39.8724896)",,,,
514358922,True,,Pearl Street,residential,25 mph,False,26.443,"LINESTRING (-104.9795701 39.8722701, -104.979587 39.8723374, -104.9795881 39.8723574, -104.9796059 39.8723906, -104.9796181 39.8724113, -104.9796197 39.8724471, -104.9796082 39.8725012)",,,,
515982906,False,,Pearl Street,residential,25 mph,True,175.37000000000003,"LINESTRING (-104.9795701 39.8722701, -104.9795258 39.872201, -104.979464 39.8720714, -104.9794313 39.8719921, -104.9794012 39.871887, -104.9793748 39.871772, -104.9793639 39.871664, -104.9793592 39.871617, -104.979358 39.871564, -104.9793722 39.8708449, -104.9793719 39.8708088, -104.9793713 39.870718)",,,,
"[266959384, 628143075]",False,4,East 97th Avenue,residential,25 mph,False,136.966,"LINESTRING (-104.9802293 39.872619, -104.980464 39.8726423, -104.9804855 39.8726432, -104.9805692 39.8726469, -104.9811815 39.8726378, -104.9813033 39.8726225, -104.9816596 39.872529, -104.9818011 39.8724896)",,,,yes
449123798,True,,East 97th Avenue,residential,25 mph,False,28.477,"LINESTRING (-104.9802293 39.872619, -104.9801451 39.8725856, -104.9801093 39.8725727, -104.9801006 39.8725707, -104.9800367 39.872547, -104.9800115 39.8725232, -104.9799509 39.8724839)",,,,
449123796,True,,East 97th Avenue,residential,25 mph,False,35.89,"LINESTRING (-104.979324 39.8727151, -104.9794189 39.8727268, -104.9795297 39.872712, -104.9795584 39.872709, -104.9796165 39.8726911, -104.9797369 39.8726905)",,,,
266959385,True,,,residential,25 mph,False,21.194,"LINESTRING (-104.9798051 39.8724078, -104.9797429 39.8724104, -104.9796862 39.8724281, -104.9796392 39.8724596, -104.9796082 39.8725012)",,,roundabout,
449123799,True,,Pearl Street,residential,25 mph,False,25.718000000000004,"LINESTRING (-104.9798051 39.8724078, -104.979747 39.8723923, -104.9796911 39.8723648, -104.9796549 39.8723291, -104.9796414 39.8723183, -104.9795701 39.8722701)",,,,
628143076,False,2,East 97th Avenue,residential,25 mph,False,16.585,"LINESTRING (-104.9818011 39.8724896, -104.9819817 39.8724345)",,,,yes
"[266959384, 628143075]",False,4,East 97th Avenue,residential,25 mph,True,136.96599999999998,"LINESTRING (-104.9818011 39.8724896, -104.9816596 39.872529, -104.9813033 39.8726225, -104.9811815 39.8726378, -104.9805692 39.8726469, -104.9804855 39.8726432, -104.980464 39.8726423, -104.9802293 39.872619)",,,,yes
628143079,True,3,Grant Street,secondary,35 mph,False,133.994,"LINESTRING (-104.9818011 39.8724896, -104.9818478 39.8726, -104.9821377 39.8732371, -104.9823519 39.8736172)",,,,
628143076,False,2,East 97th Avenue,residential,25 mph,True,16.585,"LINESTRING (-104.9819817 39.8724345, -104.9818011 39.8724896)",,,,yes
628143078,True,3,Grant Street,secondary,35 mph,False,65.422,"LINESTRING (-104.9819817 39.8724345, -104.9819346 39.8723403, -104.981878 39.872227, -104.981827 39.87209, -104.981768 39.871871)",,,,
606613121,True,2,,motorway_link,,False,35.467999999999996,"LINESTRING (-104.9888433 39.8683078, -104.9888553 39.8682594, -104.9888649 39.8682078, -104.9888705 39.8681676, -104.9888749 39.8681125, -104.9888764 39.8680787, -104.9888735 39.8680267, -104.9888703 39.8679907)",,,,
606613124,True,1,,motorway_link,,False,64.07400000000001,"LINESTRING (-104.9888433 39.8683078, -104.9889013 39.8682381, -104.9889675 39.8681582, -104.9890304 39.8680902, -104.98907 39.868053, -104.9891129 39.8680191, -104.9891829 39.8679815, -104.989249 39.8679507, -104.9893633 39.8679137)",,,,
