osmid,oneway,lanes,name,highway,reversed,length,geometry,access,maxspeed,ref,bridge,tunnel,junction
6039158,True,,South 7th Street,secondary,False,122.043,"LINESTRING (-77.4397612 37.5375586, -77.4396753 37.537654, -77.4389984 37.5383439, -77.4389678 37.5383751, -77.4389172 37.5384284)",yes,25 mph,,,,
432532502,True,,East Cary Street,primary,False,101.312,"LINESTRING (-77.4398362 37.5389753, -77.4397497 37.5389239, -77.4396881 37.5388872, -77.4394338 37.5387358, -77.4390337 37.5384978, -77.4390022 37.538479, -77.4389172 37.5384284)",yes,25 mph,VA 147,,,
6039158,True,,South 7th Street,secondary,False,120.761,"LINESTRING (-77.4389172 37.5384284, -77.4388607 37.5384881, -77.4385263 37.5388415, -77.4381796 37.5392094, -77.438159 37.5392313, -77.4380964 37.5392978)",yes,25 mph,,,,
432532502,True,,East Cary Street,primary,False,97.942,"LINESTRING (-77.4389172 37.5384284, -77.4388484 37.5383887, -77.4386457 37.5382668, -77.4384433 37.5381464, -77.4382447 37.5380282, -77.4382296 37.5380192, -77.4381511 37.5379726, -77.4381152 37.5379522, -77.4380288 37.5378997)",yes,25 mph,VA 147,,,
45088998,True,3,South 8th Street,primary,False,123.625,"LINESTRING (-77.4380288 37.5378997, -77.4380777 37.5378546, -77.4382071 37.5377267, -77.4382672 37.5376622, -77.4387649 37.5370933, -77.4387789 37.5370765, -77.4388481 37.5369982)",,25 mph,US 60,,,
692841328,True,,East Cary Street,primary,False,100.124,"LINESTRING (-77.4380288 37.5378997, -77.4379485 37.5378522, -77.4376118 37.5376516, -77.4375151 37.5375941, -77.4372451 37.5374346, -77.4372053 37.5374111, -77.4371205 37.5373593)",yes,25 mph,VA 147,,,
47968416,True,,South 9th Street,primary,False,119.69,"LINESTRING (-77.4371205 37.5373593, -77.4370655 37.5374179, -77.436789 37.5377107, -77.4367684 37.5377325, -77.4363937 37.5381299, -77.4363706 37.5381544, -77.4363075 37.5382213)",,25 mph,,,,
47968418,True,4,East Cary Street,primary,False,26.031999999999996,"LINESTRING (-77.4371205 37.5373593, -77.4370436 37.5373128, -77.4368852 37.5372179)",,25 mph,US 60,,,
6034382,False,,North 10th Street,residential,False,120.214,"LINESTRING (-77.4362246 37.5368208, -77.4362927 37.5367487, -77.4363358 37.5367031, -77.4367064 37.5363107, -77.43681 37.536201, -77.4369732 37.5360282, -77.4370419 37.5359555)",,,,,,
6038563,False,2,South 10th Street,residential,True,119.732,"LINESTRING (-77.4362246 37.5368208, -77.4361678 37.536882, -77.436125 37.5369279, -77.4358195 37.5372557, -77.4354818 37.5376147, -77.4354154 37.5376855)",,25 mph,,,,
47968418,True,4,East Cary Street,primary,False,174.71900000000002,"LINESTRING (-77.4362246 37.5368208, -77.4361763 37.5367919, -77.4358299 37.536585, -77.4356949 37.5365027, -77.4356669 37.5364856, -77.4353 37.536265, -77.4347557 37.535938, -77.4347163 37.5359143, -77.4346462 37.5358709)",,25 mph,US 60,,,
6032893,True,2,South 12th Street,tertiary,False,119.897,"LINESTRING (-77.4346462 37.5358709, -77.4345886 37.5359319, -77.4342759 37.5362565, -77.433883 37.5366649, -77.4338215 37.5367282)",,25 mph,,,,
120374946,True,3,East Cary Street,primary,False,97.812,"LINESTRING (-77.4346462 37.5358709, -77.4345802 37.535831, -77.4337727 37.5353287)",,,US 60,,,
278387055,False,,South 12th Street,tertiary,False,116.22999999999999,"LINESTRING (-77.4346462 37.5358709, -77.4346988 37.5358175, -77.4347128 37.535803, -77.435087 37.5354149, -77.4351319 37.5353685, -77.4353976 37.5350938, -77.4354483 37.5350414)",,25 mph,,,,
426853679,False,,,unclassified,False,35.997,"LINESTRING (-77.4337727 37.5353287, -77.4339479 37.5350363)",,,,,,
426853680,True,2,East Cary Street,primary,False,90.046,"LINESTRING (-77.4337727 37.5353287, -77.433133 37.5349471, -77.4329566 37.5348419)",,,US 60,,,
185937480,False,,Virginia Street,residential,False,63.643,"LINESTRING (-77.4329566 37.5348419, -77.4331731 37.5342959)",,,,,,
426853680,True,2,East Cary Street,primary,False,57.166999999999994,"LINESTRING (-77.4329566 37.5348419, -77.4325472 37.5345925, -77.4325258 37.5345797, -77.4324396 37.5345318)",,,US 60,,,
6034273,False,4,South 14th Street,primary,False,123.361,"LINESTRING (-77.4324396 37.5345318, -77.4324225 37.5345808, -77.4324017 37.5346382, -77.432333 37.5348211, -77.4321937 37.5351652, -77.4320326 37.5354336, -77.4319459 37.5355662)",,,US 60;US 360,,,
47968398,False,4,South 14th Street,primary,False,41.592999999999996,"LINESTRING (-77.4324396 37.5345318, -77.4324594 37.5344665, -77.4324775 37.534408, -77.4325117 37.5342915, -77.4325448 37.5341672)",,,US 360;US 60 ALT,,,
83606794,False,,East Canal Street,tertiary,True,113.568,"LINESTRING (-77.4331731 37.5342959, -77.4344441 37.5344611)",,25 mph,,,,
185937480,False,,Virginia Street,residential,True,63.643,"LINESTRING (-77.4331731 37.5342959, -77.4329566 37.5348419)",,,,,,
83606794,False,,East Canal Street,tertiary,False,57.22700000000001,"LINESTRING (-77.4331731 37.5342959, -77.4329153 37.5342447, -77.4326574 37.5341933, -77.4326196 37.5341846, -77.4325448 37.5341672)",,25 mph,,,,
"[1226808448, 71038017, 71038016, 294875047, 185937480, 294875018, 114143954, 114143928]",False,,Virginia Street,"['residential', 'unclassified']","[False, True]",459.71099999999996,"LINESTRING (-77.4331731 37.5342959, -77.4334663 37.5336488, -77.4335416 37.5335181, -77.4336553 37.5332963, -77.4337526 37.5330969, -77.4337616 37.5330743, -77.4338388 37.5328812, -77.4340064 37.5327564, -77.4341928 37.5327128, -77.4342933 37.5327138, -77.4343872 37.5327404, -77.4345536 37.5328578, -77.4352819 37.5333144, -77.4355314 37.5334803, -77.4355675 37.5335045, -77.4357114 37.5335994, -77.4358381 37.5336801, -77.4359313 37.5337508, -77.4362624 37.5339652, -77.4362648 37.5340341, -77.4362694 37.5341663)",,,,yes,,
6038068,False,2,North 12th Street,residential,False,69.559,"LINESTRING (-77.4338215 37.5367282, -77.4337563 37.5367944, -77.4333853 37.5371723, -77.4333367 37.5372217)",,25 mph,,,,
115950647,True,3,East Main Street,primary,False,176.30200000000002,"LINESTRING (-77.4338215 37.5367282, -77.4338865 37.5367678, -77.4353529 37.537648, -77.4354154 37.5376855)",,25 mph,US 60,,,
120374949,False,5,East Main Street,primary,True,88.096,"LINESTRING (-77.4338215 37.5367282, -77.4337475 37.5366855, -77.4330157 37.5362598)",,,US 60,,,
38335388,True,,,motorway_link,False,52.79899999999999,"LINESTRING (-77.4354483 37.5350414, -77.4355016 37.5350058, -77.4355916 37.5349457, -77.435683 37.5349087, -77.4357719 37.5348834, -77.4358871 37.5348748, -77.4359856 37.5348792)",,,,,,
278387055,False,,South 12th Street,tertiary,True,116.23,"LINESTRING (-77.4354483 37.5350414, -77.4353976 37.5350938, -77.4351319 37.5353685, -77.435087 37.5354149, -77.4347128 37.535803, -77.4346988 37.5358175, -77.4346462 37.5358709)",,25 mph,,,,
693393546,True,,East Canal Street,tertiary,False,139.278,"LINESTRING (-77.4354483 37.5350414, -77.4355335 37.535089, -77.4367394 37.535763)",yes,25 mph,,,,
6033056,True,,South 6th Street,tertiary,False,121.00099999999999,"LINESTRING (-77.4389983 37.5398371, -77.4390619 37.5397714, -77.4393279 37.5394965, -77.4393694 37.5394537, -77.4394306 37.5393904, -77.4394901 37.5393295, -77.439748 37.5390657, -77.4397764 37.5390366, -77.4398362 37.5389753)",yes,25 mph,,,,
47968353,True,,East Main Street,primary,False,98.775,"LINESTRING (-77.4389983 37.5398371, -77.4390698 37.53988, -77.4392892 37.5400111, -77.4394155 37.5400866, -77.4397909 37.5403111, -77.439813 37.5403243, -77.4398927 37.540372)",yes,25 mph,VA 147,,,
354871291,False,2,East Grace Street,tertiary,True,100.413,"LINESTRING (-77.4391777 37.5426278, -77.4390969 37.542581, -77.439071 37.542566, -77.438429 37.5421932, -77.4383095 37.5421238, -77.4382616 37.5420915)",,25 mph,,,,
6035531,True,3,North 9th Street,primary,False,69.535,"LINESTRING (-77.4363075 37.5382213, -77.4362504 37.5382806, -77.4358801 37.5386656, -77.4358292 37.5387185)",,25 mph,,,,
38229538,True,3,East Main Street,primary,False,100.15899999999999,"LINESTRING (-77.4363075 37.5382213, -77.4363816 37.5382661, -77.4370763 37.5386868, -77.437112 37.5387084, -77.4372104 37.5387679)",,25 mph,US 60,,,
38231001,True,4,South 9th Street,primary,False,119.061,"LINESTRING (-77.4389297 37.5357221, -77.4388669 37.5357875, -77.4384417 37.5362302, -77.4383558 37.5363107, -77.4381957 37.5364292, -77.4380873 37.5365557)",,25 mph,US 60,,,
1169004439,True,3,East Byrd Street,primary,False,33.254,"LINESTRING (-77.4389297 37.5357221, -77.4388381 37.5356683, -77.4386238 37.5355472)",yes,25 mph,,,,
187045732,False,,East Marshall Street,tertiary,False,98.9,"LINESTRING (-77.4348338 37.5427277, -77.4347605 37.5426832, -77.434286 37.5423953, -77.4341172 37.5422948, -77.4340109 37.5422306, -77.4339415 37.5421887)",yes,25 mph,,,,
187045732,False,,East Marshall Street,tertiary,True,98.89999999999999,"LINESTRING (-77.4339415 37.5421887, -77.4340109 37.5422306, -77.4341172 37.5422948, -77.434286 37.5423953, -77.4347605 37.5426832, -77.4348338 37.5427277)",yes,25 mph,,,,
693393589,True,,North 8th Street,secondary,False,113.04599999999999,"LINESTRING (-77.4339415 37.5421887, -77.4340046 37.5421226, -77.4341152 37.5420069, -77.4342807 37.5418338, -77.4344356 37.5416717, -77.4346297 37.5414738, -77.4346564 37.5414464, -77.4347188 37.5413802)",yes,25 mph,,,,
"[993761585, 693393590]",False,3,East Marshall Street,tertiary,False,97.651,"LINESTRING (-77.4339415 37.5421887, -77.4338548 37.5421363, -77.4334985 37.5419211, -77.4331154 37.5416897, -77.4330605 37.5416565)",yes,25 mph,,,,
83606798,False,,East Marshall Street,tertiary,False,98.615,"LINESTRING (-77.4330605 37.5416565, -77.4329491 37.5415882, -77.4323332 37.5412104, -77.4322484 37.5411584, -77.4321758 37.5411139)",,,,,,
368542546,True,,North 9th Street,secondary,False,120.97300000000001,"LINESTRING (-77.4330605 37.5416565, -77.4330071 37.5417154, -77.4323441 37.5424465, -77.4322595 37.5425398)",,25 mph,,,,
"[993761585, 693393590]",False,3,East Marshall Street,tertiary,True,97.651,"LINESTRING (-77.4330605 37.5416565, -77.4331154 37.5416897, -77.4334985 37.5419211, -77.4338548 37.5421363, -77.4339415 37.5421887)",yes,25 mph,,,,
83606798,False,,East Marshall Street,tertiary,True,98.61500000000001,"LINESTRING (-77.4321758 37.5411139, -77.4322484 37.5411584, -77.4323332 37.5412104, -77.4329491 37.5415882, -77.4330605 37.5416565)",,,,,,
253279981,False,,North 10th Street,tertiary,True,121.83000000000001,"LINESTRING (-77.4321758 37.5411139, -77.4321162 37.5411794, -77.4317239 37.5416109, -77.4313678 37.5420027)",,25 mph,,,,
288924693,False,,East Marshall Street,tertiary,False,96.297,"LINESTRING (-77.4321758 37.5411139, -77.4320812 37.541059, -77.4318346 37.5409161, -77.4312942 37.5406027)",,25 mph,,,,
288924694,False,,North 10th Street,tertiary,False,111.56799999999998,"LINESTRING (-77.4321758 37.5411139, -77.4322388 37.5410463, -77.4325027 37.540763, -77.4325686 37.5406922, -77.4328404 37.5404003, -77.4328711 37.5403672, -77.4329258 37.5403058)",,25 mph,,,,
288924693,False,,East Marshall Street,tertiary,True,96.297,"LINESTRING (-77.4312942 37.5406027, -77.4318346 37.5409161, -77.4320812 37.541059, -77.4321758 37.5411139)",,25 mph,,,,
374649615,True,2,North 11th Street,tertiary,False,120.285,"LINESTRING (-77.4312942 37.5406027, -77.4309278 37.5409887, -77.4304738 37.541467)",,25 mph,,,,
"[1249158186, 1249158187]",False,,East Marshall Street,tertiary,False,87.814,"LINESTRING (-77.4312942 37.5406027, -77.4308302 37.5403204, -77.4306227 37.5401941, -77.4305723 37.5401635, -77.430504 37.540122)",,25 mph,,,,
6038071,True,1,North 12th Street,tertiary,False,116.213,"LINESTRING (-77.430504 37.540122, -77.4305476 37.5400708, -77.4310671 37.5395032, -77.4311633 37.539398, -77.4311874 37.5393718, -77.4312766 37.5392753)",,,,,,
374649614,False,,East Marshall Street,tertiary,False,102.007,"LINESTRING (-77.430504 37.540122, -77.4304497 37.540092, -77.4303974 37.5400612, -77.4298554 37.5397405, -77.4295748 37.5395755)",,25 mph,,,,
"[1249158186, 1249158187]",False,,East Marshall Street,tertiary,True,87.81400000000001,"LINESTRING (-77.430504 37.540122, -77.4305723 37.5401635, -77.4306227 37.5401941, -77.4308302 37.5403204, -77.4312942 37.5406027)",,25 mph,,,,
374649614,False,,East Marshall Street,tertiary,False,67.276,"LINESTRING (-77.4295748 37.5395755, -77.4289623 37.5392147)",,25 mph,,,,
374649614,False,,East Marshall Street,tertiary,True,102.00699999999999,"LINESTRING (-77.4295748 37.5395755, -77.4298554 37.5397405, -77.4303974 37.5400612, -77.4304497 37.540092, -77.430504 37.540122)",,25 mph,,,,
374649614,False,,East Marshall Street,tertiary,True,67.276,"LINESTRING (-77.4289623 37.5392147, -77.4295748 37.5395755)",,25 mph,,,,
573319292,False,,,unclassified,False,22.794,"LINESTRING (-77.4289623 37.5392147, -77.4288057 37.5393778)",,,,,,
86411969,False,,College Street,tertiary,False,115.78399999999999,"LINESTRING (-77.4289623 37.5392147, -77.4293149 37.5388516, -77.4296343 37.5385226, -77.4296858 37.5384716, -77.4297705 37.5383942)",,,,,,
6036781,False,,North 15th Street,primary,False,134.309,"LINESTRING (-77.4303736 37.5345479, -77.430304 37.5346371, -77.4302695 37.5346814, -77.430241 37.5347179, -77.4301981 37.5349072, -77.4302249 37.5353106, -77.4302276 37.5353518, -77.4301981 37.5355517, -77.4301311 37.5357123)",,,,,,
120374950,False,4,East Main Street,primary,False,179.004,"LINESTRING (-77.4303736 37.5345479, -77.4304446 37.5345937, -77.4304771 37.5346146, -77.4315016 37.5352755, -77.4317451 37.5354326, -77.4319459 37.5355662)",,25 mph,US 60;US 360,,,
6039067,False,,South 13th Street,residential,False,9.994,"LINESTRING (-77.4330157 37.5362598, -77.4330621 37.5361778)",,,,,,
47968401,False,4,East Main Street,primary,True,121.846,"LINESTRING (-77.4330157 37.5362598, -77.4323596 37.5358356, -77.4320792 37.5356543, -77.4319459 37.5355662)",,,US 60,,,
120374949,False,5,East Main Street,primary,False,88.096,"LINESTRING (-77.4330157 37.5362598, -77.4337475 37.5366855, -77.4338215 37.5367282)",,,US 60,,,
572980131,False,,Governor Street,residential,True,71.568,"LINESTRING (-77.4330157 37.5362598, -77.4328423 37.5366196, -77.4328268 37.5366416, -77.432805 37.5366667, -77.4327394 37.5367252, -77.4326951 37.5367646, -77.4326352 37.5368183)",,,,,,
6034384,False,,North 10th Street,residential,False,70.148,"LINESTRING (-77.4354154 37.5376855, -77.4353623 37.5377453, -77.4350231 37.538123, -77.4349543 37.5381996)",,,,,,
6038563,False,2,South 10th Street,residential,False,119.732,"LINESTRING (-77.4354154 37.5376855, -77.4354818 37.5376147, -77.4358195 37.5372557, -77.436125 37.5369279, -77.4361678 37.536882, -77.4362246 37.5368208)",,25 mph,,,,
115950647,True,3,East Main Street,primary,False,98.674,"LINESTRING (-77.4354154 37.5376855, -77.4354935 37.537732, -77.436184 37.5381469, -77.4362199 37.5381685, -77.4363075 37.5382213)",,25 mph,US 60,,,
6036831,True,4,South 8th Street,primary,False,120.52600000000001,"LINESTRING (-77.4372104 37.5387679, -77.4372768 37.5386974, -77.4376065 37.5383477, -77.4378033 37.5381389, -77.43784 37.5381, -77.4379115 37.5380242, -77.4379378 37.5379963, -77.4379641 37.5379684, -77.4380288 37.5378997)",,25 mph,US 60,,,
693393636,True,,East Main Street,primary,False,97.84899999999999,"LINESTRING (-77.4372104 37.5387679, -77.4372707 37.538804, -77.4374951 37.5389381, -77.4375675 37.5389814, -77.437988 37.5392329, -77.4380195 37.5392518, -77.4380964 37.5392978)",yes,25 mph,VA 147,,,
6034176,True,,North 7th Street,secondary,False,117.341,"LINESTRING (-77.4380964 37.5392978, -77.4380445 37.5393526, -77.4376906 37.5397262, -77.4375108 37.5399199, -77.4373711 37.5400726, -77.4373495 37.5400941, -77.4373002 37.5401433)",yes,25 mph,,,,
47968353,True,,East Main Street,primary,False,99.59800000000001,"LINESTRING (-77.4380964 37.5392978, -77.4381668 37.5393399, -77.4388845 37.5397691, -77.4389189 37.5397897, -77.4389983 37.5398371)",yes,25 mph,VA 147,,,
6034176,True,,North 7th Street,secondary,False,123.062,"LINESTRING (-77.4373002 37.5401433, -77.4372537 37.5401896, -77.43723 37.5402132, -77.4369046 37.540556, -77.4367397 37.5407301, -77.4365384 37.5409425, -77.4365148 37.5409672, -77.436459 37.5410264)",yes,25 mph,,,,
374649610,True,2,East Franklin Street,tertiary,False,98.24,"LINESTRING (-77.4373002 37.5401433, -77.4372202 37.5400956, -77.4367734 37.5398281, -77.4365036 37.5396698, -77.4364739 37.5396525, -77.436408 37.5396141)",,25 mph,,,,
6034176,True,,North 7th Street,secondary,False,112.06099999999999,"LINESTRING (-77.436459 37.5410264, -77.4364202 37.5410687, -77.436024 37.5414896, -77.4357887 37.5417409, -77.4357614 37.5417701, -77.4357006 37.5418351)",yes,25 mph,,,,
6037329,False,2,East Grace Street,tertiary,False,98.87,"LINESTRING (-77.436459 37.5410264, -77.4365319 37.5410701, -77.4366644 37.5411453, -77.4372071 37.5414547, -77.4372991 37.5415071, -77.437365 37.5415501)",,25 mph,,,,
6037329,False,2,East Grace Street,tertiary,True,98.963,"LINESTRING (-77.436459 37.5410264, -77.43638 37.5409773, -77.4363261 37.5409451, -77.4357468 37.5405984, -77.4356632 37.5405482, -77.4355644 37.5404889)",,25 mph,,,,
47968398,False,4,South 14th Street,primary,True,41.593,"LINESTRING (-77.4325448 37.5341672, -77.4325117 37.5342915, -77.4324775 37.534408, -77.4324594 37.5344665, -77.4324396 37.5345318)",,,US 360;US 60 ALT,,,
83606794,False,,East Canal Street,tertiary,True,57.227000000000004,"LINESTRING (-77.4325448 37.5341672, -77.4326196 37.5341846, -77.4326574 37.5341933, -77.4329153 37.5342447, -77.4331731 37.5342959)",,25 mph,,,,
693393548,True,,East Byrd Street,tertiary,False,93.927,"LINESTRING (-77.4378431 37.5351078, -77.4369815 37.5346111)",yes,25 mph,,,,
6038562,False,,South 10th Street,residential,False,138.732,"LINESTRING (-77.4378431 37.5351078, -77.4379096 37.5350487, -77.4379411 37.535012, -77.4383845 37.5345234, -77.4387125 37.5341693, -77.4387912 37.534115)",,25 mph,,,,
6038562,False,,South 10th Street,residential,True,117.838,"LINESTRING (-77.4378431 37.5351078, -77.4377443 37.5352253, -77.4377313 37.5352407, -77.4374409 37.5355507, -77.4373315 37.5356639, -77.4370985 37.5358953, -77.4370419 37.5359555)",,25 mph,,,,
"[38335387, 175298390]",True,,,motorway_link,False,282.179,"LINESTRING (-77.4378431 37.5351078, -77.4376276 37.5350814, -77.4369747 37.5347857, -77.4368637 37.5347376, -77.436271 37.5345128, -77.4349201 37.5341022)",,,,yes,,
253279981,False,,North 10th Street,tertiary,True,17.293,"LINESTRING (-77.4313678 37.5420027, -77.4312481 37.5421259)",,25 mph,,,,
253279981,False,,North 10th Street,tertiary,False,121.83,"LINESTRING (-77.4313678 37.5420027, -77.4317239 37.5416109, -77.4321162 37.5411794, -77.4321758 37.5411139)",,25 mph,,,,
6034382,False,,North 10th Street,residential,True,120.21400000000001,"LINESTRING (-77.4370419 37.5359555, -77.4369732 37.5360282, -77.43681 37.536201, -77.4367064 37.5363107, -77.4363358 37.5367031, -77.4362927 37.5367487, -77.4362246 37.5368208)",,,,,,
6038562,False,,South 10th Street,residential,False,117.838,"LINESTRING (-77.4370419 37.5359555, -77.4370985 37.5358953, -77.4373315 37.5356639, -77.4374409 37.5355507, -77.4377313 37.5352407, -77.4377443 37.5352253, -77.4378431 37.5351078)",,25 mph,,,,
71034965,True,,East Canal Street,primary,False,113.81700000000001,"LINESTRING (-77.4370419 37.5359555, -77.4371225 37.5360025, -77.4379019 37.536457, -77.4379418 37.5364782, -77.4380873 37.5365557)",yes,25 mph,,,,
346922693,True,2,North 5th Street,secondary,False,118.661,"LINESTRING (-77.4390847 37.5412254, -77.4391392 37.541169, -77.4392988 37.5409993, -77.4394203 37.5408705, -77.4394719 37.5408158, -77.4398156 37.5404527, -77.4398383 37.5404287, -77.4398927 37.540372)",yes,25 mph,,,,
374649610,True,2,East Franklin Street,tertiary,False,98.995,"LINESTRING (-77.4390847 37.5412254, -77.4390055 37.5411791, -77.4385026 37.5408748, -77.4382868 37.5407455, -77.4382574 37.5407284, -77.4381891 37.5406885)",,25 mph,,,,
6037379,True,,North 6th Street,tertiary,False,118.546,"LINESTRING (-77.4381891 37.5406885, -77.4382435 37.5406303, -77.4383635 37.5405052, -77.4384266 37.5404388, -77.4389212 37.5399183, -77.4389453 37.5398929, -77.4389983 37.5398371)",yes,25 mph,,,,
374649610,True,2,East Franklin Street,tertiary,False,99.091,"LINESTRING (-77.4381891 37.5406885, -77.4381193 37.5406477, -77.4378003 37.5404487, -77.4375549 37.540296, -77.4374257 37.540218, -77.4373851 37.5401932, -77.4373002 37.5401433)",,25 mph,,,,
132598155,True,2,East Franklin Street,tertiary,False,99.99499999999999,"LINESTRING (-77.436408 37.5396141, -77.4363133 37.5395589, -77.4355964 37.539143, -77.4355572 37.5391219, -77.4354904 37.5390857)",,,,,,
132598248,True,4,North 8th Street,primary,False,117.737,"LINESTRING (-77.436408 37.5396141, -77.4364592 37.539565, -77.4368044 37.5391927, -77.4368862 37.5391041, -77.4370868 37.5388961, -77.4371319 37.5388493, -77.4371586 37.5388216, -77.4372104 37.5387679)",,25 mph,,,,
633128634,False,4,North 9th Street,primary,True,50.592,"LINESTRING (-77.4354904 37.5390857, -77.4355592 37.5390102, -77.4358292 37.5387185)",,,,,,
"[1215215952, 294874970]",True,2,North 9th Street,primary,False,119.252,"LINESTRING (-77.4354904 37.5390857, -77.435464 37.5391147, -77.4350729 37.5395315, -77.4349575 37.5396542, -77.4347675 37.5398564, -77.4347366 37.5398893, -77.4346849 37.5399472)",,,,,,
6037329,False,2,East Grace Street,tertiary,False,98.206,"LINESTRING (-77.4346849 37.5399472, -77.4347416 37.5399814, -77.4348678 37.5400575, -77.435222 37.5402711, -77.4354363 37.5404119, -77.4354841 37.5404406, -77.4355644 37.5404889)",,25 mph,,,,
692841329,True,,North 9th Street,primary,False,113.84599999999999,"LINESTRING (-77.4346849 37.5399472, -77.4346375 37.5399973, -77.4343047 37.5403489, -77.4341904 37.5404669, -77.4339918 37.5406719, -77.4339721 37.5406922, -77.4339039 37.5407625)",,25 mph,,,,
679178192,True,2,East Broad Street,primary,False,98.714,"LINESTRING (-77.4338262 37.5408443, -77.433885 37.5408798, -77.4345773 37.5412945, -77.4346352 37.5413301, -77.4347188 37.5413802)",,25 mph,US 250,,,
692873421,True,3,North 9th Street,secondary,False,112.757,"LINESTRING (-77.4338262 37.5408443, -77.4337684 37.5409056, -77.433583 37.5411023, -77.4331295 37.5415833, -77.4330605 37.5416565)",,25 mph,,,,
6037246,True,,East Clay Street,residential,False,98.798,"LINESTRING (-77.4304738 37.541467, -77.4313678 37.5420027)",,,,,,
323494599,False,,East Clay Street,residential,False,91.342,"LINESTRING (-77.4304738 37.541467, -77.4300738 37.5412162, -77.4296487 37.5409705)",,25 mph,,,,
"[1115168271, 374649615]",True,2,North 11th Street,tertiary,False,172.52499999999998,"LINESTRING (-77.4304738 37.541467, -77.4303412 37.5415978, -77.4302614 37.5416806, -77.4300691 37.5418867, -77.4297299 37.5422421, -77.4296884 37.5422862, -77.4294017 37.5425813, -77.4293689 37.5426156, -77.4292857 37.5426997)",,25 mph,,,,
152646902,False,,North 12th Street,residential,True,55.917,"LINESTRING (-77.4296487 37.5409705, -77.4300109 37.5405577)",,25 mph,,,,
323494599,False,,East Clay Street,residential,False,42.679,"LINESTRING (-77.4296487 37.5409705, -77.4292649 37.5407366)",,25 mph,,,,
323494599,False,,East Clay Street,residential,True,91.342,"LINESTRING (-77.4296487 37.5409705, -77.4300738 37.5412162, -77.4304738 37.541467)",,25 mph,,,,
323494599,False,,East Clay Street,residential,True,42.679,"LINESTRING (-77.4292649 37.5407366, -77.4296487 37.5409705)",,25 mph,,,,
6037329,False,2,East Grace Street,tertiary,True,99.376,"LINESTRING (-77.4382616 37.5420915, -77.4382066 37.5420544, -77.4381098 37.5419954, -77.4375106 37.5416363, -77.4374195 37.5415817, -77.437365 37.5415501)",,25 mph,,,,
346922693,True,2,North 5th Street,secondary,False,120.588,"LINESTRING (-77.4382616 37.5420915, -77.438304 37.5420462, -77.4386797 37.5416511, -77.4390046 37.5413096, -77.4390298 37.5412823, -77.4390483 37.5412631, -77.4390847 37.5412254)",yes,25 mph,,,,
354871291,False,2,East Grace Street,tertiary,False,100.41300000000001,"LINESTRING (-77.4382616 37.5420915, -77.4383095 37.5421238, -77.438429 37.5421932, -77.439071 37.542566, -77.4390969 37.542581, -77.4391777 37.5426278)",,25 mph,,,,
