osmid,oneway,lanes,name,highway,reversed,length,geometry,access,maxspeed,ref,bridge,tunnel,junction
572980131,False,,Governor Street,residential,False,71.568,"LINESTRING (-77.4326352 37.5368183, -77.4326951 37.5367646, -77.4327394 37.5367252, -77.432805 37.5366667, -77.4328268 37.5366416, -77.4328423 37.5366196, -77.4330157 37.5362598)",,,,,,
"[1121026531, 1121157508]",False,2,Bank Street,residential,False,76.429,"LINESTRING (-77.4326352 37.5368183, -77.4326661 37.5368366, -77.43275 37.5368829, -77.4327774 37.5369024, -77.4330024 37.5370309, -77.4331904 37.5371382, -77.4332556 37.5371739, -77.4333367 37.5372217)",,25 mph,,,,
"[929894586, 1121157508]",False,"['3', '2']",Bank Street,residential,True,131.88099999999997,"LINESTRING (-77.4326352 37.5368183, -77.4325553 37.5367684, -77.4324943 37.5367415, -77.4320313 37.5365373, -77.4316706 37.5363782, -77.4314734 37.5362913, -77.4314414 37.5362773, -77.4313368 37.5362315)",,25 mph,,,,
572980132,True,,Governor Street,residential,False,145.95899999999997,"LINESTRING (-77.4315171 37.5390006, -77.4315354 37.5389778, -77.4315636 37.5389427, -77.4315926 37.5389067, -77.431702 37.5387704, -77.4317237 37.5387395, -77.4317603 37.5386713, -77.4317831 37.5386059, -77.4318023 37.5385071, -77.4318338 37.538295, -77.4318579 37.5382359, -77.4318896 37.5381682, -77.4320356 37.5378569, -77.4320694 37.537779)",,,,,,
572980134,False,,Governor Street,residential,True,29.228,"LINESTRING (-77.4315171 37.5390006, -77.431413 37.5391304, -77.4313895 37.5391558, -77.4313308 37.5392178)",,,,,,
573319292,False,,,unclassified,True,22.794,"LINESTRING (-77.4288057 37.5393778, -77.4289623 37.5392147)",,,,,,
1176932399,True,,North 10th Street,tertiary,False,96.13199999999999,"LINESTRING (-77.4306329 37.5428384, -77.4310114 37.5424374, -77.4311251 37.5422878, -77.4311498 37.5422553, -77.4312481 37.5421259)",,25 mph,,,,
1176932400,True,,,tertiary_link,False,16.4,"LINESTRING (-77.4306329 37.5428384, -77.4306396 37.5427475, -77.4306094 37.5426964)",,,,,,
253279981,False,,North 10th Street,tertiary,False,17.293,"LINESTRING (-77.4312481 37.5421259, -77.4313678 37.5420027)",,25 mph,,,,
1176932397,True,,North 10th Street,tertiary,False,85.20599999999999,"LINESTRING (-77.4312481 37.5421259, -77.4309782 37.5423143, -77.4309148 37.5423809, -77.4306094 37.5426964)",,25 mph,,,,
"[71038016, 71038017, 1226808448, 294875047, 185937480, 294875018, 114143954, 114143928]",False,,Virginia Street,"['unclassified', 'residential']","[False, True]",459.711,"LINESTRING (-77.4362694 37.5341663, -77.4362648 37.5340341, -77.4362624 37.5339652, -77.4359313 37.5337508, -77.4358381 37.5336801, -77.4357114 37.5335994, -77.4355675 37.5335045, -77.4355314 37.5334803, -77.4352819 37.5333144, -77.4345536 37.5328578, -77.4343872 37.5327404, -77.4342933 37.5327138, -77.4341928 37.5327128, -77.4340064 37.5327564, -77.4338388 37.5328812, -77.4337616 37.5330743, -77.4337526 37.5330969, -77.4336553 37.5332963, -77.4335416 37.5335181, -77.4334663 37.5336488, -77.4331731 37.5342959)",,,,yes,,
253540729,True,,East Byrd Street,unclassified,False,36.263000000000005,"LINESTRING (-77.4362694 37.5341663, -77.4362609 37.5341649, -77.4362278 37.5341674, -77.4361974 37.5341762, -77.4361689 37.5341931, -77.4359992 37.5343906)",yes,25 mph,,,,
1090745157,True,2,East Broad Street,primary,False,22.11,"LINESTRING (-77.429572 37.5382727, -77.4297067 37.5383551, -77.4297705 37.5383942)",,25 mph,US 250,,,
