osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,bridge,geometry,ref,access
"[426625721, 508842802]",False,2,Western Avenue,secondary,25 mph,18.3,True,205.191,,"LINESTRING (-71.1230032 42.3637675, -71.1231512 42.3637555, -71.12331 42.3637427, -71.1247572 42.363618, -71.1253263 42.3635619, -71.1254823 42.363545)",,
"[426625722, 828022580]",False,2,Western Avenue,secondary,25 mph,18.3,"[False, True]",187.392,,"LINESTRING (-71.1230032 42.3637675, -71.1228958 42.3637762, -71.122189 42.3638333, -71.1220705 42.3638429, -71.1212741 42.3639072, -71.1207359 42.3639507)",,
44626728,True,3,,secondary,,15.2,False,57.854,,"LINESTRING (-71.1181763 42.3641601, -71.1181822 42.3641273, -71.118187 42.364094, -71.1181891 42.3640717, -71.1181895 42.3640296, -71.1181898 42.3639711, -71.1181891 42.3638649, -71.1181836 42.3637563, -71.1181748 42.3636406)",,
328012571,True,1,Western Avenue,secondary,,18.3,False,60.66799999999999,,"LINESTRING (-71.1181763 42.3641601, -71.1183051 42.3641614, -71.1183579 42.3641607, -71.1184053 42.3641582, -71.1186035 42.3641426, -71.1186694 42.3641364, -71.1187411 42.3641275, -71.1188146 42.3641158, -71.1189073 42.3640984)",,
"[8652013, 923767510]",True,"['1', '2']",,trunk_link,,15.2,False,259.4360000000001,,"LINESTRING (-71.1178308 42.3641814, -71.1178307 42.3642766, -71.1178288 42.3654714, -71.1178308 42.3655738, -71.1178342 42.3656754, -71.1178376 42.3657425, -71.1178407 42.3657971, -71.1178456 42.3658646, -71.1178525 42.365938, -71.117859 42.3660061, -71.1178687 42.3660741, -71.1178795 42.3661384, -71.1178932 42.3662007, -71.1179078 42.3662641, -71.1179254 42.3663334, -71.1179406 42.3663868, -71.1179821 42.3665051)",,
"[591284854, 1119834877, 86340453]",True,3,Western Avenue,secondary,,18.3,False,28.499000000000002,yes,"LINESTRING (-71.1178308 42.3641814, -71.1178841 42.3641775, -71.1181022 42.3641615, -71.1181413 42.3641603, -71.1181763 42.3641601)",,
8652135,True,1,,trunk_link,,15.2,False,199.06799999999998,,"LINESTRING (-71.1237858 42.3682632, -71.1236658 42.3682219, -71.1229024 42.367961, -71.1228526 42.3679447, -71.1228042 42.3679296, -71.1227564 42.3679154, -71.1227066 42.3679015, -71.1226564 42.3678884, -71.122604 42.3678758, -71.1225511 42.3678643, -71.1224971 42.3678531, -71.1224395 42.3678416, -71.122377 42.367831, -71.1223104 42.367821, -71.1222406 42.367811, -71.1221701 42.3678021, -71.1220977 42.3677956, -71.1220282 42.3677906, -71.1214877 42.3677715)",,
"[261310440, 1263870757]",False,"['3', '2']",North Harvard Street,tertiary,25 mph,17.1,True,113.92300000000002,,"LINESTRING (-71.1237858 42.3682632, -71.1238148 42.3682295, -71.1238423 42.3681987, -71.123869 42.3681696, -71.1244931 42.3675313, -71.1245923 42.3674299)",,
"[86295762, 426594003, 8640108]",False,2,North Harvard Street,secondary,25 mph,"['17.1', '22.0']",False,25.653000000000002,yes,"LINESTRING (-71.1237858 42.3682632, -71.1237619 42.3682916, -71.1236444 42.3684282, -71.1236179 42.3684577)",,
"[923757178, 8645262]",True,2,,trunk_link,,15.2,False,191.819,,"LINESTRING (-71.125825 42.3690917, -71.1254421 42.368888, -71.1253549 42.3688434, -71.1252779 42.3688061, -71.125208 42.368773, -71.1251513 42.3687465, -71.1250986 42.3687231, -71.1250504 42.3687028, -71.1249962 42.3686809, -71.1249396 42.3686586, -71.1248817 42.3686375, -71.1248266 42.3686182, -71.1247663 42.3685975, -71.1238948 42.3683005, -71.1237858 42.3682632)",,
8646148,True,2,Soldiers Field Road,trunk,35 mph,17.1,False,387.76599999999985,,"LINESTRING (-71.125825 42.3690917, -71.1257608 42.3690593, -71.1257006 42.3690299, -71.1256144 42.368991, -71.125539 42.3689578, -71.1254729 42.3689305, -71.1254066 42.368905, -71.1253402 42.3688812, -71.1252612 42.3688541, -71.1230394 42.3680888, -71.1229036 42.3680424, -71.1228471 42.3680248, -71.1227924 42.3680082, -71.1227095 42.3679845, -71.1226485 42.3679676, -71.1225832 42.3679506, -71.12252 42.3679351, -71.1224475 42.3679171, -71.1223755 42.3679004, -71.1223113 42.3678865, -71.1222491 42.3678736, -71.1221668 42.3678563, -71.1220815 42.36784, -71.1220046 42.3678277, -71.1219319 42.367817, -71.1218595 42.3678071, -71.1217897 42.3677986, -71.1217152 42.3677909, -71.1216423 42.3677835, -71.1215665 42.3677771, -71.1214877 42.3677715)",,
8651184,True,,,motorway_link,,,False,141.131,,"LINESTRING (-71.1179366 42.3619017, -71.1179356 42.3618149, -71.1179388 42.3617644, -71.117946 42.3617168, -71.1179551 42.3616705, -71.1179662 42.3616279, -71.1179836 42.3615887, -71.1180043 42.36155, -71.1180297 42.3615141, -71.1180559 42.3614826, -71.1180873 42.3614526, -71.1181177 42.3614269, -71.118155 42.3614027, -71.1181939 42.3613833, -71.118233 42.3613671, -71.1182737 42.361354, -71.1183134 42.3613451, -71.1183576 42.3613389, -71.1184054 42.3613382, -71.1184515 42.3613409, -71.1184988 42.3613494, -71.1185401 42.3613629, -71.1185828 42.3613805, -71.1186216 42.3614006, -71.1189829 42.3616273)",,
"[8644965, 923717686]",True,"['1', '2']",,trunk_link,,15.2,False,200.567,,"LINESTRING (-71.1213233 42.3678708, -71.1213956 42.3678772, -71.1214652 42.367884, -71.1215386 42.3678923, -71.121615 42.3679013, -71.12169 42.3679112, -71.1217641 42.367923, -71.1218306 42.3679345, -71.1219032 42.3679476, -71.1219914 42.3679649, -71.1220797 42.3679831, -71.1221669 42.3680028, -71.1222572 42.3680244, -71.1223508 42.3680482, -71.1224472 42.3680742, -71.1225333 42.3680984, -71.1226156 42.3681224, -71.1226825 42.368142, -71.1227503 42.3681629, -71.1228156 42.368183, -71.1228762 42.3682025, -71.1229354 42.3682218, -71.1234978 42.3684162, -71.1236179 42.3684577)",,
8646497,True,2,Soldiers Field Road,trunk,35 mph,17.1,False,420.43600000000004,,"LINESTRING (-71.1213233 42.3678708, -71.1214733 42.3678778, -71.1215442 42.3678818, -71.1216193 42.3678873, -71.1216952 42.3678934, -71.1217693 42.3678994, -71.121846 42.367906, -71.1219157 42.367913, -71.1219939 42.3679209, -71.1220614 42.3679297, -71.1221393 42.3679419, -71.1222075 42.3679536, -71.1222812 42.3679673, -71.1223568 42.367982, -71.1224306 42.3679982, -71.1225006 42.3680132, -71.1225731 42.3680313, -71.1226428 42.3680487, -71.1227121 42.3680673, -71.1227806 42.3680873, -71.1229186 42.3681319, -71.1249513 42.3688323, -71.125086 42.3688798, -71.1252322 42.3689345, -71.1253002 42.3689626, -71.1253716 42.3689937, -71.1254358 42.3690233, -71.125497 42.3690526, -71.1255586 42.3690826, -71.1256184 42.3691132, -71.1256804 42.3691465, -71.1257446 42.3691824, -71.1258073 42.3692185, -71.1258741 42.3692593, -71.125978 42.3693262)",,
"[56408729, 86295762, 86295763, 8616047]",False,"['3', '2']","['North Harvard Street', 'John F. Kennedy Street']",secondary,25 mph,"['22.0', '19.8']",False,177.67599999999996,yes,"LINESTRING (-71.1236179 42.3684577, -71.1235967 42.3684819, -71.1235733 42.3685098, -71.1235452 42.3685463, -71.1235279 42.3685701, -71.1235086 42.3685953, -71.1234913 42.3686171, -71.1234695 42.3686436, -71.1231994 42.3689584, -71.1229182 42.369286, -71.1225651 42.3696815, -71.122545 42.3697042, -71.1224552 42.3698047)",,
"[86295762, 426594003, 8640108]",False,2,North Harvard Street,secondary,25 mph,"['17.1', '22.0']",True,25.653000000000002,yes,"LINESTRING (-71.1236179 42.3684577, -71.1236444 42.3684282, -71.1237619 42.3682916, -71.1237858 42.3682632)",,
261314312,True,1,,trunk_link,,15.2,False,216.94199999999998,,"LINESTRING (-71.1236179 42.3684577, -71.1237289 42.3684961, -71.1254638 42.3690947, -71.1255327 42.3691191, -71.1255977 42.3691436, -71.1256675 42.3691727, -71.1257383 42.3692046, -71.1258088 42.3692382, -71.125874 42.3692702, -71.1259238 42.3692952, -71.125978 42.3693262)",,
"[8640641, 923690149]",True,"['1', '2']",,trunk_link,,15.2,False,225.24400000000003,,"LINESTRING (-71.118064 42.3661824, -71.1181356 42.3654357, -71.118143 42.365349, -71.1181467 42.3652703, -71.1181501 42.3651885, -71.1181526 42.3650852, -71.118153 42.3650098, -71.1181493 42.364343, -71.118151 42.3643126, -71.1181545 42.3642801, -71.1181595 42.3642453, -71.1181763 42.3641601)",,
"[752835058, 8636790, 33527015]",False,,"['Harvard Way', 'Kresge Way']","['residential', 'living_street']",7 mph,,"[False, True]",564.504,,"LINESTRING (-71.1245923 42.3674299, -71.1245059 42.3673848, -71.124435 42.3673477, -71.1241377 42.3671974, -71.1238821 42.3670802, -71.1237785 42.3670378, -71.1233651 42.3668914, -71.1231916 42.3668343, -71.1231272 42.3668167, -71.1230709 42.3668014, -71.1229653 42.3667774, -71.122808 42.3667419, -71.1226884 42.3667189, -71.1225776 42.3666991, -71.1224443 42.3666754, -71.1223112 42.3666547, -71.1221576 42.3666348, -71.1219956 42.3666189, -71.1217897 42.3666077, -71.1216403 42.3665998, -71.1215353 42.366597, -71.1214126 42.3665977, -71.1213238 42.3665957, -71.1210777 42.3666018, -71.12085 42.3666186, -71.1206995 42.3666307, -71.1206108 42.3666387, -71.1205792 42.3664185, -71.1205601 42.3662866, -71.1205457 42.3661953, -71.1205399 42.366159, -71.1204836 42.3658232, -71.1204613 42.3657107, -71.1204066 42.3653718, -71.1203725 42.3651753, -71.1203634 42.3651232, -71.1203442 42.364988, -71.1203189 42.3647682, -71.1203113 42.3647097)",,
"[261310440, 1263870757]",False,"['3', '2']",North Harvard Street,tertiary,25 mph,17.1,False,113.92300000000002,,"LINESTRING (-71.1245923 42.3674299, -71.1244931 42.3675313, -71.123869 42.3681696, -71.1238423 42.3681987, -71.1238148 42.3682295, -71.1237858 42.3682632)",,
"[672321117, 1263870757]",False,2,North Harvard Street,tertiary,25 mph,17.1,True,456.18899999999996,,"LINESTRING (-71.1245923 42.3674299, -71.124998 42.367015, -71.1252626 42.3667443, -71.1256031 42.3663962, -71.1257746 42.3662208, -71.1258447 42.3661528, -71.1259106 42.3660901, -71.1259692 42.3660362, -71.1260286 42.3659819, -71.1261006 42.3659198, -71.1261748 42.365858, -71.1262535 42.3657933, -71.1263316 42.3657315, -71.1264116 42.3656706, -71.1264919 42.3656108, -71.1266396 42.3655006, -71.1274607 42.3648963, -71.1281251 42.3644071, -71.1282188 42.3643382)",,
261424135,True,3,Soldiers Field Road,trunk,35 mph,21.6,False,344.946,,"LINESTRING (-71.1179821 42.3665051, -71.1180044 42.3665648, -71.1180256 42.3666223, -71.1180518 42.3666819, -71.11808 42.3667429, -71.1181123 42.3667976, -71.1181476 42.3668538, -71.1181817 42.366904, -71.1182178 42.3669549, -71.1182617 42.3670087, -71.118305 42.367059, -71.1183462 42.3671044, -71.1183889 42.3671487, -71.1184417 42.3671987, -71.1184961 42.3672458, -71.1185509 42.3672911, -71.1186089 42.3673365, -71.1186658 42.3673802, -71.1187277 42.3674255, -71.1187924 42.3674666, -71.1188601 42.3675055, -71.1189326 42.3675423, -71.1190021 42.3675746, -71.1190651 42.3676012, -71.1191353 42.3676283, -71.1192009 42.367652, -71.1192682 42.3676738, -71.1193379 42.3676938, -71.1194097 42.3677132, -71.1194824 42.3677317, -71.1195552 42.3677486, -71.1196213 42.3677625, -71.1196971 42.3677768, -71.1197706 42.3677892, -71.1198427 42.3678004, -71.1199143 42.3678106, -71.1199893 42.3678193, -71.12006 42.3678253, -71.1201336 42.367831, -71.1202085 42.3678349, -71.1202926 42.3678383, -71.1204133 42.3678435, -71.1213233 42.3678708)",,
"[426625721, 508842802]",False,2,Western Avenue,secondary,25 mph,18.3,False,205.191,,"LINESTRING (-71.1254823 42.363545, -71.1253263 42.3635619, -71.1247572 42.363618, -71.12331 42.3637427, -71.1231512 42.3637555, -71.1230032 42.3637675)",,
508842803,False,2,Western Avenue,secondary,25 mph,18.3,True,176.535,,"LINESTRING (-71.1254823 42.363545, -71.1256693 42.3635267, -71.1262717 42.3634731, -71.1274758 42.3633833, -71.127551 42.3633853, -71.1276188 42.3633865)",,
814276031,False,,Stadium Road,residential,,,True,139.874,,"LINESTRING (-71.1254823 42.363545, -71.1254711 42.363459, -71.1254623 42.3634206, -71.1247547 42.3625275, -71.1246879 42.3624432)",,
45619685,True,3,Soldiers Field Road,trunk,35 mph,21.6,False,376.613,,"LINESTRING (-71.1214877 42.3677715, -71.1202898 42.3677295, -71.1202181 42.3677262, -71.1201423 42.3677227, -71.120071 42.3677175, -71.1199976 42.3677106, -71.1199257 42.3677031, -71.1198559 42.3676945, -71.1197833 42.3676835, -71.1197136 42.367671, -71.1196356 42.367656, -71.1195694 42.3676415, -71.1195006 42.3676248, -71.1194277 42.3676067, -71.1193539 42.3675854, -71.1192865 42.3675651, -71.1192217 42.3675438, -71.1191598 42.3675216, -71.119099 42.3674968, -71.1190308 42.3674672, -71.1189669 42.3674358, -71.1189077 42.3674034, -71.1188507 42.3673686, -71.1187972 42.3673339, -71.1187429 42.3672936, -71.118697 42.3672572, -71.118645 42.3672155, -71.1185989 42.3671763, -71.1185473 42.3671312, -71.118504 42.3670909, -71.1184582 42.3670451, -71.1184175 42.367002, -71.1183797 42.366957, -71.1183437 42.3669103, -71.1183076 42.3668593, -71.1182758 42.3668112, -71.1182441 42.3667597, -71.1182159 42.3667138, -71.1181885 42.3666598, -71.1181651 42.3666078, -71.1181445 42.3665565, -71.1181248 42.3665024, -71.1181086 42.3664507, -71.1180934 42.3663965, -71.118082 42.366342, -71.1180732 42.3662899, -71.1180667 42.3662372, -71.118064 42.3661824)",,
"[900580733, 1096290359]",True,"['1', '2']",DeWolfe Street,tertiary,20 mph,11.6,False,69.756,,"LINESTRING (-71.1168359 42.3698993, -71.1168561 42.3698658, -71.1170651 42.3695175, -71.1171206 42.3694251, -71.1171809 42.3693261)",,yes
"[297587969, 892876169]",False,,"['Academic Way', 'Science Drive']",residential,,,False,361.38,,"LINESTRING (-71.1276188 42.3633865, -71.1275973 42.3632571, -71.1275567 42.3630127, -71.1274945 42.3627468, -71.12745 42.362691, -71.1273845 42.362637, -71.1272923 42.3625766, -71.1271704 42.3625237, -71.1270628 42.3624649, -71.1269717 42.3623911, -71.126837 42.3622215, -71.1266055 42.3619631, -71.126567 42.3619093, -71.1265458 42.3618528, -71.1265384 42.3618151, -71.1265246 42.3617284, -71.12641 42.3617359, -71.1262531 42.3617589, -71.1250992 42.3620015, -71.1249302 42.3620368, -71.1248881 42.3620456, -71.1247981 42.3620631)",,
508842803,False,2,Western Avenue,secondary,25 mph,18.3,False,176.535,,"LINESTRING (-71.1276188 42.3633865, -71.127551 42.3633853, -71.1274758 42.3633833, -71.1262717 42.3634731, -71.1256693 42.3635267, -71.1254823 42.363545)",,
"[761849504, 970379455]",False,2,Academic Way,residential,"['15 mph', '20 mph']",,False,120.76499999999999,,"LINESTRING (-71.1276188 42.3633865, -71.1276273 42.3634702, -71.1276612 42.3636719, -71.1277318 42.363866, -71.1277825 42.363946, -71.127833 42.3640047, -71.1278916 42.3640706, -71.1279107 42.3640906, -71.1279416 42.3641204, -71.1279733 42.3641497, -71.1280028 42.3641735, -71.12812 42.364263, -71.1282188 42.3643382)",,
8647460,True,1,,secondary_link,,18.3,False,88.594,,"LINESTRING (-71.1189073 42.3640984, -71.1188498 42.364099, -71.1187885 42.364096, -71.1187251 42.3640891, -71.1186612 42.3640797, -71.1185947 42.3640664, -71.1185317 42.3640519, -71.1184794 42.3640354, -71.1184333 42.3640174, -71.1183884 42.3639951, -71.1183661 42.3639762, -71.118331 42.3639447, -71.1183033 42.363913, -71.1182806 42.3638822, -71.1182569 42.3638433, -71.1182339 42.3637989, -71.118213 42.3637509, -71.118196 42.3637075, -71.1181748 42.3636406)",,
"[426625722, 406227995, 406227996, 406227998]",False,3,Western Avenue,secondary,25 mph,,False,151.13400000000001,,"LINESTRING (-71.1189073 42.3640984, -71.119549 42.3640466, -71.1200058 42.3640097, -71.1201044 42.3640017, -71.1202042 42.3639936, -71.1202648 42.3639887, -71.1202998 42.3639859, -71.1204328 42.3639752, -71.1205487 42.3639658, -71.1207359 42.3639507)",,
"[752835058, 8636790, 33527015]",False,,"['Harvard Way', 'Kresge Way']","['residential', 'living_street']",7 mph,,"[False, True]",564.5040000000001,,"LINESTRING (-71.1203113 42.3647097, -71.1203189 42.3647682, -71.1203442 42.364988, -71.1203634 42.3651232, -71.1203725 42.3651753, -71.1204066 42.3653718, -71.1204613 42.3657107, -71.1204836 42.3658232, -71.1205399 42.366159, -71.1205457 42.3661953, -71.1205601 42.3662866, -71.1205792 42.3664185, -71.1206108 42.3666387, -71.1206995 42.3666307, -71.12085 42.3666186, -71.1210777 42.3666018, -71.1213238 42.3665957, -71.1214126 42.3665977, -71.1215353 42.366597, -71.1216403 42.3665998, -71.1217897 42.3666077, -71.1219956 42.3666189, -71.1221576 42.3666348, -71.1223112 42.3666547, -71.1224443 42.3666754, -71.1225776 42.3666991, -71.1226884 42.3667189, -71.122808 42.3667419, -71.1229653 42.3667774, -71.1230709 42.3668014, -71.1231272 42.3668167, -71.1231916 42.3668343, -71.1233651 42.3668914, -71.1237785 42.3670378, -71.1238821 42.3670802, -71.1241377 42.3671974, -71.124435 42.3673477, -71.1245059 42.3673848, -71.1245923 42.3674299)",,
"[8652506, 8640387]",False,2,"['Rotterdam Street', 'Hague Street']",residential,25 mph,10.4,False,264.55799999999994,,"LINESTRING (-71.1246879 42.3624432, -71.1246301 42.3625659, -71.1246068 42.362604, -71.1245819 42.3626425, -71.1245529 42.3626837, -71.1245272 42.3627158, -71.124499 42.3627477, -71.1244665 42.3627806, -71.1244311 42.3628152, -71.1243931 42.3628465, -71.1243545 42.3628759, -71.1243119 42.3629038, -71.1242605 42.3629313, -71.1241977 42.3629632, -71.1241348 42.3629925, -71.1240646 42.3630215, -71.1240118 42.3630411, -71.1239546 42.3630601, -71.123894 42.3630777, -71.1238212 42.3630952, -71.1237605 42.3631061, -71.1236994 42.3631161, -71.1236328 42.3631246, -71.1235639 42.3631295, -71.123498 42.3631322, -71.1234344 42.3631323, -71.1233646 42.3631274, -71.1232931 42.363119, -71.1232248 42.3631086, -71.1231562 42.3630971, -71.1230817 42.3630834, -71.1230261 42.3630738, -71.1229807 42.3630681, -71.1228831 42.3630557, -71.122984 42.3636205, -71.1229909 42.3636679, -71.1229951 42.3637019, -71.1230032 42.3637675)",,
8640387,False,,Rotterdam Street,residential,,,True,43.242999999999995,,"LINESTRING (-71.1246879 42.3624432, -71.1247065 42.362391, -71.1247446 42.3622721, -71.1247746 42.3621625, -71.1247981 42.3620631)",,
814276031,False,,Stadium Road,residential,,,False,139.874,,"LINESTRING (-71.1246879 42.3624432, -71.1247547 42.3625275, -71.1254623 42.3634206, -71.1254711 42.363459, -71.1254823 42.363545)",,
8640387,False,,Rotterdam Street,residential,,,False,43.243,,"LINESTRING (-71.1247981 42.3620631, -71.1247746 42.3621625, -71.1247446 42.3622721, -71.1247065 42.362391, -71.1246879 42.3624432)",,
"[892876169, 297587969]",False,,"['Academic Way', 'Science Drive']",residential,,,True,361.38,,"LINESTRING (-71.1247981 42.3620631, -71.1248881 42.3620456, -71.1249302 42.3620368, -71.1250992 42.3620015, -71.1262531 42.3617589, -71.12641 42.3617359, -71.1265246 42.3617284, -71.1265384 42.3618151, -71.1265458 42.3618528, -71.126567 42.3619093, -71.1266055 42.3619631, -71.126837 42.3622215, -71.1269717 42.3623911, -71.1270628 42.3624649, -71.1271704 42.3625237, -71.1272923 42.3625766, -71.1273845 42.362637, -71.12745 42.362691, -71.1274945 42.3627468, -71.1275567 42.3630127, -71.1275973 42.3632571, -71.1276188 42.3633865)",,
