osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,bridge,junction,access
9046568,2,Allens Court,residential,12.2,False,True,155.06599999999997,"LINESTRING (-70.9335459 42.8570857, -70.933752 42.857099, -70.93399 42.857119, -70.934119 42.85712, -70.934229 42.857105, -70.934287 42.857058, -70.934327 42.856921, -70.934341 42.856807, -70.934309 42.856726, -70.9341501 42.8564654, -70.9341245 42.8563963, -70.9340999 42.8562662)",,,,
"[918804632, 466613418, 9045719]",2,Pond Street,residential,12.2,False,False,81.973,"LINESTRING (-70.9335459 42.8570857, -70.9334567 42.8574606, -70.9334203 42.8576768, -70.9333965 42.8578145)",,yes,,
466613418,2,Pond Street,residential,12.2,False,True,45.053,"LINESTRING (-70.9335459 42.8570857, -70.9335533 42.8570334, -70.9335724 42.8568981, -70.9335871 42.8566818)",,,,
550196843,,,residential,,True,False,23.654,"LINESTRING (-70.9335871 42.8566818, -70.9335969 42.8564692)",,,,
466613418,2,Pond Street,residential,12.2,False,False,45.053000000000004,"LINESTRING (-70.9335871 42.8566818, -70.9335724 42.8568981, -70.9335533 42.8570334, -70.9335459 42.8570857)",,,,
277139243,2,Main Street,secondary,14.6,True,False,33.002,"LINESTRING (-70.931535 42.855953, -70.9313696 42.8562239)",MA 150,,,
9046637,2,Aubin Street,residential,12.2,False,True,112.724,"LINESTRING (-70.931535 42.855953, -70.931269 42.855773, -70.930827 42.855435, -70.930568 42.855229)",,,,
"[422206529, 422206525, 9045741]",2,Water Street,residential,12.2,False,False,321.91599999999994,"LINESTRING (-70.929623 42.857782, -70.929625 42.857722, -70.929605 42.857641, -70.929556 42.857556, -70.929467 42.857471, -70.9293379 42.8573488, -70.9292993 42.8573122, -70.929203 42.857221, -70.9288799 42.8569281, -70.9286876 42.8567889, -70.928574 42.856704, -70.9285105 42.8566629, -70.9284365 42.856615, -70.9283054 42.8565619, -70.9281581 42.8565201, -70.9280732 42.8565152, -70.9279648 42.8565214, -70.9278208 42.8565426, -70.92768 42.8565616, -70.9275431 42.8565618, -70.9274509 42.8565417, -70.9272165 42.856465, -70.9270003 42.856363, -70.9269552 42.8563433, -70.9268014 42.8562736, -70.9267519 42.8562518, -70.9266595 42.8562519)",,yes,,
865203242,2,Elm Street,secondary,12.2,False,False,71.02799999999999,"LINESTRING (-70.929623 42.857782, -70.929595 42.857774, -70.929422 42.857759, -70.929245 42.857774, -70.929119 42.857812, -70.929056 42.857831, -70.928929 42.857877, -70.92881 42.857935)",,,,
865203242,2,Elm Street,secondary,12.2,False,True,35.433,"LINESTRING (-70.929623 42.857782, -70.929723 42.857807, -70.929841 42.857851, -70.929935 42.857896, -70.9300056 42.8579299)",,,,
301654162,2,Market Street,secondary,12.2,False,False,67.291,"LINESTRING (-70.9300484 42.8580088, -70.93001 42.85811, -70.9300009 42.8581341, -70.9298729 42.8584731, -70.929828 42.858592)",MA 150,,,
1047242169,1,Market Square,secondary,14.6,True,False,6.475,"LINESTRING (-70.9300484 42.8580088, -70.9300866 42.8580166, -70.9301258 42.8580116)",MA 150,,roundabout,
9046637,2,Aubin Street,residential,12.2,False,True,70.166,"LINESTRING (-70.930157 42.854914, -70.92954 42.854474)",,,,
9046637,2,Aubin Street,residential,12.2,False,False,48.481,"LINESTRING (-70.930157 42.854914, -70.930296 42.855014, -70.930568 42.855229)",,,,
9046657,2,Horton Street,residential,9.1,False,True,218.30899999999997,"LINESTRING (-70.930157 42.854914, -70.930499 42.854665, -70.930679 42.854534, -70.930729 42.854498, -70.930728 42.854462, -70.93069 42.854413, -70.9304368 42.8542133, -70.930406 42.854189, -70.929813 42.853768, -70.929458 42.853506)",,,,
9046690,2,Boardman Street,residential,7.9,False,False,127.344,"LINESTRING (-70.929443 42.860263, -70.927882 42.8602154)",,,,
"[9046498, 9046647]",2,Prospect Street,residential,"['11.6', '9.1']",False,True,215.236,"LINESTRING (-70.929443 42.860263, -70.929607 42.860288, -70.929742 42.860329, -70.930059 42.86047, -70.930414 42.860617, -70.930788 42.860856, -70.930793 42.860859, -70.93081 42.86087, -70.93129 42.86126, -70.931457 42.861404, -70.931489 42.861431)",,,,
301654162,2,Market Street,secondary,12.2,False,False,55.754000000000005,"LINESTRING (-70.929443 42.860263, -70.929435 42.86057, -70.929429 42.8607643)",MA 150,,,
301654162,2,Market Street,secondary,12.2,False,True,44.162,"LINESTRING (-70.929443 42.860263, -70.929446 42.8601538, -70.9294515 42.8600171, -70.929458 42.859866)",MA 150,,,
277139237,2,Main Street,secondary,14.6,False,True,86.01299999999999,"LINESTRING (-70.9301694 42.8579179, -70.9302348 42.8579028, -70.9303746 42.8578549, -70.9304981 42.8577936, -70.930509 42.857786, -70.9306101 42.8577157, -70.9306584 42.8576657, -70.9307161 42.8576058, -70.9308051 42.8574449, -70.9308365 42.8573689)",MA 150,,,
301654164,1,Market Square,secondary,14.6,True,False,16.768,"LINESTRING (-70.9301694 42.8579179, -70.9301413 42.8578958, -70.9301029 42.8578851, -70.9300619 42.8578882, -70.9300271 42.8579042, -70.9300056 42.8579299)",MA 150,,roundabout,
9045835,2,Friend Street,tertiary,20.1,False,True,74.806,"LINESTRING (-70.934418 42.856148, -70.934819 42.856026, -70.935272 42.855902)",,,,
277202896,,Friend Street,tertiary,20.1,True,False,16.511000000000003,"LINESTRING (-70.934418 42.856148, -70.9343073 42.8561323, -70.93423 42.8560988)",,,,
9046693,2,Essex Street,residential,12.8,False,False,72.075,"LINESTRING (-70.935761 42.858726, -70.935969 42.859356)",,,,
9046454,2,High Street,residential,11.0,False,False,132.35899999999998,"LINESTRING (-70.935761 42.858726, -70.935211 42.858796, -70.934592 42.858872, -70.9341637 42.8589392)",,,,
301654162,2,Market Street,secondary,12.2,False,False,63.298,"LINESTRING (-70.929417 42.861146, -70.929394 42.861715)",MA 150,,,
9046666,2,Cedar Street,residential,9.1,False,False,116.64299999999999,"LINESTRING (-70.929417 42.861146, -70.928938 42.861142, -70.928709 42.861149, -70.928453 42.861172, -70.9282881 42.8611883, -70.928009 42.861216, -70.927993 42.86122)",,,,
301654162,2,Market Street,secondary,12.2,False,True,10.602,"LINESTRING (-70.929417 42.861146, -70.92942 42.861081, -70.9294209 42.8610507)",MA 150,,,
9045706,2,Main Street,secondary,14.6,False,False,52.238,"LINESTRING (-70.932393 42.853488, -70.932438 42.853561, -70.9324533 42.8535846, -70.932666 42.853913)",,,,
9045835,2,Friend Street,tertiary,20.1,False,False,18.949,"LINESTRING (-70.935725 42.85577, -70.935509 42.855833)",,,,
9045694,2,Summer Street,residential,12.2,False,False,110.10199999999999,"LINESTRING (-70.935725 42.85577, -70.93581 42.856027, -70.935922 42.856415, -70.936001 42.856739)",,,,
277139237,2,Main Street,secondary,14.6,False,False,86.013,"LINESTRING (-70.9308365 42.8573689, -70.9308051 42.8574449, -70.9307161 42.8576058, -70.9306584 42.8576657, -70.9306101 42.8577157, -70.930509 42.857786, -70.9304981 42.8577936, -70.9303746 42.8578549, -70.9302348 42.8579028, -70.9301694 42.8579179)",MA 150,,,
550196844,2,Main Street,secondary,14.6,True,False,21.976,"LINESTRING (-70.9308365 42.8573689, -70.9308914 42.857285, -70.9309282 42.8572599, -70.9310095 42.8572277)",MA 150,,,
9045805,2,Davis Court,residential,8.5,False,False,138.678,"LINESTRING (-70.935272 42.855902, -70.935364 42.85639, -70.935499 42.857138)",,,,
9045835,2,Friend Street,tertiary,20.1,False,False,74.806,"LINESTRING (-70.935272 42.855902, -70.934819 42.856026, -70.934418 42.856148)",,,,
9045835,2,Friend Street,tertiary,20.1,False,True,20.788,"LINESTRING (-70.935272 42.855902, -70.9354122 42.8558624, -70.935509 42.855833)",,,,
9045805,2,Davis Court,residential,8.5,False,True,138.678,"LINESTRING (-70.935499 42.857138, -70.935364 42.85639, -70.935272 42.855902)",,,,
9045706,2,Main Street,secondary,14.6,False,False,90.56700000000001,"LINESTRING (-70.932666 42.853913, -70.9328581 42.8542215, -70.933136 42.854651)",,,,
9045706,2,Main Street,secondary,14.6,False,True,52.238,"LINESTRING (-70.932666 42.853913, -70.9324533 42.8535846, -70.932438 42.853561, -70.932393 42.853488)",,,,
9046667,2,Powow Street,residential,9.1,False,False,81.331,"LINESTRING (-70.93363 42.861571, -70.933681 42.861639, -70.933809 42.861795, -70.934063 42.862059, -70.934181 42.86218)",,,,
9046667,2,Powow Street,residential,9.1,False,True,81.27499999999999,"LINESTRING (-70.93363 42.861571, -70.933587 42.861515, -70.933394 42.861196, -70.933217 42.860906)",,,,
718464790,2,Lake Street,residential,9.1,False,False,70.111,"LINESTRING (-70.93363 42.861571, -70.932843 42.861815, -70.932838 42.861817)",,,,
718464790,2,Lake Street,residential,9.1,False,True,137.353,"LINESTRING (-70.93363 42.861571, -70.934681 42.861725, -70.9350642 42.8617734, -70.9351397 42.861779, -70.9352188 42.8617819, -70.9352882 42.8617794)",,,,
9045768,1,Union Court,residential,6.7,False,False,74.613,"LINESTRING (-70.930334 42.861004, -70.9299214 42.8610299, -70.9294209 42.8610507)",,,,
9046454,2,High Street,residential,11.0,False,True,21.683,"LINESTRING (-70.930628 42.858313, -70.930884 42.858366)",,,,
9046327,2,Linwood Place,residential,7.6,False,False,196.68499999999997,"LINESTRING (-70.930628 42.858313, -70.930527 42.858591, -70.930466 42.858895, -70.93043 42.859215, -70.93039 42.859539, -70.930348 42.859912, -70.930322 42.860064)",,,,
9046454,2,High Street,residential,11.0,False,False,55.076,"LINESTRING (-70.930628 42.858313, -70.930548 42.858296, -70.9302771 42.8581737, -70.9301428 42.858063, -70.9301258 42.8580116)",,,,
9045864,2,Tremont Avenue,residential,9.1,False,False,70.195,"LINESTRING (-70.9352882 42.8617794, -70.935351 42.862409)",,,,
718464790,2,Lake Street,residential,9.1,False,False,137.353,"LINESTRING (-70.9352882 42.8617794, -70.9352188 42.8617819, -70.9351397 42.861779, -70.9350642 42.8617734, -70.934681 42.861725, -70.93363 42.861571)",,,,
718464790,2,Lake Street,residential,9.1,False,True,57.785000000000004,"LINESTRING (-70.9352882 42.8617794, -70.935363 42.861776, -70.935575 42.861752, -70.935765 42.861731, -70.935866 42.861711, -70.9359836 42.8616852)",,,,
9046583,2,Maplewood Avenue,residential,,False,True,85.416,"LINESTRING (-70.924937 42.861638, -70.925415 42.861864, -70.925818 42.862054)",,,,
9046698,2,Longs Court,residential,,False,False,119.477,"LINESTRING (-70.9313696 42.8562239, -70.9316429 42.8562874, -70.9318555 42.8563389, -70.9319538 42.8563644, -70.9319924 42.8563794, -70.9320562 42.8564183, -70.932076 42.8564441, -70.932092 42.856465, -70.9321226 42.856514, -70.9321364 42.8565361, -70.9322651 42.8569239)",,,,
"[938359484, 9046708]",1,Currier Street,residential,6.1,True,False,145.487,"LINESTRING (-70.9313696 42.8562239, -70.9304328 42.8559858, -70.9302423 42.8559798, -70.9302059 42.8559677, -70.9300808 42.8559416, -70.9299603 42.8558952, -70.9297951 42.8558545, -70.9296899 42.8558089)",,,,
277139243,2,Main Street,secondary,14.6,True,False,108.39200000000001,"LINESTRING (-70.9313696 42.8562239, -70.931148 42.856585, -70.9310857 42.8567074, -70.930973 42.856925, -70.9308839 42.8571303)",MA 150,,,
9046693,2,Essex Street,residential,12.8,False,False,124.163,"LINESTRING (-70.935969 42.859356, -70.934475 42.859574)",,,,
9046693,2,Essex Street,residential,12.8,False,True,72.075,"LINESTRING (-70.935969 42.859356, -70.935761 42.858726)",,,,
"[9046434, 9046535]",2,"['Woodlawn Street', 'Woodlawn Avenue']",residential,11.0,False,False,187.287,"LINESTRING (-70.935969 42.859356, -70.936116 42.859761, -70.936169 42.85994, -70.935223 42.860067, -70.934717 42.860135)",,,,
9046559,2,Valley Street,residential,,False,False,36.502,"LINESTRING (-70.930568 42.855229, -70.930232 42.855446)",,,,
9046637,2,Aubin Street,residential,12.2,False,False,112.724,"LINESTRING (-70.930568 42.855229, -70.930827 42.855435, -70.931269 42.855773, -70.931535 42.855953)",,,,
9046637,2,Aubin Street,residential,12.2,False,True,48.481,"LINESTRING (-70.930568 42.855229, -70.930296 42.855014, -70.930157 42.854914)",,,,
9046249,,Dublin Court,unclassified,,False,True,63.312,"LINESTRING (-70.928844 42.854439, -70.92908 42.854531, -70.929252 42.854568, -70.929346 42.854568, -70.929425 42.854547, -70.92954 42.854474)",,,,
9046478,2,Spring Street,residential,9.1,False,True,148.694,"LINESTRING (-70.924085 42.859785, -70.924328 42.859906, -70.924837 42.859348, -70.925161 42.858965)",,,,
9045696,1,John Street,residential,4.6,False,True,124.72699999999999,"LINESTRING (-70.9279259 42.8606441, -70.928064 42.860697, -70.928257 42.86074, -70.92845 42.860749, -70.928865 42.86075, -70.9293286 42.8607618, -70.929429 42.8607643)",,,,
9046447,2,R Street,residential,12.2,False,False,47.878,"LINESTRING (-70.9279259 42.8606441, -70.927905 42.860451, -70.927891 42.860236, -70.927882 42.8602154)",,,,
9046447,2,R Street,residential,12.2,False,True,64.27,"LINESTRING (-70.9279259 42.8606441, -70.927951 42.860859, -70.927993 42.86122)",,,,
9045753,1,Union Street,residential,6.1,False,True,124.9,"LINESTRING (-70.930786 42.859486, -70.930823 42.859305, -70.930831 42.859011, -70.930884 42.858366)",,,,
301654162,2,Market Street,secondary,12.2,False,True,75.297,"LINESTRING (-70.929364 42.8623918, -70.929383 42.861969, -70.929394 42.861715)",MA 150,,,
9045692,2,Sparhawk Street,secondary,15.2,False,False,203.047,"LINESTRING (-70.935301 42.853795, -70.935157 42.853925, -70.935053 42.853993, -70.9349439 42.8540478, -70.934806 42.8541006, -70.9346639 42.8541484, -70.934396 42.8542384, -70.933999 42.8543566, -70.933573 42.8544777, -70.933342 42.8545519, -70.93322 42.854606, -70.933136 42.854651)",MA 150,,,
9045719,2,Pond Street,residential,12.2,False,False,15.893,"LINESTRING (-70.9333965 42.8578145, -70.9333586 42.8579547)",,,,
"[918804632, 466613418, 9045719]",2,Pond Street,residential,12.2,False,True,81.973,"LINESTRING (-70.9333965 42.8578145, -70.9334203 42.8576768, -70.9334567 42.8574606, -70.9335459 42.8570857)",,yes,,
9046543,2,Dennett Street,residential,11.0,False,False,57.161,"LINESTRING (-70.9333965 42.8578145, -70.933638 42.857822, -70.9336615 42.8578274, -70.93373 42.857843, -70.933799 42.85794, -70.933826 42.858032, -70.9338372 42.8580589, -70.933851 42.858092)",,,,
"[422206513, 1092910271]",2,Railroad Avenue,residential,9.1,False,True,81.98,"LINESTRING (-70.9271084 42.8584072, -70.9273796 42.8585443, -70.9275808 42.858587, -70.927738 42.858652, -70.927998 42.85874)",,,,
9045831,2,School Street,tertiary,15.2,False,False,44.678,"LINESTRING (-70.933773 42.855464, -70.9338092 42.855529, -70.9338592 42.8556317, -70.9339406 42.8558461)",,,,
9045831,2,School Street,tertiary,15.2,False,True,104.383,"LINESTRING (-70.933773 42.855464, -70.93357 42.855164, -70.933465 42.8550509, -70.9333988 42.8549676, -70.933262 42.854808, -70.933136 42.854651)",,,,
9046334,2,Pleasant Street,residential,7.9,False,True,119.285,"LINESTRING (-70.933773 42.855464, -70.93479 42.855182, -70.935142 42.855085)",,,,
9046642,2,Walker Avenue,residential,12.2,False,True,82.04,"LINESTRING (-70.932838 42.861817, -70.932478 42.861128)",,,,
718464790,2,Lake Street,residential,9.1,False,False,57.766000000000005,"LINESTRING (-70.932838 42.861817, -70.932434 42.861959, -70.932238 42.862085)",,,,
718464790,2,Lake Street,residential,9.1,False,True,70.111,"LINESTRING (-70.932838 42.861817, -70.932843 42.861815, -70.93363 42.861571)",,,,
9046666,2,Cedar Street,residential,9.1,False,False,68.607,"LINESTRING (-70.927233 42.861381, -70.926958 42.861445, -70.92666 42.861507, -70.926452 42.861561, -70.926432 42.861569)",,,,
9046666,2,Cedar Street,residential,9.1,False,True,64.483,"LINESTRING (-70.927233 42.861381, -70.927241 42.86138, -70.927632 42.861297, -70.9276837 42.861286, -70.927993 42.86122)",,,,
9046247,,County Road,residential,,False,True,70.566,"LINESTRING (-70.925979 42.85586, -70.9260166 42.8558801, -70.926136 42.855944, -70.9262067 42.8559827, -70.926302 42.856035, -70.9264084 42.8560996, -70.9266595 42.8562519)",,,,
9046667,2,Powow Street,residential,9.1,False,True,81.331,"LINESTRING (-70.934181 42.86218, -70.934063 42.862059, -70.933809 42.861795, -70.933681 42.861639, -70.93363 42.861571)",,,,
9046672,2,Fruit Place,residential,9.1,False,True,170.857,"LINESTRING (-70.928338 42.858814, -70.928139 42.859204, -70.928132 42.859258, -70.928178 42.859321, -70.928287 42.859358, -70.928557 42.859416, -70.929048 42.859509, -70.929488 42.859571)",,,,
9046689,2,Clark Street,residential,9.1,True,False,28.909,"LINESTRING (-70.928338 42.858814, -70.9282085 42.8587858, -70.927998 42.85874)",,,,
9046690,2,Boardman Street,residential,7.9,False,True,127.344,"LINESTRING (-70.927882 42.8602154, -70.929443 42.860263)",,,,
9046447,2,R Street,residential,12.2,False,False,69.652,"LINESTRING (-70.927882 42.8602154, -70.927861 42.860104, -70.927791 42.859895, -70.927718 42.8597, -70.927661 42.859613)",,,,
9046447,2,R Street,residential,12.2,False,True,47.878,"LINESTRING (-70.927882 42.8602154, -70.927891 42.860236, -70.927905 42.860451, -70.9279259 42.8606441)",,,,
9046397,2,Cedar Court,residential,12.2,False,True,78.005,"LINESTRING (-70.926432 42.861569, -70.926273 42.861259, -70.926104 42.86091)",,,,
9046666,2,Cedar Street,residential,9.1,False,False,76.24000000000001,"LINESTRING (-70.926432 42.861569, -70.926288 42.861622, -70.926269 42.861631, -70.926115 42.861708, -70.925973 42.861817, -70.925861 42.861966, -70.925818 42.862054)",,,,
9046666,2,Cedar Street,residential,9.1,False,True,68.607,"LINESTRING (-70.926432 42.861569, -70.926452 42.861561, -70.92666 42.861507, -70.926958 42.861445, -70.927233 42.861381)",,,,
9045694,2,Summer Street,residential,12.2,False,True,110.102,"LINESTRING (-70.936001 42.856739, -70.935922 42.856415, -70.93581 42.856027, -70.935725 42.85577)",,,,
9045714,1,Short Street,residential,4.9,False,False,43.184,"LINESTRING (-70.933851 42.858092, -70.9333246 42.8580481)",,,,
9046543,2,Dennett Street,residential,11.0,False,False,32.576,"LINESTRING (-70.933851 42.858092, -70.933941 42.858316, -70.933964 42.858359, -70.9339704 42.8583714)",,,,
9046543,2,Dennett Street,residential,11.0,False,True,57.161,"LINESTRING (-70.933851 42.858092, -70.9338372 42.8580589, -70.933826 42.858032, -70.933799 42.85794, -70.93373 42.857843, -70.9336615 42.8578274, -70.933638 42.857822, -70.9333965 42.8578145)",,,,
9045679,2,Chestnut Street,residential,,False,False,183.32899999999998,"LINESTRING (-70.9266595 42.8562519, -70.9265595 42.8563037, -70.9265115 42.8563496, -70.9262564 42.8566001, -70.9261181 42.8567758, -70.92609 42.8568239, -70.9260194 42.8569449, -70.9259345 42.8570819, -70.9258425 42.8572208, -70.9257532 42.8573327, -70.925462 42.8576315)",,,,
9046247,,County Road,residential,,False,False,70.566,"LINESTRING (-70.9266595 42.8562519, -70.9264084 42.8560996, -70.926302 42.856035, -70.9262067 42.8559827, -70.926136 42.855944, -70.9260166 42.8558801, -70.925979 42.85586)",,,,
"[422206529, 422206525, 9045741]",2,Water Street,residential,12.2,False,True,321.916,"LINESTRING (-70.9266595 42.8562519, -70.9267519 42.8562518, -70.9268014 42.8562736, -70.9269552 42.8563433, -70.9270003 42.856363, -70.9272165 42.856465, -70.9274509 42.8565417, -70.9275431 42.8565618, -70.92768 42.8565616, -70.9278208 42.8565426, -70.9279648 42.8565214, -70.9280732 42.8565152, -70.9281581 42.8565201, -70.9283054 42.8565619, -70.9284365 42.856615, -70.9285105 42.8566629, -70.928574 42.856704, -70.9286876 42.8567889, -70.9288799 42.8569281, -70.929203 42.857221, -70.9292993 42.8573122, -70.9293379 42.8573488, -70.929467 42.857471, -70.929556 42.857556, -70.929605 42.857641, -70.929625 42.857722, -70.929623 42.857782)",,yes,,
9046369,2,Orchard Street,residential,11.6,False,True,18.768,"LINESTRING (-70.934869 42.860439, -70.934788 42.860281)",,,,
9046369,2,Orchard Street,residential,11.6,False,False,89.15100000000001,"LINESTRING (-70.934869 42.860439, -70.934952 42.860599, -70.935061 42.860829, -70.935138 42.860923, -70.935308 42.861057, -70.935393 42.861128)",,,,
9046500,1,Lakeview Avenue,residential,4.9,False,True,74.044,"LINESTRING (-70.934869 42.860439, -70.9350063 42.8604308, -70.9354876 42.8603809, -70.9357694 42.8603518)",,,,
9045864,2,Tremont Avenue,residential,9.1,False,True,70.195,"LINESTRING (-70.935351 42.862409, -70.9352882 42.8617794)",,,,
9046642,2,Walker Avenue,residential,12.2,False,False,82.04,"LINESTRING (-70.932478 42.861128, -70.932838 42.861817)",,,,
9046586,2,Chester Street,residential,8.5,False,False,87.37799999999999,"LINESTRING (-70.932478 42.861128, -70.932283 42.861187, -70.931746 42.861356, -70.931591 42.861399, -70.931489 42.861431)",,,,
9046586,2,Chester Street,residential,8.5,False,True,65.119,"LINESTRING (-70.932478 42.861128, -70.93278 42.861038, -70.933122 42.86094, -70.933217 42.860906)",,,,
9046369,2,Orchard Street,residential,11.6,False,False,17.235,"LINESTRING (-70.934717 42.860135, -70.934788 42.860281)",,,,
9046369,2,Orchard Street,residential,11.6,False,True,65.441,"LINESTRING (-70.934717 42.860135, -70.934637 42.85997, -70.934475 42.859574)",,,,
"[9046434, 9046535]",2,"['Woodlawn Street', 'Woodlawn Avenue']",residential,11.0,False,True,187.28699999999998,"LINESTRING (-70.934717 42.860135, -70.935223 42.860067, -70.936169 42.85994, -70.936116 42.859761, -70.935969 42.859356)",,,,
865203240,2,Main Street,secondary,14.6,True,False,19.174,"LINESTRING (-70.9308488 42.8571967, -70.9308365 42.8573689)",MA 150,,,
9045812,2,Mill Street,residential,11.0,False,True,183.322,"LINESTRING (-70.9308488 42.8571967, -70.9305359 42.8571032, -70.9302989 42.8570347, -70.9301247 42.8569842, -70.9300097 42.856942, -70.9299389 42.8568969, -70.929861 42.856809, -70.9297146 42.856609, -70.9295062 42.8562905, -70.9294625 42.856139, -70.9294586 42.8560651)",,,,
9046612,1,Wings Court,residential,4.9,False,False,52.717999999999996,"LINESTRING (-70.9300733 42.860825, -70.9298374 42.8608348, -70.929563 42.860836, -70.9294269 42.860835)",,,,
