osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,width,access,junction
121520094,False,Quai des Bateliers,tertiary,30,False,52.027,"LINESTRING (7.7563636 48.5819103, 7.7564465 48.5820194, 7.756687 48.5822339, 7.7567607 48.5822957)",2,,,,
15711308,True,Avenue de la Paix - Simone Veil,tertiary,50,False,93.91899999999998,"LINESTRING (7.7547859 48.5886233, 7.754674 48.5884683, 7.7543143 48.5879208, 7.7542858 48.5878789, 7.7542672 48.5878516)",,,,,
110580692,False,Avenue des Vosges,primary,,True,11.526,"LINESTRING (7.7547859 48.5886233, 7.7548373 48.5886082, 7.7548736 48.5885975, 7.7549291 48.5885812)",5,,,,
"[788401720, 535558425, 788401721]",False,Avenue des Vosges,primary,50,False,77.88,"LINESTRING (7.7547859 48.5886233, 7.7547065 48.5886466, 7.754674 48.5886562, 7.7545155 48.5887005, 7.75397 48.5888529, 7.7538114 48.5888972)","['4', '5']",,,,
4757136,True,Avenue de la Paix - Simone Veil,tertiary,50,False,93.987,"LINESTRING (7.7544272 48.5878039, 7.7544741 48.5878752, 7.7545085 48.5879283, 7.7545367 48.5879718, 7.7548312 48.5884263, 7.7549291 48.5885812)",,,,,
1228519415,True,Place de la République,tertiary,,False,12.914000000000001,"LINESTRING (7.7544272 48.5878039, 7.7543406 48.5878316, 7.7542672 48.5878516)",2,,,,roundabout
"[722436326, 359334942]",True,Place de la République,tertiary,,False,125.44300000000001,"LINESTRING (7.7534105 48.5866859, 7.7535664 48.5866328, 7.753648 48.5866127, 7.7537493 48.5865954, 7.7538451 48.5865848, 7.7539403 48.5865817, 7.7540497 48.5865858, 7.7541712 48.5865981, 7.754284 48.5866204, 7.7543979 48.5866532, 7.7546021 48.5867364, 7.7547549 48.5868471, 7.7548566 48.5869649)",2,,,,roundabout
1228519415,True,Place de la République,tertiary,,False,25.331,"LINESTRING (7.7542672 48.5878516, 7.7541984 48.5878629, 7.7541295 48.587873, 7.754009 48.5878821, 7.7539274 48.5878837)",2,,,,roundabout
8463393,False,Rue des Récollets,living_street,20,True,48.726,"LINESTRING (7.7541492 48.5847742, 7.7544864 48.5850487, 7.754578 48.5851076)",,,3,,
15721518,True,Rue Brûlée,living_street,20,False,212.20499999999998,"LINESTRING (7.7541492 48.5847742, 7.754066 48.5847968, 7.7536144 48.5849016, 7.7535608 48.5849121, 7.7534893 48.5849194, 7.7534123 48.5849224, 7.7533119 48.5849155, 7.7532112 48.5849063, 7.7531141 48.5848938, 7.753046 48.5848872, 7.7528404 48.584875, 7.752755 48.5848713, 7.7526668 48.5848697, 7.7524213 48.5848691, 7.7523709 48.5848677, 7.7523351 48.5848643, 7.7522938 48.5848575, 7.752101 48.5847892, 7.7519212 48.5847282, 7.751685 48.5846555, 7.7514881 48.5846004, 7.7514483 48.5845909, 7.7514033 48.5845792)",1,,4,,
"[10273534, 39340079]",True,"['Rue du Parchemin', 'Rue des Juifs']",living_street,30,False,153.15200000000002,"LINESTRING (7.7541492 48.5847742, 7.7541017 48.5847315, 7.753597 48.5842784, 7.7531404 48.5838931, 7.7528893 48.5837388, 7.7528519 48.5837158, 7.7528393 48.583708)",,,7,,
15727991,False,Rue du Général Gouraud,residential,50,True,58.538,"LINESTRING (7.7574433 48.5884493, 7.757398 48.5883771, 7.7573859 48.588358, 7.7572276 48.5881172, 7.7572052 48.5880832, 7.7571675 48.5880295, 7.7571258 48.5879666)",2,,,,
15727991,False,Rue du Général Gouraud,residential,50,False,58.538,"LINESTRING (7.7571258 48.5879666, 7.7571675 48.5880295, 7.7572052 48.5880832, 7.7572276 48.5881172, 7.7573859 48.588358, 7.757398 48.5883771, 7.7574433 48.5884493)",2,,,,
15727991,False,Rue du Général Gouraud,residential,50,True,85.014,"LINESTRING (7.7571258 48.5879666, 7.7570853 48.5879037, 7.7570582 48.587861, 7.7567079 48.587317, 7.7566732 48.5872631)",2,,,,
"[692635522, 684970195]",False,Avenue des Vosges,primary,50,False,97.859,"LINESTRING (7.7571258 48.5879666, 7.7569293 48.5880218, 7.756522 48.5881372, 7.7561751 48.5882342, 7.7559013 48.5883108)",3,,,,
355472714,False,Rue Louis Apffel,residential,30,False,82.362,"LINESTRING (7.7538114 48.5888972, 7.7537713 48.5888358, 7.7537405 48.5887885, 7.7533976 48.5882627, 7.7533873 48.588247, 7.7533678 48.5882171)",2,,,,
"[788401720, 788401721, 535558425]",False,Avenue des Vosges,primary,50,True,77.88,"LINESTRING (7.7538114 48.5888972, 7.75397 48.5888529, 7.7545155 48.5887005, 7.754674 48.5886562, 7.7547065 48.5886466, 7.7547859 48.5886233)","['4', '5']",,,,
355472714,False,Rue Louis Apffel,residential,30,True,82.362,"LINESTRING (7.7533678 48.5882171, 7.7533873 48.588247, 7.7533976 48.5882627, 7.7537405 48.5887885, 7.7537713 48.5888358, 7.7538114 48.5888972)",2,,,,
1228519416,False,Rue du Maréchal Foch,residential,30,True,96.25999999999999,"LINESTRING (7.7533678 48.5882171, 7.7532942 48.5882383, 7.752168 48.5885629)",,,7,,
9896716,True,Rue Saint-Arbogast,residential,30,False,82.64500000000001,"LINESTRING (7.7494803 48.5882744, 7.7493947 48.5883363, 7.7491237 48.5889202, 7.7491201 48.5889687)",,,,,
"[15712944, 973614521, 15720087]",False,Rue du Général de Castelnau,tertiary,"['50', '30']","[False, True]",118.712,"LINESTRING (7.7494803 48.5882744, 7.7486921 48.5878118, 7.7486397 48.5877728, 7.7486147 48.5877272, 7.7485853 48.5875676, 7.7485767 48.5875425, 7.7485737 48.5875256, 7.7485618 48.5874597)",2,,,,
15712944,False,Rue du Général de Castelnau,tertiary,50,True,119.38199999999999,"LINESTRING (7.7494803 48.5882744, 7.7495938 48.5883427, 7.7505976 48.5889306, 7.7506946 48.5889868)",2,,,,
9896741,False,Rue du Général Frère,residential,30,False,87.95599999999999,"LINESTRING (7.751685 48.5878393, 7.7517294 48.5879071, 7.7519203 48.5881911, 7.7519327 48.5882093, 7.7520456 48.5883781, 7.7521222 48.5884942, 7.7521434 48.588526, 7.752168 48.5885629)",,,8,,
9896741,False,Rue du Général Frère,residential,30,True,80.211,"LINESTRING (7.751685 48.5878393, 7.7513031 48.5872365, 7.7512635 48.587174)",,,8,,
15712613,True,Rue Sainte-Odile,residential,30,False,169.50300000000001,"LINESTRING (7.751685 48.5878393, 7.7516048 48.5878542, 7.7511245 48.587939, 7.7510664 48.5879501, 7.7497163 48.5882086, 7.7497075 48.5882109, 7.7496167 48.5882285, 7.7495776 48.5882359, 7.749545 48.5882488, 7.7494803 48.5882744)",,,,,
9896741,False,Rue du Général Frère,residential,30,True,87.956,"LINESTRING (7.752168 48.5885629, 7.7521434 48.588526, 7.7521222 48.5884942, 7.7520456 48.5883781, 7.7519327 48.5882093, 7.7519203 48.5881911, 7.7517294 48.5879071, 7.751685 48.5878393)",,,8,,
1228519416,False,Rue du Maréchal Foch,residential,30,False,96.25999999999999,"LINESTRING (7.752168 48.5885629, 7.7532942 48.5882383, 7.7533678 48.5882171)",,,7,,
1228519416,False,Rue du Maréchal Foch,residential,30,True,118.177,"LINESTRING (7.752168 48.5885629, 7.7520667 48.588592, 7.7508539 48.588941, 7.7506946 48.5889868)",,,7,,
15712944,False,Rue du Général de Castelnau,tertiary,50,False,119.38199999999999,"LINESTRING (7.7506946 48.5889868, 7.7505976 48.5889306, 7.7495938 48.5883427, 7.7494803 48.5882744)",2,,,,
1228519416,False,Rue du Maréchal Foch,residential,30,False,118.177,"LINESTRING (7.7506946 48.5889868, 7.7508539 48.588941, 7.7520667 48.588592, 7.752168 48.5885629)",,,7,,
104687530,True,Rue Auguste Lamey,residential,50,False,76.242,"LINESTRING (7.7559013 48.5883108, 7.7558286 48.5882045, 7.755474 48.5876861)",2,,,,
"[692635522, 684970195]",False,Avenue des Vosges,primary,50,True,97.85900000000001,"LINESTRING (7.7559013 48.5883108, 7.7561751 48.5882342, 7.756522 48.5881372, 7.7569293 48.5880218, 7.7571258 48.5879666)",3,,,,
"[788401718, 670521591]",False,Avenue des Vosges,primary,50,False,77.572,"LINESTRING (7.7559013 48.5883108, 7.7557271 48.588359, 7.7555717 48.5884019, 7.7555129 48.5884182, 7.7550184 48.5885549, 7.7549291 48.5885812)","['4', '5']",,,,
15727991,False,Rue du Général Gouraud,residential,50,False,85.014,"LINESTRING (7.7566732 48.5872631, 7.7567079 48.587317, 7.7570582 48.587861, 7.7570853 48.5879037, 7.7571258 48.5879666)",2,,,,
15727991,False,Rue du Général Gouraud,residential,50,True,82.559,"LINESTRING (7.7566732 48.5872631, 7.7566331 48.5872031, 7.756292 48.586692, 7.7562267 48.586582)",2,,,,
15726063,True,Rue de la Courtine,living_street,20,False,54.355000000000004,"LINESTRING (7.7560006 48.5838466, 7.7559414 48.5838171, 7.7558908 48.5837927, 7.7555404 48.5836203, 7.7554046 48.5835577)",,,,,
15726590,True,Quai Lezay Marnésia,living_street,20,False,174.987,"LINESTRING (7.7560006 48.5838466, 7.7559245 48.583915, 7.7551264 48.5846377, 7.7546266 48.5850712, 7.754578 48.5851076)",,,7,,
15043700,False,Quai des Pêcheurs,living_street,,False,11.107,"LINESTRING (7.7571541 48.5824288, 7.7571849 48.5824022, 7.7571959 48.5823923, 7.7572443 48.5823487)",,,,,
"[21381424, 1229871591]",False,"['Quai des Bateliers', 'Quai des Pêcheurs']",tertiary,30,True,32.782,"LINESTRING (7.7571541 48.5824288, 7.7571063 48.5824118, 7.7570567 48.5823981, 7.7569891 48.5823817, 7.7569097 48.582363, 7.7568523 48.5823434, 7.7567972 48.5823172, 7.7567607 48.5822957)",2,,6,,
15730882,True,Quai Sainte-Attale,living_street,20,False,184.10099999999997,"LINESTRING (7.7561829 48.5824836, 7.7562252 48.58252, 7.7566147 48.5829022, 7.7567566 48.5830367, 7.7567921 48.5831059, 7.7567663 48.5831705, 7.7564738 48.5834385, 7.7564168 48.5834876, 7.7560429 48.5838095, 7.7560006 48.5838466)",,,,,
"[39657152, 40472214, 1228519414]",True,"['Pont Saint-Guillaume', 'Rue de la Pierre Large']","['residential', 'living_street']","['20', '30']",False,47.441,"LINESTRING (7.7561829 48.5824836, 7.7562453 48.5824545, 7.7567068 48.5823134, 7.7567607 48.5822957)",,yes,5,,
15730768,True,Rue de la Pierre Large,living_street,20,False,50.144999999999996,"LINESTRING (7.7556371 48.5827534, 7.7558491 48.5826411, 7.7561346 48.5825089, 7.7561829 48.5824836)",,,7,,
10273498,True,Rue des Veaux,living_street,20,False,132.884,"LINESTRING (7.7542637 48.581997, 7.7543028 48.5820154, 7.754766 48.5822226, 7.7551957 48.582485, 7.7553121 48.5825767, 7.7554734 48.5827037, 7.7555349 48.5827335, 7.7556371 48.5827534)",,,,,
"[15730016, 15730015]",True,"['Quai au Sable', 'Rue des Écrivains']",living_street,20,False,114.72099999999999,"LINESTRING (7.7534707 48.5816144, 7.753466 48.5815975, 7.7534809 48.5815732, 7.753729 48.581231, 7.7537008 48.581188, 7.7533991 48.5810697, 7.7529747 48.5808965)",,,"['4', '3']",,
1268386904,True,Rue des Veaux,living_street,20,False,72.227,"LINESTRING (7.7534707 48.5816144, 7.7534957 48.5816306, 7.7542346 48.5819831, 7.7542637 48.581997)",,,,,
15729618,True,Rue des Écrivains,living_street,20,False,56.113,"LINESTRING (7.7525889 48.5827442, 7.7526185 48.5827079, 7.7527471 48.5825155, 7.7529065 48.5822855)",,,,,
15722167,True,Rue de la Comédie,living_street,20,False,110.09200000000001,"LINESTRING (7.7514033 48.5845792, 7.7509942 48.5851227, 7.7509745 48.5851433, 7.7509394 48.5851779, 7.7508232 48.5852955, 7.7508015 48.5853174, 7.7507623 48.5853421, 7.7507451 48.5853533, 7.7507105 48.58537, 7.7506834 48.5853818, 7.7506486 48.5853913, 7.7506135 48.5853963)",,,5.2,,
189722419,True,Rue Brûlée,living_street,20,False,148.648,"LINESTRING (7.7514033 48.5845792, 7.7513493 48.5845632, 7.7508982 48.5844084, 7.7506841 48.5843349, 7.750341 48.5842184, 7.7501108 48.5841317, 7.7498477 48.5840355, 7.749772 48.5840053, 7.7497061 48.5839748, 7.7496709 48.5839495, 7.7496457 48.5839287)",,,,,
15729071,True,Rue du Dôme,living_street,20,False,60.516,"LINESTRING (7.7496457 48.5839287, 7.7491939 48.5842755, 7.7490934 48.5843307)",,,,,
12855783,False,Rue des Clarisses,living_street,20,False,128.397,"LINESTRING (7.7511647 48.5866934, 7.7511468 48.5866662, 7.7511201 48.5866241, 7.7510581 48.5865334, 7.7510377 48.5865094, 7.7510023 48.586481, 7.750962 48.5864546, 7.7499837 48.5859835, 7.7498885 48.5859383)",2,,,,
"[371354128, 1022173042, 1022173043]",True,Quai Schoepflin,living_street,20,False,108.18799999999999,"LINESTRING (7.7511647 48.5866934, 7.7513079 48.5866576, 7.7516729 48.5865543, 7.7518792 48.5864704, 7.7523528 48.5863105, 7.7523891 48.5862982, 7.7524859 48.5862695)",,,,,
12855783,False,Rue des Clarisses,living_street,20,True,128.397,"LINESTRING (7.7498885 48.5859383, 7.7499837 48.5859835, 7.750962 48.5864546, 7.7510023 48.586481, 7.7510377 48.5865094, 7.7510581 48.5865334, 7.7511201 48.5866241, 7.7511468 48.5866662, 7.7511647 48.5866934)",2,,,,
15720085,False,Rue de la Fonderie,living_street,20,False,83.36,"LINESTRING (7.7498885 48.5859383, 7.7504345 48.5854368, 7.7504797 48.5854075, 7.7505313 48.5853982, 7.7506135 48.5853963)",2,,11.8,,
15720085,False,Rue de la Fonderie,living_street,20,True,18.717,"LINESTRING (7.7498885 48.5859383, 7.7498215 48.5859975, 7.7497359 48.586073)",2,,11.8,,
53882423,True,Rue de la Râpe,living_street,20,False,61.93599999999999,"LINESTRING (7.7525564 48.5815081, 7.7525685 48.5815269, 7.7528753 48.5816425, 7.7532064 48.581777, 7.753266 48.5818006)",,,,,
625606411,False,Rue du Bain-aux-Roses,living_street,20,True,74.85900000000001,"LINESTRING (7.7525564 48.5815081, 7.7525564 48.5814874, 7.7525909 48.5814398, 7.7526965 48.5812964, 7.7529747 48.5808965)",,,,,
15043700,False,Quai des Pêcheurs,living_street,,True,11.107,"LINESTRING (7.7572443 48.5823487, 7.7571959 48.5823923, 7.7571849 48.5824022, 7.7571541 48.5824288)",,,,,
"[13864920, 709676959]",True,Rue Munch,"['residential', 'living_street']","['20', '30']",False,91.216,"LINESTRING (7.7571704 48.5815309, 7.757172 48.5816352, 7.757177 48.5817166, 7.7571924 48.5820094, 7.757225 48.5822932, 7.7572443 48.5823487)",,,5,,
"[139716045, 161591533, 139715983, 264964637, 8463390]",False,Quai Lezay Marnésia,living_street,20,False,206.846,"LINESTRING (7.7524859 48.5862695, 7.7525481 48.5862508, 7.752594 48.5862369, 7.7526327 48.5862258, 7.752689 48.5862091, 7.7532556 48.5860187, 7.7534319 48.5859603, 7.7537179 48.5858667, 7.7537562 48.5858497, 7.7537881 48.5858305, 7.7539837 48.5856517, 7.754523 48.5851569, 7.754578 48.5851076)",,,"['8', '6']",,
"[15804418, 15804419, 448150412, 15722621]",True,"['Pont du Théatre', 'Pont du Théâtre', 'Quai Schoepflin', 'Quai Jacques Sturm']",tertiary,30,False,54.091,"LINESTRING (7.7524859 48.5862695, 7.7525709 48.5863056, 7.7529689 48.5864794, 7.7529869 48.5864876, 7.7530993 48.5865378)",1,yes,"['3', '5.9']",,
8463402,False,Rue André Malraux,unclassified,50,True,108.838,"LINESTRING (7.7562267 48.586582, 7.7561354 48.5864413, 7.75567 48.5857306, 7.7556352 48.5856849)",2,,,,
15727991,False,Rue du Général Gouraud,residential,50,False,82.559,"LINESTRING (7.7562267 48.586582, 7.756292 48.586692, 7.7566331 48.5872031, 7.7566732 48.5872631)",2,,,,
"[273941216, 1227681925]",False,Avenue Victor Schoelcher,tertiary,50,False,109.408,"LINESTRING (7.7562267 48.586582, 7.756049 48.5866325, 7.7551802 48.5868761, 7.7550456 48.5869138, 7.755029 48.5869176, 7.7549961 48.586928, 7.7549638 48.5869368, 7.7549121 48.5869503, 7.7548566 48.5869649)",4,,,,
"[1228519415, 359334943]",True,Place de la République,tertiary,50,False,108.01100000000001,"LINESTRING (7.7548566 48.5869649, 7.7548895 48.5870197, 7.7549237 48.5871048, 7.7549386 48.587284, 7.7548954 48.5874282, 7.7548046 48.5875624, 7.7546345 48.5877039, 7.7545504 48.5877512, 7.7544272 48.5878039)",2,,,,roundabout
"[273941216, 1227681925]",False,Avenue Victor Schoelcher,tertiary,50,True,109.40799999999999,"LINESTRING (7.7548566 48.5869649, 7.7549121 48.5869503, 7.7549638 48.5869368, 7.7549961 48.586928, 7.755029 48.5869176, 7.7550456 48.5869138, 7.7551802 48.5868761, 7.756049 48.5866325, 7.7562267 48.586582)",4,,,,
1228519413,True,Rue des Écrivains,living_street,20,False,25.618000000000002,"LINESTRING (7.753266 48.5818006, 7.7533163 48.5817486, 7.7534707 48.5816144)",,,,,
625606411,False,Rue du Bain-aux-Roses,living_street,20,False,74.85900000000001,"LINESTRING (7.7529747 48.5808965, 7.7526965 48.5812964, 7.7525909 48.5814398, 7.7525564 48.5814874, 7.7525564 48.5815081)",,,,,
15731524,True,Rue des Étudiants,living_street,20,False,57.254999999999995,"LINESTRING (7.7490934 48.5843307, 7.7490159 48.5842816, 7.7489268 48.5842252, 7.7485164 48.5840664, 7.7484516 48.5840452)",,,,,
39541538,False,Place Broglie,living_street,20,False,27.15,"LINESTRING (7.7490934 48.5843307, 7.7488978 48.5844065, 7.748785 48.584464)",,,,,
"[15804532, 20317241, 1099779427, 15731524]",True,"['Place du Temple Neuf', 'Rue du Temple Neuf', 'Rue des Étudiants']",living_street,20,False,313.527,"LINESTRING (7.7484516 48.5840452, 7.7483213 48.5839993, 7.7481897 48.5839545, 7.7477867 48.5838074, 7.7477662 48.5837887, 7.7477642 48.5837713, 7.7477671 48.5837528, 7.747929 48.5834186, 7.7479436 48.5833867, 7.7479881 48.5833072, 7.7481539 48.5830005, 7.7481799 48.5830094, 7.7485571 48.5831137, 7.7492553 48.5833046, 7.7492751 48.5833381, 7.7493316 48.5834337, 7.7496129 48.5838941, 7.7496457 48.5839287)",,,"['8', '6']",,
"[15804641, 39537919]",True,"[""Rue de l'Église"", 'Place des Étudiants']",living_street,20,False,204.691,"LINESTRING (7.7484516 48.5840452, 7.7481762 48.5840459, 7.7477721 48.5840571, 7.7474689 48.5840634, 7.7474278 48.5841142, 7.7473832 48.5842159, 7.7473811 48.5842464, 7.7473897 48.5842749, 7.7473982 48.5843028, 7.7474111 48.5843456, 7.7474036 48.5843872, 7.7473089 48.5847061, 7.7470376 48.5851475, 7.7470081 48.5851955)",,,,,
15720085,False,Rue de la Fonderie,living_street,20,True,39.457,"LINESTRING (7.7497359 48.586073, 7.7494219 48.5863607)",2,,11.8,,
15804686,False,Passage Walter Benjamin,living_street,20,False,31.097,"LINESTRING (7.7497359 48.586073, 7.7494076 48.5858968)",,,,,
15720085,False,Rue de la Fonderie,living_street,20,False,18.717,"LINESTRING (7.7497359 48.586073, 7.7498215 48.5859975, 7.7498885 48.5859383)",2,,11.8,,
15804686,False,Passage Walter Benjamin,living_street,20,True,31.097,"LINESTRING (7.7494076 48.5858968, 7.7497359 48.586073)",,,,,
12855785,True,Quai Schoepflin,living_street,20,False,91.685,"LINESTRING (7.7467354 48.5865591, 7.7468512 48.5865945, 7.7478757 48.5868921)",,,6,no,
"[104722210, 15804691, 123313767]",False,"['Rue du Faubourg de Pierre', 'Rue de la Nuée Bleue']",living_street,20,"[False, True]",51.446000000000005,"LINESTRING (7.7467354 48.5865591, 7.7466989 48.5866198, 7.7465248 48.5869368, 7.7464944 48.5869934)",3,yes,,,
123313766,False,Rue de la Nuée Bleue,living_street,20,False,22.262,"LINESTRING (7.7467354 48.5865591, 7.7467806 48.5864788, 7.746845 48.5863725)",,,,,
643085706,False,Quai Kellermann,living_street,20,True,84.941,"LINESTRING (7.7467354 48.5865591, 7.7465813 48.5865158, 7.746354 48.5864461, 7.7461831 48.5863922, 7.7456968 48.5862258)",,,,,
12855785,True,Quai Schoepflin,living_street,20,False,63.24999999999999,"LINESTRING (7.7479285 48.5869067, 7.7480816 48.5869526, 7.7482056 48.5869834, 7.7482794 48.5869981, 7.7483703 48.58701, 7.7484389 48.5870109, 7.7485062 48.5870074, 7.74862 48.5869924, 7.7487532 48.5869699)",,,6,no,
