osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,access,bridge,width,junction
26955885,Tower Street,tertiary,,False,True,42.022999999999996,"LINESTRING (-3.1062531 51.0142945, -3.1063 51.0142196, -3.1063579 51.0141622, -3.1063732 51.0141466, -3.1063936 51.0141257, -3.106479 51.0140318, -3.106545 51.0139653)",,3,,,,
"[29215235, 343186251, 1226341523, 146351222, 27411835, 585960607]","['Fore Street', 'Corporation Street']",tertiary,30 mph,False,"[False, True]",253.84500000000003,"LINESTRING (-3.1062531 51.0142945, -3.1060334 51.014347, -3.1055513 51.014424, -3.1054731 51.0144366, -3.1052855 51.0144685, -3.1049625 51.014525, -3.1046957 51.0145741, -3.1045192 51.0146058, -3.1043746 51.0146349, -3.1041831 51.0146555, -3.1040063 51.0146666, -3.1039065 51.0146561, -3.1037763 51.0146294, -3.1036488 51.0145997, -3.1035717 51.0145683, -3.1034838 51.0145517, -3.1034443 51.0145532, -3.1033644 51.0145657, -3.1032526 51.0146096, -3.1031944 51.0146516, -3.1031133 51.014754, -3.1030513 51.014829, -3.1030116 51.0148759)",,2,,,,
27411836,Tower Street,tertiary,,False,False,44.512,"LINESTRING (-3.1062531 51.0142945, -3.1062955 51.0143553, -3.1063323 51.0144344, -3.1063418 51.0145436, -3.1063591 51.0146853)",,,,,,
"[744154336, 744154337, 744154338, 26995510]",Hammet Street,unclassified,30 mph,True,False,123.315,"LINESTRING (-3.1012568 51.0154645, -3.1013589 51.0154599, -3.10151 51.0154136, -3.1019363 51.0152826, -3.1020936 51.015234, -3.1023481 51.0151524, -3.1026768 51.0150484, -3.1027391 51.0150207, -3.1028442 51.0149949)",,1,,,,
"[146351232, 585958804, 585958706, 27351372]","['Church Square', 'Whirligig Lane']",unclassified,30 mph,False,False,98.624,"LINESTRING (-3.1012568 51.0154645, -3.1012397 51.0155054, -3.1012374 51.0155201, -3.101233 51.0155485, -3.1012257 51.0155963, -3.1012198 51.015635, -3.1012198 51.0156625, -3.1012198 51.0156795, -3.1012318 51.0156969, -3.101243 51.0157291, -3.1012875 51.0158062, -3.1013472 51.0158863, -3.1014358 51.0159955, -3.1015306 51.0161104, -3.1016709 51.0160681, -3.1017457 51.0160449, -3.1017792 51.016005)",,,,,,
"[146351219, 585958997, 26995511]","['Church Square', 'Magdalene Street']",unclassified,30 mph,False,True,233.224,"LINESTRING (-3.1012568 51.0154645, -3.1012235 51.0154546, -3.1011678 51.0154297, -3.1011035 51.0153908, -3.101035 51.0153581, -3.1009631 51.0153432, -3.1008866 51.0153409, -3.1007562 51.0153564, -3.1006887 51.0153684, -3.1006501 51.0153753, -3.1003199 51.0154594, -3.100141 51.0154991, -3.0999764 51.0155643, -3.0997989 51.0156501, -3.099674 51.0157085, -3.0996104 51.0157317, -3.0995492 51.0157583, -3.0994536 51.0157998, -3.0992984 51.0158769, -3.0992269 51.0159105, -3.0990509 51.0159777, -3.0988937 51.0160316, -3.0988754 51.0160379, -3.0986785 51.0160973, -3.0983506 51.0161956)",,,,,,
"[165399825, 273261617]",Hurdle Way,primary,30 mph,False,True,36.039,"LINESTRING (-3.0972163 51.0148918, -3.097244 51.014812, -3.0972496 51.0147535, -3.0972237 51.0145704)",A38,4,,,,
"[585959427, 585959428, 9961261, 857005264, 857005265, 585959220, 146351220, 184629270]","['Fore Street', 'East Street']",primary,30 mph,False,True,422.9820000000001,"LINESTRING (-3.0972163 51.0148918, -3.0976399 51.0149068, -3.0979044 51.0148929, -3.0982266 51.0148566, -3.0985786 51.0148122, -3.0987201 51.0147865, -3.0988074 51.0147721, -3.0988861 51.0147591, -3.099198 51.0146938, -3.0992822 51.0146768, -3.0997718 51.0145777, -3.1000848 51.0145117, -3.1003372 51.0144605, -3.1005323 51.0144256, -3.100759 51.0143958, -3.1008254 51.0143885, -3.1009282 51.0143814, -3.1011511 51.014376, -3.101334 51.0143787, -3.1015706 51.0143915, -3.1017588 51.014405, -3.1018844 51.0144229, -3.1019854 51.0144384, -3.102075 51.0144551, -3.1021497 51.0144852, -3.1022198 51.0145075, -3.1023806 51.0145799, -3.102438 51.0146217, -3.1025065 51.0146708, -3.1026603 51.0147802, -3.1027419 51.0148371, -3.1028556 51.0148985)",A3027,"['3', '2']",,,,
585959221,East Reach,primary,30 mph,False,True,21.598,"LINESTRING (-3.0972163 51.0148918, -3.0970827 51.0149012, -3.0969121 51.0149237)",A38,5,,,,
170780018,Silver Street,secondary,30 mph,False,True,32.138,"LINESTRING (-3.0965284 51.0131663, -3.0966898 51.0134369)",B3170,,,,,
170780018,Silver Street,secondary,30 mph,False,False,32.138,"LINESTRING (-3.0966898 51.0134369, -3.0965284 51.0131663)",B3170,,,,,
11091031,Mansfield Road,secondary,30 mph,True,False,16.358,"LINESTRING (-3.0966898 51.0134369, -3.0967532 51.013469, -3.0968056 51.0134849, -3.0968982 51.013496)",B3170,2,,,,
11092178,The Mount,residential,,False,False,53.29,"LINESTRING (-3.1001667 51.0127453, -3.1001628 51.0126982, -3.1001633 51.012665, -3.1001505 51.0125958, -3.1001026 51.0125209, -3.0999953 51.0124214, -3.0999686 51.0124072, -3.0999129 51.0123775, -3.0998426 51.0123365)",,,,,,
12598796,Billetfield,primary,30 mph,False,False,101.522,"LINESTRING (-3.1001667 51.0127453, -3.0998675 51.0127798, -3.0997228 51.0128141, -3.0995409 51.0128848, -3.0993962 51.0129615, -3.0993674 51.0129818, -3.0992723 51.0130487, -3.0991479 51.013157, -3.0990151 51.0132434)",A38,3,,,,
12598796,Billetfield,primary,30 mph,False,True,30.692999999999998,"LINESTRING (-3.1001667 51.0127453, -3.100525 51.0127236, -3.1006037 51.0127215)",A38,3,,,,
87668409,Mount Street,residential,,False,False,346.138,"LINESTRING (-3.0987849 51.0105013, -3.0989504 51.0105086, -3.0993713 51.0105891, -3.0994348 51.0106039, -3.0998099 51.0106911, -3.1000134 51.0107384, -3.1003153 51.0108085, -3.100722 51.0109044, -3.1012776 51.0111104, -3.1017686 51.0113233, -3.1019665 51.0114393, -3.1022325 51.0116573, -3.1026488 51.0120217, -3.1027326 51.0121013, -3.1027669 51.012152)",,,,,,
87668409,Mount Street,residential,,False,True,22.948999999999998,"LINESTRING (-3.0987849 51.0105013, -3.0986415 51.0105222, -3.0984904 51.0105847)",,,,,,
42719002,Upper High Street,primary,30 mph,False,True,197.47199999999998,"LINESTRING (-3.1027669 51.012152, -3.1028652 51.012118, -3.1029852 51.0120813, -3.1031092 51.0120495, -3.1033182 51.0119972, -3.1039847 51.0118447, -3.1046597 51.0117053, -3.1049666 51.0116506, -3.1051409 51.0116458, -3.1051864 51.0116445, -3.1054453 51.0116563)",A38,2,,,,
87668409,Mount Street,residential,,False,True,346.13800000000003,"LINESTRING (-3.1027669 51.012152, -3.1027326 51.0121013, -3.1026488 51.0120217, -3.1022325 51.0116573, -3.1019665 51.0114393, -3.1017686 51.0113233, -3.1012776 51.0111104, -3.100722 51.0109044, -3.1003153 51.0108085, -3.1000134 51.0107384, -3.0998099 51.0106911, -3.0994348 51.0106039, -3.0993713 51.0105891, -3.0989504 51.0105086, -3.0987849 51.0105013)",,,,,,
"[184629273, 146351226]",Mary Street,primary,30 mph,False,False,164.937,"LINESTRING (-3.1027669 51.012152, -3.1024836 51.0122412, -3.102439 51.0122552, -3.1018892 51.0124282, -3.1018457 51.0124419, -3.101761 51.0124686, -3.1013175 51.012593, -3.1009283 51.0126854, -3.1008562 51.0127017, -3.1007465 51.0127138, -3.1006037 51.0127215)",A38,"['3', '2']",,,,
26955887,The Crescent,tertiary,30 mph,False,False,146.514,"LINESTRING (-3.1054453 51.0116563, -3.1054268 51.011707, -3.1053825 51.011877, -3.1053692 51.0120036, -3.1053982 51.012127, -3.1054292 51.012196, -3.1054345 51.0122077, -3.1055143 51.0123852, -3.1055699 51.0125089, -3.1056596 51.0127147, -3.1057461 51.0129131, -3.1057508 51.0129239, -3.1057569 51.0129379)",,2,,,,
42719002,Upper High Street,primary,30 mph,False,False,197.47199999999998,"LINESTRING (-3.1054453 51.0116563, -3.1051864 51.0116445, -3.1051409 51.0116458, -3.1049666 51.0116506, -3.1046597 51.0117053, -3.1039847 51.0118447, -3.1033182 51.0119972, -3.1031092 51.0120495, -3.1029852 51.0120813, -3.1028652 51.012118, -3.1027669 51.012152)",A38,2,,,,
"[31235484, 298820141]",Upper High Street,primary,30 mph,False,True,177.02500000000003,"LINESTRING (-3.1054453 51.0116563, -3.1056384 51.0116884, -3.1056802 51.0116954, -3.1057848 51.0117305, -3.1059309 51.0117825, -3.106095 51.0118471, -3.1062587 51.0119264, -3.106562 51.0120481, -3.1067794 51.0121379, -3.1069213 51.012183, -3.1069468 51.0121911, -3.1070909 51.0122243, -3.1072241 51.0122495, -3.1074051 51.0122746, -3.1077207 51.0122755)",A38,2,,,,
26955887,The Crescent,tertiary,30 mph,False,False,112.01100000000001,"LINESTRING (-3.1057569 51.0129379, -3.1057933 51.0130038, -3.1058882 51.0131761, -3.1061213 51.0135988, -3.1061717 51.0136842, -3.1062635 51.0137956, -3.1062852 51.0138168, -3.1063119 51.0138376, -3.1063581 51.013864)",,2,,,,
26955887,The Crescent,tertiary,30 mph,False,True,146.51399999999998,"LINESTRING (-3.1057569 51.0129379, -3.1057508 51.0129239, -3.1057461 51.0129131, -3.1056596 51.0127147, -3.1055699 51.0125089, -3.1055143 51.0123852, -3.1054345 51.0122077, -3.1054292 51.012196, -3.1053982 51.012127, -3.1053692 51.0120036, -3.1053825 51.011877, -3.1054268 51.011707, -3.1054453 51.0116563)",,2,,,,
26955888,Crescent Way,unclassified,,False,False,63.14199999999999,"LINESTRING (-3.1057569 51.0129379, -3.1056847 51.0129517, -3.1052754 51.0130321, -3.1050505 51.0130876, -3.1049718 51.0131117, -3.1049192 51.01314)",,,,,,
27411833,Compass Hill,primary,30 mph,True,False,26.535,"LINESTRING (-3.1095436 51.0123099, -3.1098109 51.0124792)",A38,1,,,,
172289346,St Johns Road,residential,,True,False,8.004,"LINESTRING (-3.1088346 51.0133188, -3.1088264 51.013247)",,,,,,
"[172289345, 27406721]",Park Street,tertiary,30 mph,True,False,55.079,"LINESTRING (-3.1088346 51.0133188, -3.1087443 51.0133264, -3.1086165 51.0133371, -3.1084059 51.0133746, -3.1080726 51.0134385)",,"['1', '2']",,,,
28148919,St Johns Road,residential,,False,True,151.43,"LINESTRING (-3.1088346 51.0133188, -3.1088517 51.0133599, -3.1088966 51.0134555, -3.1090163 51.013677, -3.1091009 51.0138192, -3.1091387 51.0138853, -3.1091669 51.0139298, -3.1093116 51.0141863, -3.1094611 51.0144565, -3.1095187 51.0145517, -3.1095403 51.0146056)",,1,,,,
719501782,Priory Avenue,residential,30 mph,False,False,62.974,"LINESTRING (-3.0985653 51.0183742, -3.0976907 51.0185085)",,2,,,,
26644578,Gyffarde Street,residential,30 mph,False,False,108.443,"LINESTRING (-3.0985653 51.0183742, -3.0985411 51.0183407, -3.097702 51.0176121, -3.0976664 51.0175805)",,,,,,
719501782,Priory Avenue,residential,30 mph,False,True,120.184,"LINESTRING (-3.0985653 51.0183742, -3.0986309 51.018363, -3.0987378 51.0183423, -3.0988235 51.0183205, -3.0989491 51.0182721, -3.0991014 51.0182026, -3.0992362 51.0181412, -3.0995682 51.0179881, -3.0999246 51.0178312, -3.0999953 51.0177891)",,2,,,,
6060246,St James Street,residential,30 mph,False,True,140.094,"LINESTRING (-3.0999953 51.0177891, -3.1001042 51.0177698, -3.1003451 51.0177182, -3.1004819 51.0176859, -3.1007928 51.0176126, -3.1011878 51.0175186, -3.1014644 51.0174531, -3.1016019 51.0174201, -3.1017957 51.017378, -3.1018499 51.0173795, -3.101878 51.01739)",,,,,,
14298452,Canon Street,unclassified,30 mph,False,False,44.730000000000004,"LINESTRING (-3.0999953 51.0177891, -3.099952 51.0177313, -3.0999182 51.0177011, -3.0998282 51.0176378, -3.0996109 51.0174699)",,,,,,
719501782,Priory Avenue,residential,30 mph,False,False,120.18399999999998,"LINESTRING (-3.0999953 51.0177891, -3.0999246 51.0178312, -3.0995682 51.0179881, -3.0992362 51.0181412, -3.0991014 51.0182026, -3.0989491 51.0182721, -3.0988235 51.0183205, -3.0987378 51.0183423, -3.0986309 51.018363, -3.0985653 51.0183742)",,2,,,,
14297788,St Augustine Street,residential,30 mph,False,False,86.56,"LINESTRING (-3.0976907 51.0185085, -3.0969612 51.0178797)",,,,,,
27261283,Priory Avenue,residential,30 mph,False,False,64.783,"LINESTRING (-3.0976907 51.0185085, -3.0967913 51.0186475)",,2,,,,
719501782,Priory Avenue,residential,30 mph,False,True,62.974,"LINESTRING (-3.0976907 51.0185085, -3.0985653 51.0183742)",,2,,,,
27261283,Priory Avenue,residential,30 mph,False,True,64.783,"LINESTRING (-3.0967913 51.0186475, -3.0976907 51.0185085)",,2,,,,
"[14298032, 14298042, 14297967]","['Hugo Street', 'Cranmer Road', 'Winchester Street']",residential,30 mph,False,False,512.049,"LINESTRING (-3.0967913 51.0186475, -3.0967592 51.0186187, -3.0966417 51.0185192, -3.0958073 51.0178036, -3.0953025 51.0173749, -3.0950516 51.0171615, -3.0949854 51.017096, -3.0949175 51.0170017, -3.0948749 51.016965, -3.0948268 51.0169507, -3.094632 51.0170017, -3.0944085 51.0170783, -3.0941903 51.0171409, -3.0940862 51.0171831, -3.0940499 51.0172198, -3.0940622 51.0172749, -3.0950017 51.018107, -3.0953313 51.0183897, -3.0957681 51.018768, -3.0958078 51.0187994)",,,,,,
27261283,Priory Avenue,residential,30 mph,False,False,70.838,"LINESTRING (-3.0967913 51.0186475, -3.0963369 51.0187177, -3.0958078 51.0187994)",,2,,,,
"[14298032, 14298042, 14297967]","['Hugo Street', 'Cranmer Road', 'Winchester Street']",residential,30 mph,False,True,512.049,"LINESTRING (-3.0958078 51.0187994, -3.0957681 51.018768, -3.0953313 51.0183897, -3.0950017 51.018107, -3.0940622 51.0172749, -3.0940499 51.0172198, -3.0940862 51.0171831, -3.0941903 51.0171409, -3.0944085 51.0170783, -3.094632 51.0170017, -3.0948268 51.0169507, -3.0948749 51.016965, -3.0949175 51.0170017, -3.0949854 51.017096, -3.0950516 51.0171615, -3.0953025 51.0173749, -3.0958073 51.0178036, -3.0966417 51.0185192, -3.0967592 51.0186187, -3.0967913 51.0186475)",,,,,,
27261283,Priory Avenue,residential,30 mph,False,True,70.838,"LINESTRING (-3.0958078 51.0187994, -3.0963369 51.0187177, -3.0967913 51.0186475)",,2,,,,
14359168,Duke Street,residential,30 mph,False,False,60.838,"LINESTRING (-3.0983506 51.0161956, -3.0982234 51.0162118, -3.097864 51.0162329, -3.0977746 51.0162375, -3.0974863 51.0162522)",,,,,,
"[146351219, 585958997, 26995511]","['Church Square', 'Magdalene Street']",unclassified,30 mph,False,False,233.22399999999996,"LINESTRING (-3.0983506 51.0161956, -3.0986785 51.0160973, -3.0988754 51.0160379, -3.0988937 51.0160316, -3.0990509 51.0159777, -3.0992269 51.0159105, -3.0992984 51.0158769, -3.0994536 51.0157998, -3.0995492 51.0157583, -3.0996104 51.0157317, -3.099674 51.0157085, -3.0997989 51.0156501, -3.0999764 51.0155643, -3.100141 51.0154991, -3.1003199 51.0154594, -3.1006501 51.0153753, -3.1006887 51.0153684, -3.1007562 51.0153564, -3.1008866 51.0153409, -3.1009631 51.0153432, -3.101035 51.0153581, -3.1011035 51.0153908, -3.1011678 51.0154297, -3.1012235 51.0154546, -3.1012568 51.0154645)",,,,,,
585958598,Canon Street,unclassified,30 mph,False,True,166.911,"LINESTRING (-3.0983506 51.0161956, -3.0983712 51.0162219, -3.0988585 51.0167199, -3.0994606 51.017329, -3.0996109 51.0174699)",,,,,,
27402744,Hurdle Way,primary,30 mph,False,False,21.589,"LINESTRING (-3.0982717 51.0134849, -3.0981231 51.0135311, -3.0980976 51.0135398, -3.09808 51.0135458, -3.0979991 51.0135757)",A38,4,,,,
"[123841443, 184629271]",Hurdle Way,primary,30 mph,False,True,56.196,"LINESTRING (-3.0982717 51.0134849, -3.0985981 51.0134022, -3.0987523 51.0133569, -3.0987872 51.0133466, -3.0988896 51.0133071, -3.0989869 51.0132602)",A38,"['4', '3']",,,,
12598796,Billetfield,primary,30 mph,False,True,2.717,"LINESTRING (-3.0989869 51.0132602, -3.0990151 51.0132434)",A38,3,,,,
26120389,Billet Street,unclassified,30 mph,False,False,102.05000000000001,"LINESTRING (-3.0989869 51.0132602, -3.0990266 51.0132879, -3.0991306 51.0133552, -3.099356 51.0135723, -3.0997796 51.0139802, -3.0998159 51.0140131)",,,,,,
"[123841443, 184629271]",Hurdle Way,primary,30 mph,False,False,56.196,"LINESTRING (-3.0989869 51.0132602, -3.0988896 51.0133071, -3.0987872 51.0133466, -3.0987523 51.0133569, -3.0985981 51.0134022, -3.0982717 51.0134849)",A38,"['4', '3']",,,,
93009240,Wood Street,residential,,False,True,43.959,"LINESTRING (-3.1064725 51.0187643, -3.1066221 51.0188761, -3.1067603 51.0189499, -3.1068283 51.0189863, -3.1069394 51.0190231)",,,,,,
120065488,Wood Street,residential,,False,False,112.293,"LINESTRING (-3.1064725 51.0187643, -3.1068214 51.0185149, -3.1074974 51.0179873)",,,,,,
169492141,Yarde Place,residential,30 mph,True,False,136.429,"LINESTRING (-3.1064725 51.0187643, -3.1061136 51.018491, -3.1057381 51.018202, -3.1053688 51.0179219, -3.1053328 51.0178659, -3.1053114 51.0178514, -3.1052477 51.0178136)",,1,,,,
26554458,Upper Wood Street,residential,,False,False,60.614,"LINESTRING (-3.1082758 51.0181898, -3.1090284 51.01846)",,,,,,
26554504,Portland Street,residential,,False,True,148.604,"LINESTRING (-3.1082758 51.0181898, -3.1093363 51.0170318)",,,,,,
26554458,Upper Wood Street,residential,,False,True,59.791,"LINESTRING (-3.1082758 51.0181898, -3.1082342 51.0181867, -3.1081569 51.0181808, -3.108007 51.0181605, -3.1078013 51.0181072, -3.107633 51.0180476, -3.1074974 51.0179873)",,,,,,
26554458,Upper Wood Street,residential,,False,True,60.614,"LINESTRING (-3.1090284 51.01846, -3.1082758 51.0181898)",,,,,,
30956032,Northfield Road,residential,,False,False,17.603,"LINESTRING (-3.1090284 51.01846, -3.1092495 51.0185356)",,,,,,
26554493,Cleveland Street,residential,,False,False,144.164,"LINESTRING (-3.1090284 51.01846, -3.109284 51.0181923, -3.1095378 51.0178891, -3.1100402 51.0173308)",,,,,,
26554503,Clarence Street,residential,,False,False,59.412,"LINESTRING (-3.1100402 51.0173308, -3.1093363 51.0170318)",,,,,,
26554493,Cleveland Street,residential,,False,True,144.164,"LINESTRING (-3.1100402 51.0173308, -3.1095378 51.0178891, -3.109284 51.0181923, -3.1090284 51.01846)",,,,,,
26554503,Clarence Street,residential,,False,True,59.412,"LINESTRING (-3.1093363 51.0170318, -3.1100402 51.0173308)",,,,,,
26554504,Portland Street,residential,,False,False,148.604,"LINESTRING (-3.1093363 51.0170318, -3.1082758 51.0181898)",,,,,,
26554503,Clarence Street,residential,,False,False,131.321,"LINESTRING (-3.1093363 51.0170318, -3.1092337 51.0169933, -3.108852 51.0168618, -3.1083829 51.0166848, -3.108131 51.0165941, -3.1080557 51.0165779, -3.1076499 51.0165801)",,,,,,
26542705,Wood Street,residential,30 mph,False,False,20.802,"LINESTRING (-3.1074974 51.0179873, -3.1073898 51.0179242, -3.1072444 51.0179003)",,,,,,
26554458,Upper Wood Street,residential,,False,False,59.791,"LINESTRING (-3.1074974 51.0179873, -3.107633 51.0180476, -3.1078013 51.0181072, -3.108007 51.0181605, -3.1081569 51.0181808, -3.1082342 51.0181867, -3.1082758 51.0181898)",,,,,,
120065488,Wood Street,residential,,False,True,112.293,"LINESTRING (-3.1074974 51.0179873, -3.1068214 51.0185149, -3.1064725 51.0187643)",,,,,,
26674234,Pollards Way,residential,,False,False,27.221,"LINESTRING (-3.1072444 51.0179003, -3.1074091 51.0176785)",,,,,,
26542705,Wood Street,residential,30 mph,False,False,53.073,"LINESTRING (-3.1072444 51.0179003, -3.1068729 51.0178975, -3.1064865 51.0178818)",,,,,,
26542705,Wood Street,residential,30 mph,False,True,20.802,"LINESTRING (-3.1072444 51.0179003, -3.1073898 51.0179242, -3.1074974 51.0179873)",,,,,,
"[87668409, 11092178, 469048803]","['The Mount', 'Mountway', 'Mount Street']",residential,,False,False,255.33300000000003,"LINESTRING (-3.0998426 51.0123365, -3.0997821 51.0122962, -3.0993817 51.0119556, -3.0993157 51.0118957, -3.0988223 51.0115095, -3.0986455 51.0113711, -3.0986116 51.0113439, -3.0980549 51.0108971, -3.0980084 51.0108707, -3.0980376 51.0108069, -3.0980838 51.0107688, -3.0981626 51.0107316, -3.0982672 51.0106822, -3.0984904 51.0105847)",,,,,,
11092178,The Mount,residential,,False,True,53.29,"LINESTRING (-3.0998426 51.0123365, -3.0999129 51.0123775, -3.0999686 51.0124072, -3.0999953 51.0124214, -3.1001026 51.0125209, -3.1001505 51.0125958, -3.1001633 51.012665, -3.1001628 51.0126982, -3.1001667 51.0127453)",,,,,,
26544423,St Georges Square,residential,,False,False,55.337,"LINESTRING (-3.0998426 51.0123365, -3.0998686 51.012215, -3.0999235 51.0120575, -3.0999305 51.0119969, -3.0999225 51.0119508, -3.0998728 51.0118488)",,,,,,
26544432,St Georges Square,residential,,False,False,111.488,"LINESTRING (-3.0998728 51.0118488, -3.1013536 51.0114783)",,,,,,
393237850,St Georges Mews,residential,,False,False,42.465,"LINESTRING (-3.0998728 51.0118488, -3.0997077 51.0114813)",,,,,,
26544423,St Georges Square,residential,,False,True,55.336999999999996,"LINESTRING (-3.0998728 51.0118488, -3.0999225 51.0119508, -3.0999305 51.0119969, -3.0999235 51.0120575, -3.0998686 51.012215, -3.0998426 51.0123365)",,,,,,
393237850,St Georges Mews,residential,,False,True,42.465,"LINESTRING (-3.0997077 51.0114813, -3.0998728 51.0118488)",,,,,,
26544432,St Georges Square,residential,,False,True,111.488,"LINESTRING (-3.1013536 51.0114783, -3.0998728 51.0118488)",,,,,,
273651892,St Georges Square,residential,,False,False,7.242,"LINESTRING (-3.1013536 51.0114783, -3.1013701 51.011414)",,,,,,
273651892,St Georges Square,residential,,False,True,9.749,"LINESTRING (-3.1013536 51.0114783, -3.1014558 51.0115379)",,,,,,
