osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,width,access
23534884,False,2,,tertiary,30 mph,True,109.858,"LINESTRING (-5.1164978 56.8135368, -5.1164114 56.8136977, -5.1162965 56.8138836, -5.1161736 56.814044, -5.1159188 56.8143739, -5.1158885 56.8144643)",Lundavra Road,,,
23547343,False,,,tertiary,30 mph,False,256.086,"LINESTRING (-5.1164978 56.8135368, -5.1163082 56.813601, -5.1159639 56.8138009, -5.1152629 56.8141709, -5.1151688 56.8142242, -5.1148381 56.8144113, -5.1143442 56.8146909, -5.1141188 56.8148541, -5.1139685 56.8149629, -5.1136993 56.8151578, -5.1136282 56.8152093)",Union Road,,,
23534886,False,2,,unclassified,30 mph,True,34.599000000000004,"LINESTRING (-5.1040766 56.821665, -5.1039024 56.8214352, -5.1038587 56.8213776)",Macfarlane Way,,,
346967477,False,2,,unclassified,30 mph,True,47.18,"LINESTRING (-5.1040766 56.821665, -5.1045224 56.8216646, -5.1048498 56.8216851)",Camanachd Crescent,,,
23534886,False,2,,unclassified,30 mph,False,34.599000000000004,"LINESTRING (-5.1038587 56.8213776, -5.1039024 56.8214352, -5.1040766 56.821665)",Macfarlane Way,,,
23540270,False,2,,unclassified,30 mph,False,116.76500000000001,"LINESTRING (-5.1056964 56.8202163, -5.1048959 56.8204481, -5.1044905 56.8205395, -5.1039592 56.8206594)",Nevis Terrace,,5.5,
"[60049794, 75033963, 672753910]",True,"['1', '2']",,unclassified,30 mph,False,329.575,"LINESTRING (-5.1056964 56.8202163, -5.1059911 56.8201391, -5.1061921 56.8201011, -5.1063756 56.82014, -5.1066031 56.8202269, -5.106734 56.8202851, -5.1068014 56.820316, -5.106824 56.8203263, -5.1069025 56.8203728, -5.1069365 56.8204097, -5.1069369 56.8204579, -5.106933 56.8205023, -5.1068845 56.8205385, -5.1068126 56.8205695, -5.1066129 56.8206119, -5.1062754 56.8206705, -5.1060451 56.820706, -5.1054384 56.82081, -5.1045632 56.820992, -5.1039499 56.8211224, -5.1038223 56.8211722, -5.1037914 56.821245, -5.1038587 56.8213776)",Macfarlane Way,,,
"[23534885, 238942102]",True,"['1', '2']",,unclassified,30 mph,False,43.222,"LINESTRING (-5.1058593 56.8199282, -5.1056917 56.819969, -5.1055919 56.8200155, -5.1055788 56.8200899, -5.1056964 56.8202163)",Macfarlane Way,,,
"[238942096, 238942095]",True,"['2', '3']",A82,trunk,30 mph,False,99.77400000000002,"LINESTRING (-5.1058593 56.8199282, -5.1055795 56.8198859, -5.1052861 56.8198648, -5.1049974 56.819867, -5.1047606 56.8198817, -5.1045173 56.8198969, -5.104236 56.8198924)",,,,
244211949,True,3,A82,trunk,30 mph,False,22.205000000000002,"LINESTRING (-5.1058593 56.8199282, -5.1057474 56.819887, -5.1056914 56.8198356, -5.10567 56.8197706)",,,,
346967476,True,,,unclassified,30 mph,False,30.175,"LINESTRING (-5.105732 56.8217935, -5.1059353 56.8217968, -5.1060999 56.8217924, -5.1062275 56.8217896)",Camanachd Crescent,,,
346967477,False,2,,unclassified,30 mph,False,55.143,"LINESTRING (-5.105732 56.8217935, -5.1056726 56.821779, -5.1054503 56.821746, -5.1052851 56.8217317, -5.1048498 56.8216851)",Camanachd Crescent,,,
346967477,False,2,,unclassified,30 mph,False,47.18,"LINESTRING (-5.1048498 56.8216851, -5.1045224 56.8216646, -5.1040766 56.821665)",Camanachd Crescent,,,
346967477,False,2,,unclassified,30 mph,True,55.142999999999994,"LINESTRING (-5.1048498 56.8216851, -5.1052851 56.8217317, -5.1054503 56.821746, -5.1056726 56.821779, -5.105732 56.8217935)",Camanachd Crescent,,,
23547340,False,2,,residential,,False,43.659,"LINESTRING (-5.1080614 56.8172031, -5.1078768 56.8169292, -5.1078471 56.8168427, -5.1078497 56.8168301)",Hill Road,,5.1,
23547340,False,2,,residential,,True,52.62899999999999,"LINESTRING (-5.1080614 56.8172031, -5.1081334 56.8172776, -5.1082585 56.817323, -5.108399 56.8173444, -5.1086292 56.8173692, -5.1088032 56.8173949)",Hill Road,,5.1,
23547383,False,1,,residential,,True,147.992,"LINESTRING (-5.1080614 56.8172031, -5.1092337 56.8166958, -5.109969 56.8163777)",Cameron Road,,3.3,
23540071,False,2,,residential,30 mph,False,242.395,"LINESTRING (-5.1044536 56.8178717, -5.1044083 56.8178347, -5.1043623 56.817771, -5.1043457 56.8176997, -5.1043688 56.8176084, -5.1044302 56.8175205, -5.1045614 56.8174234, -5.1047374 56.8173325, -5.1049447 56.8172318, -5.105141 56.8171508, -5.1054502 56.8170235, -5.1058046 56.8169275, -5.1062284 56.8168215, -5.1064784 56.8167747, -5.1066238 56.8167666, -5.1067703 56.8167672, -5.1069087 56.816781, -5.1070612 56.8168321, -5.1071739 56.8169188)",Mamore Crescent,,6,
243719767,True,2,,residential,30 mph,False,196.61700000000002,"LINESTRING (-5.1044536 56.8178717, -5.1046404 56.8177972, -5.1051958 56.8175891, -5.1054809 56.8174937, -5.1062126 56.8172456, -5.1068903 56.8170152, -5.1071739 56.8169188)",Alma Road,,,
243719767,True,2,,residential,30 mph,False,27.923,"LINESTRING (-5.1071739 56.8169188, -5.1075494 56.8167745)",Alma Road,,,
23540071,False,2,,residential,30 mph,True,242.39499999999998,"LINESTRING (-5.1071739 56.8169188, -5.1070612 56.8168321, -5.1069087 56.816781, -5.1067703 56.8167672, -5.1066238 56.8167666, -5.1064784 56.8167747, -5.1062284 56.8168215, -5.1058046 56.8169275, -5.1054502 56.8170235, -5.105141 56.8171508, -5.1049447 56.8172318, -5.1047374 56.8173325, -5.1045614 56.8174234, -5.1044302 56.8175205, -5.1043688 56.8176084, -5.1043457 56.8176997, -5.1043623 56.817771, -5.1044083 56.8178347, -5.1044536 56.8178717)",Mamore Crescent,,6,
"[23540741, 23540551, 23540207]",True,"['1', '2']",,"['residential', 'unclassified']",20 mph,False,230.90300000000002,"LINESTRING (-5.1080528 56.8185093, -5.1081838 56.8186388, -5.1082112 56.8186776, -5.1082196 56.8187055, -5.1082345 56.8187627, -5.1082702 56.8188041, -5.1082786 56.8188138, -5.108416 56.8189095, -5.1089794 56.8192118, -5.1091693 56.8191008, -5.1095064 56.8189036, -5.109602 56.8188477, -5.1096419 56.8188025, -5.1095975 56.8187541, -5.1091182 56.818464, -5.1088771 56.8183181)","['High Street', 'Bank Street', 'Parade Road']",,"['4.8', '4.5']",
23546912,False,2,,residential,30 mph,False,57.198,"LINESTRING (-5.1080528 56.8185093, -5.1077272 56.8185854, -5.1075324 56.818626, -5.1074179 56.8186304, -5.1071553 56.8186324)",Dudley Road,,6.1,
23546912,False,2,,residential,30 mph,True,53.428,"LINESTRING (-5.1080528 56.8185093, -5.1084799 56.8183889, -5.108817 56.8182736)",Dudley Road,,6.1,
23540208,True,,,tertiary,30 mph,False,27.721,"LINESTRING (-5.1060263 56.8195838, -5.1059597 56.8196198, -5.1059132 56.8196595, -5.1058967 56.819691, -5.1058968 56.8197298, -5.1059129 56.8197633, -5.1059393 56.8198056)",,,,
"[237107506, 23540213]",False,2,,tertiary,30 mph,False,359.77700000000004,"LINESTRING (-5.1060263 56.8195838, -5.1061158 56.8195862, -5.1061765 56.8195947, -5.1062428 56.8196231, -5.1062753 56.8196487, -5.1063844 56.8197639, -5.1064769 56.8198368, -5.1066179 56.8199126, -5.1067101 56.8199622, -5.10707 56.8201263, -5.1072829 56.8202247, -5.107398 56.8202719, -5.1075572 56.8203053, -5.1077546 56.8203175, -5.107944 56.8203019, -5.1081064 56.8202699, -5.1082411 56.8202237, -5.1084049 56.8201385, -5.1086441 56.8199986, -5.1089125 56.8198377, -5.1091129 56.8197135, -5.1093597 56.8195731, -5.1094227 56.8195366, -5.1096891 56.8193896, -5.1098746 56.8192868, -5.1100764 56.819163, -5.11018 56.8190994, -5.1102795 56.8190319, -5.1103213 56.8189674)",Middle Street,,,
194467693,False,,,tertiary,30 mph,True,149.515,"LINESTRING (-5.1060263 56.8195838, -5.106012 56.8195425, -5.1059655 56.819452, -5.1059146 56.8193425, -5.1058754 56.8192796, -5.1058568 56.8192034, -5.105941 56.819098, -5.1061437 56.8189814, -5.1062391 56.8189265, -5.1066198 56.8187358, -5.106822 56.8186653, -5.1069778 56.8186379, -5.1071553 56.8186324)",Fassifern Road,,,
237107504,True,2,A82,trunk,30 mph,False,122.104,"LINESTRING (-5.1059393 56.8198056, -5.1061966 56.8198651, -5.1063787 56.8199229, -5.1065037 56.8199691, -5.1067053 56.8200537, -5.1069854 56.8201847, -5.1072412 56.8203114, -5.1073881 56.8203741, -5.1075724 56.8204315)",,,,
23540270,False,2,,unclassified,30 mph,True,116.76500000000001,"LINESTRING (-5.1039592 56.8206594, -5.1044905 56.8205395, -5.1048959 56.8204481, -5.1056964 56.8202163)",Nevis Terrace,,5.5,
23540271,True,2,,unclassified,30 mph,False,72.423,"LINESTRING (-5.1039592 56.8206594, -5.1036961 56.820305, -5.1035112 56.820056)",Mary Street,,6.4,
4260759,False,2,A82,trunk,30 mph,True,47.729,"LINESTRING (-5.1035112 56.820056, -5.1038998 56.819962, -5.1041044 56.8199202, -5.104236 56.8198924)",Belford Road,,,
23540428,False,,,tertiary,30 mph,False,12.487,"LINESTRING (-5.1122708 56.8176996, -5.1124168 56.8176207)",Middle Street,,,
23540427,True,2,,residential,30 mph,False,105.60499999999999,"LINESTRING (-5.1122708 56.8176996, -5.1123468 56.8177625, -5.112371 56.8178006, -5.112371 56.8178403, -5.1122702 56.8179555, -5.1120601 56.8181538, -5.1119611 56.8182312, -5.111661 56.8184326, -5.1115533 56.818491)",Linnhe Road,,5.7,permissive
23540428,False,,,tertiary,30 mph,True,92.294,"LINESTRING (-5.1122708 56.8176996, -5.1116648 56.8180183, -5.1112662 56.8182453, -5.1111957 56.8182848)",Middle Street,,,
23540428,False,,,tertiary,30 mph,True,12.487,"LINESTRING (-5.1124168 56.8176207, -5.1122708 56.8176996)",Middle Street,,,
23540711,False,2,,unclassified,,False,12.624,"LINESTRING (-5.1124168 56.8176207, -5.1122818 56.8175345)",,,,
"[23540429, 138781614]",False,2,,tertiary,30 mph,False,188.98399999999992,"LINESTRING (-5.1124168 56.8176207, -5.1132697 56.8171774, -5.113675 56.8169645, -5.1140511 56.8167608, -5.114112 56.8167222, -5.1141573 56.8166675, -5.1141883 56.8165743, -5.11418 56.8165249, -5.1141657 56.816485, -5.1141607 56.8164415, -5.1141564 56.8163934, -5.1141726 56.816323)",Station Square,,,
23540427,True,2,,residential,30 mph,False,34.426,"LINESTRING (-5.1115533 56.818491, -5.1111419 56.8187035)",Linnhe Road,,5.7,permissive
23540713,False,,,unclassified,30 mph,True,31.612,"LINESTRING (-5.1115533 56.818491, -5.1111957 56.8182848)",,,,
237107506,False,2,,tertiary,30 mph,False,18.544,"LINESTRING (-5.1103213 56.8189674, -5.110328 56.8189343, -5.1103335 56.81888, -5.1103267 56.818801)",Middle Street,,,
"[237107506, 23540213]",False,2,,tertiary,30 mph,True,359.77700000000004,"LINESTRING (-5.1103213 56.8189674, -5.1102795 56.8190319, -5.11018 56.8190994, -5.1100764 56.819163, -5.1098746 56.8192868, -5.1096891 56.8193896, -5.1094227 56.8195366, -5.1093597 56.8195731, -5.1091129 56.8197135, -5.1089125 56.8198377, -5.1086441 56.8199986, -5.1084049 56.8201385, -5.1082411 56.8202237, -5.1081064 56.8202699, -5.107944 56.8203019, -5.1077546 56.8203175, -5.1075572 56.8203053, -5.107398 56.8202719, -5.1072829 56.8202247, -5.10707 56.8201263, -5.1067101 56.8199622, -5.1066179 56.8199126, -5.1064769 56.8198368, -5.1063844 56.8197639, -5.1062753 56.8196487, -5.1062428 56.8196231, -5.1061765 56.8195947, -5.1061158 56.8195862, -5.1060263 56.8195838)",Middle Street,,,
"[965394856, 1103547093, 23540712]",False,2,,unclassified,20 mph,True,55.346000000000004,"LINESTRING (-5.1116703 56.8171661, -5.1117426 56.8172102, -5.1121016 56.8174289, -5.1122818 56.8175345)",Monzie Square,,9.6,
23540428,False,,,tertiary,30 mph,False,33.642,"LINESTRING (-5.1108053 56.818499, -5.1111957 56.8182848)",Middle Street,,,
23540428,False,,,tertiary,30 mph,True,45.377,"LINESTRING (-5.1108053 56.818499, -5.110444 56.8186828, -5.1103863 56.8187158, -5.1103374 56.8187654, -5.1103267 56.818801)",Middle Street,,,
23540428,False,,,tertiary,30 mph,False,45.376999999999995,"LINESTRING (-5.1103267 56.818801, -5.1103374 56.8187654, -5.1103863 56.8187158, -5.110444 56.8186828, -5.1108053 56.818499)",Middle Street,,,
23540716,True,,,unclassified,30 mph,False,29.681,"LINESTRING (-5.1103267 56.818801, -5.1102398 56.8187856, -5.1099599 56.818632)",Fraser Square,,,
237107506,False,2,,tertiary,30 mph,True,18.544,"LINESTRING (-5.1103267 56.818801, -5.1103335 56.81888, -5.110328 56.8189343, -5.1103213 56.8189674)",Middle Street,,,
23540717,True,,,unclassified,30 mph,False,30.605,"LINESTRING (-5.1111419 56.8187035, -5.1108053 56.818499)",,,,
23540427,True,2,,residential,30 mph,False,60.99799999999999,"LINESTRING (-5.1111419 56.8187035, -5.1106483 56.8189429, -5.1105513 56.8189732, -5.1104888 56.8189762, -5.1104095 56.8189737, -5.1103213 56.8189674)",Linnhe Road,,5.7,permissive
23546911,False,,,residential,30 mph,False,6.153,"LINESTRING (-5.1088771 56.8183181, -5.108817 56.8182736)",Bank Street,,4.5,
23542208,False,2,,residential,30 mph,False,130.73700000000002,"LINESTRING (-5.1073247 56.8163992, -5.1066285 56.8163732, -5.1064385 56.8163668, -5.1061892 56.8163585, -5.1059754 56.8163591, -5.1057221 56.8163667, -5.1054819 56.8163861, -5.1051909 56.8164259)",Kennedy Road,,6.7,
23542208,False,2,,residential,30 mph,True,49.39,"LINESTRING (-5.1073247 56.8163992, -5.1074413 56.8164066, -5.1077705 56.8164275, -5.107905 56.8164737, -5.1079381 56.8165016, -5.1079566 56.8165336, -5.1079564 56.8165784)",Kennedy Road,,6.7,
23542820,False,,,residential,30 mph,False,30.464,"LINESTRING (-5.1073247 56.8163992, -5.1074035 56.8162233, -5.1074024 56.8161734, -5.1073924 56.8161308)",Pine Grove,,5,
23542818,False,2,,residential,30 mph,False,38.707,"LINESTRING (-5.1051909 56.8164259, -5.1051381 56.816079)",Bruce Place,,5.6,
23542208,False,2,,residential,30 mph,True,130.737,"LINESTRING (-5.1051909 56.8164259, -5.1054819 56.8163861, -5.1057221 56.8163667, -5.1059754 56.8163591, -5.1061892 56.8163585, -5.1064385 56.8163668, -5.1066285 56.8163732, -5.1073247 56.8163992)",Kennedy Road,,6.7,
23542818,False,2,,residential,30 mph,True,38.707,"LINESTRING (-5.1051381 56.816079, -5.1051909 56.8164259)",Bruce Place,,5.6,
23542818,False,2,,residential,30 mph,False,82.274,"LINESTRING (-5.1051381 56.816079, -5.1051861 56.8158845, -5.1052169 56.8158416, -5.1052888 56.8158033, -5.1059271 56.8155315)",Bruce Place,,5.6,
23542819,False,2,,residential,30 mph,False,94.113,"LINESTRING (-5.1051381 56.816079, -5.1048996 56.8160704, -5.1046742 56.8160648, -5.104552 56.8160796, -5.1042242 56.8161945, -5.1037924 56.8163959)",Wallace Place,,,
23542818,False,2,,residential,30 mph,True,82.274,"LINESTRING (-5.1059271 56.8155315, -5.1052888 56.8158033, -5.1052169 56.8158416, -5.1051861 56.8158845, -5.1051381 56.816079)",Bruce Place,,5.6,
23542821,False,,,residential,30 mph,False,22.86,"LINESTRING (-5.1073924 56.8161308, -5.1077075 56.8160189)",Pine Grove Court,,4,
23542820,False,,,residential,30 mph,False,25.138,"LINESTRING (-5.1073924 56.8161308, -5.1073394 56.8160953, -5.1072593 56.8160585, -5.1071851 56.8160227, -5.1071085 56.8159681)",Pine Grove,,5,
23542820,False,,,residential,30 mph,True,30.464,"LINESTRING (-5.1073924 56.8161308, -5.1074024 56.8161734, -5.1074035 56.8162233, -5.1073247 56.8163992)",Pine Grove,,5,
23542821,False,,,residential,30 mph,True,22.86,"LINESTRING (-5.1077075 56.8160189, -5.1073924 56.8161308)",Pine Grove Court,,4,
23546911,False,,,residential,30 mph,True,6.153,"LINESTRING (-5.108817 56.8182736, -5.1088771 56.8183181)",Bank Street,,4.5,
23546911,False,,,residential,30 mph,False,56.039,"LINESTRING (-5.108817 56.8182736, -5.1087028 56.8181892, -5.1084248 56.8179837, -5.1083101 56.8178988, -5.1082649 56.8178704)",Bank Street,,4.5,
23546912,False,2,,residential,30 mph,False,53.428,"LINESTRING (-5.108817 56.8182736, -5.1084799 56.8183889, -5.1080528 56.8185093)",Dudley Road,,6.1,
23546912,False,2,,residential,30 mph,True,57.198,"LINESTRING (-5.1071553 56.8186324, -5.1074179 56.8186304, -5.1075324 56.818626, -5.1077272 56.8185854, -5.1080528 56.8185093)",Dudley Road,,6.1,
194467693,False,,,tertiary,30 mph,False,149.515,"LINESTRING (-5.1071553 56.8186324, -5.1069778 56.8186379, -5.106822 56.8186653, -5.1066198 56.8187358, -5.1062391 56.8189265, -5.1061437 56.8189814, -5.105941 56.819098, -5.1058568 56.8192034, -5.1058754 56.8192796, -5.1059146 56.8193425, -5.1059655 56.819452, -5.106012 56.8195425, -5.1060263 56.8195838)",Fassifern Road,,,
23546913,True,,,tertiary,30 mph,False,67.247,"LINESTRING (-5.109061 56.817451, -5.1083943 56.8178009, -5.1082649 56.8178704)",Fassifern Road,,,
363748489,False,,,tertiary,30 mph,True,160.373,"LINESTRING (-5.109061 56.817451, -5.1091916 56.8174002, -5.1095414 56.8173371, -5.1097704 56.8172981, -5.1097807 56.8172963, -5.1101453 56.8171991, -5.1106622 56.816984, -5.1110207 56.8168271, -5.1111359 56.8167554, -5.1112472 56.8166868)",Fassifern Road,,,
555086133,False,,,tertiary,30 mph,True,17.401,"LINESTRING (-5.109061 56.817451, -5.1089969 56.8174186, -5.1089339 56.8174131, -5.1088032 56.8173949)",Victoria Road,,,
23547340,False,2,,residential,,False,52.629,"LINESTRING (-5.1088032 56.8173949, -5.1086292 56.8173692, -5.108399 56.8173444, -5.1082585 56.817323, -5.1081334 56.8172776, -5.1080614 56.8172031)",Hill Road,,5.1,
555086133,False,,,tertiary,30 mph,False,17.401,"LINESTRING (-5.1088032 56.8173949, -5.1089339 56.8174131, -5.1089969 56.8174186, -5.109061 56.817451)",Victoria Road,,,
363748489,False,,,tertiary,30 mph,True,30.451,"LINESTRING (-5.1112472 56.8166868, -5.1116583 56.8165307)",Fassifern Road,,,
23547343,False,,,tertiary,30 mph,True,34.294,"LINESTRING (-5.1112472 56.8166868, -5.1113883 56.8165517, -5.1115935 56.8164481)",Union Road,,,
363748489,False,,,tertiary,30 mph,False,160.373,"LINESTRING (-5.1112472 56.8166868, -5.1111359 56.8167554, -5.1110207 56.8168271, -5.1106622 56.816984, -5.1101453 56.8171991, -5.1097807 56.8172963, -5.1097704 56.8172981, -5.1095414 56.8173371, -5.1091916 56.8174002, -5.109061 56.817451)",Fassifern Road,,,
23547343,False,,,tertiary,30 mph,False,187.633,"LINESTRING (-5.1136282 56.8152093, -5.1130598 56.815645, -5.1127463 56.8158854, -5.1124992 56.8160749, -5.1123182 56.8161839, -5.1115935 56.8164481)",Union Road,,,
23547343,False,,,tertiary,30 mph,True,256.086,"LINESTRING (-5.1136282 56.8152093, -5.1136993 56.8151578, -5.1139685 56.8149629, -5.1141188 56.8148541, -5.1143442 56.8146909, -5.1148381 56.8144113, -5.1151688 56.8142242, -5.1152629 56.8141709, -5.1159639 56.8138009, -5.1163082 56.813601, -5.1164978 56.8135368)",Union Road,,,
23547383,False,1,,residential,,False,298.087,"LINESTRING (-5.1136282 56.8152093, -5.1128635 56.8149344, -5.1127549 56.8149133, -5.1126508 56.8149443, -5.111103 56.8158002, -5.1100808 56.8163208, -5.109969 56.8163777)",Cameron Road,,3.3,
23547345,False,,,unclassified,,False,9.996,"LINESTRING (-5.1115935 56.8164481, -5.1116583 56.8165307)",,,,
23547343,False,,,tertiary,30 mph,False,34.294,"LINESTRING (-5.1115935 56.8164481, -5.1113883 56.8165517, -5.1112472 56.8166868)",Union Road,,,
23547343,False,,,tertiary,30 mph,True,187.633,"LINESTRING (-5.1115935 56.8164481, -5.1123182 56.8161839, -5.1124992 56.8160749, -5.1127463 56.8158854, -5.1130598 56.815645, -5.1136282 56.8152093)",Union Road,,,
23547345,False,,,unclassified,,True,9.996,"LINESTRING (-5.1116583 56.8165307, -5.1115935 56.8164481)",,,,
363748489,False,,,tertiary,30 mph,False,30.451,"LINESTRING (-5.1116583 56.8165307, -5.1112472 56.8166868)",Fassifern Road,,,
"[363748489, 1181823982, 23547342]",False,2,,tertiary,30 mph,True,171.11999999999998,"LINESTRING (-5.1116583 56.8165307, -5.1124798 56.8162621, -5.1127378 56.816184, -5.1129844 56.8161667, -5.1134925 56.8162229, -5.1135442 56.8162229, -5.1136292 56.816223, -5.1137299 56.8161935, -5.1138234 56.8161801, -5.1139037 56.8161892, -5.1141726 56.816323)","['Fassifern Road', 'Gordon Square']",,,
23557691,False,,,residential,,False,49.247,"LINESTRING (-5.109969 56.8163777, -5.1091954 56.8162478)",,,,
23547383,False,1,,residential,,False,147.992,"LINESTRING (-5.109969 56.8163777, -5.1092337 56.8166958, -5.1080614 56.8172031)",Cameron Road,,3.3,
23547383,False,1,,residential,,True,298.087,"LINESTRING (-5.109969 56.8163777, -5.1100808 56.8163208, -5.111103 56.8158002, -5.1126508 56.8149443, -5.1127549 56.8149133, -5.1128635 56.8149344, -5.1136282 56.8152093)",Cameron Road,,3.3,
23547466,False,2,,residential,30 mph,True,101.321,"LINESTRING (-5.115341 56.8133764, -5.1152566 56.8134013, -5.1150837 56.8134524, -5.1146331 56.8136168, -5.1139109 56.8138416)",Argyll Terrace,,5.5,
23547465,False,2,,residential,30 mph,False,31.395,"LINESTRING (-5.1139109 56.8138416, -5.1134996 56.814012)",Argyll Road,,5.5,
23547466,False,2,,residential,30 mph,False,101.32100000000001,"LINESTRING (-5.1139109 56.8138416, -5.1146331 56.8136168, -5.1150837 56.8134524, -5.1152566 56.8134013, -5.115341 56.8133764)",Argyll Terrace,,5.5,
23547553,False,2,,residential,,False,165.137,"LINESTRING (-5.1139109 56.8138416, -5.1136899 56.8137159, -5.1132306 56.8138286, -5.1127193 56.8139239, -5.1123207 56.8139412, -5.1118787 56.8138806, -5.1114627 56.8137332)",Glasdrum Road,,,
23547553,False,2,,residential,,False,23.387,"LINESTRING (-5.1114627 56.8137332, -5.1110814 56.8137072)",Glasdrum Road,,,
23547558,False,,,residential,,False,18.19,"LINESTRING (-5.1114627 56.8137332, -5.1115927 56.8135859)",Glasdrum Avenue,,,
23547553,False,2,,residential,,True,165.137,"LINESTRING (-5.1114627 56.8137332, -5.1118787 56.8138806, -5.1123207 56.8139412, -5.1127193 56.8139239, -5.1132306 56.8138286, -5.1136899 56.8137159, -5.1139109 56.8138416)",Glasdrum Road,,,
23547553,False,2,,residential,,False,18.385,"LINESTRING (-5.1110814 56.8137072, -5.1109167 56.8135686)",Glasdrum Road,,,
23547553,False,2,,residential,,True,23.387,"LINESTRING (-5.1110814 56.8137072, -5.1114627 56.8137332)",Glasdrum Road,,,
23547556,False,2,,residential,,False,16.137,"LINESTRING (-5.1110814 56.8137072, -5.1110034 56.8138459)",Glasdrum Mews,,5,
23547553,False,2,,residential,,True,18.385,"LINESTRING (-5.1109167 56.8135686, -5.1110814 56.8137072)",Glasdrum Road,,,
23547556,False,2,,residential,,False,20.293,"LINESTRING (-5.1110034 56.8138459, -5.1112374 56.8139759)",Glasdrum Mews,,5,
23547556,False,2,,residential,,True,16.137,"LINESTRING (-5.1110034 56.8138459, -5.1110814 56.8137072)",Glasdrum Mews,,5,
23547557,False,2,,residential,,False,14.489,"LINESTRING (-5.1110034 56.8138459, -5.1108127 56.8137679)",,,5,
23547556,False,2,,residential,,True,20.293,"LINESTRING (-5.1112374 56.8139759, -5.1110034 56.8138459)",Glasdrum Mews,,5,
23547557,False,2,,residential,,True,14.489,"LINESTRING (-5.1108127 56.8137679, -5.1110034 56.8138459)",,,5,
23547558,False,,,residential,,True,18.19,"LINESTRING (-5.1115927 56.8135859, -5.1114627 56.8137332)",Glasdrum Avenue,,,
23547559,False,,,residential,,False,30.314,"LINESTRING (-5.1115927 56.8135859, -5.1120867 56.8136206)",Glasdrum Lane,,,
23547559,False,,,residential,,True,30.314,"LINESTRING (-5.1120867 56.8136206, -5.1115927 56.8135859)",Glasdrum Lane,,,
23557691,False,,,residential,,True,49.247,"LINESTRING (-5.1091954 56.8162478, -5.109969 56.8163777)",,,,
23534883,True,,A82,trunk,30 mph,False,25.361,"LINESTRING (-5.1161598 56.8152396, -5.1161811 56.8151838, -5.1162323 56.8151342, -5.1163087 56.8150954, -5.1164031 56.8150712)",West End Roundabout,roundabout,,
