osmid,oneway,highway,maxspeed,reversed,length,geometry,name,access,ref,junction
"[380444447, 28228927]",True,motorway_link,110,False,388.975,"LINESTRING (17.8206845 59.7412033, 17.8205825 59.7412389, 17.8204819 59.7412848, 17.8203164 59.7413825, 17.8196791 59.7419731, 17.8188278 59.7427425, 17.8182925 59.7434277, 17.8177791 59.744341)",,,,
"[586396362, 586396365, 884372910]",True,primary,60,False,239.52600000000004,"LINESTRING (17.8206845 59.7412033, 17.8205967 59.7412013, 17.8205042 59.7411862, 17.8204253 59.7411605, 17.8203705 59.7411261, 17.8203122 59.7410852, 17.8202052 59.7410288, 17.8199903 59.7409754, 17.8181398 59.7407553, 17.8177321 59.7407174, 17.8173451 59.7407095, 17.8171866 59.7407231, 17.817017 59.7407591, 17.816899 59.7407745, 17.8167839 59.7407715, 17.8166589 59.7407563)",,,77,roundabout
"[586396363, 586396366, 884372911]",True,primary,60,False,229.47899999999998,"LINESTRING (17.8168912 59.7404994, 17.8169765 59.7405222, 17.8170653 59.7405541, 17.8172082 59.7406163, 17.8173531 59.7406582, 17.8181532 59.7407174, 17.8189551 59.7407952, 17.8195775 59.7408823, 17.8200587 59.7409463, 17.8202493 59.7409674, 17.8204308 59.7409578, 17.8205351 59.7409433, 17.8206559 59.7409366, 17.8208107 59.7409515)",,,77,roundabout
587281134,True,secondary,60,False,12.985,"LINESTRING (17.8102954 59.7408945, 17.8101888 59.7408716, 17.8101067 59.7408304)",,,C 1046,roundabout
4081522,False,tertiary,,False,266.535,"LINESTRING (17.8097654 59.7451384, 17.8099797 59.7459962, 17.8100838 59.7465803, 17.8100955 59.7468857, 17.8100838 59.7471618, 17.8099734 59.7475219)",Carl von Paykulls väg,,C 1053,
"[4081522, 28229011]",False,tertiary,40,"[False, True]",183.56300000000002,"LINESTRING (17.8097654 59.7451384, 17.8097049 59.7447827, 17.8096757 59.7443803, 17.8097655 59.7439999, 17.8098623 59.743737, 17.8100439 59.7435144)","['Tånggatan', 'Carl von Paykulls väg']",,C 1053,
4081522,False,tertiary,,True,266.53499999999997,"LINESTRING (17.8099734 59.7475219, 17.8100838 59.7471618, 17.8100955 59.7468857, 17.8100838 59.7465803, 17.8099797 59.7459962, 17.8097654 59.7451384)",Carl von Paykulls väg,,C 1053,
220848413,False,residential,70,False,163.87099999999998,"LINESTRING (17.8099734 59.7475219, 17.8100681 59.7475533, 17.8101578 59.7475664, 17.8102363 59.7475633, 17.8103147 59.7475514, 17.810438 59.7475219, 17.8105464 59.7474937, 17.8106573 59.7474529, 17.8107258 59.7474196, 17.8108329 59.7473424, 17.8110347 59.7471793, 17.8112651 59.7469722, 17.8113485 59.7468787, 17.8114359 59.7468113, 17.8116397 59.746826, 17.8117969 59.7469032, 17.8119451 59.7469973)",,,,
220848413,False,residential,70,True,163.87099999999998,"LINESTRING (17.8119451 59.7469973, 17.8117969 59.7469032, 17.8116397 59.746826, 17.8114359 59.7468113, 17.8113485 59.7468787, 17.8112651 59.7469722, 17.8110347 59.7471793, 17.8108329 59.7473424, 17.8107258 59.7474196, 17.8106573 59.7474529, 17.8105464 59.7474937, 17.810438 59.7475219, 17.8103147 59.7475514, 17.8102363 59.7475633, 17.8101578 59.7475664, 17.8100681 59.7475533, 17.8099734 59.7475219)",,,,
10252774,True,secondary,60,False,94.42399999999999,"LINESTRING (17.8084116 59.7406199, 17.8090496 59.7406533, 17.8094935 59.7406643, 17.8098261 59.7406774, 17.8100008 59.7406741, 17.8100912 59.7406695)",Gredelbyleden,,C 1046,
884372908,True,primary,90,False,50.964000000000006,"LINESTRING (17.8216597 59.7412848, 17.8214081 59.7412446, 17.821117 59.7411986, 17.8209374 59.7411823, 17.8207794 59.7411844)",,,77,
242870683,True,primary,60,False,18.976,"LINESTRING (17.8165985 59.7405697, 17.816656 59.7405385, 17.816754 59.7405078, 17.8168215 59.7405005, 17.8168912 59.7404994)",,,77,roundabout
28225469,False,unclassified,,False,7.506,"LINESTRING (17.8130803 59.7406412, 17.8130792 59.7405737)",,,,
366855608,True,secondary,60,False,137.74,"LINESTRING (17.8130803 59.7406412, 17.8121689 59.7406757, 17.8108856 59.7407316, 17.81075 59.7407571, 17.8106532 59.7407849)",Gredelbyleden,,C 1046,
242870681,True,secondary,60,False,139.34,"LINESTRING (17.8105982 59.7406465, 17.8108686 59.7406521, 17.8121689 59.7406052, 17.8124256 59.7405984, 17.8130792 59.7405737)",Gredelbyleden,,C 1046,
586396359,True,secondary,60,False,16.172,"LINESTRING (17.8105982 59.7406465, 17.8106584 59.7407088, 17.8106532 59.7407849)",,,C 1046,roundabout
366855608,True,secondary,60,False,197.22200000000004,"LINESTRING (17.8165835 59.7407062, 17.8162408 59.7406553, 17.8159531 59.7406424, 17.8146722 59.7406266, 17.8141054 59.7406297, 17.8133436 59.7406339, 17.8130803 59.7406412)",Gredelbyleden,,C 1046,
586396364,True,primary,60,False,15.530999999999999,"LINESTRING (17.8165835 59.7407062, 17.8165626 59.7406376, 17.8165985 59.7405697)",,,77,roundabout
"[586396360, 587281137, 587281136]",True,secondary,60,False,33.429,"LINESTRING (17.8100912 59.7406695, 17.8101488 59.7406317, 17.8102266 59.7406046, 17.8103669 59.7405892, 17.8105057 59.7406078, 17.8105982 59.7406465)",,,C 1046,roundabout
587281135,True,secondary,60,False,5.734,"LINESTRING (17.8106532 59.7407849, 17.8106098 59.7408316)",,,C 1046,roundabout
242870682,True,secondary,60,False,98.656,"LINESTRING (17.8101067 59.7408304, 17.8098034 59.7407616, 17.809232 59.7407242, 17.8087503 59.7406884, 17.8084116 59.7406199)",Gredelbyleden,,C 1046,
586396358,True,secondary,60,False,18.740000000000002,"LINESTRING (17.8101067 59.7408304, 17.8100618 59.740779, 17.8100564 59.7407229, 17.8100912 59.7406695)",,,C 1046,roundabout
361106175,True,tertiary,40,False,41.994,"LINESTRING (17.8106098 59.7408316, 17.8105625 59.7409215, 17.8105518 59.741031, 17.8105832 59.7412053)",Tånggatan,,C 1053,
390060442,True,secondary,60,False,20.056,"LINESTRING (17.8106098 59.7408316, 17.8105438 59.7408675, 17.8104837 59.7408848, 17.8103911 59.7408971, 17.8102954 59.7408945)",,,C 1046,roundabout
586396361,True,primary,60,False,7.148,"LINESTRING (17.8166589 59.7407563, 17.8166096 59.7407346, 17.8165835 59.7407062)",,,77,roundabout
4076429,True,primary,60,False,13.094999999999999,"LINESTRING (17.8208107 59.7409515, 17.8208659 59.7409859, 17.8208974 59.7410145, 17.8209154 59.7410543)",,,77,roundabout
587281138,True,primary,60,False,17.06,"LINESTRING (17.8209154 59.7410543, 17.8208985 59.7411006, 17.820864 59.7411473, 17.8207794 59.7411844)",,,77,roundabout
884372907,True,primary,90,False,49.455,"LINESTRING (17.8209154 59.7410543, 17.820999 59.7411053, 17.8210849 59.7411351, 17.8215221 59.7412473, 17.8216597 59.7412848)",,,77,
"[25830410, 170610036]",False,residential,40,True,386.25300000000004,"LINESTRING (17.8113345 59.7414757, 17.8115384 59.7414729, 17.8119075 59.7414781, 17.8121266 59.7414862, 17.8122641 59.7414898, 17.8127188 59.7415574, 17.8131386 59.7416249, 17.8132494 59.7416426, 17.8132202 59.7418188, 17.8130686 59.7420528, 17.813019 59.7421707, 17.8125649 59.7427391, 17.8124215 59.7429029, 17.8124013 59.7429243, 17.8122817 59.7430846, 17.8121961 59.7431669, 17.8115321 59.7438051, 17.8113347 59.7438051, 17.8112585 59.7437879)",Rubanksgatan,yes,,
481755874,True,residential,40,False,28.278,"LINESTRING (17.8113345 59.7414757, 17.8111932 59.7414904, 17.8110099 59.7415129, 17.8109328 59.7415292, 17.8108525 59.7415475)",Rubanksgatan,yes,,
28229011,False,tertiary,40,True,12.196,"LINESTRING (17.8107735 59.7414453, 17.8108525 59.7415475)",Tånggatan,,C 1053,
28229011,False,tertiary,40,False,28.738,"LINESTRING (17.8107735 59.7414453, 17.8107123 59.7413675, 17.8105832 59.7412053)",Tånggatan,,C 1053,
481755875,True,residential,40,False,31.64,"LINESTRING (17.8107735 59.7414453, 17.8111331 59.7414593, 17.8113345 59.7414757)",Rubanksgatan,yes,,
28229011,False,tertiary,40,False,12.196,"LINESTRING (17.8108525 59.7415475, 17.8107735 59.7414453)",Tånggatan,,C 1053,
28229011,False,tertiary,40,True,128.86100000000002,"LINESTRING (17.8108525 59.7415475, 17.8110159 59.7417768, 17.8110883 59.7419082, 17.8111183 59.7420189, 17.8111323 59.7421821, 17.8110787 59.7423877, 17.8109304 59.7425879, 17.8108543 59.7426612)",Tånggatan,,C 1053,
28225469,False,unclassified,,True,158.525,"LINESTRING (17.814472 59.7397683, 17.8143082 59.7397694, 17.8142031 59.739769, 17.8138426 59.7397716, 17.8134304 59.7397817, 17.8133282 59.7397886, 17.8132494 59.7397948, 17.813175 59.7398128, 17.8131444 59.7398418, 17.8131246 59.7398778, 17.8131153 59.7399064, 17.8131113 59.7400127, 17.8131094 59.740065, 17.8130953 59.7403262, 17.8130888 59.7404465, 17.8130792 59.7405737)",,,,
533001014,False,unclassified,,False,77.25499999999998,"LINESTRING (17.814472 59.7397683, 17.8144818 59.7398041, 17.8145161 59.7398361, 17.8145791 59.7398639, 17.814674 59.7398788, 17.8147683 59.739872, 17.8148333 59.7398528, 17.8148898 59.7398159, 17.8149098 59.7397813, 17.8149052 59.7397417, 17.814874 59.7397059, 17.8148406 59.7396863, 17.81477 59.7396641, 17.8146696 59.7396571, 17.8145811 59.7396713, 17.8145169 59.7396993, 17.8144821 59.7397313, 17.8144702 59.7397616, 17.814472 59.7397683)",,,,
533001014,False,unclassified,,True,77.25500000000001,"LINESTRING (17.814472 59.7397683, 17.8144702 59.7397616, 17.8144821 59.7397313, 17.8145169 59.7396993, 17.8145811 59.7396713, 17.8146696 59.7396571, 17.81477 59.7396641, 17.8148406 59.7396863, 17.814874 59.7397059, 17.8149052 59.7397417, 17.8149098 59.7397813, 17.8148898 59.7398159, 17.8148333 59.7398528, 17.8147683 59.739872, 17.814674 59.7398788, 17.8145791 59.7398639, 17.8145161 59.7398361, 17.8144818 59.7398041, 17.814472 59.7397683)",,,,
884372906,True,primary,60,False,5.718,"LINESTRING (17.8207794 59.7411844, 17.8206845 59.7412033)",,,77,roundabout
25830410,False,residential,40,True,74.538,"LINESTRING (17.8112585 59.7437879, 17.8100439 59.7435144)",Rubanksgatan,yes,,
"[25830410, 170610036]",False,residential,40,False,386.253,"LINESTRING (17.8112585 59.7437879, 17.8113347 59.7438051, 17.8115321 59.7438051, 17.8121961 59.7431669, 17.8122817 59.7430846, 17.8124013 59.7429243, 17.8124215 59.7429029, 17.8125649 59.7427391, 17.813019 59.7421707, 17.8130686 59.7420528, 17.8132202 59.7418188, 17.8132494 59.7416426, 17.8131386 59.7416249, 17.8127188 59.7415574, 17.8122641 59.7414898, 17.8121266 59.7414862, 17.8119075 59.7414781, 17.8115384 59.7414729, 17.8113345 59.7414757)",Rubanksgatan,yes,,
1057883173,False,residential,,False,71.889,"LINESTRING (17.8112585 59.7437879, 17.811371 59.7441063, 17.8110067 59.7443722)",,,,
1057883173,False,residential,,True,71.889,"LINESTRING (17.8110067 59.7443722, 17.811371 59.7441063, 17.8112585 59.7437879)",,,,
