osmid,highway,oneway,reversed,length,lanes,ref,bridge,geometry
252480243,tertiary,False,False,61.36,,,,"LINESTRING (13.6959972 11.0834684, 13.6965576 11.0835139)"
252480243,tertiary,False,True,130.766,,,,"LINESTRING (13.6959972 11.0834684, 13.6948035 11.0833648)"
256021459,unclassified,False,True,47.388,,,,"LINESTRING (13.6959972 11.0834684, 13.6958516 11.0838699)"
256021459,unclassified,False,False,76.095,,,,"LINESTRING (13.6959972 11.0834684, 13.6960159 11.0832708, 13.6960842 11.082978, 13.6961308 11.0828728, 13.6961402 11.0828026)"
252480271,unclassified,False,False,63.328,,,,"LINESTRING (13.6940848 11.0846369, 13.6946642 11.0846695)"
256021459,unclassified,False,False,75.15,,,,"LINESTRING (13.6940848 11.0846369, 13.6941984 11.084539, 13.6946981 11.0843447)"
256021459,unclassified,False,True,178.832,,,,"LINESTRING (13.6940848 11.0846369, 13.6935819 11.0850706, 13.6930178 11.0858442)"
252480243,tertiary,False,False,84.546,,,,"LINESTRING (13.6965576 11.0835139, 13.6973295 11.0835795)"
252480243,tertiary,False,True,61.36,,,,"LINESTRING (13.6965576 11.0835139, 13.6959972 11.0834684)"
252480272,unclassified,False,False,141.257,,,,"LINESTRING (13.6965576 11.0835139, 13.6965779 11.0847841)"
252480271,unclassified,False,False,90.564,,,,"LINESTRING (13.6957495 11.0847345, 13.6965779 11.0847841)"
252480271,unclassified,False,True,118.649,,,,"LINESTRING (13.6957495 11.0847345, 13.6946642 11.0846695)"
252480273,unclassified,False,False,100.288,,,,"LINESTRING (13.6957495 11.0847345, 13.6957298 11.0856362)"
252480273,unclassified,False,True,96.783,,,,"LINESTRING (13.6957495 11.0847345, 13.6958516 11.0838699)"
252480251,tertiary,False,False,94.163,,,,"LINESTRING (13.6957298 11.0856362, 13.6965906 11.0855768)"
252480251,tertiary,False,True,128.961,,,,"LINESTRING (13.6957298 11.0856362, 13.6945515 11.0857257)"
252480273,unclassified,False,False,141.69,,,,"LINESTRING (13.6957298 11.0856362, 13.6957772 11.0869096)"
252480273,unclassified,False,True,100.288,,,,"LINESTRING (13.6957298 11.0856362, 13.6957495 11.0847345)"
252480273,unclassified,False,True,141.69,,,,"LINESTRING (13.6957772 11.0869096, 13.6957298 11.0856362)"
256021454,tertiary,False,False,91.472,,,,"LINESTRING (13.6957772 11.0869096, 13.696613 11.0869727)"
256021454,tertiary,False,True,146.794,,,,"LINESTRING (13.6957772 11.0869096, 13.6944359 11.0868085)"
252480243,tertiary,False,False,130.766,,,,"LINESTRING (13.6948035 11.0833648, 13.6959972 11.0834684)"
252480243,tertiary,False,True,59.683,,,,"LINESTRING (13.6948035 11.0833648, 13.6942586 11.0833185)"
252480275,unclassified,False,False,109.565,,,,"LINESTRING (13.6948035 11.0833648, 13.6946981 11.0843447)"
252480275,unclassified,False,True,121.061,,,,"LINESTRING (13.6944359 11.0868085, 13.6945515 11.0857257)"
256021454,tertiary,False,False,146.794,,,,"LINESTRING (13.6944359 11.0868085, 13.6957772 11.0869096)"
256021454,tertiary,False,True,233.247,,,,"LINESTRING (13.6944359 11.0868085, 13.6923004 11.086717)"
252480277,unclassified,False,False,35.698,,,,"LINESTRING (13.6974777 11.0819522, 13.6973868 11.0822606)"
252480243,tertiary,False,False,99.959,,,,"LINESTRING (13.6973295 11.0835795, 13.6982415 11.0836638)"
252480243,tertiary,False,True,84.546,,,,"LINESTRING (13.6973295 11.0835795, 13.6965576 11.0835139)"
252480277,unclassified,False,False,138.757,,,,"LINESTRING (13.6973295 11.0835795, 13.6973221 11.0837351, 13.6972919 11.0848268)"
252480277,unclassified,False,True,147.16500000000002,,,,"LINESTRING (13.6973295 11.0835795, 13.6973096 11.0834004, 13.697375 11.0823005, 13.6973868 11.0822606)"
252480277,unclassified,False,True,75.012,,,,"LINESTRING (13.6972257 11.0870189, 13.697246 11.0863446)"
252480893,unclassified,False,True,45.608,,,,"LINESTRING (13.6972257 11.0870189, 13.697202 11.0874284)"
256021454,tertiary,False,False,48.231,,,,"LINESTRING (13.6972257 11.0870189, 13.6976664 11.0870521)"
256021454,tertiary,False,True,67.055,,,,"LINESTRING (13.6972257 11.0870189, 13.696613 11.0869727)"
252480280,unclassified,False,False,100.342,,,,"LINESTRING (13.6915172 11.081467, 13.6924365 11.0814463)"
252480918,unclassified,False,False,141.579,,,,"LINESTRING (13.6915172 11.081467, 13.6902204 11.081507)"
256021456,trunk,False,True,82.29,2,A13,,"LINESTRING (13.6915172 11.081467, 13.6915593 11.0822059)"
256021456,trunk,False,False,164.50500000000002,2,A13,,"LINESTRING (13.6915172 11.081467, 13.6914644 11.0804789, 13.6914487 11.0801841, 13.6914383 11.0799896)"
252480280,unclassified,False,True,75.234,,,,"LINESTRING (13.6960954 11.0813564, 13.6954062 11.0813745)"
252480293,unclassified,False,True,61.701,,,,"LINESTRING (13.6960954 11.0813564, 13.6960022 11.0808091)"
252480293,unclassified,False,False,81.18,,,,"LINESTRING (13.6960954 11.0813564, 13.6962915 11.0818606, 13.6962763 11.0820504)"
252480250,tertiary,False,False,17.33,,,,"LINESTRING (13.6939942 11.0800179, 13.694153 11.0800197)"
252480250,tertiary,False,True,54.663,,,,"LINESTRING (13.6939942 11.0800179, 13.6934933 11.0800124)"
252480281,unclassified,False,False,154.936,,,,"LINESTRING (13.6939942 11.0800179, 13.6940595 11.0814098)"
252480280,unclassified,False,False,92.765,,,,"LINESTRING (13.6940595 11.0814098, 13.6949093 11.0813875)"
252480280,unclassified,False,True,101.794,,,,"LINESTRING (13.6940595 11.0814098, 13.6931269 11.0814308)"
252480281,unclassified,False,True,154.936,,,,"LINESTRING (13.6940595 11.0814098, 13.6939942 11.0800179)"
252480281,unclassified,False,False,213.403,,,,"LINESTRING (13.6940595 11.0814098, 13.6941994 11.0825388, 13.6942527 11.0832404, 13.6942586 11.0833185)"
252480243,tertiary,False,False,59.683,,,,"LINESTRING (13.6942586 11.0833185, 13.6948035 11.0833648)"
252480243,tertiary,False,True,127.624,,,,"LINESTRING (13.6942586 11.0833185, 13.6930934 11.0832195)"
252480281,unclassified,False,True,213.403,,,,"LINESTRING (13.6942586 11.0833185, 13.6942527 11.0832404, 13.6941994 11.0825388, 13.6940595 11.0814098)"
252480243,tertiary,False,False,127.624,,,,"LINESTRING (13.6930934 11.0832195, 13.6942586 11.0833185)"
252480243,tertiary,False,True,65.608,,,,"LINESTRING (13.6930934 11.0832195, 13.6924944 11.0831686)"
252480282,unclassified,False,False,198.928,,,,"LINESTRING (13.6930934 11.0832195, 13.6931269 11.0814308)"
252480250,tertiary,False,False,37.071,,,,"LINESTRING (13.6931536 11.0800087, 13.6934933 11.0800124)"
252480250,tertiary,False,True,83.56,,,,"LINESTRING (13.6931536 11.0800087, 13.6923879 11.0800003)"
252480282,unclassified,False,True,158.157,,,,"LINESTRING (13.6931536 11.0800087, 13.6931269 11.0814308)"
252480243,tertiary,False,False,65.608,,,,"LINESTRING (13.6924944 11.0831686, 13.6930934 11.0832195)"
252480243,tertiary,False,True,95.317,,,,"LINESTRING (13.6924944 11.0831686, 13.6916218 11.0831298)"
252480283,unclassified,False,False,191.615,,,,"LINESTRING (13.6924944 11.0831686, 13.6924365 11.0814463)"
252480250,tertiary,False,False,83.56,,,,"LINESTRING (13.6923879 11.0800003, 13.6931536 11.0800087)"
252480250,tertiary,False,True,103.629,,,,"LINESTRING (13.6923879 11.0800003, 13.6914383 11.0799896)"
252480283,unclassified,False,True,160.876,,,,"LINESTRING (13.6923879 11.0800003, 13.6924365 11.0814463)"
252480284,residential,False,False,164.914,,,,"LINESTRING (13.6949839 11.0828688, 13.6949093 11.0813875)"
252480280,unclassified,False,False,54.242,,,,"LINESTRING (13.6949093 11.0813875, 13.6954062 11.0813745)"
252480280,unclassified,False,True,92.765,,,,"LINESTRING (13.6949093 11.0813875, 13.6940595 11.0814098)"
252480284,residential,False,False,151.308,,,,"LINESTRING (13.6949093 11.0813875, 13.6948636 11.0800275)"
252480284,residential,False,True,164.914,,,,"LINESTRING (13.6949093 11.0813875, 13.6949839 11.0828688)"
252480252,tertiary,False,False,62.132,,,,"LINESTRING (13.694828 11.079005, 13.6952934 11.0786831)"
252480284,residential,False,True,39.612,,,,"LINESTRING (13.694828 11.079005, 13.6948412 11.079361)"
739868130,residential,False,False,40.153,,,,"LINESTRING (13.694828 11.079005, 13.694826 11.0786439)"
252480252,tertiary,False,True,71.52,,,,"LINESTRING (13.694828 11.079005, 13.6947034 11.0791012, 13.6942902 11.079372)"
252480252,tertiary,False,True,19.237,,,,"LINESTRING (13.6942902 11.079372, 13.6941394 11.0794616)"
252480285,unclassified,False,False,60.139,,,,"LINESTRING (13.6942902 11.079372, 13.6948412 11.079361)"
252480252,tertiary,False,False,71.52,,,,"LINESTRING (13.6942902 11.079372, 13.6947034 11.0791012, 13.694828 11.079005)"
252480285,unclassified,False,True,37.064,,,,"LINESTRING (13.6978887 11.0794133, 13.6975491 11.0794075)"
252480287,unclassified,False,False,84.706,,,,"LINESTRING (13.6978887 11.0794133, 13.6982903 11.0800652)"
252480287,unclassified,False,True,32.562,,,,"LINESTRING (13.6978887 11.0794133, 13.69776 11.0791491)"
252480290,unclassified,False,True,93.052,,,,"LINESTRING (13.6941191 11.078625, 13.6941394 11.0794616)"
739868128,residential,False,False,77.168,,,,"LINESTRING (13.6941191 11.078625, 13.694826 11.0786439)"
252480286,residential,False,False,74.624,,,,"LINESTRING (13.6974495 11.0787139, 13.6981331 11.0787322)"
252480286,residential,False,True,75.115,,,,"LINESTRING (13.6974495 11.0787139, 13.6967614 11.0786955)"
252480287,unclassified,False,False,19.93,,,,"LINESTRING (13.6974495 11.0787139, 13.6975658 11.0788521)"
252480250,tertiary,False,False,39.832,,,,"LINESTRING (13.6982903 11.0800652, 13.6986553 11.0800693)"
252480250,tertiary,False,True,82.48,,,,"LINESTRING (13.6982903 11.0800652, 13.6975345 11.0800569)"
252480287,unclassified,False,True,84.706,,,,"LINESTRING (13.6982903 11.0800652, 13.6978887 11.0794133)"
252480250,tertiary,False,False,77.547,,,,"LINESTRING (13.694153 11.0800197, 13.6948636 11.0800275)"
252480250,tertiary,False,True,17.33,,,,"LINESTRING (13.694153 11.0800197, 13.6939942 11.0800179)"
252480290,unclassified,False,False,62.076,,,,"LINESTRING (13.694153 11.0800197, 13.6941394 11.0794616)"
252480286,residential,False,False,100.179,,,,"LINESTRING (13.6958437 11.078671, 13.6967614 11.0786955)"
252480286,residential,False,True,60.065,,,,"LINESTRING (13.6958437 11.078671, 13.6952934 11.0786831)"
739868129,residential,False,False,78.75,,,,"LINESTRING (13.6958437 11.078671, 13.6958712 11.0793787)"
252480285,unclassified,False,False,99.644,,,,"LINESTRING (13.6958712 11.0793787, 13.6967842 11.0793944)"
252480285,unclassified,False,True,112.414,,,,"LINESTRING (13.6958712 11.0793787, 13.6948412 11.079361)"
739868129,residential,False,False,73.378,,,,"LINESTRING (13.6958712 11.0793787, 13.695871 11.0800386)"
739868129,residential,False,True,78.75,,,,"LINESTRING (13.6958712 11.0793787, 13.6958437 11.078671)"
252480250,tertiary,False,False,102.276,,,,"LINESTRING (13.695871 11.0800386, 13.6968082 11.0800489)"
252480250,tertiary,False,True,109.937,,,,"LINESTRING (13.695871 11.0800386, 13.6948636 11.0800275)"
252480293,unclassified,False,False,86.864,,,,"LINESTRING (13.695871 11.0800386, 13.6960022 11.0808091)"
739868129,residential,False,True,73.378,,,,"LINESTRING (13.695871 11.0800386, 13.6958712 11.0793787)"
252480297,unclassified,False,False,38.561,,,,"LINESTRING (13.6977101 11.0813496, 13.6978856 11.0810486)"
252480250,tertiary,False,True,39.832,,,,"LINESTRING (13.6986553 11.0800693, 13.6982903 11.0800652)"
252480297,unclassified,False,True,137.526,,,,"LINESTRING (13.6986553 11.0800693, 13.6981969 11.0806598, 13.6978856 11.0810486)"
252480286,residential,False,True,74.624,,,,"LINESTRING (13.6981331 11.0787322, 13.6974495 11.0787139)"
252480319,unclassified,False,True,118.062,,,,"LINESTRING (13.6909146 11.0859632, 13.6910724 11.0870136)"
252480319,unclassified,False,False,115.13600000000001,,,,"LINESTRING (13.6909146 11.0859632, 13.6908584 11.0858477, 13.6909507 11.0850724, 13.6910122 11.0849608)"
"[346321792, 252480921, 346321794]","['residential', 'unclassified']",False,False,113.14600000000002,,,yes,"LINESTRING (13.6909146 11.0859632, 13.6907827 11.085947, 13.6906256 11.0859557, 13.6905651 11.0859643, 13.6905058 11.085974, 13.690452 11.0859805, 13.6902767 11.0860191, 13.6902132 11.0860272, 13.6898918 11.0860888)"
252480921,residential,False,True,103.04,,,,"LINESTRING (13.6909146 11.0859632, 13.6911859 11.0859072, 13.6912782 11.0859007, 13.6913441 11.0859007, 13.6914485 11.0858953, 13.6915496 11.0858953, 13.6916507 11.0859966, 13.6917573 11.0860409, 13.6917979 11.0860539)"
252480927,residential,False,False,112.335,,,,"LINESTRING (13.6897479 11.0851115, 13.6897011 11.0855092, 13.689791 11.0858343, 13.6898918 11.0860888)"
252480927,residential,False,True,229.997,,,,"LINESTRING (13.6897479 11.0851115, 13.6896463 11.0843649, 13.6896478 11.0842905, 13.6896269 11.0830499)"
252480248,tertiary,False,True,9.624,,,,"LINESTRING (13.6896269 11.0830499, 13.689715 11.0830539)"
252480927,residential,False,False,229.997,,,,"LINESTRING (13.6896269 11.0830499, 13.6896478 11.0842905, 13.6896463 11.0843649, 13.6897479 11.0851115)"
"[346321795, 346321556, 346321797, 252480927]",residential,False,"[False, True]",186.55599999999998,,,yes,"LINESTRING (13.6898918 11.0860888, 13.6899837 11.0865637, 13.6902793 11.0867588, 13.6903892 11.0868756, 13.6906512 11.0869494, 13.6910724 11.0870136)"
252480927,residential,False,True,112.33500000000001,,,,"LINESTRING (13.6898918 11.0860888, 13.689791 11.0858343, 13.6897011 11.0855092, 13.6897479 11.0851115)"
"[346321792, 252480921, 346321794]","['residential', 'unclassified']",False,True,113.14600000000002,,,yes,"LINESTRING (13.6898918 11.0860888, 13.6902132 11.0860272, 13.6902767 11.0860191, 13.690452 11.0859805, 13.6905058 11.085974, 13.6905651 11.0859643, 13.6906256 11.0859557, 13.6907827 11.085947, 13.6909146 11.0859632)"
252480248,tertiary,False,False,9.624,,,,"LINESTRING (13.689715 11.0830539, 13.6896269 11.0830499)"
252483430,unclassified,False,False,91.777,,,,"LINESTRING (13.689715 11.0830539, 13.6896787 11.0822293)"
252480248,tertiary,False,True,50.461,,,,"LINESTRING (13.689715 11.0830539, 13.6900428 11.0830747, 13.6901766 11.0830807)"
252480918,unclassified,False,True,59.454,,,,"LINESTRING (13.6896465 11.0815307, 13.6901911 11.0815149)"
252483430,unclassified,False,True,77.76,,,,"LINESTRING (13.6896465 11.0815307, 13.6896787 11.0822293)"
252483430,unclassified,False,False,77.76,,,,"LINESTRING (13.6896787 11.0822293, 13.6896465 11.0815307)"
252483430,unclassified,False,True,91.777,,,,"LINESTRING (13.6896787 11.0822293, 13.689715 11.0830539)"
252483433,unclassified,False,False,56.742,,,,"LINESTRING (13.6896787 11.0822293, 13.6901981 11.0822051)"
256021456,trunk,False,False,82.29,2,A13,,"LINESTRING (13.6915593 11.0822059, 13.6915172 11.081467)"
256021456,trunk,False,True,102.959,2,A13,,"LINESTRING (13.6915593 11.0822059, 13.6916218 11.0831298)"
252483433,unclassified,False,True,149.449,,,,"LINESTRING (13.6915593 11.0822059, 13.691289 11.0821809, 13.6907723 11.0821322, 13.6901981 11.0822051)"
252483435,unclassified,False,False,163.777,,,,"LINESTRING (13.6902697 11.0845496, 13.6901848 11.0836674, 13.6901766 11.0830807)"
252480248,tertiary,False,True,9.936,,,,"LINESTRING (13.6901766 11.0830807, 13.6902676 11.0830838)"
252480248,tertiary,False,False,50.461,,,,"LINESTRING (13.6901766 11.0830807, 13.6900428 11.0830747, 13.689715 11.0830539)"
252483435,unclassified,False,True,163.777,,,,"LINESTRING (13.6901766 11.0830807, 13.6901848 11.0836674, 13.6902697 11.0845496)"
252483433,unclassified,False,True,56.742,,,,"LINESTRING (13.6901981 11.0822051, 13.6896787 11.0822293)"
731261720,unclassified,False,False,76.751,,,,"LINESTRING (13.6901981 11.0822051, 13.6901911 11.0815149)"
731261720,unclassified,False,True,98.001,,,,"LINESTRING (13.6901981 11.0822051, 13.6902676 11.0830838)"
252483433,unclassified,False,False,149.449,,,,"LINESTRING (13.6901981 11.0822051, 13.6907723 11.0821322, 13.691289 11.0821809, 13.6915593 11.0822059)"
252480918,unclassified,False,False,59.454,,,,"LINESTRING (13.6901911 11.0815149, 13.6896465 11.0815307)"
252480918,unclassified,False,True,3.316,,,,"LINESTRING (13.6901911 11.0815149, 13.6902204 11.081507)"
731261720,unclassified,False,True,76.751,,,,"LINESTRING (13.6901911 11.0815149, 13.6901981 11.0822051)"
252480253,residential,False,False,17.241,,,,"LINESTRING (13.6901489 11.0800355, 13.689991 11.080041)"
252480253,residential,False,True,140.795,,,,"LINESTRING (13.6901489 11.0800355, 13.6914383 11.0799896)"
252483436,unclassified,False,False,165.644,,,,"LINESTRING (13.6901489 11.0800355, 13.6901987 11.0804173, 13.6901343 11.0806015, 13.690136 11.0807478, 13.6902204 11.081507)"
252480918,unclassified,False,False,3.316,,,,"LINESTRING (13.6902204 11.081507, 13.6901911 11.0815149)"
252480918,unclassified,False,True,141.579,,,,"LINESTRING (13.6902204 11.081507, 13.6915172 11.081467)"
252483436,unclassified,False,True,165.644,,,,"LINESTRING (13.6902204 11.081507, 13.690136 11.0807478, 13.6901343 11.0806015, 13.6901987 11.0804173, 13.6901489 11.0800355)"
252480250,tertiary,False,False,12.474,,,,"LINESTRING (13.6974202 11.0800556, 13.6975345 11.0800569)"
252480250,tertiary,False,True,66.787,,,,"LINESTRING (13.6974202 11.0800556, 13.6968082 11.0800489)"
252483492,unclassified,False,False,81.884,,,,"LINESTRING (13.6974202 11.0800556, 13.6974572 11.0803198, 13.697475 11.0806269, 13.6975422 11.080775)"
252480297,unclassified,False,True,38.561,,,,"LINESTRING (13.6978856 11.0810486, 13.6977101 11.0813496)"
252480297,unclassified,False,False,137.526,,,,"LINESTRING (13.6978856 11.0810486, 13.6981969 11.0806598, 13.6986553 11.0800693)"
252483492,unclassified,False,True,50.416000000000004,,,,"LINESTRING (13.6978856 11.0810486, 13.6976092 11.0809059, 13.6975506 11.080801, 13.6975422 11.080775)"
252480293,unclassified,False,False,61.701,,,,"LINESTRING (13.6960022 11.0808091, 13.6960954 11.0813564)"
252480293,unclassified,False,True,86.864,,,,"LINESTRING (13.6960022 11.0808091, 13.695871 11.0800386)"
252483495,unclassified,False,False,85.374,,,,"LINESTRING (13.6960022 11.0808091, 13.6964485 11.0807277, 13.6967334 11.0807231, 13.6967758 11.0807326)"
252483495,unclassified,False,False,20.976,,,,"LINESTRING (13.697369 11.0808557, 13.6974889 11.0808068, 13.6975422 11.080775)"
252483495,unclassified,False,True,66.361,,,,"LINESTRING (13.697369 11.0808557, 13.6972704 11.0808194, 13.6969809 11.0807781, 13.6967758 11.0807326)"
706747987,residential,False,False,53.428,,,,"LINESTRING (13.697369 11.0808557, 13.6973146 11.0811345, 13.6973293 11.0813306)"
252483492,unclassified,False,False,50.416000000000004,,,,"LINESTRING (13.6975422 11.080775, 13.6975506 11.080801, 13.6976092 11.0809059, 13.6978856 11.0810486)"
252483492,unclassified,False,True,81.884,,,,"LINESTRING (13.6975422 11.080775, 13.697475 11.0806269, 13.6974572 11.0803198, 13.6974202 11.0800556)"
252483495,unclassified,False,True,20.976,,,,"LINESTRING (13.6975422 11.080775, 13.6974889 11.0808068, 13.697369 11.0808557)"
252480286,residential,False,False,75.115,,,,"LINESTRING (13.6967614 11.0786955, 13.6974495 11.0787139)"
252480286,residential,False,True,100.179,,,,"LINESTRING (13.6967614 11.0786955, 13.6958437 11.078671)"
252483497,unclassified,False,False,77.754,,,,"LINESTRING (13.6967614 11.0786955, 13.6967842 11.0793944)"
252480285,unclassified,False,False,83.481,,,,"LINESTRING (13.6967842 11.0793944, 13.6975491 11.0794075)"
252480285,unclassified,False,True,99.644,,,,"LINESTRING (13.6967842 11.0793944, 13.6958712 11.0793787)"
252483497,unclassified,False,False,72.824,,,,"LINESTRING (13.6967842 11.0793944, 13.6968082 11.0800489)"
252483497,unclassified,False,True,77.754,,,,"LINESTRING (13.6967842 11.0793944, 13.6967614 11.0786955)"
252480250,tertiary,False,False,66.787,,,,"LINESTRING (13.6968082 11.0800489, 13.6974202 11.0800556)"
252480250,tertiary,False,True,102.276,,,,"LINESTRING (13.6968082 11.0800489, 13.695871 11.0800386)"
252483497,unclassified,False,False,76.106,,,,"LINESTRING (13.6968082 11.0800489, 13.6967758 11.0807326)"
252483497,unclassified,False,True,72.824,,,,"LINESTRING (13.6968082 11.0800489, 13.6967842 11.0793944)"
252483497,unclassified,False,True,76.106,,,,"LINESTRING (13.6967758 11.0807326, 13.6968082 11.0800489)"
252483495,unclassified,False,False,66.361,,,,"LINESTRING (13.6967758 11.0807326, 13.6969809 11.0807781, 13.6972704 11.0808194, 13.697369 11.0808557)"
252483495,unclassified,False,True,85.374,,,,"LINESTRING (13.6967758 11.0807326, 13.6967334 11.0807231, 13.6964485 11.0807277, 13.6960022 11.0808091)"
252483497,unclassified,False,False,72.944,,,,"LINESTRING (13.6967758 11.0807326, 13.696752 11.0808423, 13.696696 11.0810806, 13.6967567 11.0813739)"
252483497,unclassified,False,True,72.944,,,,"LINESTRING (13.6967567 11.0813739, 13.696696 11.0810806, 13.696752 11.0808423, 13.6967758 11.0807326)"
256021450,trunk,False,False,51.489,2,A13,,"LINESTRING (13.6918229 11.0865163, 13.6917979 11.0860539)"
256021450,trunk,False,True,25.976,2,A13,,"LINESTRING (13.6918229 11.0865163, 13.691833 11.0867497)"
256021453,trunk_link,True,False,28.637,,,,"LINESTRING (13.6918229 11.0865163, 13.6919935 11.086712)"
256021452,tertiary,True,False,23.489,,,,"LINESTRING (13.6920454 11.0868094, 13.6919999 11.0868189, 13.6919657 11.0868281, 13.6919389 11.0868334, 13.6919169 11.0868368, 13.6918939 11.08684, 13.6918685 11.0868419, 13.6918337 11.0868452)"
256021455,trunk_link,True,False,45.028,,,,"LINESTRING (13.6920454 11.0868094, 13.6919153 11.0870734, 13.6918929 11.0871117, 13.6918578 11.0871698)"
256021450,trunk,False,False,10.619,2,A13,,"LINESTRING (13.6918337 11.0868452, 13.691833 11.0867497)"
256021450,trunk,False,True,7.287,2,A13,,"LINESTRING (13.6918337 11.0868452, 13.6918393 11.0869105)"
256021450,trunk,False,False,25.976,2,A13,,"LINESTRING (13.691833 11.0867497, 13.6918229 11.0865163)"
256021450,trunk,False,True,10.619,2,A13,,"LINESTRING (13.691833 11.0867497, 13.6918337 11.0868452)"
256021451,tertiary,True,False,18.02,,,,"LINESTRING (13.691833 11.0867497, 13.6918553 11.0867442, 13.6918741 11.0867386, 13.6918887 11.0867355, 13.6919146 11.0867288, 13.6919365 11.0867234, 13.691966 11.0867182, 13.6919935 11.086712)"
256021450,trunk,False,False,28.903,2,A13,,"LINESTRING (13.6918578 11.0871698, 13.6918393 11.0869105)"
256021450,trunk,False,True,17.819,2,A13,,"LINESTRING (13.6918578 11.0871698, 13.6918669 11.0873298)"
256021451,tertiary,True,False,23.533,,,,"LINESTRING (13.6919935 11.086712, 13.6920957 11.0867042, 13.6921459 11.0867049, 13.6922073 11.0867185)"
252480275,unclassified,False,False,36.305,,,,"LINESTRING (13.6946981 11.0843447, 13.6946642 11.0846695)"
252480275,unclassified,False,True,109.565,,,,"LINESTRING (13.6946981 11.0843447, 13.6948035 11.0833648)"
256021459,unclassified,False,False,136.643,,,,"LINESTRING (13.6946981 11.0843447, 13.6956834 11.0839615, 13.6958516 11.0838699)"
256021459,unclassified,False,True,75.15,,,,"LINESTRING (13.6946981 11.0843447, 13.6941984 11.084539, 13.6940848 11.0846369)"
252480271,unclassified,False,False,118.649,,,,"LINESTRING (13.6946642 11.0846695, 13.6957495 11.0847345)"
252480271,unclassified,False,True,63.328,,,,"LINESTRING (13.6946642 11.0846695, 13.6940848 11.0846369)"
252480275,unclassified,False,False,118.086,,,,"LINESTRING (13.6946642 11.0846695, 13.6945515 11.0857257)"
