osmid,oneway,lanes,name,highway,maxspeed,reversed,length,tunnel,geometry,width,bridge,junction
"[753640081, 6670254, 6670596, 426988324]",False,"['4', '3']",Wolter ten Catestraat,secondary,50,True,168.57399999999996,,"LINESTRING (6.7994957 52.2630356, 6.7994783 52.2629614, 6.7994632 52.2629318, 6.7994473 52.2629041, 6.7994212 52.2628711, 6.7993688 52.2628145, 6.7991554 52.2626211, 6.7989715 52.2624544, 6.7988626 52.2623632, 6.798734 52.2622555, 6.7984248 52.2619799, 6.7983049 52.2618788, 6.79825 52.2618375, 6.7981759 52.2617649)",,,
"[6670371, 6670482, 426988323, 449574492]",False,3,Enschedesestraat,unclassified,"['50', '30']",False,179.244,,"LINESTRING (6.7994957 52.2630356, 6.7993672 52.2630839, 6.7992205 52.263139, 6.7989564 52.2632382, 6.7988267 52.2632764, 6.798556 52.2633719, 6.7981305 52.2635335, 6.7978298 52.2636427, 6.797232 52.2638587)",,,
6670299,False,,Beursstraat,unclassified,30,False,94.313,,"LINESTRING (6.7962751 52.2632152, 6.7965942 52.2634928, 6.7967781 52.2636465, 6.7970189 52.2638479, 6.7970664 52.263872, 6.7971122 52.2638851)",,,
6670801,False,2,B.P. Hofstedestraat,unclassified,,False,81.112,,"LINESTRING (6.7962751 52.2632152, 6.7961792 52.2632557, 6.7957403 52.2634547, 6.7954692 52.2635749, 6.795383 52.263615, 6.7953128 52.2636455)",,,
"[175500065, 6671196, 6670641]",False,,"['Beursstraat', 'Prins Bernhardplantsoen']",unclassified,50,True,148.73200000000003,,"LINESTRING (6.7962751 52.2632152, 6.7958575 52.262867, 6.7957032 52.2627379, 6.7953965 52.2624812, 6.7953765 52.2624612, 6.7953634 52.2624447, 6.7953528 52.2624267, 6.7953462 52.2624102, 6.7953415 52.2623887, 6.7953424 52.262367, 6.7953483 52.262345, 6.795358 52.2623235, 6.7953707 52.2623076, 6.7953874 52.2622908, 6.795404 52.2622781, 6.7954146 52.262271, 6.795429 52.2622629, 6.7956766 52.2621541)",,,
"[6670788, 6670797]",False,,Dorpsmatenstraat,residential,30,False,105.95400000000001,,"LINESTRING (6.7889097 52.2632119, 6.7889649 52.2634455, 6.7889727 52.2635101, 6.7889586 52.2635871, 6.7889224 52.2636411, 6.7888405 52.2636979, 6.7886768 52.2638328, 6.7886437 52.2638896, 6.7886201 52.2640322, 6.7886056 52.2641004)",,,
6670841,False,2,Prinses Beatrixstraat,unclassified,50,False,96.199,,"LINESTRING (6.7889097 52.2632119, 6.7884566 52.2632545, 6.7880157 52.263296, 6.7878392 52.263316, 6.7875886 52.2633445, 6.7875176 52.2633304)",,,
6670844,False,,Prinses Beatrixstraat,unclassified,30,True,164.921,,"LINESTRING (6.7889097 52.2632119, 6.7891902 52.2631415, 6.7898167 52.2629838, 6.7903422 52.2628521, 6.7907201 52.2627573, 6.790857 52.2627229, 6.7909679 52.2627075, 6.791094 52.2627121, 6.7911704 52.262723)",,,
"[6670848, 6670817, 47638146, 6670640, 6671165, 6671198]",False,"['1', '2']",Emmaweg,unclassified,30,True,200.02,,"LINESTRING (6.7875176 52.2633304, 6.7874661 52.2633091, 6.7874271 52.2632717, 6.7873699 52.26282, 6.7873447 52.2627075, 6.7873019 52.2625844, 6.7872506 52.2624148, 6.7872367 52.2623757, 6.7872037 52.2622834, 6.7871611 52.2620749, 6.7871352 52.2619615, 6.7870621 52.2616407, 6.7870456 52.261573)",5,,
6670841,False,2,Prinses Beatrixstraat,unclassified,50,True,96.19900000000001,,"LINESTRING (6.7875176 52.2633304, 6.7875886 52.2633445, 6.7878392 52.263316, 6.7880157 52.263296, 6.7884566 52.2632545, 6.7889097 52.2632119)",,,
"[6670809, 6670814]",False,,Vondelstraat,residential,30,True,46.934,,"LINESTRING (6.7867997 52.2634895, 6.7871098 52.263425, 6.7874184 52.2634069, 6.7874703 52.263404)",,,
6670801,False,2,B.P. Hofstedestraat,unclassified,,True,81.112,,"LINESTRING (6.7953128 52.2636455, 6.795383 52.263615, 6.7954692 52.2635749, 6.7957403 52.2634547, 6.7961792 52.2632557, 6.7962751 52.2632152)",,,
"[426988323, 6670482, 6670371, 449574492]",False,3,Enschedesestraat,unclassified,"['30', '50']",True,179.244,,"LINESTRING (6.797232 52.2638587, 6.7978298 52.2636427, 6.7981305 52.2635335, 6.798556 52.2633719, 6.7988267 52.2632764, 6.7989564 52.2632382, 6.7992205 52.263139, 6.7993672 52.2630839, 6.7994957 52.2630356)",,,
6670383,False,,Enschedesestraat,unclassified,30,False,8.878,,"LINESTRING (6.797232 52.2638587, 6.7971777 52.2638799, 6.7971122 52.2638851)",,,
6670415,False,,Bataafse Kamp,unclassified,30,False,90.467,,"LINESTRING (6.797232 52.2638587, 6.7973066 52.2639168, 6.7974913 52.2640455, 6.7975519 52.2640909, 6.7979332 52.2644639, 6.7979886 52.2645249)",,,
6670793,True,1,Emmaweg,residential,30,False,60.07,,"LINESTRING (6.7876467 52.2639267, 6.7875416 52.2637315, 6.7874661 52.2635115, 6.787451 52.2634423, 6.7874703 52.263404)",,,
6670299,False,,Beursstraat,unclassified,30,True,94.31299999999999,,"LINESTRING (6.7971122 52.2638851, 6.7970664 52.263872, 6.7970189 52.2638479, 6.7967781 52.2636465, 6.7965942 52.2634928, 6.7962751 52.2632152)",,,
6670383,False,,Enschedesestraat,unclassified,30,True,8.878,,"LINESTRING (6.7971122 52.2638851, 6.7971777 52.2638799, 6.797232 52.2638587)",,,
6670657,False,1,Enschedesestraat,residential,30,False,131.751,,"LINESTRING (6.7971122 52.2638851, 6.7970827 52.2639145, 6.7970406 52.2639422, 6.7959448 52.2643546, 6.7957105 52.2644416, 6.7955596 52.2644976, 6.7955262 52.2645133, 6.795507 52.2645339)",,,
6670998,False,2,Marskant,secondary,50,False,44.927,,"LINESTRING (6.7898518 52.264025, 6.7898242 52.2640548, 6.789508 52.2643699)",,,
162919745,True,,Marskant,secondary,50,False,196.329,,"LINESTRING (6.7898518 52.264025, 6.7899192 52.2639415, 6.7899531 52.2638979, 6.7899819 52.2638708, 6.7900238 52.2638444, 6.79005 52.263833, 6.7901055 52.2638132, 6.7907631 52.2635992, 6.7911036 52.2634896, 6.7911436 52.2634735, 6.7911754 52.263456, 6.7912029 52.2634359, 6.7912331 52.263403, 6.7912473 52.2633672, 6.791251 52.2633366, 6.7912482 52.2633112, 6.7912404 52.2632552, 6.7911588 52.2628234, 6.7911541 52.262785, 6.7911579 52.2627547, 6.7911704 52.262723)",,,
"[6670761, 6670764]",False,,Dorpsmatenstraat,"['residential', 'unclassified']",30,False,45.93899999999999,,"LINESTRING (6.7886056 52.2641004, 6.7884958 52.2641902, 6.7882021 52.2643923, 6.7881933 52.2644063, 6.7881926 52.2644218)",,,
"[6670788, 6670797]",False,,Dorpsmatenstraat,residential,30,True,105.95400000000001,,"LINESTRING (6.7886056 52.2641004, 6.7886201 52.2640322, 6.7886437 52.2638896, 6.7886768 52.2638328, 6.7888405 52.2636979, 6.7889224 52.2636411, 6.7889586 52.2635871, 6.7889727 52.2635101, 6.7889649 52.2634455, 6.7889097 52.2632119)",,,
6670772,True,1,Brugstraat,residential,,False,68.333,,"LINESTRING (6.789508 52.2643699, 6.7886056 52.2641004)",,,
6670998,False,2,Marskant,secondary,50,False,47.886,,"LINESTRING (6.789508 52.2643699, 6.7891351 52.2647351)",,,
6670998,False,2,Marskant,secondary,50,True,44.927,,"LINESTRING (6.789508 52.2643699, 6.7898242 52.2640548, 6.7898518 52.264025)",,,
6670790,True,1,Emmaweg,residential,30,False,65.028,,"LINESTRING (6.7880913 52.2644379, 6.7880283 52.2643942, 6.7879339 52.2643163, 6.7878358 52.2642239, 6.7877368 52.2640906, 6.7876467 52.2639267)",,,
221112723,False,,Dorpsmatenstraat,unclassified,50,False,7.17,,"LINESTRING (6.7880913 52.2644379, 6.7881255 52.2644288, 6.7881926 52.2644218)",,,
6670655,True,1,Brugstraat,unclassified,,False,80.741,,"LINESTRING (6.7906265 52.2646057, 6.7906014 52.2645946, 6.7905695 52.2645884, 6.7902306 52.264531, 6.7901684 52.2645191, 6.7897301 52.2644327, 6.7896075 52.2644, 6.789508 52.2643699)",,,
"[221112724, 6670779, 6670660]",False,,"['Willemstraat', 'Beekstraat']",unclassified,,"[False, True]",156.123,,"LINESTRING (6.7906265 52.2646057, 6.7906352 52.2646257, 6.7906331 52.2646466, 6.7904078 52.2650012, 6.7903849 52.2650372, 6.7903512 52.2650653, 6.7903164 52.2650891, 6.7902572 52.265114, 6.7901501 52.2651526, 6.7900987 52.2651076, 6.7900422 52.2650646, 6.7899916 52.2650373, 6.7898489 52.2649832, 6.7893256 52.2647992, 6.7892268 52.2647659, 6.7891351 52.2647351)",,,
6670998,False,2,Marskant,secondary,50,True,47.886,,"LINESTRING (6.7891351 52.2647351, 6.789508 52.2643699)",,,
6670752,False,,Willemstraat,unclassified,30,True,73.927,,"LINESTRING (6.7891351 52.2647351, 6.7887681 52.2646263, 6.7883331 52.2644964, 6.7882326 52.2644619, 6.7882113 52.2644511, 6.788201 52.2644389, 6.7881926 52.2644218)",,,
"[6670779, 221112724, 6670660]",False,,"['Willemstraat', 'Beekstraat']",unclassified,,"[False, True]",156.12300000000002,,"LINESTRING (6.7891351 52.2647351, 6.7892268 52.2647659, 6.7893256 52.2647992, 6.7898489 52.2649832, 6.7899916 52.2650373, 6.7900422 52.2650646, 6.7900987 52.2651076, 6.7901501 52.2651526, 6.7902572 52.265114, 6.7903164 52.2650891, 6.7903512 52.2650653, 6.7903849 52.2650372, 6.7904078 52.2650012, 6.7906331 52.2646466, 6.7906352 52.2646257, 6.7906265 52.2646057)",,,
"[6670976, 6670998]",False,2,Marskant,secondary,50,False,143.22,,"LINESTRING (6.7891351 52.2647351, 6.7890575 52.2648112, 6.7889864 52.2648818, 6.7886274 52.2652339, 6.7885345 52.2653255, 6.788466 52.2653925, 6.7880462 52.2658371)",,,
6670770,True,,Smutsstraat,unclassified,30,False,48.339,,"LINESTRING (6.7964937 52.2648182, 6.796446 52.2648905, 6.7962892 52.2651658, 6.7962637 52.2651925, 6.7962188 52.265213)",,,
6670413,False,,Drienerstraat,unclassified,30,False,14.494,,"LINESTRING (6.7984165 52.265104, 6.7984785 52.2652287)",,,
"[6670297, 466167207]",True,,Drienerstraat,unclassified,30,False,136.39999999999998,,"LINESTRING (6.7984165 52.265104, 6.7983877 52.2650778, 6.7983498 52.2650599, 6.798307 52.265046, 6.7982572 52.2650345, 6.7980989 52.2650143, 6.7969953 52.264913, 6.7968477 52.2648908, 6.796693 52.2648631, 6.7964937 52.2648182)",,,
6670777,True,1,Tollensstraat,residential,30,False,220.446,,"LINESTRING (6.785192 52.2652203, 6.7876467 52.2639267)",,,
6670681,False,,Tuindorpstraat,unclassified,30,False,67.964,,"LINESTRING (6.785192 52.2652203, 6.7853485 52.2653294, 6.7854052 52.2653893, 6.7854306 52.265416, 6.7855051 52.265521, 6.7856381 52.2657589)",,,
6670409,False,,de Wetstraat,unclassified,,False,37.18,,"LINESTRING (6.7984785 52.2652287, 6.7979554 52.2653252)",,,
6670413,False,,Drienerstraat,unclassified,30,True,14.494,,"LINESTRING (6.7984785 52.2652287, 6.7984165 52.265104)",,,
6670409,False,,de Wetstraat,unclassified,,True,37.18,,"LINESTRING (6.7979554 52.2653252, 6.7984785 52.2652287)",,,
6670303,True,,Bothastraat,residential,30,False,44.387,,"LINESTRING (6.7979554 52.2653252, 6.7979846 52.2653829, 6.7980403 52.265466, 6.7982231 52.2656884)",,,
"[6670308, 6670317]",False,,de Wetstraat,unclassified,,False,65.152,,"LINESTRING (6.7979554 52.2653252, 6.7971641 52.2654905, 6.7970493 52.2655144)",,,
6670668,False,,de Wetstraat,unclassified,,False,99.50999999999999,,"LINESTRING (6.7964767 52.2656377, 6.7962788 52.2656803, 6.7960671 52.2657259, 6.7959062 52.2657605, 6.7958523 52.2657721, 6.7956801 52.2658092, 6.7956374 52.2658184, 6.7955671 52.2658336, 6.7954301 52.2658631, 6.7952274 52.2659067, 6.7951817 52.2659169, 6.7951588 52.2659231, 6.7951343 52.2659312, 6.795105 52.2659444)",,,
6670697,False,,de Wetstraat,unclassified,,True,50.453,,"LINESTRING (6.7964767 52.2656377, 6.7962504 52.2652457, 6.7962188 52.265213)",,,
"[6670308, 534324357]",False,,de Wetstraat,unclassified,,True,41.308,,"LINESTRING (6.7964767 52.2656377, 6.7969606 52.2655335, 6.7970493 52.2655144)",,,
6670662,False,,Smutsstraat,unclassified,,False,23.971,,"LINESTRING (6.7951838 52.2655745, 6.7950599 52.2656178, 6.7948779 52.2656814)",,,
6670662,False,,Smutsstraat,unclassified,,True,56.55,,"LINESTRING (6.7951838 52.2655745, 6.7952492 52.2655517, 6.795443 52.265484, 6.7956439 52.2654138, 6.7958452 52.2653435, 6.7959055 52.2653224)",,,
241043217,False,,Smutsstraat,residential,,False,110.94200000000001,,"LINESTRING (6.7951838 52.2655745, 6.7950401 52.2654168, 6.7950285 52.2653961, 6.7950237 52.2653709, 6.7950362 52.2653423, 6.7950637 52.2653115, 6.7951072 52.2652841, 6.7951562 52.2652619, 6.7956228 52.2650982, 6.7956533 52.2650945, 6.7956835 52.2650991, 6.7957033 52.2651085, 6.7959055 52.2653224)",,,
6670323,True,,Bothastraat,residential,30,False,37.114,,"LINESTRING (6.7982231 52.2656884, 6.7985075 52.2659732)",,,
6670832,False,3,Tuindorpstraat,unclassified,30,False,15.945,,"LINESTRING (6.7856381 52.2657589, 6.7857073 52.2658959)",,,
"[6670680, 525358305]",True,,Helmersstraat,unclassified,30,False,227.792,,"LINESTRING (6.7856381 52.2657589, 6.7859312 52.2657001, 6.7862286 52.2656405, 6.7862993 52.265622, 6.7863899 52.2655903, 6.7864559 52.2655637, 6.7866568 52.2654223, 6.7875406 52.2647862, 6.7877613 52.2646211, 6.7878811 52.2645431, 6.7879556 52.2645033, 6.7880169 52.2644716, 6.7880913 52.2644379)",,,
6670681,False,,Tuindorpstraat,unclassified,30,True,67.964,,"LINESTRING (6.7856381 52.2657589, 6.7855051 52.265521, 6.7854306 52.265416, 6.7854052 52.2653893, 6.7853485 52.2653294, 6.785192 52.2652203)",,,
6670976,False,,Marskant,secondary,50,False,9.117,,"LINESTRING (6.7880462 52.2658371, 6.7879716 52.2659052)",,,
"[6670976, 6670998]",False,2,Marskant,secondary,50,True,143.22,,"LINESTRING (6.7880462 52.2658371, 6.788466 52.2653925, 6.7885345 52.2653255, 6.7886274 52.2652339, 6.7889864 52.2648818, 6.7890575 52.2648112, 6.7891351 52.2647351)",,,
139419092,False,1,Marssteeg,residential,50,False,58.114000000000004,,"LINESTRING (6.7880462 52.2658371, 6.7881421 52.265873, 6.7881853 52.2658875, 6.7883712 52.2659365, 6.7884106 52.2659479, 6.7885072 52.2659852, 6.7887125 52.2660847, 6.7887667 52.266112)",,,
6670329,True,,Cronjéstraat,residential,30,False,70.597,,"LINESTRING (6.7972739 52.2659446, 6.7982231 52.2656884)",,,
60209705,False,,de la Reystraat,residential,30,True,32.38,,"LINESTRING (6.7972739 52.2659446, 6.7974318 52.2662193)",,,
"[6670330, 534324354]",False,,de la Reystraat,residential,30,False,50.218999999999994,,"LINESTRING (6.7972739 52.2659446, 6.7970921 52.2655964, 6.7970493 52.2655144)",,,
"[210646464, 6670405]",False,,Cronjéstraat,"['living_street', 'residential']","['15', '30']",True,183.61200000000002,,"LINESTRING (6.7972739 52.2659446, 6.7969507 52.2660339, 6.7959666 52.2663058, 6.795795 52.2663481, 6.7956528 52.2663797, 6.7947758 52.2665645)",,,
"[6670402, 534322814]",True,,Bothastraat,residential,30,False,91.98799999999999,,"LINESTRING (6.7985075 52.2659732, 6.7985729 52.2660223, 6.7994166 52.266488, 6.7994495 52.2665163, 6.7994671 52.2665484)",,,
377984637,False,,Langestraat,residential,50,False,6.298,,"LINESTRING (6.7902011 52.2663885, 6.7901485 52.2664351)",,,
"[6670986, 112613340]",True,"['1', '3']",Deldenerstraat,primary,50,False,124.23599999999999,,"LINESTRING (6.7902011 52.2663885, 6.7903013 52.2664199, 6.7903601 52.2664503, 6.790447 52.2664927, 6.7905102 52.2665313, 6.790684 52.2666321, 6.7907457 52.2666694, 6.7908362 52.2667182, 6.7909167 52.2667531, 6.7910039 52.266781, 6.7910924 52.2668065, 6.7916409 52.2669486, 6.7917315 52.2669721)",,,
"[437869369, 6670829]",False,,Langestraat,residential,30,True,77.059,,"LINESTRING (6.7902011 52.2663885, 6.7902671 52.2663269, 6.790298 52.266299, 6.7903523 52.2662502, 6.7904478 52.2662047, 6.7909081 52.2660097, 6.7910496 52.265942)",,,
"[210646464, 6670405]",False,,Cronjéstraat,"['residential', 'living_street']","['15', '30']",False,183.61200000000002,,"LINESTRING (6.7947758 52.2665645, 6.7956528 52.2663797, 6.795795 52.2663481, 6.7959666 52.2663058, 6.7969507 52.2660339, 6.7972739 52.2659446)",,,
6670407,False,,Paul Krugerstraat,residential,30,False,1.877,,"LINESTRING (6.7994721 52.266565, 6.7994671 52.2665484)",,,
"[534322817, 6670442, 6670500]",False,,Paul Krugerstraat,unclassified,30,False,100.43800000000002,,"LINESTRING (6.7994721 52.266565, 6.7994837 52.266628, 6.7994754 52.2666707, 6.7991555 52.2671591, 6.7990231 52.2673539, 6.798988 52.2674096)",,,
"[534322816, 6670422]",True,,Reitzstraat,residential,30,False,234.598,,"LINESTRING (6.7994721 52.266565, 6.7993818 52.2665823, 6.7985366 52.2666755, 6.7974485 52.2667831, 6.7973969 52.2667851, 6.7960571 52.2668025)",,,
6670728,False,,Schalkburgerstraat,residential,30,True,16.124,,"LINESTRING (6.7959467 52.2666742, 6.7960571 52.2668025)",,,
"[6670377, 6670431]",True,,Steijnstraat,residential,30,False,190.928,,"LINESTRING (6.7959467 52.2666742, 6.7974542 52.2662573, 6.798444 52.2659949, 6.7985075 52.2659732)",,,
"[534324360, 112683306, 6670795, 6670822]",True,,"['Steijnstraat', 'Wemenstraat']","['residential', 'unclassified']","['30', '50']",False,103.958,,"LINESTRING (6.7959467 52.2666742, 6.7953482 52.2668433, 6.7951705 52.2668935, 6.7951301 52.2669178, 6.7951179 52.2669409, 6.7951258 52.2671279, 6.7951628 52.2672638, 6.7951539 52.2672912)",,,
6670728,False,,Schalkburgerstraat,residential,30,False,16.124,,"LINESTRING (6.7960571 52.2668025, 6.7959467 52.2666742)",,,
"[24213682, 441002854]",False,3,Wemenstraat,"['unclassified', 'residential']",50,False,47.943,,"LINESTRING (6.7951539 52.2672912, 6.7951082 52.2674067, 6.7949911 52.2675867, 6.7949183 52.2676966)",,,
775197799,False,,Dr. Ariënsstraat,residential,,False,43.684,,"LINESTRING (6.7951539 52.2672912, 6.7952119 52.2673062, 6.795277 52.267318, 6.7953329 52.2673143, 6.7955447 52.2673599, 6.7957622 52.2674063)",,,
"[6670864, 135087814, 135087813, 1110308294]",False,,Coldstream,residential,"['50', '30']",False,81.67299999999999,,"LINESTRING (6.7862925 52.2673252, 6.7864153 52.2673638, 6.7864533 52.2673772, 6.7866317 52.2674527, 6.786958 52.2675924, 6.7870062 52.267613, 6.7872884 52.2677338)",,yes,
6670867,False,,Bankastraat,tertiary,50,False,115.844,,"LINESTRING (6.7862925 52.2673252, 6.7861016 52.267555, 6.7860359 52.2676322, 6.7859856 52.2677073, 6.7859395 52.2677873, 6.7857138 52.2683)",,,
"[6670737, 6670867]",False,2,"['Bankastraat', 'Mitchamplein']",tertiary,50,"[False, True]",48.318000000000005,,"LINESTRING (6.7862925 52.2673252, 6.7864264 52.2671556, 6.7864323 52.2671351, 6.7864412 52.267115, 6.786444 52.2670864, 6.786437 52.267048, 6.7864173 52.2670124, 6.7863964 52.2669617, 6.7863899 52.2669145)",,,
6670499,False,,Paul Krugerstraat,residential,30,False,11.147,,"LINESTRING (6.798988 52.2674096, 6.7989315 52.2675037)",,,
"[534322817, 6670442, 6670500]",False,,Paul Krugerstraat,unclassified,30,True,100.43799999999999,,"LINESTRING (6.798988 52.2674096, 6.7990231 52.2673539, 6.7991555 52.2671591, 6.7994754 52.2666707, 6.7994837 52.266628, 6.7994721 52.266565)",,,
"[6670298, 534322820, 466167206]",True,,Schalkburgerstraat,residential,30,False,218.457,,"LINESTRING (6.798988 52.2674096, 6.7988339 52.2673875, 6.79629 52.26702, 6.79621 52.26699, 6.79616 52.26695, 6.7960571 52.2668025)",,,
6670823,False,,Heemafstraat,residential,50,True,77.47999999999999,,"LINESTRING (6.7886617 52.2672791, 6.7886193 52.2671111, 6.788598 52.267031, 6.7885711 52.2669295, 6.7885437 52.2667625, 6.7885168 52.2666319, 6.7885037 52.2665893)",,,
6670499,False,,Paul Krugerstraat,residential,30,True,11.147,,"LINESTRING (6.7989315 52.2675037, 6.798988 52.2674096)",,,
"[6670458, 534322819]",False,,Paul Krugerstraat,residential,30,False,99.955,,"LINESTRING (6.7989315 52.2675037, 6.798888 52.2675733, 6.7988301 52.2676661, 6.7986421 52.267978, 6.7985826 52.2680717, 6.7984095 52.2683439)",,,
6670293,True,1,Oldenzaalsestraat,primary,50,False,199.73000000000002,,"LINESTRING (6.7949183 52.2676966, 6.7952034 52.2677475, 6.7959042 52.2678958, 6.7963645 52.2680061, 6.7969371 52.2681452, 6.7971823 52.2681994, 6.7974417 52.2682439, 6.7976856 52.2682918)",,,
24213682,False,,Wemenstraat,residential,,False,10.467,,"LINESTRING (6.7949183 52.2676966, 6.7948971 52.2677283, 6.7948629 52.2677844)",,,
"[24213682, 441002854]",False,3,Wemenstraat,"['residential', 'unclassified']",50,True,47.943,,"LINESTRING (6.7949183 52.2676966, 6.7949911 52.2675867, 6.7951082 52.2674067, 6.7951539 52.2672912)",,,
154715621,False,,Sherwood Rangers,residential,30,True,75.018,,"LINESTRING (6.7916221 52.2678479, 6.7915607 52.267845, 6.7914328 52.2678267, 6.7914033 52.2678225, 6.7910047 52.2677524, 6.790932 52.2677495, 6.7907101 52.2677561, 6.7905413 52.2677651)",,,
"[426992624, 1058213844]",True,"['2', '3']",Bornsestraat,primary,50,False,86.63400000000001,,"LINESTRING (6.7916221 52.2678479, 6.7916793 52.2676898, 6.7917185 52.2675154, 6.7917699 52.2672386, 6.791785 52.2671704, 6.7917898 52.2671288, 6.7918256 52.2670816)",,,
6670820,False,,Dennenbosweg,residential,30,False,7.163,,"LINESTRING (6.7915097 52.2681454, 6.7915627 52.2681544, 6.7916111 52.2681627)",,,
"[6670956, 1058214078]",True,"['1', '2']",Bornsestraat,primary,50,False,33.956,,"LINESTRING (6.7915097 52.2681454, 6.791545 52.2680455, 6.7915611 52.2679998, 6.7916221 52.2678479)",,,
6670867,False,,Bankastraat,tertiary,50,False,123.933,,"LINESTRING (6.7857138 52.2683, 6.7852389 52.269376)",,,
6670867,False,,Bankastraat,tertiary,50,True,115.844,,"LINESTRING (6.7857138 52.2683, 6.7859395 52.2677873, 6.7859856 52.2677073, 6.7860359 52.2676322, 6.7861016 52.267555, 6.7862925 52.2673252)",,,
"[97080899, 135087804, 135087806]",False,,Algonquin,residential,"['50', '30']",True,51.126,,"LINESTRING (6.7857138 52.2683, 6.7858135 52.2683318, 6.7858921 52.2683642, 6.7860363 52.2684236, 6.7860654 52.2684361, 6.7863395 52.2685537)",,yes,
6670456,False,,Ingenieur M. Schefferlaan,residential,30,False,9.843,,"LINESTRING (6.7976856 52.2682918, 6.7976554 52.2683431, 6.7976345 52.2683746)",,,
6670610,True,2,Oldenzaalsestraat,primary,50,False,150.81099999999998,,"LINESTRING (6.7976856 52.2682918, 6.7983438 52.2684466, 6.7994857 52.2687085, 6.7995731 52.2687304, 6.7995798 52.2687321, 6.7997475 52.2687867)",,,
