osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,width
359403967,1,Dantestraße - Via Dante,secondary,30,roundabout,True,False,38.439,"LINESTRING (11.6524474 46.7131887, 11.6524996 46.7132084, 11.6525424 46.7132504, 11.6525666 46.7132955, 11.6525814 46.7133768, 11.652589 46.7135003)",
27352637,,Goethestraße - Via Goethe,residential,40,,False,False,83.249,"LINESTRING (11.6555417 46.7119413, 11.6556529 46.7119424, 11.656615 46.7120727)",4
770904795,,Kassianstraße - Via San Cassiano,residential,40,,False,True,63.18,"LINESTRING (11.6555417 46.7119413, 11.655513 46.7120855, 11.6554717 46.7125072)",
40444326,,Verdistraße - Via Verdi,residential,30,,True,False,67.719,"LINESTRING (11.6563101 46.7126447, 11.6565884 46.7121252, 11.656615 46.7120727)",
40577473,,Verdistraße - Via Verdi,residential,30,,False,False,70.977,"LINESTRING (11.6563101 46.7126447, 11.6563529 46.7126525, 11.6566234 46.7126943, 11.6569671 46.7127469, 11.6572237 46.7127592)",
40444326,,Verdistraße - Via Verdi,residential,30,,True,False,65.724,"LINESTRING (11.6554717 46.7125072, 11.6561677 46.7126213, 11.6563101 46.7126447)",
770904795,,Kassianstraße - Via San Cassiano,residential,40,,False,False,63.18,"LINESTRING (11.6554717 46.7125072, 11.655513 46.7120855, 11.6555417 46.7119413)",
770904795,,Kassianstraße - Via San Cassiano,residential,40,,False,True,147.853,"LINESTRING (11.6554717 46.7125072, 11.6554203 46.7131928, 11.655295 46.7138302)",
49022834,,Romstraße - Via Roma,residential,30,,False,True,103.375,"LINESTRING (11.6538458 46.717748, 11.6538674 46.7177187, 11.6539039 46.7176721, 11.653961 46.7175355, 11.6540513 46.7173112, 11.6541028 46.7171752, 11.654199 46.7169198, 11.6542196 46.7168565)",
"[48368349, 48368389, 982197022]",,"['Kapuzinergasse - Vicolo dei Cappuccini', 'Rechter Eisackdamm - Lungo Isarco destro']",residential,,,False,"[False, True]",191.69299999999998,"LINESTRING (11.6591055 46.7130355, 11.6592039 46.7130309, 11.6595072 46.713017, 11.6598005 46.7130356, 11.6601739 46.7130457, 11.6602647 46.7135635, 11.660233 46.7135882, 11.6602185 46.7136192, 11.6602818 46.7139809, 11.6602878 46.7140191)",
"[365610177, 1029443460, 39321617]",,"['Runggadgasse - Via Roncato', 'Widmannbrückengasse - Via Ponte Widmann']",residential,30,,False,False,190.31,"LINESTRING (11.6591055 46.7130355, 11.6591325 46.7130644, 11.6591855 46.7131744, 11.6591865 46.7133263, 11.6591625 46.7135672, 11.6591309 46.7138784, 11.6591199 46.7139215, 11.6595115 46.7139399, 11.6596722 46.7139523, 11.6598152 46.7139742, 11.6599761 46.7140112, 11.6600621 46.7140227, 11.6601664 46.7140276, 11.6602878 46.7140191)",5
"[365610177, 27352637, 231503061]",,"['Goethestraße - Via Goethe', 'Runggadgasse - Via Roncato']",residential,"['40', '30']",,False,True,191.42700000000002,"LINESTRING (11.6591055 46.7130355, 11.6585656 46.7125249, 11.6584012 46.7123257, 11.6582977 46.7122032, 11.6579476 46.7118637, 11.6579068 46.7118416, 11.6578626 46.71184, 11.6578143 46.7118504, 11.6576128 46.7119025, 11.6575363 46.7119228)",4
320081957,2,Dantestraße - Via Dante,secondary,30,,False,False,108.524,"LINESTRING (11.6516905 46.7170444, 11.6516334 46.7171565, 11.6513781 46.7177603, 11.6513449 46.7178477, 11.6512941 46.7179815)",
"[931059873, 1149527102]",1,Dantestraße - Via Dante,secondary,50,,True,False,21.927,"LINESTRING (11.6516905 46.7170444, 11.6516728 46.7169668, 11.6516628 46.7169142, 11.651617 46.7168566)",
39321617,,Widmannbrückengasse - Via Ponte Widmann,residential,30,,False,False,14.637999999999998,"LINESTRING (11.6602878 46.7140191, 11.6604096 46.7140068, 11.6604782 46.7140025)",5
"[39321617, 1029443460, 365610177]",,"['Runggadgasse - Via Roncato', 'Widmannbrückengasse - Via Ponte Widmann']",residential,30,,False,True,190.31,"LINESTRING (11.6602878 46.7140191, 11.6601664 46.7140276, 11.6600621 46.7140227, 11.6599761 46.7140112, 11.6598152 46.7139742, 11.6596722 46.7139523, 11.6595115 46.7139399, 11.6591199 46.7139215, 11.6591309 46.7138784, 11.6591625 46.7135672, 11.6591865 46.7133263, 11.6591855 46.7131744, 11.6591325 46.7130644, 11.6591055 46.7130355)",5
"[48368389, 48368349, 982197022]",,"['Kapuzinergasse - Vicolo dei Cappuccini', 'Rechter Eisackdamm - Lungo Isarco destro']",residential,,,False,"[False, True]",191.693,"LINESTRING (11.6602878 46.7140191, 11.6602818 46.7139809, 11.6602185 46.7136192, 11.660233 46.7135882, 11.6602647 46.7135635, 11.6601739 46.7130457, 11.6598005 46.7130356, 11.6595072 46.713017, 11.6592039 46.7130309, 11.6591055 46.7130355)",
931081236,1,Dantestraße - Via Dante,secondary,50,,True,False,4.842,"LINESTRING (11.6520873 46.716474, 11.6521087 46.716515)",
"[231503061, 365610177, 27352637]",,"['Goethestraße - Via Goethe', 'Runggadgasse - Via Roncato']",residential,"['40', '30']",,False,False,191.42700000000002,"LINESTRING (11.6575363 46.7119228, 11.6576128 46.7119025, 11.6578143 46.7118504, 11.6578626 46.71184, 11.6579068 46.7118416, 11.6579476 46.7118637, 11.6582977 46.7122032, 11.6584012 46.7123257, 11.6585656 46.7125249, 11.6591055 46.7130355)",4
27352637,,Goethestraße - Via Goethe,residential,40,,False,True,73.873,"LINESTRING (11.6575363 46.7119228, 11.657219 46.7120122, 11.6569999 46.712074, 11.6568643 46.7120919, 11.656615 46.7120727)",4
27352637,,Goethestraße - Via Goethe,residential,40,,False,False,73.873,"LINESTRING (11.656615 46.7120727, 11.6568643 46.7120919, 11.6569999 46.712074, 11.657219 46.7120122, 11.6575363 46.7119228)",4
27352637,,Goethestraße - Via Goethe,residential,40,,False,True,83.249,"LINESTRING (11.656615 46.7120727, 11.6556529 46.7119424, 11.6555417 46.7119413)",4
320081957,2,Dantestraße - Via Dante,secondary,30,,False,True,108.524,"LINESTRING (11.6512941 46.7179815, 11.6513449 46.7178477, 11.6513781 46.7177603, 11.6516334 46.7171565, 11.6516905 46.7170444)",
41678220,,Regensburger Allee - Viale Ratisbona,residential,30,,False,True,21.756,"LINESTRING (11.653153 46.7138186, 11.6529232 46.7137026)",
"[770904794, 253825363]",,Regensburger Allee - Viale Ratisbona,"['residential', 'living_street']","['20', '30']",,True,False,202.71,"LINESTRING (11.653153 46.7138186, 11.6533802 46.7139403, 11.6540726 46.7143734, 11.6543411 46.7145703, 11.6544563 46.7146727, 11.6545063 46.7147249, 11.6545594 46.7147908, 11.6546122 46.7148769, 11.654659 46.7149823, 11.6547074 46.7151325, 11.6547278 46.7152201)",
49022834,,Romstraße - Via Roma,residential,30,,False,False,103.375,"LINESTRING (11.6542196 46.7168565, 11.654199 46.7169198, 11.6541028 46.7171752, 11.6540513 46.7173112, 11.653961 46.7175355, 11.6539039 46.7176721, 11.6538674 46.7177187, 11.6538458 46.717748)",
815554574,2,Romstraße - Via Roma,residential,30,,False,False,34.328,"LINESTRING (11.6542196 46.7168565, 11.6542581 46.7168608, 11.6546657 46.7168984)",
815554574,2,Romstraße - Via Roma,residential,30,,False,True,147.615,"LINESTRING (11.6542196 46.7168565, 11.6540446 46.7168351, 11.6533983 46.7167561, 11.6523116 46.7166305)",
932507695,1,Dantestraße - Via Dante,secondary,30,roundabout,True,False,3.285,"LINESTRING (11.6523788 46.71363, 11.6523475 46.7136097)",
564814380,1,Dantestraße - Via Dante,secondary,50,,True,False,23.355,"LINESTRING (11.6520021 46.7166051, 11.6519381 46.7166416, 11.6518787 46.7167026, 11.6518432 46.7167784)",
815554574,2,Romstraße - Via Roma,residential,30,,False,False,147.61499999999998,"LINESTRING (11.6523116 46.7166305, 11.6533983 46.7167561, 11.6540446 46.7168351, 11.6542196 46.7168565)",
931059872,1,Romstraße - Via Roma,residential,30,,True,False,23.945,"LINESTRING (11.6523116 46.7166305, 11.6522435 46.7166359, 11.6521117 46.7166193, 11.6520021 46.7166051)",
815715975,1,Dantestraße - Via Dante,secondary,50,,True,False,13.639,"LINESTRING (11.6521087 46.716515, 11.6520869 46.7165646, 11.6520021 46.7166051)",
931059871,1,Romstraße - Via Roma,residential,30,,True,False,20.199,"LINESTRING (11.6521087 46.716515, 11.6521936 46.7165747, 11.6523116 46.7166305)",
815715974,1,Dantestraße - Via Dante,secondary,50,roundabout,True,False,8.006,"LINESTRING (11.6518432 46.7167784, 11.6518087 46.7168464)",
41678221,1,Niccolò-Castiglioni-Straße - Via Niccolò Castiglioni,residential,,,True,False,28.122,"LINESTRING (11.6520014 46.7136119, 11.6521209 46.7135834, 11.652194 46.7135696, 11.6522524 46.7135511, 11.6522911 46.7135305, 11.6523191 46.7134995)",
"[40441035, 931348364, 931059878, 931059879]","['2', '3']",Dantestraße - Via Dante,secondary,30,,False,False,266.285,"LINESTRING (11.6524104 46.7138803, 11.652438 46.7146392, 11.6524415 46.7147592, 11.6524535 46.7153515, 11.6524341 46.7155902, 11.6524086 46.7156977, 11.6523466 46.7158399, 11.6522367 46.7160315, 11.6521488 46.7161867, 11.6521205 46.7162376)",
41678211,1,Dantestraße - Via Dante,secondary,30,,True,False,28.012,"LINESTRING (11.6524104 46.7138803, 11.6523829 46.7137663, 11.6523821 46.7136623, 11.6523788 46.71363)",
"[805519787, 1149527101]",1,Dantestraße - Via Dante,secondary,50,,True,False,24.361,"LINESTRING (11.6518087 46.7168464, 11.6518004 46.716892, 11.6517654 46.7169774, 11.6516905 46.7170444)",
931081234,1,Dantestraße - Via Dante,secondary,50,roundabout,True,False,15.559000000000001,"LINESTRING (11.6518087 46.7168464, 11.65175 46.7168669, 11.651679 46.7168733, 11.651617 46.7168566)",
813678790,1,Dantestraße - Via Dante,secondary,50,roundabout,True,False,10.673,"LINESTRING (11.651617 46.7168566, 11.6515728 46.7168185, 11.6515534 46.7167731)",
932503949,1,Dantestraße - Via Dante,secondary,30,roundabout,True,False,17.221999999999998,"LINESTRING (11.6523191 46.7134995, 11.6523221 46.713444, 11.6523151 46.7133949, 11.6522865 46.7133489)",
813678790,1,Dantestraße - Via Dante,secondary,50,roundabout,True,False,10.872,"LINESTRING (11.6515534 46.7167731, 11.6515666 46.7167292, 11.6516142 46.7166875)",
931059876,1,,primary_link,50,,True,False,23.683999999999997,"LINESTRING (11.6515534 46.7167731, 11.651463 46.716732, 11.6514393 46.7167215, 11.6513007 46.7166494)",
41678214,1,Regensburger Allee - Viale Ratisbona,residential,30,,True,False,34.17,"LINESTRING (11.652589 46.7135003, 11.6526391 46.7135322, 11.6528423 46.713636, 11.6529232 46.7137026)",
760750243,1,Dantestraße - Via Dante,secondary,30,roundabout,True,False,12.643999999999998,"LINESTRING (11.652589 46.7135003, 11.6525762 46.7135668, 11.6525521 46.7136104)",
931059870,1,Dantestraße - Via Dante,secondary,50,,True,False,28.387,"LINESTRING (11.6519478 46.7164614, 11.6520295 46.7163212, 11.6521205 46.7162376)",
931081235,1,Dantestraße - Via Dante,secondary,50,,True,False,11.158999999999999,"LINESTRING (11.6519478 46.7164614, 11.6520179 46.7164538, 11.6520873 46.716474)",
815715973,1,Dantestraße - Via Dante,secondary,50,roundabout,True,False,17.232,"LINESTRING (11.6517069 46.7166712, 11.6517604 46.7166849, 11.6518183 46.7167141, 11.6518432 46.7167784)",
815715976,1,Dantestraße - Via Dante,secondary,50,,True,False,30.516,"LINESTRING (11.6517069 46.7166712, 11.6517728 46.7166427, 11.6518442 46.7165924, 11.6519062 46.7164922, 11.6519478 46.7164614)",
24286607,1,Dantestraße - Via Dante,secondary,30,roundabout,True,False,10.276,"LINESTRING (11.6523186 46.7132059, 11.6523789 46.7131871, 11.6524474 46.7131887)",
41678223,1,Alpinistraße - Via degli Alpini,secondary,30,,True,False,18.584,"LINESTRING (11.6523186 46.7132059, 11.6523112 46.7131698, 11.6523154 46.7130996, 11.6523442 46.7130425)",
813678790,1,Dantestraße - Via Dante,secondary,50,roundabout,True,False,7.296,"LINESTRING (11.6516142 46.7166875, 11.6517069 46.7166712)",
931059875,1,,primary_link,50,,True,False,24.311,"LINESTRING (11.6513007 46.7166494, 11.6514716 46.716667, 11.6515481 46.7166816, 11.6516142 46.7166875)",
41678220,,Regensburger Allee - Viale Ratisbona,residential,30,,False,False,21.756,"LINESTRING (11.6529232 46.7137026, 11.653153 46.7138186)",
41678222,1,Regensburger Allee - Viale Ratisbona,residential,30,,True,False,30.825999999999997,"LINESTRING (11.6529232 46.7137026, 11.6528088 46.7136666, 11.6527384 46.7136314, 11.6526921 46.7136185, 11.6526371 46.7136109, 11.6525931 46.7136085, 11.6525521 46.7136104)",
815716010,1,Dantestraße - Via Dante,secondary,50,,True,False,26.515,"LINESTRING (11.6521205 46.7162376, 11.6521087 46.7163412, 11.6520856 46.7164129, 11.6520873 46.716474)",
"[40441035, 931348364, 931059878, 931059879]","['2', '3']",Dantestraße - Via Dante,secondary,30,,False,True,266.28499999999997,"LINESTRING (11.6521205 46.7162376, 11.6521488 46.7161867, 11.6522367 46.7160315, 11.6523466 46.7158399, 11.6524086 46.7156977, 11.6524341 46.7155902, 11.6524535 46.7153515, 11.6524415 46.7147592, 11.652438 46.7146392, 11.6524104 46.7138803)",
41678216,1,Bahnhofstraße - Viale Stazione,tertiary,,,True,False,27.517,"LINESTRING (11.6522865 46.7133489, 11.65207 46.7132203, 11.6520327 46.7131761)",
448001021,1,Dantestraße - Via Dante,secondary,30,roundabout,True,False,14.414000000000001,"LINESTRING (11.6522865 46.7133489, 11.6522712 46.7133047, 11.6522735 46.7132639, 11.6522976 46.7132238)",
