osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,access,junction
161037076,True,Piazza Civitavecchia,residential,False,26.112,,,,"LINESTRING (11.8689306 42.0359672, 11.8688004 42.0361812)",,
161037091,True,Via Ladislao Odescalchi,residential,False,64.95,,,,"LINESTRING (11.8689306 42.0359672, 11.8690885 42.0357225, 11.8691521 42.0356234, 11.8691843 42.0355856, 11.8692516 42.0356062, 11.8693742 42.0356568)",,
161037077,False,Strada Statale 1 Aurelia,primary,True,139.552,2,SS1,50,"LINESTRING (11.8692787 42.0363885, 11.8697686 42.0366261, 11.8703582 42.0368957, 11.8707069 42.0370591)",,
"[269272656, 272262344]",False,Via Baldassarre Odescalchi,residential,False,68.143,,,,"LINESTRING (11.8692787 42.0363885, 11.8692668 42.0364702, 11.8692642 42.0364879, 11.8692086 42.0368697, 11.8692224 42.0369981)",,
269272658,False,Strada Statale 1 Aurelia,primary,False,45.763,2,SS1,50,"LINESTRING (11.8692787 42.0363885, 11.8690485 42.0362804, 11.8688004 42.0361812)",,
118840513,False,Via Salvo D'Acquisto,residential,False,223.511,,,,"LINESTRING (11.863654 42.0362974, 11.86314 42.0382709)",,
365845361,True,Via Quattro Novembre,residential,False,91.41900000000001,,,,"LINESTRING (11.863654 42.0362974, 11.8642066 42.0363791, 11.8647417 42.0364498)",,
365845361,True,Via Quattro Novembre,residential,False,88.244,,,,"LINESTRING (11.8654176 42.0365534, 11.8658478 42.0366172, 11.8658593 42.0366191, 11.8658893 42.0366242, 11.8660814 42.036665, 11.8664583 42.0367317)",,
"[365846189, 124863389]",True,,residential,False,124.12899999999999,,,30,"LINESTRING (11.8687372 42.0383588, 11.8685358 42.0387188, 11.8684557 42.0388547, 11.8683445 42.0389892, 11.8682539 42.0390382, 11.8681428 42.0390535, 11.8678087 42.0390034)",permissive,
365846192,False,,residential,True,63.830999999999996,,,,"LINESTRING (11.8687372 42.0383588, 11.8689622 42.0379953, 11.8690513 42.0378344)",permissive,
161037079,False,Via Quattro Novembre,residential,False,26.285,,,,"LINESTRING (11.8623411 42.0361052, 11.8626536 42.03615)",,
365846185,True,Via delle Colonie,residential,False,42.903,,,,"LINESTRING (11.8642122 42.03844, 11.8637045 42.0383582)",permissive,
365846185,True,Via delle Colonie,residential,False,22.985,,,,"LINESTRING (11.8649992 42.0385668, 11.8647272 42.038523)",permissive,
118840492,True,Via Monte Zebio,residential,False,230.444,,,,"LINESTRING (11.8649992 42.0385668, 11.8653573 42.037181, 11.8653278 42.0371292, 11.8652661 42.0370774, 11.8654176 42.0365534)",,
118840532,True,Via Monte Nero,residential,False,223.889,,,,"LINESTRING (11.8621309 42.0381257, 11.8626536 42.03615)",,
161037088,True,Via delle Vignacce,residential,False,60.932,,,,"LINESTRING (11.8707069 42.0370591, 11.8711045 42.0365975)",,
118840521,False,Via delle Vignacce,residential,True,23.165,,,,"LINESTRING (11.8707069 42.0370591, 11.8706782 42.0371027, 11.8705838 42.0372463)",,
161037077,False,Strada Statale 1 Aurelia,primary,False,139.552,2,SS1,50,"LINESTRING (11.8707069 42.0370591, 11.8703582 42.0368957, 11.8697686 42.0366261, 11.8692787 42.0363885)",,
432598350,False,Strada Statale 1 Aurelia,primary,True,126.47800000000001,2,SS1,50,"LINESTRING (11.8707069 42.0370591, 11.8708048 42.037086, 11.8711615 42.0371667, 11.8721848 42.0373549)",,
118840516,True,Piazza Civitavecchia,residential,False,51.869,,,,"LINESTRING (11.8683634 42.0357669, 11.8689306 42.0359672)",,
118840503,True,Via Baldassarre Odescalchi,residential,False,81.743,,,,"LINESTRING (11.8693742 42.0356568, 11.8692787 42.0363885)",,
1220257239,True,Via Baldassarre Odescalchi,residential,False,23.396,,,,"LINESTRING (11.8693742 42.0356568, 11.8694409 42.0355615, 11.8695019 42.035469)",,
269212893,True,Viale Roma,residential,False,125.01,,,,"LINESTRING (11.8711045 42.0365975, 11.8711595 42.0366274, 11.8713427 42.0367274, 11.8719282 42.0370884, 11.872116 42.0372254, 11.8721808 42.0372981, 11.8721848 42.0373549)",,
118806547,False,Via Valdambrini,residential,False,232.29700000000003,,,,"LINESTRING (11.8702829 42.0376889, 11.8704236 42.0377407, 11.8716457 42.0382244, 11.8717172 42.0382783, 11.8717596 42.0383387, 11.871812 42.0385203, 11.8718511 42.0385721, 11.8719221 42.038642, 11.8721421 42.0387967, 11.8724088 42.0389366)",,
118840521,False,Via delle Vignacce,residential,False,55.138999999999996,,,,"LINESTRING (11.8702829 42.0376889, 11.870428 42.0374675, 11.8705838 42.0372463)",,
"[310232443, 269267751]",False,Via Quattro Novembre,residential,"[False, True]",142.275,,,,"LINESTRING (11.8702829 42.0376889, 11.8698598 42.0375579, 11.8694111 42.0374242, 11.8693005 42.0373938, 11.8692696 42.0373888, 11.8692393 42.0373874, 11.8692004 42.0373919, 11.8691668 42.0374088, 11.8691447 42.0374308, 11.8691347 42.0374617, 11.869136 42.0374965, 11.8691406 42.0375271, 11.8691456 42.0375549, 11.8691487 42.0375886, 11.8691534 42.037612, 11.8691554 42.0376546, 11.8691393 42.0376973, 11.8690988 42.0377818)",,
118840505,False,,residential,True,146.912,,,,"LINESTRING (11.8640524 42.0370625, 11.8637045 42.0383582)",,
120950394,True,Via Ulpiano,residential,False,154.63100000000003,,,,"LINESTRING (11.8647353 42.0333987, 11.864553 42.0333937, 11.864353 42.0334498, 11.8642019 42.0335225, 11.8640752 42.0336281, 11.8639997 42.0337255, 11.8639507 42.0338865, 11.8639105 42.034196, 11.8638804 42.0344277)",,
269230316,True,Via Marincola Barone,residential,False,117.806,,,,"LINESTRING (11.8647353 42.0333987, 11.8646412 42.0343178, 11.8646297 42.0344279, 11.8646269 42.0344551)",,
118840497,True,Via della Libertà,residential,False,61.763,,,30,"LINESTRING (11.8638804 42.0344277, 11.8643616 42.0344364, 11.8646269 42.0344551)",,
120950394,True,Via Ulpiano,residential,False,153.43500000000003,,,,"LINESTRING (11.8660744 42.0346256, 11.8661353 42.0344039, 11.8661886 42.034158, 11.8662153 42.034011, 11.8662041 42.0339239, 11.8661999 42.0338912, 11.8661975 42.0338724, 11.8661309 42.0337585, 11.8659931 42.0336182, 11.8658531 42.0335489, 11.8656063 42.0334849)",,
269227800,True,Via della Libertà,residential,False,108.904,,,,"LINESTRING (11.8660744 42.0346256, 11.8668025 42.034764, 11.8671088 42.0348325, 11.8673438 42.0348894)",,
365846185,True,Via delle Colonie,residential,False,62.0,,,,"LINESTRING (11.8661231 42.0387428, 11.8653895 42.0386243)",permissive,
120950419,True,Piazzale II Ottobre,residential,False,96.07499999999999,,,,"LINESTRING (11.8661231 42.0387428, 11.8661217 42.038705, 11.8661163 42.0386601, 11.8661003 42.0386153, 11.8660748 42.0385665, 11.8660466 42.0385227, 11.8659975 42.0384789, 11.865946 42.038448, 11.8658897 42.0384241, 11.8658119 42.0384121, 11.8657397 42.0384063, 11.8656657 42.0384131, 11.865601 42.0384274, 11.8655032 42.0384723, 11.865474 42.0384978, 11.8654525 42.0385197, 11.8654351 42.0385386, 11.865419 42.0385645, 11.8653895 42.0386243)",,
124863387,False,Via delle Colonie,residential,True,62.48,,,,"LINESTRING (11.8662103 42.0387579, 11.8669504 42.0388745)",permissive,
365846185,True,Via delle Colonie,residential,False,7.394,,,,"LINESTRING (11.8662103 42.0387579, 11.8661231 42.0387428)",permissive,
124863386,True,Piazza Civitavecchia,residential,False,25.147,,,,"LINESTRING (11.8680628 42.0362025, 11.8681989 42.0360002)",,
269183868,False,Via Antonio Fratti,residential,True,51.56,,,,"LINESTRING (11.8680628 42.0362025, 11.8677735 42.0366134)",,
118840510,False,,residential,True,38.9,,,,"LINESTRING (11.8686404 42.0364134, 11.8684322 42.0367272)",,
124863386,True,Piazza Civitavecchia,residential,False,53.155,,,,"LINESTRING (11.8686404 42.0364134, 11.8680628 42.0362025)",,
269227800,True,Via della Libertà,residential,False,13.471,,,,"LINESTRING (11.8659159 42.034597, 11.8660744 42.0346256)",,
1220258084,False,Via della Libertà,residential,True,44.029,,,,"LINESTRING (11.8659159 42.034597, 11.8653944 42.0345148)",,
161037085,False,Via Francesco Crispi,residential,False,63.612,,,,"LINESTRING (11.8633472 42.0355866, 11.8635274 42.0350304)",,
118840491,False,,residential,True,17.389,,,,"LINESTRING (11.8633472 42.0355866, 11.8633806 42.0356232, 11.8633641 42.0356793, 11.8633522 42.0357198, 11.8633484 42.0357328)",,
269272658,False,Strada Statale 1 Aurelia,primary,True,117.974,2,SS1,50,"LINESTRING (11.8668408 42.0356713, 11.8681989 42.0360002)",,
269272658,False,Strada Statale 1 Aurelia,primary,False,147.25300000000001,2,SS1,50,"LINESTRING (11.8668408 42.0356713, 11.8664964 42.035591, 11.8661588 42.0355093, 11.8653964 42.0353609, 11.8651267 42.0353084)",,
265780628,True,Via della Conciliazione,residential,False,96.358,,,,"LINESTRING (11.8673438 42.0348894, 11.8668408 42.0356713)",,
269227800,True,Via della Libertà,residential,False,110.394,,,,"LINESTRING (11.8673438 42.0348894, 11.8674119 42.0349059, 11.8679159 42.0350846, 11.8684627 42.0352925, 11.868546 42.035322)",,
118840521,False,Via delle Vignacce,residential,False,23.165,,,,"LINESTRING (11.8705838 42.0372463, 11.8706782 42.0371027, 11.8707069 42.0370591)",,
118840521,False,Via delle Vignacce,residential,True,55.138999999999996,,,,"LINESTRING (11.8705838 42.0372463, 11.870428 42.0374675, 11.8702829 42.0376889)",,
265780614,False,Via della Scaletta,residential,False,119.857,,,,"LINESTRING (11.8705838 42.0372463, 11.8697899 42.0369654, 11.8692318 42.0368726)",,
269183868,False,Via Antonio Fratti,residential,False,51.56,,,,"LINESTRING (11.8677735 42.0366134, 11.8680628 42.0362025)",,
118840546,True,Via Antonio Fratti,residential,False,31.52,,,,"LINESTRING (11.8685331 42.035513, 11.8683634 42.0357669)",,
269211182,False,Via Trento,residential,False,48.539,,,,"LINESTRING (11.8685331 42.035513, 11.8690571 42.0357107)",,
269227800,True,Via della Libertà,residential,False,8.584999999999999,,,,"LINESTRING (11.868546 42.035322, 11.8685631 42.0353296, 11.8685859 42.0353375, 11.8686396 42.0353554)",,
118840497,True,Via della Libertà,residential,False,63.742000000000004,,,30,"LINESTRING (11.8646269 42.0344551, 11.8649831 42.0344781, 11.8653944 42.0345148)",,
365846190,True,,residential,False,11.313,,,,"LINESTRING (11.8689922 42.0377667, 11.8690057 42.0377562, 11.8690231 42.0377495, 11.8690424 42.0377474, 11.8690617 42.0377501, 11.8690786 42.0377574, 11.8690915 42.0377683, 11.8690988 42.0377818)",,roundabout
365846190,True,,residential,False,11.354999999999999,,,,"LINESTRING (11.8690513 42.0378344, 11.8690341 42.0378347, 11.8690175 42.0378314, 11.8690029 42.0378246, 11.8689916 42.0378151, 11.8689844 42.0378034, 11.8689821 42.0377908, 11.8689847 42.0377782, 11.8689922 42.0377667)",,roundabout
365846192,False,,residential,False,63.830999999999996,,,,"LINESTRING (11.8690513 42.0378344, 11.8689622 42.0379953, 11.8687372 42.0383588)",permissive,
265780614,False,Via della Scaletta,residential,True,119.857,,,,"LINESTRING (11.8692318 42.0368726, 11.8697899 42.0369654, 11.8705838 42.0372463)",,
269279259,False,,residential,True,84.196,,,,"LINESTRING (11.8718814 42.0395814, 11.8720008 42.0394549, 11.8721108 42.0392696, 11.8721628 42.0391993, 11.8724088 42.0389366)",,
118806547,False,Via Valdambrini,residential,True,68.999,,,,"LINESTRING (11.873149 42.039224, 11.8728178 42.0391042, 11.8727895 42.0390926, 11.8724088 42.0389366)",,
270003740,False,Via Monte Santo,residential,False,89.681,,,,"LINESTRING (11.8649066 42.0364757, 11.8646847 42.0372652)",,
365845361,True,Via Quattro Novembre,residential,False,10.345,,,,"LINESTRING (11.8649066 42.0364757, 11.86503 42.0364917)",,
270003740,False,Via Monte Santo,residential,True,89.681,,,,"LINESTRING (11.8646847 42.0372652, 11.8649066 42.0364757)",,
270004155,False,Via Adamello,residential,False,124.207,,,,"LINESTRING (11.86503 42.0364917, 11.8647243 42.0375854)",,
365845361,True,Via Quattro Novembre,residential,False,32.738,,,,"LINESTRING (11.86503 42.0364917, 11.8654176 42.0365534)",,
270004155,False,Via Adamello,residential,True,124.207,,,,"LINESTRING (11.8647243 42.0375854, 11.86503 42.0364917)",,
365846185,True,Via delle Colonie,residential,False,43.521,,,,"LINESTRING (11.8647272 42.038523, 11.8642122 42.03844)",permissive,
270004204,False,,residential,False,103.74000000000001,,,,"LINESTRING (11.8647272 42.038523, 11.8649147 42.0378145, 11.864904 42.0377946, 11.8648772 42.0377787, 11.8647726 42.0377647, 11.8647377 42.0377687, 11.8647082 42.0377806, 11.8646867 42.0378105)",,
270004204,False,,residential,True,103.74,,,,"LINESTRING (11.8646867 42.0378105, 11.8647082 42.0377806, 11.8647377 42.0377687, 11.8647726 42.0377647, 11.8648772 42.0377787, 11.864904 42.0377946, 11.8649147 42.0378145, 11.8647272 42.038523)",,
270009166,False,Via Redipuglia,residential,False,122.091,,,,"LINESTRING (11.8667305 42.0367845, 11.8664219 42.0378583)",,
365845361,True,Via Quattro Novembre,residential,False,91.928,,,,"LINESTRING (11.8667305 42.0367845, 11.8671115 42.0368476, 11.867177 42.0368642, 11.86724 42.0368851, 11.8672776 42.036906, 11.8673004 42.0369399, 11.8673084 42.0369748, 11.8673065 42.0370101, 11.867295 42.0370724, 11.8672816 42.0371292, 11.8672538 42.0372175, 11.86724 42.0372716, 11.8672379 42.0372959)",,
270009166,False,Via Redipuglia,residential,True,122.091,,,,"LINESTRING (11.8664219 42.0378583, 11.8667305 42.0367845)",,
270009389,False,Via Pasubio,residential,True,148.484,,,,"LINESTRING (11.8661658 42.0380037, 11.8661819 42.0379638, 11.866198 42.037936, 11.8662007 42.0379061, 11.866198 42.0378802, 11.8661738 42.0378523, 11.8661363 42.0378284, 11.8661095 42.0378144, 11.8664583 42.0367317)",,
270009561,False,Via Gorizia,residential,False,116.767,,,,"LINESTRING (11.8672379 42.0372959, 11.8671984 42.0372825, 11.867177 42.0372726, 11.8671502 42.0372676, 11.8671354 42.0372726, 11.8671247 42.0372855, 11.8671193 42.0373015, 11.8667854 42.0382029)",,
365845361,True,Via Quattro Novembre,residential,False,159.102,,,,"LINESTRING (11.8672379 42.0372959, 11.8672373 42.0373035, 11.8672373 42.0373343, 11.8672508 42.0373612, 11.8672642 42.0373782, 11.8672923 42.0373971, 11.8673218 42.0374041, 11.8673916 42.037421, 11.8679337 42.0375268, 11.8687173 42.0376984, 11.8689922 42.0377667)",,
270009561,False,Via Gorizia,residential,True,116.767,,,,"LINESTRING (11.8667854 42.0382029, 11.8671193 42.0373015, 11.8671247 42.0372855, 11.8671354 42.0372726, 11.8671502 42.0372676, 11.867177 42.0372726, 11.8671984 42.0372825, 11.8672379 42.0372959)",,
124863389,True,,residential,False,72.316,,,30,"LINESTRING (11.8678087 42.0390034, 11.8669504 42.0388745)",permissive,
270010556,True,Via delle Tofane,residential,False,91.857,,,,"LINESTRING (11.8681199 42.0382103, 11.8678087 42.0390034)",,
310233011,True,Via Col di Lana,residential,False,53.587,,,,"LINESTRING (11.8681199 42.0382103, 11.8687372 42.0383588)",,
269211182,False,Via Trento,residential,True,48.539,,,,"LINESTRING (11.8690571 42.0357107, 11.8685331 42.035513)",,
118840491,False,,residential,False,17.389,,,,"LINESTRING (11.8633484 42.0357328, 11.8633522 42.0357198, 11.8633641 42.0356793, 11.8633806 42.0356232, 11.8633472 42.0355866)",,
"[310232443, 269267751]",False,Via Quattro Novembre,residential,"[False, True]",142.275,,,,"LINESTRING (11.8690988 42.0377818, 11.8691393 42.0376973, 11.8691554 42.0376546, 11.8691534 42.037612, 11.8691487 42.0375886, 11.8691456 42.0375549, 11.8691406 42.0375271, 11.869136 42.0374965, 11.8691347 42.0374617, 11.8691447 42.0374308, 11.8691668 42.0374088, 11.8692004 42.0373919, 11.8692393 42.0373874, 11.8692696 42.0373888, 11.8693005 42.0373938, 11.8694111 42.0374242, 11.8698598 42.0375579, 11.8702829 42.0376889)",,
365846190,True,,residential,False,7.834999999999999,,,,"LINESTRING (11.8690988 42.0377818, 11.8690998 42.0377959, 11.8690948 42.0378095, 11.8690842 42.0378212, 11.8690692 42.0378298, 11.8690513 42.0378344)",,roundabout
