osmid,oneway,highway,reversed,length,lanes,ref,name,bridge,maxspeed,geometry,junction
64045297,False,residential,False,99.898,,,Corso Italia,,,"LINESTRING (14.2754236 40.8998914, 14.274266 40.8996876)",
"[64003210, 64003211]",False,residential,False,346.89099999999996,,,"['Via San Pietro', 'Via Filippo Palizzi']",,,"LINESTRING (14.2754236 40.8998914, 14.2756281 40.8994414, 14.2758499 40.8990875, 14.2763267 40.8981833, 14.274677 40.8978994)",
64003211,False,residential,True,96.10300000000001,,,Via San Pietro,,,"LINESTRING (14.2754236 40.8998914, 14.2754975 40.9004476, 14.2755498 40.9007503)",
64045292,False,residential,False,162.189,,,Via Luigi Cadoma,,,"LINESTRING (14.2754236 40.8998914, 14.2764058 40.900067, 14.2768757 40.9001514, 14.2773026 40.9002236)",
64045274,True,residential,False,138.581,,,Via Ex Tranvia,,,"LINESTRING (14.2755422 40.9029766, 14.2760139 40.9017824)",
64045284,False,residential,False,128.432,,,Via Giovanni Esposito,,,"LINESTRING (14.2755422 40.9029766, 14.2768194 40.9036108)",
64045284,False,residential,True,106.612,,,Via Giovanni Esposito,,,"LINESTRING (14.2755422 40.9029766, 14.2745064 40.9024231)",
64045277,False,residential,False,82.118,,,Via Giambattista Vico,,,"LINESTRING (14.27175 40.9033524, 14.2727192 40.9034461)",
64045278,False,residential,True,30.252,,,Via Antonio Filangieri,,,"LINESTRING (14.27175 40.9033524, 14.2717017 40.903622)",
64045277,False,residential,True,88.519,,,Via Giambattista Vico,,,"LINESTRING (14.2737601 40.9035677, 14.2727192 40.9034461)",
64045283,False,residential,False,142.35500000000002,,,Via Benedetto Croce,,,"LINESTRING (14.2737601 40.9035677, 14.2739618 40.9031508, 14.2741069 40.9029367, 14.2745064 40.9024231)",
64045279,False,residential,False,132.566,,,Via Luigi Vanvitelli,,,"LINESTRING (14.270908 40.902224, 14.2711999 40.9010524)",
64045279,False,residential,True,132.566,,,Via Luigi Vanvitelli,,,"LINESTRING (14.2711999 40.9010524, 14.270908 40.902224)",
64045284,False,residential,False,48.995000000000005,,,Via Giovanni Esposito,,,"LINESTRING (14.2711999 40.9010524, 14.2714719 40.9011827, 14.2717144 40.9012555)",
64045280,False,residential,False,114.073,,,Via Maria Montessori,,,"LINESTRING (14.2715372 40.9022726, 14.2717144 40.9012555)",
64045280,False,residential,True,114.073,,,Via Maria Montessori,,,"LINESTRING (14.2717144 40.9012555, 14.2715372 40.9022726)",
64045284,False,residential,False,131.4,,,Via Giovanni Esposito,,,"LINESTRING (14.2717144 40.9012555, 14.2727919 40.9015434, 14.2731964 40.9016305)",
64045284,False,residential,True,48.995000000000005,,,Via Giovanni Esposito,,,"LINESTRING (14.2717144 40.9012555, 14.2714719 40.9011827, 14.2711999 40.9010524)",
108959400,False,residential,True,12.558,,,,,,"LINESTRING (14.2728824 40.9026833, 14.2728578 40.9027947)",
64045281,False,residential,True,37.142,,,Via Pietro Colletta,,,"LINESTRING (14.2728824 40.9026833, 14.2729501 40.902513, 14.2729837 40.9024871, 14.2730266 40.902476, 14.2731398 40.9024719)",
64045282,False,residential,True,94.522,,,Via della Madonnina,,,"LINESTRING (14.2731964 40.9016305, 14.2731781 40.9016833, 14.2731768 40.9019985, 14.2732023 40.9022428, 14.2731879 40.9023567, 14.2731398 40.9024719)",
64045284,False,residential,False,19.68,,,Via Giovanni Esposito,,,"LINESTRING (14.2731964 40.9016305, 14.2732519 40.9016387, 14.2734234 40.9016736)",
64045284,False,residential,True,131.4,,,Via Giovanni Esposito,,,"LINESTRING (14.2731964 40.9016305, 14.2727919 40.9015434, 14.2717144 40.9012555)",
64045284,False,residential,False,106.612,,,Via Giovanni Esposito,,,"LINESTRING (14.2745064 40.9024231, 14.2755422 40.9029766)",
64045283,False,residential,True,142.35500000000002,,,Via Benedetto Croce,,,"LINESTRING (14.2745064 40.9024231, 14.2741069 40.9029367, 14.2739618 40.9031508, 14.2737601 40.9035677)",
64045284,False,residential,True,54.035000000000004,,,Via Giovanni Esposito,,,"LINESTRING (14.2745064 40.9024231, 14.2743409 40.9022651, 14.2741821 40.9021199, 14.2740951 40.9020499)",
64045285,False,residential,True,14.536,,,Via San Giovanni,,,"LINESTRING (14.2734234 40.9016736, 14.2735039 40.9015579)",
64045284,False,residential,False,70.894,,,Via Giovanni Esposito,,,"LINESTRING (14.2734234 40.9016736, 14.2738004 40.9018334, 14.2739721 40.9019509, 14.2740951 40.9020499)",
64045284,False,residential,True,19.68,,,Via Giovanni Esposito,,,"LINESTRING (14.2734234 40.9016736, 14.2732519 40.9016387, 14.2731964 40.9016305)",
64045284,False,residential,True,128.432,,,Via Giovanni Esposito,,,"LINESTRING (14.2768194 40.9036108, 14.2755422 40.9029766)",
67070019,False,tertiary,False,139.925,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2768194 40.9036108, 14.2769708 40.9025944, 14.2770065 40.9023604)",
47375889,False,tertiary,False,21.496,2,SP78,Corso Europa,,,"LINESTRING (14.2738985 40.9009666, 14.273672 40.9008768)",
47375889,False,tertiary,True,52.959,2,SP78,Corso Europa,,,"LINESTRING (14.2738985 40.9009666, 14.2744613 40.9011808)",
64045285,False,residential,False,46.346,,,Via San Giovanni,,,"LINESTRING (14.2738985 40.9009666, 14.2736313 40.9013312)",
64045285,False,residential,False,27.388,,,Via San Giovanni,,,"LINESTRING (14.2736313 40.9013312, 14.2735039 40.9015579)",
64045285,False,residential,True,46.346,,,Via San Giovanni,,,"LINESTRING (14.2736313 40.9013312, 14.2738985 40.9009666)",
64045287,False,residential,True,33.534,,,Vico Primo San Giovanni,,,"LINESTRING (14.2736313 40.9013312, 14.2732644 40.9012127)",
64045285,False,residential,False,14.536,,,Via San Giovanni,,,"LINESTRING (14.2735039 40.9015579, 14.2734234 40.9016736)",
64045285,False,residential,True,27.388,,,Via San Giovanni,,,"LINESTRING (14.2735039 40.9015579, 14.2736313 40.9013312)",
64045288,False,residential,True,29.437,,,Vico Secondo San Giovanni,,,"LINESTRING (14.2735039 40.9015579, 14.2732078 40.9014165)",
64045287,False,residential,False,33.534,,,Vico Primo San Giovanni,,,"LINESTRING (14.2732644 40.9012127, 14.2736313 40.9013312)",
64045288,False,residential,False,29.437,,,Vico Secondo San Giovanni,,,"LINESTRING (14.2732078 40.9014165, 14.2735039 40.9015579)",
64045297,False,residential,False,11.957,,,Corso Italia,,,"LINESTRING (14.274266 40.8996876, 14.2741295 40.8996573)",
64045297,False,residential,True,99.898,,,Corso Italia,,,"LINESTRING (14.274266 40.8996876, 14.2754236 40.8998914)",
64045289,False,residential,True,75.286,,,Piazza Gaspare Di Nocera,,,"LINESTRING (14.274266 40.8996876, 14.2741059 40.900073, 14.2739788 40.9001618, 14.2738791 40.9002825)",
30031310,False,residential,False,46.285,,,Corso Italia,,,"LINESTRING (14.273082 40.899479, 14.2727731 40.8991344)",
64045297,False,residential,True,27.61,,,Corso Italia,,,"LINESTRING (14.273082 40.899479, 14.2734072 40.8995141)",
64045291,False,residential,False,112.02000000000001,,,Piazza Gaspare Di Nocera,,,"LINESTRING (14.273082 40.899479, 14.2736126 40.9000736, 14.2738791 40.9002825)",
64045289,False,residential,False,75.286,,,Piazza Gaspare Di Nocera,,,"LINESTRING (14.2738791 40.9002825, 14.2739788 40.9001618, 14.2741059 40.900073, 14.274266 40.8996876)",
64045290,False,residential,True,64.219,,,Via San Gennaro,,,"LINESTRING (14.2738791 40.9002825, 14.2744026 40.9004101, 14.2744969 40.9004332, 14.274609 40.9004523)",
64045291,False,residential,True,112.02000000000001,,,Piazza Gaspare Di Nocera,,,"LINESTRING (14.2738791 40.9002825, 14.2736126 40.9000736, 14.273082 40.899479)",
67070019,False,tertiary,False,265.629,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2773026 40.9002236, 14.2776829 40.8978521)",
67070019,False,tertiary,True,73.397,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2773026 40.9002236, 14.2772184 40.9008806)",
64045292,False,residential,True,162.18900000000002,,,Via Luigi Cadoma,,,"LINESTRING (14.2773026 40.9002236, 14.2768757 40.9001514, 14.2764058 40.900067, 14.2754236 40.8998914)",
67070019,False,tertiary,False,73.397,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2772184 40.9008806, 14.2773026 40.9002236)",
67070019,False,tertiary,True,9.256,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2772184 40.9008806, 14.2772071 40.9009634)",
64045293,False,residential,True,140.986,,,Via Libertà,,,"LINESTRING (14.2772184 40.9008806, 14.277007 40.9008632, 14.2755498 40.9007503)",
47375889,False,tertiary,False,71.36,2,SP78,Corso Europa,,,"LINESTRING (14.2752229 40.9014645, 14.2744613 40.9011808)",
47375889,False,tertiary,True,75.293,2,SP78,Corso Europa,,,"LINESTRING (14.2752229 40.9014645, 14.2760139 40.9017824)",
64003211,False,residential,False,85.107,,,Via San Pietro,,,"LINESTRING (14.2752229 40.9014645, 14.2754389 40.9011329, 14.2755097 40.9009993, 14.2755463 40.9008651, 14.2755498 40.9007503)",
64003211,False,residential,False,96.10300000000001,,,Via San Pietro,,,"LINESTRING (14.2755498 40.9007503, 14.2754975 40.9004476, 14.2754236 40.8998914)",
64003211,False,residential,True,85.107,,,Via San Pietro,,,"LINESTRING (14.2755498 40.9007503, 14.2755463 40.9008651, 14.2755097 40.9009993, 14.2754389 40.9011329, 14.2752229 40.9014645)",
64045293,False,residential,False,140.986,,,Via Libertà,,,"LINESTRING (14.2755498 40.9007503, 14.277007 40.9008632, 14.2772184 40.9008806)",
64003209,False,residential,True,71.681,,,Via Vincenzo Gemito,,,"LINESTRING (14.2726396 40.8980689, 14.2730671 40.8975111)",
64045294,False,residential,False,39.132999999999996,,,Via Aniello Falcone,,,"LINESTRING (14.2726396 40.8980689, 14.2729316 40.8982066, 14.2730456 40.8982382)",
64045294,False,residential,False,60.872,,,Via Aniello Falcone,,,"LINESTRING (14.2730456 40.8982382, 14.2737471 40.8983743)",
84037141,False,residential,True,102.251,,,Via Domenico Morelli,,,"LINESTRING (14.2730456 40.8982382, 14.2727731 40.8991344)",
64045294,False,residential,True,39.132999999999996,,,Via Aniello Falcone,,,"LINESTRING (14.2730456 40.8982382, 14.2729316 40.8982066, 14.2726396 40.8980689)",
64045294,False,residential,False,64.784,,,Via Aniello Falcone,,,"LINESTRING (14.2737471 40.8983743, 14.2744965 40.8985106)",
64045294,False,residential,True,60.872,,,Via Aniello Falcone,,,"LINESTRING (14.2737471 40.8983743, 14.2730456 40.8982382)",
64045295,False,residential,False,69.374,,,Via Salvador Rosa,,,"LINESTRING (14.2737471 40.8983743, 14.2739423 40.8977681)",
64045295,False,residential,True,129.92,,,Via Salvador Rosa,,,"LINESTRING (14.2737471 40.8983743, 14.2734072 40.8995141)",
64045294,False,residential,True,54.6,,,Via Aniello Falcone,,,"LINESTRING (14.2751303 40.8986183, 14.2744965 40.8985106)",
64045295,False,residential,False,129.92,,,Via Salvador Rosa,,,"LINESTRING (14.2734072 40.8995141, 14.2737471 40.8983743)",
64045297,False,residential,False,27.61,,,Corso Italia,,,"LINESTRING (14.2734072 40.8995141, 14.273082 40.899479)",
64045297,False,residential,True,62.761,,,Corso Italia,,,"LINESTRING (14.2734072 40.8995141, 14.2741295 40.8996573)",
64003210,False,residential,True,63.454,,,Via Filippo Palizzi,,,"LINESTRING (14.2739423 40.8977681, 14.274677 40.8978994)",
64045295,False,residential,True,69.374,,,Via Salvador Rosa,,,"LINESTRING (14.2739423 40.8977681, 14.2737471 40.8983743)",
64003210,False,residential,False,79.97,,,Via Filippo Palizzi,,,"LINESTRING (14.2739423 40.8977681, 14.2733673 40.8976597, 14.2730671 40.8975111)",
64003210,False,residential,False,63.454,,,Via Filippo Palizzi,,,"LINESTRING (14.274677 40.8978994, 14.2739423 40.8977681)",
64045296,False,residential,False,69.635,,,Via Giacinto Gigante,,,"LINESTRING (14.274677 40.8978994, 14.2744965 40.8985106)",
"[64003210, 64003211]",False,residential,True,346.89099999999996,,,"['Via San Pietro', 'Via Filippo Palizzi']",,,"LINESTRING (14.274677 40.8978994, 14.2763267 40.8981833, 14.2758499 40.8990875, 14.2756281 40.8994414, 14.2754236 40.8998914)",
64045296,False,residential,True,131.185,,,Via Giacinto Gigante,,,"LINESTRING (14.2741295 40.8996573, 14.2744965 40.8985106)",
64045297,False,residential,False,62.761,,,Corso Italia,,,"LINESTRING (14.2741295 40.8996573, 14.2734072 40.8995141)",
64045297,False,residential,True,11.957,,,Corso Italia,,,"LINESTRING (14.2741295 40.8996573, 14.274266 40.8996876)",
47375889,False,tertiary,False,93.564,2,SP78,Corso Europa,,,"LINESTRING (14.2770469 40.9020961, 14.2760139 40.9017824)",
67070019,False,tertiary,False,126.66799999999999,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2770469 40.9020961, 14.2770585 40.902014, 14.2772071 40.9009634)",
67070019,False,tertiary,True,29.585,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2770469 40.9020961, 14.2770233 40.9022503, 14.2770065 40.9023604)",
872034901,False,tertiary,True,33.085,2,,Via Antonio Locatelli,,,"LINESTRING (14.2770469 40.9020961, 14.2771863 40.9021462, 14.2774024 40.9022239)",
67070019,False,tertiary,True,265.629,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2776829 40.8978521, 14.2773026 40.9002236)",
511820035,True,tertiary,False,45.205,,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2776829 40.8978521, 14.2776647 40.8977193, 14.277604 40.8975915, 14.2775159 40.8974715)",
64046345,False,residential,False,68.348,,,Via Campanariello,,,"LINESTRING (14.2784682 40.9012438, 14.2777058 40.9010299)",
64089685,False,residential,False,93.301,,,Via Ferdinando Russo,,,"LINESTRING (14.2784682 40.9012438, 14.2789779 40.9004984)",
64046345,False,residential,True,89.968,,,Via Campanariello,,,"LINESTRING (14.2784682 40.9012438, 14.2791079 40.9014392, 14.2794884 40.9014412)",
64046345,False,residential,True,68.348,,,Via Campanariello,,,"LINESTRING (14.2777058 40.9010299, 14.2784682 40.9012438)",
64046345,False,residential,False,42.687,,,Via Campanariello,,,"LINESTRING (14.2777058 40.9010299, 14.2774233 40.9009774, 14.2772071 40.9009634)",
64089684,False,residential,False,258.74699999999996,,,Via Salvatore Di Giacomo,,,"LINESTRING (14.2777058 40.9010299, 14.2786362 40.8994514, 14.279088 40.8989594)",
67070019,False,tertiary,False,9.256,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2772071 40.9009634, 14.2772184 40.9008806)",
64046345,False,residential,True,42.687,,,Via Campanariello,,,"LINESTRING (14.2772071 40.9009634, 14.2774233 40.9009774, 14.2777058 40.9010299)",
67070019,False,tertiary,True,126.66799999999999,2,SP38,Viale Guglielmo Marconi,,,"LINESTRING (14.2772071 40.9009634, 14.2770585 40.902014, 14.2770469 40.9020961)",
64046352,False,residential,False,73.78,,,Via Rocco Galdieri,,,"LINESTRING (14.2789975 40.903529, 14.2794433 40.9029574)",
64046354,False,residential,False,93.622,,,Via Alessandro Scarlatti,,,"LINESTRING (14.2789975 40.903529, 14.2796257 40.9038151, 14.2796944 40.9035322)",
64046352,False,residential,True,73.78,,,Via Rocco Galdieri,,,"LINESTRING (14.2794433 40.9029574, 14.2789975 40.903529)",
872034901,False,tertiary,False,189.929,2,,Via Antonio Locatelli,,,"LINESTRING (14.2794433 40.9029574, 14.2774024 40.9022239)",
872034901,False,tertiary,True,142.466,2,,Via Antonio Locatelli,,,"LINESTRING (14.2794433 40.9029574, 14.2809865 40.9034876)",
64046354,False,residential,True,93.622,,,Via Alessandro Scarlatti,,,"LINESTRING (14.2796944 40.9035322, 14.2796257 40.9038151, 14.2789975 40.903529)",
64045278,False,residential,False,30.252,,,Via Antonio Filangieri,,,"LINESTRING (14.2717017 40.903622, 14.27175 40.9033524)",
64046358,False,residential,True,50.09,,,Via Antonio Genovesi,,,"LINESTRING (14.2717017 40.903622, 14.2722925 40.9036814)",
64046358,False,residential,False,50.09,,,Via Antonio Genovesi,,,"LINESTRING (14.2722925 40.9036814, 14.2717017 40.903622)",
64046345,False,residential,False,89.968,,,Via Campanariello,,,"LINESTRING (14.2794884 40.9014412, 14.2791079 40.9014392, 14.2784682 40.9012438)",
64046345,False,residential,True,11.293,,,Via Campanariello,,,"LINESTRING (14.2794884 40.9014412, 14.2795254 40.9014364, 14.2796222 40.9014381)",
64073668,False,residential,True,116.919,,,Via Matilde Serao,,,"LINESTRING (14.2794884 40.9014412, 14.2795493 40.9016125, 14.2792878 40.9020017, 14.2798002 40.9022054)",
64073668,False,residential,False,116.919,,,Via Matilde Serao,,,"LINESTRING (14.2798002 40.9022054, 14.2792878 40.9020017, 14.2795493 40.9016125, 14.2794884 40.9014412)",
64089662,False,residential,False,30.853,,,Via Giuseppe Ungaretti,,,"LINESTRING (14.2817408 40.8990398, 14.2814234 40.8989004)",
64089662,False,residential,True,30.853,,,Via Giuseppe Ungaretti,,,"LINESTRING (14.2814234 40.8989004, 14.2817408 40.8990398)",
64089674,False,residential,False,55.162,,,Via Giustino Fortunato,,,"LINESTRING (14.2814234 40.8989004, 14.2810618 40.8993144)",
64089674,False,residential,True,53.115,,,Via Giustino Fortunato,,,"LINESTRING (14.2814234 40.8989004, 14.2817851 40.8985087)",
64089663,False,residential,False,43.665,,,Via Alberto Moravia,,,"LINESTRING (14.2822278 40.8987142, 14.2817851 40.8985087)",
64089663,False,residential,True,43.665,,,Via Alberto Moravia,,,"LINESTRING (14.2817851 40.8985087, 14.2822278 40.8987142)",
64089674,False,residential,False,53.115,,,Via Giustino Fortunato,,,"LINESTRING (14.2817851 40.8985087, 14.2814234 40.8989004)",
64089674,False,residential,True,39.707,,,Via Giustino Fortunato,,,"LINESTRING (14.2817851 40.8985087, 14.2820466 40.8982113)",
64089674,False,residential,False,43.537,,,Via Giustino Fortunato,,,"LINESTRING (14.2810618 40.8993144, 14.2807887 40.8996471)",
64089674,False,residential,True,55.162,,,Via Giustino Fortunato,,,"LINESTRING (14.2810618 40.8993144, 14.2814234 40.8989004)",
64089674,False,residential,True,88.199,,,Via Giustino Fortunato,,,"LINESTRING (14.2801748 40.9002904, 14.2807887 40.8996471)",
64089670,False,residential,True,141.745,,,Via Luisa Sanfelice,,,"LINESTRING (14.2801748 40.9002904, 14.2795391 40.9012026, 14.2796222 40.9014381)",
64089683,False,residential,False,114.85300000000001,,,Via Libero Bovio,,,"LINESTRING (14.2801748 40.9002904, 14.2802714 40.9004612, 14.2804327 40.9008172, 14.2806259 40.9010871, 14.2807471 40.9012231)",
64089683,False,residential,True,63.766999999999996,,,Via Libero Bovio,,,"LINESTRING (14.2801748 40.9002904, 14.2800723 40.9000136, 14.2798292 40.8997944)",
64089672,False,residential,False,26.057,,,Via Cavour,,,"LINESTRING (14.281754 40.9005002, 14.2816019 40.9007044)",
64089672,False,residential,False,70.782,,,Via Cavour,,,"LINESTRING (14.2816019 40.9007044, 14.2812275 40.9012746)",
64089672,False,residential,True,26.057,,,Via Cavour,,,"LINESTRING (14.2816019 40.9007044, 14.281754 40.9005002)",
64089673,False,residential,True,59.243,,,Via Nino Bixio,,,"LINESTRING (14.2816019 40.9007044, 14.2809807 40.9004526)",
64089673,False,residential,False,59.243,,,Via Nino Bixio,,,"LINESTRING (14.2809807 40.9004526, 14.2816019 40.9007044)",
64089674,False,residential,False,39.707,,,Via Giustino Fortunato,,,"LINESTRING (14.2820466 40.8982113, 14.2817851 40.8985087)",
64089675,False,residential,False,248.272,,,Via Mario Francesco Pagano,,,"LINESTRING (14.2813616 40.8978724, 14.2797845 40.8997603)",
64089675,False,residential,True,248.272,,,Via Mario Francesco Pagano,,,"LINESTRING (14.2797845 40.8997603, 14.2813616 40.8978724)",
64089683,False,residential,False,5.338,,,Via Libero Bovio,,,"LINESTRING (14.2797845 40.8997603, 14.2798292 40.8997944)",
