osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,junction,access,bridge
45323101,Piazza Girolina,secondary,True,False,9.708,"LINESTRING (7.5230552 45.100126, 7.5229966 45.1001398, 7.5229347 45.100139)",SP24,30,1,roundabout,,
23065517,Via Primo Maggio,unclassified,True,False,126.591,"LINESTRING (7.5263465 45.0987902, 7.5262543 45.0999268)",SP177,50,1,,,
"[794378619, 43068011]",Via Roma,residential,True,False,153.142,"LINESTRING (7.5263465 45.0987902, 7.52558 45.0987181, 7.5255015 45.0987239, 7.5251012 45.0987598, 7.524451 45.0989338)",,,,,,
"[47361149, 47361150]",Via Primo Maggio,unclassified,False,True,112.14099999999999,"LINESTRING (7.5263465 45.0987902, 7.5264339 45.0984411, 7.5264309 45.0982789, 7.5264284 45.0980341, 7.526382 45.0977893)",SP177,"['30', '50']",1,,,yes
49206925,Via Giuseppe Mazzini,tertiary,True,False,25.369999999999997,"LINESTRING (7.5230315 45.0963784, 7.5231019 45.0962868, 7.5231582 45.0961694)",SP178,30,1,,,
1091960987,Via Giuseppe Mazzini,tertiary,True,False,10.991000000000001,"LINESTRING (7.5230315 45.0963784, 7.5230816 45.0963862, 7.5231272 45.0964051, 7.5231502 45.0964245)",SP178,30,1,roundabout,,
1091960985,Via Giuseppe Mazzini,tertiary,True,False,22.002,"LINESTRING (7.5230095 45.0966161, 7.5229549 45.0966072, 7.5229075 45.0965861, 7.5228725 45.0965552, 7.5228537 45.0965179, 7.5228533 45.0964783)",SP178,30,1,roundabout,,
49206926,Via Giuseppe Mazzini,residential,False,False,63.10499999999999,"LINESTRING (7.5228533 45.0964783, 7.5227313 45.0964766, 7.5223091 45.0964705, 7.5220495 45.0964672)",,,,,,
"[1091960984, 1091960985]",Via Giuseppe Mazzini,tertiary,True,False,19.54,"LINESTRING (7.5228533 45.0964783, 7.5228682 45.096445, 7.5228961 45.0964162, 7.5229347 45.0963943, 7.5229806 45.0963813, 7.5230315 45.0963784)",SP178,30,1,roundabout,,
51344693,Via X Martiri del Maiolo,unclassified,False,False,151.98799999999997,"LINESTRING (7.5220169 45.0986592, 7.5220001 45.0992753, 7.5219809 45.0999753, 7.5219791 45.1000258)",,,,,,
743241606,Via Caselette,secondary,False,True,30.762,"LINESTRING (7.5219791 45.1000258, 7.5223709 45.1000187)",SP24,50,2,,,
51344693,Via X Martiri del Maiolo,unclassified,False,True,151.988,"LINESTRING (7.5219791 45.1000258, 7.5219809 45.0999753, 7.5220001 45.0992753, 7.5220169 45.0986592)",,,,,,
122197761,Via Collegno,residential,False,True,67.826,"LINESTRING (7.5303566 45.0950113, 7.5296753 45.0950421, 7.5294943 45.0950503)",,,,,,
128039768,Via Giuseppe Garibaldi,tertiary,False,False,130.978,"LINESTRING (7.5284008 45.0926606, 7.5300658 45.0925842)",,50,2,,,
128039768,Via Giuseppe Garibaldi,tertiary,False,True,135.851,"LINESTRING (7.5284008 45.0926606, 7.5273952 45.0927119, 7.5266747 45.0927486)",,50,2,,,
594672539,Via V. Bellini,residential,False,True,86.48599999999999,"LINESTRING (7.5284008 45.0926606, 7.5284828 45.0920918, 7.5285123 45.0918868)",,,,,,
58494498,Via Armando Diaz,residential,False,True,65.87,"LINESTRING (7.5258881 45.0935458, 7.5267095 45.0934247)",,,,,,
"[58494498, 1051905906]","['Piazza Caduti', 'Via Armando Diaz']",residential,False,False,60.451,"LINESTRING (7.5258881 45.0935458, 7.525394 45.0936454, 7.525379 45.0936809, 7.5253574 45.0937048, 7.5253331 45.0937332, 7.52529 45.0937625, 7.5252442 45.0937862)",,,,,,
"[597918518, 60447342]","['Via Tallone', 'Corso Torino']",residential,False,"[False, True]",118.16300000000001,"LINESTRING (7.5258881 45.0935458, 7.5259039 45.09423, 7.5253699 45.0942625)",,,,,,
226365732,Via San Martino,residential,False,False,80.461,"LINESTRING (7.5253699 45.0942625, 7.5256185 45.0949645)",,,,,,
597918518,Corso Torino,residential,False,True,69.222,"LINESTRING (7.5253699 45.0942625, 7.5244892 45.0942941)",,,,,,
226365732,Via San Martino,residential,False,True,54.787,"LINESTRING (7.5253699 45.0942625, 7.5252318 45.0939775, 7.5252395 45.0938584, 7.5252442 45.0937862)",,,,,,
"[60447342, 597918518]","['Via Tallone', 'Corso Torino']",residential,False,"[False, True]",118.16300000000001,"LINESTRING (7.5253699 45.0942625, 7.5259039 45.09423, 7.5258881 45.0935458)",,,,,,
58494498,Via Armando Diaz,residential,False,False,106.774,"LINESTRING (7.5296883 45.0935285, 7.528368 45.0932976)",,,,,,
667429621,Via Valle,residential,False,False,25.676,"LINESTRING (7.5296883 45.0935285, 7.5297505 45.0933018)",,,,,,
226365732,Via San Martino,residential,False,False,54.787000000000006,"LINESTRING (7.5252442 45.0937862, 7.5252395 45.0938584, 7.5252318 45.0939775, 7.5253699 45.0942625)",,,,,,
"[294736448, 1051905905]",Piazza Caduti,residential,False,False,63.157,"LINESTRING (7.5252442 45.0937862, 7.5251343 45.0937995, 7.5250408 45.0938011, 7.5250222 45.0938014, 7.5248819 45.0937855, 7.524445 45.0938146)",,,,,,
"[1051905906, 58494498]","['Piazza Caduti', 'Via Armando Diaz']",residential,False,True,60.451,"LINESTRING (7.5252442 45.0937862, 7.52529 45.0937625, 7.5253331 45.0937332, 7.5253574 45.0937048, 7.525379 45.0936809, 7.525394 45.0936454, 7.5258881 45.0935458)",,,,,,
226365732,Via San Martino,residential,False,True,80.461,"LINESTRING (7.5256185 45.0949645, 7.5253699 45.0942625)",,,,,,
195669149,Via Riccardo Arnò,residential,True,False,47.919,"LINESTRING (7.5256185 45.0949645, 7.5253275 45.0951509, 7.525184 45.0952663)",,,,,,
195669158,Via Riccardo Arnò,residential,True,False,77.435,"LINESTRING (7.5256185 45.0949645, 7.5262247 45.095133, 7.5264514 45.0953071)",,,,,,
58494498,Via Armando Diaz,residential,False,True,106.774,"LINESTRING (7.528368 45.0932976, 7.5296883 45.0935285)",,,,,,
60355841,Via Vincenzo Arbarello,residential,True,False,91.967,"LINESTRING (7.528368 45.0932976, 7.5284355 45.0941233)",,,,,,
58494498,Via Armando Diaz,residential,False,False,131.972,"LINESTRING (7.528368 45.0932976, 7.5280996 45.0932779, 7.5278269 45.0932768, 7.5275394 45.0932975, 7.5272717 45.0933295, 7.5267095 45.0934247)",,,,,,
43202300,Via Pietre,residential,True,False,75.229,"LINESTRING (7.5267095 45.0934247, 7.5266747 45.0927486)",,,,,,
58494498,Via Armando Diaz,residential,False,False,65.87,"LINESTRING (7.5267095 45.0934247, 7.5258881 45.0935458)",,,,,,
58494498,Via Armando Diaz,residential,False,True,131.972,"LINESTRING (7.5267095 45.0934247, 7.5272717 45.0933295, 7.5275394 45.0932975, 7.5278269 45.0932768, 7.5280996 45.0932779, 7.528368 45.0932976)",,,,,,
60355832,Via Veneto,residential,True,False,213.99099999999999,"LINESTRING (7.5305708 45.093093, 7.530456 45.0940378, 7.5304089 45.0946236, 7.5303566 45.0950113)",,,,,,
195669142,Via Ferna,residential,True,False,54.01,"LINESTRING (7.5305708 45.093093, 7.5309813 45.0930249, 7.5312445 45.0929961)",,,,,,
60355830,Corso Torino,residential,False,False,5.0,"LINESTRING (7.5233778 45.0943362, 7.5234414 45.0943338)",,,,,,
597918515,Via Giuseppe Mazzini,tertiary,False,False,105.74700000000001,"LINESTRING (7.5233778 45.0943362, 7.5234098 45.093997, 7.5234231 45.0938554, 7.5234578 45.0934874, 7.5234673 45.0933873)",SP178,30,2,,,
597918519,Via Giuseppe Mazzini,tertiary,False,True,126.999,"LINESTRING (7.5233778 45.0943362, 7.523363 45.0944576, 7.5233389 45.0946547, 7.5232557 45.0953348, 7.5232387 45.0954741)",SP178,30,2,,,
294736332,Viale Vittoria,residential,False,True,53.431,"LINESTRING (7.5244892 45.0942941, 7.524445 45.0938146)",,,,,,
597918518,Corso Torino,residential,False,False,69.222,"LINESTRING (7.5244892 45.0942941, 7.5253699 45.0942625)",,,,,,
"[226365728, 294736332]","['Piazza Bellingeri', 'Viale Vittoria']",residential,False,False,130.754,"LINESTRING (7.5244892 45.0942941, 7.5246785 45.0948954, 7.5247976 45.0951015, 7.5249686 45.0954165)",,,,,,
597918518,Corso Torino,residential,False,True,82.369,"LINESTRING (7.5244892 45.0942941, 7.524397 45.0942979, 7.5242552 45.0943037, 7.5235418 45.0943301, 7.5234414 45.0943338)",,,,,,
122197761,Via Collegno,residential,False,False,75.429,"LINESTRING (7.52854 45.0951142, 7.5287721 45.095119, 7.5294943 45.0950503)",,,,,,
60447344,Corso Torino,residential,False,True,89.022,"LINESTRING (7.5295685 45.0940884, 7.5284355 45.0941233)",,,,,,
58494512,Via L. Murialdo,residential,True,False,63.131,"LINESTRING (7.5295685 45.0940884, 7.5295729 45.0939491, 7.5296883 45.0935285)",,,,,,
226365735,Via Giacomo Matteotti,residential,False,True,27.647,"LINESTRING (7.5256234 45.0965362, 7.5254813 45.0963087)",,,,,,
"[226365737, 189725142]","['Piazza Parrocchia', 'Piazza Antonio Riberi']",residential,False,False,47.092999999999996,"LINESTRING (7.5256234 45.0965362, 7.5257848 45.0965093, 7.5260298 45.0964505, 7.5260956 45.0964215, 7.5261785 45.0963849)",,,,,,
669587066,Via Giacomo Matteotti,residential,False,True,34.852000000000004,"LINESTRING (7.5256234 45.0965362, 7.5256454 45.0966688, 7.5256751 45.0968475)",,,,,,
195669137,Via Germano Sommeiller,residential,True,False,114.992,"LINESTRING (7.5238251 45.0964986, 7.5237746 45.0962624, 7.5237514 45.0961373, 7.5237462 45.09601, 7.523757 45.0958941, 7.5238748 45.0954767)",,,,,,
"[226365728, 294736332]","['Piazza Bellingeri', 'Viale Vittoria']",residential,False,True,130.754,"LINESTRING (7.5249686 45.0954165, 7.5247976 45.0951015, 7.5246785 45.0948954, 7.5244892 45.0942941)",,,,,,
226365735,Via Giacomo Matteotti,residential,False,False,107.469,"LINESTRING (7.5249686 45.0954165, 7.5249941 45.0954839, 7.5251212 45.0957307, 7.525231 45.0958469, 7.5254813 45.0963087)",,,,,,
60355841,Via Vincenzo Arbarello,residential,True,False,110.488,"LINESTRING (7.5284355 45.0941233, 7.52854 45.0951142)",,,,,,
60447344,Corso Torino,residential,False,False,89.022,"LINESTRING (7.5284355 45.0941233, 7.5295685 45.0940884)",,,,,,
226365735,Via Giacomo Matteotti,residential,False,False,27.647,"LINESTRING (7.5254813 45.0963087, 7.5256234 45.0965362)",,,,,,
60447345,Via Silvio Marietti,residential,True,False,131.70600000000002,"LINESTRING (7.5254813 45.0963087, 7.5238771 45.0964927, 7.5238251 45.0964986)",,,,,,
226365735,Via Giacomo Matteotti,residential,False,True,107.46900000000001,"LINESTRING (7.5254813 45.0963087, 7.525231 45.0958469, 7.5251212 45.0957307, 7.5249941 45.0954839, 7.5249686 45.0954165)",,,,,,
68780865,Via Colgiansesco,residential,False,False,63.543,"LINESTRING (7.520567 45.0933889, 7.5198395 45.0936395)",,,,,,
68780865,Via Colgiansesco,residential,False,True,232.76500000000001,"LINESTRING (7.520567 45.0933889, 7.5205169 45.0935558, 7.5204467 45.0937671, 7.5203808 45.0939532, 7.5203106 45.09412, 7.5202419 45.0942656, 7.5201617 45.0944233, 7.5200714 45.0945851, 7.5199869 45.0946903, 7.5198752 45.0948025, 7.5197721 45.0949006, 7.5196518 45.0949926, 7.5195283 45.0950685, 7.5192567 45.0951841)",,,,,,
"[68780898, 1092182283, 1092182284]",Via Colgiansesco,residential,False,True,148.18900000000002,"LINESTRING (7.520567 45.0933889, 7.5207137 45.0933384, 7.520824 45.0932683, 7.5209585 45.0931829, 7.5209834 45.0931798, 7.5210589 45.0931703, 7.5223321 45.09301)",,,,,,yes
128039810,Viale Vittoria,residential,True,False,25.738,"LINESTRING (7.5242125 45.0919554, 7.5242047 45.091724)",,,,,,
128039817,Viale Vittoria,residential,True,False,82.754,"LINESTRING (7.5242125 45.0919554, 7.5242374 45.0921095, 7.5243033 45.092601, 7.5243895 45.0926745)",,,,,,
68780863,Via Guglielmo Marconi,residential,False,False,23.612,"LINESTRING (7.522567 45.0929804, 7.5228135 45.0931021)",,,,,,
68780863,Via Guglielmo Marconi,residential,False,True,23.521,"LINESTRING (7.522567 45.0929804, 7.5223187 45.092862)",,,,,,
68780898,Via Colgiansesco,residential,False,False,18.731,"LINESTRING (7.522567 45.0929804, 7.5223321 45.09301)",,,,,,
68780876,Via Cav. Luigi Mussino,residential,False,False,72.517,"LINESTRING (7.522192 45.0955689, 7.5222335 45.0949174)",,,,,,
68780886,Via Philips,residential,False,False,73.672,"LINESTRING (7.522192 45.0955689, 7.5212806 45.0957271)",,,,,,
68780886,Via Philips,residential,False,True,41.08,"LINESTRING (7.522192 45.0955689, 7.5223614 45.0955461, 7.5225806 45.0955167, 7.5227061 45.0954998)",,,,,,
226365731,Via Fontaine,residential,False,False,78.039,"LINESTRING (7.5234673 45.0933873, 7.5235565 45.0934058, 7.5243284 45.093566, 7.5244211 45.0935852)",,,,,,
597918511,Via Giuseppe Mazzini,tertiary,False,False,47.112,"LINESTRING (7.5234673 45.0933873, 7.5234964 45.0930606, 7.5235315 45.0929675)",SP178,30,2,,,
597918513,Via Guglielmo Marconi,residential,False,True,26.270000000000003,"LINESTRING (7.5234673 45.0933873, 7.5233467 45.093343, 7.5231704 45.0932783)",,,,,,
597918515,Via Giuseppe Mazzini,tertiary,False,True,105.747,"LINESTRING (7.5234673 45.0933873, 7.5234578 45.0934874, 7.5234231 45.0938554, 7.5234098 45.093997, 7.5233778 45.0943362)",SP178,30,2,,,
145401675,Piazza Tullio Robotti,unclassified,False,False,7.495,"LINESTRING (7.5235927 45.092079, 7.5236725 45.092042)",,,,,,
70462582,Via Boneschi,residential,False,False,38.42,"LINESTRING (7.5235927 45.092079, 7.5234496 45.0920846, 7.5233763 45.0920875, 7.5231039 45.0920964)",,,,,,
68780863,Via Guglielmo Marconi,residential,False,False,103.848,"LINESTRING (7.5212137 45.0923485, 7.5223187 45.092862)",,,,,,
"[1092182199, 1092182198, 68780863]",Via Guglielmo Marconi,residential,False,True,109.931,"LINESTRING (7.5212137 45.0923485, 7.5207836 45.0921239, 7.5207192 45.0920847, 7.5206661 45.0920523, 7.5201286 45.0917246)",,,,,,yes
68780886,Via Philips,residential,False,False,41.903999999999996,"LINESTRING (7.5232387 45.0954741, 7.5230675 45.0954824, 7.5230293 45.0954842, 7.5227061 45.0954998)",,,,,,
195669136,Via Alessandro Cruto,residential,False,True,43.422000000000004,"LINESTRING (7.5232387 45.0954741, 7.523329 45.0954611, 7.5237859 45.0954177)",,,,,,
294469183,Via Giuseppe Mazzini,tertiary,False,True,77.574,"LINESTRING (7.5232387 45.0954741, 7.5231904 45.0959265, 7.5231582 45.0961694)",SP178,30,2,,,
597918519,Via Giuseppe Mazzini,tertiary,False,False,126.999,"LINESTRING (7.5232387 45.0954741, 7.5232557 45.0953348, 7.5233389 45.0946547, 7.523363 45.0944576, 7.5233778 45.0943362)",SP178,30,2,,,
145401667,Viale Vittoria,residential,False,True,44.127,"LINESTRING (7.5242047 45.091724, 7.5241752 45.0913277)",,,,,,
68780863,Via Guglielmo Marconi,residential,False,False,23.521,"LINESTRING (7.5223187 45.092862, 7.522567 45.0929804)",,,,,,
68780863,Via Guglielmo Marconi,residential,False,True,103.848,"LINESTRING (7.5223187 45.092862, 7.5212137 45.0923485)",,,,,,
298587414,Via Boneschi,residential,True,False,93.564,"LINESTRING (7.5223187 45.092862, 7.5223819 45.0925579, 7.5224579 45.0923742, 7.5227141 45.0920831)",,,,,,
307275133,Piazza Guido Rossa,residential,False,False,34.332,"LINESTRING (7.5222592 45.0944207, 7.5218221 45.0944098)",,,,,,
307275134,Via Cavalier Luigi Mussino,residential,True,False,156.967,"LINESTRING (7.5222592 45.0944207, 7.5223321 45.09301)",,30,,,,
195669160,Via Generale Giuseppe Perotti,residential,False,True,155.2,"LINESTRING (7.5222592 45.0944207, 7.5227049 45.0944187, 7.5227061 45.0954998)",,,,,,
145401667,Viale Vittoria,residential,False,False,44.127,"LINESTRING (7.5241752 45.0913277, 7.5242047 45.091724)",,,,,,
"[145401665, 145401666, 128039811]","['Viale Nord Delù', 'Viale Nestore Delù']",residential,False,True,170.358,"LINESTRING (7.5241752 45.0913277, 7.5242473 45.0913039, 7.5249189 45.09128, 7.5250902 45.0912755, 7.5263353 45.0912314)",,,,,,yes
226365724,Viale Nestore Delù,unclassified,False,False,40.356,"LINESTRING (7.5241752 45.0913277, 7.5240924 45.0913404, 7.5238397 45.0913974, 7.5236964 45.0914538)",,,,,,
68780886,Via Philips,residential,False,False,52.32,"LINESTRING (7.5212806 45.0957271, 7.5206309 45.0958322)",,,,,,
68780886,Via Philips,residential,False,True,73.672,"LINESTRING (7.5212806 45.0957271, 7.522192 45.0955689)",,,,,,
195669154,Via Modena,residential,False,False,138.508,"LINESTRING (7.5212806 45.0957271, 7.5213058 45.0944816)",,,,,,
68780886,Via Philips,residential,False,False,41.08,"LINESTRING (7.5227061 45.0954998, 7.5225806 45.0955167, 7.5223614 45.0955461, 7.522192 45.0955689)",,,,,,
68780886,Via Philips,residential,False,True,41.903999999999996,"LINESTRING (7.5227061 45.0954998, 7.5230293 45.0954842, 7.5230675 45.0954824, 7.5232387 45.0954741)",,,,,,
195669160,Via Generale Giuseppe Perotti,residential,False,False,155.2,"LINESTRING (7.5227061 45.0954998, 7.5227049 45.0944187, 7.5222592 45.0944207)",,,,,,
68780865,Via Colgiansesco,residential,False,False,232.76500000000001,"LINESTRING (7.5192567 45.0951841, 7.5195283 45.0950685, 7.5196518 45.0949926, 7.5197721 45.0949006, 7.5198752 45.0948025, 7.5199869 45.0946903, 7.5200714 45.0945851, 7.5201617 45.0944233, 7.5202419 45.0942656, 7.5203106 45.09412, 7.5203808 45.0939532, 7.5204467 45.0937671, 7.5205169 45.0935558, 7.520567 45.0933889)",,,,,,
