osmid,bridge,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel,junction
257702050,,False,,,Via della Repubblica,residential,30,False,101.124,"LINESTRING (7.6090875 43.7916348, 7.6089971 43.7915474, 7.6087493 43.7912444, 7.6087252 43.7912172, 7.6085038 43.7909642, 7.6084554 43.7909074, 7.6084222 43.7908632)",,,
303074502,,False,2,SS1,Via Cavour,primary,50,True,55.745000000000005,"LINESTRING (7.6090875 43.7916348, 7.6089743 43.7916829, 7.6085031 43.7919055)",,,
218804193,,False,,,Via della Repubblica,residential,30,False,98.657,"LINESTRING (7.6084222 43.7908632, 7.6084002 43.7908334, 7.6083087 43.7907243, 7.6081368 43.7905305, 7.607838 43.7901839, 7.6077953 43.7901363, 7.6077727 43.7901101)",,,
257702050,,False,,,Via della Repubblica,residential,30,True,101.124,"LINESTRING (7.6084222 43.7908632, 7.6084554 43.7909074, 7.6085038 43.7909642, 7.6087252 43.7912172, 7.6087493 43.7912444, 7.6089971 43.7915474, 7.6090875 43.7916348)",,,
349543699,,False,,,Via Roma,residential,30,True,78.041,"LINESTRING (7.6084222 43.7908632, 7.6082927 43.7909266, 7.6076137 43.791253)",,,
"[349544130, 349544127]",,False,,,Via Roma,residential,30,False,83.91199999999999,"LINESTRING (7.6084222 43.7908632, 7.608511 43.7908188, 7.6089662 43.7906308, 7.6092251 43.7905117, 7.6093152 43.7904715)",,,
218804193,,False,,,Via della Repubblica,residential,30,True,98.657,"LINESTRING (7.6077727 43.7901101, 7.6077953 43.7901363, 7.607838 43.7901839, 7.6081368 43.7905305, 7.6083087 43.7907243, 7.6084002 43.7908334, 7.6084222 43.7908632)",,,
"[692693016, 257681814]",,False,,,Via della Repubblica,residential,30,False,29.141,"LINESTRING (7.6077727 43.7901101, 7.6077532 43.7900853, 7.6077225 43.7900567, 7.607704 43.7900344, 7.6075744 43.7898908)",,,
257681815,,True,,,Via Vittorio Veneto,residential,30,False,58.508,"LINESTRING (7.6077727 43.7901101, 7.6076946 43.7901443, 7.6072302 43.7903463, 7.6071504 43.790384)",,,
778590614,,False,,,Via Vittorio Veneto,residential,30,True,83.128,"LINESTRING (7.6077727 43.7901101, 7.6078694 43.7900644, 7.6079056 43.7900485, 7.6081535 43.78993, 7.6081828 43.7899167, 7.6085005 43.7897714, 7.6085711 43.7897388, 7.608644 43.7897061)",,,
"[241810481, 349543703]",,False,2,,"['Lungo Roia Gerolamo Rossi', 'Passeggiata Guglielmo Oberdan']",residential,"['30', '50']",True,217.167,"LINESTRING (7.6086183 43.7881298, 7.6085162 43.788154, 7.6082669 43.7882115, 7.6079124 43.7882973, 7.6078763 43.788315, 7.6078496 43.7883463, 7.6076851 43.7888683, 7.6075856 43.7891886, 7.6074355 43.7896611)",,,
349543700,,False,2,,Lungo Roia Gerolamo Rossi,residential,50,True,28.948,"LINESTRING (7.6071504 43.790384, 7.6070178 43.7906261)",,,
"[692693011, 349543701]",,False,2,,Lungo Roia Gerolamo Rossi,residential,50,False,52.939,"LINESTRING (7.6071504 43.790384, 7.6073395 43.7899709, 7.6073548 43.7899314)",,,
349543371,,True,1,,,residential,50,False,5.602,"LINESTRING (7.605856 43.7920721, 7.6058357 43.7920803, 7.605813 43.7920839, 7.6057898 43.7920825)",,,roundabout
1078553105,,True,,,Via Ruffini,residential,30,False,3.923,"LINESTRING (7.609344 43.7905, 7.6093152 43.7904715)",,,
778590614,,False,,,Via Vittorio Veneto,residential,30,False,83.128,"LINESTRING (7.608644 43.7897061, 7.6085711 43.7897388, 7.6085005 43.7897714, 7.6081828 43.7899167, 7.6081535 43.78993, 7.6079056 43.7900485, 7.6078694 43.7900644, 7.6077727 43.7901101)",,,
303074906,,True,2,SS1,Largo Torino,primary,50,False,24.792,"LINESTRING (7.6053558 43.7929406, 7.6052764 43.7930286, 7.6051964 43.79311, 7.6051821 43.7931249)",,,roundabout
38957720,,False,2,,Via Tenda,secondary,50,False,162.154,"LINESTRING (7.6051136 43.7931569, 7.605072 43.793206, 7.6048669 43.7934578, 7.6046106 43.7937589, 7.6044306 43.7939703, 7.6043025 43.7941132, 7.6040491 43.7943961)",,,
312070333,,True,2,SS1,Largo Torino,primary,50,False,9.574,"LINESTRING (7.6051136 43.7931569, 7.6050533 43.7931477, 7.605001 43.7931302)",,,roundabout
"[38957721, 348050493]",yes,True,2,SS1,Strada statale 1 Via Aurelia,primary,50,False,65.994,"LINESTRING (7.6049536 43.7930843, 7.6048746 43.793079, 7.6047914 43.7930552, 7.604734 43.7930305, 7.604563 43.7929442, 7.6044278 43.7928812, 7.6042313 43.7928148)",,,
303074905,,True,2,SS1,Largo Torino,primary,50,False,39.482,"LINESTRING (7.6049536 43.7930843, 7.6049543 43.7930471, 7.604975 43.7930052, 7.6050247 43.7929382, 7.6050742 43.7928747, 7.6051392 43.7928095, 7.6051888 43.7927836)",,,roundabout
312070334,,True,2,SS1,Largo Torino,primary,50,False,6.6419999999999995,"LINESTRING (7.6051821 43.7931249, 7.6051498 43.7931459, 7.6051136 43.7931569)",,,roundabout
932852192,,False,2,,Via San Secondo,unclassified,,True,99.86500000000001,"LINESTRING (7.6051821 43.7931249, 7.6052365 43.7931718, 7.6052793 43.793206, 7.6057183 43.7935429, 7.6060222 43.7937872)",,,
143308759,,True,2,SS1,Largo Torino,primary,50,False,16.759,"LINESTRING (7.6053299 43.7927986, 7.6053564 43.7928241, 7.6053696 43.7928704, 7.6053676 43.7929144, 7.6053558 43.7929406)",,,roundabout
778027958,,True,2,,Via Lodovico Aprosio,primary,50,False,25.424,"LINESTRING (7.6053299 43.7927986, 7.6054679 43.792797, 7.6056424 43.7927691)",,,
38957723,yes,True,2,SS1,Strada statale 1 Via Aurelia,primary,50,False,53.309,"LINESTRING (7.6042313 43.7928148, 7.6036794 43.7925481)",,,
"[348399456, 38957724]",yes,True,1,,Strada statale 1 Via Aurelia,primary_link,50,False,33.943,"LINESTRING (7.6036794 43.7925481, 7.6035397 43.7924526, 7.6035122 43.7924071, 7.6034987 43.7923681, 7.6035122 43.7922922)",,,
"[348399373, 38957725]",yes,True,2,SS1,Strada statale 1 Via Aurelia,primary,50,False,41.65899999999999,"LINESTRING (7.6036794 43.7925481, 7.6034793 43.7925353, 7.6034063 43.7925353, 7.6033314 43.7925405, 7.6031784 43.7925938)",,,
38957727,,True,2,SS1,Via Aurelia,primary,50,False,42.925,"LINESTRING (7.6031784 43.7925938, 7.6035122 43.7922922)",,,
15244779,,False,2,SS1,Corso Francia,primary,50,True,106.87599999999999,"LINESTRING (7.6031784 43.7925938, 7.6030539 43.7927478, 7.6029944 43.7928096, 7.6026868 43.793116, 7.6025714 43.7931817, 7.6024059 43.7932204, 7.6022709 43.7932242)",,,
76657187,,False,,,Via G. Garibaldi,residential,,True,0.479,"LINESTRING (7.6006088 43.7918226, 7.600603 43.7918236)",,,
76657186,,True,,,Via G. Garibaldi,residential,20,False,145.472,"LINESTRING (7.6022338 43.7912438, 7.60169 43.7914265, 7.601463 43.7915076, 7.6013679 43.7915415, 7.6011832 43.7916115, 7.6009798 43.7916886, 7.6006088 43.7918226)",,,
"[625834776, 76657189, 625834775]",,False,,,Via Porta Nuova,residential,20,False,61.894,"LINESTRING (7.6022338 43.7912438, 7.6021972 43.7911709, 7.6019685 43.7908621, 7.6019389 43.7908211, 7.6019305 43.7908094, 7.6019136 43.7907769, 7.6018967 43.7907443)",,building_passage,
"[963701776, 123770633]",,False,,,Via al Capo,residential,20,False,131.70600000000002,"LINESTRING (7.6022338 43.7912438, 7.6022807 43.7912143, 7.6024498 43.7911114, 7.6028959 43.7908634, 7.6029379 43.7908414, 7.6029632 43.7908282, 7.6031437 43.7907338, 7.6032682 43.7906668, 7.6033564 43.7906397, 7.6034009 43.7906377, 7.6034758 43.7905982, 7.6034779 43.7905863, 7.6035384 43.790545)",,,
"[76657187, 625806441, 625806444, 76978797, 188218589]",,False,,,Via G. Garibaldi,residential,30,False,229.13799999999995,"LINESTRING (7.5977579 43.7913297, 7.5978269 43.7913643, 7.5980688 43.791467, 7.5984349 43.7916188, 7.5984871 43.791639, 7.5985714 43.7916716, 7.5987458 43.7917498, 7.5988805 43.7917846, 7.5989576 43.7918038, 7.599026 43.7918208, 7.5991572 43.7918392, 7.5993012 43.79185, 7.5993129 43.7918611, 7.5993217 43.7918673, 7.599355 43.7919042, 7.5993729 43.7919208, 7.5994358 43.7919069, 7.5995517 43.7918902, 7.5996088 43.7919055, 7.5998625 43.791852, 7.5999888 43.7918135, 7.6000839 43.7917973, 7.6001236 43.7917961, 7.600165 43.7918225, 7.600194 43.7918582, 7.600248 43.7918788, 7.6002774 43.7918802, 7.6003004 43.7918762)",,building_passage,
1041383496,,False,,,Cala del Forte,residential,20,False,54.892,"LINESTRING (7.600515 43.7902977, 7.6010818 43.7900215)",,,
"[112766360, 84296772]",,True,,,"['Via G. Trossarelli', 'Via Marconi']",residential,"['40', '30']",False,179.527,"LINESTRING (7.6051281 43.7889446, 7.6051494 43.7889393, 7.6054376 43.788868, 7.6055623 43.788857, 7.6056494 43.7888697, 7.605714 43.7889137, 7.6057458 43.7889509, 7.6057425 43.7890026, 7.6056603 43.7892134, 7.605646 43.7892435, 7.6054415 43.7896979, 7.6053476 43.7899383, 7.6052896 43.7900129)",yes,,
"[854265544, 854265545, 76082517]",,False,,,Via Cristoforo Colombo,residential,40,True,122.48,"LINESTRING (7.6051281 43.7889446, 7.6051349 43.7890819, 7.6051409 43.7892, 7.6051452 43.7892342, 7.6051483 43.7892899, 7.6051662 43.7896175, 7.6051694 43.7898579, 7.605194 43.7899512, 7.6052896 43.7900129)",,,
123770632,,False,,,Passeggiata Colla,unclassified,,False,145.17600000000002,"LINESTRING (7.6018967 43.7907443, 7.601863 43.7907613, 7.601817 43.7907776, 7.6013569 43.7909589, 7.6009618 43.7911239, 7.6007294 43.7912261, 7.6005945 43.7913219, 7.6005181 43.7913506, 7.6004529 43.791319, 7.6004203 43.7912872, 7.6003877 43.7912554)",,,
"[625834776, 76657189, 625834775]",,False,,,Via Porta Nuova,residential,20,True,61.894,"LINESTRING (7.6018967 43.7907443, 7.6019136 43.7907769, 7.6019305 43.7908094, 7.6019389 43.7908211, 7.6019685 43.7908621, 7.6021972 43.7911709, 7.6022338 43.7912438)",,building_passage,
10056691,,False,2,,Corso Verdi,secondary,50,False,211.95,"LINESTRING (7.6003877 43.7912554, 7.6004858 43.7912105, 7.6005584 43.7911772, 7.6009658 43.7909904, 7.6012048 43.7908786, 7.6015306 43.7907108, 7.6016319 43.7906586, 7.6017893 43.7905775, 7.6019108 43.7905053, 7.6020129 43.7904429, 7.6020944 43.7903821, 7.6024318 43.7900736)",,,
123770632,,False,,,Passeggiata Colla,unclassified,,True,145.17600000000002,"LINESTRING (7.6003877 43.7912554, 7.6004203 43.7912872, 7.6004529 43.791319, 7.6005181 43.7913506, 7.6005945 43.7913219, 7.6007294 43.7912261, 7.6009618 43.7911239, 7.6013569 43.7909589, 7.601817 43.7907776, 7.601863 43.7907613, 7.6018967 43.7907443)",,,
188317143,,False,,,Via San Secondo,residential,,False,96.05799999999999,"LINESTRING (7.6060222 43.7937872, 7.6062951 43.7935612, 7.6066395 43.7936734, 7.6067914 43.7934035)",,,
932852192,,False,2,,Via San Secondo,unclassified,,False,99.86500000000001,"LINESTRING (7.6060222 43.7937872, 7.6057183 43.7935429, 7.6052793 43.793206, 7.6052365 43.7931718, 7.6051821 43.7931249)",,,
932852192,,False,2,,Via San Secondo,unclassified,,True,29.759,"LINESTRING (7.6060222 43.7937872, 7.6062125 43.7939317, 7.6062752 43.7939828)",,,
112766358,,True,,,Passeggiata Marconi,residential,40,False,335.465,"LINESTRING (7.6012119 43.7899655, 7.6017809 43.7897272, 7.602018 43.7896433, 7.6020721 43.7896309, 7.6024312 43.7895488, 7.6028489 43.7894593, 7.6035878 43.7892976, 7.603971 43.7892093, 7.6051281 43.7889446)",,,
1041391369,,True,,,,residential,,False,8.258,"LINESTRING (7.6012119 43.7899655, 7.6012195 43.7899832, 7.6012185 43.7900018, 7.6012089 43.790019, 7.601192 43.790033)",,,
15244779,,False,2,SS1,Corso Francia,primary,50,False,294.752,"LINESTRING (7.5974705 43.7941163, 7.5977773 43.7939613, 7.5982099 43.793798, 7.5985561 43.7936862, 7.5991798 43.7935502, 7.599732 43.7934737, 7.600388 43.7934008, 7.6007564 43.793342, 7.6008342 43.7933247, 7.6009241 43.7933047)",,,
"[854265544, 854265545, 76082517]",,False,,,Via Cristoforo Colombo,residential,40,False,122.48000000000002,"LINESTRING (7.6052896 43.7900129, 7.605194 43.7899512, 7.6051694 43.7898579, 7.6051662 43.7896175, 7.6051483 43.7892899, 7.6051452 43.7892342, 7.6051409 43.7892, 7.6051349 43.7890819, 7.6051281 43.7889446)",,,
84296772,,True,,,Via G. Trossarelli,residential,40,False,251.911,"LINESTRING (7.6052896 43.7900129, 7.6052616 43.7900455, 7.6051465 43.7901765, 7.6047681 43.7906393, 7.6045152 43.7909486, 7.604495 43.7909761, 7.6044785 43.7909948, 7.6042324 43.791273, 7.6040046 43.7915325, 7.6037881 43.7917819, 7.6037426 43.7918341, 7.6037085 43.7918733, 7.6036137 43.7919195)",yes,,
307026162,,False,,,Discesa Bastioni,residential,20,True,248.255,"LINESTRING (7.5993318 43.7929494, 7.599297 43.7929915, 7.5991704 43.7931177, 7.5989957 43.7932851, 7.5988087 43.7934189, 7.5987989 43.7934279, 7.5987937 43.7934387, 7.5987935 43.7934501, 7.5987985 43.7934609, 7.5988081 43.79347, 7.5988212 43.7934764, 7.5988365 43.7934794, 7.5988523 43.7934787, 7.5988669 43.7934743, 7.5990167 43.7934365, 7.5991172 43.7934144, 7.5993913 43.7933651, 7.599625 43.7933586, 7.5998075 43.79337, 7.6000566 43.7933673, 7.6002244 43.7933349, 7.6004192 43.7932938, 7.6006469 43.7932548, 7.6008088 43.7932656, 7.6009241 43.7933047)",,,
257686091,,True,1,,,residential,30,False,19.677,"LINESTRING (7.6075744 43.7898908, 7.6075242 43.7898793, 7.6074721 43.7898794, 7.6074262 43.7898908, 7.607392 43.7899043, 7.6073548 43.7899314)",,,
257686092,,False,2,,,residential,30,True,28.474,"LINESTRING (7.6075744 43.7898908, 7.6075188 43.78983, 7.6074603 43.7897555, 7.6074423 43.7897289, 7.6074355 43.7896611)",,,
"[692693016, 257681814]",,False,,,Via della Repubblica,residential,30,True,29.141,"LINESTRING (7.6075744 43.7898908, 7.607704 43.7900344, 7.6077225 43.7900567, 7.6077532 43.7900853, 7.6077727 43.7901101)",,,
349543700,,False,2,,Lungo Roia Gerolamo Rossi,residential,50,False,28.948,"LINESTRING (7.6070178 43.7906261, 7.6071504 43.790384)",,,
241809826,,False,2,,Lungo Roia Gerolamo Rossi,residential,50,True,178.53900000000002,"LINESTRING (7.6070178 43.7906261, 7.6069768 43.7906862, 7.6068318 43.7908786, 7.60667 43.7910688, 7.6065132 43.791247, 7.6061732 43.7916163, 7.6060899 43.7916981, 7.6059732 43.7918131, 7.6058481 43.7919261, 7.6058078 43.7919706)",,,
237106433,,False,2,,Via Roma,residential,50,True,163.29999999999998,"LINESTRING (7.6076137 43.791253, 7.6075591 43.7912774, 7.6072415 43.7914256, 7.6069494 43.7915643, 7.606935 43.7915712, 7.6066514 43.791706, 7.6063492 43.7918376, 7.6061726 43.791915, 7.6059687 43.7919979, 7.6059396 43.7920107, 7.6058864 43.7920273)",,,
246140046,,True,,,Via Martiri della Libertà,residential,30,False,85.32199999999999,"LINESTRING (7.6076137 43.791253, 7.6075865 43.7912209, 7.6075674 43.7911974, 7.6074819 43.7910979, 7.6071699 43.7907352, 7.6071462 43.7907091, 7.6071142 43.7906764, 7.6070877 43.7906567, 7.6070666 43.7906424, 7.6070178 43.7906261)",,,
349543699,,False,,,Via Roma,residential,30,False,78.041,"LINESTRING (7.6076137 43.791253, 7.6082927 43.7909266, 7.6084222 43.7908632)",,,
"[246140017, 246140049]",,True,,,"['Via Sir Thomas Hanbury', 'Piazza Venti Settembre']",residential,40,False,79.677,"LINESTRING (7.6085436 43.792365, 7.6086397 43.7923215, 7.6088025 43.7922474, 7.6093289 43.7920075, 7.6093855 43.7919856)",,,
"[360950266, 246140022]",,True,,,"['Via Sir Thomas Hanbury', 'Piazza Venti Settembre']",residential,,False,80.452,"LINESTRING (7.6085436 43.792365, 7.6082411 43.7925087, 7.6082224 43.7925154, 7.6076911 43.7927451)",,,
237105936,,True,,,Via Agricola,residential,,False,43.17400000000001,"LINESTRING (7.6074044 43.7924166, 7.6075457 43.7925775, 7.6076057 43.7926459, 7.6076727 43.7927221, 7.6076911 43.7927451)",,,
242185645,,True,2,SS1,Via Cavour,primary,50,False,46.096,"LINESTRING (7.6074044 43.7924166, 7.6073611 43.7924367, 7.6069226 43.7926422)",,,
360950266,,True,,,Via Sir Thomas Hanbury,residential,,False,46.875,"LINESTRING (7.6076911 43.7927451, 7.6072024 43.7929759)",,,
360950265,,False,,,Via Sir Thomas Hanbury,residential,,True,14.304,"LINESTRING (7.6070551 43.7930483, 7.6072024 43.7929759)",,,
256465168,,False,,,Via della Stazione,residential,40,False,45.793,"LINESTRING (7.6093855 43.7919856, 7.6093615 43.7919527, 7.6091622 43.7917108, 7.6090875 43.7916348)",,,
22813643,,True,1,,Via Roma,residential,50,False,29.247999999999998,"LINESTRING (7.6057898 43.7920825, 7.6055957 43.7921991, 7.6055005 43.7922415)",,,
349543372,,True,1,,,residential,50,False,10.133,"LINESTRING (7.6057898 43.7920825, 7.6057665 43.7920755, 7.6057474 43.7920635, 7.6057346 43.7920478, 7.6057294 43.79203, 7.6057323 43.7920119)",,,roundabout
237106435,,True,1,,,residential,50,False,8.126,"LINESTRING (7.6057323 43.7920119, 7.605743 43.7919953, 7.6057605 43.7919821, 7.6057828 43.7919736, 7.6058078 43.7919706)",,,roundabout
241809826,,False,2,,Lungo Roia Gerolamo Rossi,residential,50,False,178.53900000000002,"LINESTRING (7.6058078 43.7919706, 7.6058481 43.7919261, 7.6059732 43.7918131, 7.6060899 43.7916981, 7.6061732 43.7916163, 7.6065132 43.791247, 7.60667 43.7910688, 7.6068318 43.7908786, 7.6069768 43.7906862, 7.6070178 43.7906261)",,,
349543369,,True,1,,,residential,50,False,9.864,"LINESTRING (7.6058078 43.7919706, 7.6058321 43.7919734, 7.605854 43.7919814, 7.6058714 43.791994, 7.6058825 43.7920098, 7.6058864 43.7920273)",,,roundabout
237106433,,False,2,,Via Roma,residential,50,False,163.29999999999998,"LINESTRING (7.6058864 43.7920273, 7.6059396 43.7920107, 7.6059687 43.7919979, 7.6061726 43.791915, 7.6063492 43.7918376, 7.6066514 43.791706, 7.606935 43.7915712, 7.6069494 43.7915643, 7.6072415 43.7914256, 7.6075591 43.7912774, 7.6076137 43.791253)",,,
349543368,,True,1,,,residential,50,False,5.7219999999999995,"LINESTRING (7.6058864 43.7920273, 7.6058828 43.7920443, 7.6058723 43.7920597, 7.605856 43.7920721)",,,roundabout
246140056,,True,2,,,primary,50,False,23.339,"LINESTRING (7.6055921 43.7929561, 7.6055592 43.7928882, 7.6055751 43.7928265, 7.6056424 43.7927691)",,,
778027957,,True,2,SS1,Via Cavour,primary,50,False,19.519000000000002,"LINESTRING (7.6055921 43.7929561, 7.6055571 43.7929459, 7.605522 43.7929357, 7.6054661 43.7929312, 7.605416 43.7929326, 7.6053558 43.7929406)",,,
242185645,,True,2,SS1,Via Cavour,primary,50,False,81.469,"LINESTRING (7.6082562 43.7920182, 7.6081758 43.7920565, 7.6074044 43.7924166)",,,
"[246140043, 246140020]",,True,,,Via Martiri della Libertà,residential,,False,44.938,"LINESTRING (7.6082562 43.7920182, 7.6083065 43.7920814, 7.6084044 43.7921969, 7.6084284 43.792226, 7.6084433 43.7922442, 7.6085436 43.792365)",,,
241790891,,True,2,,Via Lodovico Aprosio,primary,50,False,65.279,"LINESTRING (7.6056424 43.7927691, 7.6059725 43.7926109, 7.6059983 43.7925985, 7.6060714 43.7925647, 7.6063173 43.7924416)",,,
241791079,,True,2,,Via Goffredo Mameli,primary,30,False,27.474,"LINESTRING (7.6081626 43.7919307, 7.6085031 43.7919055)",,,
241789619,,True,,,Via Martiri della Libertà,residential,,False,12.452,"LINESTRING (7.6081626 43.7919307, 7.6081945 43.7919492, 7.6082132 43.7919669, 7.6082325 43.7919949, 7.6082562 43.7920182)",,,
242185987,,True,2,SS1,Via Cavour,primary,50,False,23.448,"LINESTRING (7.6085031 43.7919055, 7.6083069 43.7919946, 7.6082562 43.7920182)",,,
303074502,,False,2,SS1,Via Cavour,primary,50,False,55.745000000000005,"LINESTRING (7.6085031 43.7919055, 7.6089743 43.7916829, 7.6090875 43.7916348)",,,
242185645,,True,2,SS1,Via Cavour,primary,50,False,67.606,"LINESTRING (7.6069226 43.7926422, 7.6068731 43.7926642, 7.6064653 43.7928589, 7.6062191 43.7929765)",,,
246140031,,True,,,Via Cecilia Metella,residential,,False,43.373,"LINESTRING (7.6072024 43.7929759, 7.6069226 43.7926422)",,,
360950265,,False,,,Via Sir Thomas Hanbury,residential,,False,14.304,"LINESTRING (7.6072024 43.7929759, 7.6070551 43.7930483)",,,
842676923,,False,2,,Via Tenda,secondary,50,False,47.727,"LINESTRING (7.6035253 43.7951655, 7.6032602 43.7955497)",,,
256366906,,False,,,Via Venticinque Aprile,residential,,False,43.818,"LINESTRING (7.6035253 43.7951655, 7.6037791 43.7952605, 7.6040115 43.7953447)",,,
