osmid,highway,oneway,reversed,length,ref,geometry,junction,name
188015538,unclassified,False,False,93.555,,"LINESTRING (31.1286865 -25.0462066, 31.1283056 -25.0463317, 31.1281045 -25.0463876, 31.1279328 -25.0464313, 31.1278014 -25.0464587)",,
22761296,unclassified,False,True,66.142,,"LINESTRING (31.1271754 -25.0434728, 31.1267263 -25.0439067)",,
22761296,unclassified,False,False,113.26199999999997,,"LINESTRING (31.1271754 -25.0434728, 31.1275025 -25.0431447, 31.127585 -25.0430891, 31.1276316 -25.0430613, 31.127687 -25.0430352, 31.1277887 -25.0430049, 31.1278992 -25.0429795, 31.1280287 -25.0429584, 31.1280903 -25.0429484)",,
95024902,unclassified,False,False,359.841,,"LINESTRING (31.1271754 -25.0434728, 31.1276886 -25.0439048, 31.1280026 -25.044169, 31.1282909 -25.0444375, 31.1283781 -25.0445323, 31.1284031 -25.0445631, 31.128429 -25.0446082, 31.1284558 -25.0446653, 31.1284786 -25.0447255, 31.1285524 -25.0450438, 31.1285846 -25.0452054, 31.1286128 -25.0453145, 31.128661 -25.0455164, 31.1286785 -25.0455978, 31.1286892 -25.0456902, 31.1286946 -25.0458858, 31.1286865 -25.0462066)",,
22761296,unclassified,False,False,66.142,,"LINESTRING (31.1267263 -25.0439067, 31.1271754 -25.0434728)",,
188015538,unclassified,False,True,314.28499999999997,,"LINESTRING (31.1267263 -25.0439067, 31.1270772 -25.0441896, 31.1272059 -25.0443039, 31.1272985 -25.0444302, 31.127336 -25.0444837, 31.1273722 -25.0445845, 31.1274219 -25.0447498, 31.1275184 -25.0452674, 31.1276002 -25.0456586, 31.1277209 -25.0462357, 31.1277531 -25.0463378, 31.1277866 -25.0464167, 31.1278014 -25.0464587)",,
159418779,secondary,False,True,193.034,R536,"LINESTRING (31.1309428 -25.0424103, 31.1290674 -25.0427663)",,
204553472,secondary,True,False,32.841,R536,"LINESTRING (31.1309428 -25.0424103, 31.1310918 -25.0423268, 31.1312159 -25.0422492)",,
148725770,secondary,True,False,33.154,R536,"LINESTRING (31.1315204 -25.0422327, 31.1318486 -25.0422547)",,
188014807,secondary,True,False,17.299,R536,"LINESTRING (31.1315204 -25.0422327, 31.1315462 -25.042279, 31.1315548 -25.0423303, 31.1315453 -25.0423814)",roundabout,
188014807,secondary,True,False,35.85399999999999,R536,"LINESTRING (31.1315453 -25.0423814, 31.1315275 -25.0424155, 31.1315016 -25.0424449, 31.1314592 -25.0424734, 31.1314094 -25.0424895, 31.1313566 -25.0424919, 31.1313053 -25.0424804, 31.1312533 -25.0424509)",roundabout,
204553470,secondary,True,False,31.605,R536,"LINESTRING (31.1312533 -25.0424509, 31.1309428 -25.0424103)",,
188014807,secondary,True,False,24.444000000000003,R536,"LINESTRING (31.1312533 -25.0424509, 31.1312156 -25.0424079, 31.1311956 -25.042356, 31.1311957 -25.042301, 31.1312159 -25.0422492)",roundabout,
188014807,secondary,True,False,36.394999999999996,R536,"LINESTRING (31.1312159 -25.0422492, 31.1312361 -25.0422263, 31.1312535 -25.0422066, 31.1313045 -25.0421776, 31.1313632 -25.0421653, 31.131423 -25.0421711, 31.1314774 -25.0421945, 31.1315204 -25.0422327)",roundabout,
"[814840883, 494429741, 494429742]",residential,False,"[False, True]",370.77,,"LINESTRING (31.1294791 -25.048351, 31.1292236 -25.048388, 31.1287697 -25.0484658, 31.128183 -25.0485695, 31.1280606 -25.048026, 31.1279798 -25.0476147, 31.1278725 -25.0469951, 31.127843 -25.0467448, 31.1278229 -25.0465942, 31.1278014 -25.0464587)",,"['Mbombela Court Road', 'Court Road', 'Mbombela']"
967720779,primary,False,False,215.017,R40,"LINESTRING (31.1294791 -25.048351, 31.129404 -25.0480059, 31.1291291 -25.0465735, 31.1291051 -25.0464473)",,
159418774,primary,False,True,40.409,R40;R536,"LINESTRING (31.1282388 -25.0420312, 31.1283114 -25.0423886)",,
493877490,residential,False,False,46.216,,"LINESTRING (31.1282388 -25.0420312, 31.1277925 -25.0421274)",,Pappa Joe Hazyview
493877490,residential,False,True,46.216,,"LINESTRING (31.1277925 -25.0421274, 31.1282388 -25.0420312)",,Pappa Joe Hazyview
188015538,unclassified,False,False,314.285,,"LINESTRING (31.1278014 -25.0464587, 31.1277866 -25.0464167, 31.1277531 -25.0463378, 31.1277209 -25.0462357, 31.1276002 -25.0456586, 31.1275184 -25.0452674, 31.1274219 -25.0447498, 31.1273722 -25.0445845, 31.127336 -25.0444837, 31.1272985 -25.0444302, 31.1272059 -25.0443039, 31.1270772 -25.0441896, 31.1267263 -25.0439067)",,
188015538,unclassified,False,True,93.55499999999999,,"LINESTRING (31.1278014 -25.0464587, 31.1279328 -25.0464313, 31.1281045 -25.0463876, 31.1283056 -25.0463317, 31.1286865 -25.0462066)",,
"[814840883, 494429741, 494429742]",residential,False,"[False, True]",370.77000000000004,,"LINESTRING (31.1278014 -25.0464587, 31.1278229 -25.0465942, 31.127843 -25.0467448, 31.1278725 -25.0469951, 31.1279798 -25.0476147, 31.1280606 -25.048026, 31.128183 -25.0485695, 31.1287697 -25.0484658, 31.1292236 -25.048388, 31.1294791 -25.048351)",,"['Mbombela', 'Court Road', 'Mbombela Court Road']"
188015538,unclassified,False,False,6.747,,"LINESTRING (31.1288374 -25.0461598, 31.1287744 -25.0461804)",,
188015538,unclassified,False,True,21.886,,"LINESTRING (31.1288374 -25.0461598, 31.1290459 -25.0461045)",,
506231371,primary_link,True,False,32.522,,"LINESTRING (31.1288374 -25.0461598, 31.1288977 -25.0460826, 31.1289407 -25.0460255, 31.1290137 -25.045915)",,
967720779,primary,False,False,13.646,R40,"LINESTRING (31.1290137 -25.045915, 31.1289869 -25.0457947)",,
967720779,primary,False,True,21.32,R40,"LINESTRING (31.1290137 -25.045915, 31.1290459 -25.0461045)",,
967720779,primary,False,False,31.899,R40,"LINESTRING (31.1290929 -25.0463882, 31.1290459 -25.0461045)",,
967720779,primary,False,True,6.686,R40,"LINESTRING (31.1290929 -25.0463882, 31.1291051 -25.0464473)",,
506231372,primary_link,True,False,40.064,,"LINESTRING (31.1290929 -25.0463882, 31.1289909 -25.0462965, 31.1289494 -25.0462643, 31.128891 -25.0462248, 31.1287744 -25.0461804)",,
188015538,unclassified,False,False,9.322,,"LINESTRING (31.1287744 -25.0461804, 31.1286865 -25.0462066)",,
188015538,unclassified,False,True,6.747,,"LINESTRING (31.1287744 -25.0461804, 31.1288374 -25.0461598)",,
188015538,unclassified,False,False,8.291,,"LINESTRING (31.1293792 -25.0460006, 31.1293021 -25.0460267)",,
506231373,primary_link,True,False,57.627,,"LINESTRING (31.1293792 -25.0460006, 31.1293115 -25.0460571, 31.1292726 -25.0461033, 31.1292337 -25.0461652, 31.1291988 -25.0462272, 31.1291599 -25.0463135, 31.1291051 -25.0464473)",,
967720779,primary,False,True,13.646,R40,"LINESTRING (31.1289869 -25.0457947, 31.1290137 -25.045915)",,
506231374,primary_link,True,False,41.223,,"LINESTRING (31.1289869 -25.0457947, 31.1290674 -25.0458627, 31.1291298 -25.0459222, 31.1291774 -25.0459605, 31.1292149 -25.0459854, 31.1293021 -25.0460267)",,
1215369439,primary,False,False,288.698,R40,"LINESTRING (31.1289869 -25.0457947, 31.1289266 -25.0454666, 31.128602 -25.0438701, 31.1284719 -25.0432407)",,
188015538,unclassified,False,False,27.221,,"LINESTRING (31.1293021 -25.0460267, 31.1290459 -25.0461045)",,
188015538,unclassified,False,True,8.291,,"LINESTRING (31.1293021 -25.0460267, 31.1293792 -25.0460006)",,
1215369440,primary,False,False,38.791,R40,"LINESTRING (31.1284719 -25.0432407, 31.1284066 -25.0428969)",,
1215369439,primary,False,True,288.698,R40,"LINESTRING (31.1284719 -25.0432407, 31.128602 -25.0438701, 31.1289266 -25.0454666, 31.1289869 -25.0457947)",,
159418774,primary,False,False,40.409,R40;R536,"LINESTRING (31.1283114 -25.0423886, 31.1282388 -25.0420312)",,
159418774,primary,False,True,12.553,R40;R536,"LINESTRING (31.1283114 -25.0423886, 31.1283347 -25.0424995)",,
555311745,primary_link,True,False,97.625,,"LINESTRING (31.1283114 -25.0423886, 31.1284777 -25.0426511, 31.1285344 -25.0427024, 31.128591 -25.0427393, 31.1286582 -25.0427682, 31.1287219 -25.0427746, 31.1287927 -25.0427826, 31.1290674 -25.0427663)",,
159418779,secondary,False,False,193.034,R536,"LINESTRING (31.1290674 -25.0427663, 31.1309428 -25.0424103)",,
159418779,secondary,False,True,25.717,R536,"LINESTRING (31.1290674 -25.0427663, 31.1288179 -25.0428152)",,
22761296,unclassified,False,False,32.375,,"LINESTRING (31.1280903 -25.0429484, 31.1284066 -25.0428969)",,
22761296,unclassified,False,True,113.262,,"LINESTRING (31.1280903 -25.0429484, 31.1280287 -25.0429584, 31.1278992 -25.0429795, 31.1277887 -25.0430049, 31.127687 -25.0430352, 31.1276316 -25.0430613, 31.127585 -25.0430891, 31.1275025 -25.0431447, 31.1271754 -25.0434728)",,
555311746,primary_link,True,False,58.483000000000004,,"LINESTRING (31.1280903 -25.0429484, 31.1282077 -25.0428591, 31.1282595 -25.0428018, 31.1282911 -25.0427484, 31.1283055 -25.0426976, 31.1283141 -25.0426155, 31.1283347 -25.0424995)",,
159418774,primary,False,False,12.553,R40;R536,"LINESTRING (31.1283347 -25.0424995, 31.1283114 -25.0423886)",,
159418774,primary,False,True,44.782,R40;R536,"LINESTRING (31.1283347 -25.0424995, 31.1283494 -25.0425936, 31.1284066 -25.0428969)",,
967720779,primary,False,False,6.686,R40,"LINESTRING (31.1291051 -25.0464473, 31.1290929 -25.0463882)",,
967720779,primary,False,True,215.017,R40,"LINESTRING (31.1291051 -25.0464473, 31.1291291 -25.0465735, 31.129404 -25.0480059, 31.1294791 -25.048351)",,
