osmid,oneway,highway,reversed,length,geometry,bridge,name,lanes,ref,maxspeed
32379412,True,unclassified,False,9.745,"LINESTRING (69.5826997 41.469192, 69.582795 41.4691412)",,,,,
147134925,False,living_street,False,104.66,"LINESTRING (69.5764709 41.4707052, 69.5757328 41.4699436)",,Istiqbol ko‘chasi,,,
97813485,False,living_street,False,266.615,"LINESTRING (69.5764709 41.4707052, 69.5769035 41.4704827, 69.5790133 41.4692502)",,Sahovat ko‘chasi,,,
97813485,False,living_street,True,134.89000000000001,"LINESTRING (69.5764709 41.4707052, 69.5762411 41.4708438, 69.5753286 41.4715626)",,Sahovat ko‘chasi,,,
147134925,False,living_street,True,588.71,"LINESTRING (69.5764709 41.4707052, 69.5771082 41.4713718, 69.5776334 41.471928, 69.5779655 41.4723066, 69.5784725 41.472838, 69.57852 41.4728866, 69.5789086 41.4732952, 69.5795863 41.4740384, 69.5800464 41.4745249, 69.5805315 41.4750376)",,Istiqbol ko‘chasi,,,
1149537818,True,primary,False,99.123,"LINESTRING (69.582109 41.4684129, 69.582795 41.4691412)",,Alisher Navoiy shoh koʻchasi,2,4Р6,
97813485,False,living_street,False,134.89000000000001,"LINESTRING (69.5753286 41.4715626, 69.5762411 41.4708438, 69.5764709 41.4707052)",,Sahovat ko‘chasi,,,
687235759,False,living_street,False,152.61599999999999,"LINESTRING (69.5753286 41.4715626, 69.5755255 41.4717514, 69.5757978 41.4720267, 69.5758192 41.472076, 69.5758045 41.4721373, 69.5757052 41.4722367, 69.5756409 41.4723051, 69.575606 41.4723704, 69.5756073 41.4724457, 69.5756797 41.4725683, 69.5758209 41.4727244)",,,,,
96807132,False,unclassified,False,170.921,"LINESTRING (69.5805315 41.4750376, 69.578883 41.4759526)",,Amir Temur ko‘chasi,,,
96807132,False,unclassified,True,172.86,"LINESTRING (69.5805315 41.4750376, 69.5822258 41.4741403)",,Amir Temur ko‘chasi,,,
147134925,False,living_street,False,588.7099999999999,"LINESTRING (69.5805315 41.4750376, 69.5800464 41.4745249, 69.5795863 41.4740384, 69.5789086 41.4732952, 69.57852 41.4728866, 69.5784725 41.472838, 69.5779655 41.4723066, 69.5776334 41.471928, 69.5771082 41.4713718, 69.5764709 41.4707052)",,Istiqbol ko‘chasi,,,
97813506,False,living_street,True,176.741,"LINESTRING (69.5808656 41.4682163, 69.5820899 41.4695143)",,Yong‘oqzor tor ko‘chasi,,,
32379412,True,unclassified,False,62.176,"LINESTRING (69.5820899 41.4695143, 69.5826997 41.469192)",,,,,
97813506,False,living_street,False,176.741,"LINESTRING (69.5820899 41.4695143, 69.5808656 41.4682163)",,Yong‘oqzor tor ko‘chasi,,,
147057906,False,unclassified,True,183.816,"LINESTRING (69.5866418 41.4750741, 69.5853373 41.4737409)",,Shestak ko'chasi,,,
147061435,False,unclassified,True,61.606,"LINESTRING (69.5866418 41.4750741, 69.5865647 41.4751911, 69.5861792 41.4755009)",,,,,
147061435,False,unclassified,False,61.606,"LINESTRING (69.5861792 41.4755009, 69.5865647 41.4751911, 69.5866418 41.4750741)",,,,,
147134925,False,living_street,True,104.66,"LINESTRING (69.5757328 41.4699436, 69.5764709 41.4707052)",,Istiqbol ko‘chasi,,,
97813485,False,living_street,True,266.615,"LINESTRING (69.5790133 41.4692502, 69.5769035 41.4704827, 69.5764709 41.4707052)",,Sahovat ko‘chasi,,,
32380176,False,living_street,True,523.335,"LINESTRING (69.5783854 41.4704244, 69.5796069 41.4714221, 69.5800311 41.4718589, 69.5805539 41.4723973, 69.5808608 41.4727124, 69.580965 41.4728194, 69.5809829 41.4728377, 69.5812754 41.473138, 69.5818441 41.4737378, 69.5822258 41.4741403)",,Madaniyat ko‘chasi,,,
96807132,False,unclassified,True,170.921,"LINESTRING (69.578883 41.4759526, 69.5805315 41.4750376)",,Amir Temur ko‘chasi,,,
369682771,False,living_street,False,440.381,"LINESTRING (69.578883 41.4759526, 69.5758209 41.4727244)",,Rudakiy ko‘chasi,,,40
369682771,False,living_street,True,440.381,"LINESTRING (69.5758209 41.4727244, 69.578883 41.4759526)",,Rudakiy ko‘chasi,,,40
687235759,False,living_street,True,152.616,"LINESTRING (69.5758209 41.4727244, 69.5756797 41.4725683, 69.5756073 41.4724457, 69.575606 41.4723704, 69.5756409 41.4723051, 69.5757052 41.4722367, 69.5758045 41.4721373, 69.5758192 41.472076, 69.5757978 41.4720267, 69.5755255 41.4717514, 69.5753286 41.4715626)",,,,,
1149537818,True,primary,False,274.28200000000004,"LINESTRING (69.5846297 41.4711356, 69.5852742 41.471823, 69.5864797 41.4731403, 69.5865023 41.4731643)",,Alisher Navoiy shoh koʻchasi,2,4Р6,
1269002684,True,unclassified,False,277.505,"LINESTRING (69.5846297 41.4711356, 69.5847524 41.4711478, 69.5865595 41.4731329)",,,1,,
217130180,False,unclassified,True,5.908,"LINESTRING (69.5865023 41.4731643, 69.5865595 41.4731329)",,Furqat ko'chasi,,,
977375032,True,unclassified,False,9.256,"LINESTRING (69.5865023 41.4731643, 69.5864124 41.4732132)",,,,,
97670996,True,primary,False,543.731,"LINESTRING (69.5864124 41.4732132, 69.5851786 41.4718611, 69.5839394 41.4705154, 69.5833852 41.4699429, 69.5826997 41.469192)",,Alisher Navoiy shoh koʻchasi,2,4Р6,
977375032,True,unclassified,False,107.396,"LINESTRING (69.5864124 41.4732132, 69.5854885 41.473696, 69.5853373 41.4737409)",,,,,
217130180,False,unclassified,False,5.908,"LINESTRING (69.5865595 41.4731329, 69.5865023 41.4731643)",,Furqat ko'chasi,,,
