osmid,ref,highway,oneway,reversed,length,geometry,bridge,lanes
243154600,,residential,False,False,30.343,"LINESTRING (99.2994107 20.0292116, 99.2994368 20.0293347, 99.2994817 20.0294759)",,
243154600,,residential,False,True,168.535,"LINESTRING (99.2994107 20.0292116, 99.2993856 20.0290395, 99.2992865 20.0288052, 99.2992401 20.0287808, 99.2991465 20.0287186, 99.2989347 20.028741, 99.2985863 20.0288405, 99.298238 20.0290523)",,
554069163,,residential,False,False,60.806,"LINESTRING (99.2994107 20.0292116, 99.2991055 20.0292789, 99.2989092 20.0292948, 99.2988772 20.0292347)",,
554069110,,residential,False,True,83.333,"LINESTRING (99.296753 20.0319291, 99.2968189 20.0318285, 99.2967942 20.0317383, 99.2967763 20.031671, 99.2967259 20.0312046)",,
904656536,107,primary,False,False,52.979,"LINESTRING (99.296753 20.0319291, 99.296701 20.031902, 99.2962776 20.0317654)",,
904656536,107,primary,False,True,87.204,"LINESTRING (99.296753 20.0319291, 99.2971184 20.0321199, 99.2974441 20.0323641)",,
243154602,,residential,False,False,52.92,"LINESTRING (99.3008407 20.029116, 99.3008594 20.0291155, 99.300996 20.0291764, 99.301054 20.0293337, 99.3010442 20.0294046, 99.3010104 20.0294762)",,
243154602,,residential,False,True,148.645,"LINESTRING (99.3008407 20.029116, 99.3006374 20.0291219, 99.30033 20.0292117, 99.3000089 20.0293369, 99.2999689 20.0293507, 99.2997118 20.0294395, 99.2994817 20.0294759)",,
554069142,,residential,False,False,131.147,"LINESTRING (99.3008407 20.029116, 99.3007457 20.0289239, 99.3013044 20.0286703, 99.3016458 20.028458)",,
554069142,,residential,False,True,131.147,"LINESTRING (99.3016458 20.028458, 99.3013044 20.0286703, 99.3007457 20.0289239, 99.3008407 20.029116)",,
243154576,,residential,False,True,31.613,"LINESTRING (99.3025679 20.0290219, 99.302539 20.029024, 99.3022676 20.0290567)",,
139226990,,residential,False,False,141.645,"LINESTRING (99.2938606 20.0359951, 99.2947332 20.0350201)",,
703260258,,residential,False,True,51.037,"LINESTRING (99.3016112 20.0313901, 99.3014583 20.0315728, 99.3013339 20.0317669)",,
374779469,,residential,False,False,129.66699999999997,"LINESTRING (99.3022911 20.03533, 99.3020953 20.0354359, 99.302039 20.0354812, 99.3020229 20.0355089, 99.3020363 20.0355467, 99.3020739 20.035577, 99.3021597 20.0356412, 99.3022683 20.0357017, 99.3023019 20.035732, 99.3023193 20.0357622, 99.3023166 20.0357823, 99.3023073 20.0358039, 99.3022852 20.0358513, 99.3021223 20.0361895)",,
554069163,,residential,False,False,83.30999999999999,"LINESTRING (99.2988772 20.0292347, 99.2988435 20.0291714, 99.298771 20.0291195, 99.2986984 20.0291162, 99.2984703 20.0292007, 99.298356 20.0292026, 99.298238 20.0290523)",,
554069163,,residential,False,True,60.806,"LINESTRING (99.2988772 20.0292347, 99.2989092 20.0292948, 99.2991055 20.0292789, 99.2994107 20.0292116)",,
964278537,,residential,False,True,85.732,"LINESTRING (99.2988772 20.0292347, 99.2988217 20.0293376, 99.2987922 20.0294334, 99.2987868 20.029514, 99.2988002 20.0295972, 99.2988405 20.0296602, 99.2989263 20.0297988, 99.2990146 20.0299323)",,
139226988,,residential,False,False,101.116,"LINESTRING (99.2990146 20.0299323, 99.2988241 20.0300988, 99.2983169 20.0303483, 99.2981958 20.0304048)",,
139226988,,residential,False,True,58.525999999999996,"LINESTRING (99.2990146 20.0299323, 99.299167 20.0297992, 99.2994278 20.0295769)",,
964278537,,residential,False,False,85.732,"LINESTRING (99.2990146 20.0299323, 99.2989263 20.0297988, 99.2988405 20.0296602, 99.2988002 20.0295972, 99.2987868 20.029514, 99.2987922 20.0294334, 99.2988217 20.0293376, 99.2988772 20.0292347)",,
964285043,,residential,False,False,116.51100000000002,"LINESTRING (99.2967108 20.033745, 99.296802 20.0336316, 99.2968529 20.0335081, 99.2968932 20.0333393, 99.296912 20.0332662, 99.2969415 20.0331654, 99.2969924 20.0330747, 99.2970246 20.0330294, 99.2970514 20.032989, 99.2970541 20.0329563, 99.2970487 20.0328882, 99.2969799 20.0327933)",,
