osmid,ref,highway,width,oneway,reversed,length,geometry,bridge
"[620956145, 1249253174, 1249253175, 1249253176, 620956251]",,residential,,False,"[False, True]",509.461,"LINESTRING (100.3545457 14.5671423, 100.3546949 14.5672244, 100.3548123 14.5672972, 100.3548677 14.5673101, 100.3549496 14.5673122, 100.3550626 14.5672972, 100.3551335 14.567308, 100.3552066 14.5673444, 100.3554435 14.5675502, 100.3555191 14.5676519, 100.355548 14.5677039, 100.3555653 14.5677517, 100.3555631 14.5678181, 100.3555343 14.5679746, 100.3555132 14.5680556, 100.3554834 14.5681311, 100.3554487 14.5681849, 100.3554037 14.5682254, 100.3555193 14.5682633, 100.3556524 14.5682791, 100.3557575 14.5682508, 100.3558602 14.5682395, 100.3559431 14.568209, 100.3561264 14.568157, 100.3562703 14.5681449, 100.3561511 14.567943, 100.3561406 14.567922, 100.3561388 14.5679112, 100.3561401 14.5679024, 100.3561446 14.5678893, 100.356156 14.5678799, 100.3562416 14.5678132, 100.3562553 14.5677965, 100.356264 14.5677773, 100.3562748 14.567723, 100.3562742 14.5676808, 100.3562568 14.5676332, 100.3561304 14.5673116, 100.3560064 14.5669421, 100.3559352 14.5667488, 100.3558861 14.5666286, 100.3558235 14.5665121, 100.3557177 14.5663789)",yes
864298812,3454,secondary,7,False,False,78.289,"LINESTRING (100.3545457 14.5671423, 100.3546008 14.5670678, 100.354971 14.5665711)",
864298812,3454,secondary,7,False,True,154.91,"LINESTRING (100.3545457 14.5671423, 100.3541655 14.5676557, 100.3537077 14.568275)",
620956268,,residential,,False,False,117.40699999999998,"LINESTRING (100.3541113 14.5685226, 100.3544002 14.5685028, 100.3544441 14.5685084, 100.3544723 14.5685295, 100.3544908 14.5685569, 100.3545741 14.5687093, 100.3545912 14.5687214, 100.3546083 14.568727, 100.3550735 14.5687932)",
620956273,,residential,,False,False,137.857,"LINESTRING (100.3541113 14.5685226, 100.3541112 14.5685334, 100.3540664 14.5686299, 100.3540252 14.5690004, 100.3540252 14.5691404, 100.3540863 14.5694578, 100.354108 14.5695857, 100.3541025 14.5697194, 100.3541121 14.5697418)",
620956273,,residential,,False,True,51.643,"LINESTRING (100.3541113 14.5685226, 100.3541065 14.5685122, 100.3537077 14.568275)",
620956273,,residential,,False,False,51.643,"LINESTRING (100.3537077 14.568275, 100.3541065 14.5685122, 100.3541113 14.5685226)",
864298812,3454,secondary,7,False,False,154.91,"LINESTRING (100.3537077 14.568275, 100.3541655 14.5676557, 100.3545457 14.5671423)",
620956252,,residential,,False,True,42.185,"LINESTRING (100.3541121 14.5697418, 100.3539793 14.5697585, 100.3539287 14.5697771, 100.3538938 14.5697939, 100.3538659 14.569821, 100.3538449 14.569848, 100.3538031 14.5699257)",
620956273,,residential,,False,False,101.924,"LINESTRING (100.3541121 14.5697418, 100.3541367 14.569754, 100.3544006 14.5698567, 100.3544094 14.5698652, 100.3544133 14.5698804, 100.3544026 14.5701408, 100.3544538 14.5704633)",
620956273,,residential,,False,True,137.85700000000003,"LINESTRING (100.3541121 14.5697418, 100.3541025 14.5697194, 100.354108 14.5695857, 100.3540863 14.5694578, 100.3540252 14.5691404, 100.3540252 14.5690004, 100.3540664 14.5686299, 100.3541112 14.5685334, 100.3541113 14.5685226)",
620956252,,residential,,False,False,42.185,"LINESTRING (100.3538031 14.5699257, 100.3538449 14.569848, 100.3538659 14.569821, 100.3538938 14.5697939, 100.3539287 14.5697771, 100.3539793 14.5697585, 100.3541121 14.5697418)",
620956273,,residential,,False,True,101.92399999999999,"LINESTRING (100.3544538 14.5704633, 100.3544026 14.5701408, 100.3544133 14.5698804, 100.3544094 14.5698652, 100.3544006 14.5698567, 100.3541367 14.569754, 100.3541121 14.5697418)",
620956268,,residential,,False,True,117.407,"LINESTRING (100.3550735 14.5687932, 100.3546083 14.568727, 100.3545912 14.5687214, 100.3545741 14.5687093, 100.3544908 14.5685569, 100.3544723 14.5685295, 100.3544441 14.5685084, 100.3544002 14.5685028, 100.3541113 14.5685226)",
