osmid,name,highway,oneway,reversed,length,ref,width,geometry,lanes,bridge
81058405,,unclassified,True,False,65.666,,,"LINESTRING (100.3997091 14.8939876, 100.399166 14.8937169)",,
756423087,ถนนขุนสรรค์,unclassified,False,True,121.084,,,"LINESTRING (100.3997091 14.8939876, 100.399163 14.8949401)",2,
756423086,,unclassified,False,False,73.53,,,"LINESTRING (100.3997091 14.8939876, 100.3998828 14.8937132, 100.4000445 14.8934117)",,
756449930,,secondary,False,True,242.936,309,10,"LINESTRING (100.3959732 14.8950986, 100.3950176 14.8970786)",,
"[173111651, 173111652, 173111653]",,unclassified,False,True,40.906,,,"LINESTRING (100.3959732 14.8950986, 100.3958888 14.89506, 100.3957329 14.8949922, 100.3956258 14.8949483)",,yes
"[756449930, 81058419]",,secondary,False,False,91.398,309,"['9', '10']","LINESTRING (100.3959732 14.8950986, 100.3959911 14.8950637, 100.396343 14.8943584)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,38.603,,,"LINESTRING (100.3982302 14.8905992, 100.3985192 14.8908054)",,
81058419,,secondary,False,True,127.013,309,9,"LINESTRING (100.3982302 14.8905992, 100.3977143 14.8916269)",,
"[232854402, 232854403, 96381486]",,secondary,False,True,42.054,3030,,"LINESTRING (100.3982302 14.8905992, 100.398158 14.8905091, 100.3980297 14.8903526, 100.3979947 14.8902976)",,yes
756423086,,unclassified,False,True,38.566,,,"LINESTRING (100.40062 14.8923378, 100.400455 14.8926458)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,175.517,,,"LINESTRING (100.40062 14.8923378, 100.3999688 14.8918735, 100.3999284 14.8918511, 100.3993315 14.8914068, 100.3993126 14.8913924)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,54.051,,,"LINESTRING (100.40062 14.8923378, 100.4009195 14.8924939, 100.4010677 14.8925588)",,
81058419,,secondary,False,False,99.886,309,9,"LINESTRING (100.3971448 14.8927077, 100.3975722 14.89191)",,
81058419,,secondary,False,True,111.249,309,9,"LINESTRING (100.3971448 14.8927077, 100.3967148 14.8936178)",,
89667018,,primary,True,False,50.033,311,,"LINESTRING (100.3949592 14.8972014, 100.3952113 14.8975797)",2,
783323011,,primary,False,False,15.028,311,10,"LINESTRING (100.3949592 14.8972014, 100.3950176 14.8970786)",,
783323011,,primary,False,True,50.465,311,10,"LINESTRING (100.3949592 14.8972014, 100.3947576 14.8976113)",,
756449930,,secondary,False,False,242.936,309,10,"LINESTRING (100.3950176 14.8970786, 100.3959732 14.8950986)",,
783323011,,primary,False,True,15.028,311,10,"LINESTRING (100.3950176 14.8970786, 100.3949592 14.8972014)",,
"[89399308, 997406957, 997406958]",,primary,True,False,52.919,369,,"LINESTRING (100.3950176 14.8970786, 100.3949586 14.8969819, 100.3948741 14.8968435, 100.3947674 14.8966687)",2,yes
96381486,,secondary,False,True,104.152,3030,,"LINESTRING (100.3979947 14.8902976, 100.3975274 14.889477)",,
232854398,,unclassified,False,False,147.123,,,"LINESTRING (100.3979947 14.8902976, 100.3973828 14.8914812)",,
"[232854402, 232854403, 96381486]",,secondary,False,False,42.054,3030,,"LINESTRING (100.3979947 14.8902976, 100.3980297 14.8903526, 100.398158 14.8905091, 100.3982302 14.8905992)",,yes
122491744,,unclassified,False,False,204.426,,,"LINESTRING (100.400774 14.8956946, 100.3989001 14.8953777)",,
201274180,ถนนวิไลจิตต์,unclassified,False,False,30.248,,,"LINESTRING (100.400774 14.8956946, 100.4008257 14.8954272)",,
122487908,,residential,False,True,92.474,,,"LINESTRING (100.3944238 14.8934672, 100.3940929 14.8942349)",,
122487906,,residential,False,False,45.425000000000004,,,"LINESTRING (100.3944238 14.8934672, 100.3944846 14.8934937, 100.3948212 14.8936058)",,
122487908,,residential,False,False,116.139,,,"LINESTRING (100.3944238 14.8934672, 100.3947564 14.89256, 100.3947296 14.8924822)",,
122487905,,unclassified,False,False,57.805,,,"LINESTRING (100.3960332 14.8941049, 100.395804 14.8945752)",,
122487905,,unclassified,False,True,79.625,,,"LINESTRING (100.3960332 14.8941049, 100.3963589 14.8934617)",,
122487906,,residential,False,True,101.069,,,"LINESTRING (100.3960332 14.8941049, 100.3951757 14.8937315)",,
590239274,,residential,False,True,50.203,,,"LINESTRING (100.3947296 14.8924822, 100.3951533 14.8926724)",,
122487908,,residential,False,True,116.139,,,"LINESTRING (100.3947296 14.8924822, 100.3947564 14.89256, 100.3944238 14.8934672)",,
122487908,,residential,False,False,26.891000000000002,,,"LINESTRING (100.3938825 14.8943414, 100.3940752 14.8942759, 100.3940929 14.8942349)",,
122487905,,unclassified,False,False,129.131,,,"LINESTRING (100.3973828 14.8914812, 100.3968452 14.8925198)",,
122491751,,residential,False,True,39.134,,,"LINESTRING (100.3973828 14.8914812, 100.3977143 14.8916269)",,
232854398,,unclassified,False,True,147.123,,,"LINESTRING (100.3973828 14.8914812, 100.3979947 14.8902976)",,
122491751,,residential,False,False,123.19300000000001,,,"LINESTRING (100.3973828 14.8914812, 100.3967128 14.8911382, 100.3963426 14.8910253)",,
122487905,,unclassified,False,True,127.264,,,"LINESTRING (100.3947674 14.8966687, 100.3952799 14.8956369)",,
89399308,,primary,True,False,110.10000000000001,369,,"LINESTRING (100.3947674 14.8966687, 100.3946992 14.8965569, 100.3945718 14.8962742, 100.3944584 14.8960005, 100.394366 14.8957593)",,
81058419,,secondary,False,False,127.013,309,9,"LINESTRING (100.3977143 14.8916269, 100.3982302 14.8905992)",,
81058419,,secondary,False,True,34.987,309,9,"LINESTRING (100.3977143 14.8916269, 100.3975722 14.89191)",,
122491751,,residential,False,False,39.134,,,"LINESTRING (100.3977143 14.8916269, 100.3973828 14.8914812)",,
122491757,,residential,False,True,106.504,,,"LINESTRING (100.3987562 14.8924344, 100.3982962 14.8932828)",,
122491766,Si Phrom Sophit Road,residential,False,False,45.308,,,"LINESTRING (100.3987562 14.8924344, 100.3983711 14.8922685)",,
122491766,Si Phrom Sophit Road,residential,False,True,35.865,,,"LINESTRING (100.3987562 14.8924344, 100.3990596 14.8925688)",,
122491754,,residential,False,False,104.152,,,"LINESTRING (100.3983288 14.8922449, 100.3978913 14.8930807)",,
122491766,Si Phrom Sophit Road,residential,False,False,51.907,,,"LINESTRING (100.3983288 14.8922449, 100.3978864 14.8920575)",,
122491766,Si Phrom Sophit Road,residential,False,True,5.249,,,"LINESTRING (100.3983288 14.8922449, 100.3983711 14.8922685)",,
81058405,,unclassified,True,False,90.307,,,"LINESTRING (100.3978913 14.8930807, 100.3971448 14.8927077)",,
122491754,,residential,False,True,104.152,,,"LINESTRING (100.3978913 14.8930807, 100.3983288 14.8922449)",,
122491754,,residential,False,False,114.846,,,"LINESTRING (100.3978913 14.8930807, 100.3976202 14.8937226, 100.3974762 14.8940323)",,
756423087,ถนนขุนสรรค์,unclassified,False,False,37.672,,,"LINESTRING (100.3987241 14.8956707, 100.3989001 14.8953777)",2,
122491741,ถนน นายทองเหม็น,residential,False,False,193.941,,,"LINESTRING (100.3987241 14.8956707, 100.3977285 14.8951212, 100.3975528 14.8950242, 100.3972645 14.894865, 100.3971569 14.8948057)",,
756423087,ถนนขุนสรรค์,unclassified,False,True,299.356,,,"LINESTRING (100.3987241 14.8956707, 100.3984792 14.8960784, 100.3980173 14.8968473, 100.3973255 14.897999)",2,
756423086,,unclassified,False,False,40.659,,,"LINESTRING (100.4000445 14.8934117, 100.4002185 14.893087)",,
756423088,,residential,False,True,70.324,,,"LINESTRING (100.4000445 14.8934117, 100.4006436 14.8936662)",,
756423086,,unclassified,False,True,73.53,,,"LINESTRING (100.4000445 14.8934117, 100.3998828 14.8937132, 100.3997091 14.8939876)",,
122491768,,residential,False,True,61.121,,,"LINESTRING (100.399163 14.8949401, 100.3986671 14.8946709)",,
756423087,ถนนขุนสรรค์,unclassified,False,False,121.084,,,"LINESTRING (100.399163 14.8949401, 100.3997091 14.8939876)",2,
756423087,ถนนขุนสรรค์,unclassified,False,True,22.45,,,"LINESTRING (100.399163 14.8949401, 100.3990581 14.8951147)",2,
756423087,ถนนขุนสรรค์,unclassified,False,False,299.356,,,"LINESTRING (100.3973255 14.897999, 100.3980173 14.8968473, 100.3984792 14.8960784, 100.3987241 14.8956707)",2,
81058398,,residential,False,False,64.628,,,"LINESTRING (100.4008086 14.8933496, 100.4013546 14.8935933)",,
122491739,,residential,False,False,39.417,,,"LINESTRING (100.4008086 14.8933496, 100.4006436 14.8936662)",,
122491739,,residential,False,True,53.951,,,"LINESTRING (100.4008086 14.8933496, 100.4010345 14.8929163)",,
81058398,,residential,False,True,69.876,,,"LINESTRING (100.4008086 14.8933496, 100.4002201 14.8930897, 100.4002185 14.893087)",,
81058405,,unclassified,True,False,9.808,,,"LINESTRING (100.3986736 14.8934711, 100.3985921 14.8934314)",,
122491740,,residential,False,True,117.011,,,"LINESTRING (100.3986736 14.8934711, 100.3983378 14.8940826, 100.3981528 14.8943951)",,
122491768,,residential,False,False,61.121,,,"LINESTRING (100.3986671 14.8946709, 100.399163 14.8949401)",,
122491743,,residential,False,False,118.969,,,"LINESTRING (100.3986671 14.8946709, 100.3988414 14.8943546, 100.3990871 14.8939082, 100.399166 14.8937169)",,
122491768,,residential,False,True,63.205,,,"LINESTRING (100.3986671 14.8946709, 100.3983587 14.8945055, 100.3981528 14.8943951)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,14.928,,,"LINESTRING (100.4010677 14.8925588, 100.4012005 14.8925982)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,54.051,,,"LINESTRING (100.4010677 14.8925588, 100.4009195 14.8924939, 100.40062 14.8923378)",,
"[122491764, 201274183]",,residential,False,False,120.884,,,"LINESTRING (100.4010677 14.8925588, 100.4016969 14.8918048, 100.4017934 14.8918779)",,
81058419,,secondary,False,False,111.249,309,9,"LINESTRING (100.3967148 14.8936178, 100.3971448 14.8927077)",,
81058419,,secondary,False,True,91.531,309,9,"LINESTRING (100.3967148 14.8936178, 100.396343 14.8943584)",,
122491768,,residential,False,False,93.908,,,"LINESTRING (100.3967148 14.8936178, 100.3974762 14.8940323)",,
122491768,,residential,False,True,41.999,,,"LINESTRING (100.3967148 14.8936178, 100.3963589 14.8934617)",,
122491739,,residential,False,True,39.417,,,"LINESTRING (100.4006436 14.8936662, 100.4008086 14.8933496)",,
756423088,,residential,False,False,70.324,,,"LINESTRING (100.4006436 14.8936662, 100.4000445 14.8934117)",,
756423088,,residential,False,True,68.703,,,"LINESTRING (100.4006436 14.8936662, 100.4012289 14.8939148)",,
122491767,,unclassified,False,True,193.096,,,"LINESTRING (100.3990581 14.8951147, 100.4008257 14.8954272)",,
756423087,ถนนขุนสรรค์,unclassified,False,False,22.45,,,"LINESTRING (100.3990581 14.8951147, 100.399163 14.8949401)",2,
756423087,ถนนขุนสรรค์,unclassified,False,True,33.815,,,"LINESTRING (100.3990581 14.8951147, 100.3989333 14.8953225, 100.3989001 14.8953777)",2,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,19.483,,,"LINESTRING (100.4013755 14.892644, 100.4012005 14.8925982)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,44.797,,,"LINESTRING (100.4013755 14.892644, 100.4017744 14.892761)",,
756425311,,residential,False,True,94.745,,,"LINESTRING (100.4013755 14.892644, 100.4019284 14.8919803)",,
756423088,,residential,False,False,68.703,,,"LINESTRING (100.4012289 14.8939148, 100.4006436 14.8936662)",,
201274180,ถนนวิไลจิตต์,unclassified,False,False,38.275999999999996,,,"LINESTRING (100.4012289 14.8939148, 100.4012851 14.8937439, 100.4013546 14.8935933)",,
201274180,ถนนวิไลจิตต์,unclassified,False,True,173.977,,,"LINESTRING (100.4012289 14.8939148, 100.4011266 14.8942072, 100.4009691 14.8947041, 100.4008257 14.8954272)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,14.928,,,"LINESTRING (100.4012005 14.8925982, 100.4010677 14.8925588)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,19.483,,,"LINESTRING (100.4012005 14.8925982, 100.4013755 14.892644)",,
122491739,,residential,False,False,39.615,,,"LINESTRING (100.4012005 14.8925982, 100.4010345 14.8929163)",,
81058405,,unclassified,True,False,59.555,,,"LINESTRING (100.399166 14.8937169, 100.3986736 14.8934711)",,
122491743,,residential,False,False,112.317,,,"LINESTRING (100.399166 14.8937169, 100.3997271 14.8928647)",,
122491743,,residential,False,True,118.969,,,"LINESTRING (100.399166 14.8937169, 100.3990871 14.8939082, 100.3988414 14.8943546, 100.3986671 14.8946709)",,
122491743,,residential,False,True,112.317,,,"LINESTRING (100.3997271 14.8928647, 100.399166 14.8937169)",,
122491766,Si Phrom Sophit Road,residential,False,False,78.916,,,"LINESTRING (100.3997271 14.8928647, 100.3990596 14.8925688)",,
122491766,Si Phrom Sophit Road,residential,False,True,58.305,,,"LINESTRING (100.3997271 14.8928647, 100.4002185 14.893087)",,
122491754,,residential,False,False,92.59,,,"LINESTRING (100.3974762 14.8940323, 100.3971569 14.8948057)",,
122491768,,residential,False,True,93.908,,,"LINESTRING (100.3974762 14.8940323, 100.3967148 14.8936178)",,
122491754,,residential,False,True,114.846,,,"LINESTRING (100.3974762 14.8940323, 100.3976202 14.8937226, 100.3978913 14.8930807)",,
122491768,,residential,False,False,83.174,,,"LINESTRING (100.3974762 14.8940323, 100.3977921 14.8942117, 100.3980858 14.8943592, 100.3981528 14.8943951)",,
122491769,,residential,False,False,69.157,,,"LINESTRING (100.400455 14.8926458, 100.4010345 14.8929163)",,
756423086,,unclassified,False,False,38.566,,,"LINESTRING (100.400455 14.8926458, 100.40062 14.8923378)",,
756423086,,unclassified,False,True,55.251,,,"LINESTRING (100.400455 14.8926458, 100.4002185 14.893087)",,
122491739,,residential,False,False,53.951,,,"LINESTRING (100.4010345 14.8929163, 100.4008086 14.8933496)",,
122491739,,residential,False,True,39.615,,,"LINESTRING (100.4010345 14.8929163, 100.4012005 14.8925982)",,
122491769,,residential,False,False,63.907,,,"LINESTRING (100.4010345 14.8929163, 100.40157 14.8931663)",,
122491769,,residential,False,True,69.157,,,"LINESTRING (100.4010345 14.8929163, 100.400455 14.8926458)",,
122491769,,residential,False,True,63.907,,,"LINESTRING (100.40157 14.8931663, 100.4010345 14.8929163)",,
201274180,ถนนวิไลจิตต์,unclassified,False,False,50.135,,,"LINESTRING (100.40157 14.8931663, 100.4017744 14.892761)",,
201274180,ถนนวิไลจิตต์,unclassified,False,True,52.822,,,"LINESTRING (100.40157 14.8931663, 100.4013546 14.8935933)",,
122491761,,unclassified,False,True,96.673,,,"LINESTRING (100.4017934 14.8918779, 100.4023458 14.8911917)",,
201274183,,residential,False,False,18.442,,,"LINESTRING (100.4017934 14.8918779, 100.4019284 14.8919803)",,
"[122491764, 201274183]",,residential,False,True,120.884,,,"LINESTRING (100.4017934 14.8918779, 100.4016969 14.8918048, 100.4010677 14.8925588)",,
122491740,,residential,False,False,117.011,,,"LINESTRING (100.3981528 14.8943951, 100.3983378 14.8940826, 100.3986736 14.8934711)",,
122491768,,residential,False,False,63.205,,,"LINESTRING (100.3981528 14.8943951, 100.3983587 14.8945055, 100.3986671 14.8946709)",,
122491768,,residential,False,True,83.174,,,"LINESTRING (100.3981528 14.8943951, 100.3980858 14.8943592, 100.3977921 14.8942117, 100.3974762 14.8940323)",,
122491744,,unclassified,False,True,204.426,,,"LINESTRING (100.3989001 14.8953777, 100.400774 14.8956946)",,
756423087,ถนนขุนสรรค์,unclassified,False,True,37.672,,,"LINESTRING (100.3989001 14.8953777, 100.3987241 14.8956707)",2,
756423087,ถนนขุนสรรค์,unclassified,False,False,33.815,,,"LINESTRING (100.3989001 14.8953777, 100.3989333 14.8953225, 100.3990581 14.8951147)",2,
81058405,,unclassified,True,False,35.834,,,"LINESTRING (100.3985921 14.8934314, 100.3982962 14.8932828)",,
122491745,,residential,False,False,108.277,,,"LINESTRING (100.3985921 14.8934314, 100.3990596 14.8925688)",,
81058419,,secondary,False,False,91.531,309,9,"LINESTRING (100.396343 14.8943584, 100.3967148 14.8936178)",,
122491741,ถนน นายทองเหม็น,residential,False,True,100.614,,,"LINESTRING (100.396343 14.8943584, 100.3971569 14.8948057)",,
"[756449930, 81058419]",,secondary,False,True,91.398,309,"['9', '10']","LINESTRING (100.396343 14.8943584, 100.3959911 14.8950637, 100.3959732 14.8950986)",,
122491741,ถนน นายทองเหม็น,residential,False,False,100.614,,,"LINESTRING (100.3971569 14.8948057, 100.396343 14.8943584)",,
122491754,,residential,False,True,92.59,,,"LINESTRING (100.3971569 14.8948057, 100.3974762 14.8940323)",,
122491741,ถนน นายทองเหม็น,residential,False,True,193.94099999999997,,,"LINESTRING (100.3971569 14.8948057, 100.3972645 14.894865, 100.3975528 14.8950242, 100.3977285 14.8951212, 100.3987241 14.8956707)",,
122491745,,residential,False,True,108.277,,,"LINESTRING (100.3990596 14.8925688, 100.3985921 14.8934314)",,
122491766,Si Phrom Sophit Road,residential,False,False,35.865,,,"LINESTRING (100.3990596 14.8925688, 100.3987562 14.8924344)",,
122491766,Si Phrom Sophit Road,residential,False,True,78.916,,,"LINESTRING (100.3990596 14.8925688, 100.3997271 14.8928647)",,
81058405,,unclassified,True,False,48.971,,,"LINESTRING (100.3982962 14.8932828, 100.3978913 14.8930807)",,
122491757,,residential,False,False,106.504,,,"LINESTRING (100.3982962 14.8932828, 100.3987562 14.8924344)",,
122491767,,unclassified,False,False,193.096,,,"LINESTRING (100.4008257 14.8954272, 100.3990581 14.8951147)",,
201274180,ถนนวิไลจิตต์,unclassified,False,True,30.248,,,"LINESTRING (100.4008257 14.8954272, 100.400774 14.8956946)",,
201274180,ถนนวิไลจิตต์,unclassified,False,False,173.977,,,"LINESTRING (100.4008257 14.8954272, 100.4009691 14.8947041, 100.4011266 14.8942072, 100.4012289 14.8939148)",,
122487905,,unclassified,False,False,85.114,,,"LINESTRING (100.3956258 14.8949483, 100.3952799 14.8956369)",,
122487905,,unclassified,False,True,45.693,,,"LINESTRING (100.3956258 14.8949483, 100.395804 14.8945752)",,
590239193,,residential,False,True,33.979,,,"LINESTRING (100.3956258 14.8949483, 100.3953346 14.8948292)",,
"[173111651, 173111652, 173111653]",,unclassified,False,False,40.906,,,"LINESTRING (100.3956258 14.8949483, 100.3957329 14.8949922, 100.3958888 14.89506, 100.3959732 14.8950986)",,yes
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,53.769,,,"LINESTRING (100.3989209 14.8910937, 100.3985192 14.8908054)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,11.743,,,"LINESTRING (100.3989209 14.8910937, 100.3990067 14.8911591)",,
201274194,,residential,False,True,121.807,,,"LINESTRING (100.3989209 14.8910937, 100.3996125 14.8902258)",2,
122491761,,unclassified,False,False,96.673,,,"LINESTRING (100.4023458 14.8911917, 100.4017934 14.8918779)",,
201274660,,residential,False,False,65.881,,,"LINESTRING (100.4023458 14.8911917, 100.4028084 14.8915805)",,
201274182,,residential,False,True,321.286,,,"LINESTRING (100.4023458 14.8911917, 100.4018429 14.8908382, 100.4015541 14.8906971, 100.4010341 14.8905138, 100.4008708 14.8904329, 100.4005819 14.8902651, 100.3996125 14.8902258)",,
201274660,,residential,False,True,65.881,,,"LINESTRING (100.4028084 14.8915805, 100.4023458 14.8911917)",,
201274180,ถนนวิไลจิตต์,unclassified,False,True,93.49100000000001,,,"LINESTRING (100.4028084 14.8915805, 100.4026398 14.891754, 100.4022413 14.8922177)",,
201274183,,residential,False,False,42.748,,,"LINESTRING (100.4019284 14.8919803, 100.4022413 14.8922177)",,
201274183,,residential,False,True,18.442,,,"LINESTRING (100.4019284 14.8919803, 100.4017934 14.8918779)",,
756425311,,residential,False,False,94.745,,,"LINESTRING (100.4019284 14.8919803, 100.4013755 14.892644)",,
201274180,ถนนวิไลจิตต์,unclassified,False,True,78.53,,,"LINESTRING (100.4022413 14.8922177, 100.4017744 14.892761)",,
201274183,,residential,False,True,42.748,,,"LINESTRING (100.4022413 14.8922177, 100.4019284 14.8919803)",,
201274180,ถนนวิไลจิตต์,unclassified,False,False,93.49100000000001,,,"LINESTRING (100.4022413 14.8922177, 100.4026398 14.891754, 100.4028084 14.8915805)",,
201274194,,residential,False,False,121.807,,,"LINESTRING (100.3996125 14.8902258, 100.3989209 14.8910937)",2,
201274182,,residential,False,False,321.286,,,"LINESTRING (100.3996125 14.8902258, 100.4005819 14.8902651, 100.4008708 14.8904329, 100.4010341 14.8905138, 100.4015541 14.8906971, 100.4018429 14.8908382, 100.4023458 14.8911917)",,
96381486,,secondary,False,False,104.152,3030,,"LINESTRING (100.3975274 14.889477, 100.3979947 14.8902976)",,
96381486,,secondary,False,True,50.626,3030,,"LINESTRING (100.3975274 14.889477, 100.397285 14.8890866)",,
590239190,,residential,False,False,107.95400000000001,,,"LINESTRING (100.3975274 14.889477, 100.3973143 14.8896048, 100.3972488 14.8896504, 100.3971942 14.8896903, 100.3967574 14.8900943)",,
590239190,,residential,False,True,107.95399999999998,,,"LINESTRING (100.3967574 14.8900943, 100.3971942 14.8896903, 100.3972488 14.8896504, 100.3973143 14.8896048, 100.3975274 14.889477)",,
89399308,,primary,True,False,41.998,369,,"LINESTRING (100.3940033 14.8947006, 100.3938825 14.8943414)",,
590239193,,residential,False,False,173.025,,,"LINESTRING (100.3940033 14.8947006, 100.3942077 14.8946887, 100.39426 14.8946896, 100.394305 14.894694, 100.3943491 14.8947011, 100.3944061 14.8947206, 100.3944703 14.894749, 100.3947495 14.8948892, 100.3948668 14.8946202, 100.3953346 14.8948292)",,
590239193,,residential,False,False,33.979,,,"LINESTRING (100.3953346 14.8948292, 100.3956258 14.8949483)",,
590239322,,residential,False,True,46.223,,,"LINESTRING (100.3953346 14.8948292, 100.39552 14.8944541)",,
590239193,,residential,False,True,173.025,,,"LINESTRING (100.3953346 14.8948292, 100.3948668 14.8946202, 100.3947495 14.8948892, 100.3944703 14.894749, 100.3944061 14.8947206, 100.3943491 14.8947011, 100.394305 14.894694, 100.39426 14.8946896, 100.3942077 14.8946887, 100.3940033 14.8947006)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,11.743,,,"LINESTRING (100.3990067 14.8911591, 100.3989209 14.8910937)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,41.876,,,"LINESTRING (100.3990067 14.8911591, 100.3993126 14.8913924)",,
590239195,,residential,False,False,141.046,,,"LINESTRING (100.3990067 14.8911591, 100.3987987 14.8914938, 100.3987285 14.8916172, 100.3986583 14.8917434, 100.3983711 14.8922685)",,
122491766,Si Phrom Sophit Road,residential,False,False,5.249,,,"LINESTRING (100.3983711 14.8922685, 100.3983288 14.8922449)",,
122491766,Si Phrom Sophit Road,residential,False,True,45.308,,,"LINESTRING (100.3983711 14.8922685, 100.3987562 14.8924344)",,
590239195,,residential,False,True,141.046,,,"LINESTRING (100.3983711 14.8922685, 100.3986583 14.8917434, 100.3987285 14.8916172, 100.3987987 14.8914938, 100.3990067 14.8911591)",,
122491751,,residential,False,False,80.87299999999999,,,"LINESTRING (100.3963426 14.8910253, 100.3956963 14.8908099, 100.3956311 14.8907883)",,
122491751,,residential,False,True,123.19300000000001,,,"LINESTRING (100.3963426 14.8910253, 100.3967128 14.8911382, 100.3973828 14.8914812)",,
590239199,,residential,False,False,137.501,,,"LINESTRING (100.3963426 14.8910253, 100.3961182 14.8915414, 100.3958257 14.8921563)",,
590239238,,residential,False,True,40.668,,,"LINESTRING (100.3958257 14.8921563, 100.3961675 14.8923133)",,
590239199,,residential,False,True,137.501,,,"LINESTRING (100.3958257 14.8921563, 100.3961182 14.8915414, 100.3963426 14.8910253)",,
590239238,,residential,False,False,121.267,,,"LINESTRING (100.3958257 14.8921563, 100.3955347 14.8919985, 100.3951533 14.8926724)",,
122491766,Si Phrom Sophit Road,residential,False,False,37.537,,,"LINESTRING (100.3978864 14.8920575, 100.3975722 14.89191)",,
122491766,Si Phrom Sophit Road,residential,False,True,51.907,,,"LINESTRING (100.3978864 14.8920575, 100.3983288 14.8922449)",,
590239226,,residential,False,False,154.946,,,"LINESTRING (100.3978864 14.8920575, 100.3985192 14.8908054)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,False,38.603,,,"LINESTRING (100.3985192 14.8908054, 100.3982302 14.8905992)",,
81058414,ถนน นายจันหนวดเขี้ยว,unclassified,False,True,53.769,,,"LINESTRING (100.3985192 14.8908054, 100.3989209 14.8910937)",,
590239226,,residential,False,True,154.946,,,"LINESTRING (100.3985192 14.8908054, 100.3978864 14.8920575)",,
122487905,,unclassified,False,False,77.353,,,"LINESTRING (100.3968452 14.8925198, 100.3965266 14.8931436)",,
122487905,,unclassified,False,True,129.131,,,"LINESTRING (100.3968452 14.8925198, 100.3973828 14.8914812)",,
590239238,,residential,False,False,76.786,,,"LINESTRING (100.3968452 14.8925198, 100.3964865 14.8923766, 100.396427 14.8923564, 100.3963705 14.8923443, 100.3961675 14.8923133)",,
590239238,,residential,False,False,40.668,,,"LINESTRING (100.3961675 14.8923133, 100.3958257 14.8921563)",,
590239324,,residential,False,False,65.691,,,"LINESTRING (100.3961675 14.8923133, 100.3964189 14.8917748)",,
590239238,,residential,False,True,76.786,,,"LINESTRING (100.3961675 14.8923133, 100.3963705 14.8923443, 100.396427 14.8923564, 100.3964865 14.8923766, 100.3968452 14.8925198)",,
590239238,,residential,False,False,109.754,,,"LINESTRING (100.3951533 14.8926724, 100.3948212 14.8936058)",,
590239274,,residential,False,False,50.203,,,"LINESTRING (100.3951533 14.8926724, 100.3947296 14.8924822)",,
