osmid,oneway,name,highway,reversed,length,lanes,bridge,geometry,ref
224444685,False,Jalan Raden Ajeng Kartini,secondary,False,8.339,,,"LINESTRING (112.065759 -6.896253, 112.0658308 -6.8962763)",
"[1085750486, 224218454]",False,Jalan Raden Ajeng Kartini,tertiary,True,139.11599999999999,,,"LINESTRING (112.065759 -6.896253, 112.0654978 -6.8961743, 112.0654375 -6.8961562, 112.0653427 -6.8961278, 112.0652306 -6.8960955, 112.0649979 -6.8960284, 112.0648747 -6.8959918, 112.0648403 -6.8959811, 112.0645528 -6.8958908)",
224444686,True,Jalan Raden Mas Suryo,secondary,False,201.926,2,,"LINESTRING (112.065759 -6.896253, 112.0657973 -6.896095, 112.0658856 -6.8957222, 112.0659257 -6.8955469, 112.0659752 -6.8953329, 112.065987 -6.8952817, 112.0660257 -6.895117, 112.0660905 -6.8948479, 112.0661037 -6.8947932, 112.0661453 -6.894602, 112.0661572 -6.8945581, 112.066177 -6.8944852)",
1079811102,False,Jalan Panglima Besar Sudirman,trunk,True,9.311,2,,"LINESTRING (112.0662567 -6.8945126, 112.066177 -6.8944852)",1
224210820,True,Jalan Raden Mas Suryo,secondary,False,201.68200000000002,2,,"LINESTRING (112.0662567 -6.8945126, 112.0662233 -6.8946384, 112.0661844 -6.8947882, 112.0661637 -6.8948681, 112.0660628 -6.895297, 112.0660018 -6.8955601, 112.0659495 -6.8957828, 112.0659171 -6.8959176, 112.0658308 -6.8962763)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,False,122.91900000000001,2,,"LINESTRING (112.0662567 -6.8945126, 112.0663618 -6.8945446, 112.0673332 -6.8947948)",1
224444685,False,Jalan Raden Ajeng Kartini,secondary,True,8.339,,,"LINESTRING (112.0658308 -6.8962763, 112.065759 -6.896253)",
224444684,True,Jalan Veteran,secondary,False,90.382,2,,"LINESTRING (112.0658308 -6.8962763, 112.065759 -6.896552, 112.0657188 -6.8967051, 112.06566 -6.8969357, 112.0656481 -6.8969799, 112.0656239 -6.8970627)",
224444684,True,Jalan Veteran,secondary,False,113.981,2,,"LINESTRING (112.0650402 -6.8993, 112.0648404 -6.9001269, 112.0648012 -6.9002972)",
1085767422,True,Jalan Basuki Rahmad,primary,False,8.598,2,,"LINESTRING (112.0647809 -6.9003858, 112.0647058 -6.9003653)",
972363779,False,Jalan Basuki Rahmad,primary,True,94.447,2,,"LINESTRING (112.0647809 -6.9003858, 112.0648094 -6.9003936, 112.0656057 -6.9006116)",
224220548,False,Jalan Ronggolawe,tertiary,False,119.696,,,"LINESTRING (112.0618755 -6.89527, 112.0608266 -6.8949972)",
224445745,False,Jalan Pemuda,secondary,True,158.55,,,"LINESTRING (112.0618755 -6.89527, 112.0614449 -6.8962778, 112.0613186 -6.8965843)",
982058417,False,Jalan Pemuda,secondary,False,276.11000000000007,,,"LINESTRING (112.0618755 -6.89527, 112.0623277 -6.8942467, 112.0625762 -6.8936855, 112.0628278 -6.8931174, 112.0628813 -6.8929965)",
224445745,False,Jalan Pemuda,secondary,False,143.818,,,"LINESTRING (112.0607034 -6.8980394, 112.0612076 -6.8968468)",
668793435,False,Kutorejo Gang I,living_street,True,161.363,,,"LINESTRING (112.0607034 -6.8980394, 112.0609348 -6.8981278, 112.0612086 -6.8982105, 112.0616856 -6.8983464, 112.0621002 -6.8984646)",
"[224218454, 1085750486]",False,Jalan Raden Ajeng Kartini,tertiary,False,139.11599999999999,,,"LINESTRING (112.0645528 -6.8958908, 112.0648403 -6.8959811, 112.0648747 -6.8959918, 112.0649979 -6.8960284, 112.0652306 -6.8960955, 112.0653427 -6.8961278, 112.0654375 -6.8961562, 112.0654978 -6.8961743, 112.065759 -6.896253)",
"[1085750489, 1085750487]",False,Jalan K.H. Mustain,tertiary,True,202.01899999999998,,,"LINESTRING (112.0645528 -6.8958908, 112.0645025 -6.8960692, 112.0642751 -6.8968454, 112.0641775 -6.8971952, 112.0640516 -6.8976381)",
"[1085750490, 224218453]",False,"['Jalan Sunan Bonang', 'Jalan Raden Ajeng Kartini']",tertiary,"[False, True]",241.202,,,"LINESTRING (112.0645528 -6.8958908, 112.0644864 -6.8958592, 112.0644388 -6.8958335, 112.0643965 -6.8958048, 112.0643558 -6.8957553, 112.0643351 -6.8957187, 112.0643234 -6.8956894, 112.0643147 -6.895655, 112.0643127 -6.8956178, 112.0643154 -6.8955705, 112.0643236 -6.8955256, 112.0643887 -6.8952325, 112.06442 -6.8950919, 112.0644469 -6.8949781, 112.0645085 -6.8947181, 112.0645633 -6.8944864, 112.0645799 -6.8944168, 112.0646319 -6.8941999, 112.0646909 -6.8939975, 112.0647272 -6.8938862)",
668793374,False,Kutorejo Gang II,residential,False,95.25800000000001,,,"LINESTRING (112.0640516 -6.8976381, 112.0639213 -6.8976074, 112.0637163 -6.8975577, 112.063567 -6.8975185, 112.0632216 -6.8974059)",
1085750485,False,Jalan K.H. Mustain,tertiary,True,114.44200000000001,,,"LINESTRING (112.0640516 -6.8976381, 112.0639137 -6.8981302, 112.0637743 -6.8986298)",
"[1085750489, 1085750487]",False,Jalan K.H. Mustain,tertiary,False,202.01899999999998,,,"LINESTRING (112.0640516 -6.8976381, 112.0641775 -6.8971952, 112.0642751 -6.8968454, 112.0645025 -6.8960692, 112.0645528 -6.8958908)",
224220552,False,Jalan W.R. Supratman,tertiary,True,92.361,,,"LINESTRING (112.0684534 -6.9000827, 112.0687081 -6.8992915)",
"[325240226, 997043077, 997043078]",False,,residential,False,164.713,,yes,"LINESTRING (112.0684534 -6.9000827, 112.0678078 -6.8998606, 112.0674696 -6.8997835, 112.0672464 -6.8997488, 112.0671787 -6.8997471, 112.067128 -6.8997493, 112.0671115 -6.899754, 112.0670592 -6.8997687, 112.0670159 -6.8997839)",
"[502791172, 224445747, 1088516276, 224216374, 973566045, 973566046, 970167039]",False,"['Jalan Sumur Srumbung', 'Jalan Pasar Sore']",residential,"[False, True]",653.426,2,yes,"LINESTRING (112.068053 -6.8940846, 112.0680221 -6.8940577, 112.0679954 -6.8940361, 112.0679632 -6.8940128, 112.0679114 -6.8939825, 112.0678525 -6.8939536, 112.067809 -6.893934, 112.0677899 -6.8939254, 112.0677125 -6.8938959, 112.0676812 -6.8938852, 112.0675834 -6.8938521, 112.0675654 -6.8938458, 112.0675507 -6.8938403, 112.0673434 -6.8937691, 112.067043 -6.8936696, 112.0669538 -6.893639, 112.0662822 -6.8934319, 112.066204 -6.8934074, 112.0659527 -6.8933332, 112.0658255 -6.8933019, 112.0657047 -6.8932637, 112.0654068 -6.8931744, 112.0649772 -6.8930369, 112.0648242 -6.8929839, 112.0639928 -6.8926754, 112.0631654 -6.8923714, 112.063146 -6.8923669, 112.0631426 -6.8923664, 112.0631363 -6.8923665, 112.0631293 -6.8923674, 112.0631167 -6.8923723, 112.0631092 -6.8923765, 112.0631034 -6.8923815, 112.0630988 -6.8923885, 112.0630876 -6.8924161, 112.0629211 -6.8928982, 112.0628813 -6.8929965)",
668793370,False,Sendangharjo Gang IX,residential,True,28.445,,,"LINESTRING (112.068053 -6.8940846, 112.06793 -6.8940781, 112.0677962 -6.8940645)",
325240230,False,,residential,True,6.102,,,"LINESTRING (112.068927 -6.8968335, 112.0689806 -6.8968469)",
668793416,False,,residential,False,43.977,,,"LINESTRING (112.068927 -6.8968335, 112.0685397 -6.8967409)",
668815427,False,,residential,False,62.742999999999995,,,"LINESTRING (112.068927 -6.8968335, 112.0689013 -6.8968976, 112.0688825 -6.8969296, 112.068848 -6.8969759, 112.0687531 -6.8970957, 112.0687249 -6.8971316, 112.0686348 -6.8973135)",
325240230,False,,residential,False,53.982,,,"LINESTRING (112.0694449 -6.8969983, 112.0692788 -6.8969519, 112.069158 -6.8969064, 112.0689806 -6.8968469)",
999691054,False,Jalan W.R. Supratman,tertiary,False,148.695,,,"LINESTRING (112.0694449 -6.8969983, 112.0692596 -6.8975889, 112.0692366 -6.8976661, 112.0690465 -6.8982757)",
668815427,False,,residential,True,62.743,,,"LINESTRING (112.0686348 -6.8973135, 112.0687249 -6.8971316, 112.0687531 -6.8970957, 112.068848 -6.8969759, 112.0688825 -6.8969296, 112.0689013 -6.8968976, 112.068927 -6.8968335)",
224220552,False,Jalan W.R. Supratman,tertiary,False,118.969,,,"LINESTRING (112.0690465 -6.8982757, 112.0687081 -6.8992915)",
999691054,False,Jalan W.R. Supratman,tertiary,True,148.695,,,"LINESTRING (112.0690465 -6.8982757, 112.0692366 -6.8976661, 112.0692596 -6.8975889, 112.0694449 -6.8969983)",
325240225,False,,residential,False,29.948,,,"LINESTRING (112.0673018 -6.8990695, 112.0670365 -6.8990132)",
325240225,False,,residential,True,103.917,,,"LINESTRING (112.0673018 -6.8990695, 112.0673433 -6.899078, 112.0678847 -6.8991692, 112.0682303 -6.8992232)",
674581545,False,,residential,True,85.741,,,"LINESTRING (112.0673018 -6.8990695, 112.0672242 -6.8993364, 112.0671934 -6.8994186, 112.0671116 -6.8995867, 112.0670159 -6.8997839)",
325240225,False,,residential,True,53.288,,,"LINESTRING (112.0682303 -6.8992232, 112.0687081 -6.8992915)",
325240216,False,,residential,False,115.50499999999998,,,"LINESTRING (112.0682303 -6.8992232, 112.0682342 -6.8988109, 112.0682488 -6.8984897, 112.0682475 -6.8984231, 112.0682408 -6.8983765, 112.0682234 -6.8983259, 112.0681845 -6.8982567, 112.0681402 -6.8982181)",
325240225,False,,residential,False,103.917,,,"LINESTRING (112.0682303 -6.8992232, 112.0678847 -6.8991692, 112.0673433 -6.899078, 112.0673018 -6.8990695)",
224220552,False,Jalan W.R. Supratman,tertiary,False,92.361,,,"LINESTRING (112.0687081 -6.8992915, 112.0684534 -6.9000827)",
224220552,False,Jalan W.R. Supratman,tertiary,True,118.969,,,"LINESTRING (112.0687081 -6.8992915, 112.0690465 -6.8982757)",
325240225,False,,residential,False,53.288,,,"LINESTRING (112.0687081 -6.8992915, 112.0682303 -6.8992232)",
325242827,False,Kutorejo Gang I,living_street,True,96.597,,,"LINESTRING (112.0621002 -6.8984646, 112.0629467 -6.8986847)",
325242819,False,Kutorejo Gang XII,residential,True,124.91799999999999,,,"LINESTRING (112.0621002 -6.8984646, 112.0620585 -6.898622, 112.0620131 -6.8987703, 112.0619447 -6.8989692, 112.061925 -6.899034, 112.0618429 -6.8993046, 112.0617688 -6.8995385)",
668793424,False,Kutorejo Gang XII,residential,True,149.67999999999998,,,"LINESTRING (112.0621002 -6.8984646, 112.0621207 -6.8983803, 112.0621588 -6.8982362, 112.0621909 -6.8981194, 112.0622158 -6.8980437, 112.062239 -6.897979, 112.0623087 -6.8977939, 112.0623378 -6.8977146, 112.0623621 -6.8976455, 112.0624091 -6.8975031, 112.0624702 -6.8973037, 112.0625019 -6.8971801)",
668793435,False,Kutorejo Gang I,living_street,False,161.363,,,"LINESTRING (112.0621002 -6.8984646, 112.0616856 -6.8983464, 112.0612086 -6.8982105, 112.0609348 -6.8981278, 112.0607034 -6.8980394)",
224444684,True,Jalan Veteran,secondary,False,85.81299999999999,2,,"LINESTRING (112.0652476 -6.8984901, 112.0651407 -6.898902, 112.0650559 -6.899238)",
325240225,False,,residential,True,98.376,,,"LINESTRING (112.0652476 -6.8984901, 112.0656291 -6.898582, 112.0656981 -6.8985975, 112.0657879 -6.8986201, 112.0661074 -6.8987208)",
1085750484,False,Jalan K.H. Mustain,tertiary,True,30.067,,,"LINESTRING (112.0637743 -6.8986298, 112.0636988 -6.8988896)",
325242815,False,Kutorejo Gang X,residential,True,146.172,,,"LINESTRING (112.0637743 -6.8986298, 112.0644707 -6.8988357, 112.0644901 -6.8988414, 112.0650434 -6.8990049)",
1085750485,False,Jalan K.H. Mustain,tertiary,False,114.44200000000001,,,"LINESTRING (112.0637743 -6.8986298, 112.0639137 -6.8981302, 112.0640516 -6.8976381)",
325240225,False,,residential,False,98.37599999999999,,,"LINESTRING (112.0661074 -6.8987208, 112.0657879 -6.8986201, 112.0656981 -6.8985975, 112.0656291 -6.898582, 112.0652476 -6.8984901)",
325240225,False,,residential,True,107.976,,,"LINESTRING (112.0661074 -6.8987208, 112.0665285 -6.8988925, 112.0666488 -6.8989297, 112.0668152 -6.8989716, 112.0670365 -6.8990132)",
668793411,False,,residential,False,260.08,,,"LINESTRING (112.0661074 -6.8987208, 112.0662135 -6.8982907, 112.066251 -6.8981575, 112.0663469 -6.8977975, 112.0663856 -6.8976638, 112.0664632 -6.8973892, 112.0664746 -6.8973666, 112.0664898 -6.8973538, 112.0665128 -6.897346, 112.0665631 -6.8973447, 112.0665979 -6.8973473, 112.0667421 -6.897376, 112.0668165 -6.8974012, 112.0668568 -6.8974192, 112.0669171 -6.8974576, 112.0670626 -6.8975277, 112.0671396 -6.8975471, 112.0672356 -6.897563, 112.0673687 -6.8975693)",
972363778,False,Jalan Sendangharjo 2,residential,True,217.42,,,"LINESTRING (112.0661074 -6.8987208, 112.0658454 -6.899711, 112.0656057 -6.9006116)",
1085750484,False,Jalan K.H. Mustain,tertiary,False,30.067,,,"LINESTRING (112.0636988 -6.8988896, 112.0637743 -6.8986298)",
"[1085750488, 224218455]",False,Jalan K.H. Mustain,tertiary,True,128.167,,,"LINESTRING (112.0636988 -6.8988896, 112.0636157 -6.8991874, 112.0635261 -6.8995089, 112.0634653 -6.8997268, 112.0634179 -6.8999253, 112.0633986 -6.9000029)",
325242827,False,Kutorejo Gang I,living_street,False,86.095,,,"LINESTRING (112.0636988 -6.8988896, 112.0636519 -6.8988757, 112.0629467 -6.8986847)",
"[973539432, 224210819]",True,Jalan Veteran,secondary,False,208.351,2,,"LINESTRING (112.0650434 -6.8990049, 112.0651457 -6.8986028, 112.065215 -6.8983241, 112.0653276 -6.897904, 112.0654061 -6.8976114, 112.065501 -6.8972484, 112.065516 -6.8971909)",
325242815,False,Kutorejo Gang X,residential,False,146.172,,,"LINESTRING (112.0650434 -6.8990049, 112.0644901 -6.8988414, 112.0644707 -6.8988357, 112.0637743 -6.8986298)",
325240225,False,,residential,True,29.948,,,"LINESTRING (112.0670365 -6.8990132, 112.0673018 -6.8990695)",
325240225,False,,residential,False,107.976,,,"LINESTRING (112.0670365 -6.8990132, 112.0668152 -6.8989716, 112.0666488 -6.8989297, 112.0665285 -6.8988925, 112.0661074 -6.8987208)",
325242825,False,Jalan Sendangharjo 3,residential,True,92.226,,,"LINESTRING (112.0670365 -6.8990132, 112.0668944 -6.8994408, 112.0668342 -6.8996426, 112.0667913 -6.8998058)",
325242819,False,Kutorejo Gang XII,residential,False,124.918,,,"LINESTRING (112.0617688 -6.8995385, 112.0618429 -6.8993046, 112.061925 -6.899034, 112.0619447 -6.8989692, 112.0620131 -6.8987703, 112.0620585 -6.898622, 112.0621002 -6.8984646)",
799779176,False,Kebonsari Gang VII,residential,False,84.20100000000001,,,"LINESTRING (112.0617688 -6.8995385, 112.0617185 -6.8997052, 112.06167 -6.8998712, 112.0616113 -6.9000626, 112.0615527 -6.9002647)",
325242825,False,Jalan Sendangharjo 3,residential,False,92.226,,,"LINESTRING (112.0667913 -6.8998058, 112.0668342 -6.8996426, 112.0668944 -6.8994408, 112.0670365 -6.8990132)",
997043077,False,,residential,True,25.347,,,"LINESTRING (112.0667913 -6.8998058, 112.0668541 -6.8998104, 112.0669198 -6.8998131, 112.0669654 -6.8998038, 112.0670159 -6.8997839)",
674581545,False,,residential,False,85.74100000000001,,,"LINESTRING (112.0670159 -6.8997839, 112.0671116 -6.8995867, 112.0671934 -6.8994186, 112.0672242 -6.8993364, 112.0673018 -6.8990695)",
997043077,False,,residential,False,25.347,,,"LINESTRING (112.0670159 -6.8997839, 112.0669654 -6.8998038, 112.0669198 -6.8998131, 112.0668541 -6.8998104, 112.0667913 -6.8998058)",
"[325240226, 997043077, 997043078]",False,,residential,True,164.713,,yes,"LINESTRING (112.0670159 -6.8997839, 112.0670592 -6.8997687, 112.0671115 -6.899754, 112.067128 -6.8997493, 112.0671787 -6.8997471, 112.0672464 -6.8997488, 112.0674696 -6.8997835, 112.0678078 -6.8998606, 112.0684534 -6.9000827)",
325242834,False,Kebonsari Gang VI,residential,True,23.294,,,"LINESTRING (112.0617546 -6.9003256, 112.0615527 -6.9002647)",
"[325242834, 974154037, 974154038]",False,Kebonsari Gang VI,residential,False,105.489,,yes,"LINESTRING (112.0617546 -6.9003256, 112.0621398 -6.900429, 112.0623527 -6.9004872, 112.0625331 -6.90054, 112.0626031 -6.9005597, 112.0626446 -6.9005742, 112.0626743 -6.9005827)",
972363778,False,Jalan Sendangharjo 2,residential,False,217.42,,,"LINESTRING (112.0656057 -6.9006116, 112.0658454 -6.899711, 112.0661074 -6.8987208)",
972363779,False,Jalan Basuki Rahmad,primary,False,94.447,2,,"LINESTRING (112.0656057 -6.9006116, 112.0648094 -6.9003936, 112.0647809 -6.9003858)",
974154037,False,Kebonsari Gang VI,residential,True,60.024,,,"LINESTRING (112.0631971 -6.9007311, 112.0626743 -6.9005827)",
1085773026,False,Jalan AKBP Suroko,tertiary,False,83.972,,,"LINESTRING (112.0631971 -6.9007311, 112.0633611 -6.9001383, 112.0633986 -6.9000029)",
224220548,False,Jalan Ronggolawe,tertiary,False,22.206,,,"LINESTRING (112.0608266 -6.8949972, 112.0606318 -6.8949474)",
224220548,False,Jalan Ronggolawe,tertiary,True,119.696,,,"LINESTRING (112.0608266 -6.8949972, 112.0618755 -6.89527)",
644703254,False,Sidomulyo Gang V,residential,False,61.697,,,"LINESTRING (112.0608266 -6.8949972, 112.0609653 -6.8944597)",
644703254,False,Sidomulyo Gang V,residential,True,237.261,,,"LINESTRING (112.0615804 -6.8924157, 112.0612379 -6.8934795, 112.0611434 -6.8938326, 112.061 -6.8943454, 112.0609653 -6.8944597)",
723354412,False,Jalan Panglima Besar Sudirman,trunk,False,157.463,3,,"LINESTRING (112.0615804 -6.8924157, 112.0618115 -6.8925181, 112.0619008 -6.8925578, 112.0627956 -6.8929576, 112.0628261 -6.8929723, 112.0628813 -6.8929965)",1
723354412,False,Jalan Panglima Besar Sudirman,trunk,True,107.885,3,,"LINESTRING (112.0615804 -6.8924157, 112.0613198 -6.8922954, 112.0609497 -6.8921217, 112.0606965 -6.8920018)",1
644719794,False,,residential,False,96.714,,,"LINESTRING (112.0692064 -6.8960066, 112.0691621 -6.8961837, 112.069129 -6.8963125, 112.069028 -6.896667, 112.0689806 -6.8968469)",
644719794,False,,residential,True,73.595,,,"LINESTRING (112.0692064 -6.8960066, 112.069315 -6.8956511, 112.0693906 -6.8953706)",
668793380,False,,residential,True,131.21300000000002,,,"LINESTRING (112.0692064 -6.8960066, 112.0689901 -6.8959377, 112.0684782 -6.8957683, 112.068277 -6.8956884, 112.0681389 -6.8956228, 112.06812 -6.8956102, 112.0680933 -6.8955982)",
644719794,False,,residential,False,73.595,,,"LINESTRING (112.0693906 -6.8953706, 112.069315 -6.8956511, 112.0692064 -6.8960066)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,True,126.725,2,,"LINESTRING (112.0693906 -6.8953706, 112.0689787 -6.895251, 112.0682857 -6.8950615)",1
982204584,False,,residential,True,82.04,,,"LINESTRING (112.0673332 -6.8947948, 112.0675423 -6.8940868)",
723630679,False,Jalan Panglima Besar Sudirman,trunk,False,22.119,2,,"LINESTRING (112.0673332 -6.8947948, 112.0673584 -6.8948018, 112.0675261 -6.8948486)",1
723630679,False,Jalan Panglima Besar Sudirman,trunk,True,122.91900000000001,2,,"LINESTRING (112.0673332 -6.8947948, 112.0663618 -6.8945446, 112.0662567 -6.8945126)",1
982204584,False,,residential,False,82.04,,,"LINESTRING (112.0675423 -6.8940868, 112.0673332 -6.8947948)",
668793370,False,Sendangharjo Gang IX,residential,False,29.969,,,"LINESTRING (112.0675423 -6.8940868, 112.0675505 -6.8940747, 112.0675595 -6.8940643, 112.0675698 -6.8940562, 112.0675802 -6.8940507, 112.0675955 -6.8940459, 112.0676128 -6.8940441, 112.0676467 -6.8940461, 112.0677962 -6.8940645)",
668793370,False,Sendangharjo Gang IX,residential,True,195.70100000000002,,,"LINESTRING (112.0675423 -6.8940868, 112.0674114 -6.8940797, 112.0671822 -6.894076, 112.067048 -6.8940733, 112.0669702 -6.8940605, 112.0668318 -6.8940265, 112.0665758 -6.8939528, 112.0663424 -6.8938784, 112.0658273 -6.8937013)",
668793374,False,Kutorejo Gang II,residential,False,83.335,,,"LINESTRING (112.0632216 -6.8974059, 112.0628525 -6.8972842, 112.0627966 -6.8972657, 112.0626673 -6.8972285, 112.0625019 -6.8971801)",
668793374,False,Kutorejo Gang II,residential,True,95.258,,,"LINESTRING (112.0632216 -6.8974059, 112.063567 -6.8975185, 112.0637163 -6.8975577, 112.0639213 -6.8976074, 112.0640516 -6.8976381)",
668793412,False,,residential,False,145.69600000000003,,,"LINESTRING (112.0632216 -6.8974059, 112.0631929 -6.8974831, 112.0631781 -6.8975271, 112.0631444 -6.8976617, 112.0630469 -6.8980882, 112.0629756 -6.8984417, 112.0629555 -6.8985549, 112.0629467 -6.8986847)",
668793374,False,Kutorejo Gang II,residential,False,147.62,,,"LINESTRING (112.0625019 -6.8971801, 112.0621714 -6.897092, 112.0619692 -6.8970458, 112.0616724 -6.8969718, 112.0612076 -6.8968468)",
668793374,False,Kutorejo Gang II,residential,True,83.33500000000001,,,"LINESTRING (112.0625019 -6.8971801, 112.0626673 -6.8972285, 112.0627966 -6.8972657, 112.0628525 -6.8972842, 112.0632216 -6.8974059)",
668793424,False,Kutorejo Gang XII,residential,False,149.68,,,"LINESTRING (112.0625019 -6.8971801, 112.0624702 -6.8973037, 112.0624091 -6.8975031, 112.0623621 -6.8976455, 112.0623378 -6.8977146, 112.0623087 -6.8977939, 112.062239 -6.897979, 112.0622158 -6.8980437, 112.0621909 -6.8981194, 112.0621588 -6.8982362, 112.0621207 -6.8983803, 112.0621002 -6.8984646)",
224445745,False,Jalan Pemuda,secondary,False,31.656,,,"LINESTRING (112.0612076 -6.8968468, 112.0613186 -6.8965843)",
224445745,False,Jalan Pemuda,secondary,True,143.818,,,"LINESTRING (112.0612076 -6.8968468, 112.0607034 -6.8980394)",
668793374,False,Kutorejo Gang II,residential,True,147.62,,,"LINESTRING (112.0612076 -6.8968468, 112.0616724 -6.8969718, 112.0619692 -6.8970458, 112.0621714 -6.897092, 112.0625019 -6.8971801)",
668793411,False,,residential,True,260.08,,,"LINESTRING (112.0673687 -6.8975693, 112.0672356 -6.897563, 112.0671396 -6.8975471, 112.0670626 -6.8975277, 112.0669171 -6.8974576, 112.0668568 -6.8974192, 112.0668165 -6.8974012, 112.0667421 -6.897376, 112.0665979 -6.8973473, 112.0665631 -6.8973447, 112.0665128 -6.897346, 112.0664898 -6.8973538, 112.0664746 -6.8973666, 112.0664632 -6.8973892, 112.0663856 -6.8976638, 112.0663469 -6.8977975, 112.066251 -6.8981575, 112.0662135 -6.8982907, 112.0661074 -6.8987208)",
224445745,False,Jalan Pemuda,secondary,True,31.656,,,"LINESTRING (112.0613186 -6.8965843, 112.0612076 -6.8968468)",
224445745,False,Jalan Pemuda,secondary,False,158.55,,,"LINESTRING (112.0613186 -6.8965843, 112.0614449 -6.8962778, 112.0618755 -6.89527)",
668793370,False,Sendangharjo Gang IX,residential,False,195.70100000000002,,,"LINESTRING (112.0658273 -6.8937013, 112.0663424 -6.8938784, 112.0665758 -6.8939528, 112.0668318 -6.8940265, 112.0669702 -6.8940605, 112.067048 -6.8940733, 112.0671822 -6.894076, 112.0674114 -6.8940797, 112.0675423 -6.8940868)",
668793416,False,,residential,True,43.977,,,"LINESTRING (112.0685397 -6.8967409, 112.068927 -6.8968335)",
325240230,False,,residential,False,6.102,,,"LINESTRING (112.0689806 -6.8968469, 112.068927 -6.8968335)",
