osmid,name,highway,oneway,reversed,length,ref,bridge,geometry,lanes
182412766,Calle José María Morelos Y Pavón,residential,False,True,28.535,,,"LINESTRING (-98.0536196 20.1756883, -98.053633 20.1756664, -98.0536558 20.1756123, -98.0536755 20.1754401)",
940249260,Calle José María Morelos Y Pavón,secondary,False,False,64.626,,,"LINESTRING (-98.0536196 20.1756883, -98.053085 20.1757445, -98.0530044 20.1757541)",
765765714,Calle Miguel Hidalgo,secondary,True,False,140.336,,,"LINESTRING (-98.0508023 20.1751148, -98.0494597 20.175183)",
182413079,Calle General Francisco Cravioto,residential,True,False,66.2,,,"LINESTRING (-98.0508144 20.1766402, -98.0507686 20.1760464)",
182417559,Calle Manuel Andrade,residential,False,True,13.58,,,"LINESTRING (-98.0508144 20.1766402, -98.0509445 20.1766387)",
765778685,Juan Galindo,residential,True,False,21.701,,,"LINESTRING (-98.0508144 20.1766402, -98.0508195 20.1768353)",
182414019,Calle Leona Vicario,residential,False,True,168.827,,,"LINESTRING (-98.0459406 20.1767695, -98.0475364 20.1765213)",
204732630,Calle Julio S. Hernández,residential,False,False,79.7,,,"LINESTRING (-98.0459406 20.1767695, -98.0460452 20.1774795)",
182414019,Calle Leona Vicario,residential,False,False,135.615,,,"LINESTRING (-98.0459406 20.1767695, -98.0457515 20.1767909, -98.0448279 20.1767053, -98.0446618 20.1766383)",
204732630,Calle Julio S. Hernández,residential,False,True,55.483000000000004,,,"LINESTRING (-98.0459406 20.1767695, -98.0458976 20.1767002, -98.0458387 20.1766352, -98.0455601 20.1764283)",
182283171,Calle Santos Degollado,residential,True,False,93.832,,,"LINESTRING (-98.049412 20.1761708, -98.0493229 20.1770105)",
182414019,Calle Leona Vicario,residential,False,False,199.601,,,"LINESTRING (-98.049412 20.1761708, -98.0475364 20.1765213)",
182414019,Calle Leona Vicario,residential,False,True,142.265,,,"LINESTRING (-98.049412 20.1761708, -98.0507686 20.1760464)",
189468574,Calle Francisco Oropeza,residential,False,True,96.621,,,"LINESTRING (-98.0446618 20.1766383, -98.0455601 20.1764283)",
182414019,Calle Leona Vicario,residential,False,True,135.615,,,"LINESTRING (-98.0446618 20.1766383, -98.0448279 20.1767053, -98.0457515 20.1767909, -98.0459406 20.1767695)",
182414019,Calle Leona Vicario,residential,False,False,168.827,,,"LINESTRING (-98.0475364 20.1765213, -98.0459406 20.1767695)",
182414019,Calle Leona Vicario,residential,False,True,199.601,,,"LINESTRING (-98.0475364 20.1765213, -98.049412 20.1761708)",
182420328,Calle Melchor Ocampo,residential,True,False,135.33,,,"LINESTRING (-98.0475364 20.1765213, -98.0475753 20.1753048)",
295107069,Privada Juárez,residential,False,True,151.728,,,"LINESTRING (-98.0442936 20.1741834, -98.0457473 20.1741868)",
204732630,Calle Julio S. Hernández,residential,False,False,5.004,,,"LINESTRING (-98.0455594 20.1763833, -98.0455601 20.1764283)",
"[765231728, 182284897]","['Salida a Necaxa', 'Carretera Antigua Carretera México-Tuxpan']",secondary,False,True,30.131999999999998,MEX 132,,"LINESTRING (-98.0455594 20.1763833, -98.0457153 20.1763846, -98.0458477 20.1763942)",
182417210,Calle Juan Galindo,residential,False,False,48.808,,,"LINESTRING (-98.0460452 20.1774795, -98.0465076 20.177414)",
182417210,Calle Juan Galindo,residential,False,True,106.994,,,"LINESTRING (-98.0460452 20.1774795, -98.0450375 20.1776562)",
204732630,Calle Julio S. Hernández,residential,False,False,44.141,,,"LINESTRING (-98.0460452 20.1774795, -98.0461092 20.1778719)",
204732630,Calle Julio S. Hernández,residential,False,True,79.7,,,"LINESTRING (-98.0460452 20.1774795, -98.0459406 20.1767695)",
182426302,Calle Nigromante,residential,False,False,101.618,,,"LINESTRING (-98.0457545 20.1747656, -98.0447809 20.1747681)",
765755552,Calle Julio S. Hernández,residential,False,False,64.364,,,"LINESTRING (-98.0457545 20.1747656, -98.0457473 20.1741868)",
765755552,Calle Julio S. Hernández,residential,False,True,64.744,,,"LINESTRING (-98.0457545 20.1747656, -98.04582 20.1753446)",
182426302,Calle Nigromante,residential,False,True,190.76000000000002,,,"LINESTRING (-98.0457545 20.1747656, -98.0474215 20.1747693, -98.047582 20.1747764)",
204732630,Calle Julio S. Hernández,residential,False,True,44.373,,,"LINESTRING (-98.0461773 20.1782658, -98.0461092 20.1778719)",
685934412,Calle de los Niños Héroes,residential,False,False,46.673,,,"LINESTRING (-98.0461773 20.1782658, -98.0458319 20.1785324)",
182417497,Calle Niños Héroes,residential,True,False,47.653999999999996,,,"LINESTRING (-98.0461773 20.1782658, -98.0462155 20.1782825, -98.0466225 20.1782091)",
765755552,Calle Julio S. Hernández,residential,False,False,52.185,,,"LINESTRING (-98.0458477 20.1763942, -98.0458511 20.1759249)",
"[765231728, 182284897]","['Salida a Necaxa', 'Carretera Antigua Carretera México-Tuxpan']",secondary,False,False,30.131999999999998,MEX 132,,"LINESTRING (-98.0458477 20.1763942, -98.0457153 20.1763846, -98.0455594 20.1763833)",
182284897,Salida a Necaxa,secondary,False,True,211.59,,,"LINESTRING (-98.0458477 20.1763942, -98.0460811 20.176387, -98.0463286 20.1762465, -98.0468912 20.1756538, -98.0471434 20.1754341, -98.0474335 20.1753196)",
765755552,Calle Julio S. Hernández,residential,False,False,64.608,,,"LINESTRING (-98.0458511 20.1759249, -98.04582 20.1753446)",
765755552,Calle Julio S. Hernández,residential,False,True,52.185,,,"LINESTRING (-98.0458511 20.1759249, -98.0458477 20.1763942)",
182417210,Calle Juan Galindo,residential,False,True,111.116,,,"LINESTRING (-98.0475616 20.1772732, -98.0465076 20.177414)",
182420328,Calle Melchor Ocampo,residential,True,False,83.649,,,"LINESTRING (-98.0475616 20.1772732, -98.0475364 20.1765213)",
182283171,Calle Santos Degollado,residential,True,False,85.091,,,"LINESTRING (-98.0493229 20.1770105, -98.0492784 20.1777746)",
182417359,Calle Juan Galindo,residential,True,False,110.256,,,"LINESTRING (-98.0493229 20.1770105, -98.0482796 20.1771661)",
182417359,Calle Juan Galindo,residential,True,False,157.412,,,"LINESTRING (-98.0508195 20.1768353, -98.0493229 20.1770105)",
182417497,Calle Niños Héroes,residential,True,False,27.62,,,"LINESTRING (-98.0475719 20.1780185, -98.0478335 20.177981)",
182420328,Calle Melchor Ocampo,residential,True,False,82.881,,,"LINESTRING (-98.0475719 20.1780185, -98.0475616 20.1772732)",
182417497,Calle Niños Héroes,residential,True,False,85.01,,,"LINESTRING (-98.0467761 20.1781814, -98.0475719 20.1780185)",
685934413,Calle Lázaro Cárdenas,residential,False,False,160.448,,,"LINESTRING (-98.0467761 20.1781814, -98.0469778 20.1788448, -98.0469778 20.178935, -98.0469248 20.1792761, -98.0468328 20.1795823)",
182614494,Calle Gregorio A. Salas,residential,False,False,28.287,,,"LINESTRING (-98.0531887 20.1768305, -98.0533317 20.1770466)",
182417559,Calle Manuel Andrade,residential,False,False,241.591,,,"LINESTRING (-98.0531887 20.1768305, -98.0530821 20.1768285, -98.0522476 20.1769642, -98.0521936 20.1769617, -98.0521438 20.1769468, -98.0520193 20.1768682, -98.0519625 20.1768393, -98.0516246 20.1767702, -98.0509445 20.1766387)",
182614494,Calle Gregorio A. Salas,residential,False,True,49.881,,,"LINESTRING (-98.0531887 20.1768305, -98.0531489 20.1766095, -98.0530754 20.1764446, -98.0530509 20.1764051)",
38079831,Calle Benito Juárez,residential,True,False,64.82,,,"LINESTRING (-98.0476187 20.174221, -98.0478904 20.1741634, -98.0481956 20.1740175)",
182420328,Calle Melchor Ocampo,residential,True,False,30.629,,,"LINESTRING (-98.0476061 20.1744962, -98.0476187 20.174221)",
765790493,Privada Primera Melchor Ocampo,residential,False,True,39.302,,,"LINESTRING (-98.0476061 20.1744962, -98.0476912 20.1744823, -98.0479789 20.1744468)",
182420328,Calle Melchor Ocampo,residential,True,False,49.906,,,"LINESTRING (-98.0475753 20.1753048, -98.0475797 20.174856)",
765765713,Prolongación Hidalgo,secondary,False,False,14.891,,,"LINESTRING (-98.0475753 20.1753048, -98.0474335 20.1753196)",
38079831,Calle Benito Juárez,residential,True,False,86.93599999999999,,,"LINESTRING (-98.0481956 20.1740175, -98.0483477 20.1739645, -98.0488439 20.1739897, -98.0490148 20.1740192)",
38079814,Prolongación Hidalgo,residential,True,False,51.003,,,"LINESTRING (-98.0448091 20.1753031, -98.0443206 20.175315)",
765759658,Calle Comb Ínter,residential,False,False,59.562,,,"LINESTRING (-98.0448091 20.1753031, -98.0447809 20.1747681)",
182420328,Calle Melchor Ocampo,residential,True,False,31.258,,,"LINESTRING (-98.047582 20.1747764, -98.0476061 20.1744962)",
182426302,Calle Nigromante,residential,False,False,190.76000000000002,,,"LINESTRING (-98.047582 20.1747764, -98.0474215 20.1747693, -98.0457545 20.1747656)",
182426302,Calle Nigromante,residential,False,False,51.64,,,"LINESTRING (-98.0447809 20.1747681, -98.0442862 20.1747754)",
182426302,Calle Nigromante,residential,False,True,101.618,,,"LINESTRING (-98.0447809 20.1747681, -98.0457545 20.1747656)",
765759658,Calle Comb Ínter,residential,False,True,59.562,,,"LINESTRING (-98.0447809 20.1747681, -98.0448091 20.1753031)",
765411207,Calle Melquíades Morales Flores,residential,False,False,6.814,,,"LINESTRING (-98.0519991 20.1796333, -98.0519649 20.1795811)",
"[765411204, 913708236]",Calle Melquíades Morales Flores,residential,True,False,59.672,,,"LINESTRING (-98.0519991 20.1796333, -98.0520284 20.1796202, -98.0520416 20.1796145, -98.0520511 20.1796097, -98.0520647 20.1796029, -98.0525008 20.1793761)",
765778688,Pachuca - Túxpam,primary,True,False,7.664,MEX 130,,"LINESTRING (-98.0523474 20.1772847, -98.0524172 20.1772633)",
200615872,Pachuca - Túxpam,primary,False,False,317.666,MEX 130,,"LINESTRING (-98.0523474 20.1772847, -98.0521496 20.1774193, -98.0518091 20.1778414, -98.0516704 20.178083, -98.0516087 20.1783119, -98.0515569 20.1786389, -98.0514985 20.1788265, -98.0511337 20.17948, -98.0510228 20.1796124, -98.0508956 20.1797117)",
182614494,Calle Gregorio A. Salas,residential,False,False,49.881,,,"LINESTRING (-98.0530509 20.1764051, -98.0530754 20.1764446, -98.0531489 20.1766095, -98.0531887 20.1768305)",
182412766,Calle José María Morelos Y Pavón,residential,False,True,25.595,,,"LINESTRING (-98.0536755 20.1754401, -98.0537242 20.1752145)",
182412766,Calle José María Morelos Y Pavón,residential,False,False,28.535,,,"LINESTRING (-98.0536755 20.1754401, -98.0536558 20.1756123, -98.053633 20.1756664, -98.0536196 20.1756883)",
182282632,Calle Nicolás Bravo,residential,True,False,113.25800000000001,,,"LINESTRING (-98.0536393 20.1742108, -98.0536585 20.1749854, -98.0536665 20.1751201, -98.0537242 20.1752145)",
765793089,Calle Vicente Guerrero,residential,True,False,68.823,,,"LINESTRING (-98.0515459 20.1743044, -98.0522049 20.1742829)",
182283171,Calle Santos Degollado,residential,True,False,109.951,,,"LINESTRING (-98.0494597 20.175183, -98.049412 20.1761708)",
765765714,Calle Miguel Hidalgo,secondary,True,False,197.145,,,"LINESTRING (-98.0494597 20.175183, -98.0475753 20.1753048)",
38079814,Prolongación Hidalgo,residential,True,False,168.428,,,"LINESTRING (-98.0474335 20.1753196, -98.04582 20.1753446)",
765765713,Prolongación Hidalgo,secondary,False,True,14.891,,,"LINESTRING (-98.0474335 20.1753196, -98.0475753 20.1753048)",
182284897,Salida a Necaxa,secondary,False,False,211.58999999999997,,,"LINESTRING (-98.0474335 20.1753196, -98.0471434 20.1754341, -98.0468912 20.1756538, -98.0463286 20.1762465, -98.0460811 20.176387, -98.0458477 20.1763942)",
544027160,Calle J Nuño,residential,False,False,25.099,,,"LINESTRING (-98.0538216 20.1786839, -98.053807 20.1784586)",
765411205,Calle Melquíades Morales Flores,residential,False,True,75.301,,,"LINESTRING (-98.0538216 20.1786839, -98.0532868 20.1788882, -98.0531694 20.1789666)",
544027160,Calle J Nuño,residential,False,True,69.925,,,"LINESTRING (-98.0537355 20.1776997, -98.0537981 20.1783258)",
182614494,Calle Gregorio A. Salas,residential,False,True,84.622,,,"LINESTRING (-98.0537355 20.1776997, -98.0536481 20.1776099, -98.0535109 20.1774224, -98.0534203 20.1772481, -98.0533317 20.1770466)",
544027160,Calle J Nuño,residential,False,False,69.925,,,"LINESTRING (-98.0537981 20.1783258, -98.0537355 20.1776997)",
544027160,Calle J Nuño,residential,False,True,14.796,,,"LINESTRING (-98.0537981 20.1783258, -98.053807 20.1784586)",
544027164,Calle Berriozábal,residential,False,False,188.633,,,"LINESTRING (-98.0537981 20.1783258, -98.0537357 20.1782982, -98.0535996 20.1781675, -98.053477 20.1779925, -98.0533967 20.1778472, -98.0532098 20.177398, -98.0531877 20.1773683, -98.053028 20.1772434, -98.0530234 20.1772179, -98.0530418 20.177206, -98.0533317 20.1770466)",
182614494,Calle Gregorio A. Salas,residential,False,True,28.287,,,"LINESTRING (-98.0533317 20.1770466, -98.0531887 20.1768305)",
182614494,Calle Gregorio A. Salas,residential,False,False,84.62200000000001,,,"LINESTRING (-98.0533317 20.1770466, -98.0534203 20.1772481, -98.0535109 20.1774224, -98.0536481 20.1776099, -98.0537355 20.1776997)",
544027164,Calle Berriozábal,residential,False,True,188.63299999999998,,,"LINESTRING (-98.0533317 20.1770466, -98.0530418 20.177206, -98.0530234 20.1772179, -98.053028 20.1772434, -98.0531877 20.1773683, -98.0532098 20.177398, -98.0533967 20.1778472, -98.053477 20.1779925, -98.0535996 20.1781675, -98.0537357 20.1782982, -98.0537981 20.1783258)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,False,91.085,,,"LINESTRING (-98.0523976 20.178502, -98.0524894 20.1793166)",
544027166,Calle Francisco González Bocanegra,residential,False,False,32.914,,,"LINESTRING (-98.0523976 20.178502, -98.0527125 20.1784861)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,True,69.368,,,"LINESTRING (-98.0523976 20.178502, -98.0523721 20.1779483, -98.0523766 20.1778788)",
544027160,Calle J Nuño,residential,False,False,14.796,,,"LINESTRING (-98.053807 20.1784586, -98.0537981 20.1783258)",
544027160,Calle J Nuño,residential,False,True,25.099,,,"LINESTRING (-98.053807 20.1784586, -98.0538216 20.1786839)",
544027166,Calle Francisco González Bocanegra,residential,False,True,114.274,,,"LINESTRING (-98.053807 20.1784586, -98.0527125 20.1784861)",
544027166,Calle Francisco González Bocanegra,residential,False,False,114.274,,,"LINESTRING (-98.0527125 20.1784861, -98.053807 20.1784586)",
544027166,Calle Francisco González Bocanegra,residential,False,True,32.914,,,"LINESTRING (-98.0527125 20.1784861, -98.0523976 20.178502)",
544027168,Cerrada Francisco González Bocanegra,residential,False,False,68.477,,,"LINESTRING (-98.0527125 20.1784861, -98.052691 20.1778706)",
544027168,Cerrada Francisco González Bocanegra,residential,False,True,68.477,,,"LINESTRING (-98.052691 20.1778706, -98.0527125 20.1784861)",
765778686,,residential,False,False,21.664,,,"LINESTRING (-98.052691 20.1778706, -98.0526528 20.1776791)",
765778687,Cerrada Francisco González Bocanegra,residential,False,False,32.827,,,"LINESTRING (-98.052691 20.1778706, -98.0523766 20.1778788)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,True,68.572,,,"LINESTRING (-98.0523766 20.1778788, -98.0524172 20.1772633)",
765778687,Cerrada Francisco González Bocanegra,residential,False,True,32.827,,,"LINESTRING (-98.0523766 20.1778788, -98.052691 20.1778706)",
182451707,Calle María del Socorro Alfaro de Morales,residential,False,False,69.368,,,"LINESTRING (-98.0523766 20.1778788, -98.0523721 20.1779483, -98.0523976 20.178502)",
544926442,,secondary,True,False,62.461000000000006,,viaduct,"LINESTRING (-98.0532653 20.1760847, -98.0532896 20.1759659, -98.0533272 20.1758958, -98.053366 20.1758589, -98.0534198 20.1758359, -98.0535243 20.1758074, -98.0535909 20.1757524, -98.0536196 20.1756883)",2
765814260,,secondary,False,False,77.038,,viaduct,"LINESTRING (-98.0532653 20.1760847, -98.0534077 20.1766934, -98.053419 20.1767622)",2
182417559,Calle Manuel Andrade,residential,False,False,13.58,,,"LINESTRING (-98.0509445 20.1766387, -98.0508144 20.1766402)",
182417559,Calle Manuel Andrade,residential,False,True,241.591,,,"LINESTRING (-98.0509445 20.1766387, -98.0516246 20.1767702, -98.0519625 20.1768393, -98.0520193 20.1768682, -98.0521438 20.1769468, -98.0521936 20.1769617, -98.0522476 20.1769642, -98.0530821 20.1768285, -98.0531887 20.1768305)",
552947756,Calle Guadalupe Victoria,residential,False,False,127.70400000000001,,,"LINESTRING (-98.0509445 20.1766387, -98.0512013 20.176488, -98.0515646 20.1762564, -98.0517725 20.1760818, -98.051813 20.1760154, -98.0518313 20.1759031)",
552947755,Calle José María Morelos Y Pavón,secondary,False,False,112.072,,,"LINESTRING (-98.0518313 20.1759031, -98.0515544 20.1759483, -98.0507686 20.1760464)",
"[552947755, 940249260]",Calle José María Morelos Y Pavón,secondary,False,True,123.59499999999998,,,"LINESTRING (-98.0518313 20.1759031, -98.0523322 20.1758408, -98.0526055 20.1758012, -98.0529336 20.1757567, -98.0530044 20.1757541)",
552947756,Calle Guadalupe Victoria,residential,False,True,127.70400000000001,,,"LINESTRING (-98.0518313 20.1759031, -98.051813 20.1760154, -98.0517725 20.1760818, -98.0515646 20.1762564, -98.0512013 20.176488, -98.0509445 20.1766387)",
554792521,,residential,False,False,78.206,,,"LINESTRING (-98.0537553 20.1799835, -98.053768 20.1795951, -98.0538317 20.1792861)",
765411201,Calle Los Pinos,residential,False,False,47.69,,,"LINESTRING (-98.0537553 20.1799835, -98.0537325 20.179974, -98.0533033 20.18002)",
"[765411202, 554792518]",Calle Liquidamber,residential,False,True,139.86200000000002,,,"LINESTRING (-98.0537553 20.1799835, -98.053768 20.1800152, -98.0537916 20.1808494, -98.0537903 20.1808736, -98.0537646 20.1808827, -98.0534043 20.1809118)",
554792522,Calle Sauce,residential,False,False,12.301,,,"LINESTRING (-98.0522504 20.1801376, -98.0522344 20.180028)",
554792522,Calle Sauce,residential,False,True,48.555,,,"LINESTRING (-98.0522504 20.1801376, -98.0523137 20.1805702)",
765411201,Calle Los Pinos,residential,False,True,110.666,,,"LINESTRING (-98.0522504 20.1801376, -98.0533033 20.18002)",
554792519,Calle Ciprés,residential,False,False,50.222,,,"LINESTRING (-98.0534043 20.1809118, -98.0533466 20.1804634)",
"[765411202, 554792518]",Calle Liquidamber,residential,False,False,139.862,,,"LINESTRING (-98.0534043 20.1809118, -98.0537646 20.1808827, -98.0537903 20.1808736, -98.0537916 20.1808494, -98.053768 20.1800152, -98.0537553 20.1799835)",
"[554792522, 554792518]","['Calle Sauce', 'Calle Liquidamber']",residential,False,"[False, True]",155.959,,,"LINESTRING (-98.0534043 20.1809118, -98.0524095 20.1810033, -98.0523779 20.1809983, -98.0523622 20.18097, -98.0523137 20.1805702)",
554792519,Calle Ciprés,residential,False,False,49.511,,,"LINESTRING (-98.0533466 20.1804634, -98.0533033 20.18002)",
554792519,Calle Ciprés,residential,False,True,50.222,,,"LINESTRING (-98.0533466 20.1804634, -98.0534043 20.1809118)",
554792520,Calle Calistemo,residential,False,False,108.455,,,"LINESTRING (-98.0533466 20.1804634, -98.0523137 20.1805702)",
554792520,Calle Calistemo,residential,False,True,108.455,,,"LINESTRING (-98.0523137 20.1805702, -98.0533466 20.1804634)",
554792522,Calle Sauce,residential,False,False,48.555,,,"LINESTRING (-98.0523137 20.1805702, -98.0522504 20.1801376)",
"[554792522, 554792518]","['Calle Liquidamber', 'Calle Sauce']",residential,False,"[False, True]",155.959,,,"LINESTRING (-98.0523137 20.1805702, -98.0523622 20.18097, -98.0523779 20.1809983, -98.0524095 20.1810033, -98.0534043 20.1809118)",
554792521,,residential,False,True,78.206,,,"LINESTRING (-98.0538317 20.1792861, -98.053768 20.1795951, -98.0537553 20.1799835)",
913797309,,residential,True,False,7.598,,,"LINESTRING (-98.0519264 20.1796297, -98.0519991 20.1796333)",
544027158,,residential,False,True,91.298,,,"LINESTRING (-98.0519264 20.1796297, -98.0518574 20.1796217, -98.0517568 20.1796102, -98.051679 20.1796039, -98.0516021 20.1796122, -98.0515185 20.179661, -98.0514056 20.1799187, -98.0513406 20.1799749, -98.0512884 20.1800108)",
544027158,,residential,False,False,91.298,,,"LINESTRING (-98.0512884 20.1800108, -98.0513406 20.1799749, -98.0514056 20.1799187, -98.0515185 20.179661, -98.0516021 20.1796122, -98.051679 20.1796039, -98.0517568 20.1796102, -98.0518574 20.1796217, -98.0519264 20.1796297)",
917609195,,residential,True,False,55.388000000000005,,,"LINESTRING (-98.0512884 20.1800108, -98.051113 20.1799627, -98.0510139 20.1798828, -98.0508956 20.1797117)",
200615872,Pachuca - Túxpam,primary,False,False,33.171,MEX 130,,"LINESTRING (-98.0508956 20.1797117, -98.0505945 20.1798072)",
200615872,Pachuca - Túxpam,primary,False,True,317.666,MEX 130,,"LINESTRING (-98.0508956 20.1797117, -98.0510228 20.1796124, -98.0511337 20.17948, -98.0514985 20.1788265, -98.0515569 20.1786389, -98.0516087 20.1783119, -98.0516704 20.178083, -98.0518091 20.1778414, -98.0521496 20.1774193, -98.0523474 20.1772847)",
204732630,Calle Julio S. Hernández,residential,False,False,44.373,,,"LINESTRING (-98.0461092 20.1778719, -98.0461773 20.1782658)",
204732630,Calle Julio S. Hernández,residential,False,True,44.141,,,"LINESTRING (-98.0461092 20.1778719, -98.0460452 20.1774795)",
685934411,Calle Profesor Rafaél J Huerta,residential,False,False,184.689,,,"LINESTRING (-98.0461092 20.1778719, -98.0445146 20.178592)",
685934411,Calle Profesor Rafaél J Huerta,residential,False,True,184.689,,,"LINESTRING (-98.0445146 20.178592, -98.0461092 20.1778719)",
765411198,Calle Juan de la Barrera,residential,False,False,120.601,,,"LINESTRING (-98.0445146 20.178592, -98.0447265 20.1789034, -98.0447366 20.1789447, -98.0447147 20.1796171)",
765417300,Cerrada de las Rosas,residential,False,False,70.311,,,"LINESTRING (-98.0468328 20.1795823, -98.0463844 20.1791104)",
685934413,Calle Lázaro Cárdenas,residential,False,False,131.786,,,"LINESTRING (-98.0468328 20.1795823, -98.046708 20.1799748, -98.0466965 20.1807503)",
685934413,Calle Lázaro Cárdenas,residential,False,True,160.44799999999998,,,"LINESTRING (-98.0468328 20.1795823, -98.0469248 20.1792761, -98.0469778 20.178935, -98.0469778 20.1788448, -98.0467761 20.1781814)",
685934412,Calle de los Niños Héroes,residential,False,False,84.199,,,"LINESTRING (-98.0458319 20.1785324, -98.0452736 20.179079)",
685934412,Calle de los Niños Héroes,residential,False,True,46.673,,,"LINESTRING (-98.0458319 20.1785324, -98.0461773 20.1782658)",
765417300,Cerrada de las Rosas,residential,False,True,2.567,,,"LINESTRING (-98.0458319 20.1785324, -98.0458483 20.1785496)",
685934414,Calle Vicente Suárez,residential,False,False,180.088,,,"LINESTRING (-98.0463844 20.1791104, -98.0463478 20.1807296)",
765417300,Cerrada de las Rosas,residential,False,False,83.781,,,"LINESTRING (-98.0463844 20.1791104, -98.0458483 20.1785496)",
765417300,Cerrada de las Rosas,residential,False,True,70.311,,,"LINESTRING (-98.0463844 20.1791104, -98.0468328 20.1795823)",
685934414,Calle Vicente Suárez,residential,False,True,59.158,,,"LINESTRING (-98.0463428 20.1812616, -98.0463478 20.1807296)",
"[685934413, 765411199]","['Andador Lázaro Cárdenas', 'Calle Lázaro Cárdenas']",residential,False,False,72.742,,,"LINESTRING (-98.0463428 20.1812616, -98.0462601 20.1813914, -98.0461878 20.1814413, -98.0460494 20.1814913, -98.045845 20.1815193, -98.0457714 20.1815699)",
685934413,Calle Lázaro Cárdenas,residential,False,True,67.947,,,"LINESTRING (-98.0463428 20.1812616, -98.0466646 20.1808219, -98.0466965 20.1807503)",
685934415,Calle Agustín Melgar,residential,False,False,36.466,,,"LINESTRING (-98.0466965 20.1807503, -98.0463478 20.1807296)",
685934413,Calle Lázaro Cárdenas,residential,False,False,67.947,,,"LINESTRING (-98.0466965 20.1807503, -98.0466646 20.1808219, -98.0463428 20.1812616)",
685934413,Calle Lázaro Cárdenas,residential,False,True,131.786,,,"LINESTRING (-98.0466965 20.1807503, -98.046708 20.1799748, -98.0468328 20.1795823)",
685934414,Calle Vicente Suárez,residential,False,False,59.158,,,"LINESTRING (-98.0463478 20.1807296, -98.0463428 20.1812616)",
685934414,Calle Vicente Suárez,residential,False,True,180.088,,,"LINESTRING (-98.0463478 20.1807296, -98.0463844 20.1791104)",
685934415,Calle Agustín Melgar,residential,False,False,58.526,,,"LINESTRING (-98.0463478 20.1807296, -98.0457884 20.180693)",
