osmid,highway,oneway,reversed,length,lanes,ref,name,access,geometry
708032111,secondary,True,False,341.38399999999996,2,MEX 136,Avenida Guerrero,permissive,"LINESTRING (-98.8586989 19.5617789, -98.8588714 19.56116, -98.8590609 19.5606264, -98.8593472 19.5599404, -98.859854 19.5589158)"
315681630,residential,False,True,18.513,,,Calle Aldama,,"LINESTRING (-98.8588753 19.5617885, -98.8586989 19.5617789)"
315681630,residential,False,False,65.163,,,Calle Aldama,,"LINESTRING (-98.8588753 19.5617885, -98.8591726 19.5617498, -98.8594818 19.5616658)"
792230200,residential,False,True,87.506,,,Rayón,,"LINESTRING (-98.8588753 19.5617885, -98.8590313 19.5623624, -98.8590672 19.5624549, -98.8591372 19.5625247)"
315681697,residential,False,False,41.111,,,Prolongación Morelos,,"LINESTRING (-98.8577566 19.5618525, -98.857367 19.5618963)"
737735983,secondary,True,False,51.401,,MEX 136,Hidalgo,,"LINESTRING (-98.8577566 19.5618525, -98.8576439 19.5623024)"
315681657,residential,False,True,171.399,,,Calle Zaragoza,,"LINESTRING (-98.857367 19.5618963, -98.8568312 19.5633527)"
315681697,residential,False,False,8.503,,,Prolongación Morelos,,"LINESTRING (-98.857367 19.5618963, -98.8572914 19.5619241)"
315681697,residential,False,True,41.111,,,Prolongación Morelos,,"LINESTRING (-98.857367 19.5618963, -98.8577566 19.5618525)"
315681697,residential,False,True,8.503,,,Prolongación Morelos,,"LINESTRING (-98.8572914 19.5619241, -98.857367 19.5618963)"
315681697,residential,False,False,261.418,,,Prolongación Morelos,,"LINESTRING (-98.8572914 19.5619241, -98.8569575 19.5620377, -98.8565818 19.5620858, -98.8563624 19.5621398, -98.8557935 19.5623478, -98.8549128 19.5626108)"
"[792235480, 782273826, 792235479]",residential,False,False,134.86700000000002,,,Prolongación De Morelos,,"LINESTRING (-98.8572914 19.5619241, -98.8570533 19.5615893, -98.8567627 19.5614148, -98.8567042 19.5613526, -98.8566898 19.5612923, -98.856733 19.5609545)"
315681677,residential,False,False,65.656,,,Calle Guillermo Prieto,,"LINESTRING (-98.8547023 19.562533, -98.8544695 19.5630812)"
782273824,tertiary,False,False,23.691,,,Benito Juárez,,"LINESTRING (-98.8547023 19.562533, -98.8549128 19.5626108)"
782273824,tertiary,False,True,47.412,,,Benito Juárez,,"LINESTRING (-98.8547023 19.562533, -98.8542743 19.5623946)"
315681682,residential,False,False,102.103,,,Calle Victoria,,"LINESTRING (-98.8591372 19.5625247, -98.8594818 19.5616658)"
315681682,residential,False,True,83.86,,,Calle Victoria,,"LINESTRING (-98.8591372 19.5625247, -98.858873 19.5632366)"
"[792230198, 792230199]",residential,False,True,102.23599999999999,,,"['Calle Rayón', 'Rayón']",,"LINESTRING (-98.8591372 19.5625247, -98.8592141 19.5625903, -98.8592682 19.5626888, -98.8594249 19.5631794, -98.8594389 19.5633774)"
792230200,residential,False,False,87.506,,,Rayón,,"LINESTRING (-98.8591372 19.5625247, -98.8590672 19.5624549, -98.8590313 19.5623624, -98.8588753 19.5617885)"
315681682,residential,False,False,83.86,,,Calle Victoria,,"LINESTRING (-98.858873 19.5632366, -98.8591372 19.5625247)"
315681682,residential,False,True,86.69,,,Calle Victoria,,"LINESTRING (-98.858873 19.5632366, -98.8586659 19.5639914)"
784032626,residential,False,False,61.325,,,Calle Allende,,"LINESTRING (-98.858873 19.5632366, -98.8594389 19.5633774)"
784032626,residential,False,True,70.721,,,Calle Allende,,"LINESTRING (-98.858873 19.5632366, -98.8582178 19.5630838)"
315681657,residential,False,False,171.399,,,Calle Zaragoza,,"LINESTRING (-98.8568312 19.5633527, -98.857367 19.5618963)"
315681657,residential,False,True,35.788,,,Calle Zaragoza,,"LINESTRING (-98.8568312 19.5633527, -98.8566887 19.5636452)"
782273824,tertiary,False,False,49.817,,,Benito Juárez,,"LINESTRING (-98.8568312 19.5633527, -98.8572897 19.5634713)"
782273824,tertiary,False,True,217.502,,,Benito Juárez,,"LINESTRING (-98.8568312 19.5633527, -98.856205 19.563155, -98.8555791 19.5628982, -98.8549128 19.5626108)"
315681677,residential,False,False,36.009,,,Calle Guillermo Prieto,,"LINESTRING (-98.8541519 19.5639004, -98.8540419 19.5642072)"
315681677,residential,False,True,49.474,,,Calle Guillermo Prieto,,"LINESTRING (-98.8541519 19.5639004, -98.8543031 19.5634789)"
782274674,residential,False,False,151.577,,,Calle Belisario Domínguez,,"LINESTRING (-98.8541519 19.5639004, -98.8555321 19.5643089)"
315681626,tertiary,False,False,7.242,,,Avenida Insurgentes,,"LINESTRING (-98.8586019 19.5639668, -98.8586659 19.5639914)"
"[792227740, 792227741]",residential,False,False,90.09,,,"['Victoria', 'Calle Victoria']",,"LINESTRING (-98.8586019 19.5639668, -98.8584147 19.5646567, -98.8583744 19.5646806, -98.8583179 19.5646811)"
792230194,tertiary,False,True,72.563,,,Avenida Insurgentes,,"LINESTRING (-98.8586019 19.5639668, -98.8580785 19.5637695, -98.8580133 19.5636648)"
315681626,tertiary,False,True,7.242,,,Avenida Insurgentes,,"LINESTRING (-98.8586659 19.5639914, -98.8586019 19.5639668)"
315681682,residential,False,False,86.69,,,Calle Victoria,,"LINESTRING (-98.8586659 19.5639914, -98.858873 19.5632366)"
315681626,tertiary,False,False,80.38,,,Avenida Insurgentes,,"LINESTRING (-98.8586659 19.5639914, -98.8589371 19.564078, -98.8594049 19.5641827)"
550519771,secondary,False,False,10.917,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.856035 19.5666119, -98.8559946 19.5667024)"
550519771,secondary,False,True,154.457,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.856035 19.5666119, -98.8566106 19.5653331)"
315681701,unclassified,False,False,215.34999999999997,,,Circuito Narciso Mendoza,,"LINESTRING (-98.856035 19.5666119, -98.855499 19.5664892, -98.8553031 19.5664782, -98.8550362 19.5664889, -98.8548489 19.5664859, -98.8547261 19.5664722, -98.8545914 19.5664371, -98.8541847 19.5662977, -98.8540374 19.5662468)"
315681664,residential,False,False,67.937,,,Calle Alberto Romero,,"LINESTRING (-98.8566327 19.5669194, -98.8572394 19.567135)"
315681664,residential,False,True,71.077,,,Calle Alberto Romero,,"LINESTRING (-98.8566327 19.5669194, -98.8559946 19.5667024)"
792318239,residential,False,True,165.733,,,Ignacio Comonfort,,"LINESTRING (-98.8566327 19.5669194, -98.857197 19.565527)"
315681664,residential,False,True,67.937,,,Calle Alberto Romero,,"LINESTRING (-98.8572394 19.567135, -98.8566327 19.5669194)"
315681689,residential,False,True,105.234,,,Calle Rayón,,"LINESTRING (-98.8594389 19.5633774, -98.8597908 19.5642638)"
784032626,residential,False,True,61.325,,,Calle Allende,,"LINESTRING (-98.8594389 19.5633774, -98.858873 19.5632366)"
"[315676641, 784032626]",residential,False,False,164.219,,,Calle Allende,,"LINESTRING (-98.8594389 19.5633774, -98.8603225 19.56357, -98.8604871 19.5635759, -98.8609827 19.5635676)"
"[792230198, 792230199]",residential,False,False,102.236,,,"['Calle Rayón', 'Rayón']",,"LINESTRING (-98.8594389 19.5633774, -98.8594249 19.5631794, -98.8592682 19.5626888, -98.8592141 19.5625903, -98.8591372 19.5625247)"
550519771,secondary,False,False,54.069,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.8571733 19.5638048, -98.8570183 19.5642686)"
550519771,secondary,False,True,39.038,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.8571733 19.5638048, -98.8572897 19.5634713)"
550521258,residential,False,False,53.786,,,Calle Zaragoza,,"LINESTRING (-98.8571733 19.5638048, -98.8566887 19.5636452)"
315681659,residential,False,False,65.113,,,Calle 5 de mayo,,"LINESTRING (-98.857197 19.565527, -98.8566106 19.5653331)"
792318239,residential,False,False,165.733,,,Ignacio Comonfort,,"LINESTRING (-98.857197 19.565527, -98.8566327 19.5669194)"
315681686,residential,False,True,91.529,,,Ignacio Comonfort,,"LINESTRING (-98.857197 19.565527, -98.857511 19.5653204, -98.8575854 19.5652361, -98.8577336 19.5649123)"
315681664,residential,False,False,71.077,,,Calle Alberto Romero,,"LINESTRING (-98.8559946 19.5667024, -98.8566327 19.5669194)"
550519771,secondary,False,False,71.355,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.8559946 19.5667024, -98.8557369 19.5672964)"
550519771,secondary,False,True,10.917,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.8559946 19.5667024, -98.856035 19.5666119)"
"[315676641, 784032626]",residential,False,True,164.219,,,Calle Allende,,"LINESTRING (-98.8609827 19.5635676, -98.8604871 19.5635759, -98.8603225 19.56357, -98.8594389 19.5633774)"
737736479,residential,False,True,133.747,,,Camino Real,,"LINESTRING (-98.8609827 19.5635676, -98.8610855 19.5634779, -98.8614926 19.563238, -98.8618174 19.5631352, -98.8621246 19.5630758)"
550519771,secondary,False,False,39.038,2,MEX 136,Calle Hidalgo,permissive,"LINESTRING (-98.8572897 19.5634713, -98.8571733 19.5638048)"
782273824,tertiary,False,True,49.817,,,Benito Juárez,,"LINESTRING (-98.8572897 19.5634713, -98.8568312 19.5633527)"
550521254,secondary,True,False,78.811,2,MEX 136,Benito Juarez,permissive,"LINESTRING (-98.8572897 19.5634713, -98.8577235 19.5635895, -98.8580133 19.5636648)"
737736479,residential,False,False,133.74699999999999,,,Camino Real,,"LINESTRING (-98.8621246 19.5630758, -98.8618174 19.5631352, -98.8614926 19.563238, -98.8610855 19.5634779, -98.8609827 19.5635676)"
784036117,unclassified,False,False,39.225,,,Cerrada Primera Cerrada De Aldama,,"LINESTRING (-98.8618659 19.5599211, -98.8618978 19.5600406, -98.8620756 19.5601975)"
315681630,residential,False,True,56.951,,,Calle Aldama,,"LINESTRING (-98.8620756 19.5601975, -98.8615973 19.5604408)"
784036117,unclassified,False,True,39.225,,,Cerrada Primera Cerrada De Aldama,,"LINESTRING (-98.8620756 19.5601975, -98.8618978 19.5600406, -98.8618659 19.5599211)"
315681657,residential,False,False,35.788,,,Calle Zaragoza,,"LINESTRING (-98.8566887 19.5636452, -98.8568312 19.5633527)"
550521258,residential,False,True,53.786,,,Calle Zaragoza,,"LINESTRING (-98.8566887 19.5636452, -98.8571733 19.5638048)"
"[550521263, 792238687, 784036119]",unclassified,False,False,109.329,,,Calle Belisario Domínguez,,"LINESTRING (-98.8566887 19.5636452, -98.856415 19.5637968, -98.8562405 19.5639629, -98.8561431 19.5641126, -98.856056 19.5643748)"
315681671,residential,False,False,64.039,,,Calle Narciso Mendoza,,"LINESTRING (-98.8547349 19.5646708, -98.8541746 19.5649009)"
315681671,residential,False,True,92.715,,,Calle Narciso Mendoza,,"LINESTRING (-98.8547349 19.5646708, -98.8555321 19.5643089)"
"[784032613, 784032614]",residential,False,False,95.173,,,,,"LINESTRING (-98.8547349 19.5646708, -98.8549585 19.5650145, -98.8549885 19.5650288, -98.8550222 19.5650243, -98.8553827 19.5648347)"
315681671,residential,False,False,47.071,,,Calle Narciso Mendoza,,"LINESTRING (-98.8541746 19.5649009, -98.853756 19.5650546)"
315681671,residential,False,True,64.039,,,Calle Narciso Mendoza,,"LINESTRING (-98.8541746 19.5649009, -98.8547349 19.5646708)"
901523235,residential,False,True,167.09199999999998,,,,,"LINESTRING (-98.8541746 19.5649009, -98.8544374 19.5653681, -98.8544509 19.5654138, -98.8544373 19.5654553, -98.8543596 19.5655375, -98.8543158 19.5656351, -98.8542566 19.565815, -98.8540374 19.5662468)"
315681684,residential,False,False,91.275,,,Calle Belisario Domínguez,,"LINESTRING (-98.856056 19.5643748, -98.8568767 19.5646501)"
"[782274674, 315681684, 784036118]",residential,False,True,64.75999999999999,,,Calle Belisario Domínguez,,"LINESTRING (-98.856056 19.5643748, -98.855985 19.5643571, -98.8559447 19.5644494, -98.8555321 19.5643089)"
"[784036119, 792238687, 550521263]",unclassified,False,True,109.32900000000001,,,Calle Belisario Domínguez,,"LINESTRING (-98.856056 19.5643748, -98.8561431 19.5641126, -98.8562405 19.5639629, -98.856415 19.5637968, -98.8566887 19.5636452)"
"[792230196, 550522702]",residential,False,True,140.26899999999998,,,Calle Victoria,,"LINESTRING (-98.8589335 19.5658256, -98.8581085 19.5654345, -98.8580744 19.565387, -98.8580757 19.5653302, -98.8581677 19.565067)"
782273533,residential,False,True,41.708,,,,,"LINESTRING (-98.8531351 19.5623959, -98.8532888 19.5620499)"
782273533,residential,False,False,41.708,,,,,"LINESTRING (-98.8532888 19.5620499, -98.8531351 19.5623959)"
782273824,tertiary,False,False,62.761,,,Benito Juárez,,"LINESTRING (-98.8532888 19.5620499, -98.8538466 19.5622556)"
"[782273825, 784036121]",residential,False,True,231.653,,,Prolongación De Morelos,,"LINESTRING (-98.8541395 19.5600115, -98.8552923 19.5604376, -98.8562007 19.560765)"
782273536,residential,False,True,48.356,,,,,"LINESTRING (-98.8541301 19.5628077, -98.8542743 19.5623946)"
782273536,residential,False,False,48.356,,,,,"LINESTRING (-98.8542743 19.5623946, -98.8541301 19.5628077)"
782273824,tertiary,False,False,47.412,,,Benito Juárez,,"LINESTRING (-98.8542743 19.5623946, -98.8547023 19.562533)"
782273824,tertiary,False,True,20.592,,,Benito Juárez,,"LINESTRING (-98.8542743 19.5623946, -98.8540869 19.5623388)"
784032612,residential,False,True,58.379,,,Calle Francisco Campillo,,"LINESTRING (-98.8536395 19.562743, -98.8538466 19.5622556)"
782273824,tertiary,False,False,26.824,,,Benito Juárez,,"LINESTRING (-98.8538466 19.5622556, -98.8540869 19.5623388)"
782273824,tertiary,False,True,62.761,,,Benito Juárez,,"LINESTRING (-98.8538466 19.5622556, -98.8532888 19.5620499)"
784032612,residential,False,False,58.379,,,Calle Francisco Campillo,,"LINESTRING (-98.8538466 19.5622556, -98.8536395 19.562743)"
782273538,residential,False,True,55.116,,,,,"LINESTRING (-98.8538915 19.562799, -98.8540869 19.5623388)"
782273538,residential,False,False,55.116,,,,,"LINESTRING (-98.8540869 19.5623388, -98.8538915 19.562799)"
782273824,tertiary,False,False,20.592,,,Benito Juárez,,"LINESTRING (-98.8540869 19.5623388, -98.8542743 19.5623946)"
782273824,tertiary,False,True,26.824,,,Benito Juárez,,"LINESTRING (-98.8540869 19.5623388, -98.8538466 19.5622556)"
782273546,residential,False,True,85.634,,,Cerrada Primera De Gómez Farías,,"LINESTRING (-98.8530817 19.5647486, -98.8533088 19.5640088)"
315681638,residential,False,True,79.916,,,Calle Gómez Farías,,"LINESTRING (-98.8533088 19.5640088, -98.8540419 19.5642072)"
782273546,residential,False,False,85.634,,,Cerrada Primera De Gómez Farías,,"LINESTRING (-98.8533088 19.5640088, -98.8530817 19.5647486)"
782273547,residential,False,True,25.111,,,,,"LINESTRING (-98.8542422 19.5630096, -98.8544695 19.5630812)"
315681677,residential,False,False,47.535,,,Calle Guillermo Prieto,,"LINESTRING (-98.8544695 19.5630812, -98.8543031 19.5634789)"
315681677,residential,False,True,65.656,,,Calle Guillermo Prieto,,"LINESTRING (-98.8544695 19.5630812, -98.8547023 19.562533)"
782273547,residential,False,False,25.111,,,,,"LINESTRING (-98.8544695 19.5630812, -98.8542422 19.5630096)"
782273548,residential,False,True,41.135,,,,,"LINESTRING (-98.8539372 19.5633448, -98.8543031 19.5634789)"
315681677,residential,False,False,49.474,,,Calle Guillermo Prieto,,"LINESTRING (-98.8543031 19.5634789, -98.8541519 19.5639004)"
315681677,residential,False,True,47.535,,,Calle Guillermo Prieto,,"LINESTRING (-98.8543031 19.5634789, -98.8544695 19.5630812)"
782273548,residential,False,False,41.135,,,,,"LINESTRING (-98.8543031 19.5634789, -98.8539372 19.5633448)"
"[784032613, 784032614]",residential,False,True,95.173,,,,,"LINESTRING (-98.8553827 19.5648347, -98.8550222 19.5650243, -98.8549885 19.5650288, -98.8549585 19.5650145, -98.8547349 19.5646708)"
784032615,residential,False,True,116.625,,,Cerrada Primera Cerrada Morelos,,"LINESTRING (-98.8566112 19.5597901, -98.8562007 19.560765)"
784032615,residential,False,False,116.625,,,Cerrada Primera Cerrada Morelos,,"LINESTRING (-98.8562007 19.560765, -98.8566112 19.5597901)"
784036121,residential,False,True,59.621,,,Prolongación De Morelos,,"LINESTRING (-98.8562007 19.560765, -98.856733 19.5609545)"
"[784036121, 782273825]",residential,False,False,231.653,,,Prolongación De Morelos,,"LINESTRING (-98.8562007 19.560765, -98.8552923 19.5604376, -98.8541395 19.5600115)"
784036111,residential,False,True,29.185,,,,,"LINESTRING (-98.8604267 19.5614039, -98.8601586 19.5613327)"
315681630,residential,False,False,112.412,,,Calle Aldama,,"LINESTRING (-98.8601586 19.5613327, -98.861032 19.5607456)"
315681630,residential,False,True,20.67,,,Calle Aldama,,"LINESTRING (-98.8601586 19.5613327, -98.8599913 19.5614312)"
784036111,residential,False,False,29.185,,,,,"LINESTRING (-98.8601586 19.5613327, -98.8604267 19.5614039)"
784036112,residential,False,True,195.487,,,Privada Aldama,,"LINESTRING (-98.8617732 19.5619523, -98.8599913 19.5614312)"
792222479,residential,False,True,82.41300000000001,,,Cerrada De Aldama,,"LINESTRING (-98.8602725 19.5605535, -98.8604602 19.5606078, -98.861032 19.5607456)"
315681630,residential,False,False,43.474,,,Calle Aldama,,"LINESTRING (-98.861032 19.5607456, -98.8613935 19.5605537)"
315681630,residential,False,True,112.412,,,Calle Aldama,,"LINESTRING (-98.861032 19.5607456, -98.8601586 19.5613327)"
784036113,residential,False,True,43.221000000000004,,,Cerrada Juan Pablo,,"LINESTRING (-98.861032 19.5607456, -98.861104 19.5608782, -98.861344 19.5609578)"
792222479,residential,False,False,82.41300000000001,,,Cerrada De Aldama,,"LINESTRING (-98.861032 19.5607456, -98.8604602 19.5606078, -98.8602725 19.5605535)"
784036116,residential,False,True,127.936,,,,,"LINESTRING (-98.8610099 19.5592865, -98.859854 19.5589158)"
792222478,residential,False,True,49.488,,,Privada Quetzalcóatl,,"LINESTRING (-98.8620481 19.5605736, -98.8615973 19.5604408)"
315681630,residential,False,False,56.951,,,Calle Aldama,,"LINESTRING (-98.8615973 19.5604408, -98.8620756 19.5601975)"
315681630,residential,False,True,24.771,,,Calle Aldama,,"LINESTRING (-98.8615973 19.5604408, -98.8613935 19.5605537)"
792222478,residential,False,False,49.488,,,Privada Quetzalcóatl,,"LINESTRING (-98.8615973 19.5604408, -98.8620481 19.5605736)"
784036113,residential,False,False,43.221000000000004,,,Cerrada Juan Pablo,,"LINESTRING (-98.861344 19.5609578, -98.861104 19.5608782, -98.861032 19.5607456)"
