osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
321093476,Р-44,вулиця Героїв Небесної Сотні,primary,,False,False,58.607,"LINESTRING (33.9104643 51.6740346, 33.9113136 51.6740548)",
28521568,Р-44,вулиця Терещенків,primary,50,False,True,170.445,"LINESTRING (33.9104643 51.6740346, 33.9103973 51.6748234, 33.9103223 51.6755649)",
28521582,О-190401,Київська вулиця,tertiary,,False,False,77.492,"LINESTRING (33.9080934 51.6775138, 33.906973 51.677459)",
28521582,О-190401,Київська вулиця,tertiary,,False,True,135.184,"LINESTRING (33.9080934 51.6775138, 33.9100471 51.6776157)",
28522153,,Михайлівський провулок,residential,,False,False,78.209,"LINESTRING (33.9080934 51.6775138, 33.9079733 51.6782132)",
446590802,О-190401,Веригінська вулиця,tertiary,,False,False,66.348,"LINESTRING (33.9040529 51.6775395, 33.9031665 51.6777717)",
"[446590802, 446738507, 446738506]",О-190401,Веригінська вулиця,tertiary,,False,True,51.467,"LINESTRING (33.9040529 51.6775395, 33.9043267 51.6774432, 33.9044872 51.6773926, 33.9046737 51.6773337, 33.9047114 51.6773218)",building_passage
321093476,Р-44,вулиця Героїв Небесної Сотні,primary,,False,True,169.182,"LINESTRING (33.9137655 51.6741094, 33.9113136 51.6740548)",
28521615,,Спаська вулиця,tertiary,,False,True,66.334,"LINESTRING (33.9136499 51.6757489, 33.9126911 51.6757002)",
193629061,,вулиця Шевченка,residential,,False,False,224.124,"LINESTRING (33.9136499 51.6757489, 33.9134258 51.6777597)",
662366846,,Валова вулиця,residential,,False,False,128.006,"LINESTRING (33.9073062 51.6811451, 33.9054501 51.6811174)",
662366846,,Валова вулиця,residential,,False,True,51.849,"LINESTRING (33.9073062 51.6811451, 33.908057 51.6811718)",
28522745,,Валова вулиця,residential,,False,False,261.525,"LINESTRING (33.9073062 51.6811451, 33.9071386 51.6809822, 33.907182 51.6800555, 33.9071551 51.6797536, 33.9069693 51.6788315)",
193629061,,вулиця Шевченка,residential,,False,True,232.271,"LINESTRING (33.9132212 51.6798447, 33.9134258 51.6777597)",
193629061,,вулиця Шевченка,residential,,False,False,165.719,"LINESTRING (33.9132212 51.6798447, 33.913165 51.6804322, 33.9131211 51.6808768, 33.9130754 51.6813323)",
"[28521608, 207201124]",,вулиця Спартака,residential,,False,True,242.426,"LINESTRING (33.9132212 51.6798447, 33.9109548 51.6797138, 33.9110184 51.678946)",
28521615,,Спаська вулиця,tertiary,,False,False,164.028,"LINESTRING (33.9103223 51.6755649, 33.9126911 51.6757002)",
28521568,Р-44,вулиця Терещенків,primary,50,False,False,170.445,"LINESTRING (33.9103223 51.6755649, 33.9103973 51.6748234, 33.9104643 51.6740346)",
28521568,Р-44,вулиця Терещенків,primary,50,False,True,228.832,"LINESTRING (33.9103223 51.6755649, 33.9101769 51.6766852, 33.9101491 51.6768501, 33.9100471 51.6776157)",
28521615,,Спаська вулиця,tertiary,,False,False,66.334,"LINESTRING (33.9126911 51.6757002, 33.9136499 51.6757489)",
28521615,,Спаська вулиця,tertiary,,False,True,164.028,"LINESTRING (33.9126911 51.6757002, 33.9103223 51.6755649)",
205724852,,площа Рудченка,tertiary,,False,False,225.748,"LINESTRING (33.9126911 51.6757002, 33.9124395 51.6776271, 33.9124237 51.6777236)",
28522154,,,residential,,False,False,76.763,"LINESTRING (33.9098926 51.6788632, 33.9087819 51.6788157)",
205724832,Р-65,вулиця Терещенків,primary,50,False,False,56.483,"LINESTRING (33.9098926 51.6788632, 33.9099568 51.6783568)",
205724832,Р-65,вулиця Терещенків,primary,50,False,True,261.659,"LINESTRING (33.9098926 51.6788632, 33.9095949 51.6812091)",
28522154,,,residential,,False,True,78.168,"LINESTRING (33.9098926 51.6788632, 33.9104219 51.6789043, 33.9110184 51.678946)",
28522154,,,residential,,False,False,62.834,"LINESTRING (33.9087819 51.6788157, 33.9078713 51.6787933)",
"[526997016, 28522153]",,Михайлівський провулок,residential,,False,True,416.388,"LINESTRING (33.9087819 51.6788157, 33.9086989 51.6795763, 33.9086017 51.6803796, 33.908143 51.6804123, 33.907635 51.6803568, 33.9076586 51.6801018, 33.9076961 51.6798021, 33.9078713 51.6787933)",
28522154,,,residential,,False,True,76.763,"LINESTRING (33.9087819 51.6788157, 33.9098926 51.6788632)",
28522860,,,unclassified,,False,False,120.307,"LINESTRING (33.9087819 51.6788157, 33.908831 51.6782694, 33.9079733 51.6782132)",
28522153,,Михайлівський провулок,residential,,False,True,64.887,"LINESTRING (33.9078713 51.6787933, 33.9079733 51.6782132)",
28522154,,,residential,,False,False,62.337,"LINESTRING (33.9078713 51.6787933, 33.9069693 51.6788315)",
28522154,,,residential,,False,True,62.834,"LINESTRING (33.9078713 51.6787933, 33.9087819 51.6788157)",
"[526997016, 28522153]",,Михайлівський провулок,residential,,False,False,416.38800000000003,"LINESTRING (33.9078713 51.6787933, 33.9076961 51.6798021, 33.9076586 51.6801018, 33.907635 51.6803568, 33.908143 51.6804123, 33.9086017 51.6803796, 33.9086989 51.6795763, 33.9087819 51.6788157)",
28522153,,Михайлівський провулок,residential,,False,False,64.887,"LINESTRING (33.9079733 51.6782132, 33.9078713 51.6787933)",
28522153,,Михайлівський провулок,residential,,False,True,78.209,"LINESTRING (33.9079733 51.6782132, 33.9080934 51.6775138)",
28522860,,,unclassified,,False,False,56.47,"LINESTRING (33.9079733 51.6782132, 33.9071568 51.6781735)",
28522860,,,unclassified,,False,True,120.307,"LINESTRING (33.9079733 51.6782132, 33.908831 51.6782694, 33.9087819 51.6788157)",
28522154,,,residential,,False,True,62.337,"LINESTRING (33.9069693 51.6788315, 33.9078713 51.6787933)",
28522745,,Валова вулиця,residential,,False,False,312.20799999999997,"LINESTRING (33.9069693 51.6788315, 33.9068599 51.6786992, 33.9067198 51.6785287, 33.9064396 51.6783067, 33.9061038 51.6781105, 33.9056997 51.6779331, 33.9052365 51.6778416, 33.9045978 51.6777639, 33.9039479 51.6777742, 33.9031665 51.6777717)",
28522745,,Валова вулиця,residential,,False,True,261.525,"LINESTRING (33.9069693 51.6788315, 33.9071551 51.6797536, 33.907182 51.6800555, 33.9071386 51.6809822, 33.9073062 51.6811451)",
446590802,О-190401,Веригінська вулиця,tertiary,,False,True,66.348,"LINESTRING (33.9031665 51.6777717, 33.9040529 51.6775395)",
28522745,,Валова вулиця,residential,,False,True,312.208,"LINESTRING (33.9031665 51.6777717, 33.9039479 51.6777742, 33.9045978 51.6777639, 33.9052365 51.6778416, 33.9056997 51.6779331, 33.9061038 51.6781105, 33.9064396 51.6783067, 33.9067198 51.6785287, 33.9068599 51.6786992, 33.9069693 51.6788315)",
28522860,,,unclassified,,False,True,56.47,"LINESTRING (33.9071568 51.6781735, 33.9079733 51.6782132)",
184962774,,Каплунова вулиця,residential,,False,False,139.645,"LINESTRING (33.9130754 51.6813323, 33.9139476 51.6813428, 33.9150969 51.6814008)",
193629061,,вулиця Шевченка,residential,,False,False,115.312,"LINESTRING (33.9130754 51.6813323, 33.9130468 51.6819666, 33.9130154 51.6823686)",
193629061,,вулиця Шевченка,residential,,False,True,165.719,"LINESTRING (33.9130754 51.6813323, 33.9131211 51.6808768, 33.913165 51.6804322, 33.9132212 51.6798447)",
184962773,,провулок Толстого,residential,,False,False,60.37,"LINESTRING (33.9152684 51.6819332, 33.9150969 51.6814008)",
184962773,,провулок Толстого,residential,,False,True,78.638,"LINESTRING (33.9152684 51.6819332, 33.9155398 51.6826201)",
184962779,,провулок Шевченка,residential,,False,False,131.09,"LINESTRING (33.9130154 51.6823686, 33.9148878 51.6825738)",
193629061,,вулиця Шевченка,residential,,False,True,115.312,"LINESTRING (33.9130154 51.6823686, 33.9130468 51.6819666, 33.9130754 51.6813323)",
184962779,,провулок Шевченка,residential,,False,False,45.245,"LINESTRING (33.9148878 51.6825738, 33.9155398 51.6826201)",
184962779,,провулок Шевченка,residential,,False,True,131.09,"LINESTRING (33.9148878 51.6825738, 33.9130154 51.6823686)",
184962773,,провулок Толстого,residential,,False,False,78.638,"LINESTRING (33.9155398 51.6826201, 33.9152684 51.6819332)",
184962779,,провулок Шевченка,residential,,False,True,45.245,"LINESTRING (33.9155398 51.6826201, 33.9148878 51.6825738)",
28521582,О-190401,Київська вулиця,tertiary,,False,True,156.728,"LINESTRING (33.9047114 51.6773218, 33.904822 51.6773216, 33.9062016 51.6774047, 33.906973 51.677459)",
320178767,,Пожежний провулок,residential,,False,False,225.029,"LINESTRING (33.9047114 51.6773218, 33.9045795 51.677158, 33.9045843 51.6770627, 33.904666 51.6769258, 33.9050453 51.6766846, 33.9051701 51.6766578, 33.9053237 51.6766608, 33.9059911 51.6766995, 33.907064 51.6767751)",
"[446738506, 446738507, 446590802]",О-190401,Веригінська вулиця,tertiary,,False,False,51.467,"LINESTRING (33.9047114 51.6773218, 33.9046737 51.6773337, 33.9044872 51.6773926, 33.9043267 51.6774432, 33.9040529 51.6775395)",building_passage
320178767,,Пожежний провулок,residential,,False,True,54.209999999999994,"LINESTRING (33.9078469 51.6768132, 33.9073835 51.6767799, 33.9070906 51.6767769, 33.907064 51.6767751)",
28521582,О-190401,Київська вулиця,tertiary,,False,True,77.492,"LINESTRING (33.906973 51.677459, 33.9080934 51.6775138)",
320178768,,,residential,,False,False,76.305,"LINESTRING (33.906973 51.677459, 33.907064 51.6767751)",
28521582,О-190401,Київська вулиця,tertiary,,False,False,156.728,"LINESTRING (33.906973 51.677459, 33.9062016 51.6774047, 33.904822 51.6773216, 33.9047114 51.6773218)",
320178768,,,residential,,False,True,76.305,"LINESTRING (33.907064 51.6767751, 33.906973 51.677459)",
320178767,,Пожежний провулок,residential,,False,False,54.209999999999994,"LINESTRING (33.907064 51.6767751, 33.9070906 51.6767769, 33.9073835 51.6767799, 33.9078469 51.6768132)",
320178767,,Пожежний провулок,residential,,False,True,225.029,"LINESTRING (33.907064 51.6767751, 33.9059911 51.6766995, 33.9053237 51.6766608, 33.9051701 51.6766578, 33.9050453 51.6766846, 33.904666 51.6769258, 33.9045843 51.6770627, 33.9045795 51.677158, 33.9047114 51.6773218)",
662366846,,Валова вулиця,residential,,False,False,51.849,"LINESTRING (33.908057 51.6811718, 33.9073062 51.6811451)",
662366846,,Валова вулиця,residential,,False,True,106.112,"LINESTRING (33.908057 51.6811718, 33.9095949 51.6812091)",
664149716,,Валова вулиця,residential,,False,True,124.829,"LINESTRING (33.908057 51.6811718, 33.9080495 51.6822944)",
321093476,Р-44,вулиця Героїв Небесної Сотні,primary,,False,False,169.182,"LINESTRING (33.9113136 51.6740548, 33.9137655 51.6741094)",
321093476,Р-44,вулиця Героїв Небесної Сотні,primary,,False,True,58.607,"LINESTRING (33.9113136 51.6740548, 33.9104643 51.6740346)",
184962773,,провулок Толстого,residential,,False,True,60.37,"LINESTRING (33.9150969 51.6814008, 33.9152684 51.6819332)",
184962774,,Каплунова вулиця,residential,,False,True,139.645,"LINESTRING (33.9150969 51.6814008, 33.9139476 51.6813428, 33.9130754 51.6813323)",
664149716,,Валова вулиця,residential,,False,False,124.829,"LINESTRING (33.9080495 51.6822944, 33.908057 51.6811718)",
28521608,,вулиця Спартака,residential,,False,True,60.447,"LINESTRING (33.9110184 51.678946, 33.9110633 51.6784031)",
"[28521608, 207201124]",,вулиця Спартака,residential,,False,False,242.426,"LINESTRING (33.9110184 51.678946, 33.9109548 51.6797138, 33.9132212 51.6798447)",
28522154,,,residential,,False,False,78.168,"LINESTRING (33.9110184 51.678946, 33.9104219 51.6789043, 33.9098926 51.6788632)",
662366846,,Валова вулиця,residential,,False,True,128.006,"LINESTRING (33.9054501 51.6811174, 33.9073062 51.6811451)",
