osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,width
47701785,True,Gral. Máximo Gómez (San Germán),residential,,False,103.611,,"LINESTRING (-75.8256008 20.0247964, -75.826592 20.0247652)",
691674814,True,Porfirio Valiente (Calvario),tertiary,50,False,81.656,,"LINESTRING (-75.8256008 20.0247964, -75.8254497 20.0255169)",
38905642,True,Gral. Portuondo (Trinidad),tertiary,30,False,31.033,,"LINESTRING (-75.827746 20.0256557, -75.8274496 20.0256373)",
38915541,True,Gral. Banderas (San Bartolomé),residential,,False,103.275,,"LINESTRING (-75.827746 20.0256557, -75.8277586 20.024727)",
38915541,True,Gral. Banderas (San Bartolomé),residential,,False,56.751,,"LINESTRING (-75.8277586 20.024727, -75.82785 20.0242239)",
47701785,True,Gral. Máximo Gómez (San Germán),residential,,False,70.464,,"LINESTRING (-75.8277586 20.024727, -75.8284327 20.0247059)",
38905643,True,Juan Bautista Sagarra (San Francisco),tertiary,50,False,61.792,,"LINESTRING (-75.82785 20.0242239, -75.82844 20.0241848)",
38915541,True,Gral. Banderas (San Bartolomé),residential,,False,92.233,,"LINESTRING (-75.82785 20.0242239, -75.8280119 20.0234085)",
689700296,True,Sánchez Hechavarría (San Jerónimo),residential,,False,25.971,,"LINESTRING (-75.8280119 20.0234085, -75.8277659 20.0234421)",
406085106,True,Pío Rosado (Carnicería),residential,,False,85.517,,"LINESTRING (-75.8274179 20.0234774, -75.8274434 20.0242461)",
689700296,True,Sánchez Hechavarría (San Jerónimo),residential,,False,166.694,,"LINESTRING (-75.8274179 20.0234774, -75.8258329 20.0236496)",
38905642,True,Gral. Portuondo (Trinidad),tertiary,30,False,78.728,,"LINESTRING (-75.8274496 20.0256373, -75.8266966 20.0256096)",
47701785,True,Gral. Máximo Gómez (San Germán),residential,,False,32.701,,"LINESTRING (-75.8274456 20.0247248, -75.8277586 20.024727)",
406085106,True,Pío Rosado (Carnicería),residential,,False,101.466,,"LINESTRING (-75.8274456 20.0247248, -75.8274496 20.0256373)",
38905643,True,Juan Bautista Sagarra (San Francisco),tertiary,50,False,42.55,,"LINESTRING (-75.8274434 20.0242461, -75.82785 20.0242239)",
406085106,True,Pío Rosado (Carnicería),residential,,False,53.23,,"LINESTRING (-75.8274434 20.0242461, -75.8274456 20.0247248)",
406085106,True,Pío Rosado (Carnicería),residential,,False,123.02,,"LINESTRING (-75.8273603 20.0223724, -75.8273753 20.0226171, -75.8274179 20.0234774)",
857582837,True,Mayía Rodríguez (Reloj),tertiary,40,False,76.928,,"LINESTRING (-75.8252325 20.0236888, -75.8253211 20.023002)",
38905643,True,Juan Bautista Sagarra (San Francisco),tertiary,50,False,56.742,,"LINESTRING (-75.8251359 20.0244431, -75.8256772 20.0244013)",
857582837,True,Mayía Rodríguez (Reloj),tertiary,40,False,84.479,,"LINESTRING (-75.8251359 20.0244431, -75.8252325 20.0236888)",
47701785,True,Gral. Máximo Gómez (San Germán),residential,,False,54.357,,"LINESTRING (-75.8250806 20.024806, -75.8256008 20.0247964)",
364622837,True,Mayía Rodríguez (Reloj),tertiary,50,False,40.764,,"LINESTRING (-75.8250806 20.024806, -75.8251359 20.0244431)",
857582837,True,Mayía Rodríguez (Reloj),tertiary,40,False,143.026,,"LINESTRING (-75.8253211 20.023002, -75.8254236 20.0222632, -75.8255002 20.0217268)",
47846423,True,Sánchez Hechavarría (San Jerónimo),residential,,False,67.728,,"LINESTRING (-75.8296467 20.0232569, -75.8289985 20.0232663)",
689135330,True,Félix Pena (Santo Tomás),residential,,False,11.591,,"LINESTRING (-75.8296467 20.0232569, -75.8296569 20.0231531)",
38915274,True,Hartmann (San Félix),residential,,False,179.88600000000002,,"LINESTRING (-75.8284297 20.0233226, -75.8284451 20.0227805, -75.8284658 20.0223936, -75.8284957 20.0217061)",
689700296,True,Sánchez Hechavarría (San Jerónimo),residential,,False,45.146,,"LINESTRING (-75.8284297 20.0233226, -75.8283469 20.023364, -75.8280119 20.0234085)",
47701785,True,Gral. Máximo Gómez (San Germán),residential,,False,95.871,,"LINESTRING (-75.8302917 20.0246652, -75.831207 20.024727)",
432764928,True,Mariano Corona (San Juan Nepomuceno),residential,,False,24.041,,"LINESTRING (-75.8302917 20.0246652, -75.8302935 20.024449)",
689135326,True,Mariano Corona (San Juan Nepomuceno),tertiary,40,False,66.989,,"LINESTRING (-75.8303189 20.0239005, -75.8303648 20.0232996)",
432764926,True,Juan Bautista Sagarra (San Francisco),tertiary,50,False,63.815000000000005,,"LINESTRING (-75.8303189 20.0239005, -75.8307223 20.0238318, -75.830923 20.0238391)",
38933464,True,Peralejo (Factoría),residential,,False,130.805,,"LINESTRING (-75.8336017 20.0244692, -75.8337093 20.0232972)",
563499120,True,Sánchez Hechavarría (San Jerónimo),residential,,False,114.257,,"LINESTRING (-75.8336017 20.0244692, -75.8325715 20.0241243)",
38933734,True,Cornelio Robert (Jagüey),residential,,False,104.514,,"LINESTRING (-75.8337262 20.0231485, -75.8327274 20.0230957)",
38933464,True,Peralejo (Factoría),residential,,False,162.66199999999998,,"LINESTRING (-75.8337262 20.0231485, -75.8337542 20.0225307, -75.833741 20.0221249, -75.8336999 20.0216881)",
38933734,True,Cornelio Robert (Jagüey),residential,,False,60.1,,"LINESTRING (-75.8317803 20.02303, -75.831211 20.0229524)",
47701528,False,Gral. M. Lora (Escudero),residential,,False,85.191,,"LINESTRING (-75.8317803 20.02303, -75.8316708 20.0233799, -75.8315084 20.0237512)",
563499120,True,Sánchez Hechavarría (San Jerónimo),residential,,False,74.578,,"LINESTRING (-75.8310174 20.0235714, -75.8303648 20.0232996)",
38933758,True,Padre Pico (Hospital),residential,,False,71.856,,"LINESTRING (-75.8310174 20.0235714, -75.8311305 20.0232747, -75.831211 20.0229524)",
38933758,True,Padre Pico (Hospital),residential,,False,31.358,,"LINESTRING (-75.830923 20.0238391, -75.8310174 20.0235714)",
432764926,True,Juan Bautista Sagarra (San Francisco),tertiary,50,False,80.982,,"LINESTRING (-75.830923 20.0238391, -75.8311124 20.0238971, -75.8316461 20.0241005)",
38933734,True,Cornelio Robert (Jagüey),residential,,False,86.013,,"LINESTRING (-75.831211 20.0229524, -75.8303935 20.0228608)",
38933758,True,Padre Pico (Hospital),residential,,False,119.792,,"LINESTRING (-75.831211 20.0229524, -75.8311846 20.0225023, -75.8311908 20.0218758)",
49724194,True,Francisco Vicente Aguilera (Marina),secondary,40,False,76.863,,"LINESTRING (-75.8311908 20.0218758, -75.8304567 20.0218301)",
608357606,True,Bartolomé Masó (San Basilio),residential,,False,24.732,,"LINESTRING (-75.8339186 20.0212063, -75.8341421 20.0212796)",
608357602,True,Peralejo (Factoría),residential,,False,32.027,,"LINESTRING (-75.8337773 20.0214619, -75.8339186 20.0212063)",
264672296,True,José María Heredia (Catedral),residential,,False,137.08,,"LINESTRING (-75.8304977 20.021197, -75.8318067 20.0212815)",
742339012,True,Mariano Corona (San Juan Nepomuceno),tertiary,50,False,69.555,,"LINESTRING (-75.8304977 20.021197, -75.8305029 20.0205715)",
689135332,True,José María Heredia (Catedral),residential,,False,72.151,,"LINESTRING (-75.8298079 20.0211656, -75.8304977 20.021197)",
830895794,True,Félix Peña (Santo Tomás),tertiary,40,False,15.445,,"LINESTRING (-75.8298079 20.0211656, -75.8297982 20.0213042)",6
47700166,True,B Varona (Teniente Rey),residential,,False,40.136,,"LINESTRING (-75.8336571 20.0209961, -75.833853 20.0206856)",
693060839,True,Bartolomé Masó (San Basilio),residential,,False,35.954,,"LINESTRING (-75.8336571 20.0209961, -75.8339186 20.0212063)",
182551900,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,54.967,,"LINESTRING (-75.8299025 20.0198585, -75.8304285 20.0198692)",
364622810,True,Félix Pena (Santo Tomás),tertiary,50,False,77.766,,"LINESTRING (-75.8299025 20.0198585, -75.8298655 20.020557)",6
182551900,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,70.478,,"LINESTRING (-75.8292284 20.0198344, -75.8299025 20.0198585)",
577321225,True,Gral. Lacret (San Pedro),residential,,False,11.067,,"LINESTRING (-75.8292284 20.0198344, -75.8292198 20.0199336)",
264672296,True,José María Heredia (Catedral),residential,,False,90.605,,"LINESTRING (-75.8318067 20.0212815, -75.8326715 20.0213426)",
79943408,True,Padre Pico (Hospital),residential,,False,78.38900000000001,,"LINESTRING (-75.8318067 20.0212815, -75.8318 20.0208823, -75.8317879 20.0205768)",
693060840,True,Padre Pico (Hospital),residential,,False,77.879,,"LINESTRING (-75.8317879 20.0205768, -75.8318183 20.019877)",
693060839,True,Bartolomé Masó (San Basilio),residential,,False,208.22899999999998,,"LINESTRING (-75.8317879 20.0205768, -75.8322577 20.0205811, -75.8323253 20.0205831, -75.8326192 20.0205957, -75.8329519 20.0206285, -75.8332787 20.0207025, -75.8336571 20.0209961)",
182551900,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,115.084,,"LINESTRING (-75.8318183 20.019877, -75.8329197 20.019861)",
38947832,True,Padre Pico (Hospital),residential,,False,5.696,,"LINESTRING (-75.8318413 20.0194979, -75.8318431 20.0194467)",
87365021,True,Diego Palacios (Santa Rita),residential,,False,148.31300000000002,,"LINESTRING (-75.8318413 20.0194979, -75.8312317 20.0193974, -75.830888 20.0193511, -75.8304373 20.0193042)",
"[47701418, 38947834]",True,Gral. Jesús Rabí (Gral. Torres),residential,,False,116.75,,"LINESTRING (-75.8326664 20.0190207, -75.8326128 20.0192681, -75.8325761 20.0193518, -75.8325145 20.0193983, -75.8324326 20.0194059, -75.8318431 20.0194467)",
47701419,True,Gral. Jesús Rabí (Gral. Torres),residential,,False,83.647,,"LINESTRING (-75.8326664 20.0190207, -75.8327457 20.0191357, -75.8327535 20.0192283, -75.832746 20.0192954, -75.8326935 20.0193883, -75.8326036 20.0194766, -75.8323865 20.0195773)",
87365021,True,Diego Palacios (Santa Rita),residential,,False,69.47,,"LINESTRING (-75.8299361 20.0192359, -75.8292797 20.0191361)",
364622810,True,Félix Pena (Santo Tomás),tertiary,50,False,69.319,,"LINESTRING (-75.8299361 20.0192359, -75.8299025 20.0198585)",6
87365021,True,Diego Palacios (Santa Rita),residential,,False,130.607,,"LINESTRING (-75.8270595 20.0189498, -75.8258151 20.0188377)",
64942752,True,Porfirio Valiente (Calvario),tertiary,50,False,53.819,,"LINESTRING (-75.8270595 20.0189498, -75.8270447 20.0190577, -75.8270004 20.0194306)",
406085112,True,Mayía Rodríguez (Reloj),residential,,False,55.208,,"LINESTRING (-75.8255881 20.0209229, -75.8256489 20.0204297)",
38933845,True,José María Heredia (Catedral),residential,,False,128.192,,"LINESTRING (-75.8255881 20.0209229, -75.8260305 20.0209707, -75.8262972 20.0209974, -75.8268088 20.0210388)",
406085112,True,Mayía Rodríguez (Reloj),residential,,False,59.78,,"LINESTRING (-75.8256489 20.0204297, -75.8257169 20.0198959)",
691674817,True,Bartolomé Masó (San Basilio),residential,,False,98.35,,"LINESTRING (-75.8256489 20.0204297, -75.8247098 20.0203684)",
87365021,True,Diego Palacios (Santa Rita),residential,,False,108.317,,"LINESTRING (-75.8258151 20.0188377, -75.8247828 20.0187475)",
406085112,True,Mayía Rodríguez (Reloj),residential,,False,74.279,,"LINESTRING (-75.8258151 20.0188377, -75.8259327 20.0181789)",
38933845,True,José María Heredia (Catedral),residential,,False,92.151,,"LINESTRING (-75.8247113 20.0208327, -75.8255881 20.0209229)",
38947853,True,Padre Quiroga (Clarín),residential,,False,51.628,,"LINESTRING (-75.8247098 20.0203684, -75.8247113 20.0208327)",
38947853,True,Padre Quiroga (Clarín),residential,,False,74.155,,"LINESTRING (-75.8247828 20.0187475, -75.8247461 20.0194135)",
690242501,True,Bartolomé Masó (San Basilio),residential,,False,66.085,,"LINESTRING (-75.8291973 20.0205256, -75.8285656 20.020495)",
689700293,True,Gral. Lacret (San Pedro),residential,,False,63.586999999999996,,"LINESTRING (-75.8291973 20.0205256, -75.8291735 20.0210264, -75.8291707 20.0210969)",
577321225,True,Gral. Lacret (San Pedro),residential,,False,65.869,,"LINESTRING (-75.8292198 20.0199336, -75.8291973 20.0205256)",
87365021,True,Diego Palacios (Santa Rita),residential,,False,62.768,,"LINESTRING (-75.8292797 20.0191361, -75.8286797 20.0191073)",
577321225,True,Gral. Lacret (San Pedro),residential,,False,77.832,,"LINESTRING (-75.8292797 20.0191361, -75.8292284 20.0198344)",
122001803,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,62.712,,"LINESTRING (-75.8286209 20.0198957, -75.8292198 20.0199336)",
690242499,True,Hartmann (San Félix),residential,,False,87.883,,"LINESTRING (-75.8286209 20.0198957, -75.8286496 20.0194739, -75.8286797 20.0191073)",
64942752,True,Porfirio Valiente (Calvario),tertiary,50,False,65.576,,"LINESTRING (-75.8269517 20.0198897, -75.8268891 20.0204765)",
122001803,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,77.132,,"LINESTRING (-75.8269517 20.0198897, -75.8276898 20.0199048)",
122001803,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,129.009,,"LINESTRING (-75.8257169 20.0198959, -75.8269517 20.0198897)",
406085112,True,Mayía Rodríguez (Reloj),residential,,False,51.536,,"LINESTRING (-75.8257169 20.0198959, -75.8257535 20.0194337)",
38947853,True,Padre Quiroga (Clarín),residential,,False,52.165,,"LINESTRING (-75.8247285 20.0198996, -75.8247098 20.0203684)",
122001803,True,Joaquín Castillo Duany (Santa Lucía),residential,,False,103.265,,"LINESTRING (-75.8247285 20.0198996, -75.8257169 20.0198959)",
38947863,True,Pío Rosado (Carnicería),residential,,False,52.811,,"LINESTRING (-75.8279875 20.0195186, -75.8281056 20.0190568)",
49085502,True,Eduardo Yero (Rey Pelayo),residential,,False,103.592,,"LINESTRING (-75.8279875 20.0195186, -75.8270004 20.0194306)",
49085502,True,Eduardo Yero (Rey Pelayo),residential,,False,130.272,,"LINESTRING (-75.8270004 20.0194306, -75.8257535 20.0194337)",
64942752,True,Porfirio Valiente (Calvario),tertiary,50,False,51.303,,"LINESTRING (-75.8270004 20.0194306, -75.8269517 20.0198897)",
49085502,True,Eduardo Yero (Rey Pelayo),residential,,False,105.273,,"LINESTRING (-75.8257535 20.0194337, -75.8247461 20.0194135)",
406085112,True,Mayía Rodríguez (Reloj),residential,,False,66.584,,"LINESTRING (-75.8257535 20.0194337, -75.8258151 20.0188377)",
38947853,True,Padre Quiroga (Clarín),residential,,False,54.083,,"LINESTRING (-75.8247461 20.0194135, -75.8247285 20.0198996)",
38948373,True,José de Diego (Princesa),residential,,False,34.106,,"LINESTRING (-75.8284826 20.0170984, -75.8288045 20.0171494)",
38947922,True,Rafael P. Salcedo (San Carlos),residential,,False,10.602,,"LINESTRING (-75.8335746 20.0187259, -75.8336149 20.0188134)",
90989346,False,Santiago,residential,,False,53.575,,"LINESTRING (-75.8335746 20.0187259, -75.833676 20.0182536)",
38947834,True,Gral. Jesús Rabí (Gral. Torres),residential,,False,39.25,,"LINESTRING (-75.8327081 20.0186699, -75.8326664 20.0190207)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,90.743,,"LINESTRING (-75.8327081 20.0186699, -75.8335746 20.0187259)",
38947832,True,Padre Pico (Hospital),residential,,False,54.578,,"LINESTRING (-75.8318857 20.018617, -75.8318977 20.0181263)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,86.123,,"LINESTRING (-75.8318857 20.018617, -75.8327081 20.0186699)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,148.209,,"LINESTRING (-75.8304678 20.0185756, -75.8318857 20.018617)",
742339012,True,Mariano Corona (San Juan Nepomuceno),tertiary,50,False,66.394,,"LINESTRING (-75.8304678 20.0185756, -75.830484 20.0179787)",
364622810,True,Félix Pena (Santo Tomás),tertiary,50,False,75.998,,"LINESTRING (-75.8299564 20.0185527, -75.8299361 20.0192359)",6
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,53.49,,"LINESTRING (-75.8299564 20.0185527, -75.8304678 20.0185756)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,62.94,,"LINESTRING (-75.8293541 20.0185408, -75.8299564 20.0185527)",
577321225,True,Gral. Lacret (San Pedro),residential,,False,66.649,,"LINESTRING (-75.8293541 20.0185408, -75.8292797 20.0191361)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,67.501,,"LINESTRING (-75.8287092 20.0185041, -75.8293541 20.0185408)",
690242499,True,Hartmann (San Félix),residential,,False,68.415,,"LINESTRING (-75.8287092 20.0185041, -75.8287588 20.0178906)",
38947863,True,Pío Rosado (Carnicería),residential,,False,65.547,,"LINESTRING (-75.8282154 20.0184418, -75.8283326 20.0178627)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,52.054,,"LINESTRING (-75.8282154 20.0184418, -75.8287092 20.0185041)",
64942752,True,Porfirio Valiente (Calvario),tertiary,50,False,72.516,,"LINESTRING (-75.8271377 20.0183018, -75.8270595 20.0189498)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,113.666,,"LINESTRING (-75.8271377 20.0183018, -75.8282154 20.0184418)",
406085112,True,Mayía Rodríguez (Reloj),residential,,False,59.865,,"LINESTRING (-75.8259327 20.0181789, -75.8260112 20.0176456)",
364622847,True,Rafael P. Salcedo (San Carlos),residential,,False,126.66300000000001,,"LINESTRING (-75.8259327 20.0181789, -75.8266018 20.018235, -75.8271377 20.0183018)",
38947873,True,Desiderio Mesnier (Santa Rosa),residential,,False,92.117,,"LINESTRING (-75.833676 20.0182536, -75.832799 20.0181682)",
90989346,False,Santiago,residential,,True,53.575,,"LINESTRING (-75.833676 20.0182536, -75.8335746 20.0187259)",
90989346,False,Santiago,residential,,False,87.00699999999999,,"LINESTRING (-75.833676 20.0182536, -75.8337231 20.0178712, -75.833768 20.0175872, -75.8337682 20.0175464, -75.833748 20.0175201, -75.8337119 20.0175049)",
38947834,True,Gral. Jesús Rabí (Gral. Torres),residential,,False,56.589,,"LINESTRING (-75.832799 20.0181682, -75.8327081 20.0186699)",
38947873,True,Desiderio Mesnier (Santa Rosa),residential,,False,94.28,,"LINESTRING (-75.832799 20.0181682, -75.8318977 20.0181263)",
38947832,True,Padre Pico (Hospital),residential,,False,83.518,,"LINESTRING (-75.8318977 20.0181263, -75.8319294 20.0173758)",
38947873,True,Desiderio Mesnier (Santa Rosa),residential,,False,54.881,,"LINESTRING (-75.8318977 20.0181263, -75.8313764 20.0180656)",
38947873,True,Desiderio Mesnier (Santa Rosa),residential,,False,53.26,,"LINESTRING (-75.830484 20.0179787, -75.8299757 20.0179423)",
742339012,True,Mariano Corona (San Juan Nepomuceno),tertiary,50,False,87.629,,"LINESTRING (-75.830484 20.0179787, -75.8305315 20.0171919)",
38947873,True,Desiderio Mesnier (Santa Rosa),residential,,False,60.016,,"LINESTRING (-75.8299757 20.0179423, -75.8294017 20.0179212)",
