osmid,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,ref,name
109827187,secondary,False,True,254.76299999999998,"LINESTRING (-84.1999227 22.0804322, -84.1999156 22.0809098, -84.1999136 22.0810395, -84.1999031 22.0817164, -84.1998935 22.0823314, -84.1998875 22.0827231)",,50,,,
109827185,secondary,False,False,61.982,"LINESTRING (-84.2007156 22.0796914, -84.2010038 22.079697, -84.201317 22.0797031)",,50,,,
109827185,secondary,False,True,80.481,"LINESTRING (-84.2007156 22.0796914, -84.2002715 22.0796828, -84.1999347 22.0796763)",,50,,,
109963691,tertiary,False,False,225.28199999999998,"LINESTRING (-84.2080805 22.0799756, -84.2080916 22.0793253, -84.2080927 22.0792636, -84.2080586 22.0790635, -84.2079973 22.078931, -84.2079245 22.0787804, -84.2076855 22.0783861, -84.2075006 22.078081)",,50,,,
109963691,tertiary,False,True,180.54700000000003,"LINESTRING (-84.2080805 22.0799756, -84.2080698 22.080597, -84.2080587 22.081244, -84.2080526 22.0815991)",,50,,,
109963703,residential,False,False,221.00599999999994,"LINESTRING (-84.2080805 22.0799756, -84.2071419 22.0799606, -84.2070992 22.0799698, -84.206689 22.0802402, -84.2065892 22.0802896, -84.206371 22.0802919, -84.2062258 22.0802904, -84.2060435 22.0802885)",,,,,
799524345,primary,False,False,18.74,"LINESTRING (-84.2060077 22.0826844, -84.2058499 22.0827682)",,50,2,CC,Carretera Panamericana
109963702,residential,False,False,266.44100000000003,"LINESTRING (-84.2060077 22.0826844, -84.2060147 22.0822145, -84.2060291 22.0815421, -84.2060338 22.0809394, -84.2060435 22.0802885)",,,,,
799524345,primary,False,True,242.816,"LINESTRING (-84.2060077 22.0826844, -84.2064173 22.082467, -84.2080526 22.0815991)",,50,2,CC,Carretera Panamericana
109963702,residential,False,True,266.44100000000003,"LINESTRING (-84.2060435 22.0802885, -84.2060338 22.0809394, -84.2060291 22.0815421, -84.2060147 22.0822145, -84.2060077 22.0826844)",,,,,
109963703,residential,False,False,78.234,"LINESTRING (-84.2060435 22.0802885, -84.2058152 22.0802861, -84.2052843 22.0802804)",,,,,
109963703,residential,False,True,221.00599999999997,"LINESTRING (-84.2060435 22.0802885, -84.2062258 22.0802904, -84.206371 22.0802919, -84.2065892 22.0802896, -84.206689 22.0802402, -84.2070992 22.0799698, -84.2071419 22.0799606, -84.2080805 22.0799756)",,,,,
109963691,tertiary,False,True,49.235,"LINESTRING (-84.2072251 22.0776262, -84.207459 22.0780123)",,50,,,
109963690,residential,False,True,134.542,"LINESTRING (-84.2072251 22.0776262, -84.20804 22.0776323, -84.2081639 22.0776665, -84.2081922 22.0777327, -84.2081922 22.0779458, -84.2082208 22.077989)",,,,,
109963691,tertiary,False,False,97.721,"LINESTRING (-84.2072251 22.0776262, -84.2070915 22.0774057, -84.2067608 22.0768599)",,50,,,
109963691,tertiary,False,False,180.54700000000003,"LINESTRING (-84.2080526 22.0815991, -84.2080587 22.081244, -84.2080698 22.080597, -84.2080805 22.0799756)",,50,,,
799524345,primary,False,False,242.816,"LINESTRING (-84.2080526 22.0815991, -84.2064173 22.082467, -84.2060077 22.0826844)",,50,2,CC,Carretera Panamericana
109963691,tertiary,False,False,12.813,"LINESTRING (-84.2067608 22.0768599, -84.2066994 22.0767597)",,50,,,
109963691,tertiary,False,True,97.721,"LINESTRING (-84.2067608 22.0768599, -84.2070915 22.0774057, -84.2072251 22.0776262)",,50,,,
109963691,tertiary,False,True,12.813,"LINESTRING (-84.2066994 22.0767597, -84.2067608 22.0768599)",,50,,,
109963701,secondary,True,False,163.769,"LINESTRING (-84.2066994 22.0767597, -84.2060195 22.077121, -84.2059036 22.0771825, -84.2053197 22.0774908)",,50,,,
269944911,tertiary,False,False,135.502,"LINESTRING (-84.2066994 22.0767597, -84.2064233 22.0763046, -84.2060549 22.0756975)",,,,,
109963692,secondary,True,False,162.722,"LINESTRING (-84.2053972 22.077598, -84.2067608 22.0768599)",,50,,,
109963699,residential,True,False,14.348,"LINESTRING (-84.2053972 22.077598, -84.2053197 22.0774908)",,,,,
109963701,secondary,True,False,10.996,"LINESTRING (-84.2053197 22.0774908, -84.2052254 22.0775371)",,50,,,
109963701,secondary,True,False,128.387,"LINESTRING (-84.2052254 22.0775371, -84.2041443 22.0781111)",,50,,,
377197589,residential,True,False,14.772,"LINESTRING (-84.2052254 22.0775371, -84.205299 22.0776511)",,,,,
269944911,tertiary,False,True,135.502,"LINESTRING (-84.2060549 22.0756975, -84.2064233 22.0763046, -84.2066994 22.0767597)",,,,,
556031470,secondary,False,True,80.967,"LINESTRING (-84.2027936 22.078904, -84.203118 22.0795672)",,50,,,
109963692,secondary,True,False,167.153,"LINESTRING (-84.2027936 22.078904, -84.2029098 22.0789063, -84.204219 22.0782166)",,50,,,
109963699,residential,True,False,112.958,"LINESTRING (-84.2058953 22.0784902, -84.2058923 22.0783876, -84.2053972 22.077598)",,,,,
"[109963704, 823007683]",residential,False,True,200.00100000000003,"LINESTRING (-84.2058953 22.0784902, -84.206056 22.0787532, -84.2061627 22.0786965, -84.2062897 22.0786289, -84.2069206 22.0782934, -84.2070691 22.0782158, -84.207459 22.0780123)",,,,,
109963691,tertiary,False,False,49.235,"LINESTRING (-84.207459 22.0780123, -84.2072251 22.0776262)",,50,,,
109963691,tertiary,False,True,8.76,"LINESTRING (-84.207459 22.0780123, -84.2075006 22.078081)",,50,,,
"[109963704, 823007683]",residential,False,False,200.001,"LINESTRING (-84.207459 22.0780123, -84.2070691 22.0782158, -84.2069206 22.0782934, -84.2062897 22.0786289, -84.2061627 22.0786965, -84.206056 22.0787532, -84.2058953 22.0784902)",,,,,
109963703,residential,False,False,189.46999999999997,"LINESTRING (-84.2052843 22.0802804, -84.2052349 22.0802798, -84.2040658 22.0802674, -84.2038278 22.0802648, -84.2037578 22.0802641, -84.2035453 22.0802616, -84.2034507 22.0802325)",,,,,
109963703,residential,False,True,78.234,"LINESTRING (-84.2052843 22.0802804, -84.2058152 22.0802861, -84.2060435 22.0802885)",,,,,
109963706,residential,False,False,137.268,"LINESTRING (-84.2052843 22.0802804, -84.2052844 22.0800875, -84.2052845 22.0799549, -84.2050621 22.0795857, -84.2049877 22.0794621, -84.2048064 22.0791612)",,,,,
109963692,secondary,True,False,127.821,"LINESTRING (-84.204219 22.0782166, -84.205299 22.0776511)",,50,,,
109963706,residential,False,False,14.031,"LINESTRING (-84.204219 22.0782166, -84.2041443 22.0781111)",,,,,
109963706,residential,False,True,121.227,"LINESTRING (-84.204219 22.0782166, -84.2047639 22.0790907, -84.2048064 22.0791612)",,,,,
109963706,residential,False,True,14.031,"LINESTRING (-84.2041443 22.0781111, -84.204219 22.0782166)",,,,,
109963701,secondary,True,False,166.35199999999998,"LINESTRING (-84.2041443 22.0781111, -84.20286 22.0787998, -84.2027936 22.078904)",,50,,,
109963706,residential,False,False,121.227,"LINESTRING (-84.2048064 22.0791612, -84.2047639 22.0790907, -84.204219 22.0782166)",,,,,
109963706,residential,False,True,137.268,"LINESTRING (-84.2048064 22.0791612, -84.2049877 22.0794621, -84.2050621 22.0795857, -84.2052845 22.0799549, -84.2052844 22.0800875, -84.2052843 22.0802804)",,,,,
109963707,residential,False,False,190.414,"LINESTRING (-84.2048064 22.0791612, -84.2037283 22.079133, -84.203118 22.0795672)",,,,,
109963692,secondary,True,False,11.715,"LINESTRING (-84.205299 22.0776511, -84.2053972 22.077598)",,50,,,
109963694,residential,True,False,113.548,"LINESTRING (-84.205299 22.0776511, -84.2057887 22.0784406, -84.2058953 22.0784902)",,,,,
"[1258406662, 909195191]",residential,False,True,235.79000000000002,"LINESTRING (-84.20432 22.0812569, -84.2047206 22.0819673, -84.2048813 22.0821068, -84.2058499 22.0827682)",,,,,
823007685,tertiary,False,False,8.129,"LINESTRING (-84.2019316 22.0827363, -84.2018528 22.0827399)",,,,,
269944937,residential,False,False,87.909,"LINESTRING (-84.2019316 22.0827363, -84.2025305 22.083182, -84.2025433 22.0832599)",,,,,
"[909187085, 909187084, 823007685]",tertiary,False,True,330.896,"LINESTRING (-84.2019316 22.0827363, -84.2020682 22.0827078, -84.2021758 22.0826704, -84.2023197 22.082579, -84.2024074 22.0824929, -84.2024806 22.0823674, -84.2025362 22.0822332, -84.2027888 22.0816963, -84.2028283 22.0816089, -84.2028833 22.0814871, -84.2030532 22.0811115, -84.2031224 22.0809522, -84.2032615 22.0806317, -84.2033418 22.0804467, -84.2033735 22.0803844, -84.2034144 22.0803039, -84.2034507 22.0802325)",yes,,,,
799524345,primary,False,True,18.74,"LINESTRING (-84.2058499 22.0827682, -84.2060077 22.0826844)",,50,2,CC,Carretera Panamericana
"[799524345, 909187082, 909187083]",primary,False,False,321.392,"LINESTRING (-84.2058499 22.0827682, -84.2057934 22.0827982, -84.2056352 22.0828821, -84.2036164 22.0839537, -84.2031044 22.0841273)",yes,50,2,CC,Carretera Panamericana
"[1258406662, 909195191]",residential,False,False,235.79000000000002,"LINESTRING (-84.2058499 22.0827682, -84.2048813 22.0821068, -84.2047206 22.0819673, -84.20432 22.0812569)",,,,,
269944945,residential,False,False,77.965,"LINESTRING (-84.2025433 22.0832599, -84.2018291 22.0834915)",,,,,
269944937,residential,False,True,87.909,"LINESTRING (-84.2025433 22.0832599, -84.2025305 22.083182, -84.2019316 22.0827363)",,,,,
269944945,residential,False,True,97.67,"LINESTRING (-84.2025433 22.0832599, -84.2025866 22.0833852, -84.2018283 22.0836381)",,,,,
269944945,residential,False,True,77.965,"LINESTRING (-84.2018291 22.0834915, -84.2025433 22.0832599)",,,,,
909187089,tertiary,False,True,16.301,"LINESTRING (-84.2018291 22.0834915, -84.2018283 22.0836381)",,,,,
909187089,tertiary,False,False,83.61,"LINESTRING (-84.2018291 22.0834915, -84.2018324 22.083386, -84.2018528 22.0827399)",,,,,
909187089,tertiary,False,False,16.301,"LINESTRING (-84.2018283 22.0836381, -84.2018291 22.0834915)",,,,,
269944945,residential,False,False,97.67,"LINESTRING (-84.2018283 22.0836381, -84.2025866 22.0833852, -84.2025433 22.0832599)",,,,,
"[799524345, 909187082, 909187083]",primary,False,True,321.39199999999994,"LINESTRING (-84.2031044 22.0841273, -84.2036164 22.0839537, -84.2056352 22.0828821, -84.2057934 22.0827982, -84.2058499 22.0827682)",yes,50,2,CC,Carretera Panamericana
109963691,tertiary,False,False,8.76,"LINESTRING (-84.2075006 22.078081, -84.207459 22.0780123)",,50,,,
109963691,tertiary,False,True,225.28199999999998,"LINESTRING (-84.2075006 22.078081, -84.2076855 22.0783861, -84.2079245 22.0787804, -84.2079973 22.078931, -84.2080586 22.0790635, -84.2080927 22.0792636, -84.2080916 22.0793253, -84.2080805 22.0799756)",,50,,,
377097124,residential,False,False,75.539,"LINESTRING (-84.2075006 22.078081, -84.2080675 22.0780399, -84.2081524 22.078023, -84.2082208 22.077989)",,,,,
109963690,residential,False,False,134.542,"LINESTRING (-84.2082208 22.077989, -84.2081922 22.0779458, -84.2081922 22.0777327, -84.2081639 22.0776665, -84.20804 22.0776323, -84.2072251 22.0776262)",,,,,
377097124,residential,False,True,75.539,"LINESTRING (-84.2082208 22.077989, -84.2081524 22.078023, -84.2080675 22.0780399, -84.2075006 22.078081)",,,,,
377196065,secondary,True,False,101.567,"LINESTRING (-84.2027995 22.0797041, -84.2027717 22.0796587, -84.2027452 22.0796412, -84.2018486 22.0796224)",,50,,,
"[377196067, 909187086, 909187087]",secondary,False,False,36.391999999999996,"LINESTRING (-84.2027995 22.0797041, -84.2028519 22.0796955, -84.2029964 22.0796258, -84.2030608 22.0795948, -84.203118 22.0795672)",yes,50,,,
377196066,secondary,True,False,54.974,"LINESTRING (-84.201317 22.0797031, -84.2018504 22.0797134)",,50,,,
109827185,secondary,False,True,61.982,"LINESTRING (-84.201317 22.0797031, -84.2010038 22.079697, -84.2007156 22.0796914)",,50,,,
109827188,residential,False,True,10.12,"LINESTRING (-84.2018486 22.0796224, -84.2018504 22.0797134)",,,,,
377196065,secondary,True,False,58.458999999999996,"LINESTRING (-84.2018486 22.0796224, -84.2014913 22.0796149, -84.2014156 22.0796289, -84.2013646 22.0796447, -84.201317 22.0797031)",,50,,,
