osmid,oneway,ref,name,highway,reversed,length,junction,geometry,bridge
1154207990,False,53-52,Cumhuriyet Caddesi,secondary,True,52.208,,"LINESTRING (40.4215247 41.0243901, 40.4215201 41.0243302, 40.4215201 41.0242791, 40.4215197 41.0242315, 40.4215318 41.0241752, 40.4215562 41.024133, 40.4215909 41.0240945, 40.4216463 41.0240421, 40.4217221 41.0239673)",
307339111,True,53-52,,secondary,False,12.918,,"LINESTRING (40.4217462 41.0246546, 40.4217628 41.0247701)",
307339110,True,53-52,,secondary,False,33.249,,"LINESTRING (40.4213663 41.0246583, 40.4213753 41.0246061, 40.4213889 41.024561, 40.4214182 41.0245084, 40.4214623 41.0244555, 40.4215247 41.0243901)",
1154207994,True,D010,Saadettin Kaynak Bulvarı,trunk,False,17.116,,"LINESTRING (40.4213663 41.0246583, 40.421446 41.0246546, 40.42157 41.0246496)",
1153954396,False,,Atatürk Caddesi,tertiary,False,29.43,,"LINESTRING (40.4258859 41.0247485, 40.4261481 41.0247134, 40.4262318 41.0247045)",
1153954396,False,,Atatürk Caddesi,tertiary,True,43.429,,"LINESTRING (40.4258859 41.0247485, 40.4257987 41.0247512, 40.4257115 41.0247539, 40.4256111 41.0247433, 40.4254943 41.0247169, 40.4253805 41.0246885)",
1154135601,False,,Merkez Mahallesi Kümeevler Sokağı,tertiary,True,122.74600000000001,,"LINESTRING (40.4258859 41.0247485, 40.4257787 41.0242271, 40.4256904 41.0237074, 40.4256844 41.0236553)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,True,118.716,,"LINESTRING (40.4282151 41.0256178, 40.427961 41.0255319, 40.427774 41.0254813, 40.4275463 41.0254277, 40.4273776 41.0253924, 40.4271743 41.0253494, 40.42687 41.025293)",
1153709801,False,,Eriklimanı Kümeevler Sokağı,tertiary,True,79.416,,"LINESTRING (40.4282151 41.0256178, 40.4286275 41.0256893, 40.4289568 41.0257599, 40.4291295 41.0258013)",
1153952739,False,,Fevzi Çakmak Caddesi,tertiary,True,78.471,,"LINESTRING (40.4282151 41.0256178, 40.4282809 41.0254123, 40.4283099 41.0253125, 40.4283329 41.0252179, 40.4283571 41.0251107, 40.4283879 41.0249518, 40.4283932 41.0249255)",
1153709801,False,,Eriklimanı Kümeevler Sokağı,tertiary,False,69.03399999999999,,"LINESTRING (40.4298587 41.0260799, 40.429778 41.026039, 40.4296459 41.02597, 40.4295056 41.0259086, 40.4294101 41.0258733, 40.4293044 41.0258427, 40.4291295 41.0258013)",
1153709801,False,,Eriklimanı Kümeevler Sokağı,tertiary,False,79.416,,"LINESTRING (40.4291295 41.0258013, 40.4289568 41.0257599, 40.4286275 41.0256893, 40.4282151 41.0256178)",
1153709801,False,,Eriklimanı Kümeevler Sokağı,tertiary,True,69.034,,"LINESTRING (40.4291295 41.0258013, 40.4293044 41.0258427, 40.4294101 41.0258733, 40.4295056 41.0259086, 40.4296459 41.02597, 40.429778 41.026039, 40.4298587 41.0260799)",
1153952737,False,,Eriklimanı Kümeevler Sokağı,residential,True,41.684,,"LINESTRING (40.4291295 41.0258013, 40.4290005 41.0257173, 40.4289422 41.0256706, 40.4288998 41.0256359, 40.4288679 41.0255825, 40.4288467 41.0255078)",
1153954396,False,,Atatürk Caddesi,tertiary,True,23.531,,"LINESTRING (40.4253805 41.0246885, 40.4251213 41.0246076)",
1154025263,False,,,living_street,True,31.473,,"LINESTRING (40.4253805 41.0246885, 40.4252344 41.0249492)",
1153954396,False,,Atatürk Caddesi,tertiary,False,43.428999999999995,,"LINESTRING (40.4253805 41.0246885, 40.4254943 41.0247169, 40.4256111 41.0247433, 40.4257115 41.0247539, 40.4257987 41.0247512, 40.4258859 41.0247485)",
1153987546,False,,Şehit Cengiz Topel Sokağı,residential,True,25.187,,"LINESTRING (40.427879 41.0245995, 40.4277398 41.0248002)",
1153954396,False,,Atatürk Caddesi,tertiary,False,42.181,,"LINESTRING (40.427879 41.0245995, 40.4280182 41.0245959, 40.4280923 41.0245954, 40.4281913 41.0245848, 40.4282683 41.0245654, 40.428308 41.0245478, 40.4283614 41.0245237)",
1153954396,False,,Atatürk Caddesi,tertiary,True,103.769,,"LINESTRING (40.427879 41.0245995, 40.427388 41.024613, 40.4270588 41.0246271, 40.4267576 41.0246482, 40.4267225 41.0246519, 40.4266453 41.0246602)",
1153952737,False,,Eriklimanı Kümeevler Sokağı,residential,False,41.684,,"LINESTRING (40.4288467 41.0255078, 40.4288679 41.0255825, 40.4288998 41.0256359, 40.4289422 41.0256706, 40.4290005 41.0257173, 40.4291295 41.0258013)",
1153702530,False,,Eriklimanı Kümeevler Sokağı,tertiary,False,152.207,,"LINESTRING (40.4298946 41.024035, 40.429796 41.0240466, 40.4296636 41.0240397, 40.4295095 41.0240211, 40.4293524 41.0240025, 40.4292663 41.0239989, 40.4291706 41.0240118, 40.4290504 41.0240397, 40.4289303 41.0240838, 40.4288101 41.0241396, 40.4286859 41.0242141, 40.4285786 41.0243011, 40.4284848 41.0243881, 40.4284257 41.0244509, 40.4283614 41.0245237)",
1153702530,False,,Eriklimanı Kümeevler Sokağı,tertiary,True,152.20700000000002,,"LINESTRING (40.4283614 41.0245237, 40.4284257 41.0244509, 40.4284848 41.0243881, 40.4285786 41.0243011, 40.4286859 41.0242141, 40.4288101 41.0241396, 40.4289303 41.0240838, 40.4290504 41.0240397, 40.4291706 41.0240118, 40.4292663 41.0239989, 40.4293524 41.0240025, 40.4295095 41.0240211, 40.4296636 41.0240397, 40.429796 41.0240466, 40.4298946 41.024035)",
1153952739,False,,Fevzi Çakmak Caddesi,tertiary,False,48.367000000000004,,"LINESTRING (40.4283614 41.0245237, 40.4284509 41.0245835, 40.4284174 41.0247839, 40.4284053 41.0248648, 40.4283932 41.0249255)",
1153954396,False,,Atatürk Caddesi,tertiary,True,42.181,,"LINESTRING (40.4283614 41.0245237, 40.428308 41.0245478, 40.4282683 41.0245654, 40.4281913 41.0245848, 40.4280923 41.0245954, 40.4280182 41.0245959, 40.427879 41.0245995)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,False,14.218,,"LINESTRING (40.4267054 41.0252625, 40.42687 41.025293)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,True,128.24400000000003,,"LINESTRING (40.4267054 41.0252625, 40.4265706 41.0252375, 40.4263796 41.025202, 40.4260969 41.0251409, 40.4256376 41.0250397, 40.4252344 41.0249492)",
1153987543,False,,Kazım Karabekir Caddesi,tertiary,True,67.19800000000001,,"LINESTRING (40.4267054 41.0252625, 40.4266816 41.0251112, 40.4266694 41.0250192, 40.4266552 41.0248604, 40.4266453 41.0246602)",
1153954396,False,,Atatürk Caddesi,tertiary,True,4.906,,"LINESTRING (40.4266453 41.0246602, 40.4265874 41.0246664)",
1153954396,False,,Atatürk Caddesi,tertiary,False,103.769,,"LINESTRING (40.4266453 41.0246602, 40.4267225 41.0246519, 40.4267576 41.0246482, 40.4270588 41.0246271, 40.427388 41.024613, 40.427879 41.0245995)",
1153987543,False,,Kazım Karabekir Caddesi,tertiary,False,67.19800000000001,,"LINESTRING (40.4266453 41.0246602, 40.4266552 41.0248604, 40.4266694 41.0250192, 40.4266816 41.0251112, 40.4267054 41.0252625)",
1153954396,False,,Atatürk Caddesi,tertiary,False,4.906,,"LINESTRING (40.4265874 41.0246664, 40.4266453 41.0246602)",
1153954396,False,,Atatürk Caddesi,tertiary,True,30.130000000000003,,"LINESTRING (40.4265874 41.0246664, 40.4263532 41.0246915, 40.4262318 41.0247045)",
"[1153987545, 1153993051]",False,,Hamdi Ömeroğlu Sokağı,residential,"[False, True]",78.972,,"LINESTRING (40.4265874 41.0246664, 40.4266045 41.0245739, 40.4266222 41.0244831, 40.4266346 41.024411, 40.4266647 41.0242588, 40.4266682 41.0241988, 40.4266558 41.0241587, 40.4266311 41.02414, 40.4265904 41.0241267, 40.4264186 41.0240812)",yes
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,True,14.218,,"LINESTRING (40.42687 41.025293, 40.4267054 41.0252625)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,False,118.71600000000001,,"LINESTRING (40.42687 41.025293, 40.4271743 41.0253494, 40.4273776 41.0253924, 40.4275463 41.0254277, 40.427774 41.0254813, 40.427961 41.0255319, 40.4282151 41.0256178)",
1153987546,False,,Şehit Cengiz Topel Sokağı,residential,False,102.974,,"LINESTRING (40.42687 41.025293, 40.4272461 41.0250216, 40.4272915 41.0249877, 40.4273241 41.0249639, 40.4273454 41.0249494, 40.4273667 41.0249356, 40.4273891 41.024931, 40.4274115 41.0249333, 40.4274521 41.0249471, 40.427509 41.0249708, 40.4275344 41.0249823, 40.4275517 41.0249877, 40.427571 41.0249908, 40.4275934 41.0249908, 40.4276097 41.0249846, 40.4276198 41.0249731, 40.4277398 41.0248002)",
1153987546,False,,Şehit Cengiz Topel Sokağı,residential,False,25.187,,"LINESTRING (40.4277398 41.0248002, 40.427879 41.0245995)",
1153987546,False,,Şehit Cengiz Topel Sokağı,residential,True,102.974,,"LINESTRING (40.4277398 41.0248002, 40.4276198 41.0249731, 40.4276097 41.0249846, 40.4275934 41.0249908, 40.427571 41.0249908, 40.4275517 41.0249877, 40.4275344 41.0249823, 40.427509 41.0249708, 40.4274521 41.0249471, 40.4274115 41.0249333, 40.4273891 41.024931, 40.4273667 41.0249356, 40.4273454 41.0249494, 40.4273241 41.0249639, 40.4272915 41.0249877, 40.4272461 41.0250216, 40.42687 41.025293)",
1153987548,False,,Arif Hikmet Sokağı,residential,False,56.765,,"LINESTRING (40.4277398 41.0248002, 40.4278878 41.0248454, 40.4279548 41.0248616, 40.4280326 41.0248758, 40.4281157 41.0248889, 40.4283932 41.0249255)",
1153952739,False,,Fevzi Çakmak Caddesi,tertiary,False,78.47099999999999,,"LINESTRING (40.4283932 41.0249255, 40.4283879 41.0249518, 40.4283571 41.0251107, 40.4283329 41.0252179, 40.4283099 41.0253125, 40.4282809 41.0254123, 40.4282151 41.0256178)",
1153952739,False,,Fevzi Çakmak Caddesi,tertiary,True,48.367000000000004,,"LINESTRING (40.4283932 41.0249255, 40.4284053 41.0248648, 40.4284174 41.0247839, 40.4284509 41.0245835, 40.4283614 41.0245237)",
1153987548,False,,Arif Hikmet Sokağı,residential,True,56.765,,"LINESTRING (40.4283932 41.0249255, 40.4281157 41.0248889, 40.4280326 41.0248758, 40.4279548 41.0248616, 40.4278878 41.0248454, 40.4277398 41.0248002)",
1153954396,False,,Atatürk Caddesi,tertiary,False,30.130000000000003,,"LINESTRING (40.4262318 41.0247045, 40.4263532 41.0246915, 40.4265874 41.0246664)",
1153954396,False,,Atatürk Caddesi,tertiary,True,29.43,,"LINESTRING (40.4262318 41.0247045, 40.4261481 41.0247134, 40.4258859 41.0247485)",
1153993050,False,,Atatürk 1 Sokağı,residential,True,71.154,,"LINESTRING (40.4262318 41.0247045, 40.4262765 41.0245055, 40.4263274 41.0243193, 40.4263784 41.0241736, 40.4264186 41.0240812)",
1153993050,False,,Atatürk 1 Sokağı,residential,False,71.154,,"LINESTRING (40.4264186 41.0240812, 40.4263784 41.0241736, 40.4263274 41.0243193, 40.4262765 41.0245055, 40.4262318 41.0247045)",
"[1153987545, 1153993051]",False,,Hamdi Ömeroğlu Sokağı,residential,"[False, True]",78.97200000000001,,"LINESTRING (40.4264186 41.0240812, 40.4265904 41.0241267, 40.4266311 41.02414, 40.4266558 41.0241587, 40.4266682 41.0241988, 40.4266647 41.0242588, 40.4266346 41.024411, 40.4266222 41.0244831, 40.4266045 41.0245739, 40.4265874 41.0246664)",yes
1154025260,False,,,living_street,False,156.849,,"LINESTRING (40.4284528 41.0266523, 40.4285951 41.0264269, 40.4286033 41.0264039, 40.4285972 41.0263824, 40.4285789 41.026364, 40.4275036 41.0259638, 40.4274507 41.02595, 40.4273003 41.0259208, 40.4272644 41.0259131)",
1154025261,False,,,living_street,False,111.65399999999998,,"LINESTRING (40.4275914 41.0268233, 40.4271945 41.0263093, 40.4271703 41.0262527, 40.427165 41.026192, 40.4271811 41.0261313, 40.4272644 41.0259131)",
1154025260,False,,,living_street,False,48.775999999999996,,"LINESTRING (40.4272644 41.0259131, 40.4272149 41.0259024, 40.4271641 41.0258856, 40.4271275 41.0258656, 40.427099 41.0258334, 40.4269581 41.0255688)",
1154025260,False,,,living_street,True,156.849,,"LINESTRING (40.4272644 41.0259131, 40.4273003 41.0259208, 40.4274507 41.02595, 40.4275036 41.0259638, 40.4285789 41.026364, 40.4285972 41.0263824, 40.4286033 41.0264039, 40.4285951 41.0264269, 40.4284528 41.0266523)",
1154025261,False,,,living_street,True,111.654,,"LINESTRING (40.4272644 41.0259131, 40.4271811 41.0261313, 40.427165 41.026192, 40.4271703 41.0262527, 40.4271945 41.0263093, 40.4275914 41.0268233)",
1154025262,False,,İnönü Sokağı,residential,False,34.087,,"LINESTRING (40.4249651 41.0248906, 40.4251213 41.0246076)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,False,23.512999999999998,,"LINESTRING (40.4249651 41.0248906, 40.4250983 41.0249187, 40.4252344 41.0249492)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,True,296.08699999999993,,"LINESTRING (40.4249651 41.0248906, 40.4245036 41.0247932, 40.4243249 41.0247537, 40.4241462 41.0247165, 40.4240045 41.024691, 40.4233082 41.0245608, 40.423037 41.024512, 40.4228676 41.0244864, 40.422695 41.0244632, 40.4223469 41.0244167, 40.4220295 41.0243748, 40.4218724 41.0243562, 40.4217824 41.0243504, 40.4216796 41.0243592, 40.4215247 41.0243901)",
1153954396,False,,Atatürk Caddesi,tertiary,False,23.531,,"LINESTRING (40.4251213 41.0246076, 40.4253805 41.0246885)",
1154025262,False,,İnönü Sokağı,residential,True,34.087,,"LINESTRING (40.4251213 41.0246076, 40.4249651 41.0248906)",
1153954396,False,,Atatürk Caddesi,tertiary,True,176.01600000000002,,"LINESTRING (40.4251213 41.0246076, 40.4248372 41.024519, 40.424665 41.0244639, 40.4241306 41.024289, 40.4236174 41.0241194, 40.4234741 41.024078, 40.4231897 41.0239898)",
1154025263,False,,,living_street,False,31.473,,"LINESTRING (40.4252344 41.0249492, 40.4253805 41.0246885)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,False,128.244,,"LINESTRING (40.4252344 41.0249492, 40.4256376 41.0250397, 40.4260969 41.0251409, 40.4263796 41.025202, 40.4265706 41.0252375, 40.4267054 41.0252625)",
1153689372,False,,Saadettin Kaynak Caddesi,tertiary,True,23.512999999999998,,"LINESTRING (40.4252344 41.0249492, 40.4250983 41.0249187, 40.4249651 41.0248906)",
1154135601,False,,Merkez Mahallesi Kümeevler Sokağı,tertiary,False,107.16999999999999,,"LINESTRING (40.4256815 41.0224367, 40.4256774 41.0224858, 40.4256652 41.0225287, 40.4256368 41.0226008, 40.4255778 41.0227312, 40.4255717 41.0227603, 40.4255758 41.0227956, 40.4255859 41.0228324, 40.4256327 41.0229735, 40.4256568 41.023043, 40.4256775 41.0231208, 40.4256917 41.0231883, 40.4256953 41.0232667, 40.4256939 41.0233785)",
1154135602,False,,Merkez Mahallesi Kümeevler Sokağı,residential,True,113.68099999999998,,"LINESTRING (40.4267053 41.0227201, 40.4266194 41.0227626, 40.4265497 41.0228132, 40.426488 41.022878, 40.4264156 41.0229508, 40.4263405 41.0230318, 40.4262895 41.0230763, 40.4262037 41.023139, 40.4260964 41.0231957, 40.4256939 41.0233785)",
1154135601,False,,Merkez Mahallesi Kümeevler Sokağı,tertiary,False,122.74600000000001,,"LINESTRING (40.4256844 41.0236553, 40.4256904 41.0237074, 40.4257787 41.0242271, 40.4258859 41.0247485)",
1154135601,False,,Merkez Mahallesi Kümeevler Sokağı,tertiary,True,30.862000000000002,,"LINESTRING (40.4256844 41.0236553, 40.4256782 41.0236014, 40.4256781 41.0235078, 40.4256939 41.0233785)",
1154135603,False,,Merkez Mahallesi Kümeevler Sokağı,residential,True,66.41600000000001,,"LINESTRING (40.4256844 41.0236553, 40.4255626 41.0237443, 40.4255143 41.0237868, 40.4254687 41.0238293, 40.4254338 41.0238637, 40.4254124 41.0238798, 40.4253534 41.023896, 40.425238 41.0239203, 40.425193 41.0239191, 40.4251635 41.0239029, 40.4251018 41.023822)",
1154135603,False,,Merkez Mahallesi Kümeevler Sokağı,residential,False,66.416,,"LINESTRING (40.4251018 41.023822, 40.4251635 41.0239029, 40.425193 41.0239191, 40.425238 41.0239203, 40.4253534 41.023896, 40.4254124 41.0238798, 40.4254338 41.0238637, 40.4254687 41.0238293, 40.4255143 41.0237868, 40.4255626 41.0237443, 40.4256844 41.0236553)",
1154185559,False,,Merkez Mahallesi Kümeevler Sokağı,residential,True,57.35900000000001,,"LINESTRING (40.4239029 41.0237592, 40.4238616 41.0237545, 40.423828 41.0237451, 40.4237997 41.0237171, 40.4237926 41.0236917, 40.4237926 41.0236624, 40.4237908 41.0236196, 40.423782 41.0235889, 40.4237572 41.0235435, 40.4237165 41.0234821, 40.4236793 41.023426, 40.4236563 41.0233967, 40.4236262 41.02337, 40.4235802 41.0233446)",
1154185558,False,,Merkez Mahallesi Kümeevler Sokağı,residential,True,82.467,,"LINESTRING (40.4235802 41.0233446, 40.4235888 41.0234295, 40.423587 41.0234989, 40.4235746 41.023551, 40.4235481 41.0236084, 40.4234649 41.0237392, 40.4234101 41.0238126, 40.4233676 41.0238607, 40.4233145 41.0239007, 40.4231897 41.0239898)",
1154185559,False,,Merkez Mahallesi Kümeevler Sokağı,residential,False,57.359,,"LINESTRING (40.4235802 41.0233446, 40.4236262 41.02337, 40.4236563 41.0233967, 40.4236793 41.023426, 40.4237165 41.0234821, 40.4237572 41.0235435, 40.423782 41.0235889, 40.4237908 41.0236196, 40.4237926 41.0236624, 40.4237926 41.0236917, 40.4237997 41.0237171, 40.423828 41.0237451, 40.4238616 41.0237545, 40.4239029 41.0237592)",
1153954396,False,,Atatürk Caddesi,tertiary,False,176.01600000000002,,"LINESTRING (40.4231897 41.0239898, 40.4234741 41.024078, 40.4236174 41.0241194, 40.4241306 41.024289, 40.424665 41.0244639, 40.4248372 41.024519, 40.4251213 41.0246076)",
"[1154203274, 1154203275, 1153954396]",False,,Atatürk Caddesi,tertiary,True,134.229,,"LINESTRING (40.4231897 41.0239898, 40.4227794 41.0238629, 40.4226654 41.0238271, 40.4224548 41.0237656, 40.4223787 41.0237536, 40.4223167 41.0237523, 40.4222637 41.023755, 40.422184 41.0237683, 40.4221108 41.0237951, 40.4219848 41.0238409, 40.4217221 41.0239673)",yes
1154185558,False,,Merkez Mahallesi Kümeevler Sokağı,residential,False,82.46700000000001,,"LINESTRING (40.4231897 41.0239898, 40.4233145 41.0239007, 40.4233676 41.0238607, 40.4234101 41.0238126, 40.4234649 41.0237392, 40.4235481 41.0236084, 40.4235746 41.023551, 40.423587 41.0234989, 40.4235888 41.0234295, 40.4235802 41.0233446)",
1154207990,False,53-52,Cumhuriyet Caddesi,secondary,False,91.91499999999999,,"LINESTRING (40.4221805 41.0229469, 40.4222181 41.0230198, 40.4222502 41.0230886, 40.4222717 41.0231513, 40.422269 41.0232323, 40.4222341 41.0233375, 40.4221966 41.0234225, 40.4221376 41.0235095, 40.4220974 41.0235601, 40.4219981 41.0236572, 40.4219553 41.0236983)",
1154340972,False,,Cumhuriyet 1 Sokağı,residential,False,86.091,,"LINESTRING (40.4221805 41.0229469, 40.4221594 41.0231592, 40.4221329 41.0232558, 40.4221004 41.0233571, 40.4220516 41.0234874, 40.4219553 41.0236983)",
1154207990,False,53-52,Cumhuriyet Caddesi,secondary,True,23.2,,"LINESTRING (40.4221805 41.0229469, 40.4221564 41.0228943, 40.422123 41.0227434)",
1154207990,False,53-52,Cumhuriyet Caddesi,secondary,False,35.802,,"LINESTRING (40.4219553 41.0236983, 40.4219096 41.0237422, 40.4218294 41.0238271, 40.4217221 41.0239673)",
1154207990,False,53-52,Cumhuriyet Caddesi,secondary,True,91.91499999999999,,"LINESTRING (40.4219553 41.0236983, 40.4219981 41.0236572, 40.4220974 41.0235601, 40.4221376 41.0235095, 40.4221966 41.0234225, 40.4222341 41.0233375, 40.422269 41.0232323, 40.4222717 41.0231513, 40.4222502 41.0230886, 40.4222181 41.0230198, 40.4221805 41.0229469)",
1154340972,False,,Cumhuriyet 1 Sokağı,residential,True,86.091,,"LINESTRING (40.4219553 41.0236983, 40.4220516 41.0234874, 40.4221004 41.0233571, 40.4221329 41.0232558, 40.4221594 41.0231592, 40.4221805 41.0229469)",
1154340978,False,,Tersane Mahallesi Kümeevler Sokağı,tertiary,False,150.94,,"LINESTRING (40.4209437 41.0225506, 40.4208821 41.0224925, 40.4208636 41.0224553, 40.4208605 41.0224065, 40.4208821 41.0223507, 40.4209166 41.0223098, 40.4209671 41.0222829, 40.4210389 41.0222656, 40.4211586 41.0222633, 40.4213266 41.0222756, 40.4214772 41.0222991, 40.4216002 41.0223275, 40.4217004 41.0223651, 40.4217978 41.022426, 40.4218699 41.0224852, 40.4221161 41.0227122)",
1154340978,False,,Tersane Mahallesi Kümeevler Sokağı,tertiary,True,304.3209999999999,,"LINESTRING (40.4209437 41.0225506, 40.4210546 41.0226157, 40.4211285 41.0226552, 40.4211871 41.0227017, 40.4212302 41.0227575, 40.4212902 41.0228586, 40.4213187 41.0229475, 40.4213228 41.0230334, 40.4213146 41.023107, 40.4212902 41.0231868, 40.4212374 41.0232819, 40.4211805 41.0233616, 40.4210829 41.0234506, 40.4209487 41.023561, 40.4209 41.0235916, 40.420847 41.0236189, 40.4208069 41.0236328, 40.4207361 41.0236538, 40.4206714 41.0236631, 40.4206005 41.0236631, 40.4202831 41.0236491, 40.4201353 41.0236398, 40.4198364 41.0236212, 40.4197255 41.0236212, 40.4196176 41.0236212, 40.4195375 41.0236212, 40.4194697 41.0236142, 40.4194174 41.0236026, 40.4193496 41.0235701, 40.4192171 41.0234887, 40.4191324 41.0234352, 40.4190546 41.0233942)",
