osmid,highway,oneway,reversed,length,geometry,name,lanes,access
305952528,residential,False,False,59.729,"LINESTRING (35.9039736 41.5711087, 35.9044058 41.571136, 35.9046883 41.5711596)",Helvacı Sokak,,
321380265,residential,False,True,88.68,"LINESTRING (35.9039736 41.5711087, 35.9036653 41.5710159, 35.9033455 41.5709055, 35.9030038 41.5707786)",Belalanlı Sokak,,
660004158,residential,False,True,74.978,"LINESTRING (35.9039736 41.5711087, 35.9040483 41.5708062, 35.9040487 41.5707232, 35.9040268 41.570631, 35.9039804 41.5705409, 35.9039259 41.5704568)",Müftü Sokak,,
305952534,tertiary,False,True,46.13,"LINESTRING (35.9066422 41.5710852, 35.9069626 41.5714238)",Türkocağı Caddesi,,
660047143,residential,False,False,34.274,"LINESTRING (35.9066422 41.5710852, 35.9062687 41.5712153)",Hocaoğlu Sokak,,
305952534,tertiary,False,False,61.982,"LINESTRING (35.9066422 41.5710852, 35.9065711 41.5709954, 35.9064868 41.5708729, 35.9064405 41.5707646, 35.9063823 41.5705678)",Türkocağı Caddesi,,
660003518,residential,False,True,73.553,"LINESTRING (35.9040082 41.5718497, 35.9038585 41.5718171, 35.9037581 41.5718004, 35.903631 41.5717897, 35.9031339 41.5717745)",Park Caddesi,,
660003519,residential,False,False,82.42699999999999,"LINESTRING (35.9040082 41.5718497, 35.9038992 41.5719286, 35.9037306 41.5720707, 35.9035667 41.5722187, 35.903358 41.5724083)",Mülazım Şükrü Geçidi,,
660049537,residential,False,False,52.62400000000001,"LINESTRING (35.9040082 41.5718497, 35.9042284 41.5720284, 35.9043 41.5720893, 35.904353 41.5721504, 35.9044052 41.5722159)",Şehit Astsubay Üstçavuş Tolga Pehlivan Sokak,,
660049537,residential,False,True,52.65,"LINESTRING (35.9040082 41.5718497, 35.9039692 41.5717943, 35.9039447 41.5717421, 35.9039 41.5715919, 35.9038868 41.5714959, 35.903895 41.5713909)",Şehit Astsubay Üstçavuş Tolga Pehlivan Sokak,,
660049536,residential,False,False,29.988,"LINESTRING (35.9073404 41.5721059, 35.9076988 41.5721349)",Karakullukçu Sokak,,
305952512,residential,False,True,116.774,"LINESTRING (35.9073404 41.5721059, 35.9072077 41.5723674, 35.9070386 41.5725924, 35.9067567 41.5728033, 35.9065235 41.5729274)",Şehit Üsteğmen Ahmet Aydın Sokak,,
660049536,residential,False,True,99.592,"LINESTRING (35.9073404 41.5721059, 35.9071709 41.5720876, 35.9069701 41.5720615, 35.9066708 41.5720236, 35.9061579 41.5719663)",Karakullukçu Sokak,,
305952486,residential,False,False,67.118,"LINESTRING (35.9045625 41.572281, 35.9044953 41.5725033, 35.9043575 41.5726767, 35.9043762 41.5728501)",,,
660049537,residential,False,False,40.282000000000004,"LINESTRING (35.9045625 41.572281, 35.9047331 41.5722654, 35.9048849 41.5722505, 35.9050414 41.5722284)",Şehit Astsubay Üstçavuş Tolga Pehlivan Sokak,,
660049537,residential,False,True,15.306,"LINESTRING (35.9045625 41.572281, 35.9045005 41.5722698, 35.9044481 41.5722464, 35.9044052 41.5722159)",Şehit Astsubay Üstçavuş Tolga Pehlivan Sokak,,
305952474,residential,False,False,44.377,"LINESTRING (35.9087631 41.5723529, 35.9084842 41.5726931)",Koloğlu Sokak,,
305952534,tertiary,False,False,20.06,"LINESTRING (35.9087631 41.5723529, 35.9085282 41.5723121)",Türkocağı Caddesi,,
661281041,tertiary,True,False,225.664,"LINESTRING (35.9087631 41.5723529, 35.9088916 41.5723494, 35.9089535 41.5723613, 35.9104896 41.5728406, 35.9112814 41.5730837)",Hasan Aslan Caddesi,,
305952525,residential,False,True,20.203,"LINESTRING (35.9036008 41.572404, 35.903358 41.5724083)",,,
305952511,residential,False,True,112.206,"LINESTRING (35.9036008 41.572404, 35.9036621 41.5726721, 35.9037206 41.5734079)",,,
305952525,residential,False,False,70.383,"LINESTRING (35.9036008 41.572404, 35.9036746 41.5723956, 35.9040756 41.5723206, 35.9044052 41.5722159)",,,
305952525,residential,False,False,20.203,"LINESTRING (35.903358 41.5724083, 35.9036008 41.572404)",,,
305952525,residential,False,True,50.335,"LINESTRING (35.903358 41.5724083, 35.9030983 41.5724612, 35.9027624 41.5724647)",,,
660003519,residential,False,True,82.427,"LINESTRING (35.903358 41.5724083, 35.9035667 41.5722187, 35.9037306 41.5720707, 35.9038992 41.5719286, 35.9040082 41.5718497)",Mülazım Şükrü Geçidi,,
305952504,tertiary,False,False,86.54,"LINESTRING (35.9020957 41.5724716, 35.9025003 41.5717546)",,2,
305952504,tertiary,False,True,89.917,"LINESTRING (35.9020957 41.5724716, 35.9016503 41.5732084)",,2,
305952525,residential,False,False,55.466,"LINESTRING (35.9020957 41.5724716, 35.9027624 41.5724647)",,,
305952483,residential,False,False,58.726,"LINESTRING (35.9050623 41.5727563, 35.9050414 41.5722284)",,,
305952491,living_street,False,True,58.019,"LINESTRING (35.9050623 41.5727563, 35.9043762 41.5728501)",,,
305952483,residential,False,True,133.917,"LINESTRING (35.9050623 41.5727563, 35.9050779 41.5731407, 35.905153 41.5738483, 35.9051712 41.5739574)",,,
305952491,living_street,False,False,58.019,"LINESTRING (35.9043762 41.5728501, 35.9050623 41.5727563)",,,
305952486,residential,False,False,63.421,"LINESTRING (35.9043762 41.5728501, 35.9043825 41.5731829, 35.904308 41.5734138)",,,
305952486,residential,False,True,67.11800000000001,"LINESTRING (35.9043762 41.5728501, 35.9043575 41.5726767, 35.9044953 41.5725033, 35.9045625 41.572281)",,,
305952512,residential,False,False,116.774,"LINESTRING (35.9065235 41.5729274, 35.9067567 41.5728033, 35.9070386 41.5725924, 35.9072077 41.5723674, 35.9073404 41.5721059)",Şehit Üsteğmen Ahmet Aydın Sokak,,
660050618,residential,False,False,111.735,"LINESTRING (35.9065235 41.5729274, 35.9063935 41.5727014, 35.9063295 41.5725857, 35.9062827 41.572483, 35.9062429 41.572333, 35.9061579 41.5719663)",Hikmetbey Sokak,,
660050618,residential,False,True,33.809,"LINESTRING (35.9065235 41.5729274, 35.9065947 41.5730268, 35.9066752 41.573105, 35.9067617 41.5731712)",Hikmetbey Sokak,,
305952522,living_street,False,True,148.145,"LINESTRING (35.9067617 41.5731712, 35.9065404 41.5732356, 35.906384 41.5732731, 35.9062577 41.573299, 35.9061187 41.5733191, 35.9058754 41.5733499, 35.9057746 41.5733691, 35.9057034 41.5733949, 35.9056653 41.5734195, 35.9056469 41.5734584, 35.9056395 41.5735137, 35.9056436 41.5735914, 35.9056576 41.5736637, 35.9057106 41.5738811)",Kazak Sokak,,
660050618,residential,False,False,33.809,"LINESTRING (35.9067617 41.5731712, 35.9066752 41.573105, 35.9065947 41.5730268, 35.9065235 41.5729274)",Hikmetbey Sokak,,
660050618,residential,False,True,59.742999999999995,"LINESTRING (35.9067617 41.5731712, 35.9068936 41.5732206, 35.9070818 41.5732867, 35.9072656 41.573356, 35.9073997 41.573417)",Hikmetbey Sokak,,
305952504,tertiary,False,False,89.917,"LINESTRING (35.9016503 41.5732084, 35.9020957 41.5724716)",,2,
305952504,tertiary,False,True,15.852,"LINESTRING (35.9016503 41.5732084, 35.9016213 41.5733493)",,2,
305952520,residential,False,False,75.14,"LINESTRING (35.9016503 41.5732084, 35.9020224 41.573268, 35.902542 41.5733108)",,,
305952520,residential,False,False,73.679,"LINESTRING (35.902542 41.5733108, 35.9034224 41.5733833)",,,
305952520,residential,False,True,75.14,"LINESTRING (35.902542 41.5733108, 35.9020224 41.573268, 35.9016503 41.5732084)",,,
305952530,residential,False,True,63.711999999999996,"LINESTRING (35.902542 41.5733108, 35.9025596 41.5738202, 35.9025596 41.5738836)",,,
1036017982,residential,False,True,100.115,"LINESTRING (35.902542 41.5733108, 35.9026391 41.5725228, 35.9027624 41.5724647)",,,
305952504,tertiary,False,False,15.852,"LINESTRING (35.9016213 41.5733493, 35.9016503 41.5732084)",,2,
305952482,tertiary,False,True,153.674,"LINESTRING (35.9016213 41.5733493, 35.9009238 41.5734006, 35.8997852 41.5735011)",,,
305952504,tertiary,False,True,120.69,"LINESTRING (35.9016213 41.5733493, 35.9015794 41.573553, 35.9016799 41.5742617, 35.9017207 41.5744255)",,2,
305952492,residential,False,False,63.58,"LINESTRING (35.9034224 41.5733833, 35.9033418 41.5739519)",,,
305952520,residential,False,False,24.956,"LINESTRING (35.9034224 41.5733833, 35.9037206 41.5734079)",,,
305952520,residential,False,True,73.679,"LINESTRING (35.9034224 41.5733833, 35.902542 41.5733108)",,,
305952511,residential,False,True,111.775,"LINESTRING (35.9037206 41.5734079, 35.9035679 41.5744066)",,,
305952520,residential,False,True,24.956,"LINESTRING (35.9037206 41.5734079, 35.9034224 41.5733833)",,,
305952511,residential,False,False,112.206,"LINESTRING (35.9037206 41.5734079, 35.9036621 41.5726721, 35.9036008 41.572404)",,,
305952520,residential,False,False,49.018,"LINESTRING (35.9037206 41.5734079, 35.9039537 41.5734271, 35.904308 41.5734138)",,,
305952486,residential,False,False,77.639,"LINESTRING (35.904308 41.5734138, 35.9043199 41.5737359, 35.9041845 41.574098)",,,
305952486,residential,False,True,63.421,"LINESTRING (35.904308 41.5734138, 35.9043825 41.5731829, 35.9043762 41.5728501)",,,
305952520,residential,False,True,49.018,"LINESTRING (35.904308 41.5734138, 35.9039537 41.5734271, 35.9037206 41.5734079)",,,
305952508,residential,False,False,36.66,"LINESTRING (35.9057106 41.5738811, 35.9061491 41.573914)",,,
305952508,residential,False,True,45.665,"LINESTRING (35.9057106 41.5738811, 35.9051712 41.5739574)",,,
305952522,living_street,False,False,148.14499999999998,"LINESTRING (35.9057106 41.5738811, 35.9056576 41.5736637, 35.9056436 41.5735914, 35.9056395 41.5735137, 35.9056469 41.5734584, 35.9056653 41.5734195, 35.9057034 41.5733949, 35.9057746 41.5733691, 35.9058754 41.5733499, 35.9061187 41.5733191, 35.9062577 41.573299, 35.906384 41.5732731, 35.9065404 41.5732356, 35.9067617 41.5731712)",Kazak Sokak,,
305952508,residential,False,False,95.692,"LINESTRING (35.9061491 41.573914, 35.9072994 41.5739063)",,,
305952508,residential,False,True,36.66,"LINESTRING (35.9061491 41.573914, 35.9057106 41.5738811)",,,
1036017987,residential,False,False,124.119,"LINESTRING (35.9061491 41.573914, 35.9061259 41.5743613, 35.9060999 41.5748025, 35.9061115 41.5750293)",,,
305952483,residential,False,True,9.369,"LINESTRING (35.9051712 41.5739574, 35.9051852 41.574041)",,,
305952508,residential,False,False,45.665,"LINESTRING (35.9051712 41.5739574, 35.9057106 41.5738811)",,,
305952483,residential,False,False,133.917,"LINESTRING (35.9051712 41.5739574, 35.905153 41.5738483, 35.9050779 41.5731407, 35.9050623 41.5727563)",,,
305952483,residential,False,False,9.369,"LINESTRING (35.9051852 41.574041, 35.9051712 41.5739574)",,,
305952493,residential,False,True,83.484,"LINESTRING (35.9051852 41.574041, 35.9041845 41.574098)",,,
305952483,residential,False,True,73.622,"LINESTRING (35.9051852 41.574041, 35.9052157 41.5742233, 35.905153 41.574392, 35.905034 41.5744904, 35.904821 41.5745513)",,,
305952493,residential,False,False,83.484,"LINESTRING (35.9041845 41.574098, 35.9051852 41.574041)",,,
305952486,residential,False,False,47.459,"LINESTRING (35.9041845 41.574098, 35.904157 41.5741717, 35.9040167 41.5745059)",,,
305952486,residential,False,True,77.639,"LINESTRING (35.9041845 41.574098, 35.9043199 41.5737359, 35.904308 41.5734138)",,,
305952483,residential,False,False,63.004,"LINESTRING (35.9025596 41.5741836, 35.9032859 41.5743443)",,,
305952530,residential,False,False,33.359,"LINESTRING (35.9025596 41.5741836, 35.9025596 41.5738836)",,,
305952530,residential,False,True,23.774,"LINESTRING (35.9025596 41.5741836, 35.9025596 41.5743974)",,,
305952483,residential,False,False,24.46,"LINESTRING (35.9032859 41.5743443, 35.9035679 41.5744066)",,,
305952483,residential,False,True,63.004,"LINESTRING (35.9032859 41.5743443, 35.9025596 41.5741836)",,,
305952492,residential,False,True,43.88,"LINESTRING (35.9032859 41.5743443, 35.9033418 41.5739519)",,,
305952484,residential,False,True,32.079,"LINESTRING (35.9072585 41.5743761, 35.9070119 41.5745979)",,,
305952483,residential,False,False,38.932,"LINESTRING (35.9035679 41.5744066, 35.9040167 41.5745059)",,,
305952483,residential,False,True,24.46,"LINESTRING (35.9035679 41.5744066, 35.9032859 41.5743443)",,,
305952511,residential,False,False,111.775,"LINESTRING (35.9035679 41.5744066, 35.9037206 41.5734079)",,,
305952483,residential,False,True,38.932,"LINESTRING (35.9040167 41.5745059, 35.9035679 41.5744066)",,,
305952483,residential,False,False,67.56700000000001,"LINESTRING (35.9040167 41.5745059, 35.9043575 41.5745607, 35.904821 41.5745513)",,,
305952486,residential,False,False,68.893,"LINESTRING (35.9040167 41.5745059, 35.9039879 41.5745747, 35.9035995 41.5750387)",,,
305952486,residential,False,True,47.459,"LINESTRING (35.9040167 41.5745059, 35.904157 41.5741717, 35.9041845 41.574098)",,,
305952523,residential,False,False,44.872,"LINESTRING (35.904821 41.5745513, 35.90494 41.5749449)",,,
305952483,residential,False,False,73.622,"LINESTRING (35.904821 41.5745513, 35.905034 41.5744904, 35.905153 41.574392, 35.9052157 41.5742233, 35.9051852 41.574041)",,,
305952483,residential,False,True,67.56700000000001,"LINESTRING (35.904821 41.5745513, 35.9043575 41.5745607, 35.9040167 41.5745059)",,,
305952503,residential,False,False,95.801,"LINESTRING (35.902499 41.574787, 35.9032612 41.5749449, 35.9035995 41.5750387)",,,
305952530,residential,False,False,43.802,"LINESTRING (35.902499 41.574787, 35.9025596 41.5745513, 35.9025596 41.5743974)",,,
305952530,residential,False,True,109.72300000000001,"LINESTRING (35.902499 41.574787, 35.9024343 41.5750387, 35.9024907 41.5753527, 35.9026379 41.5757514)",,,
305952523,residential,False,False,26.616,"LINESTRING (35.90494 41.5749449, 35.9050878 41.5751572)",,,
305952523,residential,False,True,44.872,"LINESTRING (35.90494 41.5749449, 35.904821 41.5745513)",,,
305952516,residential,False,True,172.331,"LINESTRING (35.90494 41.5749449, 35.9045266 41.5750902, 35.9040881 41.575362, 35.9034366 41.57584, 35.903305 41.5758541)",,,
305952484,residential,False,True,3.369,"LINESTRING (35.9061115 41.5750293, 35.9060805 41.5750488)",,,
305952484,residential,False,False,56.093,"LINESTRING (35.9061115 41.5750293, 35.9064873 41.5750012, 35.9066627 41.5749121, 35.9067168 41.5748634)",,,
1036017987,residential,False,True,124.119,"LINESTRING (35.9061115 41.5750293, 35.9060999 41.5748025, 35.9061259 41.5743613, 35.9061491 41.573914)",,,
305952486,residential,False,False,77.919,"LINESTRING (35.9035995 41.5750387, 35.9032988 41.5754042, 35.9030983 41.5755635, 35.9030364 41.5755888)",,,
305952486,residential,False,True,68.893,"LINESTRING (35.9035995 41.5750387, 35.9039879 41.5745747, 35.9040167 41.5745059)",,,
305952503,residential,False,True,95.801,"LINESTRING (35.9035995 41.5750387, 35.9032612 41.5749449, 35.902499 41.574787)",,,
305952523,residential,False,True,26.616,"LINESTRING (35.9050878 41.5751572, 35.90494 41.5749449)",,,
305952517,residential,False,True,166.503,"LINESTRING (35.9050878 41.5751572, 35.9042885 41.5755917, 35.9034679 41.5760368)",,,
305952523,residential,False,False,28.873,"LINESTRING (35.9050878 41.5751572, 35.9051781 41.575287, 35.905256 41.5753842)",,,
305952518,residential,False,False,161.828,"LINESTRING (35.905256 41.5753842, 35.9036809 41.5762384)",,,
305952523,residential,False,False,33.725,"LINESTRING (35.905256 41.5753842, 35.9052908 41.5754276, 35.9055101 41.5756198)",,,
305952523,residential,False,True,28.873,"LINESTRING (35.905256 41.5753842, 35.9051781 41.575287, 35.9050878 41.5751572)",,,
305952486,residential,False,False,31.554,"LINESTRING (35.9030364 41.5755888, 35.9027034 41.5757247)",,,
305952516,residential,False,False,37.006,"LINESTRING (35.9030364 41.5755888, 35.903305 41.5758541)",,,
305952486,residential,False,True,77.919,"LINESTRING (35.9030364 41.5755888, 35.9030983 41.5755635, 35.9032988 41.5754042, 35.9035995 41.5750387)",,,
305952484,residential,False,False,21.078,"LINESTRING (35.9055101 41.5756198, 35.9056554 41.5754645)",,,
305952484,residential,False,True,24.937,"LINESTRING (35.9055101 41.5756198, 35.9053785 41.5758213)",,,
305952523,residential,False,True,33.725,"LINESTRING (35.9055101 41.5756198, 35.9052908 41.5754276, 35.905256 41.5753842)",,,
305952486,residential,False,True,6.205,"LINESTRING (35.9026379 41.5757514, 35.9027034 41.5757247)",,,
305952486,residential,False,False,51.453,"LINESTRING (35.9026379 41.5757514, 35.9025471 41.5757885, 35.9020703 41.5759343)",,,
305952530,residential,False,False,109.72300000000001,"LINESTRING (35.9026379 41.5757514, 35.9024907 41.5753527, 35.9024343 41.5750387, 35.902499 41.574787)",,,
