osmid,oneway,highway,reversed,length,geometry,ref,name,bridge,lanes,maxspeed
"[365307681, 127369082, 365307677]",False,residential,False,51.219,"LINESTRING (35.0255507 40.7854584, 35.0256575 40.7854343, 35.0258671 40.7853869, 35.0259726 40.7853155, 35.0260421 40.7852264)",,,yes,,
127369082,False,residential,True,52.955,"LINESTRING (35.0255507 40.7854584, 35.0250178 40.7855844, 35.0249566 40.7856112)",,,,,
283457965,False,tertiary,False,200.09900000000002,"LINESTRING (35.0255507 40.7854584, 35.0252021 40.784448, 35.02506 40.7841689, 35.0249001 40.7839638, 35.0247225 40.7837923)",,,,,
127369074,False,residential,True,123.607,"LINESTRING (35.0249566 40.7856112, 35.0248024 40.7855508, 35.0246337 40.7854231, 35.0245005 40.7852213, 35.0243451 40.7850734, 35.0239498 40.7848313)",,,,,
127369082,False,residential,False,52.955,"LINESTRING (35.0249566 40.7856112, 35.0250178 40.7855844, 35.0255507 40.7854584)",,,,,
127369082,False,residential,True,70.861,"LINESTRING (35.0249566 40.7856112, 35.0248735 40.7856475, 35.0247847 40.7857105, 35.0246348 40.7859459, 35.0244905 40.7861266)",,,,,
365307683,False,residential,True,72.933,"LINESTRING (35.0278838 40.7860294, 35.0270214 40.7860913)",,,,,
127369084,False,residential,False,147.76500000000001,"LINESTRING (35.0278838 40.7860294, 35.0282928 40.7868243, 35.0284482 40.787047, 35.0285873 40.7872446)",,,,,
127369084,False,residential,True,203.775,"LINESTRING (35.0278838 40.7860294, 35.0276101 40.7854584, 35.0273184 40.7849339, 35.0271469 40.7847186, 35.0268496 40.7843824)",,,,,
127369082,False,residential,False,70.861,"LINESTRING (35.0244905 40.7861266, 35.0246348 40.7859459, 35.0247847 40.7857105, 35.0248735 40.7856475, 35.0249566 40.7856112)",,,,,
"[127369082, 127369143]",False,residential,True,91.01,"LINESTRING (35.0244905 40.7861266, 35.0243517 40.7862779, 35.024113 40.786404, 35.0242829 40.7865965, 35.0243539 40.7867243, 35.0243539 40.786768)",,,,,
127369138,False,residential,False,142.23000000000002,"LINESTRING (35.0244905 40.7861266, 35.0239898 40.7857021, 35.0238795 40.7855785, 35.0238122 40.7852718, 35.0236523 40.7850532)",,,,,
"[127369082, 127369143]",False,residential,False,91.00999999999999,"LINESTRING (35.0243539 40.786768, 35.0243539 40.7867243, 35.0242829 40.7865965, 35.024113 40.786404, 35.0243517 40.7862779, 35.0244905 40.7861266)",,,,,
127369143,False,residential,True,80.40799999999999,"LINESTRING (35.0243539 40.786768, 35.0243095 40.7868184, 35.0241097 40.786963, 35.0239543 40.7871075, 35.0237763 40.7873379)",,,,,
127369084,False,residential,False,52.068,"LINESTRING (35.0285873 40.7872446, 35.0289624 40.7876169)",,,,,
365307680,False,living_street,True,62.821,"LINESTRING (35.0285873 40.7872446, 35.027904 40.7874716)",,,,,
127369084,False,residential,True,147.765,"LINESTRING (35.0285873 40.7872446, 35.0284482 40.787047, 35.0282928 40.7868243, 35.0278838 40.7860294)",,,,,
365307675,False,residential,False,284.197,"LINESTRING (35.018769 40.7800715, 35.0189718 40.7804178, 35.0193246 40.7807272, 35.0194979 40.7810787, 35.0196465 40.7812943, 35.0198136 40.7816224, 35.020055 40.7817911, 35.020086 40.7818567, 35.020086 40.7819833, 35.0204355 40.7822172)",,,,,
552654217,False,secondary,False,210.43099999999998,"LINESTRING (35.018769 40.7800715, 35.0189387 40.780173, 35.0192851 40.780378, 35.0201757 40.7808278, 35.0208345 40.7811337)",05-79,,,,
365307684,False,residential,False,104.251,"LINESTRING (35.02393 40.7814724, 35.0242952 40.7821473, 35.024396 40.782341)",,,,,
127369148,False,residential,False,144.703,"LINESTRING (35.0196341 40.7842752, 35.019971 40.7841728, 35.0212126 40.7837607)",,,,,
365307678,False,residential,False,493.588,"LINESTRING (35.0196341 40.7842752, 35.0197889 40.7845611, 35.0200117 40.7847861, 35.0202531 40.7848892, 35.0204388 40.7849314, 35.0205069 40.7850111, 35.0201479 40.7854751, 35.0201459 40.7855447, 35.0209506 40.7860602, 35.0223206 40.7855079, 35.0224877 40.785386, 35.0225434 40.7852173, 35.0225682 40.784847, 35.022661 40.7847814)",,,,,
"[127369128, 1241925708]",False,"['residential', 'unclassified']",False,306.224,"LINESTRING (35.022661 40.7847814, 35.0230943 40.7852829, 35.0234162 40.7860141, 35.0233653 40.7861644, 35.0237905 40.7870788, 35.0237763 40.7873379)",,Null,,1,50
127369128,False,residential,True,161.45899999999997,"LINESTRING (35.022661 40.7847814, 35.0224249 40.784524, 35.0221718 40.7842583, 35.0218299 40.7840028, 35.0216478 40.7837943, 35.0215519 40.7836108)",,,,,
365307678,False,residential,True,493.58799999999997,"LINESTRING (35.022661 40.7847814, 35.0225682 40.784847, 35.0225434 40.7852173, 35.0224877 40.785386, 35.0223206 40.7855079, 35.0209506 40.7860602, 35.0201459 40.7855447, 35.0201479 40.7854751, 35.0205069 40.7850111, 35.0204388 40.7849314, 35.0202531 40.7848892, 35.0200117 40.7847861, 35.0197889 40.7845611, 35.0196341 40.7842752)",,,,,
365307687,False,residential,True,95.988,"LINESTRING (35.022661 40.7847814, 35.0228344 40.7848705, 35.0231748 40.7850673, 35.02341 40.7851189, 35.0236523 40.7850532)",,,,,
365307677,False,residential,False,118.62700000000001,"LINESTRING (35.0260421 40.7852264, 35.0263551 40.7847931, 35.0264832 40.7846094, 35.0265832 40.7845043, 35.0268496 40.7843824)",,,,,
"[365307681, 127369082, 365307677]",False,residential,True,51.218999999999994,"LINESTRING (35.0260421 40.7852264, 35.0259726 40.7853155, 35.0258671 40.7853869, 35.0256575 40.7854343, 35.0255507 40.7854584)",,,yes,,
365307688,False,residential,False,103.67699999999999,"LINESTRING (35.0260421 40.7852264, 35.0260717 40.7859203, 35.0261072 40.7861569)",,,,,
365307683,False,residential,False,72.933,"LINESTRING (35.0270214 40.7860913, 35.0278838 40.7860294)",,,,,
365307683,False,residential,True,77.313,"LINESTRING (35.0270214 40.7860913, 35.0261072 40.7861569)",,,,,
365307689,False,residential,False,204.024,"LINESTRING (35.0270214 40.7860913, 35.0268455 40.7858032, 35.0266412 40.7856204, 35.0265793 40.785461, 35.0266226 40.7853017, 35.0266328 40.785125, 35.0266801 40.7846992, 35.0267898 40.7845565, 35.0268496 40.7843824)",,,,,
365307683,False,residential,False,77.313,"LINESTRING (35.0261072 40.7861569, 35.0270214 40.7860913)",,,,,
365307688,False,residential,True,103.67699999999999,"LINESTRING (35.0261072 40.7861569, 35.0260717 40.7859203, 35.0260421 40.7852264)",,,,,
365307685,False,residential,True,260.116,"LINESTRING (35.0295753 40.7869842, 35.0289934 40.7859485, 35.0287953 40.7857141, 35.0285477 40.7852736, 35.0284046 40.7848299)",,,,,
365307680,False,living_street,False,62.821,"LINESTRING (35.027904 40.7874716, 35.0285873 40.7872446)",,,,,
127369084,False,residential,True,52.068,"LINESTRING (35.0289624 40.7876169, 35.0285873 40.7872446)",,,,,
127369143,False,residential,False,80.40799999999999,"LINESTRING (35.0237763 40.7873379, 35.0239543 40.7871075, 35.0241097 40.786963, 35.0243095 40.7868184, 35.0243539 40.786768)",,,,,
"[127369128, 1241925708]",False,"['unclassified', 'residential']",True,306.224,"LINESTRING (35.0237763 40.7873379, 35.0237905 40.7870788, 35.0233653 40.7861644, 35.0234162 40.7860141, 35.0230943 40.7852829, 35.022661 40.7847814)",,Null,,1,50
