osmid,highway,oneway,reversed,length,geometry,bridge,tunnel,lanes,name,maxspeed,ref
531336186,residential,False,True,31.926,"LINESTRING (40.6888224 -14.557733, 40.6889012 -14.5580098)",,,,,,
246370664,unclassified,False,False,162.618,"LINESTRING (40.6888224 -14.557733, 40.6894662 -14.5575725, 40.689617 -14.5575318, 40.6897817 -14.55748, 40.6898517 -14.5574455, 40.6899094 -14.5574105, 40.6901992 -14.5571882)",,,,,,
246370664,unclassified,False,False,28.21,"LINESTRING (40.6901992 -14.5571882, 40.6903991 -14.5570241)",,,,,,
246370636,residential,False,True,178.565,"LINESTRING (40.6901992 -14.5571882, 40.6901407 -14.5573125, 40.6901179 -14.5573436, 40.6900442 -14.5574137, 40.6900066 -14.5574747, 40.6899184 -14.5576731, 40.6898779 -14.5577032, 40.6898162 -14.557733, 40.689583 -14.5578093, 40.6889012 -14.5580098)",,,,,,
246370664,unclassified,False,True,162.618,"LINESTRING (40.6901992 -14.5571882, 40.6899094 -14.5574105, 40.6898517 -14.5574455, 40.6897817 -14.55748, 40.689617 -14.5575318, 40.6894662 -14.5575725, 40.6888224 -14.557733)",,,,,,
246370606,residential,False,False,5.827,"LINESTRING (40.6878638 -14.5611233, 40.6879171 -14.5611141)",,,,,,
246370606,residential,False,True,90.35,"LINESTRING (40.6878638 -14.5611233, 40.6870374 -14.5612663)",,,,,,
601697532,residential,False,True,57.046,"LINESTRING (40.6878638 -14.5611233, 40.6877764 -14.5606173)",,,,,,
601697532,residential,False,False,57.046,"LINESTRING (40.6877764 -14.5606173, 40.6878638 -14.5611233)",,,,,,
601697534,residential,False,True,71.503,"LINESTRING (40.6875564 -14.5544853, 40.6874156 -14.55441, 40.6873794 -14.5544022, 40.6871943 -14.554423, 40.6871259 -14.5544321, 40.6869154 -14.5544465)",,,,,,
601697534,residential,False,False,71.503,"LINESTRING (40.6869154 -14.5544465, 40.6871259 -14.5544321, 40.6871943 -14.554423, 40.6873794 -14.5544022, 40.6874156 -14.55441, 40.6875564 -14.5544853)",,,,,,
601775572,residential,False,False,46.355,"LINESTRING (40.6869154 -14.5544465, 40.686914 -14.5545095, 40.6868961 -14.5546097, 40.6868633 -14.5547098, 40.6868215 -14.5547981, 40.6867903 -14.554838)",,,,,,
218649679,residential,False,True,99.419,"LINESTRING (40.6845356 -14.5597238, 40.684724 -14.5605991)",,,,,,
218649679,residential,False,False,114.325,"LINESTRING (40.6845356 -14.5597238, 40.6843419 -14.5588243, 40.6843203 -14.558717)",,,,,,
601697561,residential,False,False,72.06,"LINESTRING (40.6845356 -14.5597238, 40.6847951 -14.5595853, 40.6848527 -14.5595633, 40.6850003 -14.5595282, 40.6851585 -14.5595101)",,,,,,
218649583,residential,False,False,9.799,"LINESTRING (40.6837768 -14.5588176, 40.6836873 -14.5588338)",,,,,,
218649583,residential,False,True,30.284,"LINESTRING (40.6837768 -14.5588176, 40.6840534 -14.5587676)",,,,,,
601761962,residential,False,True,28.852,"LINESTRING (40.6837768 -14.5588176, 40.6838536 -14.558569)",,,,,,
601761963,residential,False,True,75.949,"LINESTRING (40.6839716 -14.5579213, 40.6838188 -14.5582899, 40.683808 -14.5583366, 40.6838255 -14.5584924, 40.6838536 -14.558569)",,,,,,
601761962,residential,False,False,28.852,"LINESTRING (40.6838536 -14.558569, 40.6837768 -14.5588176)",,,,,,
601761961,residential,False,True,30.865000000000002,"LINESTRING (40.6838536 -14.558569, 40.6839006 -14.5586248, 40.6840534 -14.5587676)",,,,,,
601761963,residential,False,False,75.94899999999998,"LINESTRING (40.6838536 -14.558569, 40.6838255 -14.5584924, 40.683808 -14.5583366, 40.6838188 -14.5582899, 40.6839716 -14.5579213)",,,,,,
327413949,residential,False,False,9.566,"LINESTRING (40.68544 -14.5539682, 40.6855153 -14.5539225)",,,,,,
326530656,primary,False,True,197.731,"LINESTRING (40.68544 -14.5539682, 40.6856225 -14.5548422, 40.6858228 -14.5557073)",,,,,,N8
327413938,residential,True,False,170.861,"LINESTRING (40.6855153 -14.5539225, 40.6867903 -14.554838)",,,,,,
327413949,residential,False,True,9.566,"LINESTRING (40.6855153 -14.5539225, 40.68544 -14.5539682)",,,,,,
531336185,residential,False,False,82.148,"LINESTRING (40.6896958 -14.5561866, 40.6903005 -14.5557358)",,,,,,
531336185,residential,False,True,267.40100000000007,"LINESTRING (40.6896958 -14.5561866, 40.6887047 -14.5570119, 40.6881699 -14.5574817, 40.6881403 -14.5575139, 40.6881263 -14.5575425, 40.6880499 -14.5579005)",,,,,,
531336187,residential,False,False,120.15700000000001,"LINESTRING (40.6896958 -14.5561866, 40.6899678 -14.5565527, 40.6903991 -14.5570241)",,,,Rua Rolihlahla Mandela,,
