osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,tunnel
31447293,,Calle Emperador,residential,False,True,78.959,40,"LINESTRING (-98.2401181 19.219885, -98.240787 19.2202095)",
31447164,,Calle Arauz,residential,True,False,90.893,,"LINESTRING (-98.2442497 19.2145715, -98.2435626 19.2140743)",
31446871,,Avenida Cruz Colorada,tertiary,True,False,48.786,,"LINESTRING (-98.2426241 19.2133654, -98.242748 19.2131449, -98.2428362 19.2129751)",
31447175,,Calle Álvarez del Campo,residential,False,False,124.19,,"LINESTRING (-98.2434616 19.2167675, -98.2442241 19.2159137)",
848538566,,Avenida Lerdo de Tejada Poniente,residential,True,False,81.012,40,"LINESTRING (-98.2434616 19.2167675, -98.2427752 19.2164348)",
31447175,,Calle Álvarez del Campo,residential,False,True,124.19,,"LINESTRING (-98.2442241 19.2159137, -98.2434616 19.2167675)",
31447159,,Calle Estrella Norte,residential,True,False,66.522,40,"LINESTRING (-98.2435482 19.2154351, -98.2439451 19.2149688)",
31447200,,Calle Emeterio Arenas Poniente,residential,True,False,88.706,,"LINESTRING (-98.2435482 19.2154351, -98.2442241 19.2159137)",
31447200,,Calle Emeterio Arenas Poniente,residential,True,False,199.157,,"LINESTRING (-98.242024 19.2143691, -98.2435482 19.2154351)",
31446871,,Avenida Cruz Colorada,tertiary,True,False,69.133,,"LINESTRING (-98.242024 19.2143691, -98.2422882 19.2140139, -98.2423889 19.2138521)",
31447159,,Calle Estrella Norte,residential,True,False,43.36,40,"LINESTRING (-98.2425171 19.2167392, -98.2427752 19.2164348)",
146838136,,Calle José María Morelos,residential,True,False,94.989,40,"LINESTRING (-98.2425171 19.2167392, -98.2432608 19.2172256)",
146838136,,Calle José María Morelos,residential,True,False,59.54,40,"LINESTRING (-98.2409631 19.2158277, -98.2414364 19.2161226)",
31886646,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,False,False,35.665,,"LINESTRING (-98.2409631 19.2158277, -98.2410597 19.2156976, -98.2411608 19.2155669)",
31886646,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,False,True,50.916,,"LINESTRING (-98.2409631 19.2158277, -98.240701 19.2161776, -98.2406819 19.2162007)",
31447216,,Calle Emiliano Zapata Norte,residential,False,False,61.744,,"LINESTRING (-98.2407812 19.2170265, -98.2411143 19.2165689)",
848541255,,Avenida Benito Juárez Poniente,residential,False,False,10.681,40,"LINESTRING (-98.2407812 19.2170265, -98.2408512 19.2170962)",
848541255,,Avenida Benito Juárez Poniente,residential,False,True,65.018,40,"LINESTRING (-98.2407812 19.2170265, -98.2402571 19.2167151)",
31447216,,Calle Emiliano Zapata Norte,residential,False,False,40.525,,"LINESTRING (-98.2414364 19.2161226, -98.2416554 19.2158225)",
31447216,,Calle Emiliano Zapata Norte,residential,False,True,60.055,,"LINESTRING (-98.2414364 19.2161226, -98.2411143 19.2165689)",
146838136,,Calle José María Morelos,residential,True,False,132.578,40,"LINESTRING (-98.2414364 19.2161226, -98.2425171 19.2167392)",
848562310,,Avenida Libertad Norte,secondary,False,False,58.927,,"LINESTRING (-98.2381108 19.2155055, -98.2384144 19.2150598)",
848562310,,Avenida Libertad Norte,secondary,False,True,87.912,,"LINESTRING (-98.2381108 19.2155055, -98.2376484 19.2161646)",
31447293,,Calle Emperador,residential,False,True,16.358,40,"LINESTRING (-98.239976 19.2198247, -98.2401181 19.219885)",
"[903453856, 31447284, 954210308]",,"['Calle Progreso', 'Calle Emperador']",residential,False,False,46.968999999999994,40,"LINESTRING (-98.239976 19.2198247, -98.2399308 19.2198265, -98.2398178 19.2198504, -98.2397555 19.2199254, -98.2397666 19.2201001)",yes
104423032,,Calle Progreso,residential,False,False,179.172,40,"LINESTRING (-98.239976 19.2198247, -98.2398628 19.2193973, -98.239866 19.2192142, -98.2399694 19.2182314)",
31447239,,Avenida Tlaxcala Norte,residential,False,False,134.928,40,"LINESTRING (-98.2398489 19.216514, -98.2393847 19.2176455)",
848554144,,Avenida Benito Juárez Oriente,residential,True,False,58.658,40,"LINESTRING (-98.2398489 19.216514, -98.2393674 19.2162465)",
31447239,,Avenida Tlaxcala Norte,residential,False,True,89.957,40,"LINESTRING (-98.238651 19.2193768, -98.2389807 19.2186301)",
848554143,,Avenida Emperador,residential,False,False,142.089,40,"LINESTRING (-98.238651 19.2193768, -98.2397666 19.2201001)",
848554143,,Avenida Emperador,residential,False,True,131.268,40,"LINESTRING (-98.238651 19.2193768, -98.2376461 19.2186745)",
31447243,,Avenida Niños Héroes,residential,False,False,127.951,40,"LINESTRING (-98.2393674 19.2162465, -98.2386787 19.2171958)",
848554144,,Avenida Benito Juárez Oriente,residential,True,False,155.578,40,"LINESTRING (-98.2393674 19.2162465, -98.2386798 19.2158276, -98.2381108 19.2155055)",
848554143,,Avenida Emperador,residential,False,False,76.743,40,"LINESTRING (-98.2359105 19.217477, -98.2365037 19.2178802)",
848562310,,Avenida Libertad Norte,secondary,False,False,63.318,,"LINESTRING (-98.2359105 19.217477, -98.2364333 19.2171932)",
31447243,,Avenida Niños Héroes,residential,False,False,134.716,40,"LINESTRING (-98.2376461 19.2186745, -98.2369348 19.2196828)",
31447243,,Avenida Niños Héroes,residential,False,True,81.007,40,"LINESTRING (-98.2376461 19.2186745, -98.2380661 19.2180634)",
848554143,,Avenida Emperador,residential,False,False,131.268,40,"LINESTRING (-98.2376461 19.2186745, -98.238651 19.2193768)",
848554143,,Avenida Emperador,residential,False,True,76.403,40,"LINESTRING (-98.2376461 19.2186745, -98.2370596 19.2182678)",
848554143,,Avenida Emperador,residential,False,True,142.089,40,"LINESTRING (-98.2397666 19.2201001, -98.238651 19.2193768)",
"[903453856, 31447284, 954210308]",,"['Calle Progreso', 'Calle Emperador']",residential,False,True,46.969,40,"LINESTRING (-98.2397666 19.2201001, -98.2397555 19.2199254, -98.2398178 19.2198504, -98.2399308 19.2198265, -98.239976 19.2198247)",yes
31447148,,Avenida Lerdo de Tejada Poniente,secondary,True,False,176.038,40,"LINESTRING (-98.2403937 19.2151317, -98.2397126 19.2147587, -98.2395461 19.2146675, -98.2389536 19.2143214)",
31447364,,Avenida 5 de Mayo Oriente,residential,False,False,48.42,,"LINESTRING (-98.2408923 19.2120374, -98.2405076 19.2117973)",
31447364,,Avenida 5 de Mayo Oriente,residential,False,True,49.301,,"LINESTRING (-98.2408923 19.2120374, -98.2413213 19.2122176)",
913769506,,Calle Domingo Arenas,residential,False,True,52.322,,"LINESTRING (-98.2408923 19.2120374, -98.2409575 19.2115709)",
913769506,,Calle Domingo Arenas,residential,False,False,160.154,,"LINESTRING (-98.2408923 19.2120374, -98.2408147 19.212713, -98.2406849 19.2134638)",
31447379,,Calle Mariano Matamoros,residential,False,True,59.212,,"LINESTRING (-98.2389741 19.2124366, -98.2386543 19.2128752)",
848603462,,Avenida 16 de Septiembre,residential,False,False,82.797,,"LINESTRING (-98.2389741 19.2124366, -98.2393024 19.2131136)",
848603462,,Avenida 16 de Septiembre,residential,False,True,110.101,,"LINESTRING (-98.2389741 19.2124366, -98.2385688 19.2115234)",
942703751,,Calle Domingo Arenas,residential,True,False,48.439,,"LINESTRING (-98.24046 19.2147006, -98.2403937 19.2151317)",
848603463,,Avenida 16 de Septiembre,residential,False,True,161.477,,"LINESTRING (-98.24046 19.2147006, -98.2396415 19.2137632, -98.2394929 19.2135719)",
31447379,,Calle Mariano Matamoros,residential,False,False,79.922,,"LINESTRING (-98.2373232 19.2147841, -98.2377418 19.2141838)",
848576977,,Avenida Ignacio Zaragoza,secondary,False,False,50.718,,"LINESTRING (-98.2373232 19.2147841, -98.236856 19.2146683)",
848576977,,Avenida Ignacio Zaragoza,secondary,False,True,118.607,,"LINESTRING (-98.2373232 19.2147841, -98.2384144 19.2150598)",
31447388,,Avenida Piedad,residential,False,False,113.76,,"LINESTRING (-98.2386485 19.2147438, -98.2377418 19.2141838)",
934028768,,Avenida Libertad Norte,secondary,False,False,56.854,,"LINESTRING (-98.2386485 19.2147438, -98.2389536 19.2143214)",
934028768,,Avenida Libertad Norte,secondary,False,True,27.47,,"LINESTRING (-98.2386485 19.2147438, -98.2385062 19.2149511)",
31447239,,Avenida Tlaxcala Norte,residential,False,False,84.013,40,"LINESTRING (-98.2393847 19.2176455, -98.2390956 19.21835)",
31447239,,Avenida Tlaxcala Norte,residential,False,True,134.928,40,"LINESTRING (-98.2393847 19.2176455, -98.2398489 19.216514)",
848590730,,Calle Miguel Hidalgo Norte,residential,False,False,89.418,40,"LINESTRING (-98.2393847 19.2176455, -98.2386787 19.2171958)",
31447243,,Avenida Niños Héroes,residential,False,False,70.135,40,"LINESTRING (-98.2386787 19.2171958, -98.2383164 19.2177257)",
31447243,,Avenida Niños Héroes,residential,False,True,127.951,40,"LINESTRING (-98.2386787 19.2171958, -98.2393674 19.2162465)",
31447433,,Calle Miguel Hidalgo,residential,False,False,63.031,40,"LINESTRING (-98.2386787 19.2171958, -98.2381885 19.2168686)",
848590730,,Calle Miguel Hidalgo Norte,residential,False,True,89.418,40,"LINESTRING (-98.2386787 19.2171958, -98.2393847 19.2176455)",
31447433,,Calle Miguel Hidalgo,residential,False,True,65.002,40,"LINESTRING (-98.2374794 19.2164054, -98.2379885 19.216738)",
848562310,,Avenida Libertad Norte,secondary,False,False,32.122,,"LINESTRING (-98.2374794 19.2164054, -98.2376484 19.2161646)",
848562310,,Avenida Libertad Norte,secondary,False,True,114.658,,"LINESTRING (-98.2374794 19.2164054, -98.2372245 19.2167585, -98.2371021 19.216832, -98.2366708 19.2170602)",
31447436,,,residential,False,False,42.994,,"LINESTRING (-98.2366708 19.2170602, -98.2363324 19.2168425)",
848562310,,Avenida Libertad Norte,secondary,False,True,28.993,,"LINESTRING (-98.2366708 19.2170602, -98.2364333 19.2171932)",
848562310,,Avenida Libertad Norte,secondary,False,False,114.65800000000002,,"LINESTRING (-98.2366708 19.2170602, -98.2371021 19.216832, -98.2372245 19.2167585, -98.2374794 19.2164054)",
31447436,,,residential,False,False,39.437,,"LINESTRING (-98.2363324 19.2168425, -98.2360228 19.2166417)",
31447436,,,residential,False,True,42.994,,"LINESTRING (-98.2363324 19.2168425, -98.2366708 19.2170602)",
31447438,,,residential,False,False,29.574,,"LINESTRING (-98.2363324 19.2168425, -98.236507 19.2166338)",
31447436,,,residential,False,True,12.959,,"LINESTRING (-98.2359181 19.21658, -98.2360228 19.2166417)",
31447438,,,residential,False,True,29.574,,"LINESTRING (-98.236507 19.2166338, -98.2363324 19.2168425)",
31447436,,,residential,False,False,12.959,,"LINESTRING (-98.2360228 19.2166417, -98.2359181 19.21658)",
31447436,,,residential,False,True,39.437,,"LINESTRING (-98.2360228 19.2166417, -98.2363324 19.2168425)",
31447440,,,residential,False,False,43.696,,"LINESTRING (-98.2360228 19.2166417, -98.2362645 19.2163218)",
31447440,,,residential,False,True,43.696,,"LINESTRING (-98.2362645 19.2163218, -98.2360228 19.2166417)",
848603462,,Avenida 16 de Septiembre,residential,False,True,82.797,,"LINESTRING (-98.2393024 19.2131136, -98.2389741 19.2124366)",
913769508,,Avenida 16 de Septiembre,secondary,False,False,54.746,,"LINESTRING (-98.2393024 19.2131136, -98.2394929 19.2135719)",
31447461,,Calle Axala Oriente,secondary,False,False,195.589,,"LINESTRING (-98.2393024 19.2131136, -98.2395701 19.2129323, -98.2397053 19.2128183, -98.2398443 19.2126603, -98.2399882 19.2124921, -98.2403983 19.2118926, -98.2404498 19.2118368, -98.2405076 19.2117973)",
31447364,,Avenida 5 de Mayo Oriente,residential,False,False,74.409,,"LINESTRING (-98.2405076 19.2117973, -98.239943 19.2113929)",
31447364,,Avenida 5 de Mayo Oriente,residential,False,True,48.42,,"LINESTRING (-98.2405076 19.2117973, -98.2408923 19.2120374)",
31447461,,Calle Axala Oriente,secondary,False,False,53.714,,"LINESTRING (-98.2405076 19.2117973, -98.2406037 19.2117338, -98.2407485 19.2116554, -98.2409575 19.2115709)",
31447461,,Calle Axala Oriente,secondary,False,True,195.589,,"LINESTRING (-98.2405076 19.2117973, -98.2404498 19.2118368, -98.2403983 19.2118926, -98.2399882 19.2124921, -98.2398443 19.2126603, -98.2397053 19.2128183, -98.2395701 19.2129323, -98.2393024 19.2131136)",
913769506,,Calle Domingo Arenas,residential,False,False,52.322,,"LINESTRING (-98.2409575 19.2115709, -98.2408923 19.2120374)",
913769507,,Calle Axala Oriente,residential,False,False,24.182,,"LINESTRING (-98.2409575 19.2115709, -98.2411776 19.2115069)",
31447461,,Calle Axala Oriente,secondary,False,True,53.714,,"LINESTRING (-98.2409575 19.2115709, -98.2407485 19.2116554, -98.2406037 19.2117338, -98.2405076 19.2117973)",
913769507,,Calle Axala Oriente,residential,False,True,24.182,,"LINESTRING (-98.2411776 19.2115069, -98.2409575 19.2115709)",
32492947,,Calle Axala,residential,False,True,6.575,,"LINESTRING (-98.2413233 19.2114818, -98.2412615 19.2114913)",
32492947,,Calle Axala,residential,False,False,35.338,,"LINESTRING (-98.2413233 19.2114818, -98.2414103 19.2114713, -98.2416538 19.2114229)",
31447634,,Cuarta Cerrada Guadalupe Victoria,residential,False,False,55.784,,"LINESTRING (-98.2367992 19.2116311, -98.2372258 19.2119301)",
31447634,,Cuarta Cerrada Guadalupe Victoria,residential,False,True,50.681,,"LINESTRING (-98.2367992 19.2116311, -98.2364041 19.2113693)",
31447634,,Cuarta Cerrada Guadalupe Victoria,residential,False,True,55.784,,"LINESTRING (-98.2372258 19.2119301, -98.2367992 19.2116311)",
31447641,,Privada 5 de Mayo,residential,False,True,53.321,,"LINESTRING (-98.2372258 19.2119301, -98.2369534 19.2123348)",
31447388,,Avenida Piedad,residential,False,True,108.839,,"LINESTRING (-98.2363096 19.2132583, -98.2371694 19.213805)",
31447641,,Privada 5 de Mayo,residential,False,False,70.084,,"LINESTRING (-98.2363096 19.2132583, -98.23667 19.2127278)",
31447656,,Calle Pedro Bermúdez,residential,False,False,92.466,40,"LINESTRING (-98.2432608 19.2172256, -98.2427704 19.2179163)",
146838136,,Calle José María Morelos,residential,True,False,76.713,40,"LINESTRING (-98.2432608 19.2172256, -98.2438541 19.2176282)",
31447656,,Calle Pedro Bermúdez,residential,False,True,54.892,40,"LINESTRING (-98.2417871 19.2190477, -98.2421327 19.2186773)",
848541255,,Avenida Benito Juárez Poniente,residential,False,False,57.285,40,"LINESTRING (-98.2417871 19.2190477, -98.2420204 19.2195134)",
848541255,,Avenida Benito Juárez Poniente,residential,False,True,44.74,40,"LINESTRING (-98.2417871 19.2190477, -98.2416227 19.2186765)",
31447680,,Calle Juan Escutia,residential,False,False,71.014,40,"LINESTRING (-98.2442177 19.2170897, -98.2438541 19.2176282)",
848538566,,Avenida Lerdo de Tejada Poniente,residential,True,False,87.15100000000001,40,"LINESTRING (-98.2442177 19.2170897, -98.2439928 19.2170059, -98.2436479 19.216846, -98.2434616 19.2167675)",
31447680,,Calle Juan Escutia,residential,False,True,11.179,40,"LINESTRING (-98.2433456 19.2182816, -98.2434098 19.2182014)",
31447899,,Privada Ocotlán,residential,False,False,72.784,40,"LINESTRING (-98.2433456 19.2182816, -98.2427704 19.2179163)",
848542004,,Privada Juan Escutia,residential,False,False,15.22,,"LINESTRING (-98.2433456 19.2182816, -98.2432665 19.2183963)",
848541255,,Avenida Benito Juárez Poniente,residential,False,True,92.763,40,"LINESTRING (-98.2423896 19.2202713, -98.2420204 19.2195134)",
32492906,,Calle Castaña,residential,False,True,116.244,,"LINESTRING (-98.2364333 19.2171932, -98.2355507 19.2165621)",
848562310,,Avenida Libertad Norte,secondary,False,False,28.993,,"LINESTRING (-98.2364333 19.2171932, -98.2366708 19.2170602)",
848562310,,Avenida Libertad Norte,secondary,False,True,63.318,,"LINESTRING (-98.2364333 19.2171932, -98.2359105 19.217477)",
31447656,,Calle Pedro Bermúdez,residential,False,False,71.86,40,"LINESTRING (-98.2427704 19.2179163, -98.2423415 19.2184199)",
31447656,,Calle Pedro Bermúdez,residential,False,True,92.466,40,"LINESTRING (-98.2427704 19.2179163, -98.2432608 19.2172256)",
31447899,,Privada Ocotlán,residential,False,True,72.784,40,"LINESTRING (-98.2427704 19.2179163, -98.2433456 19.2182816)",
32505862,,Callejón Estrella,residential,False,False,43.227,40,"LINESTRING (-98.2427704 19.2179163, -98.2424086 19.2177308)",
31447164,,Calle Arauz,residential,True,False,87.898,,"LINESTRING (-98.2432754 19.213862, -98.2426241 19.2133654)",
31447908,,Privada de la Arauz Poniente,residential,False,True,175.24599999999998,,"LINESTRING (-98.2432754 19.213862, -98.2438945 19.2131762, -98.2443669 19.2126698)",
848202961,,Avenida Cruz Colorada,tertiary,False,False,61.041,,"LINESTRING (-98.2428362 19.2129751, -98.2431364 19.212505)",
31449634,,Calle Argentina,residential,False,False,165.09699999999998,,"LINESTRING (-98.2428362 19.2129751, -98.2416632 19.2121609, -98.2415733 19.2120909)",
31449634,,Calle Argentina,residential,False,False,6.631,,"LINESTRING (-98.2413613 19.2119889, -98.2412986 19.211996)",
31886664,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,True,False,56.528,,"LINESTRING (-98.2413613 19.2119889, -98.2413233 19.2114818)",
31449634,,Calle Argentina,residential,False,True,25.537,,"LINESTRING (-98.2413613 19.2119889, -98.2414094 19.2119947, -98.2414507 19.212007, -98.2415733 19.2120909)",
31447364,,Avenida 5 de Mayo Oriente,residential,False,False,49.301,,"LINESTRING (-98.2413213 19.2122176, -98.2408923 19.2120374)",
848191004,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,True,False,112.3,,"LINESTRING (-98.2413213 19.2122176, -98.24145 19.2132202)",
848653142,,,residential,False,True,8.219,,"LINESTRING (-98.2413213 19.2122176, -98.2413991 19.2122095)",
31447200,,Calle Emeterio Arenas Poniente,residential,True,False,10.448,,"LINESTRING (-98.2415643 19.2140475, -98.241642 19.2141062)",
848191004,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,True,False,22.745,,"LINESTRING (-98.2415643 19.2140475, -98.2415977 19.2142496)",
104423008,,Avenida del Parque,residential,False,False,8.72,,"LINESTRING (-98.2415977 19.2142496, -98.2416457 19.2141856)",
848191004,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,True,False,73.863,,"LINESTRING (-98.2415977 19.2142496, -98.241592 19.214498, -98.2415587 19.2147294, -98.2415113 19.2149061)",
942703129,,Avenida del Parque,residential,True,False,149.753,,"LINESTRING (-98.2415977 19.2142496, -98.2410894 19.2150007, -98.2408413 19.2153912)",
31447379,,Calle Mariano Matamoros,residential,False,False,58.198,,"LINESTRING (-98.238348 19.2133114, -98.2386543 19.2128752)",
31447379,,Calle Mariano Matamoros,residential,False,True,116.025,,"LINESTRING (-98.238348 19.2133114, -98.2377418 19.2141838)",
32343194,,Privada Mariano Matamoros,residential,False,False,50.99,,"LINESTRING (-98.238348 19.2133114, -98.237959 19.2130369)",
31447641,,Privada 5 de Mayo,residential,False,False,53.321,,"LINESTRING (-98.2369534 19.2123348, -98.2372258 19.2119301)",
31447641,,Privada 5 de Mayo,residential,False,True,31.375,,"LINESTRING (-98.2369534 19.2123348, -98.2367765 19.2125622)",
32343194,,Privada Mariano Matamoros,residential,False,True,131.317,,"LINESTRING (-98.2369534 19.2123348, -98.237959 19.2130369)",
31447216,,Calle Emiliano Zapata Norte,residential,False,False,60.055,,"LINESTRING (-98.2411143 19.2165689, -98.2414364 19.2161226)",
31447216,,Calle Emiliano Zapata Norte,residential,False,True,61.744,,"LINESTRING (-98.2411143 19.2165689, -98.2407812 19.2170265)",
32343220,,Privada Emiliano Zapata,residential,False,False,130.102,40,"LINESTRING (-98.2411143 19.2165689, -98.2421074 19.2172686)",
31447159,,Calle Estrella Norte,residential,True,False,72.91,40,"LINESTRING (-98.2421074 19.2172686, -98.2425171 19.2167392)",
32343220,,Privada Emiliano Zapata,residential,False,True,130.102,40,"LINESTRING (-98.2421074 19.2172686, -98.2411143 19.2165689)",
32343222,,Privada Juárez,residential,False,False,133.669,40,"LINESTRING (-98.2416227 19.2186765, -98.2424086 19.2177308)",
848541255,,Avenida Benito Juárez Poniente,residential,False,False,44.74,40,"LINESTRING (-98.2416227 19.2186765, -98.2417871 19.2190477)",
848541255,,Avenida Benito Juárez Poniente,residential,False,True,62.879,40,"LINESTRING (-98.2416227 19.2186765, -98.2413986 19.2181521)",
32343222,,Privada Juárez,residential,False,True,133.669,40,"LINESTRING (-98.2424086 19.2177308, -98.2416227 19.2186765)",
32505862,,Callejón Estrella,residential,False,False,57.247,40,"LINESTRING (-98.2424086 19.2177308, -98.2419392 19.2174689)",
32505862,,Callejón Estrella,residential,False,True,43.227,40,"LINESTRING (-98.2424086 19.2177308, -98.2427704 19.2179163)",
31447159,,Calle Estrella Norte,residential,True,False,28.425,40,"LINESTRING (-98.2419392 19.2174689, -98.2421074 19.2172686)",
32505862,,Callejón Estrella,residential,False,True,57.247,40,"LINESTRING (-98.2419392 19.2174689, -98.2424086 19.2177308)",
95561964,,Privada Malintzi Poniente,residential,False,True,64.745,,"LINESTRING (-98.235577 19.2152549, -98.2360918 19.2155754)",
"[95561817, 848583470]",,Calle Malintzi Norte,residential,False,False,102.9,40,"LINESTRING (-98.235577 19.2152549, -98.2357131 19.2150193, -98.2360526 19.2144458)",
104423017,,Malintzi,residential,False,False,80.733,40,"LINESTRING (-98.2364667 19.2152944, -98.236856 19.2146683)",
104423017,,Malintzi,residential,False,True,80.733,40,"LINESTRING (-98.236856 19.2146683, -98.2364667 19.2152944)",
848576977,,Avenida Ignacio Zaragoza,secondary,False,False,22.614,,"LINESTRING (-98.236856 19.2146683, -98.2366469 19.2146196)",
848576977,,Avenida Ignacio Zaragoza,secondary,False,True,50.718,,"LINESTRING (-98.236856 19.2146683, -98.2373232 19.2147841)",
31447680,,Calle Juan Escutia,residential,False,False,78.986,40,"LINESTRING (-98.2438541 19.2176282, -98.2434098 19.2182014)",
31447680,,Calle Juan Escutia,residential,False,True,71.014,40,"LINESTRING (-98.2438541 19.2176282, -98.2442177 19.2170897)",
31447243,,Avenida Niños Héroes,residential,False,True,134.716,40,"LINESTRING (-98.2369348 19.2196828, -98.2376461 19.2186745)",
31447247,,Calle Ignacio Allende,residential,False,False,128.338,40,"LINESTRING (-98.2369348 19.2196828, -98.2359056 19.2190602)",
31447159,,Calle Estrella Norte,residential,True,False,94.832,40,"LINESTRING (-98.2413986 19.2181521, -98.2419392 19.2174689)",
848541255,,Avenida Benito Juárez Poniente,residential,False,False,62.879,40,"LINESTRING (-98.2413986 19.2181521, -98.2416227 19.2186765)",
848541255,,Avenida Benito Juárez Poniente,residential,False,True,131.05200000000002,40,"LINESTRING (-98.2413986 19.2181521, -98.2409552 19.217231, -98.2408512 19.2170962)",
31447200,,Calle Emeterio Arenas Poniente,residential,True,False,5.674,,"LINESTRING (-98.241642 19.2141062, -98.2416869 19.2141346)",
31886664,MEX 119,Carretera Federal Puebla-Tlaxcala,primary,True,False,94.501,,"LINESTRING (-98.241642 19.2141062, -98.2416341 19.2139343, -98.2415428 19.213262)",
31447200,,Calle Emeterio Arenas Poniente,residential,True,False,112.867,,"LINESTRING (-98.2406849 19.2134638, -98.2415643 19.2140475)",
942703751,,Calle Domingo Arenas,residential,True,False,139.539,,"LINESTRING (-98.2406849 19.2134638, -98.24046 19.2147006)",
913769506,,Calle Domingo Arenas,residential,False,True,160.154,,"LINESTRING (-98.2406849 19.2134638, -98.2408147 19.212713, -98.2408923 19.2120374)",
95561964,,Privada Malintzi Poniente,residential,False,False,64.745,,"LINESTRING (-98.2360918 19.2155754, -98.235577 19.2152549)",
