osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,access,tunnel
23593210,,secondary,50,True,False,19.642000000000003,"LINESTRING (10.8120305 49.7044402, 10.8119717 49.7044153, 10.8119277 49.7043777, 10.811876 49.7043006)",1,St 2263,,,
4428606,Große Bauerngasse,secondary,50,True,False,106.089,"LINESTRING (10.8116347 49.7035352, 10.812016 49.7036248, 10.812681 49.7037809, 10.8130198 49.7038635)",1,St 2263,,,
23652991,Große Bauerngasse,secondary,50,False,False,61.617000000000004,"LINESTRING (10.8116347 49.7035352, 10.8109533 49.7033776, 10.8108295 49.7033459)",2,St 2263,,,
27665910,Große Bauerngasse,tertiary,50,True,False,38.814,"LINESTRING (10.8130198 49.7038635, 10.8131334 49.7038669, 10.8132695 49.703868, 10.8133955 49.7038587, 10.8135578 49.7038484)",1,,,,
"[4443308, 200345085]","['Lindenstraße', 'Große Bauerngasse']",secondary,50,True,False,24.04,"LINESTRING (10.8130198 49.7038635, 10.81311 49.7038994, 10.8131869 49.7039267, 10.8132365 49.7039593, 10.8132688 49.7039994)",1,St 2263,,,
24966208,Dr.-Schätzel-Straße,residential,,False,True,230.46599999999998,"LINESTRING (10.8064477 49.7069218, 10.8071555 49.7068678, 10.8072302 49.7068702, 10.8073166 49.7069018, 10.8073671 49.7069345, 10.8073992 49.7069842, 10.8075946 49.7074956, 10.8076589 49.7076551, 10.8076965 49.7077117, 10.8077304 49.7077533, 10.8077894 49.7077869, 10.8078823 49.707803, 10.8079985 49.7077961, 10.8086151 49.7076992)",,,,,
276970366,Kellerberg,secondary,50,False,True,123.97500000000001,"LINESTRING (10.8064477 49.7069218, 10.8064794 49.7070919, 10.8066543 49.7080287)",2,St 2763,,,
309560919,Kellerstraße,secondary,50,False,False,54.683,"LINESTRING (10.8064477 49.7069218, 10.8064024 49.7066471, 10.8063905 49.7065884, 10.8063854 49.706563, 10.8063592 49.7064334)",3,St 2763,,,
24966203,An der Ziegelhütte,residential,,False,True,160.57500000000002,"LINESTRING (10.8066543 49.7080287, 10.8062738 49.7081343, 10.8061805 49.708132, 10.8059791 49.7081129, 10.8058193 49.7080301, 10.8056656 49.7079143, 10.8051786 49.7073694, 10.8050937 49.7073261)",,,,,
276970366,Kellerberg,secondary,50,False,False,123.97500000000001,"LINESTRING (10.8066543 49.7080287, 10.8064794 49.7070919, 10.8064477 49.7069218)",2,St 2763,,,
26783332,Lindenstraße,secondary,50,False,False,131.886,"LINESTRING (10.8082774 49.7061145, 10.8086622 49.7056579, 10.808828 49.705481, 10.808999 49.7052954, 10.8092198 49.7050986)",2,St 2263,,,
26783348,Lindenstraße,secondary,50,True,False,35.442,"LINESTRING (10.8082774 49.7061145, 10.8081838 49.7062783, 10.8081463 49.7063444, 10.8081071 49.7064136)",2,St 2263,,,
24966199,Hauptstraße,living_street,,False,True,41.703,"LINESTRING (10.8049543 49.7037901, 10.8051386 49.7041457)",,,,,
"[24966200, 23030657]",Obere Brauhausgasse,living_street,,False,False,91.17399999999999,"LINESTRING (10.8049543 49.7037901, 10.8046798 49.7038441, 10.8043772 49.7039338, 10.803972 49.7040535, 10.8037822 49.7040993)",,,,,
623810149,Hauptstraße,living_street,,False,False,70.964,"LINESTRING (10.8049543 49.7037901, 10.8049419 49.7037629, 10.804897 49.7036717, 10.8048349 49.7035443, 10.804632 49.7031871)",,,,,
4428605,Am Stadttor,living_street,,False,False,10.847,"LINESTRING (10.804632 49.7031871, 10.804774 49.7031542)",,,,,
"[24966201, 37016188]",Marktbrunnenstraße,living_street,,False,"[False, True]",67.794,"LINESTRING (10.804632 49.7031871, 10.8043533 49.7032497, 10.8038419 49.7033522, 10.8037298 49.7033562)",,,,,
623810149,Hauptstraße,living_street,,False,True,70.96400000000001,"LINESTRING (10.804632 49.7031871, 10.8048349 49.7035443, 10.804897 49.7036717, 10.8049419 49.7037629, 10.8049543 49.7037901)",,,,,
24966202,Am Stadttor,residential,,False,True,15.654,"LINESTRING (10.8060442 49.7027219, 10.8059462 49.7028476)",,,,,
83629742,Große Bauerngasse,secondary,50,False,True,8.722,"LINESTRING (10.8060442 49.7027219, 10.8061579 49.7027492)",2,St 2263,,,
"[23652992, 113684186, 113684182]",Brückenstraße,secondary,50,False,False,125.074,"LINESTRING (10.8060442 49.7027219, 10.8059268 49.7026507, 10.8058113 49.7025345, 10.8056389 49.7022937, 10.8056004 49.7022451, 10.8053326 49.701958, 10.8051602 49.7017599)",2,St 2263,,,
27665907,Kieferndorfer Weg,residential,50,True,False,36.550999999999995,"LINESTRING (10.8132781 49.7040824, 10.8133365 49.7041254, 10.8133961 49.7041687, 10.8134877 49.704225, 10.8136472 49.704307)",,,,,
28253435,Lindenstraße,secondary,50,True,False,27.181,"LINESTRING (10.8132781 49.7040824, 10.8132852 49.7041307, 10.8132761 49.7041682, 10.8132604 49.7041901, 10.8132256 49.7042292, 10.8131495 49.704303)",1,St 2263,,,
4597940,Schulweg,residential,,False,False,35.353,"LINESTRING (10.8085102 49.7073889, 10.8085302 49.7074779, 10.8086151 49.7076992)",,,,,
4597940,Schulweg,residential,,False,True,35.353,"LINESTRING (10.8086151 49.7076992, 10.8085302 49.7074779, 10.8085102 49.7073889)",,,,,
24966208,Dr.-Schätzel-Straße,residential,,False,False,230.46600000000004,"LINESTRING (10.8086151 49.7076992, 10.8079985 49.7077961, 10.8078823 49.707803, 10.8077894 49.7077869, 10.8077304 49.7077533, 10.8076965 49.7077117, 10.8076589 49.7076551, 10.8075946 49.7074956, 10.8073992 49.7069842, 10.8073671 49.7069345, 10.8073166 49.7069018, 10.8072302 49.7068702, 10.8071555 49.7068678, 10.8064477 49.7069218)",,,,,
24966200,Obere Brauhausgasse,living_street,,False,False,25.529,"LINESTRING (10.8037822 49.7040993, 10.8034283 49.7041173)",,,,,
424736265,Am Brauhaus,living_street,,True,False,22.15,"LINESTRING (10.8037822 49.7040993, 10.8038521 49.7042933)",,,,,
"[24966200, 23030657]",Obere Brauhausgasse,living_street,,False,True,91.17399999999999,"LINESTRING (10.8037822 49.7040993, 10.803972 49.7040535, 10.8043772 49.7039338, 10.8046798 49.7038441, 10.8049543 49.7037901)",,,,,
37016188,Marktbrunnenstraße,living_street,,False,False,27.369,"LINESTRING (10.8036413 49.7033562, 10.8032609 49.7033636)",,,,,
37016188,Marktbrunnenstraße,living_street,,False,True,6.364,"LINESTRING (10.8036413 49.7033562, 10.8037298 49.7033562)",,,,,
23588255,Untere Brauhausgasse,living_street,,True,False,83.39099999999999,"LINESTRING (10.8036413 49.7033562, 10.8036732 49.703704, 10.8037822 49.7040993)",,,,,
4428607,Steinwegstraße,living_street,,False,False,104.08699999999999,"LINESTRING (10.8071877 49.7049902, 10.8067192 49.7042482, 10.8066405 49.7041236)",,,,,
4428607,Steinwegstraße,living_street,,False,True,104.873,"LINESTRING (10.8071877 49.7049902, 10.8068386 49.7050973, 10.8058681 49.7053917)",,,,,
26407001,Steinwegstraße,living_street,,False,False,56.135999999999996,"LINESTRING (10.8071877 49.7049902, 10.8075502 49.7048882, 10.8077501 49.704764, 10.8078448 49.7047303)",,,,,
4428607,Steinwegstraße,living_street,,False,False,104.873,"LINESTRING (10.8058681 49.7053917, 10.8068386 49.7050973, 10.8071877 49.7049902)",,,,,
"[627486713, 4428604]",Bamberger Straße,tertiary,30,False,False,52.84,"LINESTRING (10.8058681 49.7053917, 10.8059234 49.7054689, 10.8059403 49.7054924, 10.8059519 49.7055145, 10.8061212 49.7058373)",2,,,,
627486713,Bamberger Straße,tertiary,30,False,True,11.623999999999999,"LINESTRING (10.8058681 49.7053917, 10.8057796 49.7053575, 10.8057227 49.7053486)",2,,,,
37016194,Am Brauhaus,living_street,,False,False,17.027,"LINESTRING (10.8038521 49.7042933, 10.8038675 49.7043318, 10.8040392 49.704309)",,,,,
37016194,Am Brauhaus,living_street,,False,True,55.396,"LINESTRING (10.8038521 49.7042933, 10.8036649 49.7043285, 10.8034923 49.7043677, 10.8034283 49.7041173)",,,,,
23588262,Dr.-Schmitt-Straße,residential,,False,False,187.187,"LINESTRING (10.8092198 49.7050986, 10.8092617 49.7051446, 10.8096361 49.7055554, 10.8098867 49.7059728, 10.8099723 49.7060691, 10.8100666 49.7060751, 10.8102145 49.7060531, 10.8108288 49.7058761)",,,,,
"[30802329, 26783332]",Lindenstraße,secondary,50,False,False,75.03,"LINESTRING (10.8092198 49.7050986, 10.8094272 49.7049343, 10.8097222 49.7047565, 10.8098754 49.7046846, 10.8099846 49.7046482)",2,St 2263,,,
26783332,Lindenstraße,secondary,50,False,True,131.886,"LINESTRING (10.8092198 49.7050986, 10.808999 49.7052954, 10.808828 49.705481, 10.8086622 49.7056579, 10.8082774 49.7061145)",2,St 2263,,,
24966210,Eichendorffstraße,residential,,False,False,11.801,"LINESTRING (10.8108288 49.7058761, 10.8109754 49.7058284)",,,,,
23588262,Dr.-Schmitt-Straße,residential,,False,True,187.187,"LINESTRING (10.8108288 49.7058761, 10.8102145 49.7060531, 10.8100666 49.7060751, 10.8099723 49.7060691, 10.8098867 49.7059728, 10.8096361 49.7055554, 10.8092617 49.7051446, 10.8092198 49.7050986)",,,,,
23616628,Martinetstraße,residential,,False,True,149.424,"LINESTRING (10.8108288 49.7058761, 10.8100281 49.7047115, 10.8099846 49.7046482)",,,,,
24314247,Goethestraße,residential,,False,False,105.713,"LINESTRING (10.8127778 49.7053087, 10.8122155 49.7044303)",,,,,
24966210,Eichendorffstraße,residential,,False,True,65.128,"LINESTRING (10.8127778 49.7053087, 10.8119627 49.705564)",,,,,
24966210,Eichendorffstraße,residential,,False,False,150.723,"LINESTRING (10.8127778 49.7053087, 10.8132355 49.705165, 10.8146444 49.7046924)",,,,,
24966210,Eichendorffstraße,residential,,False,True,150.723,"LINESTRING (10.8146444 49.7046924, 10.8132355 49.705165, 10.8127778 49.7053087)",,,,,
32089421,Kieferndorfer Weg,residential,50,False,True,83.60900000000001,"LINESTRING (10.8146444 49.7046924, 10.8143082 49.7045525, 10.8139305 49.7044025, 10.8137837 49.7043493, 10.8136472 49.704307)",,,,,
25099461,Lindenstraße,secondary,50,True,False,31.322000000000003,"LINESTRING (10.8077367 49.706387, 10.8078811 49.7063194, 10.8079133 49.7063043, 10.8080895 49.7062218)",1,St 2763,,,
83629741,Bamberger Straße,secondary,50,False,False,19.144000000000002,"LINESTRING (10.8077367 49.706387, 10.8078851 49.7063856, 10.8079375 49.7063887, 10.8080024 49.7063926)",3,St 2763,,,
"[4428608, 530958345]",Bamberger Straße,secondary,50,False,True,99.20600000000002,"LINESTRING (10.8077367 49.706387, 10.8075475 49.7063976, 10.8072302 49.7064032, 10.8069125 49.706415, 10.8065691 49.7064261, 10.806494 49.7064287, 10.8064313 49.7064309, 10.8063592 49.7064334)",2,St 2763,,,
23616628,Martinetstraße,residential,,False,False,149.424,"LINESTRING (10.8099846 49.7046482, 10.8100281 49.7047115, 10.8108288 49.7058761)",,,,,
30802329,Lindenstraße,secondary,50,False,False,63.047999999999995,"LINESTRING (10.8099846 49.7046482, 10.8101449 49.7046026, 10.8103177 49.7045608, 10.8105448 49.7045274, 10.8108266 49.7045035)",2,St 2263,,,
"[30802329, 26783332]",Lindenstraße,secondary,50,False,True,75.03,"LINESTRING (10.8099846 49.7046482, 10.8098754 49.7046846, 10.8097222 49.7047565, 10.8094272 49.7049343, 10.8092198 49.7050986)",2,St 2263,,,
24966210,Eichendorffstraße,residential,,False,False,45.355,"LINESTRING (10.8109754 49.7058284, 10.8115524 49.7056637)",,,,,
24966210,Eichendorffstraße,residential,,False,True,11.801,"LINESTRING (10.8109754 49.7058284, 10.8108288 49.7058761)",,,,,
23616629,Martinetstraße,residential,,False,False,153.09900000000002,"LINESTRING (10.8109754 49.7058284, 10.8112934 49.7062638, 10.8116971 49.7067706, 10.8118255 49.7069318, 10.8119219 49.7070615)",,,,,
23647707,Am Grasigen Weg,residential,,False,False,17.412,"LINESTRING (10.8122907 49.7080804, 10.8125199 49.7081309)",,,,,
23647707,Am Grasigen Weg,residential,,False,True,74.80999999999999,"LINESTRING (10.8122907 49.7080804, 10.8119494 49.7079827, 10.8117715 49.7079433, 10.8116349 49.7079228, 10.8115106 49.7079496, 10.811321 49.7080046)",,,,,
23647707,Am Grasigen Weg,residential,,False,False,74.81,"LINESTRING (10.811321 49.7080046, 10.8115106 49.7079496, 10.8116349 49.7079228, 10.8117715 49.7079433, 10.8119494 49.7079827, 10.8122907 49.7080804)",,,,,
"[223030258, 223030260]",Bamberger Straße,secondary,50,False,False,213.078,"LINESTRING (10.811321 49.7080046, 10.8112542 49.7079473, 10.8108404 49.707614, 10.8105593 49.7074186, 10.8103547 49.7072902, 10.8102009 49.7072068, 10.8101454 49.7071767, 10.8096115 49.7069598, 10.8093642 49.7068584, 10.809288 49.7068192, 10.8091066 49.7067653)",2,St 2263,,,
23616634,Mörikestraße,residential,,False,False,257.27200000000005,"LINESTRING (10.8143764 49.7085915, 10.8144509 49.7084871, 10.814417 49.7081365, 10.8143218 49.7076989, 10.8141874 49.7071381, 10.8137027 49.7063609)",,,,,
23647707,Am Grasigen Weg,residential,,False,True,50.043,"LINESTRING (10.8143764 49.7085915, 10.8142547 49.7085468, 10.8137492 49.7083971)",,,,,
24314275,Uhlandstraße,residential,,False,False,48.188,"LINESTRING (10.8119219 49.7070615, 10.8124998 49.7068421)",,,,,
23616629,Martinetstraße,residential,,False,False,127.825,"LINESTRING (10.8119219 49.7070615, 10.8123516 49.7076175, 10.8125112 49.7079781, 10.8125199 49.7081309)",,,,,
23616629,Martinetstraße,residential,,False,True,153.09900000000002,"LINESTRING (10.8119219 49.7070615, 10.8118255 49.7069318, 10.8116971 49.7067706, 10.8112934 49.7062638, 10.8109754 49.7058284)",,,,,
23616632,Marienstraße,residential,,False,True,147.685,"LINESTRING (10.8124998 49.7068421, 10.8115524 49.7056637)",,,,,
24314275,Uhlandstraße,residential,,False,False,34.285,"LINESTRING (10.8124998 49.7068421, 10.8129068 49.7066815)",,,,,
24314275,Uhlandstraße,residential,,False,True,48.188,"LINESTRING (10.8124998 49.7068421, 10.8119219 49.7070615)",,,,,
23616633,Heubergerstraße,residential,,False,True,74.861,"LINESTRING (10.8129068 49.7066815, 10.8124119 49.7060892)",,,,,
24314275,Uhlandstraße,residential,,False,False,67.428,"LINESTRING (10.8129068 49.7066815, 10.8137027 49.7063609)",,,,,
24314275,Uhlandstraße,residential,,False,True,34.285,"LINESTRING (10.8129068 49.7066815, 10.8124998 49.7068421)",,,,,
23616633,Heubergerstraße,residential,,False,False,195.401,"LINESTRING (10.8129068 49.7066815, 10.8133296 49.7073433, 10.8135216 49.7078229, 10.8135885 49.7080086, 10.8136202 49.7081783, 10.8136096 49.7082432, 10.813578 49.7082965, 10.8135333 49.7083512)",,,,,
23616632,Marienstraße,residential,,False,False,139.19299999999998,"LINESTRING (10.8108266 49.7045035, 10.8108619 49.7045642, 10.8110904 49.7049567, 10.8115524 49.7056637)",,,,,
30802329,Lindenstraße,secondary,50,False,False,33.125,"LINESTRING (10.8108266 49.7045035, 10.8110151 49.7044853, 10.8111542 49.7044819, 10.8112846 49.704475)",2,St 2263,,,
30802329,Lindenstraße,secondary,50,False,True,63.047999999999995,"LINESTRING (10.8108266 49.7045035, 10.8105448 49.7045274, 10.8103177 49.7045608, 10.8101449 49.7046026, 10.8099846 49.7046482)",2,St 2263,,,
23616632,Marienstraße,residential,,False,False,147.685,"LINESTRING (10.8115524 49.7056637, 10.8124998 49.7068421)",,,,,
24966210,Eichendorffstraße,residential,,False,False,31.519,"LINESTRING (10.8115524 49.7056637, 10.8119627 49.705564)",,,,,
24966210,Eichendorffstraße,residential,,False,True,45.355,"LINESTRING (10.8115524 49.7056637, 10.8109754 49.7058284)",,,,,
23616632,Marienstraße,residential,,False,True,139.193,"LINESTRING (10.8115524 49.7056637, 10.8110904 49.7049567, 10.8108619 49.7045642, 10.8108266 49.7045035)",,,,,
30802329,Lindenstraße,secondary,50,False,False,28.415,"LINESTRING (10.8112846 49.704475, 10.811679 49.7044595)",2,St 2263,,,
23616633,Heubergerstraße,residential,,False,False,131.536,"LINESTRING (10.8112846 49.704475, 10.8113007 49.7045339, 10.8113286 49.7046356, 10.8113797 49.7047655, 10.8114343 49.7048737, 10.8115664 49.7050788, 10.8117091 49.7052895, 10.8119627 49.705564)",,,,,
30802329,Lindenstraße,secondary,50,False,True,33.125,"LINESTRING (10.8112846 49.704475, 10.8111542 49.7044819, 10.8110151 49.7044853, 10.8108266 49.7045035)",2,St 2263,,,
23616633,Heubergerstraße,residential,,False,False,66.738,"LINESTRING (10.8119627 49.705564, 10.8124119 49.7060892)",,,,,
24966210,Eichendorffstraße,residential,,False,False,65.128,"LINESTRING (10.8119627 49.705564, 10.8127778 49.7053087)",,,,,
24966210,Eichendorffstraße,residential,,False,True,31.519,"LINESTRING (10.8119627 49.705564, 10.8115524 49.7056637)",,,,,
23616633,Heubergerstraße,residential,,False,True,131.536,"LINESTRING (10.8119627 49.705564, 10.8117091 49.7052895, 10.8115664 49.7050788, 10.8114343 49.7048737, 10.8113797 49.7047655, 10.8113286 49.7046356, 10.8113007 49.7045339, 10.8112846 49.704475)",,,,,
23647707,Am Grasigen Weg,residential,,False,False,16.342,"LINESTRING (10.8135333 49.7083512, 10.8137492 49.7083971)",,,,,
23616633,Heubergerstraße,residential,,False,True,195.401,"LINESTRING (10.8135333 49.7083512, 10.813578 49.7082965, 10.8136096 49.7082432, 10.8136202 49.7081783, 10.8135885 49.7080086, 10.8135216 49.7078229, 10.8133296 49.7073433, 10.8129068 49.7066815)",,,,,
23647707,Am Grasigen Weg,residential,,False,True,76.93900000000001,"LINESTRING (10.8135333 49.7083512, 10.8131294 49.7082775, 10.8125199 49.7081309)",,,,,
24314275,Uhlandstraße,residential,,False,True,67.428,"LINESTRING (10.8137027 49.7063609, 10.8129068 49.7066815)",,,,,
23616634,Mörikestraße,residential,,False,True,257.27200000000005,"LINESTRING (10.8137027 49.7063609, 10.8141874 49.7071381, 10.8143218 49.7076989, 10.814417 49.7081365, 10.8144509 49.7084871, 10.8143764 49.7085915)",,,,,
24314275,Uhlandstraße,residential,,False,False,55.753,"LINESTRING (10.8137027 49.7063609, 10.8140127 49.7062161, 10.8143427 49.7060782)",,,,,
23616644,Am Medbacher Tor,residential,,False,False,56.829,"LINESTRING (10.8093844 49.7030456, 10.8093132 49.7035546)",,,,,
23652991,Große Bauerngasse,secondary,50,False,False,76.658,"LINESTRING (10.8093844 49.7030456, 10.8083433 49.7028976)",2,St 2263,,,
23652991,Große Bauerngasse,secondary,50,False,True,22.072,"LINESTRING (10.8093844 49.7030456, 10.8096789 49.7031015)",2,St 2263,,,
"[23616644, 24966196]",Am Medbacher Tor,"['living_street', 'residential']",,False,True,125.995,"LINESTRING (10.8096897 49.7046514, 10.8093622 49.703987, 10.8093053 49.7037835, 10.8093132 49.7035546)",,,,,
23652991,Große Bauerngasse,secondary,50,False,False,22.072,"LINESTRING (10.8096789 49.7031015, 10.8093844 49.7030456)",2,St 2263,,,
23652991,Große Bauerngasse,secondary,50,False,True,87.094,"LINESTRING (10.8096789 49.7031015, 10.8108295 49.7033459)",2,St 2263,,,
"[1253238843, 23616645, 1253238719]",Schäfergraben,living_street,,False,False,281.12100000000004,"LINESTRING (10.8096789 49.7031015, 10.8096827 49.70298, 10.8096777 49.7028299, 10.8096026 49.7027107, 10.809441 49.7025359, 10.809239 49.7023579, 10.8087716 49.7019716, 10.808595 49.7018533, 10.808413 49.7017559, 10.8078335 49.7015494, 10.8074363 49.7014976, 10.8071225 49.7014647)",,,6,,
"[1253238843, 23616645, 1253238719]",Schäfergraben,living_street,,False,True,281.121,"LINESTRING (10.8071225 49.7014647, 10.8074363 49.7014976, 10.8078335 49.7015494, 10.808413 49.7017559, 10.808595 49.7018533, 10.8087716 49.7019716, 10.809239 49.7023579, 10.809441 49.7025359, 10.8096026 49.7027107, 10.8096777 49.7028299, 10.8096827 49.70298, 10.8096789 49.7031015)",,,6,,
23647704,Hirtengasse,residential,,False,False,53.611000000000004,"LINESTRING (10.8071225 49.7014647, 10.8071208 49.7016026, 10.8072293 49.7019396)",,,,,
1171742186,Schäfergraben,living_street,,False,False,54.584999999999994,"LINESTRING (10.8071225 49.7014647, 10.8069086 49.701402, 10.8066705 49.7013499, 10.8065228 49.7012873, 10.8064781 49.7012322)",,,,,
23647704,Hirtengasse,residential,,False,False,39.575,"LINESTRING (10.8072293 49.7019396, 10.8073475 49.7022872)",,,,,
23647704,Hirtengasse,residential,,False,True,53.611000000000004,"LINESTRING (10.8072293 49.7019396, 10.8071208 49.7016026, 10.8071225 49.7014647)",,,,,
24966212,Glockengasse,residential,,False,False,59.325,"LINESTRING (10.8072293 49.7019396, 10.8067427 49.7019953, 10.806422 49.7020476)",,,,destination,
113684186,Brückenstraße,secondary,50,False,False,21.776,"LINESTRING (10.8051602 49.7017599, 10.8050465 49.7015784)",2,St 2263,,,
24966212,Glockengasse,residential,,False,True,124.266,"LINESTRING (10.8051602 49.7017599, 10.8058445 49.7015572, 10.8060217 49.7018157, 10.8062066 49.7019272, 10.8063758 49.7020154, 10.806422 49.7020476)",,,,destination,
"[23652992, 113684186, 113684182]",Brückenstraße,secondary,50,False,True,125.074,"LINESTRING (10.8051602 49.7017599, 10.8053326 49.701958, 10.8056004 49.7022451, 10.8056389 49.7022937, 10.8058113 49.7025345, 10.8059268 49.7026507, 10.8060442 49.7027219)",2,St 2263,,,
113684186,Brückenstraße,secondary,50,False,True,21.776,"LINESTRING (10.8050465 49.7015784, 10.8051602 49.7017599)",2,St 2263,,,
"[96047497, 23652990]",Stadtmühle,residential,,False,True,63.59,"LINESTRING (10.8050465 49.7015784, 10.8048738 49.7016036, 10.8044696 49.7016668, 10.804207 49.7017484)",,,,,
24966202,Am Stadttor,residential,,False,False,15.654,"LINESTRING (10.8059462 49.7028476, 10.8060442 49.7027219)",,,,,
4428607,Steinwegstraße,living_street,,False,True,117.02900000000001,"LINESTRING (10.8059462 49.7028476, 10.8060898 49.7030997, 10.8062299 49.7033432, 10.8064707 49.7037685, 10.8065111 49.7038346)",,,,,
"[87303778, 87303571, 30802324]",Am Stadttor,living_street,,False,True,56.231,"LINESTRING (10.8059462 49.7028476, 10.8058504 49.7028836, 10.8056633 49.7029298, 10.8052274 49.7030449)",,,,,yes
23652993,Große Bauerngasse,residential,,False,False,67.362,"LINESTRING (10.8113662 49.7028646, 10.8110083 49.7030815, 10.8108295 49.7033459)",,,,,
23652991,Große Bauerngasse,secondary,50,False,False,87.094,"LINESTRING (10.8108295 49.7033459, 10.8096789 49.7031015)",2,St 2263,,,
23652991,Große Bauerngasse,secondary,50,False,True,61.617000000000004,"LINESTRING (10.8108295 49.7033459, 10.8109533 49.7033776, 10.8116347 49.7035352)",2,St 2263,,,
23652993,Große Bauerngasse,residential,,False,True,67.362,"LINESTRING (10.8108295 49.7033459, 10.8110083 49.7030815, 10.8113662 49.7028646)",,,,,
"[96047497, 23652990]",Stadtmühle,residential,,False,False,63.59,"LINESTRING (10.804207 49.7017484, 10.8044696 49.7016668, 10.8048738 49.7016036, 10.8050465 49.7015784)",,,,,
37016184,Badgasse,living_street,,False,False,15.974,"LINESTRING (10.8033386 49.7025455, 10.8035267 49.7026219)",,,,,
38861076,Rothenburger Straße,tertiary,50,False,True,6.424,"LINESTRING (10.8039511 49.7059013, 10.8038718 49.7059279)",2,,,,
25099462,Spitalstraße,tertiary,30,False,False,51.068999999999996,"LINESTRING (10.8039511 49.7059013, 10.8040095 49.7058807, 10.8042593 49.7057925, 10.8045494 49.70569, 10.8045744 49.7056812)",,,,,
"[1229779376, 265450007]",Am Treibweg,residential,,False,False,123.50399999999999,"LINESTRING (10.8039511 49.7059013, 10.8039921 49.7059366, 10.8043237 49.7061718, 10.8044391 49.7062536, 10.8044957 49.7062937, 10.8049784 49.7066446, 10.8050799 49.7067373)",,,,,
31256288,Am Treibweg,residential,,False,False,46.388,"LINESTRING (10.8050799 49.7067373, 10.8051166 49.7071538)",,,,,
26407004,Häfnersberg,residential,,False,True,97.701,"LINESTRING (10.8050799 49.7067373, 10.8051498 49.7066672, 10.8052163 49.7066061, 10.8052828 49.7064794, 10.8053877 49.7063052, 10.8054542 49.7062328, 10.8055622 49.7061711, 10.8058913 49.7061067)",,,,,
"[1229779376, 265450007]",Am Treibweg,residential,,False,True,123.504,"LINESTRING (10.8050799 49.7067373, 10.8049784 49.7066446, 10.8044957 49.7062937, 10.8044391 49.7062536, 10.8043237 49.7061718, 10.8039921 49.7059366, 10.8039511 49.7059013)",,,,,
31256288,Am Treibweg,residential,,False,False,19.23,"LINESTRING (10.8051166 49.7071538, 10.8050937 49.7073261)",,,,,
31256288,Am Treibweg,residential,,False,True,46.388,"LINESTRING (10.8051166 49.7071538, 10.8050799 49.7067373)",,,,,
24314281,Am Schleifweg,residential,30,False,False,80.523,"LINESTRING (10.8051166 49.7071538, 10.8049835 49.7071288, 10.8045851 49.7069646, 10.8041988 49.7067505)",,,,,
4428607,Steinwegstraße,living_street,,False,True,33.456,"LINESTRING (10.8065111 49.7038346, 10.8066405 49.7041236)",,,,,
