osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,access,tunnel
"[147971313, 29453431]",Am Treibweg,residential,,False,"[False, True]",165.315,"LINESTRING (10.8024071 49.7054353, 10.8026391 49.7053226, 10.8027169 49.705281, 10.8030752 49.7051247, 10.8030983 49.7051465, 10.8038203 49.7058722, 10.8038718 49.7059279)",,,,,
24966198,Kirchgasse,living_street,,False,True,37.063,"LINESTRING (10.8058319 49.7034873, 10.8054681 49.7035576, 10.8053388 49.7035842)",,,,,
"[695971338, 695971339, 320816325]",,secondary,50,True,False,88.858,"LINESTRING (10.811876 49.7043006, 10.8118622 49.7041778, 10.8118451 49.7040264, 10.8117983 49.7037224, 10.8117385 49.7036136, 10.8116347 49.7035352)","['2', '1']",St 2263,,,
30802329,Lindenstraße,secondary,50,False,True,28.415,"LINESTRING (10.811679 49.7044595, 10.8112846 49.704475)",2,St 2263,,,
309560921,,secondary,50,True,False,23.564999999999998,"LINESTRING (10.811679 49.7044595, 10.8117818 49.7044193, 10.8118289 49.7043757, 10.811876 49.7043006)",1,St 2263,,,
37016177,Schloßberg,living_street,,False,True,68.993,"LINESTRING (10.8045368 49.7019398, 10.8046338 49.7021076, 10.8046278 49.7022922, 10.804531 49.7023319, 10.8045864 49.7025109)",,,,,
284484977,Hauptstraße,living_street,,False,False,22.855,"LINESTRING (10.8052433 49.7043397, 10.8052268 49.7043033, 10.8051386 49.7041457)",,,,,
284484977,Hauptstraße,living_street,,False,True,69.718,"LINESTRING (10.8052433 49.7043397, 10.8053643 49.7046006, 10.8053974 49.7046644, 10.8055315 49.7049383)",,,,,
850221795,Am Brauhaus,living_street,,False,True,60.55799999999999,"LINESTRING (10.8052433 49.7043397, 10.8046088 49.7044677, 10.8044493 49.704518)",,,,,
38861076,Rothenburger Straße,tertiary,50,False,False,6.424,"LINESTRING (10.8038718 49.7059279, 10.8039511 49.7059013)",2,,,,
38861076,Rothenburger Straße,tertiary,50,False,True,45.174,"LINESTRING (10.8038718 49.7059279, 10.8033154 49.7061165)",2,,,,
"[147971313, 29453431]",Am Treibweg,residential,,False,"[False, True]",165.315,"LINESTRING (10.8038718 49.7059279, 10.8038203 49.7058722, 10.8030983 49.7051465, 10.8030752 49.7051247, 10.8027169 49.705281, 10.8026391 49.7053226, 10.8024071 49.7054353)",,,,,
850221795,Am Brauhaus,living_street,,False,False,60.55799999999999,"LINESTRING (10.8044493 49.704518, 10.8046088 49.7044677, 10.8052433 49.7043397)",,,,,
