osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,width,bridge
23845115,Zeulenrodaer Straße,residential,False,False,9.606,,,,"LINESTRING (11.9041645 50.6970176, 11.904214 50.6969371)",,
60757130,Wendisches Dorf,residential,False,True,68.52799999999999,,,,"LINESTRING (11.9041645 50.6970176, 11.9040051 50.6973203, 11.9039032 50.6976104)",,
292423010,Gartenstraße,residential,False,True,32.947,,,,"LINESTRING (11.9041645 50.6970176, 11.90408 50.6970018, 11.9037104 50.6969468)",,
157431617,Am Talberg,residential,False,False,328.442,,,,"LINESTRING (11.8979277 50.6974146, 11.8978297 50.6969417, 11.8977967 50.6965639, 11.8977867 50.6963394, 11.8977894 50.6961164, 11.8976589 50.695816, 11.897171 50.6950914, 11.8970592 50.6949533, 11.8966669 50.6946446)",,
"[395115738, 356106940, 395115734]",Moßbacher Straße,residential,False,False,14.223,,,30,"LINESTRING (11.8979277 50.6974146, 11.8978723 50.6974045, 11.8977551 50.6973817, 11.8977345 50.6973774)","['5', '9']",yes
"[356106944, 395115738]",Moßbacher Straße,residential,False,True,208.93199999999996,,,30,"LINESTRING (11.8979277 50.6974146, 11.8981671 50.6977971, 11.8982977 50.6981063, 11.898375 50.6982136, 11.8984927 50.6983289, 11.8986295 50.6984024, 11.8987618 50.6984205, 11.8998505 50.6984875)",5,
1046905981,Wendisches Dorf,residential,False,True,87.641,,,,"LINESTRING (11.9039032 50.6976104, 11.9035999 50.6983748)",,
60757130,Wendisches Dorf,residential,False,False,68.52799999999999,,,,"LINESTRING (11.9039032 50.6976104, 11.9040051 50.6973203, 11.9041645 50.6970176)",,
157431608,Am Wendischen Teich,residential,False,False,100.05,,,,"LINESTRING (11.9039032 50.6976104, 11.9036455 50.6975801, 11.9035749 50.697563, 11.9035444 50.6975301, 11.9034728 50.6973691, 11.9034302 50.697268, 11.9034343 50.6972043, 11.9035109 50.6971164, 11.9036693 50.6969763, 11.9037104 50.6969468)",,
157431640,Wendisches Dorf,residential,False,True,8.597,,,,"LINESTRING (11.9035999 50.6983748, 11.9035709 50.6984499)",,
1046905981,Wendisches Dorf,residential,False,False,87.641,,,,"LINESTRING (11.9035999 50.6983748, 11.9039032 50.6976104)",,
157431531,Oberer Graben,residential,False,True,165.072,,,,"LINESTRING (11.9035999 50.6983748, 11.9036435 50.6983867, 11.9041321 50.698483, 11.9041922 50.6985087, 11.9042229 50.6985515, 11.9043881 50.6988465, 11.9044321 50.6990883, 11.9043959 50.6993203, 11.9042951 50.6995598)",,
157431527,Moßbacher Straße,residential,False,True,85.877,,,,"LINESTRING (11.8998505 50.6984875, 11.9008282 50.6983705, 11.9010486 50.6983441)",,
"[356106960, 157431637]",Unterer Graben,residential,False,False,99.631,,,,"LINESTRING (11.8998505 50.6984875, 11.8999753 50.6986643, 11.9000524 50.6986947, 11.900125 50.6986938, 11.90094 50.6985111, 11.9010205 50.698516)",,
"[356106944, 395115738]",Moßbacher Straße,residential,False,False,208.93200000000002,,,30,"LINESTRING (11.8998505 50.6984875, 11.8987618 50.6984205, 11.8986295 50.6984024, 11.8984927 50.6983289, 11.898375 50.6982136, 11.8982977 50.6981063, 11.8981671 50.6977971, 11.8979277 50.6974146)",5,
60757548,Hinter den Höfen,residential,False,False,192.24,,,,"LINESTRING (11.905312 50.6985797, 11.9053259 50.6984828, 11.905342 50.6982841, 11.9053806 50.6980368, 11.9055248 50.6975551, 11.9057031 50.6969768, 11.9056984 50.6969117, 11.9056997 50.6968723)",,
157431477,Hinter den Höfen,residential,False,True,206.35500000000002,,,,"LINESTRING (11.905312 50.6985797, 11.9053053 50.6986111, 11.9052944 50.6986704, 11.9052298 50.6987943, 11.9049842 50.699297, 11.9048082 50.6995472, 11.9047717 50.6996342, 11.904775 50.6997242, 11.904812 50.6997706, 11.904852 50.6997991, 11.9048573 50.6998571, 11.9046967 50.7003117, 11.904682 50.7003503)",,
157431640,Wendisches Dorf,residential,False,False,19.502,,,,"LINESTRING (11.9034986 50.6986192, 11.9035709 50.6984499)",,
292434558,Lange Gasse,residential,False,False,88.75999999999999,,,,"LINESTRING (11.9034986 50.6986192, 11.9035096 50.6987948, 11.9035065 50.6989988, 11.9034631 50.6991753, 11.9034048 50.6994123)",,
"[157431616, 1046905971]",Untere Gasse,residential,True,False,122.50099999999999,,,,"LINESTRING (11.9020346 50.6992063, 11.9021583 50.6991773, 11.9022744 50.6991408, 11.9023301 50.6991233, 11.9025299 50.6990468, 11.9028798 50.6988757, 11.9032754 50.6987225, 11.9034986 50.6986192)",,
"[157431464, 356106948]",Dr.-Martin-Luther-Straße,residential,True,False,127.337,,,,"LINESTRING (11.8997202 50.6993833, 11.8996493 50.6993343, 11.899585 50.6992117, 11.8995585 50.6991611, 11.8995677 50.6991245, 11.8996706 50.6990556, 11.8997904 50.6990129, 11.8998405 50.6990027, 11.8999183 50.6989926, 11.9002009 50.6989948, 11.9005147 50.6990097, 11.9008381 50.6990759)",,
"[292426513, 962543342]",Markt,living_street,True,False,78.059,,,,"LINESTRING (11.8997202 50.6993833, 11.9001855 50.6994059, 11.9006423 50.6994283, 11.9008252 50.6994376)",,
292423783,Hasestraße,residential,False,False,64.813,,,,"LINESTRING (11.9034048 50.6994123, 11.9042951 50.6995598)",,
292434558,Lange Gasse,residential,False,False,79.156,,,,"LINESTRING (11.9034048 50.6994123, 11.903248 50.7001172)",,
"[157431606, 292423782]","['Eichstraße', 'Eichplatz']",residential,True,False,99.48700000000001,,,,"LINESTRING (11.9034048 50.6994123, 11.9028477 50.6993238, 11.9024337 50.6992723, 11.9021106 50.6992338, 11.9020346 50.6992063)",,
292434558,Lange Gasse,residential,False,True,88.75999999999999,,,,"LINESTRING (11.9034048 50.6994123, 11.9034631 50.6991753, 11.9035065 50.6989988, 11.9035096 50.6987948, 11.9034986 50.6986192)",,
292423783,Hasestraße,residential,False,True,64.813,,,,"LINESTRING (11.9042951 50.6995598, 11.9034048 50.6994123)",,
157431531,Oberer Graben,residential,False,False,165.07199999999997,,,,"LINESTRING (11.9042951 50.6995598, 11.9043959 50.6993203, 11.9044321 50.6990883, 11.9043881 50.6988465, 11.9042229 50.6985515, 11.9041922 50.6985087, 11.9041321 50.698483, 11.9036435 50.6983867, 11.9035999 50.6983748)",,
157431531,Oberer Graben,residential,False,True,79.674,,,,"LINESTRING (11.9042951 50.6995598, 11.9040112 50.7002041, 11.9039907 50.7002499)",,
292426518,Dr.-Martin-Luther-Straße,living_street,True,False,22.323,,,,"LINESTRING (11.8996927 50.6995833, 11.8997202 50.6993833)",,
"[292426514, 157431539, 368668722]","['Kolbestraße', 'Markt', 'Schulstraße']",residential,False,True,182.30599999999998,,,,"LINESTRING (11.8996927 50.6995833, 11.8995173 50.6995846, 11.8994148 50.6995788, 11.8992352 50.6999041, 11.8994124 50.7000255, 11.8995705 50.7000956, 11.8999572 50.7002026, 11.9005867 50.7003768, 11.9006826 50.7004437, 11.9007204 50.7004736)",,
157431523,Lange Gasse,secondary,False,False,67.732,,,,"LINESTRING (11.903248 50.7001172, 11.9030309 50.7007106)",,
292434558,Lange Gasse,residential,False,True,79.156,,,,"LINESTRING (11.903248 50.7001172, 11.9034048 50.6994123)",,
157431454,Am Weidaer Tor,secondary,False,False,54.479,2,L 2331,,"LINESTRING (11.903248 50.7001172, 11.9033266 50.7001424, 11.9039907 50.7002499)",,
157431454,Am Weidaer Tor,secondary,False,False,49.951,2,L 2331,,"LINESTRING (11.9039907 50.7002499, 11.904682 50.7003503)",,
157431454,Am Weidaer Tor,secondary,False,True,54.479,2,L 2331,,"LINESTRING (11.9039907 50.7002499, 11.9033266 50.7001424, 11.903248 50.7001172)",,
157431531,Oberer Graben,residential,False,False,79.674,,,,"LINESTRING (11.9039907 50.7002499, 11.9040112 50.7002041, 11.9042951 50.6995598)",,
"[368668722, 157431539, 292426514]","['Kolbestraße', 'Markt', 'Schulstraße']",residential,False,False,182.30599999999998,,,,"LINESTRING (11.9007204 50.7004736, 11.9006826 50.7004437, 11.9005867 50.7003768, 11.8999572 50.7002026, 11.8995705 50.7000956, 11.8994124 50.7000255, 11.8992352 50.6999041, 11.8994148 50.6995788, 11.8995173 50.6995846, 11.8996927 50.6995833)",,
292421675,Am Plan,secondary,False,True,28.833,2,L 3002,50,"LINESTRING (11.9007204 50.7004736, 11.9007666 50.700453, 11.9009096 50.7003663, 11.9009991 50.7002862)",,
"[1046599952, 157431469]",Friedhofstraße,residential,False,False,176.522,,,,"LINESTRING (11.9008616 50.7005661, 11.9007998 50.7006346, 11.9005647 50.7007721, 11.9005188 50.7008118, 11.900442 50.7008825, 11.9002388 50.7011522, 11.8999069 50.7015652, 11.8998674 50.7016144, 11.8996712 50.7019453)",,
356106928,Am Plan,secondary,True,False,14.52,,,,"LINESTRING (11.9008616 50.7005661, 11.9007622 50.7005166, 11.9007204 50.7004736)",,
157431523,Lange Gasse,secondary,False,False,34.107,,,,"LINESTRING (11.9030309 50.7007106, 11.9029462 50.7010126)",,
157431523,Lange Gasse,secondary,False,True,67.732,,,,"LINESTRING (11.9030309 50.7007106, 11.903248 50.7001172)",,
157431530,Obere Gasse,residential,True,False,153.258,,,,"LINESTRING (11.9030309 50.7007106, 11.9019955 50.7005998, 11.9016542 50.700539, 11.9014196 50.700467, 11.9012222 50.7003843, 11.9010734 50.7003059, 11.9009991 50.7002862)",,
157431523,Lange Gasse,secondary,False,True,34.107,,,,"LINESTRING (11.9029462 50.7010126, 11.9030309 50.7007106)",,
"[292421676, 157431461]","['Am Plan', 'Breite Straße']",secondary,True,False,155.24599999999998,,,,"LINESTRING (11.9029462 50.7010126, 11.9021082 50.7008508, 11.9014239 50.7007081, 11.9010851 50.7006409, 11.9008616 50.7005661)",,
157431463,Breite Straße,residential,False,True,192.914,,,,"LINESTRING (11.9029462 50.7010126, 11.9037146 50.7011468, 11.9041465 50.7012162, 11.9041921 50.7012066, 11.9042249 50.7011593, 11.90432 50.7010049, 11.9043813 50.7009276, 11.904454 50.7008643, 11.9045353 50.7007416, 11.9046636 50.7004024, 11.904682 50.7003503)",,
"[292425021, 157431638]","['Hospitalstraße', 'Vor dem Kreuztor']",residential,False,False,124.16900000000001,,,,"LINESTRING (11.9029462 50.7010126, 11.9028446 50.701387, 11.9027855 50.7016669, 11.9027885 50.7016953, 11.9027952 50.7017598, 11.9029284 50.7019511, 11.90304 50.7020859)",,
356106931,Friedhofstraße,residential,False,False,30.652,,,,"LINESTRING (11.8996712 50.7019453, 11.8995192 50.7022036)",,
157431529,Nordstraße,residential,False,True,113.732,,,,"LINESTRING (11.8996712 50.7019453, 11.8997414 50.7019658, 11.9006511 50.7022406, 11.9011292 50.7023851)",,
"[1046599952, 157431469]",Friedhofstraße,residential,False,True,176.52200000000002,,,,"LINESTRING (11.8996712 50.7019453, 11.8998674 50.7016144, 11.8999069 50.7015652, 11.9002388 50.7011522, 11.900442 50.7008825, 11.9005188 50.7008118, 11.9005647 50.7007721, 11.9007998 50.7006346, 11.9008616 50.7005661)",,
292425020,Hospitalstraße,residential,False,True,6.446,,,,"LINESTRING (11.90304 50.7020859, 11.9030006 50.7021031, 11.9029773 50.7021265)",,
292425021,Hospitalstraße,residential,False,False,131.258,,,,"LINESTRING (11.90304 50.7020859, 11.903219 50.7022311, 11.9033232 50.7023156, 11.9035532 50.7025059, 11.9036685 50.7026505, 11.9037901 50.7029011, 11.9038157 50.7031257)",,
"[292425021, 157431638]","['Hospitalstraße', 'Vor dem Kreuztor']",residential,False,True,124.16900000000001,,,,"LINESTRING (11.90304 50.7020859, 11.9029284 50.7019511, 11.9027952 50.7017598, 11.9027885 50.7016953, 11.9027855 50.7016669, 11.9028446 50.701387, 11.9029462 50.7010126)",,
292425020,Hospitalstraße,residential,False,False,6.446,,,,"LINESTRING (11.9029773 50.7021265, 11.9030006 50.7021031, 11.90304 50.7020859)",,
356106931,Friedhofstraße,residential,False,True,30.652,,,,"LINESTRING (11.8995192 50.7022036, 11.8996712 50.7019453)",,
157431529,Nordstraße,residential,False,False,113.73200000000001,,,,"LINESTRING (11.9011292 50.7023851, 11.9006511 50.7022406, 11.8997414 50.7019658, 11.8996712 50.7019453)",,
157431529,Nordstraße,residential,False,True,104.51599999999999,,,,"LINESTRING (11.9011292 50.7023851, 11.901571 50.7025101, 11.9024709 50.7027866)",,
157431583,Am Katzenberg,residential,False,True,60.283,,,,"LINESTRING (11.9011292 50.7023851, 11.9010833 50.7024594, 11.900918 50.7028363, 11.9008853 50.7029044)",,
157431581,Querweg,residential,True,False,81.605,,,,"LINESTRING (11.9024709 50.7027866, 11.9029773 50.7021265)",,
157431529,Nordstraße,residential,False,False,104.51599999999999,,,,"LINESTRING (11.9024709 50.7027866, 11.901571 50.7025101, 11.9011292 50.7023851)",,
157431529,Nordstraße,residential,False,True,103.04599999999999,,,,"LINESTRING (11.9024709 50.7027866, 11.9034678 50.7030823, 11.9037516 50.7031361, 11.9038157 50.7031257)",,
157431583,Am Katzenberg,residential,False,False,24.223,,,,"LINESTRING (11.900791 50.7031139, 11.9008853 50.7029044)",,
157431529,Nordstraße,residential,False,False,103.04599999999999,,,,"LINESTRING (11.9038157 50.7031257, 11.9037516 50.7031361, 11.9034678 50.7030823, 11.9024709 50.7027866)",,
292425021,Hospitalstraße,residential,False,True,131.258,,,,"LINESTRING (11.9038157 50.7031257, 11.9037901 50.7029011, 11.9036685 50.7026505, 11.9035532 50.7025059, 11.9033232 50.7023156, 11.903219 50.7022311, 11.90304 50.7020859)",,
"[157431561, 157431579, 356106940]",Moßbacher Straße,residential,False,False,378.15500000000003,,,30,"LINESTRING (11.8977345 50.6973774, 11.8977036 50.6973647, 11.8976796 50.6973489, 11.8976505 50.69732, 11.8975552 50.6971027, 11.8974672 50.6970509, 11.897356 50.6970263, 11.8970746 50.6970145, 11.8968965 50.6970107, 11.8966722 50.697002, 11.8964827 50.6969818, 11.896338 50.6969199, 11.8961157 50.6967631, 11.8960151 50.6966545, 11.895915 50.6965421, 11.8958644 50.6964552, 11.8956714 50.6960535, 11.8956288 50.6959712, 11.8955518 50.6958995, 11.895423 50.6958093, 11.8951425 50.6956678, 11.8949409 50.6955592, 11.8948257 50.695512, 11.8947176 50.695497, 11.8946197 50.6955083, 11.8943007 50.6956169, 11.8942356 50.6956389, 11.8940952 50.6957114)","['4', '5']",yes
"[395115738, 356106940, 395115734]",Moßbacher Straße,residential,False,True,14.222999999999999,,,30,"LINESTRING (11.8977345 50.6973774, 11.8977551 50.6973817, 11.8978723 50.6974045, 11.8979277 50.6974146)","['5', '9']",yes
422066992,Am Anger,residential,False,False,183.732,,,,"LINESTRING (11.8977345 50.6973774, 11.8976994 50.6974136, 11.8976785 50.6974203, 11.8976438 50.6974171, 11.8975687 50.6974004, 11.897481 50.6973903, 11.8973808 50.6973887, 11.8971125 50.6973873, 11.8970818 50.6973868, 11.8966096 50.6973869, 11.8965795 50.697443, 11.8965333 50.6975657, 11.896438 50.6977386, 11.8963885 50.697999, 11.8963951 50.6982821)",,
422066992,Am Anger,residential,False,True,183.732,,,,"LINESTRING (11.8963951 50.6982821, 11.8963885 50.697999, 11.896438 50.6977386, 11.8965333 50.6975657, 11.8965795 50.697443, 11.8966096 50.6973869, 11.8970818 50.6973868, 11.8971125 50.6973873, 11.8973808 50.6973887, 11.897481 50.6973903, 11.8975687 50.6974004, 11.8976438 50.6974171, 11.8976785 50.6974203, 11.8976994 50.6974136, 11.8977345 50.6973774)",,
157431640,Wendisches Dorf,residential,False,False,8.597,,,,"LINESTRING (11.9035709 50.6984499, 11.9035999 50.6983748)",,
157431640,Wendisches Dorf,residential,False,True,19.502,,,,"LINESTRING (11.9035709 50.6984499, 11.9034986 50.6986192)",,
"[1051256737, 909095658]",Unterer Graben,residential,False,True,181.30999999999997,,,,"LINESTRING (11.9035709 50.6984499, 11.9034705 50.6984296, 11.9031528 50.6983949, 11.9022078 50.6984313, 11.9013396 50.698505, 11.9010769 50.6985267, 11.9010205 50.698516)",,
157431454,Am Weidaer Tor,secondary,False,True,49.951,2,L 2331,,"LINESTRING (11.904682 50.7003503, 11.9039907 50.7002499)",,
157431463,Breite Straße,residential,False,False,192.91400000000002,,,,"LINESTRING (11.904682 50.7003503, 11.9046636 50.7004024, 11.9045353 50.7007416, 11.904454 50.7008643, 11.9043813 50.7009276, 11.90432 50.7010049, 11.9042249 50.7011593, 11.9041921 50.7012066, 11.9041465 50.7012162, 11.9037146 50.7011468, 11.9029462 50.7010126)",,
157431477,Hinter den Höfen,residential,False,False,206.35500000000002,,,,"LINESTRING (11.904682 50.7003503, 11.9046967 50.7003117, 11.9048573 50.6998571, 11.904852 50.6997991, 11.904812 50.6997706, 11.904775 50.6997242, 11.9047717 50.6996342, 11.9048082 50.6995472, 11.9049842 50.699297, 11.9052298 50.6987943, 11.9052944 50.6986704, 11.9053053 50.6986111, 11.905312 50.6985797)",,
157431525,Lindenweg,residential,False,True,195.723,,,,"LINESTRING (11.8961032 50.6997079, 11.8935177 50.6990626)",,
157431525,Lindenweg,residential,False,False,195.723,,,,"LINESTRING (11.8935177 50.6990626, 11.8961032 50.6997079)",,
292426517,Siedlungsstraße,residential,False,True,263.52000000000004,,,30,"LINESTRING (11.8935177 50.6990626, 11.893815 50.6986923, 11.8939528 50.6985175, 11.894097 50.6983299, 11.8942366 50.6981388, 11.8943608 50.6979688, 11.894455 50.6977932, 11.8945977 50.6975273, 11.8946499 50.6973868, 11.8946527 50.6973756, 11.8947041 50.69717, 11.894766 50.69685)",6,
"[157431561, 157431579, 356106940]",Moßbacher Straße,residential,False,True,378.155,,,30,"LINESTRING (11.8940952 50.6957114, 11.8942356 50.6956389, 11.8943007 50.6956169, 11.8946197 50.6955083, 11.8947176 50.695497, 11.8948257 50.695512, 11.8949409 50.6955592, 11.8951425 50.6956678, 11.895423 50.6958093, 11.8955518 50.6958995, 11.8956288 50.6959712, 11.8956714 50.6960535, 11.8958644 50.6964552, 11.895915 50.6965421, 11.8960151 50.6966545, 11.8961157 50.6967631, 11.896338 50.6969199, 11.8964827 50.6969818, 11.8966722 50.697002, 11.8968965 50.6970107, 11.8970746 50.6970145, 11.897356 50.6970263, 11.8974672 50.6970509, 11.8975552 50.6971027, 11.8976505 50.69732, 11.8976796 50.6973489, 11.8977036 50.6973647, 11.8977345 50.6973774)","['4', '5']",yes
1046915183,Siedlungsstraße,residential,False,False,70.619,,,30,"LINESTRING (11.8940952 50.6957114, 11.8941853 50.6958116, 11.8943348 50.6959147, 11.8945104 50.6960358, 11.894596 50.6961369, 11.89464 50.6962336)",4,
157431617,Am Talberg,residential,False,True,328.442,,,,"LINESTRING (11.8966669 50.6946446, 11.8970592 50.6949533, 11.897171 50.6950914, 11.8976589 50.695816, 11.8977894 50.6961164, 11.8977867 50.6963394, 11.8977967 50.6965639, 11.8978297 50.6969417, 11.8979277 50.6974146)",,
157431583,Am Katzenberg,residential,False,True,24.223,,,,"LINESTRING (11.9008853 50.7029044, 11.900791 50.7031139)",,
972215764,Am Katzenberg,residential,False,True,54.543,,,,"LINESTRING (11.9008853 50.7029044, 11.9001514 50.7027477)",,
157431583,Am Katzenberg,residential,False,False,60.283,,,,"LINESTRING (11.9008853 50.7029044, 11.900918 50.7028363, 11.9010833 50.7024594, 11.9011292 50.7023851)",,
972215764,Am Katzenberg,residential,False,False,54.543,,,,"LINESTRING (11.9001514 50.7027477, 11.9008853 50.7029044)",,
