osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,ref,maxspeed,width,bridge,access
"[1070843775, 123085701, 40776471]","['Auf dem Kaltenhagen', 'Kirchstraße']",residential,False,"[False, True]",78.72500000000001,"LINESTRING (8.906551 52.4963499, 8.9064873 52.496358, 8.9062419 52.4964023, 8.906005 52.4964408, 8.9057434 52.4964849, 8.905558 52.4965156, 8.9054455 52.4965589)",,,,,,yes,
40776471,Auf dem Kaltenhagen,residential,False,True,222.876,"LINESTRING (8.906551 52.4963499, 8.9068017 52.4963113, 8.908542 52.4960899, 8.9090279 52.4960266, 8.9097729 52.4959387)",,,,,,,
37801212,Am Teich,residential,False,True,128.284,"LINESTRING (8.9122154 52.4961838, 8.91209 52.4962153, 8.9118093 52.4963765, 8.9114494 52.4966341, 8.9112218 52.4967638, 8.9110319 52.4968186, 8.9107371 52.4968353)",,,,,,,
171932362,Wiesengrund,residential,False,False,147.54500000000002,"LINESTRING (8.9122154 52.4961838, 8.9122051 52.4961297, 8.912229 52.496072, 8.91239 52.4958557, 8.9125153 52.4956173, 8.912481 52.4955591, 8.9116159 52.4951559)",,,,,,,
"[685058242, 728119108]",Hammer Kirchweg,residential,False,False,36.211,"LINESTRING (8.9122154 52.4961838, 8.912351 52.4961767, 8.912464 52.4961704, 8.9125055 52.496168, 8.9125695 52.4961582, 8.9126287 52.4961354, 8.9126903 52.4960817)",,,,,,,
37825420,Bornkamp,residential,False,False,132.795,"LINESTRING (8.9126903 52.4960817, 8.9128834 52.4961138, 8.9130047 52.496157, 8.9142854 52.4967619)",,,,,,,
"[168275888, 1217204981]",Hammer Kirchweg,residential,False,False,199.611,"LINESTRING (8.9126903 52.4960817, 8.9127599 52.4959828, 8.912908 52.4957368, 8.9129875 52.4955764, 8.9131886 52.4952946, 8.9134768 52.4950295, 8.9142088 52.4945802)",,,,30,,,
"[685058242, 728119108]",Hammer Kirchweg,residential,False,True,36.211,"LINESTRING (8.9126903 52.4960817, 8.9126287 52.4961354, 8.9125695 52.4961582, 8.9125055 52.496168, 8.912464 52.4961704, 8.912351 52.4961767, 8.9122154 52.4961838)",,,,,,,
"[168275888, 1217204981]",Hammer Kirchweg,residential,False,True,199.611,"LINESTRING (8.9142088 52.4945802, 8.9134768 52.4950295, 8.9131886 52.4952946, 8.9129875 52.4955764, 8.912908 52.4957368, 8.9127599 52.4959828, 8.9126903 52.4960817)",,,,30,,,
48594931,Am Wallmoor,residential,False,True,5.12,"LINESTRING (8.9020998 52.495945, 8.9020459 52.4959773)",,,,,,,
249288427,Am Wallmoor,residential,False,False,47.806,"LINESTRING (8.9020998 52.495945, 8.9026077 52.4956463)",,,,,,,
123085784,Höfelinger Weg,residential,False,False,93.06,"LINESTRING (8.9020998 52.495945, 8.9020551 52.4959044, 8.9013352 52.4952495)",,,,,,,
123085775,Am Wallmoor,residential,False,True,64.195,"LINESTRING (8.9026077 52.4956463, 8.903182 52.4961057)",,,,,3,,
249288427,Am Wallmoor,residential,False,True,47.806,"LINESTRING (8.9026077 52.4956463, 8.9020998 52.495945)",,,,,,,
23285932,Hannoversche Straße,tertiary,False,True,42.718,"LINESTRING (8.9142854 52.4967619, 8.9138497 52.4970398)",2,,,,,,
37825420,Bornkamp,residential,False,True,132.795,"LINESTRING (8.9142854 52.4967619, 8.9130047 52.496157, 8.9128834 52.4961138, 8.9126903 52.4960817)",,,,,,,
21359862,Auf der Kuckucksweide,residential,False,True,135.145,"LINESTRING (8.9102022 52.4991074, 8.9091688 52.5001473)",,,,,,,
21359862,Auf der Kuckucksweide,residential,False,False,157.454,"LINESTRING (8.9102022 52.4991074, 8.9112051 52.4981792, 8.9113375 52.4980961, 8.9115939 52.4979891)",,,,,,,
37801205,Auf der Kuckucksweide,residential,False,True,151.213,"LINESTRING (8.9102022 52.4991074, 8.9100596 52.4990575, 8.9091581 52.4987128, 8.9090647 52.4986772, 8.9083165 52.4983787)",,,,,,,
68425421,Brinkstraße,tertiary,False,False,11.774,"LINESTRING (8.9083165 52.4983787, 8.9082188 52.4984663)",2,,,,,,
37801205,Auf der Kuckucksweide,residential,False,False,151.21300000000002,"LINESTRING (8.9083165 52.4983787, 8.9090647 52.4986772, 8.9091581 52.4987128, 8.9100596 52.4990575, 8.9102022 52.4991074)",,,,,,,
68425421,Brinkstraße,tertiary,False,True,153.558,"LINESTRING (8.9083165 52.4983787, 8.9086086 52.4981129, 8.9094305 52.4974175, 8.9096392 52.4972573)",2,,,,,,
168276543,Am Brahmberg,residential,False,True,93.994,"LINESTRING (8.9141664 52.5013458, 8.9137104 52.5013743, 8.9133168 52.5014115, 8.9132001 52.5014225, 8.9129567 52.5014622, 8.9128004 52.5014877)",1,,,,,,
168276545,Hermann-Löns-Weg,residential,False,True,151.255,"LINESTRING (8.9141664 52.5013458, 8.9142363 52.5018774, 8.9142184 52.5020671, 8.9141957 52.5022754, 8.914025 52.5026908)",,,,,,,
37801212,Am Teich,residential,False,False,128.284,"LINESTRING (8.9107371 52.4968353, 8.9110319 52.4968186, 8.9112218 52.4967638, 8.9114494 52.4966341, 8.9118093 52.4963765, 8.91209 52.4962153, 8.9122154 52.4961838)",,,,,,,
37801212,Am Teich,residential,False,True,42.92699999999999,"LINESTRING (8.9107371 52.4968353, 8.9105664 52.4968796, 8.9104566 52.4969732, 8.9103668 52.4971215)",,,,,,,
"[39812888, 40776471]","['Am Teich', 'Auf dem Kaltenhagen']",residential,False,False,144.03,"LINESTRING (8.9107371 52.4968353, 8.9107643 52.496461, 8.9107543 52.4963081, 8.9107128 52.4962056, 8.910599 52.4961212, 8.9104284 52.4960376, 8.9103581 52.4960168, 8.9101886 52.4959666, 8.9100459 52.4959411, 8.9098494 52.4959342, 8.9097729 52.4959387)",,,,,,,
171932362,Wiesengrund,residential,False,True,68.385,"LINESTRING (8.9105772 52.4946448, 8.9113628 52.4950314)",,,,,,,
234184227,Wiesengrund,residential,False,True,94.84,"LINESTRING (8.9105772 52.4946448, 8.9099541 52.4952188, 8.9097389 52.4953189)",,,,,,,
171932362,Wiesengrund,residential,False,False,22.028,"LINESTRING (8.9116159 52.4951559, 8.9113628 52.4950314)",,,,,,,
171932362,Wiesengrund,residential,False,True,147.54500000000002,"LINESTRING (8.9116159 52.4951559, 8.912481 52.4955591, 8.9125153 52.4956173, 8.91239 52.4958557, 8.912229 52.496072, 8.9122051 52.4961297, 8.9122154 52.4961838)",,,,,,,
171932368,,residential,False,False,45.488,"LINESTRING (8.9097729 52.4959387, 8.9096556 52.4955359)",,,,,,,permissive
40776471,Auf dem Kaltenhagen,residential,False,False,222.876,"LINESTRING (8.9097729 52.4959387, 8.9090279 52.4960266, 8.908542 52.4960899, 8.9068017 52.4963113, 8.906551 52.4963499)",,,,,,,
"[39812888, 40776471]","['Am Teich', 'Auf dem Kaltenhagen']",residential,False,True,144.03,"LINESTRING (8.9097729 52.4959387, 8.9098494 52.4959342, 8.9100459 52.4959411, 8.9101886 52.4959666, 8.9103581 52.4960168, 8.9104284 52.4960376, 8.910599 52.4961212, 8.9107128 52.4962056, 8.9107543 52.4963081, 8.9107643 52.496461, 8.9107371 52.4968353)",,,,,,,
171932368,,residential,False,True,45.488,"LINESTRING (8.9096556 52.4955359, 8.9097729 52.4959387)",,,,,,,permissive
234184227,Wiesengrund,residential,False,False,94.84,"LINESTRING (8.9097389 52.4953189, 8.9099541 52.4952188, 8.9105772 52.4946448)",,,,,,,
168276545,Hermann-Löns-Weg,residential,False,False,151.255,"LINESTRING (8.914025 52.5026908, 8.9141957 52.5022754, 8.9142184 52.5020671, 8.9142363 52.5018774, 8.9141664 52.5013458)",,,,,,,
23285932,Hannoversche Straße,tertiary,False,False,42.718,"LINESTRING (8.9138497 52.4970398, 8.9142854 52.4967619)",2,,,,,,
23285932,Hannoversche Straße,tertiary,False,True,173.998,"LINESTRING (8.9138497 52.4970398, 8.9130413 52.4975515, 8.9128468 52.4976456, 8.9119893 52.4979223, 8.9118071 52.4979425)",2,,,,,,
87824160,Berliner Ring,residential,False,True,27.42,"LINESTRING (8.9121633 52.5005644, 8.9117901 52.5006603)",1,,,,,,
87824160,Berliner Ring,residential,False,False,51.538,"LINESTRING (8.9121633 52.5005644, 8.9124378 52.500464, 8.912806 52.5003161)",1,,,,,,
87824239,Fasanenweg,residential,False,True,111.359,"LINESTRING (8.9121633 52.5005644, 8.9125632 52.5011341, 8.9128004 52.5014877)",1,,,,,,
26006246,Am Hoffeld,residential,False,True,122.02100000000002,"LINESTRING (8.9050964 52.5025495, 8.9059549 52.5027013, 8.9063658 52.5027739, 8.9068451 52.5027976)",,,,,,,
87824136,Sulinger Gärten,residential,False,True,253.799,"LINESTRING (8.9050964 52.5025495, 8.9050932 52.502457, 8.9055469 52.5016211, 8.9057478 52.5012509, 8.9058333 52.5010933, 8.9060566 52.5007831, 8.9063679 52.5004138)",,,,,,,
1165407193,Am Hoffeld,residential,False,False,84.735,"LINESTRING (8.9050964 52.5025495, 8.9042744 52.50242, 8.904062 52.5023891, 8.9038783 52.5023988)",,,,,,,
87824239,Fasanenweg,residential,False,False,111.359,"LINESTRING (8.9128004 52.5014877, 8.9125632 52.5011341, 8.9121633 52.5005644)",1,,,,,,
168276543,Am Brahmberg,residential,False,False,93.994,"LINESTRING (8.9128004 52.5014877, 8.9129567 52.5014622, 8.9132001 52.5014225, 8.9133168 52.5014115, 8.9137104 52.5013743, 8.9141664 52.5013458)",1,,,,,,
168276543,Am Brahmberg,residential,False,True,145.87099999999998,"LINESTRING (8.9128004 52.5014877, 8.912392 52.5016046, 8.912233 52.5016693, 8.9120857 52.5017661, 8.9120024 52.5018433, 8.9119319 52.5019335, 8.9118662 52.502021, 8.911836 52.5021638, 8.9118046 52.5025196)",1,,,,,,
168277193,Am Hoffeld,residential,False,True,199.22400000000002,"LINESTRING (8.9010796 52.5018763, 8.9028969 52.5021903, 8.9037272 52.5023231, 8.9038783 52.5023988)",,,,,,,
21359862,Auf der Kuckucksweide,residential,False,False,135.145,"LINESTRING (8.9091688 52.5001473, 8.9102022 52.4991074)",,,,,,,
"[1165399673, 21359862]","['Am Bahnhof', 'Auf der Kuckucksweide']",residential,False,True,62.943,"LINESTRING (8.9091688 52.5001473, 8.9089269 52.5003706, 8.9087233 52.5005407, 8.9085958 52.5005824)",,,,,,,
87824160,Berliner Ring,residential,False,False,162.87199999999999,"LINESTRING (8.9091688 52.5001473, 8.9107741 52.5007717, 8.9109586 52.5008095, 8.9112645 52.5007982)",1,,,,,,
87824136,Sulinger Gärten,residential,False,False,253.79899999999998,"LINESTRING (8.9063679 52.5004138, 8.9060566 52.5007831, 8.9058333 52.5010933, 8.9057478 52.5012509, 8.9055469 52.5016211, 8.9050932 52.502457, 8.9050964 52.5025495)",,,,,,,
87824160,Berliner Ring,residential,False,True,78.24,"LINESTRING (8.9141908 52.4998114, 8.913198 52.5001717)",1,,,,,,
39813215,Am Mühlenberg,residential,False,True,259.875,"LINESTRING (8.9141908 52.4998114, 8.9141031 52.4997127, 8.9138708 52.4994968, 8.9118895 52.4980331, 8.9117953 52.4979927)",1,,,,,,
87824160,Berliner Ring,residential,False,False,78.24,"LINESTRING (8.913198 52.5001717, 8.9141908 52.4998114)",1,,,,,,
87824160,Berliner Ring,residential,False,True,31.015,"LINESTRING (8.913198 52.5001717, 8.912806 52.5003161)",1,,,,,,
232074053,Brachvogelsteg,residential,False,True,76.316,"LINESTRING (8.913198 52.5001717, 8.9137501 52.5007701)",,,,,,,
87824160,Berliner Ring,residential,False,False,5.484,"LINESTRING (8.9117154 52.5006794, 8.9117901 52.5006603)",1,,,,,,
87824160,Berliner Ring,residential,False,True,33.258,"LINESTRING (8.9117154 52.5006794, 8.9112645 52.5007982)",1,,,,,,
232074060,Kiebitzweg,residential,False,False,77.925,"LINESTRING (8.9117154 52.5006794, 8.9113286 52.5001666, 8.9112833 52.5000329)",1,,,,,,
87824160,Berliner Ring,residential,False,False,33.258,"LINESTRING (8.9112645 52.5007982, 8.9117154 52.5006794)",1,,,,,,
497666306,Amselsteg,living_street,False,True,23.292,"LINESTRING (8.9112645 52.5007982, 8.9113837 52.5009947)",,,,,,,
87824160,Berliner Ring,residential,False,True,162.87199999999999,"LINESTRING (8.9112645 52.5007982, 8.9109586 52.5008095, 8.9107741 52.5007717, 8.9091688 52.5001473)",1,,,,,,
87824039,Am Hofgarten,residential,False,False,132.303,"LINESTRING (8.9046644 52.5013251, 8.9045513 52.5013935, 8.9045144 52.5014158, 8.904242 52.5017679, 8.9038957 52.5022964, 8.9038783 52.5023988)",,,,,,,
123085784,Höfelinger Weg,residential,False,True,93.06,"LINESTRING (8.9013352 52.4952495, 8.9020551 52.4959044, 8.9020998 52.495945)",,,,,,,
23285933,Brinkstraße,tertiary,False,False,122.05000000000001,"LINESTRING (8.9116314 52.4979014, 8.9115873 52.4978663, 8.9109012 52.497423, 8.9108168 52.4973698, 8.9105755 52.497222, 8.9103668 52.4971215)",2,,,,,,
161495254,,tertiary,True,False,14.926000000000002,"LINESTRING (8.9116314 52.4979014, 8.9116646 52.4978918, 8.9117011 52.4978892, 8.9117371 52.4978937, 8.9117688 52.497905, 8.911793 52.4979219, 8.9118071 52.4979425)",1,roundabout,,,,,
23285932,Hannoversche Straße,tertiary,False,False,173.998,"LINESTRING (8.9118071 52.4979425, 8.9119893 52.4979223, 8.9128468 52.4976456, 8.9130413 52.4975515, 8.9138497 52.4970398)",2,,,,,,
161495254,,tertiary,True,False,5.757000000000001,"LINESTRING (8.9118071 52.4979425, 8.9118101 52.4979597, 8.9118061 52.4979768, 8.9117953 52.4979927)",1,roundabout,,,,,
39813215,Am Mühlenberg,residential,False,False,259.875,"LINESTRING (8.9117953 52.4979927, 8.9118895 52.4980331, 8.9138708 52.4994968, 8.9141031 52.4997127, 8.9141908 52.4998114)",1,,,,,,
161495254,,tertiary,True,False,16.662,"LINESTRING (8.9117953 52.4979927, 8.9117734 52.4980095, 8.9117442 52.4980214, 8.9117104 52.4980273, 8.9116753 52.4980267, 8.9116421 52.4980195, 8.9116141 52.4980066, 8.9115939 52.4979891)",1,roundabout,,,,,
39812883,Berggartenstraße,residential,False,False,28.702,"LINESTRING (8.9086691 52.5007258, 8.9088772 52.5009507)",,,,,,,
39812883,Berggartenstraße,residential,False,True,16.7,"LINESTRING (8.9086691 52.5007258, 8.9085958 52.5005824)",,,,,,,
39812883,Berggartenstraße,residential,False,True,28.702,"LINESTRING (8.9088772 52.5009507, 8.9086691 52.5007258)",,,,,,,
39812883,Berggartenstraße,residential,False,False,271.644,"LINESTRING (8.9088772 52.5009507, 8.9100742 52.5017378, 8.9108413 52.5022451, 8.9110022 52.5023563, 8.9111418 52.5024371, 8.9113272 52.5024823, 8.9115645 52.5025121, 8.9118046 52.5025196)",,,,,,,
159830204,Raiffeisenstraße,residential,True,False,31.817,"LINESTRING (8.9088772 52.5009507, 8.9087775 52.500987, 8.9086567 52.5010206, 8.9085529 52.5010733, 8.9085065 52.5011173)",,,,,,,
87824015,Zur Kleinbahn,residential,False,False,190.219,"LINESTRING (8.9119438 52.5032617, 8.9117906 52.5032848, 8.911068 52.5034455, 8.9107968 52.5034959, 8.9105982 52.5034791, 8.9101518 52.5033048, 8.9099525 52.5032146, 8.9094319 52.5030092)",,,,,,,
168276543,Am Brahmberg,residential,False,False,83.33500000000001,"LINESTRING (8.9119438 52.5032617, 8.9118378 52.5029557, 8.9118129 52.5027518, 8.9118046 52.5025196)",1,,,,,,
171932369,Am Wallmoor,residential,False,False,95.037,"LINESTRING (8.9043885 52.4956946, 8.9036692 52.4958652, 8.9035124 52.4959157, 8.903182 52.4961057)",,,,,,,
48594931,Am Wallmoor,residential,False,False,5.12,"LINESTRING (8.9020459 52.4959773, 8.9020998 52.495945)",,,,,,,
48594931,Am Wallmoor,residential,False,True,58.455,"LINESTRING (8.9020459 52.4959773, 8.9015761 52.4962475, 8.9014515 52.4963558)",,,,,,,
171932369,Am Wallmoor,residential,False,True,108.641,"LINESTRING (8.9020459 52.4959773, 8.9025514 52.4963627, 8.9026725 52.4963729, 8.903182 52.4961057)",,,,,,,
123085775,Am Wallmoor,residential,False,False,64.195,"LINESTRING (8.903182 52.4961057, 8.9026077 52.4956463)",,,,,3,,
