osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,width,lanes,junction,access
938942168,,tertiary,True,False,4.694,"LINESTRING (10.2304297 50.4563059, 10.2304363 50.4563479)",NES 34,50,,,1,roundabout,
24662635,Gartenstraße,residential,True,False,18.437,"LINESTRING (10.2304297 50.4563059, 10.2305799 50.456316, 10.2306887 50.4563233)",,50,,,,,
24606666,Senselsweg,residential,False,False,54.182,"LINESTRING (10.2352329 50.4603152, 10.2354174 50.4607881)",,50,,,,,yes
155283457,Sulzweg,residential,False,False,8.273,"LINESTRING (10.2352329 50.4603152, 10.2351752 50.4602505)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,True,109.755,"LINESTRING (10.2352329 50.4603152, 10.2355947 50.460395, 10.2360591 50.4605217, 10.2366773 50.460673)",,DE:urban,,,,,
"[155283410, 24606338]","['Hohe Straße', 'Friedenstraße']",residential,False,"[False, True]",90.969,"LINESTRING (10.2345327 50.459604, 10.2342828 50.4595519, 10.2341427 50.4597882, 10.2339429 50.4600175, 10.2337945 50.4601152)",,50,,,,,
155283457,Sulzweg,residential,False,True,85.068,"LINESTRING (10.2345327 50.459604, 10.2350966 50.4601734, 10.2351752 50.4602505)",,DE:urban,,,,,
174663711,Wartburgstraße,residential,False,False,258.025,"LINESTRING (10.2317056 50.4636721, 10.2312475 50.4636798, 10.2280607 50.4636553)",,,,,,,
174663711,Wartburgstraße,residential,False,True,163.919,"LINESTRING (10.2317056 50.4636721, 10.2321371 50.4636564, 10.2328488 50.4636255, 10.233416 50.4635756, 10.2336959 50.4635478, 10.2340048 50.4635107)",,,,,,,
253623988,Kleiner Burgweg,residential,False,True,93.785,"LINESTRING (10.2317056 50.4636721, 10.231697 50.4630631, 10.2317078 50.4628288)",,,,,,,
24606666,Senselsweg,residential,False,True,9.529,"LINESTRING (10.2359403 50.4628408, 10.2359645 50.4627565)",,50,,,,,yes
24606666,Senselsweg,residential,False,False,94.252,"LINESTRING (10.2359403 50.4628408, 10.236021 50.4629973, 10.2360758 50.4630803, 10.2361354 50.4633371, 10.2361908 50.463487, 10.2362454 50.4636629)",,50,,,,,yes
174663711,Wartburgstraße,residential,False,False,159.54700000000003,"LINESTRING (10.2359403 50.4628408, 10.235882 50.4629299, 10.2357188 50.4630282, 10.2354943 50.463108, 10.235028 50.4632583, 10.2345266 50.4633938, 10.2340048 50.4635107)",,,,,,,
155283408,Bahnhofstraße,unclassified,False,False,46.644999999999996,"LINESTRING (10.2354864 50.4562103, 10.2354173 50.4563885, 10.235382 50.4564953, 10.2353525 50.4566207)",NES 35,50,,,,,
820932939,Bahnhofstraße,residential,False,False,126.108,"LINESTRING (10.2354864 50.4562103, 10.2352149 50.4560395, 10.2351015 50.4559942, 10.2348492 50.4559914, 10.2344433 50.4560081, 10.2341143 50.4560137, 10.2338422 50.4559788)",,,,,,,
41438066,Auf der Bündt,residential,False,False,37.244,"LINESTRING (10.2305716 50.4558521, 10.2305188 50.4559488, 10.2304523 50.45606, 10.2303806 50.456164)",,,,,,,
155283457,Sulzweg,residential,False,False,128.708,"LINESTRING (10.2396812 50.4629111, 10.2393761 50.4624927, 10.2391685 50.4621885, 10.2389212 50.4618597)",,DE:urban,,,,,
24606339,Wasunger Straße,residential,False,True,39.787,"LINESTRING (10.2389212 50.4618597, 10.2394501 50.4617386)",,50,,,,,yes
155283457,Sulzweg,residential,False,False,134.64,"LINESTRING (10.2389212 50.4618597, 10.2386883 50.461556, 10.2385095 50.4613465, 10.2383965 50.4612439, 10.2382123 50.4611133, 10.2380566 50.4610404, 10.2378356 50.4609619, 10.2377609 50.4609482)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,True,128.708,"LINESTRING (10.2389212 50.4618597, 10.2391685 50.4621885, 10.2393761 50.4624927, 10.2396812 50.4629111)",,DE:urban,,,,,
165257755,Werner-Artus-Straße,residential,False,True,70.482,"LINESTRING (10.2389212 50.4618597, 10.2387528 50.461937, 10.238635 50.4620155, 10.2385217 50.4621238, 10.2382802 50.4623372)",,50,,,,,yes
24606339,Wasunger Straße,residential,False,False,23.282,"LINESTRING (10.239779 50.4617368, 10.2394501 50.4617386)",,50,,,,,yes
163126426,Asternweg,residential,False,True,51.948,"LINESTRING (10.239779 50.4617368, 10.2397465 50.4619891, 10.2398175 50.4621983)",,50,,,,,yes
24606339,Wasunger Straße,residential,False,False,39.787,"LINESTRING (10.2394501 50.4617386, 10.2389212 50.4618597)",,50,,,,,yes
24606339,Wasunger Straße,residential,False,True,23.282,"LINESTRING (10.2394501 50.4617386, 10.239779 50.4617368)",,50,,,,,yes
163128742,Lehmgrube,residential,False,True,72.73,"LINESTRING (10.2382802 50.4623372, 10.2385424 50.4623919, 10.2386653 50.4624539, 10.2387289 50.4625269, 10.2387611 50.4625952, 10.2388857 50.4628045)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,False,70.482,"LINESTRING (10.2382802 50.4623372, 10.2385217 50.4621238, 10.238635 50.4620155, 10.2387528 50.461937, 10.2389212 50.4618597)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,True,32.635,"LINESTRING (10.2382802 50.4623372, 10.2381471 50.4624307, 10.2379358 50.4625302)",,50,,,,,yes
163128655,Zur Neusitz,residential,False,True,61.025999999999996,"LINESTRING (10.2379358 50.4625302, 10.2379801 50.4626811, 10.2379614 50.4627303, 10.2379397 50.4627763, 10.2379206 50.4628288, 10.2379243 50.462882, 10.2379395 50.4630183, 10.2379596 50.4630696)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,False,32.635,"LINESTRING (10.2379358 50.4625302, 10.2381471 50.4624307, 10.2382802 50.4623372)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,True,68.859,"LINESTRING (10.2379358 50.4625302, 10.2377615 50.4625749, 10.2374482 50.4626653, 10.2370277 50.4627497)",,50,,,,,yes
163128954,Unterm Pfaffensteig,residential,False,True,65.378,"LINESTRING (10.2370277 50.4627497, 10.2370634 50.462856, 10.237038 50.4629471, 10.2369588 50.4630557, 10.236927 50.4630945, 10.2369265 50.4631347, 10.2369112 50.4632349, 10.2369059 50.4633172)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,False,68.859,"LINESTRING (10.2370277 50.4627497, 10.2374482 50.4626653, 10.2377615 50.4625749, 10.2379358 50.4625302)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,True,75.61,"LINESTRING (10.2370277 50.4627497, 10.2368601 50.4627633, 10.2364385 50.4627855, 10.2359645 50.4627565)",,50,,,,,yes
24606666,Senselsweg,residential,False,False,9.529,"LINESTRING (10.2359645 50.4627565, 10.2359403 50.4628408)",,50,,,,,yes
24606666,Senselsweg,residential,False,True,59.495000000000005,"LINESTRING (10.2359645 50.4627565, 10.2359443 50.4625936, 10.2358574 50.4622261)",,50,,,,,yes
165257755,Werner-Artus-Straße,residential,False,False,75.61,"LINESTRING (10.2359645 50.4627565, 10.2364385 50.4627855, 10.2368601 50.4627633, 10.2370277 50.4627497)",,50,,,,,yes
24606341,Rosenweg,residential,False,False,227.91500000000002,"LINESTRING (10.2366773 50.460673, 10.2367092 50.4608577, 10.2369575 50.4617058, 10.2369845 50.4618636, 10.2369468 50.4619506, 10.2367924 50.4620273, 10.2358574 50.4622261)",,,,,,,
155283457,Sulzweg,residential,False,False,109.75500000000001,"LINESTRING (10.2366773 50.460673, 10.2360591 50.4605217, 10.2355947 50.460395, 10.2352329 50.4603152)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,True,19.393,"LINESTRING (10.2366773 50.460673, 10.2367399 50.4606933, 10.2369285 50.4607423)",,DE:urban,,,,,
24606666,Senselsweg,residential,False,True,43.519,"LINESTRING (10.2358574 50.4622261, 10.2357531 50.4618404)",,50,,,,,yes
24606341,Rosenweg,residential,False,True,227.915,"LINESTRING (10.2358574 50.4622261, 10.2367924 50.4620273, 10.2369468 50.4619506, 10.2369845 50.4618636, 10.2369575 50.4617058, 10.2367092 50.4608577, 10.2366773 50.460673)",,,,,,,
24606666,Senselsweg,residential,False,False,59.495000000000005,"LINESTRING (10.2358574 50.4622261, 10.2359443 50.4625936, 10.2359645 50.4627565)",,50,,,,,yes
751014370,Ritter-von-Halt-Straße,residential,False,False,70.191,"LINESTRING (10.2333218 50.4607215, 10.2334587 50.4613467)",,30,,,,,
24606355,Fröbelstraße,residential,False,True,148.757,"LINESTRING (10.2333218 50.4607215, 10.2337222 50.4607636, 10.2354174 50.4607881)",,,,,,,
751014370,Ritter-von-Halt-Straße,residential,False,True,57.849000000000004,"LINESTRING (10.2333218 50.4607215, 10.2332888 50.4605007, 10.2332443 50.4602036)",,30,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,False,80.286,"LINESTRING (10.2336633 50.4620553, 10.2338212 50.4627703)",,,,,,,
965750421,Ostlandstraße,residential,False,True,138.989,"LINESTRING (10.2336633 50.4620553, 10.2317035 50.4621322)",,50,,,,,
"[958833350, 24606342]",Ritter-von-Halt-Straße,residential,False,True,80.114,"LINESTRING (10.2336633 50.4620553, 10.2335922 50.4618202, 10.2335101 50.461529, 10.2334587 50.4613467)",,30,,,,,
42137587,Ostlandstraße,residential,False,False,75.813,"LINESTRING (10.2336633 50.4620553, 10.2344679 50.4620178, 10.2347308 50.4620007)",,50,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,True,83.348,"LINESTRING (10.2340048 50.4635107, 10.2338212 50.4627703)",,,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,False,90.255,"LINESTRING (10.2340048 50.4635107, 10.2340605 50.4637118, 10.2340832 50.4638119, 10.2340906 50.4638442, 10.2341588 50.4640729, 10.2342268 50.4643099)",,,,,,,
174663711,Wartburgstraße,residential,False,False,163.91899999999998,"LINESTRING (10.2340048 50.4635107, 10.2336959 50.4635478, 10.233416 50.4635756, 10.2328488 50.4636255, 10.2321371 50.4636564, 10.2317056 50.4636721)",,,,,,,
174663711,Wartburgstraße,residential,False,True,159.547,"LINESTRING (10.2340048 50.4635107, 10.2345266 50.4633938, 10.235028 50.4632583, 10.2354943 50.463108, 10.2357188 50.4630282, 10.235882 50.4629299, 10.2359403 50.4628408)",,,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,True,23.433,"LINESTRING (10.2342612 50.4645195, 10.2342268 50.4643099)",,,,,,,
155283431,Burgstraße,residential,False,True,132.407,"LINESTRING (10.2283866 50.4622353, 10.2287824 50.4610715)",,,,,,,
24606343,Schillerstraße,residential,False,False,101.62700000000001,"LINESTRING (10.2283866 50.4622353, 10.2283104 50.4622376, 10.2269525 50.4622786)",,50,,,,,
155283431,Burgstraße,residential,False,False,95.448,"LINESTRING (10.2283866 50.4622353, 10.2281979 50.4629186, 10.2281833 50.4630343, 10.2281685 50.4630819)",,,,,,,
"[761740218, 174663702]",Gebrüder-Grimm-Straße,residential,False,"[False, True]",177.05200000000002,"LINESTRING (10.2283866 50.4622353, 10.2285605 50.4622302, 10.2288461 50.462232, 10.2293393 50.4622152, 10.2297761 50.4622018, 10.230885 50.4621657)",,30,,,,,
155283431,Burgstraße,residential,False,False,132.407,"LINESTRING (10.2287824 50.4610715, 10.2283866 50.4622353)",,,,,,,
155283431,Burgstraße,residential,False,True,92.47200000000001,"LINESTRING (10.2287824 50.4610715, 10.2289421 50.460664, 10.2291135 50.4602671)",,,,,,,
155283465,Dr.-Schumacher-Straße,residential,False,False,135.478,"LINESTRING (10.2287824 50.4610715, 10.228675 50.4610708, 10.2282235 50.4610676, 10.2276758 50.4610911, 10.2268716 50.4611255)",,,,,,,
24606666,Senselsweg,residential,False,False,43.519,"LINESTRING (10.2357531 50.4618404, 10.2358574 50.4622261)",,50,,,,,yes
24606666,Senselsweg,residential,False,True,61.811,"LINESTRING (10.2357531 50.4618404, 10.2355606 50.4612982)",,50,,,,,yes
42137587,Ostlandstraße,residential,False,True,74.527,"LINESTRING (10.2357531 50.4618404, 10.2347308 50.4620007)",,50,,,,,
42137587,Ostlandstraße,residential,False,False,74.527,"LINESTRING (10.2347308 50.4620007, 10.2357531 50.4618404)",,50,,,,,
24606357,Ostlandstraße,residential,False,False,69.925,"LINESTRING (10.2347308 50.4620007, 10.2347558 50.462157, 10.2347946 50.4623563, 10.2348395 50.4626257)",,,,,,,
42137587,Ostlandstraße,residential,False,True,75.813,"LINESTRING (10.2347308 50.4620007, 10.2344679 50.4620178, 10.2336633 50.4620553)",,50,,,,,
155283431,Burgstraße,residential,False,False,64.215,"LINESTRING (10.2281685 50.4630819, 10.2280927 50.4634849, 10.2280607 50.4636553)",,,,,,,
155283431,Burgstraße,residential,False,True,95.448,"LINESTRING (10.2281685 50.4630819, 10.2281833 50.4630343, 10.2281979 50.4629186, 10.2283866 50.4622353)",,,,,,,
"[751050321, 751050322]",Friedenstraße,residential,False,False,70.655,"LINESTRING (10.2260879 50.4599697, 10.2262218 50.4599858, 10.2270729 50.4600722)",,50,,,,,
24606343,Schillerstraße,residential,False,True,101.62700000000001,"LINESTRING (10.2269525 50.4622786, 10.2283104 50.4622376, 10.2283866 50.4622353)",,50,,,,,
24606346,Goethestraße,residential,False,False,128.37,"LINESTRING (10.2269525 50.4622786, 10.2269474 50.4619998, 10.2269218 50.4616912, 10.2268988 50.4614091, 10.2268852 50.4612761, 10.2268716 50.4611255)",,,,,,,
24606346,Goethestraße,residential,False,False,118.585,"LINESTRING (10.2268716 50.4611255, 10.2268552 50.4608675, 10.2268727 50.4607328, 10.2269403 50.4604589, 10.2270139 50.4602534, 10.2270729 50.4600722)",,,,,,,
24606346,Goethestraße,residential,False,True,128.37,"LINESTRING (10.2268716 50.4611255, 10.2268852 50.4612761, 10.2268988 50.4614091, 10.2269218 50.4616912, 10.2269474 50.4619998, 10.2269525 50.4622786)",,,,,,,
155283465,Dr.-Schumacher-Straße,residential,False,True,135.478,"LINESTRING (10.2268716 50.4611255, 10.2276758 50.4610911, 10.2282235 50.4610676, 10.228675 50.4610708, 10.2287824 50.4610715)",,,,,,,
24606346,Goethestraße,residential,False,True,118.585,"LINESTRING (10.2270729 50.4600722, 10.2270139 50.4602534, 10.2269403 50.4604589, 10.2268727 50.4607328, 10.2268552 50.4608675, 10.2268716 50.4611255)",,,,,,,
"[751050321, 960050507, 155283419]",Friedenstraße,residential,False,False,146.08800000000002,"LINESTRING (10.2270729 50.4600722, 10.2270981 50.4600735, 10.2279429 50.4601644, 10.2285822 50.4602203, 10.2286462 50.4602259, 10.2289013 50.4602484, 10.2290302 50.46026, 10.2291135 50.4602671)",,50,,,,,
"[751050321, 751050322]",Friedenstraße,residential,False,True,70.655,"LINESTRING (10.2270729 50.4600722, 10.2262218 50.4599858, 10.2260879 50.4599697)",,50,,,,,
960076414,Friedenstraße,residential,False,True,35.657999999999994,"LINESTRING (10.2262247 50.4595826, 10.2263826 50.459537, 10.2266367 50.4594737, 10.2266903 50.4594605)",,50,,,,,
253623988,Kleiner Burgweg,residential,False,False,77.459,"LINESTRING (10.2317035 50.4621322, 10.2317078 50.4628288)",,,,,,,
253623988,Kleiner Burgweg,residential,False,True,48.635,"LINESTRING (10.2317035 50.4621322, 10.2317323 50.4616952)",,,,,,,
761740218,Gebrüder-Grimm-Straße,residential,False,True,58.058,"LINESTRING (10.2317035 50.4621322, 10.230885 50.4621657)",,30,,,,,
965750421,Ostlandstraße,residential,False,False,138.989,"LINESTRING (10.2317035 50.4621322, 10.2336633 50.4620553)",,50,,,,,
253623988,Kleiner Burgweg,residential,False,False,48.635,"LINESTRING (10.2317323 50.4616952, 10.2317035 50.4621322)",,,,,,,
155283426,Kleiner Burgweg,residential,False,True,82.36,"LINESTRING (10.2317533 50.4609645, 10.2317277 50.460224)",,,,,,,
155283426,Kleiner Burgweg,residential,False,False,82.36,"LINESTRING (10.2317277 50.460224, 10.2317533 50.4609645)",,,,,,,
734151452,Friedenstraße,residential,False,False,107.387,"LINESTRING (10.2317277 50.460224, 10.2329431 50.4602115, 10.2332443 50.4602036)",,30,,,,,
"[960080916, 734151453]",Friedenstraße,residential,False,True,185.135,"LINESTRING (10.2317277 50.460224, 10.2308515 50.4602401, 10.2293793 50.460263, 10.229191 50.4602691, 10.2291135 50.4602671)",,50,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,False,83.348,"LINESTRING (10.2338212 50.4627703, 10.2340048 50.4635107)",,,,,,,
24606342,Ritter-von-Halt-Straße,residential,False,True,80.286,"LINESTRING (10.2338212 50.4627703, 10.2336633 50.4620553)",,,,,,,
24606354,Hennebergstraße,residential,False,False,149.737,"LINESTRING (10.2338212 50.4627703, 10.2317078 50.4628288)",,,,,,,
24606354,Hennebergstraße,residential,False,True,149.737,"LINESTRING (10.2317078 50.4628288, 10.2338212 50.4627703)",,,,,,,
253623988,Kleiner Burgweg,residential,False,True,77.459,"LINESTRING (10.2317078 50.4628288, 10.2317035 50.4621322)",,,,,,,
253623988,Kleiner Burgweg,residential,False,False,93.785,"LINESTRING (10.2317078 50.4628288, 10.231697 50.4630631, 10.2317056 50.4636721)",,,,,,,
24606666,Senselsweg,residential,False,False,57.619,"LINESTRING (10.2354174 50.4607881, 10.2355606 50.4612982)",,50,,,,,yes
24606666,Senselsweg,residential,False,True,54.182,"LINESTRING (10.2354174 50.4607881, 10.2352329 50.4603152)",,50,,,,,yes
24606355,Fröbelstraße,residential,False,False,148.757,"LINESTRING (10.2354174 50.4607881, 10.2337222 50.4607636, 10.2333218 50.4607215)",,,,,,,
24606666,Senselsweg,residential,False,False,61.811,"LINESTRING (10.2355606 50.4612982, 10.2357531 50.4618404)",,50,,,,,yes
24606666,Senselsweg,residential,False,True,57.619,"LINESTRING (10.2355606 50.4612982, 10.2354174 50.4607881)",,50,,,,,yes
958824317,Pestalozzistraße,residential,False,False,148.898,"LINESTRING (10.2355606 50.4612982, 10.234372 50.4613348, 10.2334587 50.4613467)",,,,,,,
751014370,Ritter-von-Halt-Straße,residential,False,True,70.191,"LINESTRING (10.2334587 50.4613467, 10.2333218 50.4607215)",,30,,,,,
958824317,Pestalozzistraße,residential,False,True,148.898,"LINESTRING (10.2334587 50.4613467, 10.234372 50.4613348, 10.2355606 50.4612982)",,,,,,,
"[24606342, 958833350]",Ritter-von-Halt-Straße,residential,False,False,80.114,"LINESTRING (10.2334587 50.4613467, 10.2335101 50.461529, 10.2335922 50.4618202, 10.2336633 50.4620553)",,30,,,,,
24606357,Ostlandstraße,residential,False,True,69.925,"LINESTRING (10.2348395 50.4626257, 10.2347946 50.4623563, 10.2347558 50.462157, 10.2347308 50.4620007)",,,,,,,
24606666,Senselsweg,residential,False,True,94.252,"LINESTRING (10.2362454 50.4636629, 10.2361908 50.463487, 10.2361354 50.4633371, 10.2360758 50.4630803, 10.236021 50.4629973, 10.2359403 50.4628408)",,50,,,,,yes
24606667,Tulpenweg,residential,False,False,128.752,"LINESTRING (10.2377609 50.4609482, 10.2387919 50.4599943)",,,,,,,
155283457,Sulzweg,residential,False,False,63.217,"LINESTRING (10.2377609 50.4609482, 10.2374026 50.4608572, 10.2369285 50.4607423)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,True,134.64000000000001,"LINESTRING (10.2377609 50.4609482, 10.2378356 50.4609619, 10.2380566 50.4610404, 10.2382123 50.4611133, 10.2383965 50.4612439, 10.2385095 50.4613465, 10.2386883 50.461556, 10.2389212 50.4618597)",,DE:urban,,,,,
24606667,Tulpenweg,residential,False,True,128.752,"LINESTRING (10.2387919 50.4599943, 10.2377609 50.4609482)",,,,,,,
42137586,Fliederweg,residential,False,False,115.777,"LINESTRING (10.2378491 50.4598831, 10.237536 50.46015, 10.2373699 50.4603295, 10.2371643 50.4605041, 10.2369285 50.4607423)",,,,,,,
42137586,Fliederweg,residential,False,True,115.77699999999999,"LINESTRING (10.2369285 50.4607423, 10.2371643 50.4605041, 10.2373699 50.4603295, 10.237536 50.46015, 10.2378491 50.4598831)",,,,,,,
155283457,Sulzweg,residential,False,False,19.393,"LINESTRING (10.2369285 50.4607423, 10.2367399 50.4606933, 10.2366773 50.460673)",,DE:urban,,,,,
155283457,Sulzweg,residential,False,True,63.217,"LINESTRING (10.2369285 50.4607423, 10.2374026 50.4608572, 10.2377609 50.4609482)",,DE:urban,,,,,
479129315,Auf der Bündt,residential,True,False,9.83,"LINESTRING (10.2303806 50.456164, 10.2303712 50.4562522)",,,,,1,,
41438066,Auf der Bündt,residential,False,True,37.244,"LINESTRING (10.2303806 50.456164, 10.2304523 50.45606, 10.2305188 50.4559488, 10.2305716 50.4558521)",,,,,,,
479129308,,tertiary,False,True,61.817,"LINESTRING (10.2290853 50.4561274, 10.2299261 50.4562774)",NES 34,20,,,2,,
"[40952403, 479129309]",Gartenstraße,residential,False,True,155.959,"LINESTRING (10.2353525 50.4566207, 10.2350807 50.4566067, 10.2338088 50.4565369, 10.2331578 50.4564992)",,50,,,2,,
"[318640566, 40952406, 40952407]",Bahnhofstraße,"['unclassified', 'tertiary']",False,False,200.092,"LINESTRING (10.2353525 50.4566207, 10.2353141 50.456922, 10.2353091 50.4569616, 10.2353109 50.4572688, 10.2353577 50.457467, 10.2354961 50.4582984, 10.2354931 50.4583524, 10.2354749 50.458411)",NES 35,50,yes,,,,
155283408,Bahnhofstraße,unclassified,False,True,46.644999999999996,"LINESTRING (10.2353525 50.4566207, 10.235382 50.4564953, 10.2354173 50.4563885, 10.2354864 50.4562103)",NES 35,50,,,,,
24662637,Sophienstraße,residential,False,False,241.70600000000002,"LINESTRING (10.2268164 50.4590185, 10.2269307 50.45901, 10.2295416 50.4588247, 10.2299523 50.4588012, 10.2302099 50.4587793)",,50,,8,,,yes
155283405,Alexanderstraße,residential,False,False,51.681000000000004,"LINESTRING (10.2268164 50.4590185, 10.226841 50.4591945, 10.2267936 50.4592748, 10.2267399 50.459326, 10.226697 50.4593841, 10.2266903 50.4594605)",,,,6,,,
155283405,Alexanderstraße,residential,False,True,94.608,"LINESTRING (10.2268164 50.4590185, 10.2267417 50.4584822, 10.2266983 50.458171)",,,,6,,,
24662637,Sophienstraße,residential,False,True,241.70600000000002,"LINESTRING (10.2302099 50.4587793, 10.2299523 50.4588012, 10.2295416 50.4588247, 10.2269307 50.45901, 10.2268164 50.4590185)",,50,,8,,,yes
