osmid,bridge,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction,width
"[377177033, 415108912, 25572635, 25783323, 25783324]",yes,,,"['unclassified', 'residential']",,False,True,172.44699999999997,"LINESTRING (8.8641714 52.168856, 8.8642355 52.168838, 8.8642632 52.1688324, 8.8643634 52.1688163, 8.8645784 52.168774, 8.864675 52.1687401, 8.8647519 52.1687081, 8.8648518 52.1686454, 8.8649963 52.1685448, 8.8650264 52.1684846, 8.865045 52.1683017, 8.8650422 52.1682564, 8.8650791 52.1678378, 8.8650869 52.1676079)",Bismarckstraße,,
"[376274554, 197329286]",,,,residential,30,False,"[False, True]",137.342,"LINESTRING (8.8641714 52.168856, 8.8641885 52.1689658, 8.864198 52.169217, 8.8642896 52.1695526, 8.8642778 52.1696447, 8.8642251 52.1696928, 8.8641672 52.1697243, 8.8640347 52.1697707, 8.8638514 52.1698408, 8.8637922 52.1698783, 8.8637627 52.1699326)","['Klosterstraße', 'Lange Straße']",,
"[416162841, 917136818, 25572827, 1039735020]",,,,residential,"['20', '30']",False,True,230.776,"LINESTRING (8.8641714 52.168856, 8.8641496 52.1688005, 8.8640939 52.1687298, 8.8640066 52.168653, 8.8636943 52.1684201, 8.863613 52.1683699, 8.8633394 52.1682009, 8.8631629 52.1680918, 8.8627113 52.167772, 8.8626041 52.1677381, 8.8625052 52.1677281, 8.8623922 52.1677337, 8.8621138 52.1678096, 8.8619858 52.167823, 8.8618115 52.1677992, 8.8616986 52.1677635)",Klosterstraße,,
57942470,,,,residential,30,False,True,105.308,"LINESTRING (8.8572477 52.1700179, 8.8576115 52.1690975)",Burgstraße,,
"[25742596, 1189706661, 1189706662, 1189706663, 1189706664, 1189706665, 25572695]",,,,residential,30,False,True,491.206,"LINESTRING (8.8572477 52.1700179, 8.8574741 52.170303, 8.8574882 52.1703759, 8.8575178 52.1705899, 8.8575786 52.1706387, 8.8576423 52.1706185, 8.8577364 52.1705136, 8.8579009 52.1704025, 8.8584917 52.1701561, 8.8588002 52.1700232, 8.8588857 52.1699634, 8.8589962 52.1698661, 8.8591634 52.1696488, 8.8593203 52.169468, 8.8594827 52.1693354, 8.8596395 52.1692258, 8.8600356 52.1690147, 8.8601169 52.1689714, 8.8601716 52.1689449, 8.8602704 52.1689131, 8.8603426 52.1688899, 8.860479 52.1688255, 8.8606144 52.1687414, 8.8606759 52.1686902, 8.8607114 52.1686456, 8.8607868 52.1685507, 8.8608534 52.1684423, 8.8609367 52.1683402, 8.8609873 52.1682898, 8.8611036 52.1681879, 8.8611863 52.168176, 8.8612884 52.1682145, 8.8613926 52.168237, 8.861488 52.1682354, 8.8616014 52.1682257, 8.861735 52.1682015)",Garzweg,,
659777182,,,,residential,20,False,True,67.453,"LINESTRING (8.8622826 52.1690339, 8.8622928 52.169046, 8.8625172 52.1691958, 8.8630446 52.1694129)",,,
57942468,,2,B 514,primary,50,False,False,17.725,"LINESTRING (8.8640771 52.170868, 8.8642072 52.17073)",Weserstraße,,
197329282,,,,residential,30,True,False,38.842,"LINESTRING (8.8640771 52.170868, 8.8640233 52.1708014, 8.8639552 52.1707433, 8.8639161 52.1707167, 8.863837 52.170663, 8.8637689 52.1705774)",Lange Straße,,
25572683,,,,residential,,False,True,164.4,"LINESTRING (8.8683099 52.1655078, 8.8659162 52.1653342)",Bergstraße,,
141509580,,,,residential,,False,True,20.653,"LINESTRING (8.8683099 52.1655078, 8.8683038 52.1656935)",Steinstraße,,
141509580,,,,residential,,False,False,59.366,"LINESTRING (8.8683099 52.1655078, 8.8682628 52.1651626, 8.8682537 52.1649752)",Steinstraße,,
"[376274554, 197329286]",,,,residential,30,False,"[False, True]",137.34199999999998,"LINESTRING (8.8637627 52.1699326, 8.8637922 52.1698783, 8.8638514 52.1698408, 8.8640347 52.1697707, 8.8641672 52.1697243, 8.8642251 52.1696928, 8.8642778 52.1696447, 8.8642896 52.1695526, 8.864198 52.169217, 8.8641885 52.1689658, 8.8641714 52.168856)","['Klosterstraße', 'Lange Straße']",,
197329286,,,,residential,30,False,True,73.07099999999998,"LINESTRING (8.8637627 52.1699326, 8.863716 52.1702669, 8.8636882 52.170406, 8.8636964 52.1704802, 8.8637325 52.1705366, 8.8637689 52.1705774)",Lange Straße,,
"[1025654345, 917136810, 659777183]",,,,residential,20,True,False,76.55600000000001,"LINESTRING (8.8637627 52.1699326, 8.8637024 52.1699079, 8.8636855 52.1698948, 8.8635192 52.1697116, 8.8633877 52.1696253, 8.8632552 52.1695308, 8.8630446 52.1694129)",,,
25572879,,2,,tertiary,,False,False,176.581,"LINESTRING (8.865641 52.1651368, 8.8657812 52.1650866, 8.865992 52.1649808, 8.8660704 52.1649108, 8.8663294 52.1645452, 8.8663966 52.1644176, 8.8664622 52.16424, 8.8665996 52.1637252)",Winterbergstraße,,
389055331,,,,residential,,False,True,28.928,"LINESTRING (8.865641 52.1651368, 8.8657907 52.1652555, 8.8659162 52.1653342)",Hochstraße,,
"[449282338, 230609447, 389055335]",,2,,tertiary,,False,True,212.96300000000002,"LINESTRING (8.865641 52.1651368, 8.865446 52.1651742, 8.8650011 52.1652018, 8.8646389 52.1652038, 8.8639058 52.1652393, 8.8637047 52.1652624, 8.8635499 52.1652908, 8.8633406 52.1653874, 8.8631761 52.1654854, 8.8630619 52.1655901, 8.8629327 52.1657633)",Winterbergstraße,,
25572664,,,,residential,,False,False,34.744,"LINESTRING (8.8602131 52.1631194, 8.8603475 52.1630077, 8.8604601 52.1628484)",Kampstraße,,
1111615279,,,,residential,,True,False,15.454,"LINESTRING (8.8602131 52.1631194, 8.8602394 52.1631477, 8.8602464 52.1631785, 8.8602313 52.163213, 8.860189 52.1632429)",Wasserstraße,roundabout,
25572685,,,,residential,,False,True,38.194,"LINESTRING (8.8672427 52.1631179, 8.8666945 52.1631879)",Königsberger Straße,,
197114902,,,,residential,,False,True,40.879,"LINESTRING (8.8672427 52.1631179, 8.8675536 52.1634322)",Steinstraße,,
246820304,,,,residential,,False,False,79.069,"LINESTRING (8.8672427 52.1631179, 8.8668358 52.162637, 8.8667591 52.1624744)",Steinstraße,,
904780192,,,,residential,,False,False,59.366,"LINESTRING (8.8672427 52.1631179, 8.8679186 52.1629037, 8.8680267 52.1628927)",Königsberger Straße,,
25572658,,,,residential,20,False,False,49.085,"LINESTRING (8.861735 52.1682015, 8.8616828 52.1680414, 8.861683 52.1680357, 8.8616907 52.1678216, 8.8616986 52.1677635)",,,
25572658,,,,residential,20,False,True,65.712,"LINESTRING (8.861735 52.1682015, 8.8617406 52.1682108, 8.8618403 52.1683774, 8.8619006 52.1684605, 8.8619598 52.1685421, 8.8620737 52.1687356, 8.8620856 52.1687516)",,,
"[25742596, 1189706661, 1189706662, 1189706663, 1189706664, 1189706665, 25572695]",,,,residential,30,False,False,491.20599999999996,"LINESTRING (8.861735 52.1682015, 8.8616014 52.1682257, 8.861488 52.1682354, 8.8613926 52.168237, 8.8612884 52.1682145, 8.8611863 52.168176, 8.8611036 52.1681879, 8.8609873 52.1682898, 8.8609367 52.1683402, 8.8608534 52.1684423, 8.8607868 52.1685507, 8.8607114 52.1686456, 8.8606759 52.1686902, 8.8606144 52.1687414, 8.860479 52.1688255, 8.8603426 52.1688899, 8.8602704 52.1689131, 8.8601716 52.1689449, 8.8601169 52.1689714, 8.8600356 52.1690147, 8.8596395 52.1692258, 8.8594827 52.1693354, 8.8593203 52.169468, 8.8591634 52.1696488, 8.8589962 52.1698661, 8.8588857 52.1699634, 8.8588002 52.1700232, 8.8584917 52.1701561, 8.8579009 52.1704025, 8.8577364 52.1705136, 8.8576423 52.1706185, 8.8575786 52.1706387, 8.8575178 52.1705899, 8.8574882 52.1703759, 8.8574741 52.170303, 8.8572477 52.1700179)",Garzweg,,
25572631,,,,residential,,False,True,12.784,"LINESTRING (8.8556218 52.1676013, 8.8557787 52.1675384)",Zum Schelland,,
25572710,,,,residential,,False,False,89.844,"LINESTRING (8.8556218 52.1676013, 8.8556758 52.1676523, 8.8560008 52.1678298, 8.8560514 52.1678775, 8.856038 52.1679635, 8.8558337 52.1682763)",Dr.-Großmann-Straße,,
897665731,,2,,tertiary,,False,True,16.746,"LINESTRING (8.8629327 52.1657633, 8.862897 52.1659123)",Winterbergstraße,,
25572692,,,,residential,,False,False,98.345,"LINESTRING (8.8629327 52.1657633, 8.8628747 52.1657426, 8.8628899 52.1655871, 8.8630014 52.1654545, 8.8633986 52.1649745)",Kirchstraße,,
"[449282338, 389055335, 230609447]",,2,,tertiary,,False,False,212.963,"LINESTRING (8.8629327 52.1657633, 8.8630619 52.1655901, 8.8631761 52.1654854, 8.8633406 52.1653874, 8.8635499 52.1652908, 8.8637047 52.1652624, 8.8639058 52.1652393, 8.8646389 52.1652038, 8.8650011 52.1652018, 8.865446 52.1651742, 8.865641 52.1651368)",Winterbergstraße,,
25572685,,,,residential,,False,False,38.194,"LINESTRING (8.8666945 52.1631879, 8.8672427 52.1631179)",Königsberger Straße,,
246820315,,2,,tertiary,,False,True,60.21500000000001,"LINESTRING (8.8666945 52.1631879, 8.8666898 52.1633523, 8.8666534 52.1635331, 8.8666289 52.1636252, 8.8665996 52.1637252)",Winterbergstraße,,
25572675,,,,residential,,False,True,68.031,"LINESTRING (8.8638856 52.1632702, 8.8638411 52.1633431, 8.8633974 52.1638025)",Kaiserstraße,,
25572786,,,,residential,,False,False,46.659000000000006,"LINESTRING (8.8638856 52.1632702, 8.8636587 52.1631679, 8.86339 52.1629841)",Südstraße,,
25572786,,,,residential,,False,True,134.388,"LINESTRING (8.8638856 52.1632702, 8.8639285 52.1632776, 8.8657813 52.1635995)",Südstraße,,
"[25572848, 25592705]",,,,residential,,False,False,224.39000000000001,"LINESTRING (8.8583315 52.1676987, 8.8588609 52.1677251, 8.8589021 52.1677272, 8.8588466 52.1681513, 8.8587554 52.1683399, 8.8583801 52.1685678, 8.8581361 52.1687574, 8.8578191 52.1690242, 8.857767 52.1690559, 8.8576115 52.1690975)",Schillerstraße,,
57942470,,,,residential,30,False,False,164.896,"LINESTRING (8.8583315 52.1676987, 8.8582938 52.1679412, 8.8581237 52.1683842, 8.8580977 52.1684278, 8.8576794 52.1689158, 8.8576526 52.1689775, 8.8576115 52.1690975)",Burgstraße,,
"[415108914, 57942470]",,,,residential,"['20', '30']",False,True,361.07700000000006,"LINESTRING (8.8583315 52.1676987, 8.8583202 52.167644, 8.8582548 52.1673271, 8.8582313 52.167213, 8.8581783 52.1669686, 8.8582004 52.1668744, 8.8583023 52.1667897, 8.8583714 52.1667645, 8.858501 52.1667527, 8.8586122 52.1667707, 8.8591369 52.1670285, 8.8598298 52.1673689, 8.860309 52.1675467, 8.8604374 52.1675591, 8.8605626 52.1675362, 8.8606317 52.1674916, 8.8606332 52.1673941, 8.860507 52.1672036, 8.8604919 52.1670974, 8.8605363 52.1669917, 8.8605864 52.166929)",Burgstraße,,
25572786,,,,residential,,False,True,16.571,"LINESTRING (8.8604065 52.1621886, 8.8605217 52.1622434, 8.860618 52.1622513)",Südstraße,,
25592663,,,,residential,,False,True,194.406,"LINESTRING (8.8546372 52.1657594, 8.856332 52.1670532, 8.8564181 52.1671244)",Karlstraße,,
25572623,,,,residential,,False,False,54.323,"LINESTRING (8.8685775 52.1620217, 8.8686356 52.1619919, 8.8691798 52.161974, 8.8692194 52.162079)",Königsberger Straße,,
25572639,,,,residential,20,False,False,175.963,"LINESTRING (8.8605864 52.166929, 8.860388 52.1668384, 8.8602114 52.1667376, 8.8596447 52.1664236, 8.8593732 52.1662803, 8.858841 52.1659887, 8.8586556 52.1658805)",Lange Straße,,
"[415108913, 230609449]",,3,,residential,20,False,True,55.686,"LINESTRING (8.8605864 52.166929, 8.8606619 52.1668556, 8.8607333 52.1667862, 8.8608699 52.166708, 8.8611757 52.1665982)",Burgstraße,,
"[415108914, 57942470]",,,,residential,"['20', '30']",False,False,361.077,"LINESTRING (8.8605864 52.166929, 8.8605363 52.1669917, 8.8604919 52.1670974, 8.860507 52.1672036, 8.8606332 52.1673941, 8.8606317 52.1674916, 8.8605626 52.1675362, 8.8604374 52.1675591, 8.860309 52.1675467, 8.8598298 52.1673689, 8.8591369 52.1670285, 8.8586122 52.1667707, 8.858501 52.1667527, 8.8583714 52.1667645, 8.8583023 52.1667897, 8.8582004 52.1668744, 8.8581783 52.1669686, 8.8582313 52.167213, 8.8582548 52.1673271, 8.8583202 52.167644, 8.8583315 52.1676987)",Burgstraße,,
"[917136809, 415108915, 25572621]",,,,residential,20,False,True,80.509,"LINESTRING (8.8605864 52.166929, 8.8607146 52.1669789, 8.8609073 52.1671335, 8.8612507 52.167415, 8.8613335 52.1674828)",Lange Straße,,
177801147,,,,residential,30,False,False,46.785,"LINESTRING (8.8650869 52.1676079, 8.864403 52.1675752)",Poststraße,,
"[25783323, 377177033, 415108912, 25572635, 25783324]",yes,,,"['residential', 'unclassified']",,False,False,172.44699999999997,"LINESTRING (8.8650869 52.1676079, 8.8650791 52.1678378, 8.8650422 52.1682564, 8.865045 52.1683017, 8.8650264 52.1684846, 8.8649963 52.1685448, 8.8648518 52.1686454, 8.8647519 52.1687081, 8.864675 52.1687401, 8.8645784 52.168774, 8.8643634 52.1688163, 8.8642632 52.1688324, 8.8642355 52.168838, 8.8641714 52.168856)",Bismarckstraße,,
177801147,,,,residential,30,False,True,110.78599999999999,"LINESTRING (8.8650869 52.1676079, 8.8652934 52.167612, 8.8655341 52.1676171, 8.8661335 52.1676344, 8.866252 52.1676617, 8.8663332 52.1676918, 8.8664259 52.1677646, 8.866513 52.1678783)",Poststraße,,
25783684,,,,residential,,False,True,28.903,"LINESTRING (8.8574992 52.1621833, 8.857862 52.1623176)",Wasserstraße,,
25572658,,,,residential,20,False,True,49.085,"LINESTRING (8.8616986 52.1677635, 8.8616907 52.1678216, 8.861683 52.1680357, 8.8616828 52.1680414, 8.861735 52.1682015)",,,
"[416162841, 917136818, 25572827, 1039735020]",,,,residential,"['20', '30']",False,False,230.776,"LINESTRING (8.8616986 52.1677635, 8.8618115 52.1677992, 8.8619858 52.167823, 8.8621138 52.1678096, 8.8623922 52.1677337, 8.8625052 52.1677281, 8.8626041 52.1677381, 8.8627113 52.167772, 8.8631629 52.1680918, 8.8633394 52.1682009, 8.863613 52.1683699, 8.8636943 52.1684201, 8.8640066 52.168653, 8.8640939 52.1687298, 8.8641496 52.1688005, 8.8641714 52.168856)",Klosterstraße,,
"[416162842, 25572621]",,,,residential,20,False,False,39.980000000000004,"LINESTRING (8.8616986 52.1677635, 8.861589 52.1676923, 8.8615037 52.1676223, 8.8613335 52.1674828)",Lange Straße,,
"[25572675, 25572613]",,,,residential,,False,False,147.81400000000002,"LINESTRING (8.8633986 52.1649745, 8.8628991 52.1643877, 8.8629107 52.1643061, 8.8633974 52.1638025)","['Kaiserstraße', 'Friedrichstraße']",,
25572692,,,,residential,,False,False,114.735,"LINESTRING (8.8633986 52.1649745, 8.8634684 52.1649136, 8.8646154 52.1642643)",Kirchstraße,,
25572692,,,,residential,,False,True,98.345,"LINESTRING (8.8633986 52.1649745, 8.8630014 52.1654545, 8.8628899 52.1655871, 8.8628747 52.1657426, 8.8629327 52.1657633)",Kirchstraße,,
25572713,,,,residential,,False,True,85.014,"LINESTRING (8.8560063 52.1658453, 8.856946 52.1663476)",Gärtnerweg,,
25572712,,,,residential,,False,True,54.938,"LINESTRING (8.8612538 52.1629308, 8.8609895 52.1629112, 8.8604601 52.1628484)",Kampstraße,,
25572799,,,,residential,,False,False,83.589,"LINESTRING (8.865797 52.166418, 8.864578 52.1663402)",Südfeldstraße,,
25572649,,,,residential,,False,False,121.21699999999998,"LINESTRING (8.865797 52.166418, 8.8659446 52.1654599, 8.865944 52.1654037, 8.8659162 52.1653342)",Hochstraße,,
25572799,,,,residential,,False,True,160.395,"LINESTRING (8.865797 52.166418, 8.8668737 52.1664779, 8.8681391 52.1665483)",Südfeldstraße,,
25572664,,,,residential,,False,True,67.262,"LINESTRING (8.860618 52.1622513, 8.8604601 52.1628484)",Kampstraße,,
25572786,,,,residential,,False,False,16.571,"LINESTRING (8.860618 52.1622513, 8.8605217 52.1622434, 8.8604065 52.1621886)",Südstraße,,
25572786,,,,residential,,False,True,207.615,"LINESTRING (8.860618 52.1622513, 8.8607983 52.1622636, 8.8621697 52.1625402, 8.86339 52.1629841)",Südstraße,,
25572699,,,,residential,,False,False,118.347,"LINESTRING (8.8657813 52.1635995, 8.8664492 52.1626172)",Kirchstraße,,
25572786,,,,residential,,False,True,57.538,"LINESTRING (8.8657813 52.1635995, 8.8665996 52.1637252)",Südstraße,,
25572692,,,,residential,,False,True,108.574,"LINESTRING (8.8657813 52.1635995, 8.8646919 52.1642207, 8.8646154 52.1642643)",Kirchstraße,,
25572786,,,,residential,,False,False,134.388,"LINESTRING (8.8657813 52.1635995, 8.8639285 52.1632776, 8.8638856 52.1632702)",Südstraße,,
246820300,,,,residential,,False,False,71.237,"LINESTRING (8.8686992 52.1625237, 8.8687037 52.1622593, 8.8687616 52.1621972, 8.8692194 52.162079)",Königsberger Straße,,
246820300,,,,residential,,False,True,61.568,"LINESTRING (8.8686992 52.1625237, 8.8682882 52.1627592, 8.8680267 52.1628927)",Königsberger Straße,,
25572683,,,,residential,,False,False,164.4,"LINESTRING (8.8659162 52.1653342, 8.8683099 52.1655078)",Bergstraße,,
25572649,,,,residential,,False,True,121.217,"LINESTRING (8.8659162 52.1653342, 8.865944 52.1654037, 8.8659446 52.1654599, 8.865797 52.166418)",Hochstraße,,
389055331,,,,residential,,False,False,28.928,"LINESTRING (8.8659162 52.1653342, 8.8657907 52.1652555, 8.865641 52.1651368)",Hochstraße,,
917136822,,,,residential,20,False,False,17.677,"LINESTRING (8.8582258 52.1655799, 8.8580663 52.1654546)",Lange Straße,,
917136822,,,,residential,20,False,True,44.459,"LINESTRING (8.8582258 52.1655799, 8.8586556 52.1658805)",Lange Straße,,
141574165,,,,residential,,False,True,52.103,"LINESTRING (8.8582258 52.1655799, 8.8587016 52.1653016, 8.8587714 52.1652523)",,,
25572874,,,,residential,20,False,False,99.12,"LINESTRING (8.8630446 52.1694129, 8.8633962 52.1691922, 8.8636251 52.1691027, 8.8637484 52.1690545, 8.8641714 52.168856)",Mühlenstraße,,
659777182,,,,residential,20,False,False,67.453,"LINESTRING (8.8630446 52.1694129, 8.8625172 52.1691958, 8.8622928 52.169046, 8.8622826 52.1690339)",,,
917136820,,,,residential,20,False,True,32.676,"LINESTRING (8.857771 52.1652232, 8.8580663 52.1654546)",Lange Straße,,
60340050,,3,,residential,,False,True,41.894999999999996,"LINESTRING (8.857771 52.1652232, 8.8578346 52.1651327, 8.8578154 52.1650088, 8.8577949 52.1649228, 8.8577668 52.1648582)",Herforder Straße,,
61282021,,,,residential,,False,False,68.705,"LINESTRING (8.857771 52.1652232, 8.8575471 52.1652916, 8.8573454 52.1653533, 8.8570091 52.165606)",Herforder Straße,,
25783685,,,,residential,,False,False,97.665,"LINESTRING (8.8633974 52.1638025, 8.8646154 52.1642643)",Mendel-Grundmann-Straße,,
25572675,,,,residential,,False,False,68.031,"LINESTRING (8.8633974 52.1638025, 8.8638411 52.1633431, 8.8638856 52.1632702)",Kaiserstraße,,
"[25572675, 25572613]",,,,residential,,False,True,147.81400000000002,"LINESTRING (8.8633974 52.1638025, 8.8629107 52.1643061, 8.8628991 52.1643877, 8.8633986 52.1649745)","['Kaiserstraße', 'Friedrichstraße']",,
25783685,,,,residential,,False,True,236.61399999999998,"LINESTRING (8.8633974 52.1638025, 8.8625588 52.1634491, 8.8623473 52.163384, 8.8621498 52.1633521, 8.8619555 52.1633379, 8.8614705 52.1634037, 8.8603436 52.1632971, 8.860189 52.1632429)",Mendel-Grundmann-Straße,,
25572710,,,,residential,,False,True,89.84400000000001,"LINESTRING (8.8558337 52.1682763, 8.856038 52.1679635, 8.8560514 52.1678775, 8.8560008 52.1678298, 8.8556758 52.1676523, 8.8556218 52.1676013)",Dr.-Großmann-Straße,,
25572623,,,,residential,,False,True,54.32300000000001,"LINESTRING (8.8692194 52.162079, 8.8691798 52.161974, 8.8686356 52.1619919, 8.8685775 52.1620217)",Königsberger Straße,,
246820300,,,,residential,,False,True,71.237,"LINESTRING (8.8692194 52.162079, 8.8687616 52.1621972, 8.8687037 52.1622593, 8.8686992 52.1625237)",Königsberger Straße,,
25572796,,,,residential,,False,False,176.425,"LINESTRING (8.8609246 52.1650851, 8.8605883 52.164887, 8.8602412 52.1646396, 8.8600293 52.1643226, 8.8599646 52.1641561, 8.8599223 52.1639324, 8.8599016 52.1636975)",Wasserstraße,,
25572826,,,,residential,,False,False,217.387,"LINESTRING (8.8609246 52.1650851, 8.8612935 52.164958, 8.8613146 52.1648971, 8.8604275 52.1637051, 8.8603781 52.1637021, 8.8600012 52.1637016, 8.8599016 52.1636975)",Wiesenstraße,,
25572796,,,,residential,,False,True,163.022,"LINESTRING (8.8609246 52.1650851, 8.8611792 52.1652037, 8.8613284 52.1652733, 8.862897 52.1659123)",Wasserstraße,,
25572836,,,,residential,,False,False,44.02,"LINESTRING (8.8583917 52.1629137, 8.8586533 52.1625518)",Wilhelm-Kölling-Straße,,
"[917136808, 25572818]",,3,,tertiary,,False,False,28.892,"LINESTRING (8.8614704 52.1664923, 8.8616456 52.1664168, 8.8618331 52.1663595)",Winterbergstraße,,
57942467,,3,L 778,secondary,50,False,False,42.795,"LINESTRING (8.8614704 52.1664923, 8.861609 52.1665781, 8.861912 52.1667657)",,,
230609443,,3,L 778,secondary,50,False,True,38.11,"LINESTRING (8.8614704 52.1664923, 8.8613135 52.1663858, 8.8610958 52.166238)",Mindener Straße,,
"[25572702, 917136807]",,3,,residential,,False,False,23.295,"LINESTRING (8.8614704 52.1664923, 8.8613265 52.166544, 8.8611757 52.1665982)",Burgstraße,,
246820304,,,,residential,,False,True,79.069,"LINESTRING (8.8667591 52.1624744, 8.8668358 52.162637, 8.8672427 52.1631179)",Steinstraße,,
20933525,,,,residential,,False,True,62.236999999999995,"LINESTRING (8.8574616 52.1660673, 8.8574582 52.1659472, 8.8573274 52.1658249, 8.8571136 52.1656788, 8.8570091 52.165606)",Höltkebruchstraße,,
25572631,,,,residential,,False,False,48.785,"LINESTRING (8.8574616 52.1660673, 8.857253 52.1661086, 8.857059 52.1662616, 8.856946 52.1663476)",Zum Schelland,,
917136821,,,,residential,,False,True,33.263,"LINESTRING (8.8574616 52.1660673, 8.8576886 52.16592, 8.8578104 52.165859)",Am Roseneck,,
917136819,,2,,tertiary,,False,True,3.698,"LINESTRING (8.8618872 52.1663573, 8.8618331 52.1663595)",Winterbergstraße,,
415877402,,2,,tertiary,,False,False,56.105000000000004,"LINESTRING (8.8618872 52.1663573, 8.8622459 52.1663751, 8.8625225 52.1663365, 8.8626686 52.166273)",Winterbergstraße,,
25783684,,,,residential,,False,False,113.153,"LINESTRING (8.8600134 52.1631146, 8.859871 52.163009, 8.8594366 52.1628028, 8.8590521 52.1626566, 8.8586533 52.1625518)",Wasserstraße,,
1111615280,,,,residential,,True,False,15.149999999999999,"LINESTRING (8.8600134 52.1631146, 8.8600409 52.1631018, 8.8601051 52.1630905, 8.8601611 52.1630966, 8.8602131 52.1631194)",Wasserstraße,roundabout,
917136822,,,,residential,20,False,False,44.459,"LINESTRING (8.8586556 52.1658805, 8.8582258 52.1655799)",Lange Straße,,
25572639,,,,residential,20,False,True,175.963,"LINESTRING (8.8586556 52.1658805, 8.858841 52.1659887, 8.8593732 52.1662803, 8.8596447 52.1664236, 8.8602114 52.1667376, 8.860388 52.1668384, 8.8605864 52.166929)",Lange Straße,,
25572846,,,,residential,,False,False,57.747,"LINESTRING (8.8586556 52.1658805, 8.8586131 52.165875, 8.8583312 52.1658654, 8.8578104 52.165859)",Am Roseneck,,
25572786,,,,residential,,False,False,57.538,"LINESTRING (8.8665996 52.1637252, 8.8657813 52.1635995)",Südstraße,,
"[25572837, 258650923, 141509580, 246820301, 904780191]",,,,residential,,False,"[False, True]",221.883,"LINESTRING (8.8665996 52.1637252, 8.8668925 52.1637588, 8.8675204 52.1638458, 8.8676322 52.1638578, 8.8680601 52.1638997, 8.8682334 52.1647653, 8.8682537 52.1649752)","['Steinstraße', 'Prof.-Domagk-Straße']",,
25572879,,2,,tertiary,,False,True,176.58100000000002,"LINESTRING (8.8665996 52.1637252, 8.8664622 52.16424, 8.8663966 52.1644176, 8.8663294 52.1645452, 8.8660704 52.1649108, 8.865992 52.1649808, 8.8657812 52.1650866, 8.865641 52.1651368)",Winterbergstraße,,
246820315,,2,,tertiary,,False,False,60.215,"LINESTRING (8.8665996 52.1637252, 8.8666289 52.1636252, 8.8666534 52.1635331, 8.8666898 52.1633523, 8.8666945 52.1631879)",Winterbergstraße,,
141533453,,,,residential,30,False,False,14.76,"LINESTRING (8.857381 52.1641487, 8.8572758 52.1642647)",Oelbrinkstraße,,
25572835,,,,residential,30,True,False,408.508,"LINESTRING (8.857381 52.1641487, 8.857566 52.1641216, 8.8579426 52.1641696, 8.8582023 52.1642494, 8.8583004 52.1642911, 8.858588 52.164396, 8.8598131 52.1650242, 8.8599957 52.1651829, 8.8605757 52.1654659, 8.8608514 52.1655985, 8.8615446 52.1659897, 8.8618487 52.1661865, 8.8618872 52.1663573)",Oelbrinkstraße,,
25572840,,,,residential,30,True,False,119.88,"LINESTRING (8.857381 52.1641487, 8.8569377 52.163911, 8.8562198 52.1634877, 8.8560475 52.1634782)",Mittelstraße,,
