osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,tunnel
29264184,,living_street,,,False,True,137.001,"LINESTRING (7.0297538 51.2817758, 7.0299987 51.281764, 7.0301582 51.2817929, 7.0302226 51.2818045, 7.0310345 51.2819516, 7.0312776 51.2819503, 7.0314558 51.281924, 7.0316743 51.2819103)",,Mühlenstraße,
29264184,,living_street,,,False,True,60.593,"LINESTRING (7.028891 51.2818481, 7.0294125 51.2817942, 7.0295009 51.2817911, 7.0297538 51.2817758)",,Mühlenstraße,
314341039,2,secondary,50,,False,False,94.821,"LINESTRING (7.028891 51.2818481, 7.0292986 51.2825744, 7.0293426 51.2826527)",L 403,Mettmanner Straße,
"[314341035, 30034164, 314341039]","['2', '3']",secondary,50,,False,True,131.291,"LINESTRING (7.028891 51.2818481, 7.0287886 51.2816797, 7.0287619 51.2816288, 7.0287406 51.2815901, 7.0286996 51.2815146, 7.0285629 51.2812673, 7.0283338 51.2808601, 7.0283063 51.2808142, 7.0282591 51.2807356)",L 403,Mettmanner Straße,
"[588480576, 29264185, 30132563]",2,living_street,,,False,False,167.31099999999998,"LINESTRING (7.0330892 51.281666, 7.033054 51.2814801, 7.0330356 51.2813829, 7.0330634 51.2812207, 7.0330848 51.2810953, 7.0331359 51.2809051, 7.0331927 51.2807387, 7.0333073 51.280569, 7.0333479 51.2804906, 7.0333794 51.2804298, 7.033408 51.2801937)",,Wiedenhofer Straße,
181061675,,residential,30,,False,False,52.68,"LINESTRING (7.0262701 51.2851576, 7.026993 51.2852991)",,Zur Hotzepar,
181061675,,residential,30,,False,False,60.528,"LINESTRING (7.026993 51.2852991, 7.0278272 51.2854543)",,Zur Hotzepar,
181061675,,residential,30,,False,True,52.68,"LINESTRING (7.026993 51.2852991, 7.0262701 51.2851576)",,Zur Hotzepar,
25240598,,residential,,,False,True,358.88500000000005,"LINESTRING (7.026993 51.2852991, 7.027201 51.2850218, 7.0273769 51.28479, 7.0276044 51.2844832, 7.0277062 51.2843578, 7.0278358 51.2841982, 7.0278777 51.2840217, 7.0278913 51.2839255, 7.0278781 51.2838705, 7.0278225 51.2837637, 7.0276304 51.2836033, 7.0274526 51.2835009, 7.0272369 51.2834037, 7.0270303 51.2833447, 7.0266509 51.283347, 7.026363 51.2834636, 7.0261302 51.2835568, 7.0260081 51.2836273, 7.0259802 51.2836654, 7.0258871 51.2837854)",,Ringstraße,
25240598,,residential,,,False,False,358.885,"LINESTRING (7.0258871 51.2837854, 7.0259802 51.2836654, 7.0260081 51.2836273, 7.0261302 51.2835568, 7.026363 51.2834636, 7.0266509 51.283347, 7.0270303 51.2833447, 7.0272369 51.2834037, 7.0274526 51.2835009, 7.0276304 51.2836033, 7.0278225 51.2837637, 7.0278781 51.2838705, 7.0278913 51.2839255, 7.0278777 51.2840217, 7.0278358 51.2841982, 7.0277062 51.2843578, 7.0276044 51.2844832, 7.0273769 51.28479, 7.027201 51.2850218, 7.026993 51.2852991)",,Ringstraße,
25240600,,residential,,,False,False,124.666,"LINESTRING (7.0258871 51.2837854, 7.0260733 51.2838102, 7.0263697 51.2838848, 7.0265973 51.2839686, 7.0267037 51.2840656, 7.0267212 51.2840816, 7.0267303 51.2841827, 7.0266286 51.2843432, 7.0264371 51.284535)",,Ringstraße,
25240600,,residential,,,False,True,124.66599999999998,"LINESTRING (7.0264371 51.284535, 7.0266286 51.2843432, 7.0267303 51.2841827, 7.0267212 51.2840816, 7.0267037 51.2840656, 7.0265973 51.2839686, 7.0263697 51.2838848, 7.0260733 51.2838102, 7.0258871 51.2837854)",,Ringstraße,
"[181061666, 181061667]",,residential,30,,False,True,85.816,"LINESTRING (7.0294944 51.2833373, 7.0294083 51.2835043, 7.0293717 51.2835912, 7.0292971 51.2836982, 7.0291358 51.2838982, 7.0289931 51.2840378)",,Bergstraße,
"[25240604, 25240607]",,residential,30,,False,False,405.057,"LINESTRING (7.0289931 51.2840378, 7.0291772 51.2840977, 7.0293912 51.2841669, 7.0295793 51.2842151, 7.0297255 51.2842416, 7.0299449 51.2842696, 7.0301417 51.2842794, 7.0304736 51.2842822, 7.0307854 51.2842848, 7.0312661 51.2842862, 7.0317143 51.2842859, 7.031947 51.2842829, 7.0320564 51.2848087, 7.0321569 51.2852484, 7.0322083 51.2854864, 7.0322629 51.2855445, 7.0322809 51.2855637, 7.032379 51.2855947, 7.0324784 51.2855944, 7.0325941 51.2855645, 7.0327289 51.285501, 7.0328704 51.2854082)",,"['Museumstraße', 'Mittelstraße']",
"[181061666, 181061667]",,residential,30,,False,False,85.81599999999999,"LINESTRING (7.0289931 51.2840378, 7.0291358 51.2838982, 7.0292971 51.2836982, 7.0293717 51.2835912, 7.0294083 51.2835043, 7.0294944 51.2833373)",,Bergstraße,
181061666,,residential,30,,False,True,177.186,"LINESTRING (7.0289931 51.2840378, 7.0289188 51.2841211, 7.0285364 51.2845936, 7.0281292 51.285102, 7.0279931 51.2852715, 7.0279111 51.285364, 7.0278272 51.2854543)",,Bergstraße,
145073902,2,secondary,50,,False,False,214.328,"LINESTRING (7.0399907 51.2774268, 7.0399647 51.2775228, 7.0393789 51.2782183, 7.0390658 51.2785196, 7.039013 51.2785704, 7.0386101 51.2787839, 7.0385866 51.2788106, 7.0385239 51.2788818, 7.0385222 51.278982, 7.0385873 51.2790529)",L 199,Düsseler Straße,
25279836,,residential,30,,False,False,61.663,"LINESTRING (7.0273332 51.2859148, 7.0278272 51.2854543)",,Bergstraße,
"[25240604, 25240607]",,residential,30,,False,True,405.057,"LINESTRING (7.0328704 51.2854082, 7.0327289 51.285501, 7.0325941 51.2855645, 7.0324784 51.2855944, 7.032379 51.2855947, 7.0322809 51.2855637, 7.0322629 51.2855445, 7.0322083 51.2854864, 7.0321569 51.2852484, 7.0320564 51.2848087, 7.031947 51.2842829, 7.0317143 51.2842859, 7.0312661 51.2842862, 7.0307854 51.2842848, 7.0304736 51.2842822, 7.0301417 51.2842794, 7.0299449 51.2842696, 7.0297255 51.2842416, 7.0295793 51.2842151, 7.0293912 51.2841669, 7.0291772 51.2840977, 7.0289931 51.2840378)",,"['Museumstraße', 'Mittelstraße']",
28566289,,residential,,,False,True,210.47600000000003,"LINESTRING (7.0328704 51.2854082, 7.0334866 51.2850584, 7.0337133 51.2848967, 7.0338061 51.2848138, 7.0338385 51.2847061, 7.0338201 51.2846297, 7.0337771 51.2844689, 7.0337159 51.284269, 7.0336789 51.2840754, 7.0336687 51.2839887, 7.0336783 51.2838783, 7.0336804 51.2837681)",,Velberter Straße,
31645057,3,secondary,50,,False,False,9.178,"LINESTRING (7.0392148 51.2829685, 7.0390865 51.2829878)",L 403,Mettmanner Straße,
30034154,2,secondary,50,,False,True,27.582,"LINESTRING (7.0392148 51.2829685, 7.0393653 51.2829543, 7.0394622 51.2829498, 7.0396094 51.2829498)",L 403,Mettmanner Straße,
314341011,1,unclassified,50,,True,False,24.041,"LINESTRING (7.0392148 51.2829685, 7.0391963 51.283106, 7.0391887 51.2831412, 7.0391896 51.2831839)",,Henry-Ford II-Straße,
25270048,,residential,,,False,True,74.771,"LINESTRING (7.0363932 51.2804573, 7.0358148 51.2809622, 7.0357647 51.2810028)",,Parkstraße,
177212462,,residential,,,False,True,86.969,"LINESTRING (7.0363932 51.2804573, 7.0369063 51.2807225, 7.0374457 51.2808638)",,Conrad-Verlohr-Straße,
29500189,1,residential,30,,True,False,19.708,"LINESTRING (7.0342829 51.2803824, 7.0345245 51.280475)",,Goethestraße,
"[314341009, 622018011, 1206055511]",2,residential,30,,False,True,65.012,"LINESTRING (7.0342829 51.2803824, 7.0342505 51.280373, 7.0341945 51.2803566, 7.0339416 51.2802769, 7.0336554 51.2802109, 7.0335316 51.2802023, 7.033408 51.2801937)",,Goethestraße,
26462760,1,residential,30,,True,False,11.607,"LINESTRING (7.0343697 51.280514, 7.0345245 51.280475)",,Am Diek,
170352827,1,residential,30,,True,False,15.83,"LINESTRING (7.0343697 51.280514, 7.0342829 51.2803824)",,Am Diek,
25270048,,residential,,,False,False,74.771,"LINESTRING (7.0357647 51.2810028, 7.0358148 51.2809622, 7.0363932 51.2804573)",,Parkstraße,
"[622016753, 131288509, 314482814]","['2', '1']",residential,30,,True,False,162.81799999999998,"LINESTRING (7.0357647 51.2810028, 7.0359991 51.2811164, 7.0360301 51.2811313, 7.0366852 51.2813028, 7.0374938 51.2815145, 7.0377967 51.2815938, 7.0378807 51.2816144)",,Goethestraße,
25489996,,residential,,,False,False,109.562,"LINESTRING (7.0285217 51.2784274, 7.0295652 51.2781612, 7.0299802 51.2780553)",,Havemannstraße,
25490002,,residential,,,False,False,98.076,"LINESTRING (7.0285217 51.2784274, 7.0282689 51.2780569, 7.0280788 51.2777092, 7.028021 51.2776035)",,Ernst-Moritz-Arndt-Straße,
25490002,,residential,,,False,True,133.627,"LINESTRING (7.0285217 51.2784274, 7.0285929 51.2785527, 7.029279 51.2795315)",,Ernst-Moritz-Arndt-Straße,
25489996,,residential,,,False,True,113.082,"LINESTRING (7.0315579 51.2778099, 7.0299802 51.2780553)",,Havemannstraße,
25490001,,living_street,,,False,False,52.978,"LINESTRING (7.0315579 51.2778099, 7.031581 51.2779096, 7.0316673 51.2782814)",,Schillerstraße,
25489999,,residential,30,,False,False,124.55,"LINESTRING (7.027838 51.2800079, 7.0293191 51.2796593, 7.029279 51.2795315)",,Kirschbaumstraße,
"[314341033, 314341036]","['4', '3']",secondary,50,,False,False,86.061,"LINESTRING (7.027838 51.2800079, 7.0280313 51.2803352, 7.028173 51.2805752, 7.0282591 51.2807356)",L 403,Mettmanner Straße,
314341040,2,secondary,50,,False,True,192.646,"LINESTRING (7.027838 51.2800079, 7.0274921 51.27941, 7.0274704 51.2793718, 7.0271891 51.2788757, 7.0269201 51.2783734)",L 403,Mettmanner Straße,
25489999,,residential,30,,False,False,89.03,"LINESTRING (7.029279 51.2795315, 7.030479 51.2792529)",,Kirschbaumstraße,
25489999,,residential,30,,False,True,124.55,"LINESTRING (7.029279 51.2795315, 7.0293191 51.2796593, 7.027838 51.2800079)",,Kirschbaumstraße,
25490002,,residential,,,False,False,133.627,"LINESTRING (7.029279 51.2795315, 7.0285929 51.2785527, 7.0285217 51.2784274)",,Ernst-Moritz-Arndt-Straße,
25490001,,living_street,,,False,True,46.764,"LINESTRING (7.031857 51.2790827, 7.0317594 51.2786666)",,Schillerstraße,
25489999,,residential,30,,False,True,97.69800000000001,"LINESTRING (7.031857 51.2790827, 7.0311394 51.2791713, 7.030479 51.2792529)",,Kirschbaumstraße,
"[25490001, 699117107]",,"['living_street', 'residential']",30,,False,False,125.256,"LINESTRING (7.031857 51.2790827, 7.0320844 51.2800236, 7.0321262 51.2801965)",,Schillerstraße,
25490002,,residential,,,False,True,98.076,"LINESTRING (7.028021 51.2776035, 7.0280788 51.2777092, 7.0282689 51.2780569, 7.0285217 51.2784274)",,Ernst-Moritz-Arndt-Straße,
28525351,,residential,,,False,True,59.72,"LINESTRING (7.0398604 51.282281, 7.0395205 51.2827742)",,Südstraße,
25489999,,residential,30,,False,True,89.03,"LINESTRING (7.030479 51.2792529, 7.029279 51.2795315)",,Kirschbaumstraße,
29315476,,residential,,,False,False,137.613,"LINESTRING (7.030479 51.2792529, 7.0299802 51.2780553)",,Halfmannstraße,
25489999,,residential,30,,False,False,97.69800000000001,"LINESTRING (7.030479 51.2792529, 7.0311394 51.2791713, 7.031857 51.2790827)",,Kirschbaumstraße,
"[29315475, 213573723, 213573724]",,residential,,,False,True,94.881,"LINESTRING (7.030479 51.2792529, 7.0305114 51.2793354, 7.0305439 51.2794397, 7.0307251 51.280092)",,Halfmannstraße,yes
25489996,,residential,,,False,False,113.082,"LINESTRING (7.0299802 51.2780553, 7.0315579 51.2778099)",,Havemannstraße,
29315476,,residential,,,False,True,137.613,"LINESTRING (7.0299802 51.2780553, 7.030479 51.2792529)",,Halfmannstraße,
25489996,,residential,,,False,True,109.562,"LINESTRING (7.0299802 51.2780553, 7.0295652 51.2781612, 7.0285217 51.2784274)",,Havemannstraße,
314341009,2,residential,30,,False,False,59.34,"LINESTRING (7.031285 51.2802855, 7.0321262 51.2801965)",,Goethestraße,
"[314341009, 23413797]","['2', '3']",residential,30,,False,True,216.799,"LINESTRING (7.031285 51.2802855, 7.0307645 51.280339, 7.0296735 51.2804608, 7.0294826 51.2804964, 7.0291698 51.2805548, 7.0287568 51.2806423, 7.0284881 51.2806908, 7.0284412 51.2807, 7.0282591 51.2807356)",,Goethestraße,
"[699118625, 26214601]",,"['residential', 'living_street']",30,,False,False,158.307,"LINESTRING (7.031285 51.2802855, 7.0313697 51.2806303, 7.0313735 51.2806457, 7.0313834 51.2806843, 7.0313933 51.2807229, 7.0314016 51.2807615, 7.0315343 51.2812427, 7.0315744 51.2813988, 7.0316084 51.2815779, 7.0316267 51.2816519, 7.0316366 51.2816919)",,Schwanenstraße,
29264184,,living_street,,,False,False,137.00099999999998,"LINESTRING (7.0316743 51.2819103, 7.0314558 51.281924, 7.0312776 51.2819503, 7.0310345 51.2819516, 7.0302226 51.2818045, 7.0301582 51.2817929, 7.0299987 51.281764, 7.0297538 51.2817758)",,Mühlenstraße,
"[28547219, 28547220]",,"['living_street', 'residential']",,,True,False,134.051,"LINESTRING (7.0263644 51.280865, 7.0265994 51.2808392, 7.0268412 51.280795, 7.0270382 51.2807534, 7.0272188 51.2807189, 7.0273606 51.2806877, 7.0274724 51.2806385, 7.0269832 51.2802804)",,"['Am Müllerbaum', 'Maikammer']",
"[180870603, 28585023]",,residential,,,False,True,58.785,"LINESTRING (7.0308201 51.282632, 7.0307324 51.282657, 7.030626 51.2826945, 7.0305773 51.2827124, 7.0304354 51.282747, 7.0302307 51.282764, 7.0301358 51.2827436, 7.0300408 51.2827076)",,Zur Loev,
"[28585026, 180870604]",,residential,,,True,False,62.608999999999995,"LINESTRING (7.0308201 51.282632, 7.0308838 51.2826234, 7.0309542 51.2826198, 7.0311394 51.2826238, 7.0311695 51.2826277, 7.0314933 51.2826694, 7.0317063 51.2826977)",,Zur Loev,
28454346,,residential,,,True,False,128.112,"LINESTRING (7.0337227 51.2824397, 7.0337031 51.2825266, 7.0336969 51.2826491, 7.0337048 51.2828183, 7.0337083 51.2830892, 7.0337372 51.2834592, 7.0337403 51.2834951, 7.0337484 51.2835902)",,Velberter Straße,
29257082,,residential,,,False,False,49.007000000000005,"LINESTRING (7.0337227 51.2824397, 7.0338186 51.2824669, 7.0339413 51.2825198, 7.0343371 51.2826541)",,Flügelskämpchen,
28566289,,residential,,,False,False,19.492,"LINESTRING (7.0336671 51.283593, 7.0336804 51.2837681)",,Velberter Straße,
131288522,2,secondary,50,,False,True,5.663,"LINESTRING (7.0336671 51.283593, 7.0337484 51.2835902)",L 403,Mettmanner Straße,
"[29257107, 29257108, 314341037, 314341029]","['2', '3']",secondary,50,,False,False,346.67799999999994,"LINESTRING (7.0336671 51.283593, 7.0334968 51.2835986, 7.0333653 51.2836068, 7.0322979 51.2837074, 7.0316027 51.2837662, 7.0312993 51.2837757, 7.0309998 51.2837642, 7.0307515 51.2837398, 7.0305093 51.2836976, 7.0302921 51.2836238, 7.0300828 51.2835242, 7.0299527 51.283449, 7.0298281 51.2833586, 7.02962 51.2831448, 7.0295075 51.2829774, 7.0294383 51.282843)",L 403,Mettmanner Straße,
28525351,,residential,,,False,False,59.72,"LINESTRING (7.0395205 51.2827742, 7.0398604 51.282281)",,Südstraße,
"[28721949, 28566287]",,residential,30,,False,True,198.73499999999999,"LINESTRING (7.0269832 51.2802804, 7.0268587 51.280074, 7.0267454 51.2798861, 7.0265018 51.2794371, 7.0261765 51.2788622, 7.0259856 51.2786069)",,Am Müllerbaum,
29315473,,residential,30,,False,False,69.995,"LINESTRING (7.0269201 51.2783734, 7.026832 51.2783945, 7.0259856 51.2786069)",,Thomas-Mann-Straße,
29315474,,living_street,,,False,True,77.09,"LINESTRING (7.0269201 51.2783734, 7.0273601 51.2782677, 7.0279555 51.2781261)",,Gerhart-Hauptmann-Straße,
314341040,2,secondary,50,,False,False,192.64600000000002,"LINESTRING (7.0269201 51.2783734, 7.0271891 51.2788757, 7.0274704 51.2793718, 7.0274921 51.27941, 7.027838 51.2800079)",L 403,Mettmanner Straße,
28566289,,residential,,,False,True,19.492,"LINESTRING (7.0336804 51.2837681, 7.0336671 51.283593)",,Velberter Straße,
28566289,,residential,,,False,False,210.47599999999997,"LINESTRING (7.0336804 51.2837681, 7.0336783 51.2838783, 7.0336687 51.2839887, 7.0336789 51.2840754, 7.0337159 51.284269, 7.0337771 51.2844689, 7.0338201 51.2846297, 7.0338385 51.2847061, 7.0338061 51.2848138, 7.0337133 51.2848967, 7.0334866 51.2850584, 7.0328704 51.2854082)",,Velberter Straße,
"[28721949, 28566287]",,residential,30,,False,False,198.73499999999999,"LINESTRING (7.0259856 51.2786069, 7.0261765 51.2788622, 7.0265018 51.2794371, 7.0267454 51.2798861, 7.0268587 51.280074, 7.0269832 51.2802804)",,Am Müllerbaum,
29315473,,residential,30,,False,True,69.995,"LINESTRING (7.0259856 51.2786069, 7.026832 51.2783945, 7.0269201 51.2783734)",,Thomas-Mann-Straße,
28977591,,residential,,,False,False,27.395,"LINESTRING (7.0374449 51.2776101, 7.0373818 51.2776766, 7.0372729 51.2778313)",,Frickenhausweg,
28977593,,residential,,,False,True,122.876,"LINESTRING (7.0372729 51.2778313, 7.0356134 51.2774525)",,Schmachtenbergweg,
"[29068482, 28977591]",,residential,,,False,"[False, True]",170.286,"LINESTRING (7.0372729 51.2778313, 7.0369391 51.2782716, 7.0367912 51.2783518, 7.0365389 51.2782889, 7.0363364 51.2782567, 7.0362351 51.2782652, 7.0360968 51.278279, 7.0354099 51.2780897)",,"['Lönsweg', 'Frickenhausweg']",
28977591,,residential,,,False,True,27.395,"LINESTRING (7.0372729 51.2778313, 7.0373818 51.2776766, 7.0374449 51.2776101)",,Frickenhausweg,
28977592,,residential,,,False,False,72.254,"LINESTRING (7.0356134 51.2774525, 7.0354099 51.2780897)",,Schulstraße,
28977593,,residential,,,False,False,122.876,"LINESTRING (7.0356134 51.2774525, 7.0372729 51.2778313)",,Schmachtenbergweg,
28977592,,residential,,,False,False,73.762,"LINESTRING (7.0350649 51.2791519, 7.0346408 51.2797599)",,Schulstraße,
28977592,,residential,,,False,True,120.524,"LINESTRING (7.0350649 51.2791519, 7.0352451 51.2785971, 7.0353297 51.2783366, 7.0354099 51.2780897)",,Schulstraße,
29068480,,residential,30,,False,True,167.496,"LINESTRING (7.0350649 51.2791519, 7.034542 51.279093, 7.0342009 51.2790546, 7.0337032 51.2789332, 7.0334737 51.2788772, 7.0334322 51.2788694, 7.0331428 51.2788148, 7.0327441 51.2787739)",,Am Höfchen,
28977592,,residential,,,False,True,73.762,"LINESTRING (7.0346408 51.2797599, 7.0350649 51.2791519)",,Schulstraße,
25490001,,living_street,,,False,False,46.764,"LINESTRING (7.0317594 51.2786666, 7.031857 51.2790827)",,Schillerstraße,
25490001,,living_street,,,False,True,43.309,"LINESTRING (7.0317594 51.2786666, 7.0316673 51.2782814)",,Schillerstraße,
29068480,,residential,30,,False,False,72.343,"LINESTRING (7.0317594 51.2786666, 7.0321486 51.2786353, 7.0323839 51.2786498, 7.0327441 51.2787739)",,Am Höfchen,
213569429,,residential,,,False,False,79.724,"LINESTRING (7.0327441 51.2787739, 7.0329935 51.2794737)",,Am Höfchen,
29068480,,residential,30,,False,False,167.49599999999998,"LINESTRING (7.0327441 51.2787739, 7.0331428 51.2788148, 7.0334322 51.2788694, 7.0334737 51.2788772, 7.0337032 51.2789332, 7.0342009 51.2790546, 7.034542 51.279093, 7.0350649 51.2791519)",,Am Höfchen,
29068480,,residential,30,,False,True,72.343,"LINESTRING (7.0327441 51.2787739, 7.0323839 51.2786498, 7.0321486 51.2786353, 7.0317594 51.2786666)",,Am Höfchen,
25490001,,living_street,,,False,False,43.309,"LINESTRING (7.0316673 51.2782814, 7.0317594 51.2786666)",,Schillerstraße,
29068481,,residential,,,False,False,45.59,"LINESTRING (7.0316673 51.2782814, 7.0322924 51.2781581)",,Tannenbergstraße,
25490001,,living_street,,,False,True,52.978,"LINESTRING (7.0316673 51.2782814, 7.031581 51.2779096, 7.0315579 51.2778099)",,Schillerstraße,
29068481,,residential,,,False,False,92.333,"LINESTRING (7.034117 51.2779015, 7.0354099 51.2780897)",,Tannenbergstraße,
29068481,,residential,,,False,True,62.286,"LINESTRING (7.034117 51.2779015, 7.0337099 51.2778755, 7.0332492 51.2779728)",,Tannenbergstraße,
28977592,,residential,,,False,True,72.254,"LINESTRING (7.0354099 51.2780897, 7.0356134 51.2774525)",,Schulstraße,
29068481,,residential,,,False,True,92.333,"LINESTRING (7.0354099 51.2780897, 7.034117 51.2779015)",,Tannenbergstraße,
28977592,,residential,,,False,False,120.524,"LINESTRING (7.0354099 51.2780897, 7.0353297 51.2783366, 7.0352451 51.2785971, 7.0350649 51.2791519)",,Schulstraße,
"[29068482, 28977591]",,residential,,,False,"[False, True]",170.286,"LINESTRING (7.0354099 51.2780897, 7.0360968 51.278279, 7.0362351 51.2782652, 7.0363364 51.2782567, 7.0365389 51.2782889, 7.0367912 51.2783518, 7.0369391 51.2782716, 7.0372729 51.2778313)",,"['Lönsweg', 'Frickenhausweg']",
"[106111201, 25312620, 533205709, 26462759]",1,residential,30,,True,False,131.692,"LINESTRING (7.0350243 51.2815857, 7.034875 51.2814415, 7.0346942 51.2812726, 7.0346164 51.2811564, 7.0345637 51.2810425, 7.034538 51.2810037, 7.0344307 51.2808593, 7.0343304 51.2807101, 7.0343207 51.2806961, 7.0343274 51.2805956, 7.0343697 51.280514)",,"['Wilhelmstraße', 'Am Diek']",
29257080,,living_street,,,False,False,91.033,"LINESTRING (7.0350243 51.2815857, 7.0350406 51.2816451, 7.0350916 51.2817174, 7.0352657 51.2819195, 7.0354972 51.2821147, 7.0357441 51.2822522)",,Nordstraße,
29257081,,living_street,,,False,True,44.965,"LINESTRING (7.0357441 51.2822522, 7.0360257 51.2818882)",,Nordstraße,
"[29257080, 29257082, 29257083]",,"['living_street', 'residential']",,,False,"[False, True]",343.365,"LINESTRING (7.0357441 51.2822522, 7.0360896 51.282525, 7.036574 51.2829067, 7.0366028 51.2832916, 7.0359332 51.2833118, 7.0353551 51.2833315, 7.0350208 51.2833512, 7.0348675 51.2833236, 7.0348015 51.283269, 7.0347967 51.2831073, 7.0347555 51.2830094, 7.0346905 51.282916, 7.0344813 51.2827558, 7.0343371 51.2826541)",,"['Nordstraße', 'Flügelskämpchen']",
