osmid,bridge,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,junction,access,tunnel
91262913,,False,,Im Höfergarten,residential,,False,65.434,"LINESTRING (7.8714417 50.7875179, 7.8713793 50.7876229, 7.8712587 50.7877377, 7.8708669 50.7879684)",,,,,
91262913,,False,,Im Höfergarten,residential,,True,113.24699999999999,"LINESTRING (7.869746 50.7886921, 7.8701314 50.7885073, 7.8703193 50.7883896, 7.870621 50.7881454, 7.8708669 50.7879684)",,,,,
28735237,,False,,Augustastraße,living_street,,True,75.482,"LINESTRING (7.8708669 50.7879684, 7.8713924 50.7883154, 7.8716036 50.7884622)",,,,,
91262913,,False,,Im Höfergarten,residential,,False,113.247,"LINESTRING (7.8708669 50.7879684, 7.870621 50.7881454, 7.8703193 50.7883896, 7.8701314 50.7885073, 7.869746 50.7886921)",,,,,
91262913,,False,,Im Höfergarten,residential,,True,65.434,"LINESTRING (7.8708669 50.7879684, 7.8712587 50.7877377, 7.8713793 50.7876229, 7.8714417 50.7875179)",,,,,
28735237,,False,,Augustastraße,living_street,,False,75.482,"LINESTRING (7.8716036 50.7884622, 7.8713924 50.7883154, 7.8708669 50.7879684)",,,,,
28735236,,True,,Viktoriastraße,living_street,,False,146.661,"LINESTRING (7.8732442 50.78765, 7.8728636 50.7878572, 7.8723533 50.7880908, 7.8720538 50.7882179, 7.8716036 50.7884622)",,,,,
28735243,,False,,Rainstraße,living_street,,False,90.758,"LINESTRING (7.8732442 50.78765, 7.8734429 50.7875184, 7.8734694 50.7874127, 7.8733604 50.787336, 7.8732119 50.7873007, 7.8730431 50.7872711, 7.872798 50.7871248)",,,,,
28735456,,False,,Kirchstraße,living_street,,True,65.194,"LINESTRING (7.8732442 50.78765, 7.8731753 50.7876279, 7.872688 50.7874014, 7.8724704 50.7873298)",,,,,
"[448648645, 28735230, 28735231]",,False,,"['Hellerstraße', 'Kirchstraße']","['living_street', 'residential']",30,False,43.85499999999999,"LINESTRING (7.8732442 50.78765, 7.8734374 50.7877101, 7.8736826 50.7878303, 7.8737132 50.787835, 7.873742 50.7878299, 7.8737707 50.7878153)",,,,,
104184744,,False,,Birkenstraße,residential,,False,36.917,"LINESTRING (7.8703599 50.7858149, 7.8698372 50.785783)",,,,,
"[159675748, 159675749, 104184822]",,False,,Georg-Koch-Straße,residential,,True,203.007,"LINESTRING (7.8703599 50.7858149, 7.8704726 50.7859163, 7.8709448 50.7863269, 7.8710849 50.7864063, 7.8713751 50.7865571, 7.8714984 50.7866211, 7.871737 50.7867565, 7.8718794 50.7868754, 7.8719594 50.7869984, 7.8719526 50.7870833, 7.8719079 50.7871246, 7.8718205 50.7871449, 7.8717298 50.7871539)",,,,,
28735233,,False,,Tiergartenstraße,residential,30,False,43.908,"LINESTRING (7.872706 50.7869643, 7.8725298 50.7872511, 7.8724704 50.7873298)",,,,,
655483824,,False,3,Tiergartenstraße,tertiary,30,False,48.333,"LINESTRING (7.872706 50.7869643, 7.8729317 50.7870415, 7.8731038 50.7870926, 7.8731579 50.7871086, 7.8733295 50.7871451)",K 106,,,,
28735243,,False,,Rainstraße,living_street,,True,90.75800000000001,"LINESTRING (7.872798 50.7871248, 7.8730431 50.7872711, 7.8732119 50.7873007, 7.8733604 50.787336, 7.8734694 50.7874127, 7.8734429 50.7875184, 7.8732442 50.78765)",,,,,
408669533,,False,,Wilhelmstraße,primary,50,False,42.209,"LINESTRING (7.870081 50.7911407, 7.8695384 50.7913033)",B 62,,,,
28819003,,False,,Klosterhof,residential,,False,107.699,"LINESTRING (7.870081 50.7911407, 7.8700343 50.7910662, 7.8699897 50.7909841, 7.8699749 50.7908521, 7.869949 50.7907584, 7.869842 50.7906161, 7.8698467 50.7905626, 7.8698822 50.790514, 7.8699607 50.7904727, 7.8700927 50.7904365, 7.8702356 50.790427, 7.8703348 50.7904344)",,,,,
868755275,,False,,Schützenstraße,residential,50,True,92.09299999999999,"LINESTRING (7.870081 50.7911407, 7.8701511 50.7912735, 7.8705961 50.7919016)",,,,,
868755278,,False,2,Wilhelmstraße,primary,50,True,123.22900000000001,"LINESTRING (7.870081 50.7911407, 7.8702255 50.7911, 7.8705002 50.7910147, 7.8716595 50.7906587)",B 62,,,,
28819003,,False,,Klosterhof,residential,,True,107.699,"LINESTRING (7.8703348 50.7904344, 7.8702356 50.790427, 7.8700927 50.7904365, 7.8699607 50.7904727, 7.8698822 50.790514, 7.8698467 50.7905626, 7.869842 50.7906161, 7.869949 50.7907584, 7.8699749 50.7908521, 7.8699897 50.7909841, 7.8700343 50.7910662, 7.870081 50.7911407)",,,,,
44679392,,False,2,Hochstraße,residential,30,False,35.388,"LINESTRING (7.8740926 50.7921756, 7.8736004 50.7922425)",,4.50,,,
28610236,,False,,Bergstraße,residential,30,True,163.142,"LINESTRING (7.8740926 50.7921756, 7.873996 50.7914443, 7.8739213 50.7907125)",,,,,
44679392,,False,2,Hochstraße,residential,30,True,100.53600000000002,"LINESTRING (7.8740926 50.7921756, 7.8742978 50.7921691, 7.8744017 50.7921751, 7.8744998 50.7921824, 7.8753733 50.7923789, 7.8754678 50.7923811)",,4.50,,,
44679392,,False,2,Hochstraße,residential,30,True,35.388,"LINESTRING (7.8736004 50.7922425, 7.8740926 50.7921756)",,4.50,,,
44679097,,False,2,Schulstraße,residential,30,True,102.6,"LINESTRING (7.8736004 50.7922425, 7.8733429 50.7918105, 7.8730737 50.791382)",,4.50,,,
44679392,,False,2,Hochstraße,residential,30,False,62.836,"LINESTRING (7.8736004 50.7922425, 7.8730425 50.7923175, 7.8729285 50.7923497, 7.8728293 50.7923853, 7.8727602 50.7924162)",,4.50,,,
28819006,,False,,Gontermannstraße,residential,30,True,239.719,"LINESTRING (7.8754678 50.7923811, 7.8754457 50.7920744, 7.8752914 50.7916547, 7.8752084 50.7914909, 7.8750944 50.7913171, 7.874855 50.7909717, 7.8747591 50.7908737, 7.8746804 50.7908209, 7.874562 50.7907941, 7.8743434 50.7907593, 7.8739213 50.7907125)",,,,,
44679392,,False,2,Hochstraße,residential,30,False,100.536,"LINESTRING (7.8754678 50.7923811, 7.8753733 50.7923789, 7.8744998 50.7921824, 7.8744017 50.7921751, 7.8742978 50.7921691, 7.8740926 50.7921756)",,4.50,,,
28819869,,False,,Gerberstraße,living_street,,False,41.981,"LINESTRING (7.8737707 50.7878153, 7.8741434 50.7881103)",,,,,
"[448648645, 28735230, 28735231]",,False,,"['Hellerstraße', 'Kirchstraße']","['residential', 'living_street']",30,True,43.855000000000004,"LINESTRING (7.8737707 50.7878153, 7.873742 50.7878299, 7.8737132 50.787835, 7.8736826 50.7878303, 7.8734374 50.7877101, 7.8732442 50.78765)",,,,,
"[195402896, 159675751]",,False,,Hellerstraße,residential,30,False,210.758,"LINESTRING (7.8737707 50.7878153, 7.8739125 50.7877349, 7.8740575 50.7876669, 7.8742369 50.7876136, 7.874449 50.7875734, 7.8747546 50.7875229, 7.8750129 50.7874285, 7.8752385 50.7873228, 7.8755591 50.7871454, 7.8758215 50.7869253, 7.8759845 50.7867935, 7.8760989 50.786701)",,,,,
28819869,,False,,Gerberstraße,living_street,,True,41.981,"LINESTRING (7.8741434 50.7881103, 7.8737707 50.7878153)",,,,,
868755276,,False,,Martin-Luther-Straße,residential,30,True,68.53800000000001,"LINESTRING (7.8698 50.7922575, 7.8700348 50.7921525, 7.8705961 50.7919016)",,,,,
44679391,,False,2,Luisenstraße,residential,30,True,120.295,"LINESTRING (7.8705961 50.7919016, 7.8720921 50.7913762)",,5.00,,,
868755275,,False,,Schützenstraße,residential,50,False,92.09299999999999,"LINESTRING (7.8705961 50.7919016, 7.8701511 50.7912735, 7.870081 50.7911407)",,,,,
868755276,,False,,Martin-Luther-Straße,residential,30,False,68.53800000000001,"LINESTRING (7.8705961 50.7919016, 7.8700348 50.7921525, 7.8698 50.7922575)",,,,,
31437676,,False,,Tiergartenstraße,residential,30,True,26.477,"LINESTRING (7.8710764 50.7874599, 7.8714417 50.7875179)",,,,,
28735238,,True,,Moltkestraße,residential,30,False,60.535000000000004,"LINESTRING (7.8710764 50.7874599, 7.8712452 50.7874135, 7.8715718 50.7873075, 7.8716376 50.7872802, 7.8717197 50.7872212, 7.8717298 50.7871539)",,,,,
31437655,,True,,Moltkestraße,residential,30,False,233.781,"LINESTRING (7.8710764 50.7874599, 7.870864 50.7875221, 7.8704549 50.7877076, 7.8692581 50.7882273, 7.8682654 50.7885767)",,,,,
112156440,,True,,Kruppstraße,residential,50,False,20.018,"LINESTRING (7.8748711 50.7887723, 7.8748312 50.7887179, 7.8748309 50.7886705, 7.8748611 50.7886004)",,,,,
159675752,,False,,Kruppstraße,residential,,False,253.96,"LINESTRING (7.8748711 50.7887723, 7.8749469 50.7887789, 7.8750172 50.7887525, 7.8751594 50.7886725, 7.8753044 50.7885694, 7.8753945 50.788562, 7.8754848 50.7885815, 7.8755381 50.7886352, 7.8755362 50.788719, 7.8753252 50.7889101, 7.8751784 50.7891115, 7.8752125 50.7892707, 7.8754718 50.7893883, 7.8757676 50.7894463, 7.876055 50.7895737, 7.8760963 50.7893888, 7.8757932 50.789246)",,,,,
159675752,,False,,Kruppstraße,residential,,True,253.95999999999998,"LINESTRING (7.8757932 50.789246, 7.8760963 50.7893888, 7.876055 50.7895737, 7.8757676 50.7894463, 7.8754718 50.7893883, 7.8752125 50.7892707, 7.8751784 50.7891115, 7.8753252 50.7889101, 7.8755362 50.788719, 7.8755381 50.7886352, 7.8754848 50.7885815, 7.8753945 50.788562, 7.8753044 50.7885694, 7.8751594 50.7886725, 7.8750172 50.7887525, 7.8749469 50.7887789, 7.8748711 50.7887723)",,,,,
"[187838682, 187838683, 27253781]",yes,False,,Siegstraße,unclassified,,False,53.326,"LINESTRING (7.8732584 50.7896351, 7.8733312 50.7895879, 7.8733854 50.7895236, 7.8734766 50.7893794, 7.8734845 50.7893629, 7.8735575 50.7892748, 7.8736302 50.7892236)",,,,,
33285633,,False,,Siegstraße,residential,,False,359.83899999999994,"LINESTRING (7.8732584 50.7896351, 7.8733122 50.7896979, 7.8733845 50.7897441, 7.8738377 50.7898631, 7.8744421 50.7901013, 7.875015 50.790395, 7.8751851 50.7905399, 7.8752091 50.7905591, 7.8756931 50.7909457, 7.8761405 50.7911281, 7.8765271 50.7913816, 7.8770611 50.7917317)",,,,,
"[159679105, 159679106, 159679107, 159679108, 159679109, 159675781, 694436302, 694638838, 170764191, 159679103]",,False,,Konrad-Adenauer-Platz,unclassified,30,False,174.129,"LINESTRING (7.8732584 50.7896351, 7.8731444 50.7896485, 7.8728194 50.7895749, 7.8727095 50.7895566, 7.8725847 50.7895379, 7.8724643 50.7895215, 7.8723431 50.7895078, 7.8722187 50.7894935, 7.8720637 50.789484, 7.8719468 50.7894757, 7.8715972 50.7894613, 7.8709193 50.7894184, 7.8708303 50.7893951)",,,,,
33285633,,False,,Siegstraße,residential,,True,359.839,"LINESTRING (7.8770611 50.7917317, 7.8765271 50.7913816, 7.8761405 50.7911281, 7.8756931 50.7909457, 7.8752091 50.7905591, 7.8751851 50.7905399, 7.875015 50.790395, 7.8744421 50.7901013, 7.8738377 50.7898631, 7.8733845 50.7897441, 7.8733122 50.7896979, 7.8732584 50.7896351)",,,,,
31437655,,True,,Moltkestraße,residential,30,False,193.027,"LINESTRING (7.8682654 50.7885767, 7.8658425 50.7893936)",,,,,
33286296,,False,,Höferstraße,residential,30,False,79.105,"LINESTRING (7.8682654 50.7885767, 7.8677376 50.7879484)",,,,,
33286296,,False,,Höferstraße,residential,30,True,79.105,"LINESTRING (7.8677376 50.7879484, 7.8682654 50.7885767)",,,,,
41338225,,True,,Burgstraße,residential,30,False,122.747,"LINESTRING (7.8677376 50.7879484, 7.8680027 50.7878246, 7.8692066 50.7873527)",,,,,
33286299,,False,,Gartenstraße,residential,,False,48.291,"LINESTRING (7.8658425 50.7893936, 7.8655037 50.7890158)",,,,,
33286299,,False,,Gartenstraße,residential,,True,48.291,"LINESTRING (7.8655037 50.7890158, 7.8658425 50.7893936)",,,,,
41338225,,True,,Burgstraße,residential,30,False,197.21,"LINESTRING (7.8655037 50.7890158, 7.8670905 50.7883204, 7.8677376 50.7879484)",,,,,
41338225,,True,,Burgstraße,residential,30,False,110.85099999999998,"LINESTRING (7.8692066 50.7873527, 7.8693741 50.7873306, 7.8695489 50.7873254, 7.8698034 50.7873345, 7.8702715 50.7873671, 7.8704872 50.7873557, 7.8707741 50.7873366)",,,,,
104184743,,False,,Am Bühl,residential,30,True,102.158,"LINESTRING (7.8692066 50.7873527, 7.8692402 50.7872667, 7.8693814 50.7871855, 7.8695969 50.7871298, 7.8701579 50.7870148, 7.8702527 50.786984, 7.870324 50.7869394, 7.8703471 50.7868826)",,,,,
44679092,,False,,Bismarckstraße,residential,30,False,26.235,"LINESTRING (7.8720921 50.7913762, 7.8722496 50.7915901)",,,,,
44679092,,False,,Bismarckstraße,residential,30,True,85.381,"LINESTRING (7.8720921 50.7913762, 7.8716595 50.7906587)",,,,,
44679391,,False,2,Luisenstraße,residential,30,False,120.295,"LINESTRING (7.8720921 50.7913762, 7.8705961 50.7919016)",,5.00,,,
44679092,,False,,Bismarckstraße,residential,30,True,98.62100000000001,"LINESTRING (7.8727602 50.7924162, 7.8724928 50.7919835, 7.8722496 50.7915901)",,,,,
44679392,,False,2,Hochstraße,residential,30,True,62.836,"LINESTRING (7.8727602 50.7924162, 7.8728293 50.7923853, 7.8729285 50.7923497, 7.8730425 50.7923175, 7.8736004 50.7922425)",,4.50,,,
408669533,,False,,Wilhelmstraße,primary,50,True,293.297,"LINESTRING (7.8657842 50.7924542, 7.8675012 50.7919426, 7.8676197 50.791904, 7.8680853 50.7917593, 7.8686518 50.7915815, 7.8695384 50.7913033)",B 62,,,,
408669533,,False,,Wilhelmstraße,primary,50,True,42.209,"LINESTRING (7.8695384 50.7913033, 7.870081 50.7911407)",B 62,,,,
"[44679537, 111164267]",yes,False,,Ladestraße,unclassified,,False,122.407,"LINESTRING (7.8695384 50.7913033, 7.8691332 50.7908051, 7.8690587 50.790736, 7.8686592 50.7903551)",,,,,
408669533,,False,,Wilhelmstraße,primary,50,False,293.297,"LINESTRING (7.8695384 50.7913033, 7.8686518 50.7915815, 7.8680853 50.7917593, 7.8676197 50.791904, 7.8675012 50.7919426, 7.8657842 50.7924542)",B 62,,,,
131856336,,True,1,Wilhelmstraße,primary,50,False,12.074,"LINESTRING (7.8731842 50.7900462, 7.8731763 50.7900729, 7.873158 50.7900975, 7.8731305 50.7901183, 7.8730956 50.7901341)",,,roundabout,,
"[313876041, 605836417, 313876040, 167732086]",yes,False,"['4', '2', '3']",Wilhelmstraße,primary,50,False,180.82600000000002,"LINESTRING (7.8731842 50.7900462, 7.8733314 50.7900475, 7.8734762 50.7900675, 7.873586 50.7900901, 7.873693 50.7901283, 7.8738056 50.7901762, 7.8740246 50.7903021, 7.8741578 50.7903734, 7.8742942 50.7904269, 7.8744245 50.7904639, 7.8745416 50.7904807, 7.8746811 50.7904892, 7.8747929 50.7904874, 7.8748841 50.7904772, 7.8749773 50.7904602, 7.8750886 50.7904314, 7.8751937 50.7903905, 7.875298 50.7903396, 7.8754381 50.7902567)",B 62,,,,
41338225,,True,,Burgstraße,residential,30,False,25.29,"LINESTRING (7.8707741 50.7873366, 7.8710764 50.7874599)",,,,,
44679092,,False,,Bismarckstraße,residential,30,True,26.235,"LINESTRING (7.8722496 50.7915901, 7.8720921 50.7913762)",,,,,
103953822,,False,2,Wagnerstraße,residential,30,False,62.378,"LINESTRING (7.8722496 50.7915901, 7.8730737 50.791382)",,4.75,,,
44679092,,False,,Bismarckstraße,residential,30,False,98.62100000000001,"LINESTRING (7.8722496 50.7915901, 7.8724928 50.7919835, 7.8727602 50.7924162)",,,,,
44679097,,False,2,Schulstraße,residential,30,True,82.976,"LINESTRING (7.8730737 50.791382, 7.8726375 50.7906886)",,4.50,,,
103953822,,False,2,Wagnerstraße,residential,30,True,62.378,"LINESTRING (7.8730737 50.791382, 7.8722496 50.7915901)",,4.75,,,
44679097,,False,2,Schulstraße,residential,30,False,102.6,"LINESTRING (7.8730737 50.791382, 7.8733429 50.7918105, 7.8736004 50.7922425)",,4.50,,,
104184736,,False,,Mozartstraße,residential,30,False,103.502,"LINESTRING (7.8680293 50.7847397, 7.86802 50.7856705)",,,,,
104184736,,False,,Mozartstraße,residential,30,True,212.68800000000002,"LINESTRING (7.8680293 50.7847397, 7.8680388 50.7844916, 7.8679973 50.7844268, 7.8677189 50.7843088, 7.8674011 50.7842053, 7.867198 50.7841919, 7.8669109 50.7842295, 7.8665878 50.7843111, 7.8662632 50.7844437, 7.8658191 50.7846967)",,,,,
104184785,,False,,Hubertusweg,residential,30,True,159.07200000000003,"LINESTRING (7.8680293 50.7847397, 7.8671713 50.7847317, 7.8660532 50.784796, 7.8658191 50.7846967)",,,,,
104184794,,False,,Weiherstraße,residential,,True,89.214,"LINESTRING (7.866438 50.787008, 7.8654244 50.7874908)",,,,,
104184736,,False,,Mozartstraße,residential,30,True,103.502,"LINESTRING (7.86802 50.7856705, 7.8680293 50.7847397)",,,,,
104184744,,False,,Birkenstraße,residential,,True,59.476,"LINESTRING (7.86802 50.7856705, 7.8688502 50.7857735)",,,,,
104184736,,False,,Mozartstraße,residential,30,False,142.49,"LINESTRING (7.86802 50.7856705, 7.868476 50.7866855, 7.8685264 50.7867402, 7.8687217 50.7868466)",,,,,
104184744,,False,,Birkenstraße,residential,,False,149.613,"LINESTRING (7.86802 50.7856705, 7.8671362 50.7855015, 7.8667702 50.7854892, 7.8663075 50.7855456, 7.8660406 50.7856189, 7.8659802 50.7856482)",,,,,
104184794,,False,,Weiherstraße,residential,,False,89.214,"LINESTRING (7.8654244 50.7874908, 7.866438 50.787008)",,,,,
104184836,,True,,St.-Barbara-Straße,residential,,False,166.918,"LINESTRING (7.8654244 50.7874908, 7.8646901 50.7869599, 7.8646343 50.7868384, 7.8646686 50.7867496, 7.8653853 50.7863908)",,,,destination,
104184853,,False,,St.-Barbara-Straße,residential,,True,91.203,"LINESTRING (7.8653853 50.7863908, 7.8657072 50.7862348, 7.8662281 50.7857772)",,,,,
104184744,,False,,Birkenstraße,residential,,False,69.394,"LINESTRING (7.8698372 50.785783, 7.8688502 50.7857735)",,,,,
104184744,,False,,Birkenstraße,residential,,True,36.917,"LINESTRING (7.8698372 50.785783, 7.8703599 50.7858149)",,,,,
104184750,,False,,Mathildenstraße,residential,30,True,133.791,"LINESTRING (7.8698372 50.785783, 7.8702919 50.786566, 7.8704578 50.7867876, 7.8704455 50.7868281, 7.8703471 50.7868826)",,,,,
104184743,,False,,Am Bühl,residential,30,False,46.871,"LINESTRING (7.8687217 50.7868466, 7.8693669 50.7869529)",,,,,
104184743,,False,,Am Bühl,residential,30,True,42.601,"LINESTRING (7.8687217 50.7868466, 7.8681171 50.7868205)",,,,,
104184736,,False,,Mozartstraße,residential,30,True,142.49,"LINESTRING (7.8687217 50.7868466, 7.8685264 50.7867402, 7.868476 50.7866855, 7.86802 50.7856705)",,,,,
104184760,,False,,Geschwister-Scholl-Straße,residential,,False,22.571,"LINESTRING (7.8659802 50.7856482, 7.8662281 50.7857772)",,,,,
