osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,bridge,access
29887277,Marktstraße,residential,False,False,27.016,"LINESTRING (9.9808757 49.2028773, 9.9810134 49.2029861, 9.9811247 49.2030573)",,,20,,,
29887305,Poststraße,residential,False,False,130.47,"LINESTRING (9.9808757 49.2028773, 9.980911 49.203043, 9.9809695 49.2032187, 9.980962 49.2033787, 9.9809855 49.203513, 9.9812712 49.2038385, 9.981378 49.2039226, 9.981426 49.2039569)",,,20,,,
29887299,Neuer Weg,residential,False,True,90.55,"LINESTRING (9.981426 49.2039569, 9.9814213 49.2041462, 9.9814466 49.2041925, 9.9814466 49.2042262, 9.9814127 49.2042547, 9.9813497 49.204299, 9.9813192 49.2043715, 9.9811549 49.2046405, 9.9811411 49.2046752, 9.981165 49.2047173)",,,20,,,
29887305,Poststraße,residential,False,False,25.705000000000002,"LINESTRING (9.981426 49.2039569, 9.9816859 49.2040177, 9.9817636 49.2040158)",,,20,,,
29887305,Poststraße,residential,False,True,130.47,"LINESTRING (9.981426 49.2039569, 9.981378 49.2039226, 9.9812712 49.2038385, 9.9809855 49.203513, 9.980962 49.2033787, 9.9809695 49.2032187, 9.980911 49.203043, 9.9808757 49.2028773)",,,20,,,
35151564,Kirchstraße,residential,False,True,34.778,"LINESTRING (9.9819692 49.2046933, 9.9816468 49.2049245)",,,20,,,
29887309,Schloßstraße,residential,False,False,66.366,"LINESTRING (9.9819692 49.2046933, 9.9821527 49.2049036, 9.9823881 49.2052233)",,,20,,,
"[255176006, 255176007, 255176008, 255176009, 36574958]","['Poststraße', 'Kirchstraße']",residential,False,True,89.217,"LINESTRING (9.9819692 49.2046933, 9.9820857 49.2045521, 9.9821648 49.2044656, 9.9821961 49.2044338, 9.9821973 49.2043706, 9.9821988 49.204349, 9.9821873 49.2043194, 9.9820486 49.2041874, 9.9819535 49.2041236, 9.9818006 49.2040272)",,,20,building_passage,yes,
29887302,Poststraße,residential,False,False,2.972,"LINESTRING (9.9817636 49.2040158, 9.9818006 49.2040272)",,,20,,,
29887305,Poststraße,residential,False,True,25.705000000000002,"LINESTRING (9.9817636 49.2040158, 9.9816859 49.2040177, 9.981426 49.2039569)",,,20,,,
29887299,Neuer Weg,residential,False,False,90.55000000000001,"LINESTRING (9.981165 49.2047173, 9.9811411 49.2046752, 9.9811549 49.2046405, 9.9813192 49.2043715, 9.9813497 49.204299, 9.9814127 49.2042547, 9.9814466 49.2042262, 9.9814466 49.2041925, 9.9814213 49.2041462, 9.981426 49.2039569)",,,20,,,
35151494,Untere Gasse,residential,False,False,17.667,"LINESTRING (9.9811247 49.2030573, 9.9813433 49.2031269)",,,,,,
29887277,Marktstraße,residential,False,True,27.016,"LINESTRING (9.9811247 49.2030573, 9.9810134 49.2029861, 9.9808757 49.2028773)",,,20,,,
715857518,Marktstraße,residential,True,False,117.536,"LINESTRING (9.9811247 49.2030573, 9.9813148 49.2034908, 9.9814139 49.2036796, 9.9815745 49.2038347, 9.9817184 49.2039725, 9.9817636 49.2040158)",,,,,,
35151494,Untere Gasse,residential,False,True,17.667,"LINESTRING (9.9813433 49.2031269, 9.9811247 49.2030573)",,,,,,
34588566,Alte Steige,residential,False,True,115.067,"LINESTRING (9.9813433 49.2031269, 9.981346 49.203064, 9.9813891 49.2029667, 9.9815421 49.2029032, 9.9817444 49.2028092, 9.9819508 49.2027538, 9.9820962 49.2027287, 9.9822195 49.2027361, 9.9824711 49.2027743, 9.9826065 49.2028122)",,,,,,
715857517,Untere Gasse,residential,False,False,83.622,"LINESTRING (9.9813433 49.2031269, 9.9815461 49.2031821, 9.9816808 49.2035302, 9.9817055 49.2035707, 9.9817421 49.2036012, 9.9819359 49.2037102)",,,,,,
715857517,Untere Gasse,residential,False,True,83.622,"LINESTRING (9.9819359 49.2037102, 9.9817421 49.2036012, 9.9817055 49.2035707, 9.9816808 49.2035302, 9.9815461 49.2031821, 9.9813433 49.2031269)",,,,,,
"[720874416, 35340069]",Frankenplatz,residential,False,False,89.69199999999998,"LINESTRING (9.9810376 49.2025507, 9.98121 49.2026018, 9.9813757 49.2026165, 9.9815198 49.2025829, 9.9818269 49.2024567, 9.98186 49.2024431, 9.9819397 49.2023679, 9.9820106 49.2022576)",,,,,,
"[36135123, 36135124]",Im Stück,residential,False,True,81.077,"LINESTRING (9.9810376 49.2025507, 9.9808535 49.2024624, 9.9806829 49.2023837, 9.9805478 49.2019491)",,,,,,
36139564,Crailsheimer Straße,tertiary,False,False,72.806,"LINESTRING (9.9810376 49.2025507, 9.981141 49.2024374, 9.9813034 49.2022358, 9.9814317 49.2021322, 9.9815422 49.2020834, 9.9815824 49.2020784, 9.9816544 49.2020695)",,K 2664,50,,,
"[709879100, 1183302479]",Crailsheimer Straße,tertiary,False,True,23.191,"LINESTRING (9.9810376 49.2025507, 9.9809363 49.2026272, 9.9808153 49.2026999)",,K 2664,50,,,
"[1183302489, 35340197]",Lendsiedler Straße,tertiary,False,True,137.32500000000002,"LINESTRING (9.9793515 49.2012279, 9.9791807 49.2012397, 9.978998 49.2013254, 9.978892 49.2014071, 9.9786974 49.2015962, 9.9784981 49.201753, 9.9781912 49.2019003, 9.9779474 49.2020005)",,K 2664,50,,,
36135116,Friedhofstraße,residential,False,False,19.276,"LINESTRING (9.9793515 49.2012279, 9.9793487 49.2011791, 9.9793441 49.2010999, 9.9793154 49.2010587)",,,30,,,
"[36585480, 1183302480, 1183302485, 1183302486, 1183302487, 1183302488, 503932469]","['Lendsiedler Straße', 'Frankenplatz']",tertiary,False,False,210.00699999999998,"LINESTRING (9.9793515 49.2012279, 9.9794471 49.2012497, 9.9795233 49.2012879, 9.9796565 49.2014752, 9.9797178 49.2016046, 9.9798061 49.2018234, 9.9798955 49.2020313, 9.9800221 49.2021733, 9.9801832 49.2023479, 9.9804319 49.2026096, 9.9805421 49.2026936, 9.9805956 49.2027113, 9.9806431 49.2027198, 9.9806949 49.2027227, 9.9807448 49.2027209, 9.9808153 49.2026999)",,K 2664,50,,,
"[1183302484, 36135119]",Am Sandbuck,residential,False,False,183.219,"LINESTRING (9.9779985 49.2010633, 9.97794 49.2011593, 9.9779043 49.2012928, 9.9779078 49.2013831, 9.9779626 49.2014951, 9.9780507 49.2015645, 9.9781914 49.2016154, 9.9783183 49.2016419, 9.9784152 49.2016357, 9.9785345 49.2015929, 9.9788321 49.2013351, 9.9789872 49.2012019, 9.9790918 49.2010977, 9.9793154 49.2010587)",,,30,,,
"[36135116, 36135119, 1183302481, 1183302482, 1183302483]","['Am Sandbuck', 'Friedhofstraße']",residential,False,"[False, True]",404.73800000000006,"LINESTRING (9.9779985 49.2010633, 9.978075 49.2009785, 9.9781211 49.2009121, 9.9781751 49.2007568, 9.9781595 49.2006029, 9.9781157 49.2004823, 9.9780132 49.2003374, 9.9776022 49.1999078, 9.9780026 49.1996044, 9.9780945 49.1995473, 9.9781741 49.1994979, 9.9786942 49.1998257, 9.9789119 49.1999966, 9.9790718 49.2001695, 9.9791496 49.2003343, 9.9791738 49.2005589, 9.9791761 49.2007852, 9.9792087 49.2008834, 9.9793154 49.2010587)",,,30,,,
214114022,Am Sandbuck,residential,False,True,89.72,"LINESTRING (9.9779985 49.2010633, 9.9778453 49.2011072, 9.9777442 49.2011628, 9.9775413 49.2013186, 9.9770838 49.2015943)",,,30,,,
"[36135116, 36135119, 1183302481, 1183302482, 1183302483]","['Am Sandbuck', 'Friedhofstraße']",residential,False,"[False, True]",404.738,"LINESTRING (9.9793154 49.2010587, 9.9792087 49.2008834, 9.9791761 49.2007852, 9.9791738 49.2005589, 9.9791496 49.2003343, 9.9790718 49.2001695, 9.9789119 49.1999966, 9.9786942 49.1998257, 9.9781741 49.1994979, 9.9780945 49.1995473, 9.9780026 49.1996044, 9.9776022 49.1999078, 9.9780132 49.2003374, 9.9781157 49.2004823, 9.9781595 49.2006029, 9.9781751 49.2007568, 9.9781211 49.2009121, 9.978075 49.2009785, 9.9779985 49.2010633)",,,30,,,
"[1183302484, 36135119]",Am Sandbuck,residential,False,True,183.219,"LINESTRING (9.9793154 49.2010587, 9.9790918 49.2010977, 9.9789872 49.2012019, 9.9788321 49.2013351, 9.9785345 49.2015929, 9.9784152 49.2016357, 9.9783183 49.2016419, 9.9781914 49.2016154, 9.9780507 49.2015645, 9.9779626 49.2014951, 9.9779078 49.2013831, 9.9779043 49.2012928, 9.97794 49.2011593, 9.9779985 49.2010633)",,,30,,,
36135116,Friedhofstraße,residential,False,True,19.276,"LINESTRING (9.9793154 49.2010587, 9.9793441 49.2010999, 9.9793487 49.2011791, 9.9793515 49.2012279)",,,30,,,
"[36135123, 36135124]",Im Stück,residential,False,False,81.077,"LINESTRING (9.9805478 49.2019491, 9.9806829 49.2023837, 9.9808535 49.2024624, 9.9810376 49.2025507)",,,,,,
36135125,Ockenauer Weg,residential,False,False,12.085,"LINESTRING (9.9818827 49.2015848, 9.9820348 49.2016288)",,,,,,
36139565,Crailsheimer Straße,secondary,False,False,53.509,"LINESTRING (9.9818827 49.2015848, 9.982233 49.2011615)",2,L 1040,50,,,
35340196,Crailsheimer Straße,secondary,False,True,57.071999999999996,"LINESTRING (9.9818827 49.2015848, 9.9817794 49.2017325, 9.9816822 49.2018934, 9.9816524 49.2019997, 9.9816544 49.2020695)",3,L 1040,50,,,
"[36135125, 36135127]",Ockenauer Weg,residential,False,True,121.259,"LINESTRING (9.983458 49.2012079, 9.9830001 49.2014365, 9.9825446 49.201636, 9.9822798 49.2016945, 9.9820348 49.2016288)",,,,,,
336642775,An der Lohmühle,residential,False,False,67.896,"LINESTRING (9.9847317 49.2078252, 9.9844611 49.2079534, 9.9841884 49.2080677, 9.9839971 49.208198)",,,,,,
"[357521561, 685976199]",Jagststraße,tertiary,False,False,13.025,"LINESTRING (9.9847317 49.2078252, 9.9847161 49.207788, 9.984703 49.2077099)",,,50,,yes,
"[41916864, 1049847002, 41916861, 41916862]",Uferweg,residential,False,"[False, True]",333.28299999999996,"LINESTRING (9.984703 49.2077099, 9.9841372 49.2077893, 9.9839195 49.2077542, 9.983688 49.2076812, 9.9835429 49.2076386, 9.9834646 49.2077244, 9.9832476 49.2080774, 9.9830969 49.2083225, 9.9830612 49.2083805, 9.982941 49.2085207, 9.9828294 49.2086048, 9.9826749 49.2086496, 9.9824604 49.208644, 9.9822629 49.2085767, 9.9820586 49.2084541, 9.9818783 49.2083335, 9.9814733 49.2080665)",,,,,yes,
"[36573752, 685976198]",Jagststraße,tertiary,False,False,116.821,"LINESTRING (9.984703 49.2077099, 9.9847605 49.2076335, 9.9851877 49.2071732, 9.9852173 49.2071236, 9.9854227 49.2067746)",,,"['50', '30']",,,
"[357521561, 685976199]",Jagststraße,tertiary,False,True,13.025,"LINESTRING (9.984703 49.2077099, 9.9847161 49.207788, 9.9847317 49.2078252)",,,50,,yes,
"[36573752, 685976198]",Jagststraße,tertiary,False,True,116.821,"LINESTRING (9.9854227 49.2067746, 9.9852173 49.2071236, 9.9851877 49.2071732, 9.9847605 49.2076335, 9.984703 49.2077099)",,,"['50', '30']",,,
"[36574960, 1007247034]",Hohenloher Straße,secondary,False,False,139.457,"LINESTRING (9.9854227 49.2067746, 9.9853279 49.2067344, 9.9852453 49.206684, 9.9851858 49.2066328, 9.9848926 49.2063477, 9.9847932 49.2062225, 9.9847519 49.2061622, 9.9847311 49.2060846, 9.9847293 49.2059962, 9.984738 49.2059303, 9.9847704 49.2058214, 9.9847846 49.205754, 9.9847935 49.2056749)",,L 1040,50,,yes,
41664201,Gerberweg,residential,False,False,56.269000000000005,"LINESTRING (9.9854227 49.2067746, 9.9856631 49.2066773, 9.9858537 49.2065645, 9.9859012 49.2065783, 9.9860621 49.2066347)",,,,,,destination
165510987,Rothenburger Straße,secondary,False,True,43.787,"LINESTRING (9.9854227 49.2067746, 9.9855384 49.2068081, 9.9858504 49.2068689, 9.9859944 49.2068977)",,L 1040,50,,,
36573758,Am Burgberg,residential,False,False,65.08800000000001,"LINESTRING (9.9824872 49.204143, 9.9823108 49.2040429, 9.9822109 49.2039678, 9.9820544 49.2038987, 9.9818006 49.2040272)",,,20,,,
29887302,Poststraße,residential,False,True,2.972,"LINESTRING (9.9818006 49.2040272, 9.9817636 49.2040158)",,,20,,,
36573758,Am Burgberg,residential,False,True,65.08800000000001,"LINESTRING (9.9818006 49.2040272, 9.9820544 49.2038987, 9.9822109 49.2039678, 9.9823108 49.2040429, 9.9824872 49.204143)",,,20,,,
"[255176006, 255176007, 255176008, 255176009, 36574958]","['Poststraße', 'Kirchstraße']",residential,False,False,89.217,"LINESTRING (9.9818006 49.2040272, 9.9819535 49.2041236, 9.9820486 49.2041874, 9.9821873 49.2043194, 9.9821988 49.204349, 9.9821973 49.2043706, 9.9821961 49.2044338, 9.9821648 49.2044656, 9.9820857 49.2045521, 9.9819692 49.2046933)",,,20,building_passage,yes,
"[578790913, 36573755, 661811060]",Am Burgberg,residential,False,False,106.80000000000001,"LINESTRING (9.9847935 49.2056749, 9.9846902 49.2057209, 9.9845794 49.2057961, 9.9844466 49.205917, 9.9843978 49.2059419, 9.9843218 49.2059351, 9.9842227 49.2058828, 9.9841056 49.2057996, 9.983873 49.205611, 9.9837942 49.2055293)",,,,,,
36574959,Hohenloher Straße,secondary,False,False,86.396,"LINESTRING (9.9847935 49.2056749, 9.9847839 49.2056394, 9.9847645 49.2056021, 9.9846436 49.2054357, 9.9844838 49.2052466, 9.9842252 49.2049971)",,L 1040,50,,,
166022943,Adelheidstraße,residential,False,True,66.507,"LINESTRING (9.9847935 49.2056749, 9.9848571 49.205643, 9.9848771 49.2055945, 9.9849027 49.2053724, 9.9848709 49.205253, 9.984808 49.2051071)",,,30,,,
"[36574960, 1007247034]",Hohenloher Straße,secondary,False,True,139.457,"LINESTRING (9.9847935 49.2056749, 9.9847846 49.205754, 9.9847704 49.2058214, 9.984738 49.2059303, 9.9847293 49.2059962, 9.9847311 49.2060846, 9.9847519 49.2061622, 9.9847932 49.2062225, 9.9848926 49.2063477, 9.9851858 49.2066328, 9.9852453 49.206684, 9.9853279 49.2067344, 9.9854227 49.2067746)",,L 1040,50,,yes,
"[41916864, 1049847002, 41916861, 41916862]",Uferweg,residential,False,"[False, True]",333.28299999999996,"LINESTRING (9.9814733 49.2080665, 9.9818783 49.2083335, 9.9820586 49.2084541, 9.9822629 49.2085767, 9.9824604 49.208644, 9.9826749 49.2086496, 9.9828294 49.2086048, 9.982941 49.2085207, 9.9830612 49.2083805, 9.9830969 49.2083225, 9.9832476 49.2080774, 9.9834646 49.2077244, 9.9835429 49.2076386, 9.983688 49.2076812, 9.9839195 49.2077542, 9.9841372 49.2077893, 9.984703 49.2077099)",,,,,yes,
336642819,In der Mühlau,residential,False,False,56.330000000000005,"LINESTRING (9.9879872 49.2086523, 9.9879651 49.2085905, 9.9876139 49.2082114)",,,,,,
144920597,Crailsheimer Straße,secondary,False,False,112.114,"LINESTRING (9.9829655 49.2002741, 9.9826351 49.2006671, 9.982233 49.2011615)",,L 1041,,,,
336642820,Panoramaweg,residential,False,False,76.156,"LINESTRING (9.9829655 49.2002741, 9.9834726 49.2004642, 9.9834839 49.2005034, 9.9832915 49.2007344)",,,,,,
36139565,Crailsheimer Straße,secondary,False,True,53.509,"LINESTRING (9.982233 49.2011615, 9.9818827 49.2015848)",2,L 1040,50,,,
144920597,Crailsheimer Straße,secondary,False,True,112.114,"LINESTRING (9.982233 49.2011615, 9.9826351 49.2006671, 9.9829655 49.2002741)",,L 1041,,,,
166022943,Adelheidstraße,residential,False,False,203.37500000000003,"LINESTRING (9.9849285 49.2037972, 9.9843982 49.2039778, 9.984055 49.2040947, 9.9839786 49.2041415, 9.9839896 49.2041918, 9.9840499 49.2042887, 9.9842009 49.2044256, 9.9844288 49.2046322, 9.9845929 49.2047999, 9.9847743 49.2050291, 9.984808 49.2051071)",,,30,,,
35151564,Kirchstraße,residential,False,False,34.778,"LINESTRING (9.9816468 49.2049245, 9.9819692 49.2046933)",,,20,,,
35151564,Kirchstraße,residential,False,True,77.804,"LINESTRING (9.9816468 49.2049245, 9.9814138 49.2051053, 9.9819196 49.2054301)",,,20,,,
166030732,Sandelgasse,residential,False,False,55.42,"LINESTRING (9.9816468 49.2049245, 9.9819107 49.2051117, 9.9821314 49.2053084)",,,20,,,
166030733,,residential,False,True,20.912,"LINESTRING (9.9823881 49.2052233, 9.9821314 49.2053084)",,,20,,,
"[35151563, 35151564, 29887309]","['Schloßstraße', 'Kirchstraße']",residential,False,False,94.575,"LINESTRING (9.9823881 49.2052233, 9.9824456 49.2052842, 9.982586 49.2054924, 9.9824107 49.2055581, 9.9822494 49.2056237, 9.9821958 49.2056167, 9.9819196 49.2054301)",,,20,,,
29887309,Schloßstraße,residential,False,True,66.366,"LINESTRING (9.9823881 49.2052233, 9.9821527 49.2049036, 9.9819692 49.2046933)",,,20,,,
166030733,,residential,False,False,20.912,"LINESTRING (9.9821314 49.2053084, 9.9823881 49.2052233)",,,20,,,
166030733,,residential,False,True,20.491,"LINESTRING (9.9821314 49.2053084, 9.9819196 49.2054301)",,,20,,,
166030732,Sandelgasse,residential,False,True,55.42,"LINESTRING (9.9821314 49.2053084, 9.9819107 49.2051117, 9.9816468 49.2049245)",,,20,,,
166030733,,residential,False,False,20.491,"LINESTRING (9.9819196 49.2054301, 9.9821314 49.2053084)",,,20,,,
35151564,Kirchstraße,residential,False,False,77.804,"LINESTRING (9.9819196 49.2054301, 9.9814138 49.2051053, 9.9816468 49.2049245)",,,20,,,
"[35151563, 35151564, 29887309]","['Schloßstraße', 'Kirchstraße']",residential,False,True,94.575,"LINESTRING (9.9819196 49.2054301, 9.9821958 49.2056167, 9.9822494 49.2056237, 9.9824107 49.2055581, 9.982586 49.2054924, 9.9824456 49.2052842, 9.9823881 49.2052233)",,,20,,,
174698271,Gerberweg,residential,False,False,29.655,"LINESTRING (9.9860621 49.2066347, 9.9859944 49.2068977)",,,,,,destination
41664201,Gerberweg,residential,False,False,121.345,"LINESTRING (9.9860621 49.2066347, 9.9862878 49.2065814, 9.986656 49.2064338, 9.9869564 49.2063854, 9.9875182 49.2064198, 9.9876326 49.2064522)",,,,,,destination
41664201,Gerberweg,residential,False,True,56.269000000000005,"LINESTRING (9.9860621 49.2066347, 9.9859012 49.2065783, 9.9858537 49.2065645, 9.9856631 49.2066773, 9.9854227 49.2067746)",,,,,,destination
174698271,Gerberweg,residential,False,True,29.655,"LINESTRING (9.9859944 49.2068977, 9.9860621 49.2066347)",,,,,,destination
165510987,Rothenburger Straße,secondary,False,False,43.787,"LINESTRING (9.9859944 49.2068977, 9.9858504 49.2068689, 9.9855384 49.2068081, 9.9854227 49.2067746)",,L 1040,50,,,
165510987,Rothenburger Straße,secondary,False,True,43.888,"LINESTRING (9.9859944 49.2068977, 9.9860812 49.2069161, 9.9864325 49.206988, 9.9865167 49.206992, 9.9865757 49.2069838)",,L 1040,50,,,
41664201,Gerberweg,residential,False,True,121.345,"LINESTRING (9.9876326 49.2064522, 9.9875182 49.2064198, 9.9869564 49.2063854, 9.986656 49.2064338, 9.9862878 49.2065814, 9.9860621 49.2066347)",,,,,,destination
"[1007247032, 1007247033]",Rothenburger Straße,secondary,False,False,97.023,"LINESTRING (9.9876326 49.2064522, 9.9868686 49.2068431, 9.9867703 49.2069036, 9.9865757 49.2069838)",,L 1040,50,,,
214114022,Am Sandbuck,residential,False,False,89.72,"LINESTRING (9.9770838 49.2015943, 9.9775413 49.2013186, 9.9777442 49.2011628, 9.9778453 49.2011072, 9.9779985 49.2010633)",,,30,,,
166022943,Adelheidstraße,residential,False,False,66.507,"LINESTRING (9.984808 49.2051071, 9.9848709 49.205253, 9.9849027 49.2053724, 9.9848771 49.2055945, 9.9848571 49.205643, 9.9847935 49.2056749)",,,30,,,
166022943,Adelheidstraße,residential,False,True,203.375,"LINESTRING (9.984808 49.2051071, 9.9847743 49.2050291, 9.9845929 49.2047999, 9.9844288 49.2046322, 9.9842009 49.2044256, 9.9840499 49.2042887, 9.9839896 49.2041918, 9.9839786 49.2041415, 9.984055 49.2040947, 9.9843982 49.2039778, 9.9849285 49.2037972)",,,30,,,
293067662,,residential,False,False,44.541,"LINESTRING (9.984808 49.2051071, 9.9846753 49.205057, 9.9843695 49.2050097, 9.9842252 49.2049971)",,,,,,
"[1007247035, 1007247036, 36603363, 36574959]",Hohenloher Straße,secondary,False,False,276.19800000000004,"LINESTRING (9.9842252 49.2049971, 9.9834288 49.2042189, 9.9831364 49.2039288, 9.9829581 49.2037592, 9.9828637 49.203643, 9.9827221 49.203429, 9.9826225 49.203243, 9.9825919 49.2030973, 9.9825864 49.2029335, 9.9826065 49.2028122)",,L 1040,50,,,
36574959,Hohenloher Straße,secondary,False,True,86.396,"LINESTRING (9.9842252 49.2049971, 9.9844838 49.2052466, 9.9846436 49.2054357, 9.9847645 49.2056021, 9.9847839 49.2056394, 9.9847935 49.2056749)",,L 1040,50,,,
293067662,,residential,False,True,44.541,"LINESTRING (9.9842252 49.2049971, 9.9843695 49.2050097, 9.9846753 49.205057, 9.984808 49.2051071)",,,,,,
336642820,Panoramaweg,residential,False,True,76.156,"LINESTRING (9.9832915 49.2007344, 9.9834839 49.2005034, 9.9834726 49.2004642, 9.9829655 49.2002741)",,,,,,
127068351,Gaggstatter Straße,residential,False,False,51.653000000000006,"LINESTRING (9.9872661 49.2070877, 9.9867466 49.2070271, 9.9865757 49.2069838)",,,,,,
336642819,In der Mühlau,residential,False,True,138.49699999999999,"LINESTRING (9.9872661 49.2070877, 9.9871658 49.2072994, 9.9870544 49.2076163, 9.9871516 49.2077371, 9.9876139 49.2082114)",,,,,,
336642775,An der Lohmühle,residential,False,True,67.896,"LINESTRING (9.9839971 49.208198, 9.9841884 49.2080677, 9.9844611 49.2079534, 9.9847317 49.2078252)",,,,,,
336642819,In der Mühlau,residential,False,False,138.497,"LINESTRING (9.9876139 49.2082114, 9.9871516 49.2077371, 9.9870544 49.2076163, 9.9871658 49.2072994, 9.9872661 49.2070877)",,,,,,
336642819,In der Mühlau,residential,False,True,56.330000000000005,"LINESTRING (9.9876139 49.2082114, 9.9879651 49.2085905, 9.9879872 49.2086523)",,,,,,
