osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,width,lanes,access
1254392645,secondary,50,,False,False,64.94200000000001,"LINESTRING (8.5096649 48.3480848, 8.5097504 48.3479715, 8.5099205 48.3477756, 8.5101421 48.3475975)",L 412,Rottweiler Straße,,,
38843456,residential,,,False,True,47.673,"LINESTRING (8.5114399 48.3519856, 8.5114222 48.3520248, 8.5114063 48.3520601, 8.5114493 48.3522232, 8.5115537 48.3523951)",,Fürnsaler Steig,4,,
247753002,secondary,,,False,True,87.771,"LINESTRING (8.5114399 48.3519856, 8.5113978 48.3519332, 8.5113932 48.3518786, 8.5114129 48.3516645, 8.5114632 48.3514749, 8.5115163 48.3513692, 8.5114953 48.3513377, 8.5113626 48.3512529)",L 410,Horber Straße,,,
"[38255836, 1020834966]",tertiary,,,False,False,146.563,"LINESTRING (8.5095527 48.3532778, 8.50961 48.3536466, 8.5096359 48.3539803, 8.5095967 48.3541966, 8.509486 48.354585)",K 5518,Fürnsaler Straße,4.5,3,
38255836,tertiary,,,False,True,53.404,"LINESTRING (8.5095527 48.3532778, 8.5094264 48.3528692, 8.5094109 48.3528069)",K 5518,Fürnsaler Straße,4.5,,
38690821,residential,,,False,False,34.719,"LINESTRING (8.5095527 48.3532778, 8.5092106 48.3532873, 8.5091675 48.3532831, 8.5090845 48.353275)",,Holzwarthstraße,4.5,,
36129046,residential,50,,False,True,108.566,"LINESTRING (8.5038207 48.3518276, 8.505172 48.3514444)",,Uhlandstraße,4.5,,
38890853,residential,,,False,False,36.867,"LINESTRING (8.5046214 48.3537245, 8.5045086 48.3537924, 8.5042492 48.3539453)",,Betzweiler Straße,,,
38890853,residential,,,False,True,116.422,"LINESTRING (8.5046214 48.3537245, 8.5051611 48.35335, 8.5057258 48.3529779)",,Betzweiler Straße,,,
38633856,residential,50,,False,False,96.684,"LINESTRING (8.5042492 48.3539453, 8.5044195 48.3541129, 8.5044777 48.354246, 8.5046198 48.3544608, 8.5042829 48.3546514)",,Johannes-Brenz-Weg,3,,
38843444,residential,50,,False,False,91.85999999999999,"LINESTRING (8.5042492 48.3539453, 8.5039355 48.3537016, 8.5038579 48.3536375, 8.5037456 48.3536045, 8.5036042 48.3536142, 8.5034646 48.3536405, 8.503238 48.3536455)",,Kopernikusstraße,4.5,,
38890853,residential,,,False,True,36.867,"LINESTRING (8.5042492 48.3539453, 8.5045086 48.3537924, 8.5046214 48.3537245)",,Betzweiler Straße,,,
38705980,residential,,,False,False,133.96200000000002,"LINESTRING (8.503238 48.3536455, 8.5031812 48.3537741, 8.5031205 48.3538374, 8.5029955 48.3539094, 8.5027902 48.3540237, 8.5025869 48.3540927, 8.5024052 48.3542383, 8.5022673 48.3543213, 8.502156 48.3543943, 8.5021217 48.3544549, 8.5021482 48.3545274)",,Eichendorffstraße,3,,
38843444,residential,50,,False,False,37.652,"LINESTRING (8.503238 48.3536455, 8.5031416 48.3536282, 8.5030272 48.3535658, 8.5029633 48.353494, 8.5029395 48.3534049)",,Kopernikusstraße,4.5,,
38843444,residential,50,,False,True,91.86,"LINESTRING (8.503238 48.3536455, 8.5034646 48.3536405, 8.5036042 48.3536142, 8.5037456 48.3536045, 8.5038579 48.3536375, 8.5039355 48.3537016, 8.5042492 48.3539453)",,Kopernikusstraße,4.5,,
38705979,residential,,,False,True,71.095,"LINESTRING (8.5029395 48.3534049, 8.5026725 48.3534464, 8.5024232 48.3535416, 8.502248 48.3535642, 8.50215 48.3535685, 8.5020297 48.3535493)",,Lessingstraße,4,,
38843444,residential,50,,False,False,65.649,"LINESTRING (8.5029395 48.3534049, 8.5029517 48.3533133, 8.5029553 48.3532193, 8.5029117 48.35313, 8.5028276 48.35304, 8.5026684 48.3529364, 8.5026134 48.3528933)",,Kopernikusstraße,4.5,,
38843444,residential,50,,False,True,37.652,"LINESTRING (8.5029395 48.3534049, 8.5029633 48.353494, 8.5030272 48.3535658, 8.5031416 48.3536282, 8.503238 48.3536455)",,Kopernikusstraße,4.5,,
38843444,residential,50,,False,True,38.092,"LINESTRING (8.5019713 48.3521324, 8.5022445 48.3524229)",,Kopernikusstraße,4.5,,
26538822,secondary,50,roundabout,True,False,16.517,"LINESTRING (8.5019713 48.3521324, 8.5019315 48.352146, 8.5018874 48.3521507, 8.5018432 48.3521461, 8.5018034 48.3521326, 8.5017718 48.3521116)",,,,,
38890853,residential,,,False,False,54.233,"LINESTRING (8.506854 48.3519448, 8.5064521 48.3523529)",,Betzweiler Straße,,,
38690918,residential,,,False,False,211.882,"LINESTRING (8.506854 48.3519448, 8.5080821 48.3523461, 8.5093317 48.3527794, 8.5094109 48.3528069)",,Rosenäckerstraße,4.5,,
38890853,residential,,,False,True,74.397,"LINESTRING (8.506854 48.3519448, 8.5073622 48.3513907, 8.507378 48.3513735)",,Betzweiler Straße,,,
38255836,tertiary,,,False,False,53.404,"LINESTRING (8.5094109 48.3528069, 8.5094264 48.3528692, 8.5095527 48.3532778)",K 5518,Fürnsaler Straße,4.5,,
38255836,tertiary,,,False,True,73.726,"LINESTRING (8.5094109 48.3528069, 8.5094687 48.3523637, 8.5095572 48.3521536)",K 5518,Fürnsaler Straße,4.5,,
38690918,residential,,,False,True,211.882,"LINESTRING (8.5094109 48.3528069, 8.5093317 48.3527794, 8.5080821 48.3523461, 8.506854 48.3519448)",,Rosenäckerstraße,4.5,,
38690821,residential,,,False,False,219.95,"LINESTRING (8.5090845 48.353275, 8.5087405 48.3531695, 8.5087078 48.3531583, 8.5076859 48.3528066, 8.5070412 48.3525682, 8.5064521 48.3523529)",,Holzwarthstraße,4.5,,
38690821,residential,,,False,True,34.718999999999994,"LINESTRING (8.5090845 48.353275, 8.5091675 48.3532831, 8.5092106 48.3532873, 8.5095527 48.3532778)",,Holzwarthstraße,4.5,,
38705433,residential,,,False,False,141.604,"LINESTRING (8.5090845 48.353275, 8.5089607 48.3536344, 8.5088642 48.3539863, 8.5087264 48.3542914, 8.5085531 48.3544888)",,Paul-Gerhardt-Straße,4.5,,
"[38705977, 38690325]",residential,,,False,False,219.89800000000002,"LINESTRING (8.5037548 48.3529999, 8.504467 48.3526921, 8.5051979 48.3524166, 8.5057163 48.3523145, 8.5062155 48.3523081, 8.5064521 48.3523529)",,"['Keplerstraße', 'Mozartstraße']","['4.5', '4']",,
38890853,residential,,,False,True,54.233,"LINESTRING (8.5064521 48.3523529, 8.506854 48.3519448)",,Betzweiler Straße,,,
38690821,residential,,,False,True,219.95,"LINESTRING (8.5064521 48.3523529, 8.5070412 48.3525682, 8.5076859 48.3528066, 8.5087078 48.3531583, 8.5087405 48.3531695, 8.5090845 48.353275)",,Holzwarthstraße,4.5,,
"[38705977, 38690325]",residential,,,False,True,219.898,"LINESTRING (8.5064521 48.3523529, 8.5062155 48.3523081, 8.5057163 48.3523145, 8.5051979 48.3524166, 8.504467 48.3526921, 8.5037548 48.3529999)",,"['Keplerstraße', 'Mozartstraße']","['4.5', '4']",,
38890853,residential,,,False,False,88.148,"LINESTRING (8.5064521 48.3523529, 8.5064053 48.3524125, 8.5063841 48.3524346, 8.5059533 48.3528267, 8.5057258 48.3529779)",,Betzweiler Straße,,,
38705979,residential,,,False,False,379.856,"LINESTRING (8.5026134 48.3528933, 8.5024324 48.3529737, 8.502289 48.3530321, 8.5022106 48.3530512, 8.5020907 48.3530572, 8.501987 48.3530475, 8.5016816 48.3529504, 8.5015066 48.3528947, 8.5014418 48.352882, 8.5013613 48.3528662, 8.5012556 48.3528748, 8.5011402 48.3528938, 8.5004844 48.3531003, 8.5002502 48.3531846, 8.5001534 48.3532543, 8.5001125 48.3533246, 8.5001227 48.3534099, 8.5001809 48.3534918, 8.5002742 48.3535515, 8.500404 48.353595, 8.5005874 48.3536049, 8.5007261 48.3535833, 8.5010632 48.3534498, 8.5012466 48.3533971, 8.5013216 48.3533927, 8.5013985 48.3533881, 8.5015366 48.3534116, 8.5020297 48.3535493)",,Lessingstraße,4,,
38843444,residential,50,,False,False,61.08,"LINESTRING (8.5026134 48.3528933, 8.5024318 48.3527512, 8.5023739 48.3526639, 8.5023755 48.3525972, 8.5023514 48.3525114, 8.5022445 48.3524229)",,Kopernikusstraße,4.5,,
38843444,residential,50,,False,True,65.64899999999999,"LINESTRING (8.5026134 48.3528933, 8.5026684 48.3529364, 8.5028276 48.35304, 8.5029117 48.35313, 8.5029553 48.3532193, 8.5029517 48.3533133, 8.5029395 48.3534049)",,Kopernikusstraße,4.5,,
38705979,residential,,,False,False,71.095,"LINESTRING (8.5020297 48.3535493, 8.50215 48.3535685, 8.502248 48.3535642, 8.5024232 48.3535416, 8.5026725 48.3534464, 8.5029395 48.3534049)",,Lessingstraße,4,,
38705979,residential,,,False,True,379.8560000000001,"LINESTRING (8.5020297 48.3535493, 8.5015366 48.3534116, 8.5013985 48.3533881, 8.5013216 48.3533927, 8.5012466 48.3533971, 8.5010632 48.3534498, 8.5007261 48.3535833, 8.5005874 48.3536049, 8.500404 48.353595, 8.5002742 48.3535515, 8.5001809 48.3534918, 8.5001227 48.3534099, 8.5001125 48.3533246, 8.5001534 48.3532543, 8.5002502 48.3531846, 8.5004844 48.3531003, 8.5011402 48.3528938, 8.5012556 48.3528748, 8.5013613 48.3528662, 8.5014418 48.352882, 8.5015066 48.3528947, 8.5016816 48.3529504, 8.501987 48.3530475, 8.5020907 48.3530572, 8.5022106 48.3530512, 8.502289 48.3530321, 8.5024324 48.3529737, 8.5026134 48.3528933)",,Lessingstraße,4,,
39011137,residential,,,False,False,151.032,"LINESTRING (8.5020297 48.3535493, 8.5019797 48.3537015, 8.5019683 48.3537801, 8.5019812 48.3538426, 8.5019797 48.3538939, 8.5019512 48.353955, 8.5015417 48.3541458, 8.50146 48.3542006, 8.5014588 48.3542788, 8.5014824 48.3543213, 8.5017406 48.3545321, 8.5018304 48.3545577, 8.5019434 48.3545648)",,Hansjakob-Weg,3,,
39011137,residential,,,False,True,15.694,"LINESTRING (8.5021482 48.3545274, 8.5019434 48.3545648)",,Hansjakob-Weg,3,,
38705980,residential,,,False,True,133.962,"LINESTRING (8.5021482 48.3545274, 8.5021217 48.3544549, 8.502156 48.3543943, 8.5022673 48.3543213, 8.5024052 48.3542383, 8.5025869 48.3540927, 8.5027902 48.3540237, 8.5029955 48.3539094, 8.5031205 48.3538374, 8.5031812 48.3537741, 8.503238 48.3536455)",,Eichendorffstraße,3,,
38843444,residential,50,,False,False,38.092,"LINESTRING (8.5022445 48.3524229, 8.5019713 48.3521324)",,Kopernikusstraße,4.5,,
38707828,residential,,,False,False,41.587,"LINESTRING (8.5022445 48.3524229, 8.5019227 48.3525326, 8.501804 48.3526405)",,Kopernikusstraße,4,,
38843444,residential,50,,False,True,61.08,"LINESTRING (8.5022445 48.3524229, 8.5023514 48.3525114, 8.5023755 48.3525972, 8.5023739 48.3526639, 8.5024318 48.3527512, 8.5026134 48.3528933)",,Kopernikusstraße,4.5,,
38707828,residential,,,False,True,41.587,"LINESTRING (8.501804 48.3526405, 8.5019227 48.3525326, 8.5022445 48.3524229)",,Kopernikusstraße,4,,
26538821,secondary,50,,False,False,93.929,"LINESTRING (8.5048965 48.3508813, 8.5060141 48.3504789)",L 412,Freudenstädter Straße,,,
26538821,secondary,50,,False,True,40.323,"LINESTRING (8.5048965 48.3508813, 8.5044175 48.351055)",L 412,Freudenstädter Straße,,,
38750108,residential,,,False,False,66.25800000000001,"LINESTRING (8.5048965 48.3508813, 8.5050829 48.3511543, 8.505172 48.3514444)",,Uhlandstraße,4,,
36129046,residential,50,,False,False,108.566,"LINESTRING (8.505172 48.3514444, 8.5038207 48.3518276)",,Uhlandstraße,4.5,,
36129046,residential,50,,False,True,46.666,"LINESTRING (8.505172 48.3514444, 8.5057357 48.3512552)",,Uhlandstraße,4.5,,
38750108,residential,,,False,False,50.346,"LINESTRING (8.505172 48.3514444, 8.5052894 48.3518904)",,Uhlandstraße,4,,
38750108,residential,,,False,True,66.25800000000001,"LINESTRING (8.505172 48.3514444, 8.5050829 48.3511543, 8.5048965 48.3508813)",,Uhlandstraße,4,,
38750109,residential,,,False,False,182.91,"LINESTRING (8.507378 48.3513735, 8.5095572 48.3521536)",,Balmerstraße,4,,destination
38890853,residential,,,False,True,83.456,"LINESTRING (8.507378 48.3513735, 8.5079798 48.3507384)",,Betzweiler Straße,,,
38890853,residential,,,False,False,74.397,"LINESTRING (8.507378 48.3513735, 8.5073622 48.3513907, 8.506854 48.3519448)",,Betzweiler Straße,,,
38750109,residential,,,False,True,182.91,"LINESTRING (8.5095572 48.3521536, 8.507378 48.3513735)",,Balmerstraße,4,,destination
38843453,residential,,,False,False,14.736,"LINESTRING (8.5095572 48.3521536, 8.5097537 48.3521762)",,Hölderlinstraße,4,,
38255836,tertiary,,,False,False,73.726,"LINESTRING (8.5095572 48.3521536, 8.5094687 48.3523637, 8.5094109 48.3528069)",K 5518,Fürnsaler Straße,4.5,,
38255836,tertiary,,,False,True,119.648,"LINESTRING (8.5095572 48.3521536, 8.5096365 48.3519857, 8.5098509 48.3516311, 8.5099403 48.3514997, 8.5100828 48.3513153, 8.5101972 48.3511673)",K 5518,Fürnsaler Straße,4.5,,
26444839,residential,,,False,True,40.925,"LINESTRING (8.5092185 48.347867, 8.5096649 48.3480848)",,Mühlweg,,,
26444839,residential,,,False,False,65.904,"LINESTRING (8.5092185 48.347867, 8.5087572 48.3476471, 8.5084938 48.3475216)",,Mühlweg,,,
38764300,residential,,,False,False,274.89,"LINESTRING (8.5092185 48.347867, 8.5075003 48.3495479, 8.5078694 48.349795, 8.5079464 48.3498713)",,Bühlerstraße,4,,
1020834968,secondary,50,,False,False,25.16,"LINESTRING (8.5079464 48.3498713, 8.5082293 48.3497454)",L 412,Freudenstädter Straße,,3,
26538821,secondary,50,,False,True,88.59700000000001,"LINESTRING (8.5079464 48.3498713, 8.5078271 48.3499102, 8.5074848 48.3500219, 8.506863 48.3502124)",L 412,Freudenstädter Straße,,,
38764300,residential,,,False,True,274.89,"LINESTRING (8.5079464 48.3498713, 8.5078694 48.349795, 8.5075003 48.3495479, 8.5092185 48.347867)",,Bühlerstraße,4,,
38633856,residential,50,,False,True,19.053,"LINESTRING (8.5040866 48.3547625, 8.5042829 48.3546514)",,Johannes-Brenz-Weg,3,,
38843448,residential,,,False,False,49.134,"LINESTRING (8.5079713 48.3542863, 8.5080636 48.3542918, 8.5085531 48.3544888)",,Bonhoefferstraße,4,,
38843450,residential,,,False,False,65.338,"LINESTRING (8.5079713 48.3542863, 8.5079003 48.3542207, 8.5072376 48.3539699)",,,3,,
38705433,residential,,,False,True,141.60399999999998,"LINESTRING (8.5085531 48.3544888, 8.5087264 48.3542914, 8.5088642 48.3539863, 8.5089607 48.3536344, 8.5090845 48.353275)",,Paul-Gerhardt-Straße,4.5,,
38843448,residential,,,False,True,49.134,"LINESTRING (8.5085531 48.3544888, 8.5080636 48.3542918, 8.5079713 48.3542863)",,Bonhoefferstraße,4,,
38843450,residential,,,False,True,65.338,"LINESTRING (8.5072376 48.3539699, 8.5079003 48.3542207, 8.5079713 48.3542863)",,,3,,
41644534,residential,,,False,True,104.375,"LINESTRING (8.5066648 48.3534488, 8.5063403 48.3531327, 8.5061971 48.3530647, 8.5060491 48.3531748, 8.5057258 48.3529779)",,Galgenbühl,2,,
38843453,residential,,,False,True,247.90200000000002,"LINESTRING (8.5112074 48.3541798, 8.5110777 48.3540086, 8.5103798 48.3530808, 8.5099923 48.3524928, 8.5099334 48.3524035, 8.5098681 48.3522702, 8.5097537 48.3521762)",,Hölderlinstraße,4,,
38843455,residential,,,False,False,100.763,"LINESTRING (8.5112074 48.3541798, 8.5118001 48.354127, 8.5125224 48.3539582)",,Hegelstraße,4,,
38843457,residential,,,False,False,37.925,"LINESTRING (8.5112074 48.3541798, 8.510746 48.3542289, 8.5107006 48.3542337)",,Hegelstraße,3,,
38843456,residential,,,False,False,71.785,"LINESTRING (8.5125224 48.3539582, 8.5121814 48.3533537)",,Fürnsaler Steig,4,,
38843456,residential,,,False,True,53.846,"LINESTRING (8.5125224 48.3539582, 8.5128432 48.354393)",,Fürnsaler Steig,4,,
38843455,residential,,,False,True,100.763,"LINESTRING (8.5125224 48.3539582, 8.5118001 48.354127, 8.5112074 48.3541798)",,Hegelstraße,4,,
38843456,residential,,,False,False,116.246,"LINESTRING (8.5121814 48.3533537, 8.5115537 48.3523951)",,Fürnsaler Steig,4,,
38843456,residential,,,False,True,71.785,"LINESTRING (8.5121814 48.3533537, 8.5125224 48.3539582)",,Fürnsaler Steig,4,,
38843459,residential,,,False,False,78.423,"LINESTRING (8.5121814 48.3533537, 8.5130897 48.3529889)",,Fürnsaler Steig,3,,
38843457,residential,,,False,True,37.925,"LINESTRING (8.5107006 48.3542337, 8.510746 48.3542289, 8.5112074 48.3541798)",,Hegelstraße,3,,
38843456,residential,,,False,True,116.246,"LINESTRING (8.5115537 48.3523951, 8.5121814 48.3533537)",,Fürnsaler Steig,4,,
38843456,residential,,,False,False,47.673,"LINESTRING (8.5115537 48.3523951, 8.5114493 48.3522232, 8.5114063 48.3520601, 8.5114222 48.3520248, 8.5114399 48.3519856)",,Fürnsaler Steig,4,,
38843458,residential,,,False,False,412.217,"LINESTRING (8.5115537 48.3523951, 8.5123115 48.3523693, 8.512667 48.3524008, 8.5130897 48.352477, 8.5134926 48.352603, 8.5137099 48.3527631, 8.5138679 48.353023, 8.5139903 48.3533538, 8.5141157 48.353771, 8.5139859 48.3540318, 8.5128432 48.354393)",,Braunhaldenstraße,4,,
38843459,residential,,,False,True,78.423,"LINESTRING (8.5130897 48.3529889, 8.5121814 48.3533537)",,Fürnsaler Steig,3,,
38843453,residential,,,False,True,14.736,"LINESTRING (8.5097537 48.3521762, 8.5095572 48.3521536)",,Hölderlinstraße,4,,
38843453,residential,,,False,False,247.902,"LINESTRING (8.5097537 48.3521762, 8.5098681 48.3522702, 8.5099334 48.3524035, 8.5099923 48.3524928, 8.5103798 48.3530808, 8.5110777 48.3540086, 8.5112074 48.3541798)",,Hölderlinstraße,4,,
38843460,residential,,,False,False,129.809,"LINESTRING (8.5097537 48.3521762, 8.5098713 48.3520316, 8.5099413 48.351994, 8.5106129 48.3516317, 8.5110715 48.3514248)",,Untere Fürnsaler Straße,4,,
38843460,residential,,,False,True,26.033,"LINESTRING (8.5113626 48.3512529, 8.5111025 48.3514108)",,Untere Fürnsaler Straße,4,,
26540669,secondary,,,False,True,80.154,"LINESTRING (8.5113626 48.3512529, 8.5110463 48.3511121, 8.5104505 48.3508629)",L 410,Marktplatz,,,
38843462,residential,,,False,False,112.38300000000001,"LINESTRING (8.5113626 48.3512529, 8.5118578 48.3510028, 8.5123222 48.3507682, 8.5125864 48.3506536)",,Horber Straße,3,,
247753002,secondary,,,False,False,87.77100000000002,"LINESTRING (8.5113626 48.3512529, 8.5114953 48.3513377, 8.5115163 48.3513692, 8.5114632 48.3514749, 8.5114129 48.3516645, 8.5113932 48.3518786, 8.5113978 48.3519332, 8.5114399 48.3519856)",L 410,Horber Straße,,,
38843462,residential,,,False,True,112.383,"LINESTRING (8.5125864 48.3506536, 8.5123222 48.3507682, 8.5118578 48.3510028, 8.5113626 48.3512529)",,Horber Straße,3,,
38843463,residential,,,False,False,90.165,"LINESTRING (8.5125864 48.3506536, 8.5120191 48.3501647, 8.5119804 48.3500677, 8.5119837 48.3499937, 8.5119888 48.3499749)",,Vordere Gasse,4,,
"[38890857, 357821636]",residential,,,False,False,54.55,"LINESTRING (8.5125864 48.3506536, 8.5128758 48.3505339, 8.5130356 48.3504488, 8.5131702 48.3503573)",,"['Horber Straße', 'Schulzengasse']",3,,
38843465,residential,,,False,True,11.482,"LINESTRING (8.5113534 48.3498781, 8.5113995 48.3498582, 8.5114945 48.3498366)",,Obere Torstraße,3,,
247753001,residential,,,False,False,66.755,"LINESTRING (8.5113534 48.3498781, 8.5112122 48.350008, 8.5108567 48.3503793)",,Fürnsaler Straße,4.5,,
561455550,residential,,,False,True,64.359,"LINESTRING (8.5113534 48.3498781, 8.5109891 48.3498349, 8.5104905 48.3498033)",,Obere Torstraße,2.5,,
38843465,residential,,,False,False,11.482,"LINESTRING (8.5114945 48.3498366, 8.5113995 48.3498582, 8.5113534 48.3498781)",,Obere Torstraße,3,,
38843465,residential,,,False,True,40.159,"LINESTRING (8.5114945 48.3498366, 8.511672 48.3498571, 8.5118648 48.3499237, 8.5119888 48.3499749)",,Obere Torstraße,3,,
38890861,residential,,,False,False,72.852,"LINESTRING (8.5114945 48.3498366, 8.5115651 48.3497672, 8.5120468 48.3492939)",,Brühlstraße,4,,
38552305,residential,,,False,True,80.57,"LINESTRING (8.5104905 48.3498033, 8.5099447 48.3497903, 8.509412 48.349864)",,Obere Torstraße,2.5,,
"[357823514, 1254392644]",residential,,,False,True,178.98600000000002,"LINESTRING (8.5104905 48.3498033, 8.5103226 48.3496865, 8.5101618 48.3495016, 8.5100965 48.349402, 8.5100313 48.3491759, 8.5099912 48.348677, 8.5099241 48.3484026, 8.5098893 48.3482868)",,"['Wagnerplatz', 'Teckstraße']",4,,
561455550,residential,,,False,False,64.359,"LINESTRING (8.5104905 48.3498033, 8.5109891 48.3498349, 8.5113534 48.3498781)",,Obere Torstraße,2.5,,
38890852,residential,,,False,False,196.449,"LINESTRING (8.5098893 48.3482868, 8.5100401 48.3482966, 8.5106893 48.3486042, 8.5117643 48.3491325, 8.5120468 48.3492939)",,Schulstraße,4,,
"[357823514, 1254392644]",residential,,,False,False,178.986,"LINESTRING (8.5098893 48.3482868, 8.5099241 48.3484026, 8.5099912 48.348677, 8.5100313 48.3491759, 8.5100965 48.349402, 8.5101618 48.3495016, 8.5103226 48.3496865, 8.5104905 48.3498033)",,"['Wagnerplatz', 'Teckstraße']",4,,
"[38890851, 1254392644]",residential,,,False,True,28.135,"LINESTRING (8.5098893 48.3482868, 8.5098301 48.3482188, 8.509784 48.3481659, 8.5096649 48.3480848)",,Wagnerplatz,4,,
38890852,residential,,,False,True,196.449,"LINESTRING (8.5120468 48.3492939, 8.5117643 48.3491325, 8.5106893 48.3486042, 8.5100401 48.3482966, 8.5098893 48.3482868)",,Schulstraße,4,,
38890861,residential,,,False,False,74.943,"LINESTRING (8.5120468 48.3492939, 8.5122153 48.3492012, 8.5123158 48.349155, 8.5124863 48.3490999, 8.5127283 48.3490415, 8.5129479 48.3490056)",,Brühlstraße,4,,
38890861,residential,,,False,True,72.852,"LINESTRING (8.5120468 48.3492939, 8.5115651 48.3497672, 8.5114945 48.3498366)",,Brühlstraße,4,,
357821636,residential,,,False,True,11.004,"LINESTRING (8.5132744 48.3502866, 8.5131702 48.3503573)",,Schulzengasse,3,,
39011138,residential,,,False,False,75.651,"LINESTRING (8.5132744 48.3502866, 8.5129806 48.3501491, 8.5126275 48.350004, 8.5124746 48.3498732)",,Schulzengasse,3,,
357821636,residential,,,False,False,23.803,"LINESTRING (8.5132744 48.3502866, 8.5133821 48.3501755, 8.513432 48.3501006)",,Schulzengasse,3,,
38890858,residential,,,False,False,23.56,"LINESTRING (8.5124746 48.3498732, 8.512741 48.3497568)",,Pfarrgasse,4,,
