osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,width,lanes,access
"[357821635, 357821598]",residential,,,False,True,127.825,"LINESTRING (8.5108567 48.3503793, 8.5102802 48.3501245, 8.5101384 48.3500941, 8.5097749 48.3500713, 8.5096583 48.3500622, 8.5095485 48.3500242, 8.5094822 48.3499802, 8.509412 48.349864)",,"['Obere Torstraße', 'Fürnsaler Straße']",,,
38843456,residential,,,False,False,53.846,"LINESTRING (8.5128432 48.354393, 8.5125224 48.3539582)",,Fürnsaler Steig,4,,
38843458,residential,,,False,True,412.217,"LINESTRING (8.5128432 48.354393, 8.5139859 48.3540318, 8.5141157 48.353771, 8.5139903 48.3533538, 8.5138679 48.353023, 8.5137099 48.3527631, 8.5134926 48.352603, 8.5130897 48.352477, 8.512667 48.3524008, 8.5123115 48.3523693, 8.5115537 48.3523951)",,Braunhaldenstraße,4,,
38633856,residential,50,,False,False,19.053,"LINESTRING (8.5042829 48.3546514, 8.5040866 48.3547625)",,Johannes-Brenz-Weg,3,,
38633856,residential,50,,False,True,96.684,"LINESTRING (8.5042829 48.3546514, 8.5046198 48.3544608, 8.5044777 48.354246, 8.5044195 48.3541129, 8.5042492 48.3539453)",,Johannes-Brenz-Weg,3,,
39011521,residential,,,False,False,7.58,"LINESTRING (8.5142378 48.3467282, 8.5142988 48.3466734)",,Malischstraße,4,,
"[39011521, 240719732]",residential,,,False,True,282.58299999999997,"LINESTRING (8.5142378 48.3467282, 8.5138745 48.3471603, 8.5135839 48.3475615, 8.513107 48.3480369, 8.5129513 48.3482324, 8.5129058 48.3482895, 8.5127862 48.3485165, 8.5127967 48.3486474, 8.512932 48.348949, 8.5129479 48.3490056)",,Malischstraße,4,,
39041084,residential,,,False,True,142.706,"LINESTRING (8.5142378 48.3467282, 8.5139271 48.3467535, 8.5138652 48.346735, 8.5138096 48.3467184, 8.5136564 48.3466725, 8.5134832 48.3466207, 8.5133183 48.3465607, 8.5130514 48.3464637, 8.5129235 48.3464189, 8.5128606 48.3463968, 8.5125344 48.3463694, 8.5124515 48.3463393)",,Zollstocksteige,4,,
657959461,residential,,,False,True,64.678,"LINESTRING (8.5054784 48.3460367, 8.5051119 48.3465649)",,Goethestraße,,,
657959462,residential,,,False,False,29.108,"LINESTRING (8.5054784 48.3460367, 8.5051229 48.345924)",,Nelly-Sachs-Straße,,,
657959463,residential,,,False,False,146.13199999999998,"LINESTRING (8.5054784 48.3460367, 8.5066479 48.3463326, 8.5070019 48.3463932, 8.5073613 48.3464111)",,Ludwig-Thoma-Straße,,,
39231514,residential,,,False,True,64.482,"LINESTRING (8.5051229 48.345924, 8.5047501 48.3464483)",,,3,,
657959462,residential,,,False,True,29.108,"LINESTRING (8.5051229 48.345924, 8.5054784 48.3460367)",,Nelly-Sachs-Straße,,,
657959467,residential,,,False,True,42.629,"LINESTRING (8.5073613 48.3464111, 8.5077797 48.3461472)",,Heinrich-Heine-Straße,,,
657959463,residential,,,False,True,146.132,"LINESTRING (8.5073613 48.3464111, 8.5070019 48.3463932, 8.5066479 48.3463326, 8.5054784 48.3460367)",,Ludwig-Thoma-Straße,,,
657959467,residential,,,False,False,73.328,"LINESTRING (8.5073613 48.3464111, 8.5073023 48.3467248, 8.5071552 48.3470539)",,Heinrich-Heine-Straße,,,
657959467,residential,,,False,False,42.629,"LINESTRING (8.5077797 48.3461472, 8.5073613 48.3464111)",,Heinrich-Heine-Straße,,,
896239022,residential,,,False,True,127.035,"LINESTRING (8.5048078 48.3491592, 8.5057824 48.3482181)",,Panoramastraße,4,,
38936769,residential,,,False,False,174.505,"LINESTRING (8.5048078 48.3491592, 8.5050779 48.3492908, 8.5052524 48.3494258, 8.5053745 48.3495712, 8.5060141 48.3504789)",,Krankenhausstraße,4,,
38936769,residential,,,False,True,55.219,"LINESTRING (8.5048078 48.3491592, 8.5047804 48.3491459, 8.5041667 48.3489043)",,Krankenhausstraße,4,,
"[38255836, 1020834966]",tertiary,,,False,True,146.56300000000002,"LINESTRING (8.509486 48.354585, 8.5095967 48.3541966, 8.5096359 48.3539803, 8.50961 48.3536466, 8.5095527 48.3532778)",K 5518,Fürnsaler Straße,4.5,3,
