osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,access,tunnel,junction
173269800,St.-Andreas-Straße,residential,False,True,75.893,,30,"LINESTRING (6.5198237 51.1906113, 6.5196789 51.1906994, 6.5192318 51.190992, 6.5190706 51.1911041)",,,,
24576280,Engbrück,residential,False,False,222.221,,30,"LINESTRING (6.5206582 51.1902069, 6.5206415 51.190192, 6.520205 51.1898032, 6.520171 51.1897759, 6.5201378 51.1897519, 6.5201022 51.1897289, 6.5200658 51.189707, 6.5198959 51.1896105, 6.519845 51.18958, 6.519801 51.1895504, 6.5197588 51.1895198, 6.5197139 51.1894849, 6.519486 51.1892883, 6.5194705 51.1892751, 6.5194094 51.1892232, 6.5192444 51.189089, 6.5190794 51.1889589, 6.5190186 51.1889118, 6.5186762 51.1886466)",,,,
173269800,St.-Andreas-Straße,residential,False,True,73.522,,30,"LINESTRING (6.5206582 51.1902069, 6.519953 51.1905438, 6.5198237 51.1906113)",,,,
24573059,Am Kirsmichhof,residential,False,True,92.76500000000001,L 382,,"LINESTRING (6.5151227 51.1918088, 6.5151532 51.1918012, 6.5151829 51.1917918, 6.5152104 51.1917814, 6.5152304 51.1917716, 6.5152517 51.1917598, 6.5152793 51.1917397, 6.5154368 51.1916223, 6.5155288 51.1915523, 6.5156913 51.1914211, 6.5159877 51.1911826)",,,,
36958896,Arndtstraße,residential,False,True,130.311,,30,"LINESTRING (6.5151227 51.1918088, 6.5151674 51.1918789, 6.5151788 51.1918945, 6.515192 51.1919081, 6.5152077 51.1919195, 6.5152243 51.1919289, 6.5153365 51.1919905, 6.515349 51.191999, 6.5153587 51.1920081, 6.5153661 51.1920169, 6.5153735 51.192028, 6.515378 51.1920362, 6.5153806 51.1920468, 6.5153831 51.1920686, 6.5154626 51.1929222)",,,,
173269799,Arndtstraße,residential,False,False,57.888,L 382,,"LINESTRING (6.5151227 51.1918088, 6.5151011 51.1918131, 6.5150799 51.1918158, 6.5150589 51.1918168, 6.5150387 51.1918167, 6.5150163 51.1918159, 6.5149943 51.1918136, 6.5149612 51.1918079, 6.5149336 51.1918, 6.5149051 51.1917898, 6.5148785 51.1917792, 6.5147651 51.1917299, 6.5145859 51.1916519, 6.5144015 51.1915824)",,,,
173269799,Arndtstraße,residential,False,False,42.36,L 382,,"LINESTRING (6.5144015 51.1915824, 6.5143061 51.1915488, 6.5141695 51.1915006, 6.5141169 51.1914874, 6.5140653 51.1914778, 6.514019 51.1914706, 6.5139698 51.1914661, 6.5138366 51.1914585)",,,,
173269799,Arndtstraße,residential,False,True,57.888000000000005,L 382,,"LINESTRING (6.5144015 51.1915824, 6.5145859 51.1916519, 6.5147651 51.1917299, 6.5148785 51.1917792, 6.5149051 51.1917898, 6.5149336 51.1918, 6.5149612 51.1918079, 6.5149943 51.1918136, 6.5150163 51.1918159, 6.5150387 51.1918167, 6.5150589 51.1918168, 6.5150799 51.1918158, 6.5151011 51.1918131, 6.5151227 51.1918088)",,,,
987611462,St.-Katharina-Platz,residential,False,False,72.992,,,"LINESTRING (6.5144015 51.1915824, 6.5146203 51.1912714, 6.5146674 51.1912413, 6.5147071 51.191216, 6.5148325 51.1911359, 6.5149485 51.1910618, 6.5149741 51.1910455)",,,,
"[1128012504, 24571369, 24576274]",Freiheitsstraße,residential,False,True,124.21200000000002,,30,"LINESTRING (6.5169436 51.1924649, 6.5165307 51.1927745, 6.5164479 51.1928327, 6.5164055 51.1928571, 6.5163664 51.1928744, 6.5163171 51.192885, 6.5162159 51.1928921, 6.5159637 51.1929014, 6.5154626 51.1929222)",,,,
1128012505,Freiheitsstraße,residential,False,False,56.953,,30,"LINESTRING (6.5169436 51.1924649, 6.5169538 51.192457, 6.5174784 51.1920776)",,,,
"[24573060, 1128012508]",Schillerstraße,residential,False,True,185.82,,30,"LINESTRING (6.5169436 51.1924649, 6.5170389 51.1928718, 6.5173187 51.1941194)",,,,
24576278,Arndtstraße,residential,False,True,155.531,,30,"LINESTRING (6.5154626 51.1929222, 6.5155965 51.1943184)",,destination,,
"[1128012504, 24571369, 24576274]",Freiheitsstraße,residential,False,False,124.21199999999999,,30,"LINESTRING (6.5154626 51.1929222, 6.5159637 51.1929014, 6.5162159 51.1928921, 6.5163171 51.192885, 6.5163664 51.1928744, 6.5164055 51.1928571, 6.5164479 51.1928327, 6.5165307 51.1927745, 6.5169436 51.1924649)",,,,
24571369,Freiheitsstraße,residential,False,True,146.54199999999997,,30,"LINESTRING (6.5154626 51.1929222, 6.5145968 51.1929541, 6.51439 51.1929617, 6.5143736 51.1929619, 6.5142926 51.1929631, 6.5141802 51.1929647, 6.5139736 51.1929674, 6.5139532 51.1929677, 6.5137401 51.1929638, 6.5133619 51.1929569)",,,,
36958896,Arndtstraße,residential,False,False,130.31099999999998,,30,"LINESTRING (6.5154626 51.1929222, 6.5153831 51.1920686, 6.5153806 51.1920468, 6.515378 51.1920362, 6.5153735 51.192028, 6.5153661 51.1920169, 6.5153587 51.1920081, 6.515349 51.191999, 6.5153365 51.1919905, 6.5152243 51.1919289, 6.5152077 51.1919195, 6.515192 51.1919081, 6.5151788 51.1918945, 6.5151674 51.1918789, 6.5151227 51.1918088)",,,,
919184571,Hindenburgstraße,residential,False,False,8.035,L 382,50,"LINESTRING (6.5133619 51.1929569, 6.5133667 51.1928847)",,,,
24571369,Freiheitsstraße,residential,False,False,146.54199999999997,,30,"LINESTRING (6.5133619 51.1929569, 6.5137401 51.1929638, 6.5139532 51.1929677, 6.5139736 51.1929674, 6.5141802 51.1929647, 6.5142926 51.1929631, 6.5143736 51.1929619, 6.51439 51.1929617, 6.5145968 51.1929541, 6.5154626 51.1929222)",,,,
31742829,Hindenburgstraße,residential,False,True,178.18,L 382,50,"LINESTRING (6.5133619 51.1929569, 6.5133333 51.1935941, 6.5133274 51.1937317, 6.5133221 51.1938516, 6.513317 51.1939151, 6.5133071 51.1939911, 6.5133 51.1940243, 6.5132907 51.1940588, 6.5132398 51.194208, 6.5131242 51.1945468)",,,,
24581146,Willi-Hannen-Straße,residential,False,False,89.87499999999999,,30,"LINESTRING (6.5120857 51.1927929, 6.5121671 51.192803, 6.5122512 51.1928103, 6.5124112 51.1928225, 6.5124927 51.1928278, 6.5127091 51.1928419, 6.5132914 51.1928798, 6.5133667 51.1928847)",,,,
24581146,Willi-Hannen-Straße,residential,False,True,39.425,,30,"LINESTRING (6.5120857 51.1927929, 6.5120372 51.1927853, 6.5119867 51.1927751, 6.5119368 51.1927631, 6.5118887 51.1927489, 6.5115715 51.1926475)",,,,
37936246,Am Brauhaus,residential,False,True,43.254000000000005,,,"LINESTRING (6.5120857 51.1927929, 6.5122755 51.1926077, 6.5123079 51.1925761, 6.5123349 51.1925497, 6.5124211 51.1924656)",,,,
919184571,Hindenburgstraße,residential,False,True,8.035,L 382,50,"LINESTRING (6.5133667 51.1928847, 6.5133619 51.1929569)",,,,
24581146,Willi-Hannen-Straße,residential,False,True,89.875,,30,"LINESTRING (6.5133667 51.1928847, 6.5132914 51.1928798, 6.5127091 51.1928419, 6.5124927 51.1928278, 6.5124112 51.1928225, 6.5122512 51.1928103, 6.5121671 51.192803, 6.5120857 51.1927929)",,,,
"[919184572, 37567629, 919184573]",Hindenburgstraße,residential,False,False,117.49900000000002,L 382,50,"LINESTRING (6.5133667 51.1928847, 6.5133815 51.1926365, 6.5134067 51.1924468, 6.5134178 51.1923247, 6.5134519 51.1919764, 6.5134587 51.1919115, 6.5134621 51.1918949, 6.5134671 51.1918699, 6.5134774 51.1918307)",,,,
35818183,An der Alten Post,residential,False,False,12.833,,,"LINESTRING (6.5133055 51.1917893, 6.5134774 51.1918307)",,,,
24576275,Am Brauhaus,residential,False,False,97.261,,,"LINESTRING (6.5133055 51.1917893, 6.5129389 51.1920616, 6.5128838 51.1921029, 6.512853 51.1921254, 6.5128096 51.1921577, 6.5127497 51.1922028, 6.5126922 51.1922461, 6.5126071 51.1923102, 6.5125241 51.1923761, 6.5124643 51.1924264, 6.5124211 51.1924656)",,,,
"[987283581, 24576285]","['Therese-von-Wüllenweber-Platz', 'An der Alten Post']",living_street,False,True,85.066,,,"LINESTRING (6.5133055 51.1917893, 6.5130209 51.1917164, 6.5129874 51.1917079, 6.5127892 51.1916551, 6.5126581 51.1916238, 6.5123352 51.1915424, 6.5121726 51.1915047)",,,,
"[24576284, 987283582]","['Brauereistraße', 'Therese-von-Wüllenweber-Platz']",living_street,False,True,73.21600000000001,,,"LINESTRING (6.5126982 51.190967, 6.5126214 51.1909673, 6.512479 51.1910835, 6.5124021 51.191167, 6.5123811 51.1911915, 6.5123602 51.1912178, 6.5123367 51.1912489, 6.5123161 51.19128, 6.512241 51.191407, 6.5121726 51.1915047)",,,,
36725775,Hannengasse,living_street,False,True,35.458,,,"LINESTRING (6.5126982 51.190967, 6.5124747 51.1908152, 6.5125997 51.1907347)",,,,
50815142,Hannengasse,living_street,False,False,93.935,,,"LINESTRING (6.5126982 51.190967, 6.5127873 51.1909349, 6.512823 51.1909188, 6.5132865 51.1911981, 6.5133522 51.191241, 6.513621 51.1914062, 6.5137026 51.1914248)",,,,
24560053,Friedrich-Ebert-Straße,residential,True,False,122.033,,30,"LINESTRING (6.5155965 51.1943184, 6.5173187 51.1941194)",,destination,,
24576278,Arndtstraße,residential,False,False,155.531,,30,"LINESTRING (6.5155965 51.1943184, 6.5154626 51.1929222)",,destination,,
24576282,Peter-Irmen-Straße,residential,False,True,133.109,,30,"LINESTRING (6.5183088 51.1898866, 6.5184494 51.189953, 6.5191232 51.1902357, 6.5192229 51.1902789, 6.5193185 51.1903245, 6.5194319 51.1903846, 6.5195489 51.1904534, 6.5196023 51.1904832, 6.5198237 51.1906113)",,,,
24576283,Julius-Otto-Straße,residential,False,False,194.31300000000002,,30,"LINESTRING (6.5190706 51.1911041, 6.5178352 51.1905313, 6.5176308 51.1904388, 6.5168052 51.1900858)",,,,
173269800,St.-Andreas-Straße,residential,False,False,75.893,,30,"LINESTRING (6.5190706 51.1911041, 6.5192318 51.190992, 6.5196789 51.1906994, 6.5198237 51.1906113)",,,,
173269800,St.-Andreas-Straße,residential,False,True,154.63299999999998,,30,"LINESTRING (6.5190706 51.1911041, 6.5185375 51.1914827, 6.5184475 51.1915461, 6.5183417 51.1916143, 6.5175556 51.1921196)",,,,
24576283,Julius-Otto-Straße,residential,False,True,194.313,,30,"LINESTRING (6.5168052 51.1900858, 6.5176308 51.1904388, 6.5178352 51.1905313, 6.5190706 51.1911041)",,,,
"[24581129, 952276698]",Pescher Straße,residential,False,False,206.724,L 382,"['50', '30']","LINESTRING (6.5168052 51.1900858, 6.5168773 51.190007, 6.5169438 51.1899413, 6.5169492 51.1899368, 6.5169704 51.1899194, 6.5170277 51.1898711, 6.5170906 51.1898193, 6.5172108 51.1897227, 6.5172759 51.1896719, 6.517366 51.1896016, 6.5174894 51.189505, 6.5175431 51.189463, 6.5176643 51.1893672, 6.5177773 51.1892836, 6.5178833 51.1892051, 6.5179059 51.1891884, 6.5181114 51.1890417, 6.5181437 51.1890186, 6.5181589 51.1890078, 6.5183214 51.1888943, 6.5186762 51.1886466)",,,,
24581129,Pescher Straße,residential,False,True,127.31599999999999,L 382,30,"LINESTRING (6.5168052 51.1900858, 6.5167671 51.1901282, 6.5165316 51.1903804, 6.5164621 51.1904507, 6.5164251 51.1904866, 6.5163826 51.1905245, 6.5163484 51.1905538, 6.516312 51.1905831, 6.516295 51.1905964, 6.5162717 51.1906148, 6.5162497 51.1906307, 6.5162337 51.1906423, 6.5160609 51.1907613, 6.5158643 51.1908967, 6.5158331 51.1909196, 6.5158152 51.1909371, 6.5157984 51.1909607, 6.5157882 51.1909844, 6.5157865 51.1910041, 6.5157892 51.191021)",,,,
24582923,Pappelweg,residential,False,False,216.63100000000003,,30,"LINESTRING (6.5198356 51.1880293, 6.5194136 51.1876579, 6.5193598 51.1876172, 6.5190967 51.1873855, 6.5187067 51.1870405, 6.5180313 51.1864431)",,,,
