osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,tunnel,junction
26308322,Löffelstraße,residential,7,True,False,110.421,"LINESTRING (6.1804263 50.9077737, 6.1808565 50.9077467, 6.1810389 50.9077165, 6.1812139 50.9076823, 6.181727 50.9074019, 6.1817963 50.907364)",,,,,
"[22331747, 814625646]",Löffelstraße,residential,"['7', '30']",False,True,50.064,"LINESTRING (6.1804263 50.9077737, 6.1802508 50.9077728, 6.1797206 50.9077134)",,,,,
22331749,Kirchstraße,living_street,,True,False,42.259,"LINESTRING (6.1840353 50.9057813, 6.1841419 50.9056994, 6.1844449 50.9055029)",,,,,
"[15107506, 815619043]",Kirchstraße,residential,"['30', '10']",False,False,133.097,"LINESTRING (6.1852511 50.9049008, 6.1851766 50.9048192, 6.1851561 50.9047155, 6.1851529 50.9045877, 6.185187 50.9044693, 6.1856573 50.9040367, 6.1857507 50.9039513, 6.1858382 50.9038426)",,,,,
"[81945200, 1085031667, 15107509]",In der Schaf,residential,10,False,False,97.482,"LINESTRING (6.1852511 50.9049008, 6.185397 50.9049773, 6.1855428 50.9050576, 6.185676 50.9051268, 6.1859227 50.9052663, 6.1860231 50.9053231, 6.1861714 50.9054018, 6.1863403 50.9054288)",,,,,
815619042,Kirchstraße,residential,10,False,True,17.191,"LINESTRING (6.1852511 50.9049008, 6.1851791 50.9049532, 6.1850903 50.9050175)",,,,,
15107490,Geilenkirchener Straße,residential,,False,False,21.198,"LINESTRING (6.1774912 50.9117636, 6.1775575 50.9115776)",,,,,
48897839,An der Waad,residential,,True,False,28.98,"LINESTRING (6.1774912 50.9117636, 6.1771837 50.9116824, 6.1771173 50.9116543)",,,,,
19103107,Fringsstraße,residential,30,False,True,92.569,"LINESTRING (6.1857219 50.9073202, 6.1861043 50.9065234)",,,,,
19103107,Fringsstraße,residential,30,False,False,38.596000000000004,"LINESTRING (6.1857219 50.9073202, 6.185651 50.9074355, 6.1856166 50.9074793, 6.1855974 50.9075098, 6.1855763 50.907544, 6.1855602 50.9075787, 6.1855364 50.9076115, 6.1855106 50.90764)",,,,,
25473099,Windmühlenstraße,residential,30,False,True,217.60399999999998,"LINESTRING (6.1857219 50.9073202, 6.1866581 50.9074803, 6.1874083 50.9075462, 6.1887314 50.907308)",,,,,
19103105,Maarstraße,residential,30,False,False,132.672,"LINESTRING (6.1837238 50.9077296, 6.183852 50.9080516, 6.1838508 50.908147, 6.1837814 50.908309, 6.1834602 50.9088716)",1,,,,
19103105,Maarstraße,residential,30,False,True,100.497,"LINESTRING (6.1837238 50.9077296, 6.183618 50.9075853, 6.1834086 50.9072633, 6.1831897 50.9070343, 6.1830602 50.9069339)",1,,,,
19103109,Friedensstraße,residential,30,False,True,126.05999999999997,"LINESTRING (6.1837238 50.9077296, 6.1837647 50.9077189, 6.1838046 50.9077096, 6.1838285 50.9077049, 6.1838548 50.9077008, 6.1839408 50.9076944, 6.1851458 50.9076521, 6.185236 50.90765, 6.1853802 50.9076432, 6.1854425 50.9076402, 6.1854828 50.9076398, 6.1855106 50.90764)",,,,,
19103105,Maarstraße,residential,30,False,False,100.49699999999999,"LINESTRING (6.1830602 50.9069339, 6.1831897 50.9070343, 6.1834086 50.9072633, 6.183618 50.9075853, 6.1837238 50.9077296)",1,,,,
22331749,Kirchstraße,living_street,,True,False,151.809,"LINESTRING (6.1830602 50.9069339, 6.1831612 50.9067894, 6.1831481 50.9065069, 6.1835755 50.9062561, 6.1837453 50.9060955, 6.1840353 50.9057813)",,,,,
19103110,Im Kirchwinkel,living_street,,True,False,86.833,"LINESTRING (6.1829523 50.9054026, 6.1840353 50.9057813)",,,,,
"[815619040, 19103113]",Am Feuerwehrturm,"['living_street', 'residential']",30,False,False,126.702,"LINESTRING (6.1829523 50.9054026, 6.1834004 50.9050309, 6.1834874 50.904958, 6.1835255 50.9049251, 6.1840248 50.9044857)",,,,,
814625136,Im Kirchwinkel,living_street,,False,False,22.634,"LINESTRING (6.1829523 50.9054026, 6.1828282 50.9053609, 6.1826687 50.9053054)",,,,,
815619041,Peterstraße,residential,30,False,False,30.087,"LINESTRING (6.1840248 50.9044857, 6.183761 50.9042723)",,,,,
"[815619040, 19103113]",Am Feuerwehrturm,"['residential', 'living_street']",30,False,True,126.70199999999998,"LINESTRING (6.1840248 50.9044857, 6.1835255 50.9049251, 6.1834874 50.904958, 6.1834004 50.9050309, 6.1829523 50.9054026)",,,,,
"[815619041, 19103114]",Peterstraße,residential,"['30', '10']",False,True,95.292,"LINESTRING (6.1840248 50.9044857, 6.1849142 50.9049241, 6.1850903 50.9050175)",,,,,
815619041,Peterstraße,residential,30,False,True,30.087,"LINESTRING (6.183761 50.9042723, 6.1840248 50.9044857)",,,,,
22331750,Eduardstraße,residential,30,False,False,136.87300000000002,"LINESTRING (6.183761 50.9042723, 6.1839934 50.9042096, 6.1841126 50.9041565, 6.1841644 50.9041214, 6.1841965 50.9040996, 6.1847228 50.9034157, 6.1848604 50.9033038)",,,,,
"[815619041, 628341606]",Peterstraße,residential,30,False,False,145.209,"LINESTRING (6.183761 50.9042723, 6.1829355 50.9036988, 6.1826066 50.90347, 6.1823705 50.9033046)",,,,,
19103105,Maarstraße,residential,30,False,False,97.952,"LINESTRING (6.1827018 50.910743, 6.1823091 50.910817, 6.1819573 50.9108122, 6.1815571 50.9107738, 6.1813364 50.9107318)",1,,,,
19103105,Maarstraße,residential,30,False,True,47.445,"LINESTRING (6.1827018 50.910743, 6.1829085 50.9105165, 6.1829777 50.910357)",1,,,,
30852107,Maarstraße,residential,30,False,False,80.463,"LINESTRING (6.1827018 50.910743, 6.182607 50.9109073, 6.1825261 50.9110798, 6.1825267 50.9114487)",,,,,
22329010,Burgstraße,residential,30,False,True,53.059,"LINESTRING (6.1813364 50.9107318, 6.1810897 50.9111829)",,,,,
19103105,Maarstraße,residential,30,False,True,97.95200000000001,"LINESTRING (6.1813364 50.9107318, 6.1815571 50.9107738, 6.1819573 50.9108122, 6.1823091 50.910817, 6.1827018 50.910743)",1,,,,
"[22329010, 911343379]",Burgstraße,residential,30,False,False,31.891,"LINESTRING (6.1813364 50.9107318, 6.1813521 50.910703, 6.1814844 50.9104606)",,,,,
911343379,Burgstraße,residential,30,False,True,84.802,"LINESTRING (6.1818877 50.9097416, 6.1814844 50.9104606)",,,,,
26308498,Easingtonstraße,residential,30,False,False,67.944,"LINESTRING (6.1818877 50.9097416, 6.1817849 50.9097573, 6.1811031 50.9096865, 6.1809331 50.9096688)",,,,,
1125059325,Burgstraße,residential,30,False,False,63.07,"LINESTRING (6.1818877 50.9097416, 6.1820604 50.9095087, 6.1822242 50.9092163)",2,,,,
22331749,Kirchstraße,living_street,,True,False,7.121,"LINESTRING (6.1817963 50.907364, 6.1818751 50.9073236)",,,,,
76357598,Burgstraße,residential,30,False,True,220.51500000000007,"LINESTRING (6.1817963 50.907364, 6.1818183 50.9073925, 6.1823003 50.9080182, 6.1824539 50.9082242, 6.1825065 50.9083435, 6.1825212 50.9084454, 6.1825207 50.9086513, 6.1824851 50.908762, 6.1822267 50.9092118, 6.1822261 50.9092131, 6.1822251 50.9092146, 6.1822242 50.9092163)",2,,,,
22329010,Burgstraße,residential,30,False,False,53.059,"LINESTRING (6.1810897 50.9111829, 6.1813364 50.9107318)",,,,,
38332521,An Gut Driesch,living_street,,False,True,62.978,"LINESTRING (6.1800151 50.9095484, 6.1796621 50.9100692)",,,,,
26308498,Easingtonstraße,residential,30,False,False,46.629999999999995,"LINESTRING (6.1800151 50.9095484, 6.1797384 50.9094919, 6.179385 50.9094143)",,,,,
26308498,Easingtonstraße,residential,30,False,True,65.742,"LINESTRING (6.1800151 50.9095484, 6.1804735 50.9096085, 6.1809331 50.9096688)",,,,,
38332522,An Gut Driesch,residential,30,False,False,161.86599999999999,"LINESTRING (6.1800151 50.9095484, 6.1802556 50.9091346, 6.1804384 50.9088228, 6.1806533 50.9085098, 6.1808436 50.9081901)",,,6,,
76357601,Kückstraße,residential,7,True,False,196.494,"LINESTRING (6.179385 50.9094143, 6.1804263 50.9077737)",,,,,
22329013,Grengracht,residential,30,False,False,117.715,"LINESTRING (6.179385 50.9094143, 6.1786616 50.9092359, 6.1778269 50.9090201)",,,,,
26308498,Easingtonstraße,residential,30,False,True,46.629999999999995,"LINESTRING (6.179385 50.9094143, 6.1797384 50.9094919, 6.1800151 50.9095484)",,,,,
76128304,Mariastraße,residential,30,False,False,84.278,"LINESTRING (6.1778269 50.9090201, 6.1782678 50.908315)",,,,,
22329013,Grengracht,residential,30,False,True,117.715,"LINESTRING (6.1778269 50.9090201, 6.1786616 50.9092359, 6.179385 50.9094143)",,,,,
"[19103112, 822902187]",Mariastraße,residential,30,False,True,210.99,"LINESTRING (6.1778269 50.9090201, 6.1777248 50.9091815, 6.1777054 50.9092142, 6.1773263 50.909853, 6.176839 50.9108117)",,,,,
76128304,Mariastraße,residential,30,False,True,84.278,"LINESTRING (6.1782678 50.908315, 6.1778269 50.9090201)",,,,,
22329017,Paulskamp,residential,30,False,False,225.219,"LINESTRING (6.1782678 50.908315, 6.1777104 50.9081367, 6.1771791 50.9079104, 6.1760593 50.9073812, 6.1755802 50.9072154)",,,,,
76128304,Mariastraße,residential,30,False,False,86.94200000000001,"LINESTRING (6.1782678 50.908315, 6.1784026 50.9081227, 6.1785036 50.9078695, 6.1786064 50.9075658)",,,,,
814621027,Mariastraße,residential,50,False,True,105.731,"LINESTRING (6.1800786 50.9045192, 6.1795977 50.9054204)",2,,,,
814624959,Im Kirchwinkel,residential,30,False,False,112.928,"LINESTRING (6.1800786 50.9045192, 6.1785474 50.9042045)",,,,,
"[814624959, 912734116, 814852303, 814625136, 815619039]",Im Kirchwinkel,"['residential', 'living_street']",30,False,True,202.168,"LINESTRING (6.1800786 50.9045192, 6.1805081 50.9046096, 6.1809847 50.9047257, 6.1811901 50.9047861, 6.1814052 50.9048579, 6.1815921 50.9049194, 6.1819405 50.9050378, 6.1822852 50.9051626, 6.1826687 50.9053054)",,,,,
22329018,Petronellastraße,residential,30,False,True,63.599,"LINESTRING (6.1785474 50.9042045, 6.1780911 50.9046988)",,,,,
814624959,Im Kirchwinkel,residential,30,False,True,112.928,"LINESTRING (6.1785474 50.9042045, 6.1800786 50.9045192)",,,,,
814624959,Im Kirchwinkel,residential,30,False,False,113.262,"LINESTRING (6.1785474 50.9042045, 6.1777653 50.9039927, 6.1770866 50.9037714)",,,,,
76862199,Albert-Schweitzer-Straße,residential,30,True,False,94.964,"LINESTRING (6.1801066 50.9119218, 6.1792416 50.9117025, 6.1788515 50.9116007)",,,,,
76862199,Albert-Schweitzer-Straße,residential,30,True,False,81.662,"LINESTRING (6.1788515 50.9116007, 6.1785717 50.9115306, 6.1784185 50.9115112, 6.1782509 50.9114921, 6.1781341 50.9114929, 6.1778495 50.9115251, 6.1777186 50.9115303)",,,,,
15107473,Kapellenstraße,tertiary,,False,True,76.459,"LINESTRING (6.1770866 50.9037714, 6.1776033 50.9031659)",,K 27,,,
15107473,Kapellenstraße,tertiary,,False,False,145.918,"LINESTRING (6.1770866 50.9037714, 6.1767515 50.9041569, 6.1765827 50.9043591, 6.1762544 50.9047499, 6.1761357 50.9049374)",,K 27,,,
814624959,Im Kirchwinkel,residential,30,False,True,113.262,"LINESTRING (6.1770866 50.9037714, 6.1777653 50.9039927, 6.1785474 50.9042045)",,,,,
15107473,Kapellenstraße,tertiary,,False,False,76.459,"LINESTRING (6.1776033 50.9031659, 6.1770866 50.9037714)",,K 27,,,
"[37590476, 957079877, 19103119]",Aachener Straße,secondary,,False,False,91.919,"LINESTRING (6.1848604 50.9033038, 6.1852545 50.9034819, 6.185514 50.9035978, 6.1856534 50.9036849, 6.185699 50.9037153, 6.1857488 50.9037559, 6.1858382 50.9038426)","['2', '3']",,,,
22331750,Eduardstraße,residential,30,False,True,136.873,"LINESTRING (6.1848604 50.9033038, 6.1847228 50.9034157, 6.1841965 50.9040996, 6.1841644 50.9041214, 6.1841126 50.9041565, 6.1839934 50.9042096, 6.183761 50.9042723)",,,,,
"[815619041, 628341606]",Peterstraße,residential,30,False,True,145.209,"LINESTRING (6.1823705 50.9033046, 6.1826066 50.90347, 6.1829355 50.9036988, 6.183761 50.9042723)",,,,,
25473093,Grabenstraße,residential,30,False,False,287.49499999999995,"LINESTRING (6.188537 50.909354, 6.1881775 50.9091335, 6.1880744 50.9090697, 6.187965 50.9090021, 6.1873602 50.9086047, 6.1868182 50.908233, 6.1867724 50.9082022, 6.1867183 50.9081658, 6.1866532 50.9081286, 6.186558 50.9080808, 6.1857527 50.9077005, 6.1857181 50.907684, 6.185686 50.9076709, 6.185636 50.9076559, 6.185587 50.907647, 6.1855106 50.90764)",,,,,
"[928482922, 25473094]",Otto-Hahn-Straße,residential,30,False,True,108.809,"LINESTRING (6.188537 50.909354, 6.188515 50.9093682, 6.1883128 50.9094983, 6.1882055 50.9095792, 6.1875418 50.9100157, 6.1874696 50.910064)",,,,,
76357610,Aachener Straße,secondary,,False,True,48.635999999999996,"LINESTRING (6.1891107 50.9076739, 6.1889141 50.9074744, 6.1888385 50.9073996, 6.1887314 50.907308)",2,,,,
25517738,Zur Lohe,residential,,False,False,58.344,"LINESTRING (6.189454 50.9057467, 6.1893253 50.9057718, 6.1888116 50.9060692)",,,,,
25517738,Zur Lohe,residential,,False,True,91.435,"LINESTRING (6.187835 50.9066141, 6.1888116 50.9060692)",,,,,
76357610,Aachener Straße,secondary,,False,False,33.792,"LINESTRING (6.187835 50.9066141, 6.1881444 50.9068471)",2,,,,
76357610,Aachener Straße,secondary,,False,True,135.808,"LINESTRING (6.187835 50.9066141, 6.1876885 50.9064985, 6.1876 50.9064291, 6.186694 50.9057486, 6.186596 50.9056754)",2,,,,
814621027,Mariastraße,residential,50,False,False,39.044,"LINESTRING (6.1790394 50.9064319, 6.1792216 50.9061001)",2,,,,
25811152,Kaplan-Küppers-Straße,living_street,,False,False,112.48100000000001,"LINESTRING (6.1790394 50.9064319, 6.1794541 50.9065106, 6.1797729 50.9067715, 6.1799202 50.90683, 6.1800254 50.9068789, 6.1802227 50.9070566)",,,,,
814621027,Mariastraße,residential,50,False,True,129.786,"LINESTRING (6.1790394 50.9064319, 6.1789325 50.9066491, 6.1788453 50.9068563, 6.1787194 50.9072039, 6.1786859 50.9073104, 6.1786064 50.9075658)",2,,,,
25811151,Rohgasse,residential,,False,False,96.161,"LINESTRING (6.1797206 50.9077134, 6.1791955 50.9085123)",,,,,
"[22331747, 814625646]",Löffelstraße,residential,"['7', '30']",False,False,50.064,"LINESTRING (6.1797206 50.9077134, 6.1802508 50.9077728, 6.1804263 50.9077737)",,,,,
22331747,Löffelstraße,residential,30,False,True,80.37899999999999,"LINESTRING (6.1797206 50.9077134, 6.1794409 50.9076864, 6.1787961 50.9076242, 6.1786064 50.9075658)",,,,,
25811151,Rohgasse,residential,,False,True,96.161,"LINESTRING (6.1791955 50.9085123, 6.1797206 50.9077134)",,,,,
25811152,Kaplan-Küppers-Straße,living_street,,False,True,112.48100000000001,"LINESTRING (6.1802227 50.9070566, 6.1800254 50.9068789, 6.1799202 50.90683, 6.1797729 50.9067715, 6.1794541 50.9065106, 6.1790394 50.9064319)",,,,,
22329048,Roskaul,residential,30,False,False,85.05199999999999,"LINESTRING (6.1818751 50.9073236, 6.1814736 50.9068226, 6.1813074 50.9066481)",,,,,
22331749,Kirchstraße,living_street,,True,False,71.711,"LINESTRING (6.1818751 50.9073236, 6.1822315 50.9071984, 6.1827993 50.9070498)",,,,,
814621027,Mariastraße,residential,50,False,False,105.731,"LINESTRING (6.1795977 50.9054204, 6.1800786 50.9045192)",2,,,,
22329048,Roskaul,residential,30,False,False,140.236,"LINESTRING (6.1795977 50.9054204, 6.1795931 50.9054197, 6.1790334 50.9053377, 6.1785276 50.905335, 6.1776146 50.905299)",,,,,
22329048,Roskaul,residential,30,False,True,182.277,"LINESTRING (6.1795977 50.9054204, 6.179739 50.9054751, 6.179927 50.9055987, 6.1813074 50.9066481)",,,,,
814621027,Mariastraße,residential,50,False,True,80.04799999999999,"LINESTRING (6.1795977 50.9054204, 6.1795932 50.9054285, 6.1792216 50.9061001)",2,,,,
22329018,Petronellastraße,residential,30,False,False,74.843,"LINESTRING (6.1776146 50.905299, 6.1776203 50.9052859, 6.1776505 50.9052166, 6.1780911 50.9046988)",,,,,
22329048,Roskaul,residential,30,False,False,14.649999999999999,"LINESTRING (6.1776146 50.905299, 6.1774526 50.9052866, 6.1774072 50.9052831)",,,,,
22329048,Roskaul,residential,30,False,True,140.236,"LINESTRING (6.1776146 50.905299, 6.1785276 50.905335, 6.1790334 50.9053377, 6.1795931 50.9054197, 6.1795977 50.9054204)",,,,,
22329048,Roskaul,residential,30,False,False,97.246,"LINESTRING (6.1774072 50.9052831, 6.1773856 50.9052788, 6.1771097 50.9052246, 6.1761357 50.9049374)",,,,,
22329048,Roskaul,residential,30,False,True,14.649999999999999,"LINESTRING (6.1774072 50.9052831, 6.1774526 50.9052866, 6.1776146 50.905299)",,,,,
25811153,Buschstraße,residential,30,False,False,115.163,"LINESTRING (6.1774072 50.9052831, 6.1773534 50.9053236, 6.1763499 50.9054918, 6.1760253 50.9055211, 6.1758343 50.9055069)",,,,,
22331749,Kirchstraße,living_street,,True,False,22.402,"LINESTRING (6.1827993 50.9070498, 6.1829238 50.9070003, 6.1830602 50.9069339)",,,,,
25811154,Im Sack,living_street,,True,False,127.612,"LINESTRING (6.1827993 50.9070498, 6.1827913 50.9070388, 6.1827873 50.9070333, 6.1827486 50.9069799, 6.1824902 50.9068214, 6.1823142 50.9067238, 6.1819968 50.9065989, 6.1818353 50.9065722, 6.1815325 50.9065689, 6.1813585 50.9066213, 6.1813074 50.9066481)",,,,,
22329048,Roskaul,residential,30,False,False,182.27700000000002,"LINESTRING (6.1813074 50.9066481, 6.179927 50.9055987, 6.179739 50.9054751, 6.1795977 50.9054204)",,,,,
22329048,Roskaul,residential,30,False,True,85.05199999999999,"LINESTRING (6.1813074 50.9066481, 6.1814736 50.9068226, 6.1818751 50.9073236)",,,,,
25811155,An der Brauerei,living_street,,False,False,129.86700000000002,"LINESTRING (6.1826687 50.9053054, 6.182083 50.9058978, 6.1814527 50.9056473)",,,,,
"[912734116, 814852303, 814625136, 815619039, 814624959]",Im Kirchwinkel,"['living_street', 'residential']",30,False,False,202.16799999999998,"LINESTRING (6.1826687 50.9053054, 6.1822852 50.9051626, 6.1819405 50.9050378, 6.1815921 50.9049194, 6.1814052 50.9048579, 6.1811901 50.9047861, 6.1809847 50.9047257, 6.1805081 50.9046096, 6.1800786 50.9045192)",,,,,
814625136,Im Kirchwinkel,living_street,,False,True,22.634,"LINESTRING (6.1826687 50.9053054, 6.1828282 50.9053609, 6.1829523 50.9054026)",,,,,
25811155,An der Brauerei,living_street,,False,True,129.86700000000002,"LINESTRING (6.1814527 50.9056473, 6.182083 50.9058978, 6.1826687 50.9053054)",,,,,
814621027,Mariastraße,residential,50,False,True,39.044,"LINESTRING (6.1792216 50.9061001, 6.1790394 50.9064319)",2,,,,
25811447,Gasperswinkel,residential,30,False,False,106.00200000000001,"LINESTRING (6.1792216 50.9061001, 6.1786538 50.9059959, 6.1784112 50.905965, 6.1777385 50.9059754)",,,,,
814621027,Mariastraße,residential,50,False,False,80.04799999999999,"LINESTRING (6.1792216 50.9061001, 6.1795932 50.9054285, 6.1795977 50.9054204)",2,,,,
25811447,Gasperswinkel,residential,30,False,False,108.269,"LINESTRING (6.1777385 50.9059754, 6.1777008 50.905976, 6.1772363 50.9059836, 6.1770218 50.906036, 6.1768743 50.9061088, 6.1764381 50.9063905)",,,,,
25811447,Gasperswinkel,residential,30,False,True,106.00200000000001,"LINESTRING (6.1777385 50.9059754, 6.1784112 50.905965, 6.1786538 50.9059959, 6.1792216 50.9061001)",,,,,
25811448,Gasperswinkel,residential,30,False,False,69.332,"LINESTRING (6.1777385 50.9059754, 6.1777433 50.9064927, 6.1778291 50.9065841)",,,,,
22329018,Petronellastraße,residential,30,False,False,63.599,"LINESTRING (6.1780911 50.9046988, 6.1785474 50.9042045)",,,,,
22329018,Petronellastraße,residential,30,False,True,74.843,"LINESTRING (6.1780911 50.9046988, 6.1776505 50.9052166, 6.1776203 50.9052859, 6.1776146 50.905299)",,,,,
25811449,Merberenkamp,residential,30,False,False,50.227999999999994,"LINESTRING (6.1780911 50.9046988, 6.1778537 50.9046429, 6.1777043 50.9046103, 6.1774185 50.9045435)",,,,,
25811449,Merberenkamp,residential,30,False,True,50.228,"LINESTRING (6.1774185 50.9045435, 6.1777043 50.9046103, 6.1778537 50.9046429, 6.1780911 50.9046988)",,,,,
19103105,Maarstraße,residential,30,False,False,95.946,"LINESTRING (6.1834602 50.9088716, 6.1834594 50.9088737, 6.1831401 50.9096992, 6.183136 50.9097099)",1,,,,
19103105,Maarstraße,residential,30,False,True,132.672,"LINESTRING (6.1834602 50.9088716, 6.1837814 50.908309, 6.1838508 50.908147, 6.183852 50.9080516, 6.1837238 50.9077296)",1,,,,
"[25811563, 25811564]","['Fuchsengasse', 'Schugansgasse']",residential,30,False,True,293.70599999999996,"LINESTRING (6.1834602 50.9088716, 6.1834643 50.908873, 6.1846483 50.9092839, 6.1847562 50.9092529, 6.1847739 50.9091752, 6.1847796 50.90915, 6.1849447 50.908427, 6.1850694 50.9080753, 6.185342 50.9078141, 6.1855106 50.90764)",,,,,
"[19103112, 822902187]",Mariastraße,residential,30,False,False,210.99,"LINESTRING (6.176839 50.9108117, 6.1773263 50.909853, 6.1777054 50.9092142, 6.1777248 50.9091815, 6.1778269 50.9090201)",,,,,
38820371,Carlstraße,residential,30,True,False,70.937,"LINESTRING (6.176839 50.9108117, 6.177659 50.9110213, 6.1777731 50.9110564)",,,,,
82461735,Carlstraße,residential,30,False,True,82.626,"LINESTRING (6.176839 50.9108117, 6.1762371 50.9106529, 6.1760499 50.910618, 6.1758882 50.910598, 6.1757231 50.910587)",2,,,,
19103105,Maarstraße,residential,30,False,False,72.81,"LINESTRING (6.183136 50.9097099, 6.1831119 50.9098181, 6.1830777 50.9099719, 6.1830694 50.910009, 6.1829777 50.910357)",1,,,,
19103105,Maarstraße,residential,30,False,True,95.946,"LINESTRING (6.183136 50.9097099, 6.1831401 50.9096992, 6.1834594 50.9088737, 6.1834602 50.9088716)",1,,,,
30837743,An der Maar,residential,30,False,False,84.262,"LINESTRING (6.183136 50.9097099, 6.1828116 50.9095322, 6.182463 50.9093476, 6.1822242 50.9092163)",,,,,
30837743,An der Maar,residential,30,False,True,84.262,"LINESTRING (6.1822242 50.9092163, 6.182463 50.9093476, 6.1828116 50.9095322, 6.183136 50.9097099)",,,,,
76357598,Burgstraße,residential,30,False,False,220.51500000000001,"LINESTRING (6.1822242 50.9092163, 6.1822251 50.9092146, 6.1822261 50.9092131, 6.1822267 50.9092118, 6.1824851 50.908762, 6.1825207 50.9086513, 6.1825212 50.9084454, 6.1825065 50.9083435, 6.1824539 50.9082242, 6.1823003 50.9080182, 6.1818183 50.9073925, 6.1817963 50.907364)",2,,,,
1125059325,Burgstraße,residential,30,False,True,63.07,"LINESTRING (6.1822242 50.9092163, 6.1820604 50.9095087, 6.1818877 50.9097416)",2,,,,
26308498,Easingtonstraße,residential,30,False,False,65.742,"LINESTRING (6.1809331 50.9096688, 6.1804735 50.9096085, 6.1800151 50.9095484)",,,,,
26308498,Easingtonstraße,residential,30,False,True,67.944,"LINESTRING (6.1809331 50.9096688, 6.1811031 50.9096865, 6.1817849 50.9097573, 6.1818877 50.9097416)",,,,,
38332524,Steingäßchen,living_street,,False,True,69.557,"LINESTRING (6.1809331 50.9096688, 6.1808958 50.9097231, 6.1807782 50.9099533, 6.1806114 50.9102603)",,,,,
38332522,An Gut Driesch,residential,30,False,True,161.86599999999999,"LINESTRING (6.1808436 50.9081901, 6.1806533 50.9085098, 6.1804384 50.9088228, 6.1802556 50.9091346, 6.1800151 50.9095484)",,,6,,
19103105,Maarstraße,residential,30,False,False,47.445,"LINESTRING (6.1829777 50.910357, 6.1829085 50.9105165, 6.1827018 50.910743)",1,,,,
19103105,Maarstraße,residential,30,False,True,72.80999999999999,"LINESTRING (6.1829777 50.910357, 6.1830694 50.910009, 6.1830777 50.9099719, 6.1831119 50.9098181, 6.183136 50.9097099)",1,,,,
30851429,Stegerhüttestraße,living_street,,False,False,167.84099999999998,"LINESTRING (6.1829777 50.910357, 6.1839089 50.9106264, 6.1840361 50.9106632, 6.1843449 50.9107562, 6.1848348 50.9108831, 6.1851917 50.9108969)",1,,5.5,,
30851429,Stegerhüttestraße,living_street,,False,True,167.841,"LINESTRING (6.1851917 50.9108969, 6.1848348 50.9108831, 6.1843449 50.9107562, 6.1840361 50.9106632, 6.1839089 50.9106264, 6.1829777 50.910357)",1,,5.5,,
"[928482922, 25473094]",Otto-Hahn-Straße,residential,30,False,False,108.80899999999998,"LINESTRING (6.1874696 50.910064, 6.1875418 50.9100157, 6.1882055 50.9095792, 6.1883128 50.9094983, 6.188515 50.9093682, 6.188537 50.909354)",,,,,
30852107,Maarstraße,residential,30,False,True,80.46300000000001,"LINESTRING (6.1825267 50.9114487, 6.1825261 50.9110798, 6.182607 50.9109073, 6.1827018 50.910743)",,,,,
76357610,Aachener Straße,secondary,,False,False,65.731,"LINESTRING (6.1881444 50.9068471, 6.1887314 50.907308)",2,,,,
