osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,tunnel,lanes
536132880,B 20,Laufener Straße,primary,50,False,False,49.496,"LINESTRING (12.7689449 48.0604121, 12.7690435 48.0600559, 12.7690698 48.0599749)",,,,2
28217876,,Ponlach,residential,,False,True,162.26199999999997,"LINESTRING (12.761863 48.0589728, 12.7618549 48.0591081, 12.7619331 48.0594098, 12.7620268 48.0597734, 12.7620564 48.0598795, 12.7620727 48.0599904, 12.7620725 48.0601188, 12.7620698 48.0601837, 12.762048 48.0603485, 12.7620348 48.0603849, 12.7620226 48.060417)",,,,
36873269,,Kayberg,unclassified,,False,False,354.332,"LINESTRING (12.761863 48.0589728, 12.7619417 48.0589134, 12.7620658 48.0587698, 12.7622708 48.0585277, 12.762318 48.0584596, 12.7623716 48.0583413, 12.7626103 48.057747, 12.7627286 48.0575323, 12.7628075 48.0574127, 12.7628831 48.0573315, 12.7629402 48.0572863, 12.7630086 48.0572585, 12.7630757 48.0572451, 12.7631347 48.0572478, 12.7631977 48.0572621, 12.7632228 48.0572784, 12.76325 48.0572962, 12.7633345 48.0573697, 12.7635652 48.0576753, 12.7636752 48.0578008, 12.7637503 48.05786, 12.7638267 48.0578949, 12.7639098 48.0579227, 12.7640426 48.0579487, 12.7641633 48.0579604, 12.7642773 48.057964, 12.7643802 48.0579541)",,,,
28217876,,Ponlach,residential,,False,False,162.262,"LINESTRING (12.7620226 48.060417, 12.7620348 48.0603849, 12.762048 48.0603485, 12.7620698 48.0601837, 12.7620725 48.0601188, 12.7620727 48.0599904, 12.7620564 48.0598795, 12.7620268 48.0597734, 12.7619331 48.0594098, 12.7618549 48.0591081, 12.761863 48.0589728)",,,,
"[32897176, 47445443]",,Wasservorstadt,residential,,False,True,556.906,"LINESTRING (12.7677377 48.0644891, 12.7678662 48.0644334, 12.7682369 48.0642635, 12.7683649 48.0641966, 12.7684914 48.0641364, 12.7685868 48.0640858, 12.7686497 48.0640422, 12.7687383 48.0639744, 12.7687982 48.0639116, 12.768861 48.0638306, 12.7689254 48.0637324, 12.7689708 48.0636509, 12.7690133 48.0635649, 12.7690535 48.0634567, 12.7692533 48.062967, 12.7693188 48.0626687, 12.7693935 48.0624695, 12.7694543 48.0623435, 12.7695138 48.0622202, 12.7695334 48.0620526, 12.7695425 48.0618883, 12.7695635 48.0617648, 12.7696606 48.0615136, 12.7699601 48.0608697, 12.7698919 48.0608509, 12.7696864 48.0607976, 12.769577 48.0607635, 12.7693292 48.0606362, 12.7692177 48.0605908, 12.7691542 48.0605914, 12.7691014 48.060608, 12.7690403 48.0606784, 12.7689594 48.0608669)",,,,
130888193,St 2106,Gerberberg,secondary,50,False,False,17.101,"LINESTRING (12.7677377 48.0644891, 12.7677953 48.064524, 12.7679035 48.0645957)",,,,
130888199,St 2106,Gerberberg,secondary,30,False,True,120.541,"LINESTRING (12.7677377 48.0644891, 12.7675208 48.0643471, 12.7672976 48.0642468, 12.7670246 48.0641519, 12.7668237 48.064105, 12.766639 48.0640759, 12.7663238 48.0639921)",,,,
"[183132099, 32897223]",,Hartlgasse,residential,,False,"[False, True]",96.139,"LINESTRING (12.765431 48.0628277, 12.7656413 48.0628973, 12.765952 48.0629816, 12.7660786 48.063016, 12.7661203 48.0630289, 12.7663068 48.0630869, 12.7663562 48.0631011, 12.7665589 48.0631622, 12.7666129 48.0631785)",,,,
32897249,,Stiftsgasse,residential,,False,False,15.209,"LINESTRING (12.7656793 48.0624566, 12.7656006 48.0624257, 12.7655105 48.0623797)",,,,
"[32897249, 114089763]",,Stiftsgasse,residential,,False,"[False, True]",95.48999999999998,"LINESTRING (12.7656793 48.0624566, 12.7662817 48.0626726, 12.7665872 48.062793, 12.7666129 48.062806, 12.7667978 48.0628786)",,,,
36873253,,Entenstraße,residential,,False,True,41.676,"LINESTRING (12.7656793 48.0624566, 12.7659272 48.062266, 12.7660159 48.0622127, 12.7660633 48.0621843)",,,,
36873126,,Am Bahnhof,residential,,False,False,231.22099999999995,"LINESTRING (12.7690698 48.0599749, 12.7685153 48.0597572, 12.7674618 48.0592983, 12.7674173 48.0593587, 12.7672525 48.0595828, 12.7670225 48.0599601, 12.7670132 48.0600005, 12.7670459 48.0600385)",,,,
536132880,B 20,Laufener Straße,primary,50,False,True,49.496,"LINESTRING (12.7690698 48.0599749, 12.7690435 48.0600559, 12.7689449 48.0604121)",,,,2
24861476,,Traunsteiner Straße,tertiary,30,False,True,148.544,"LINESTRING (12.7670459 48.0600385, 12.7673216 48.0600453, 12.7674825 48.0600542, 12.7676395 48.0600731, 12.7677682 48.0600946, 12.7679399 48.0601349, 12.768192 48.0602048, 12.7687199 48.0603483, 12.7688258 48.060377, 12.7689449 48.0604121)",,,,
36873126,,Am Bahnhof,residential,,False,True,231.221,"LINESTRING (12.7670459 48.0600385, 12.7670132 48.0600005, 12.7670225 48.0599601, 12.7672525 48.0595828, 12.7674173 48.0593587, 12.7674618 48.0592983, 12.7685153 48.0597572, 12.7690698 48.0599749)",,,,
50944938,,,unclassified,,False,True,42.43299999999999,"LINESTRING (12.7670459 48.0600385, 12.767029 48.0600878, 12.7670022 48.0601518, 12.7669466 48.0602427, 12.7668979 48.0603241, 12.7668893 48.0603384, 12.7668539 48.0603971)",,,,
"[536132890, 536132891]",,Traunsteiner Straße,tertiary,30,False,False,82.03500000000001,"LINESTRING (12.7670459 48.0600385, 12.7668603 48.0600309, 12.7667154 48.0600182, 12.7666765 48.0600148, 12.7664043 48.059978, 12.7661884 48.0599503, 12.7659617 48.059909)",,,,
50944941,,Schleindltörl,residential,,False,True,66.698,"LINESTRING (12.7684337 48.0626356, 12.7680832 48.0625423, 12.767773 48.062438, 12.7676198 48.0623843)",,,,
216595355,,Gabelsbergerstraße,residential,,False,False,223.19299999999998,"LINESTRING (12.7684337 48.0626356, 12.7684942 48.0625275, 12.7686339 48.0622841, 12.7689115 48.0617821, 12.7689745 48.0616879, 12.769014 48.0616408, 12.7691689 48.0615308, 12.7692084 48.0614881, 12.7692372 48.061424, 12.7692401 48.0613697, 12.7692109 48.0613075, 12.7692022 48.0612415, 12.7692209 48.0611736, 12.7692609 48.0610623, 12.76926 48.0610215, 12.7692431 48.0609914, 12.7691977 48.0609673, 12.7690045 48.0608968, 12.7689594 48.0608669)",,,,
"[36873227, 216595355]",,"['Gabelsbergerstraße', 'Rathausgasse']",residential,,False,True,116.477,"LINESTRING (12.7684337 48.0626356, 12.7684178 48.0626677, 12.7682636 48.062979, 12.7680393 48.0629171, 12.7679583 48.0628677, 12.7675311 48.062718, 12.7673549 48.062668)",,,,
47445444,,Gabelsbergerstraße,residential,,False,True,9.144,"LINESTRING (12.7688519 48.0608269, 12.7689594 48.0608669)",,,,
"[5098072, 183215197, 47445445]",B 20,Stadtplatz,primary,"['50', '30']",False,False,36.607,"LINESTRING (12.7688519 48.0608269, 12.7688286 48.0608672, 12.7687751 48.0609415, 12.7687195 48.0610035, 12.7686094 48.0611122)",,,building_passage,
106144808,B 20,Laufener Straße,primary,50,False,False,46.922000000000004,"LINESTRING (12.7688519 48.0608269, 12.7688993 48.0607374, 12.7689194 48.0606597, 12.7689449 48.0604121)",,,,
36873253,,Entenstraße,residential,,False,False,39.552,"LINESTRING (12.7664595 48.0619468, 12.7660633 48.0621843)",,,,
"[114089753, 36873556]",,Wägnergasse,residential,,False,"[False, True]",76.432,"LINESTRING (12.7664595 48.0619468, 12.767176 48.062244, 12.767198 48.0622527, 12.7673338 48.0623088)",,,,
1132038046,,Entenstraße,residential,,False,True,32.298,"LINESTRING (12.7664595 48.0619468, 12.7666283 48.061847, 12.7667851 48.0617544)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,16.539,"LINESTRING (12.7684879 48.061227, 12.768356 48.0613468)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,15.636,"LINESTRING (12.7684879 48.061227, 12.7686094 48.0611122)",,,,
"[114089756, 36873254]",,Augustinerstraße,residential,,False,"[False, True]",143.06099999999998,"LINESTRING (12.7684879 48.061227, 12.7683611 48.0611658, 12.7683461 48.0611584, 12.7681997 48.0610884, 12.7680674 48.0610331, 12.767936 48.0609826, 12.7678446 48.0609585, 12.7677133 48.060936, 12.7675881 48.0609229, 12.7675426 48.0609319, 12.7675127 48.0609544, 12.7673453 48.0611587, 12.7671244 48.061429)",,,,
36873254,,Augustinerstraße,residential,,False,False,44.309,"LINESTRING (12.7671244 48.061429, 12.7670563 48.0615005, 12.7669803 48.0615802, 12.766855 48.0617118, 12.7667851 48.0617544)",,,,
"[114089756, 36873254]",,Augustinerstraße,residential,,False,"[False, True]",143.06099999999998,"LINESTRING (12.7671244 48.061429, 12.7673453 48.0611587, 12.7675127 48.0609544, 12.7675426 48.0609319, 12.7675881 48.0609229, 12.7677133 48.060936, 12.7678446 48.0609585, 12.767936 48.0609826, 12.7680674 48.0610331, 12.7681997 48.0610884, 12.7683461 48.0611584, 12.7683611 48.0611658, 12.7684879 48.061227)",,,,
"[114089760, 37158365]",,Distlergässchen,unclassified,,False,False,69.292,"LINESTRING (12.7671244 48.061429, 12.7677647 48.061691, 12.7677874 48.0617013, 12.7679178 48.0617563)",,,,
36873264,,Zwieselweg,residential,,False,False,137.455,"LINESTRING (12.7657544 48.0578682, 12.7657473 48.058005, 12.7657355 48.0582328, 12.7657149 48.0583598, 12.7656783 48.058585, 12.7656751 48.0586512, 12.7656669 48.058818, 12.765653 48.0591018)",,,,
106144818,TS 7,Traunsteiner Straße,tertiary,30,False,False,4.172,"LINESTRING (12.765619 48.0597952, 12.7655732 48.0597735)",,,,
36873264,,Zwieselweg,residential,,False,True,77.144,"LINESTRING (12.765619 48.0597952, 12.7656214 48.059747, 12.765653 48.0591018)",,,,
536132891,,Traunsteiner Straße,tertiary,30,False,True,28.483,"LINESTRING (12.765619 48.0597952, 12.7658115 48.0598669, 12.7658825 48.0598868, 12.7659617 48.059909)",,,,
36873269,,Kayberg,unclassified,,False,True,354.33200000000005,"LINESTRING (12.7643802 48.0579541, 12.7642773 48.057964, 12.7641633 48.0579604, 12.7640426 48.0579487, 12.7639098 48.0579227, 12.7638267 48.0578949, 12.7637503 48.05786, 12.7636752 48.0578008, 12.7635652 48.0576753, 12.7633345 48.0573697, 12.76325 48.0572962, 12.7632228 48.0572784, 12.7631977 48.0572621, 12.7631347 48.0572478, 12.7630757 48.0572451, 12.7630086 48.0572585, 12.7629402 48.0572863, 12.7628831 48.0573315, 12.7628075 48.0574127, 12.7627286 48.0575323, 12.7626103 48.057747, 12.7623716 48.0583413, 12.762318 48.0584596, 12.7622708 48.0585277, 12.7620658 48.0587698, 12.7619417 48.0589134, 12.761863 48.0589728)",,,,
"[106144818, 156251357]",TS 7,Traunsteiner Straße,tertiary,"['50', '30']",False,True,241.18699999999995,"LINESTRING (12.7643802 48.0579541, 12.7644908 48.0580882, 12.764562 48.0581892, 12.7646014 48.058277, 12.7646342 48.0583634, 12.7646519 48.0584383, 12.7646609 48.0585134, 12.7646581 48.0585884, 12.7646206 48.0587827, 12.7645844 48.0589204, 12.764571 48.0589724, 12.7645643 48.0590306, 12.7645697 48.0591005, 12.764575 48.0591498, 12.7645938 48.0592, 12.7646153 48.0592377, 12.7646515 48.0592807, 12.7647132 48.059321, 12.7648231 48.0593892, 12.7655732 48.0597735)",,,,
36873292,,Lutzengasse,residential,,False,False,121.626,"LINESTRING (12.7675988 48.0639362, 12.7678076 48.0636185, 12.7678219 48.063564, 12.7675098 48.0634629, 12.7672424 48.0633934, 12.7670363 48.0633263, 12.766885 48.0632721)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,36.076,"LINESTRING (12.7666129 48.0631785, 12.7667382 48.0629663, 12.7667978 48.0628786)",,,,
36873292,,Lutzengasse,residential,,False,True,22.742,"LINESTRING (12.7666129 48.0631785, 12.7666678 48.0631971, 12.7668203 48.0632489, 12.766885 48.0632721)",,,,
"[47445441, 710307533, 710307534, 183215196, 183215198]",B 20,Stadtplatz,primary,"['50', '30']",False,False,87.325,"LINESTRING (12.7666129 48.0631785, 12.7665817 48.063223, 12.7662932 48.0636011, 12.7662424 48.0636622, 12.7662006 48.0637059, 12.766152 48.0637568, 12.7660883 48.0638104, 12.7660154 48.0638474)",,yes,building_passage,
"[183132099, 32897223]",,Hartlgasse,residential,,False,"[False, True]",96.13899999999998,"LINESTRING (12.7666129 48.0631785, 12.7665589 48.0631622, 12.7663562 48.0631011, 12.7663068 48.0630869, 12.7661203 48.0630289, 12.7660786 48.063016, 12.765952 48.0629816, 12.7656413 48.0628973, 12.765431 48.0628277)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,37.182,"LINESTRING (12.7670619 48.0625895, 12.7673338 48.0623088)",,,,
114089761,,,residential,,False,False,23.458,"LINESTRING (12.7670619 48.0625895, 12.7673549 48.062668)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,37.688,"LINESTRING (12.7670619 48.0625895, 12.7669126 48.0627414, 12.7667978 48.0628786)",,,,
"[36873552, 114089761]",,Postgasse,residential,,False,"[False, True]",86.856,"LINESTRING (12.7670619 48.0625895, 12.7669074 48.0625286, 12.7668874 48.0625197, 12.7666209 48.0624117, 12.7663778 48.0623198, 12.7662946 48.0622883, 12.7660633 48.0621843)",,,,
36873253,,Entenstraße,residential,,False,True,39.552,"LINESTRING (12.7660633 48.0621843, 12.7664595 48.0619468)",,,,
36873253,,Entenstraße,residential,,False,False,41.676,"LINESTRING (12.7660633 48.0621843, 12.7660159 48.0622127, 12.7659272 48.062266, 12.7656793 48.0624566)",,,,
"[36873552, 114089761]",,Postgasse,residential,,False,"[False, True]",86.85600000000001,"LINESTRING (12.7660633 48.0621843, 12.7662946 48.0622883, 12.7663778 48.0623198, 12.7666209 48.0624117, 12.7668874 48.0625197, 12.7669074 48.0625286, 12.7670619 48.0625895)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,37.182,"LINESTRING (12.7673338 48.0623088, 12.7670619 48.0625895)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,11.26,"LINESTRING (12.7673338 48.0623088, 12.7674182 48.0622247)",,,,
"[114089753, 36873556]",,Wägnergasse,residential,,False,"[False, True]",76.432,"LINESTRING (12.7673338 48.0623088, 12.767198 48.0622527, 12.767176 48.062244, 12.7664595 48.0619468)",,,,
37158208,,Mühlenstraße,residential,30,False,False,26.346,"LINESTRING (12.7655105 48.0623797, 12.7656193 48.0621542)",,,,
"[32897249, 1132024124]",,"['Mühlenstraße', 'Stiftsgasse']",residential,,False,"[False, True]",94.12100000000001,"LINESTRING (12.7655105 48.0623797, 12.7654322 48.0623356, 12.765372 48.0622839, 12.7653344 48.0622303, 12.765249 48.0620697, 12.7650577 48.0617997, 12.7653046 48.061718)",,,,
32897249,,Stiftsgasse,residential,,False,True,15.209,"LINESTRING (12.7655105 48.0623797, 12.7656006 48.0624257, 12.7656793 48.0624566)",,,,
37158208,,Mühlenstraße,residential,30,False,True,13.492,"LINESTRING (12.7656674 48.0620372, 12.7656193 48.0621542)",,,,
37158208,,Mühlenstraße,residential,30,False,False,34.502,"LINESTRING (12.7656674 48.0620372, 12.7656974 48.0619969, 12.7657585 48.0619416, 12.7657987 48.0619109, 12.7658444 48.061876, 12.7659055 48.0618456, 12.7659809 48.061816)",,,,
1132024133,,Mühlenstraße,unclassified,,False,False,60.815,"LINESTRING (12.7656674 48.0620372, 12.7655585 48.0616825, 12.7652839 48.0616606)",,,,
37158600,,Schulstraße,residential,,False,True,46.736,"LINESTRING (12.7663348 48.061461, 12.7667851 48.0617544)",,,,
37158600,,Schulstraße,residential,,False,False,90.86500000000001,"LINESTRING (12.7663348 48.061461, 12.7660856 48.0613733, 12.7660118 48.0613474, 12.7659807 48.0613296, 12.7659761 48.061296, 12.7660017 48.0612271, 12.7660319 48.0611658, 12.7662081 48.0608081)",,,,
322934377,,Schulstraße,residential,30,False,False,71.719,"LINESTRING (12.7663348 48.061461, 12.7664449 48.0613333, 12.7666211 48.0611288, 12.7667241 48.0608764)",,,,
322934377,,Schulstraße,residential,30,False,True,33.233000000000004,"LINESTRING (12.7663348 48.061461, 12.7661313 48.0616212, 12.7660633 48.0616974)",,,,
37158431,,Stadtgartl,residential,,False,False,39.092,"LINESTRING (12.7667241 48.0608764, 12.7662081 48.0608081)",,,,
322934377,,Schulstraße,residential,30,False,False,37.487,"LINESTRING (12.7667241 48.0608764, 12.7667751 48.060637, 12.7667804 48.0606119, 12.7667895 48.0605852, 12.7668037 48.0605437)",,,,
322934377,,Schulstraße,residential,30,False,True,71.71900000000001,"LINESTRING (12.7667241 48.0608764, 12.7666211 48.0611288, 12.7664449 48.0613333, 12.7663348 48.061461)",,,,
322934377,,Schulstraße,residential,30,False,True,16.723,"LINESTRING (12.7668539 48.0603971, 12.7668037 48.0605437)",,,,
369632584,,Adolph-Kolping-Platz,residential,30,False,False,22.725,"LINESTRING (12.7668539 48.0603971, 12.7665701 48.060321)",,,,
50944938,,,unclassified,,False,False,42.433,"LINESTRING (12.7668539 48.0603971, 12.7668893 48.0603384, 12.7668979 48.0603241, 12.7669466 48.0602427, 12.7670022 48.0601518, 12.767029 48.0600878, 12.7670459 48.0600385)",,,,
369632584,,Adolph-Kolping-Platz,residential,30,False,True,67.905,"LINESTRING (12.7659617 48.059909, 12.7659819 48.059978, 12.7660181 48.0600462, 12.7661133 48.0601268, 12.7662528 48.060212, 12.7663065 48.0602329, 12.7664512 48.0602891, 12.7665701 48.060321)",,,,
536132891,,Traunsteiner Straße,tertiary,30,False,False,28.483,"LINESTRING (12.7659617 48.059909, 12.7658825 48.0598868, 12.7658115 48.0598669, 12.765619 48.0597952)",,,,
"[536132890, 536132891]",,Traunsteiner Straße,tertiary,30,False,True,82.035,"LINESTRING (12.7659617 48.059909, 12.7661884 48.0599503, 12.7664043 48.059978, 12.7666765 48.0600148, 12.7667154 48.0600182, 12.7668603 48.0600309, 12.7670459 48.0600385)",,,,
5098072,B 20,Stadtplatz,primary,30,False,False,10.528,"LINESTRING (12.7679178 48.0617563, 12.7678386 48.0618348)",,,,
5098072,B 20,Stadtplatz,primary,30,False,True,55.982,"LINESTRING (12.7679178 48.0617563, 12.7682364 48.0614563, 12.768356 48.0613468)",,,,
"[114089760, 37158365]",,Distlergässchen,unclassified,,False,True,69.292,"LINESTRING (12.7679178 48.0617563, 12.7677874 48.0617013, 12.7677647 48.061691, 12.7671244 48.061429)",,,,
37158431,,Stadtgartl,residential,,False,True,54.141999999999996,"LINESTRING (12.7654969 48.0607025, 12.765925 48.0607661, 12.7662081 48.0608081)",,,,
37158600,,Schulstraße,residential,,False,False,46.736,"LINESTRING (12.7667851 48.0617544, 12.7663348 48.061461)",,,,
36873254,,Augustinerstraße,residential,,False,True,44.309,"LINESTRING (12.7667851 48.0617544, 12.766855 48.0617118, 12.7669803 48.0615802, 12.7670563 48.0615005, 12.7671244 48.061429)",,,,
1132038046,,Entenstraße,residential,,False,False,32.298,"LINESTRING (12.7667851 48.0617544, 12.7666283 48.061847, 12.7664595 48.0619468)",,,,
37158431,,Stadtgartl,residential,,False,True,39.092,"LINESTRING (12.7662081 48.0608081, 12.7667241 48.0608764)",,,,
37158431,,Stadtgartl,residential,,False,False,54.141999999999996,"LINESTRING (12.7662081 48.0608081, 12.765925 48.0607661, 12.7654969 48.0607025)",,,,
37158600,,Schulstraße,residential,,False,True,90.86500000000001,"LINESTRING (12.7662081 48.0608081, 12.7660319 48.0611658, 12.7660017 48.0612271, 12.7659761 48.061296, 12.7659807 48.0613296, 12.7660118 48.0613474, 12.7660856 48.0613733, 12.7663348 48.061461)",,,,
37158731,,Mühlenstraße,residential,,False,True,146.582,"LINESTRING (12.7643957 48.0605218, 12.7645136 48.0605589, 12.7645847 48.060598, 12.7646678 48.0606694, 12.7647169 48.0607214, 12.7647626 48.0607858, 12.7648425 48.0608929, 12.7649329 48.0610272, 12.7650133 48.0611194, 12.765044 48.0611855, 12.7650734 48.0612903, 12.7651029 48.0613621, 12.7651138 48.0613839, 12.7651591 48.0614743, 12.7652839 48.0616606)",,,,
37158208,,Mühlenstraße,residential,30,False,False,13.492,"LINESTRING (12.7656193 48.0621542, 12.7656674 48.0620372)",,,,
37158208,,Mühlenstraße,residential,30,False,True,26.346,"LINESTRING (12.7656193 48.0621542, 12.7655105 48.0623797)",,,,
37158760,,Mühlenstraße,residential,,False,False,54.314,"LINESTRING (12.7656193 48.0621542, 12.7655556 48.0621047, 12.7654366 48.0619606, 12.7653316 48.0617871, 12.7653046 48.061718)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,False,114.229,"LINESTRING (12.7647224 48.0648803, 12.7645963 48.0648316, 12.7645061 48.0647862, 12.764477 48.0647656, 12.7644675 48.0647528, 12.7644582 48.0647403, 12.7644554 48.0647274, 12.7644511 48.0647082, 12.7644617 48.0646644, 12.764474 48.064613, 12.7644742 48.0645876, 12.7644614 48.0645639, 12.7644168 48.0645345, 12.7642627 48.0644619, 12.7640431 48.0643583, 12.763968 48.0643229, 12.7638022 48.0642447, 12.7637098 48.0642041)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,True,199.83200000000002,"LINESTRING (12.7647224 48.0648803, 12.7648127 48.0649134, 12.7649699 48.0649712, 12.7650424 48.0649961, 12.7651049 48.0650067, 12.7651357 48.0650085, 12.7651815 48.0650112, 12.7653024 48.06501, 12.7655361 48.0649995, 12.7656906 48.0649926, 12.7657165 48.0649885, 12.7657364 48.0649853, 12.7657818 48.0649563, 12.765865 48.0648577, 12.7659936 48.0647051, 12.766033 48.0646584, 12.7661019 48.0645606, 12.7661481 48.0644665, 12.7661721 48.0643915, 12.7661837 48.0643607, 12.7661935 48.0643347, 12.7662772 48.0642314, 12.7663018 48.0641758, 12.7663024 48.0640629, 12.7663104 48.0640212, 12.7663238 48.0639921)",,,,
37160433,,Cettostraße,residential,,False,True,151.99,"LINESTRING (12.7647224 48.0648803, 12.764611 48.0650448, 12.7644825 48.0652362, 12.7643577 48.0654222, 12.7642895 48.0655301, 12.764235 48.0656163, 12.7642126 48.0656397, 12.764198 48.065655, 12.7641415 48.0657004, 12.7640124 48.0657873, 12.7639728 48.0658139, 12.7636924 48.0660025, 12.7636595 48.0660246)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,False,43.323,"LINESTRING (12.7637098 48.0642041, 12.7636983 48.0641773, 12.7637206 48.0641405, 12.7639413 48.0638792, 12.7639608 48.0638615)",,,,
37159465,,Bürgermeister-Poschacher-Straße,residential,,False,True,114.22900000000001,"LINESTRING (12.7637098 48.0642041, 12.7638022 48.0642447, 12.763968 48.0643229, 12.7640431 48.0643583, 12.7642627 48.0644619, 12.7644168 48.0645345, 12.7644614 48.0645639, 12.7644742 48.0645876, 12.764474 48.064613, 12.7644617 48.0646644, 12.7644511 48.0647082, 12.7644554 48.0647274, 12.7644582 48.0647403, 12.7644675 48.0647528, 12.764477 48.0647656, 12.7645061 48.0647862, 12.7645963 48.0648316, 12.7647224 48.0648803)",,,,
