osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge,access,ref,junction,tunnel
"[288039058, 39365531]",Klosterhof,residential,30,5,False,False,74.851,"LINESTRING (9.1507944 49.0797602, 9.150759 49.0797546, 9.1507118 49.079747, 9.1506706 49.0797213, 9.1506538 49.0796807, 9.150664 49.0796393, 9.1507179 49.0795453, 9.1507407 49.0795037, 9.1507343 49.0794569, 9.1507065 49.0794166, 9.1506291 49.0793842, 9.1503553 49.0792952)",,,,,,
101828997,Lange Straße,residential,30,3,False,False,57.529,"LINESTRING (9.154055 49.0749063, 9.1540042 49.075062, 9.1541515 49.0750884, 9.1541631 49.0753464)",,,,,,
"[24168204, 24168205, 428472838]",Rathausstraße,living_street,,"['4', '3']",False,True,100.091,"LINESTRING (9.1564915 49.0763826, 9.1566307 49.0763279, 9.1571558 49.0763245, 9.1572074 49.0763244, 9.157759 49.0763251, 9.1578425 49.0763249)",,yes,,,,
606159832,Körnerstraße,residential,20,7,False,False,11.779,"LINESTRING (9.1516141 49.0754215, 9.151674 49.0753231)",,,,,,
"[675192666, 31831390]",Schulstraße,residential,"['20', '30']",5,False,False,42.620000000000005,"LINESTRING (9.1516141 49.0754215, 9.1517306 49.0754303, 9.1521301 49.0755898)",,,,,,
"[35476188, 30749486]","['Postplatz', 'Körnerstraße']",residential,20,"['7', '4']",False,True,108.142,"LINESTRING (9.1516141 49.0754215, 9.1515603 49.0754847, 9.1512514 49.0758565, 9.1511963 49.0759252, 9.1511701 49.0759435, 9.1511326 49.0759549, 9.1510813 49.0759605, 9.1510272 49.0759639, 9.1506042 49.0759778)",,,,,,
288029291,Am Turnerheim,residential,30,,False,False,133.09799999999998,"LINESTRING (9.1582564 49.0709207, 9.1584412 49.0710805, 9.1586535 49.0712416, 9.1588891 49.0714046, 9.1593317 49.0716782, 9.1594779 49.0717422, 9.1595412 49.0717605)",,,,,,
35589925,Kirchbergstraße,residential,,2.5,False,False,4.975,"LINESTRING (9.1538582 49.0760469, 9.1537899 49.076047)",,,,,,
35589925,Kirchbergstraße,residential,,2.5,False,True,18.107,"LINESTRING (9.1538582 49.0760469, 9.1540972 49.0760917)",,,,,,
243096054,Kirchbergstraße,residential,,2.5,False,False,25.231,"LINESTRING (9.1538582 49.0760469, 9.1538886 49.0759774, 9.1536712 49.0759172)",,,,,,
243096054,Kirchbergstraße,residential,,2.5,False,True,25.231,"LINESTRING (9.1536712 49.0759172, 9.1538886 49.0759774, 9.1538582 49.0760469)",,,,,,
37345186,Körnerstraße,residential,30,6,False,False,65.599,"LINESTRING (9.1528275 49.072572, 9.1527687 49.0725006, 9.1527566 49.072462, 9.1527652 49.072365, 9.1527896 49.0719931)",,,,,,
206824867,Wilhelmstraße,residential,30,7,False,True,87.831,"LINESTRING (9.1528275 49.072572, 9.1528853 49.0725421, 9.1530252 49.0725123, 9.1537873 49.0725445, 9.1539895 49.0726034)",,,,,,
949011160,Körnerstraße,residential,30,7,False,True,56.915,"LINESTRING (9.1528275 49.072572, 9.1527715 49.072601, 9.1527244 49.0726526, 9.1527052 49.0726885, 9.1526465 49.0730534)",,,,,,
